table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
3194,r218,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,217,"['30,282', '']","['33,719', '']","['31,375', '']","['33,538', '']","['29,895', '']","['31,676', '']","['32,856', '']","['33,024', '']","['34,437', '']","['36,605', '']"
3194,r219,"All institutions -> SUNY, Downstate Medical Center",All institutions,"SUNY, Downstate Medical Center",2,218,"['32,512', '']","['41,993', '']","['43,257', '']","['39,354', '']","['33,331', '']","['28,652', '']","['33,735', '']","['31,873', '']","['34,661', '']","['36,015', '']"
3194,r220,All institutions -> Boise State U.,All institutions,Boise State U.,2,219,"['18,045', '']","['23,519', '']","['26,885', '']","['24,027', '']","['25,351', '']","['29,955', '']","['30,384', '']","['32,279', '']","['37,959', '']","['35,528', '']"
3194,r221,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,220,"['32,230', '']","['39,973', '']","['29,893', '']","['26,788', '']","['28,917', '']","['33,042', '']","['34,413', '']","['34,018', '']","['31,565', '']","['35,477', '']"
3194,r222,All institutions -> Texas State U.,All institutions,Texas State U.,2,221,"['19,496', '']","['19,243', '']","['24,285', '']","['26,671', '']","['25,910', '']","['29,934', '']","['30,064', '']","['28,479', '']","['29,444', '']","['35,440', '']"
3194,r223,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,222,"['34,897', '']","['29,639', '']","['28,949', '']","['31,003', '']","['32,860', '']","['33,693', '']","['30,375', '']","['33,752', '']","['35,849', '']","['35,414', '']"
3194,r224,All institutions -> U.S. Air Force Academy,All institutions,U.S. Air Force Academy,2,223,"['54,509', '']","['70,285', '']","['43,512', '']","['49,471', '']","['41,539', 'i']","['35,157', '']","['50,659', '']","['40,635', '']","['33,467', '']","['34,940', '']"
3194,r225,All institutions -> Illinois Institute of Technology,All institutions,Illinois Institute of Technology,2,224,"['34,348', '']","['40,199', '']","['32,148', '']","['36,426', '']","['30,938', '']","['33,810', '']","['29,430', '']","['32,362', '']","['32,566', '']","['34,220', '']"
3194,r226,All institutions -> Air Force Institute of Technology,All institutions,Air Force Institute of Technology,2,225,"['28,318', '']","['30,090', '']","['30,609', '']","['26,234', '']","['23,335', '']","['26,323', '']","['29,722', '']","['35,703', '']","['33,360', '']","['34,016', '']"
3194,r227,All institutions -> North Carolina Agricultural and Technical State U.,All institutions,North Carolina Agricultural and Technical State U.,2,226,"['35,216', '']","['34,725', '']","['33,963', '']","['33,251', '']","['34,160', '']","['34,514', '']","['31,782', '']","['35,285', '']","['34,714', '']","['33,297', '']"
3194,r228,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,227,"['27,766', '']","['29,980', '']","['26,499', '']","['30,076', '']","['30,797', '']","['31,849', '']","['35,512', '']","['36,791', '']","['34,276', '']","['33,275', '']"
3194,r229,All institutions -> Kent State U.,All institutions,Kent State U.,2,228,"['24,616', '']","['24,388', '']","['23,353', '']","['19,962', '']","['21,785', '']","['25,917', '']","['21,951', '']","['27,413', '']","['26,703', '']","['32,867', '']"
3194,r230,"All institutions -> CUNY, Hunter C.",All institutions,"CUNY, Hunter C.",2,229,"['35,751', '']","['35,645', '']","['36,085', '']","['36,741', '']","['35,702', '']","['33,483', '']","['33,508', '']","['26,496', '']","['29,752', '']","['32,773', '']"
3194,r231,All institutions -> Morehouse School of Medicine,All institutions,Morehouse School of Medicine,2,230,"['30,669', 'i']","['33,946', '']","['37,586', '']","['36,638', 'i']","['41,858', '']","['33,367', '']","['38,774', '']","['35,454', '']","['33,215', '']","['31,289', '']"
3194,r232,"All institutions -> California Polytechnic State U., San Luis Obispo",All institutions,"California Polytechnic State U., San Luis Obispo",2,231,"['19,148', '']","['15,489', '']","['15,939', '']","['15,098', '']","['14,648', '']","['15,666', '']","['17,559', '']","['17,304', '']","['15,860', '']","['30,628', '']"
3194,r233,All institutions -> San Francisco State U.,All institutions,San Francisco State U.,2,232,"['24,959', '']","['25,772', '']","['29,447', '']","['31,948', '']","['28,710', '']","['26,178', '']","['25,149', '']","['26,712', '']","['27,841', '']","['29,667', '']"
3194,r234,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,233,"['15,034', '']","['15,146', '']","['13,626', '']","['15,161', '']","['19,058', '']","['22,985', '']","['21,911', '']","['25,644', '']","['28,077', '']","['29,296', '']"
3194,r235,All institutions -> U. Akron,All institutions,U. Akron,2,234,"['47,558', '']","['52,881', '']","['59,765', '']","['62,331', '']","['64,270', '']","['54,089', '']","['57,351', '']","['39,566', '']","['31,789', '']","['29,090', '']"
3194,r236,"All institutions -> SUNY, C. of Environmental Science and Forestry",All institutions,"SUNY, C. of Environmental Science and Forestry",2,235,"['26,916', '']","['25,007', 'i']","['23,117', 'i']","['21,225', 'i']","['19,013', 'i']","['22,036', '']","['24,221', '']","['27,755', '']","['26,559', '']","['28,979', '']"
3194,r237,All institutions -> Marquette U.,All institutions,Marquette U.,2,236,"['13,124', '']","['16,525', '']","['15,208', '']","['16,257', '']","['17,267', '']","['19,985', '']","['21,968', '']","['23,692', '']","['24,623', '']","['28,856', '']"
3194,r238,All institutions -> U. South Dakota,All institutions,U. South Dakota,2,237,"['27,511', '']","['25,321', '']","['27,060', '']","['30,364', '']","['27,367', '']","['21,671', '']","['22,543', '']","['24,830', '']","['27,168', '']","['28,456', '']"
3194,r239,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,238,"['16,121', '']","['22,008', '']","['20,917', '']","['17,972', '']","['24,443', '']","['20,538', '']","['22,729', '']","['21,128', '']","['21,505', '']","['27,503', '']"
3194,r240,All institutions -> Eastern Virginia Medical School,All institutions,Eastern Virginia Medical School,2,239,"['44,420', '']","['36,569', '']","['37,745', '']","['44,183', '']","['43,917', '']","['42,296', '']","['32,550', '']","['28,671', '']","['30,010', '']","['27,064', '']"
3194,r241,All institutions -> Desert Research Institute,All institutions,Desert Research Institute,2,240,"['34,367', '']","['35,331', '']","['33,056', '']","['27,695', '']","['23,778', '']","['22,103', '']","['29,422', '']","['29,440', '']","['27,875', '']","['26,991', '']"
3194,r242,"All institutions -> U. Minnesota, Duluth",All institutions,"U. Minnesota, Duluth",2,241,"['20,237', '']","['22,301', '']","['20,863', '']","['20,818', '']","['21,122', '']","['26,958', '']","['26,949', '']","['24,452', '']","['24,693', '']","['26,859', '']"
3194,r243,"All institutions -> U. Massachusetts, Dartmouth",All institutions,"U. Massachusetts, Dartmouth",2,242,"['24,312', '']","['23,708', '']","['21,556', '']","['25,559', '']","['25,879', '']","['23,875', '']","['24,363', '']","['24,336', '']","['24,536', '']","['26,554', '']"
3194,r244,All institutions -> Baylor U.,All institutions,Baylor U.,2,243,"['8,452', '']","['10,277', '']","['8,184', '']","['11,877', '']","['17,877', '']","['20,721', '']","['22,237', '']","['25,052', '']","['25,289', '']","['26,291', '']"
3194,r245,"All institutions -> Louisiana State U., Health Sciences Center, Shreveport",All institutions,"Louisiana State U., Health Sciences Center, Shreveport",2,244,"['30,817', '']","['31,021', '']","['29,365', '']","['28,266', '']","['25,004', '']","['24,069', '']","['23,353', '']","['22,560', '']","['24,463', '']","['26,262', '']"
3194,r246,"All institutions -> U. Puerto Rico, Mayaguez",All institutions,"U. Puerto Rico, Mayaguez",2,245,"['25,536', '']","['33,509', '']","['31,143', '']","['28,041', '']","['25,920', '']","['26,986', '']","['24,908', '']","['25,328', '']","['23,764', '']","['26,092', '']"
3194,r247,"All institutions -> U. Missouri, Kansas City",All institutions,"U. Missouri, Kansas City",2,246,"['24,461', '']","['27,000', '']","['23,902', '']","['23,521', '']","['26,452', '']","['24,097', '']","['23,955', '']","['22,806', '']","['22,857', '']","['24,865', '']"
3194,r248,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,247,"['51,696', '']","['43,857', '']","['37,875', '']","['32,442', 'i']","['48,260', '']","['26,222', '']","['19,238', '']","['20,404', '']","['21,260', '']","['24,523', '']"
3194,r249,All institutions -> Loma Linda U.,All institutions,Loma Linda U.,2,248,"['32,915', '']","['37,169', '']","['29,762', '']","['29,799', '']","['23,120', '']","['25,417', '']","['22,956', '']","['21,846', '']","['22,922', 'i']","['24,408', 'i']"
3194,r250,All institutions -> Nova Southeastern U.,All institutions,Nova Southeastern U.,2,249,"['9,740', '']","['11,912', '']","['12,599', '']","['12,415', '']","['13,532', '']","['14,439', '']","['18,991', '']","['22,021', '']","['22,406', '']","['24,277', '']"
3194,r251,"All institutions -> Teachers C., Columbia U.",All institutions,"Teachers C., Columbia U.",2,250,"['15,149', '']","['17,459', '']","['19,829', '']","['18,538', '']","['19,457', '']","['22,359', '']","['22,868', '']","['23,189', '']","['23,261', '']","['24,234', '']"
3194,r252,All institutions -> Catholic U. of America,All institutions,Catholic U. of America,2,251,"['20,871', '']","['24,933', '']","['24,275', '']","['22,795', '']","['22,009', '']","['23,817', '']","['24,360', '']","['23,337', '']","['24,269', '']","['23,402', '']"
3194,r253,All institutions -> Albany Medical C.,All institutions,Albany Medical C.,2,252,"['22,953', '']","['20,876', '']","['17,735', '']","['15,093', '']","['16,093', '']","['18,043', '']","['20,166', '']","['20,443', '']","['21,187', '']","['23,028', '']"
3194,r254,All institutions -> Delaware State U.,All institutions,Delaware State U.,2,253,"['14,723', '']","['17,993', '']","['15,416', '']","['17,260', '']","['17,654', '']","['15,964', '']","['20,384', '']","['19,136', '']","['18,916', '']","['22,512', '']"
3194,r255,All institutions -> Creighton U.,All institutions,Creighton U.,2,254,"['25,432', 'i']","['28,907', '']","['29,911', 'i']","['27,709', 'i']","['24,073', 'i']","['22,228', 'i']","['21,843', 'i']","['22,310', 'i']","['18,896', 'i']","['22,278', 'i']"
3194,r256,All institutions -> Rowan U.,All institutions,Rowan U.,2,255,"['2,610', '']","['3,185', '']","['3,657', '']","['2,729', '']","['8,118', '']","['7,921', '']","['10,113', '']","['12,710', '']","['15,818', '']","['21,980', '']"
3194,r257,All institutions -> U. Denver,All institutions,U. Denver,2,256,"['12,348', '']","['13,018', '']","['11,575', '']","['12,716', '']","['11,216', '']","['10,614', '']","['16,858', '']","['18,327', '']","['21,618', '']","['21,642', '']"
3194,r258,"All institutions -> Rutgers, State U. New Jersey, Newark",All institutions,"Rutgers, State U. New Jersey, Newark",2,257,"['25,953', '']","['31,714', '']","['31,287', '']","['29,110', '']","['23,235', '']","['19,913', '']","['18,412', '']","['21,586', '']","['23,190', '']","['21,291', '']"
3194,r259,"All institutions -> U. Alaska, Anchorage",All institutions,"U. Alaska, Anchorage",2,258,"['11,328', '']","['12,380', '']","['13,004', '']","['13,022', '']","['15,112', '']","['15,396', '']","['18,382', '']","['18,646', '']","['19,254', '']","['20,655', '']"
3194,r260,All institutions -> Tuskegee U.,All institutions,Tuskegee U.,2,259,"['14,258', '']","['14,321', '']","['13,188', '']","['17,094', '']","['24,066', 'i']","['20,704', 'i']","['16,508', 'i']","['16,508', 'i']","['13,402', '']","['20,562', '']"
3194,r261,"All institutions -> California State U., Sacramento",All institutions,"California State U., Sacramento",2,260,"['11,673', '']","['13,822', '']","['12,056', '']","['12,444', '']","['11,783', '']","['16,585', '']","['17,705', '']","['17,647', '']","['18,017', '']","['20,279', '']"
3194,r262,All institutions -> Kennesaw State U.,All institutions,Kennesaw State U.,2,261,"['1,401', '']","['1,374', '']","['1,738', 'i']","['2,100', '']","['1,881', '']","['1,316', '']","['6,279', '']","['7,728', '']","['8,006', '']","['20,195', '']"
3194,r263,All institutions -> Louisiana Tech U.,All institutions,Louisiana Tech U.,2,262,"['20,752', '']","['21,641', '']","['20,265', '']","['18,983', '']","['17,088', '']","['17,744', '']","['16,639', '']","['17,079', '']","['18,089', '']","['19,760', '']"
3194,r264,All institutions -> Texas A&M U.-Kingsville,All institutions,Texas A&M U.-Kingsville,2,263,"['14,213', '']","['14,572', '']","['14,824', '']","['15,308', '']","['18,371', '']","['18,170', '']","['18,849', '']","['19,360', '']","['18,443', '']","['19,537', '']"
3194,r265,All institutions -> New York Medical C.,All institutions,New York Medical C.,2,264,"['28,400', '']","['27,316', '']","['23,277', '']","['20,243', '']","['17,908', '']","['17,653', '']","['17,311', '']","['15,637', 'i']","['8,141', 'i']","['19,398', 'i']"
3194,r266,All institutions -> Miami U.,All institutions,Miami U.,2,265,"['14,561', '']","['14,795', '']","['21,151', '']","['17,875', 'i']","['16,035', '']","['14,904', '']","['14,111', '']","['15,482', '']","['17,120', '']","['19,280', '']"
3194,r267,"All institutions -> California State U., Northridge",All institutions,"California State U., Northridge",2,266,"['16,747', '']","['9,795', '']","['15,619', '']","['9,466', '']","['12,628', '']","['12,053', '']","['12,471', '']","['15,336', '']","['17,036', '']","['18,758', '']"
3194,r268,All institutions -> Northern Illinois U.,All institutions,Northern Illinois U.,2,267,"['23,353', '']","['17,672', '']","['18,147', '']","['18,866', '']","['15,165', 'i']","['13,660', '']","['16,515', '']","['12,565', '']","['18,965', '']","['18,337', '']"
3194,r269,All institutions -> Meharry Medical C.,All institutions,Meharry Medical C.,2,268,"['27,001', '']","['29,055', '']","['25,559', '']","['22,532', '']","['18,997', '']","['13,998', '']","['14,768', '']","['16,782', '']","['16,980', '']","['18,286', '']"
3194,r270,All institutions -> Villanova U.,All institutions,Villanova U.,2,269,"['9,191', 'i']","['9,281', 'i']","['7,831', 'i']","['6,931', 'i']","['11,645', '']","['12,208', '']","['12,934', '']","['15,189', '']","['16,376', '']","['18,225', '']"
3194,r271,All institutions -> U. Tulsa,All institutions,U. Tulsa,2,270,"['22,690', '']","['18,703', '']","['19,895', '']","['21,186', '']","['26,460', '']","['24,135', '']","['21,347', '']","['20,567', '']","['19,797', '']","['18,180', '']"
3194,r272,All institutions -> Jackson State U.,All institutions,Jackson State U.,2,271,"['38,114', '']","['39,867', '']","['38,027', '']","['32,119', '']","['24,132', '']","['22,163', '']","['22,408', '']","['21,272', '']","['18,972', '']","['18,057', '']"
3194,r273,"All institutions -> U. Puerto Rico, Rio Piedras",All institutions,"U. Puerto Rico, Rio Piedras",2,272,"['27,780', '']","['30,139', '']","['31,877', '']","['26,755', '']","['26,656', '']","['26,544', '']","['22,610', '']","['17,600', '']","['13,889', '']","['18,019', '']"
3194,r274,All institutions -> Northeast Ohio Medical U.,All institutions,Northeast Ohio Medical U.,2,273,"['10,819', '']","['13,581', '']","['13,358', '']","['12,722', '']","['15,916', '']","['17,103', '']","['18,823', '']","['19,216', '']","['18,218', '']","['18,007', '']"
3194,r275,All institutions -> Marshall U.,All institutions,Marshall U.,2,274,"['24,398', '']","['26,268', '']","['18,998', '']","['19,607', '']","['20,154', '']","['19,835', '']","['18,777', '']","['16,423', '']","['18,043', '']","['17,823', '']"
3194,r276,"All institutions -> U. Nebraska, central administration",All institutions,"U. Nebraska, central administration",2,275,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['12,713', '']","['17,697', '']"
3194,r277,"All institutions -> CUNY, Queens C.",All institutions,"CUNY, Queens C.",2,276,"['16,233', '']","['22,831', '']","['22,067', '']","['18,601', '']","['22,053', '']","['18,332', '']","['18,538', '']","['15,522', '']","['15,969', '']","['17,643', '']"
3194,r278,"All institutions -> California State U., Long Beach",All institutions,"California State U., Long Beach",2,277,"['14,762', '']","['14,006', 'i']","['13,250', 'i']","['12,494', '']","['9,746', '']","['8,108', '']","['14,175', '']","['16,993', '']","['18,408', '']","['17,459', '']"
3194,r279,All institutions -> Oakland U.,All institutions,Oakland U.,2,278,"['11,796', '']","['14,725', '']","['15,439', '']","['14,033', '']","['12,515', '']","['15,015', '']","['14,083', '']","['12,757', '']","['11,961', '']","['17,226', '']"
3194,r280,All institutions -> Florida Institute of Technology,All institutions,Florida Institute of Technology,2,279,"['11,427', '']","['9,749', '']","['9,187', '']","['9,195', '']","['10,564', 'i']","['11,201', '']","['15,196', '']","['18,040', '']","['16,343', '']","['16,847', '']"
3194,r281,"All institutions -> U. Texas Health Science Center, Tyler",All institutions,"U. Texas Health Science Center, Tyler",2,280,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['12,191', '']","['11,799', '']","['16,292', '']","['15,451', 'i']","['16,538', 'i']"
3194,r282,"All institutions -> U. North Carolina, Greensboro",All institutions,"U. North Carolina, Greensboro",2,281,"['12,818', '']","['16,230', '']","['12,590', '']","['12,629', '']","['15,735', '']","['16,673', '']","['16,129', '']","['14,416', '']","['14,374', '']","['16,500', '']"
3194,r283,All institutions -> Clarkson U.,All institutions,Clarkson U.,2,282,"['18,289', '']","['17,772', '']","['14,787', '']","['12,009', '']","['13,642', '']","['13,194', '']","['12,799', '']","['14,180', '']","['15,780', '']","['16,211', '']"
3194,r284,All institutions -> Rosalind Franklin U. of Medicine and Science,All institutions,Rosalind Franklin U. of Medicine and Science,2,283,"['12,426', '']","['14,261', '']","['15,587', '']","['17,401', '']","['17,794', '']","['16,604', '']","['16,760', '']","['17,006', '']","['16,765', '']","['16,126', '']"
3194,r285,"All institutions -> U. North Carolina, Wilmington",All institutions,"U. North Carolina, Wilmington",2,284,"['20,618', '']","['19,961', '']","['17,015', '']","['15,490', '']","['12,212', '']","['13,166', '']","['13,597', '']","['14,000', '']","['15,058', '']","['16,039', '']"
3194,r286,All institutions -> Central Michigan U.,All institutions,Central Michigan U.,2,285,"['3,229', '']","['5,865', '']","['8,190', '']","['9,996', '']","['11,506', '']","['9,725', '']","['10,304', '']","['11,521', '']","['13,406', '']","['15,607', '']"
3194,r287,All institutions -> Prairie View A&M U.,All institutions,Prairie View A&M U.,2,286,"['12,557', '']","['15,226', '']","['14,523', '']","['13,174', '']","['12,248', '']","['12,932', '']","['12,511', '']","['13,455', '']","['14,766', '']","['15,538', '']"
3194,r288,"All institutions -> Southern Illinois U., Edwardsville",All institutions,"Southern Illinois U., Edwardsville",2,287,"['30,958', '']","['33,318', '']","['25,608', '']","['24,594', '']","['17,215', '']","['18,248', '']","['17,243', '']","['15,559', '']","['16,914', '']","['15,513', '']"
3194,r289,All institutions -> Western Michigan U. and Homer Stryker M.D. School of Medicine,All institutions,Western Michigan U. and Homer Stryker M.D. School of Medicine,2,288,"['14,432', '']","['15,875', '']","['13,546', '']","['12,821', '']","['13,500', '']","['13,375', '']","['11,974', '']","['17,687', '']","['15,913', '']","['15,160', '']"
3194,r290,All institutions -> Humboldt State U.,All institutions,Humboldt State U.,2,289,"['7,505', '']","['9,520', '']","['9,464', '']","['7,999', '']","['8,242', '']","['11,173', '']","['16,084', '']","['15,914', '']","['14,983', '']","['14,891', '']"
3194,r291,All institutions -> Idaho State U.,All institutions,Idaho State U.,2,290,"['19,234', '']","['21,047', '']","['20,764', '']","['21,476', '']","['19,962', '']","['17,540', '']","['20,305', '']","['18,398', '']","['17,659', '']","['14,560', '']"
3194,r292,All institutions -> Alcorn State U.,All institutions,Alcorn State U.,2,291,"['10,280', '']","['11,397', '']","['11,515', '']","['11,315', '']","['10,060', '']","['9,396', '']","['8,204', '']","['16,129', '']","['13,834', '']","['14,435', '']"
3194,r293,All institutions -> Tennessee State U.,All institutions,Tennessee State U.,2,292,"['11,253', '']","['11,961', '']","['14,108', '']","['15,149', '']","['19,437', '']","['19,208', '']","['18,324', '']","['16,247', '']","['16,355', '']","['14,376', '']"
3194,r294,All institutions -> East Tennessee State U.,All institutions,East Tennessee State U.,2,293,"['9,185', '']","['9,496', '']","['10,657', '']","['8,506', '']","['6,954', '']","['6,173', '']","['7,680', '']","['9,146', '']","['13,694', 'i']","['13,903', 'i']"
3194,r295,All institutions -> Charles R. Drew U. of Medicine and Science,All institutions,Charles R. Drew U. of Medicine and Science,2,294,"['22,152', '']","['22,150', '']","['20,580', '']","['18,250', '']","['20,686', '']","['14,128', '']","['13,360', '']","['15,652', '']","['11,490', '']","['13,739', '']"
3194,r296,All institutions -> U.S. Naval Academy,All institutions,U.S. Naval Academy,2,295,"['11,093', '']","['10,543', '']","['9,156', '']","['10,476', '']","['10,661', '']","['9,609', '']","['11,364', '']","['13,524', '']","['14,057', '']","['13,481', '']"
3194,r297,All institutions -> North Carolina Central U.,All institutions,North Carolina Central U.,2,296,"['6,870', '']","['9,043', '']","['10,573', '']","['8,190', '']","['10,158', '']","['10,971', '']","['10,539', '']","['11,689', '']","['11,299', '']","['13,352', '']"
3194,r298,All institutions -> Duquesne U.,All institutions,Duquesne U.,2,297,"['12,078', '']","['13,603', '']","['12,858', '']","['12,385', '']","['13,019', '']","['13,767', '']","['14,211', '']","['14,396', '']","['14,121', '']","['13,176', '']"
3194,r299,All institutions -> Tennessee Technological U.,All institutions,Tennessee Technological U.,2,298,"['16,152', '']","['11,809', '']","['9,138', '']","['8,705', '']","['9,410', '']","['9,804', '']","['9,776', '']","['11,467', '']","['12,227', '']","['13,107', '']"
3194,r300,All institutions -> South Dakota School of Mines and Technology,All institutions,South Dakota School of Mines and Technology,2,299,"['28,572', '']","['32,010', '']","['18,991', '']","['12,156', '']","['10,472', '']","['14,970', '']","['15,396', '']","['15,541', '']","['15,092', '']","['12,973', '']"
3194,r301,All institutions -> Hampton U.,All institutions,Hampton U.,2,300,"['14,455', '']","['12,292', '']","['15,290', '']","['12,620', '']","['11,153', '']","['14,767', '']","['13,572', '']","['15,908', '']","['13,669', '']","['12,943', '']"
3194,r302,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,301,"['12,768', '']","['12,544', '']","['17,470', '']","['14,942', '']","['15,337', '']","['13,406', '']","['15,353', '']","['14,527', '']","['12,727', '']","['12,791', '']"
3194,r303,All institutions -> Montana Technological U.,All institutions,Montana Technological U.,2,302,"['7,424', '']","['6,705', '']","['11,765', '']","['11,059', '']","['11,348', '']","['11,595', '']","['11,851', '']","['13,059', '']","['12,666', '']","['12,731', '']"
3194,r304,All institutions -> U. New Orleans,All institutions,U. New Orleans,2,303,"['25,932', '']","['23,290', '']","['22,275', '']","['19,790', '']","['17,182', '']","['16,980', '']","['14,551', '']","['13,436', '']","['12,148', '']","['12,713', '']"
3194,r305,All institutions -> Chapman U.,All institutions,Chapman U.,2,304,"['2,135', '']","['2,098', '']","['2,396', '']","['2,734', '']","['3,189', '']","['3,074', '']","['5,023', '']","['8,568', '']","['9,895', '']","['12,498', '']"
3194,r306,"All institutions -> California State U., San Bernardino",All institutions,"California State U., San Bernardino",2,305,"['2,630', 'i']","['7,266', '']","['7,472', '']","['10,872', '']","['12,572', '']","['14,342', '']","['9,725', '']","['10,319', '']","['11,535', '']","['12,419', '']"
3194,r307,All institutions -> Embry-Riddle Aeronautical U.,All institutions,Embry-Riddle Aeronautical U.,2,306,"['12,189', '']","['10,705', '']","['14,225', '']","['11,575', '']","['14,741', '']","['11,528', '']","['16,409', '']","['13,133', '']","['16,601', '']","['12,307', '']"
3194,r308,"All institutions -> U. Missouri, Saint Louis",All institutions,"U. Missouri, Saint Louis",2,307,"['10,050', '']","['12,344', '']","['12,840', '']","['13,156', '']","['14,632', '']","['9,991', '']","['10,876', '']","['10,411', '']","['10,708', '']","['12,254', '']"
3194,r309,All institutions -> U. West Florida,All institutions,U. West Florida,2,308,"['4,079', '']","['3,551', '']","['2,559', '']","['4,004', '']","['5,080', '']","['5,180', '']","['12,310', '']","['12,461', '']","['15,710', '']","['12,175', '']"
3194,r310,"All institutions -> California State U., Los Angeles",All institutions,"California State U., Los Angeles",2,309,"['7,178', '']","['8,682', '']","['6,876', '']","['7,192', '']","['4,881', '']","['4,461', '']","['4,860', '']","['8,031', '']","['9,487', '']","['12,169', 'i']"
3194,r311,"All institutions -> U. Hawaii, system office",All institutions,"U. Hawaii, system office",2,310,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['12,340', '']","['12,159', '']"
3194,r312,All institutions -> Alabama A&M U.,All institutions,Alabama A&M U.,2,311,"['30,297', '']","['28,813', 'i']","['28,573', 'i']","['28,335', 'i']","['28,095', 'i']","['27,855', 'i']","['23,784', 'i']","['19,887', 'i']","['15,989', 'i']","['12,089', 'i']"
3194,r313,All institutions -> U. Guam,All institutions,U. Guam,2,312,"['5,555', '']","['5,477', '']","['5,975', '']","['5,873', '']","['6,790', '']","['5,919', '']","['7,351', '']","['8,803', '']","['11,053', '']","['12,001', '']"
3194,r314,"All institutions -> U. Nebraska, Omaha",All institutions,"U. Nebraska, Omaha",2,313,"['6,783', '']","['7,903', '']","['7,536', '']","['7,966', '']","['7,640', '']","['6,688', '']","['9,093', '']","['10,637', '']","['10,987', '']","['11,775', '']"
3194,r315,All institutions -> U. of the Virgin Islands,All institutions,U. of the Virgin Islands,2,314,"['31,272', '']","['21,373', 'i']","['24,543', 'i']","['18,374', 'i']","['14,732', 'i']","['19,456', '']","['21,215', '']","['12,031', '']","['11,853', '']","['11,668', '']"
3194,r316,"All institutions -> Texas Tech U., Health Sciences Center, El Paso",All institutions,"Texas Tech U., Health Sciences Center, El Paso",2,315,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['22,634', '']","['18,186', '']","['16,674', '']","['15,526', '']","['12,145', '']","['11,649', '']"
3194,r317,All institutions -> Tarleton State U.,All institutions,Tarleton State U.,2,316,"['9,931', '']","['9,720', '']","['8,646', '']","['7,854', '']","['9,961', '']","['8,956', '']","['8,880', '']","['10,250', '']","['11,960', '']","['11,566', '']"
3194,r318,All institutions -> Ponce Health Sciences U.,All institutions,Ponce Health Sciences U.,2,317,"['8,934', '']","['10,502', '']","['11,586', '']","['7,241', '']","['5,710', '']","['7,520', '']","['7,992', '']","['8,664', '']","['7,857', '']","['11,390', '']"
3194,r319,All institutions -> Midwestern U.,All institutions,Midwestern U.,2,318,"['3,596', '']","['4,022', '']","['5,200', '']","['6,292', '']","['7,310', '']","['8,560', '']","['7,732', '']","['9,207', '']","['10,173', '']","['10,343', '']"
3194,r320,All institutions -> Langston U.,All institutions,Langston U.,2,319,"['4,492', '']","['5,206', '']","['5,326', '']","['4,932', '']","['8,512', '']","['8,126', '']","['10,941', '']","['10,592', 'i']","['10,459', 'i']","['10,326', '']"
3194,r321,All institutions -> Bowling Green State U.,All institutions,Bowling Green State U.,2,320,"['8,030', '']","['8,834', '']","['8,426', '']","['12,808', '']","['8,630', '']","['6,263', '']","['10,999', '']","['9,374', '']","['9,570', '']","['10,112', '']"
3194,r322,All institutions -> Xavier U. Louisiana,All institutions,Xavier U. Louisiana,2,321,"['8,022', '']","['9,836', '']","['10,606', '']","['8,789', '']","['9,335', '']","['9,588', '']","['12,060', '']","['12,372', '']","['11,586', '']","['9,999', '']"
3194,r323,All institutions -> Western Washington U.,All institutions,Western Washington U.,2,322,"['6,630', '']","['7,738', '']","['6,501', '']","['6,577', '']","['6,768', '']","['7,619', '']","['7,997', '']","['9,294', '']","['10,912', '']","['9,896', '']"
3194,r324,All institutions -> Georgia Southern U.,All institutions,Georgia Southern U.,2,323,"['3,164', '']","['3,505', '']","['5,185', '']","['17,287', '']","['19,584', '']","['16,456', '']","['16,465', '']","['15,221', '']","['12,150', '']","['9,634', '']"
3194,r325,"All institutions -> CUNY, Graduate School of Public Health and Health Policy",All institutions,"CUNY, Graduate School of Public Health and Health Policy",2,324,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['8,636', '']","['9,521', '']"
3194,r326,"All institutions -> California State U., San Marcos",All institutions,"California State U., San Marcos",2,325,"['5,049', '']","['5,044', 'i']","['5,040', 'i']","['5,034', '']","['4,470', 'i']","['4,637', '']","['5,212', '']","['4,962', '']","['7,185', '']","['9,446', '']"
