table_id,row_id,_b_state_or_territory_control_and_institution_b_full_path,_b_state_or_territory_control_and_institution_b_level_1,_b_state_or_territory_control_and_institution_b_level_2,_b_state_or_territory_control_and_institution_b_level_3,_b_state_or_territory_control_and_institution_b_hierarchy_depth,field_started_in_fy_2006_or_fy_2007,field_started_in_fy_2008_or_fy_2009,field_started_in_fy_2010_or_fy_2011,field_started_in_fy_2012_or_fy_2013,field_started_in_fy_2014_or_fy_2015,field_started_in_fy_2016_or_fy_2017,field_started_in_fy_2018_or_fy_2019,field_started_in_fy_2020_or_fy_2021,field_planned_to_start_in_fy_2022_or_fy_2023,field_deferred_projects_included_in_institutional_plan,field_deferred_projects_not_included_in_institutional_plan
7862,r237,Kentucky -> Public -> Western Kentucky U.,Kentucky,Public,Western Kentucky U.,3,"['0', '']","['2,773', '']","['5,701', '']","['1,324', '']","['0', '']","['0', '']","['6,000', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r238,Louisiana,Louisiana,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r239,Louisiana -> Public,Louisiana,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r240,"Louisiana -> Public -> Louisiana State U., Baton Rouge",Louisiana,Public,"Louisiana State U., Baton Rouge",3,"['0', '']","['23,417', '']","['265', '']","['5,312', '']","['76,878', '']","['11,341', '']","['3,942', '']","['6,507', '']","['16,190', '']","['0', '']","['0', '']"
7862,r241,"Louisiana -> Public -> Louisiana State U., Health Sciences Center, New Orleans",Louisiana,Public,"Louisiana State U., Health Sciences Center, New Orleans",3,"['6,800', '']","['6,038', '']","['9,507', '']","['3,026', '']","['3,170', '']","['970', '']","['703', '']","['2,545', '']","['14,650', '']","['31,000', '']","['80,000', '']"
7862,r242,"Louisiana -> Public -> Louisiana State U., Health Sciences Center, Shreveport",Louisiana,Public,"Louisiana State U., Health Sciences Center, Shreveport",3,"['ne', '']","['0', '']","['0', '']","['0', '']","['450', '']","['0', '']","['818', '']","['1,618', '']","['500', '']","['0', '']","['0', '']"
7862,r243,Louisiana -> Public -> Louisiana Tech U.,Louisiana,Public,Louisiana Tech U.,3,"['0', '']","['3,000', '']","['0', '']","['462', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r244,Louisiana -> Public -> Northwestern State U. Louisiana,Louisiana,Public,Northwestern State U. Louisiana,3,"['ne', '']","['0', '']","['0', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['250', '']","['0', '']"
7862,r245,Louisiana -> Public -> Southeastern Louisiana U.,Louisiana,Public,Southeastern Louisiana U.,3,"['4,205', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r246,"Louisiana -> Public -> Southern U. and A&M C., Agricultural Research and Extension Center",Louisiana,Public,"Southern U. and A&M C., Agricultural Research and Extension Center",3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['2,124', '']","['2,020', '']","['2,480', '']","['2,300', '']","['2,555', '']"
7862,r247,"Louisiana -> Public -> Southern U. and A&M C., Baton Rouge",Louisiana,Public,"Southern U. and A&M C., Baton Rouge",3,"['0', '']","['0', '']","['0', '']","['1,244', '']","['1,350', '']","['1,244', '']","['0', '']","['0', '']","['6,000', '']","['0', '']","['6,000', '']"
7862,r248,"Louisiana -> Public -> U. Louisiana, Lafayette",Louisiana,Public,"U. Louisiana, Lafayette",3,"['0', '']","['0', '']","['754', '']","['0', '']","['2,696', '']","['2,835', '']","['3,850', '']","['3,758', '']","['16,000', '']","['0', '']","['0', '']"
7862,r249,"Louisiana -> Public -> U. Louisiana, Monroe",Louisiana,Public,"U. Louisiana, Monroe",3,"['3,768', '']","['0', '']","['3,694', '']","['1,130', '']","['1,130', '']","['0', '']","['0', '']","['0', '']","['12,000', '']","['1,055', '']","['0', '']"
7862,r250,Louisiana -> Public -> U. New Orleans,Louisiana,Public,U. New Orleans,3,"['0', '']","['2,326', '']","['0', '']","['0', '']","['0', '']","['0', '']","['300', '']","['700', '']","['0', '']","['0', '']","['8,850', '']"
7862,r251,Louisiana -> Private,Louisiana,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r252,Louisiana -> Private -> Dillard U.,Louisiana,Private,Dillard U.,3,"['ne', '']","['0', '']","['500', '']","['2,062', '']","['1,870', '']","['2,050', '']","['4,310', '']","['5,400', '']","['1,750', '']","['3,000', '']","['0', '']"
7862,r253,Louisiana -> Private -> Tulane U.,Louisiana,Private,Tulane U.,3,"['3,350', '']","['12,399', '']","['4,635', '']","['13,746', '']","['6,828', '']","['3,367', '']","['6,185', '']","['22,101', '']","['2,567', '']","['0', '']","['0', '']"
7862,r254,Louisiana -> Private -> Xavier U. Louisiana,Louisiana,Private,Xavier U. Louisiana,3,"['0', '']","['0', '']","['2,281', '']","['1,253', '']","['0', '']","['0', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r255,Maine,Maine,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r256,Maine -> Public,Maine,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r257,Maine -> Public -> U. Maine,Maine,Public,U. Maine,3,"['0', '']","['0', '']","['3,690', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,900', '']","['0', '']","['0', '']","['0', '']"
7862,r258,Maine -> Public -> U. Southern Maine,Maine,Public,U. Southern Maine,3,"['0', '']","['0', '']","['0', '']","['761', '']","['330', '']","['0', '']","['0', '']","['0', '']","['1,500', '']","['0', '']","['0', '']"
7862,r259,Maine -> Private,Maine,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r260,Maine -> Private -> Bates C.,Maine,Private,Bates C.,3,"['1,154', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['19,538', '']","['0', '']","['0', '']"
7862,r261,Maine -> Private -> Bowdoin C.,Maine,Private,Bowdoin C.,3,"['NA', '']","['NA', '']","['NA', '']","['0', '']","['705', '']","['0', '']","['0', '']","['371', '']","['0', '']","['0', '']","['0', '']"
7862,r262,Maine -> Private -> Colby C.,Maine,Private,Colby C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['700', '']","['2,080', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r263,Maine -> Private -> U. New England,Maine,Private,U. New England,3,"['NA', '']","['0', '']","['0', '']","['750', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r264,Maryland,Maryland,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r265,Maryland -> Public,Maryland,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r266,Maryland -> Public -> Bowie State U.,Maryland,Public,Bowie State U.,3,"['0', '']","['ne', '']","['ne', '']","['300', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r267,Maryland -> Public -> Morgan State U.,Maryland,Public,Morgan State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r268,Maryland -> Public -> Salisbury U.,Maryland,Public,Salisbury U.,3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['386', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r269,Maryland -> Public -> Towson U.,Maryland,Public,Towson U.,3,"['0', '']","['755', '']","['1,000', '']","['4,400', '']","['0', '']","['500', '']","['0', '']","['0', '']","['5,500', '']","['0', '']","['0', '']"
7862,r270,Maryland -> Public -> U. Baltimore,Maryland,Public,U. Baltimore,3,"['NA', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r271,Maryland -> Public -> U. Maryland<sup>d</sup>,Maryland,Public,U. Maryland<sup>d</sup>,3,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['52,799', '']","['68,065', '']","['69,075', '']","['364,532', '']","['193,654', '']"
7862,r272,Maryland -> Public -> U. Maryland Center for Environmental Science,Maryland,Public,U. Maryland Center for Environmental Science,3,"['0', '']","['0', '']","['250', 'i']","['0', '']","['1,598', '']","['2,536', '']","['1,549', '']","['1,468', '']","['0', '']","['0', '']","['46,405', '']"
7862,r273,"Maryland -> Public -> U. Maryland, Baltimore County",Maryland,Public,"U. Maryland, Baltimore County",3,"['0', '']","['713', '']","['2,881', '']","['550', '']","['510', '']","['2,158', '']","['966', '']","['2,286', '']","['2,487', '']","['172,900', '']","['74,200', '']"
7862,r274,"Maryland -> Public -> U. Maryland, Eastern Shore",Maryland,Public,"U. Maryland, Eastern Shore",3,"['900', '']","['1,060', '']","['534', '']","['1,230', '']","['0', '']","['0', '']","['2,500', '']","['0', '']","['0', '']","['1,850', '']","['0', '']"
7862,r275,Maryland -> Private,Maryland,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r276,Maryland -> Private -> Johns Hopkins U.,Maryland,Private,Johns Hopkins U.,3,"['22,755', '']","['27,716', '']","['36,059', '']","['77,050', '']","['69,161', '']","['22,604', '']","['10,438', '']","['38,999', '']","['50,826', '']","['32,000', '']","['0', '']"
7862,r277,Massachusetts,Massachusetts,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r278,Massachusetts -> Public,Massachusetts,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r279,Massachusetts -> Public -> Framingham State U.,Massachusetts,Public,Framingham State U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
7862,r280,"Massachusetts -> Public -> U. Massachusetts, Amherst",Massachusetts,Public,"U. Massachusetts, Amherst",3,"['18,897', '']","['34,291', '']","['53,961', '']","['53,347', '']","['24,974', '']","['9,112', '']","['41,338', '']","['17,800', '']","['56,280', '']","['0', '']","['0', '']"
7862,r281,"Massachusetts -> Public -> U. Massachusetts, Boston",Massachusetts,Public,"U. Massachusetts, Boston",3,"['760', '']","['6,073', '']","['750', '']","['0', '']","['503', '']","['0', '']","['6,819', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r282,"Massachusetts -> Public -> U. Massachusetts, Dartmouth",Massachusetts,Public,"U. Massachusetts, Dartmouth",3,"['0', '']","['2,230', '']","['1,300', '']","['4,417', '']","['11,502', '']","['10,155', '']","['0', '']","['500', '']","['0', '']","['24,000', '']","['0', '']"
7862,r283,"Massachusetts -> Public -> U. Massachusetts, Lowell",Massachusetts,Public,"U. Massachusetts, Lowell",3,"['0', '']","['0', '']","['4,000', '']","['3,000', '']","['9,978', '']","['62,632', '']","['26,065', '']","['19,520', '']","['68,615', '']","['88,830', '']","['70,000', '']"
7862,r284,"Massachusetts -> Public -> U. Massachusetts, Medical School",Massachusetts,Public,"U. Massachusetts, Medical School",3,"['40,000', '']","['13,301', '']","['5,843', '']","['16,992', '']","['6,334', '']","['8,467', '']","['12,550', '']","['22,600', '']","['41,430', '']","['77,520', '']","['0', '']"
7862,r285,Massachusetts -> Private,Massachusetts,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r286,Massachusetts -> Private -> Amherst C.,Massachusetts,Private,Amherst C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r287,Massachusetts -> Private -> Boston C.,Massachusetts,Private,Boston C.,3,"['7,618', '']","['20,801', '']","['4,785', '']","['6,739', '']","['7,902', '']","['7,786', '']","['1,837', '']","['2,687', '']","['0', '']","['0', '']","['0', '']"
7862,r288,Massachusetts -> Private -> Boston U.,Massachusetts,Private,Boston U.,3,"['15,741', '']","['34,051', '']","['19,302', '']","['24,132', '']","['8,293', '']","['29,921', '']","['28,306', '']","['18,385', '']","['5,448', '']","['0', '']","['0', '']"
7862,r289,Massachusetts -> Private -> Brandeis U.,Massachusetts,Private,Brandeis U.,3,"['0', '']","['5,100', '']","['515', '']","['0', '']","['0', '']","['511', '']","['0', '']","['3,409', '']","['4,408', '']","['25,129', '']","['0', '']"
7862,r290,Massachusetts -> Private -> Clark U.,Massachusetts,Private,Clark U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['803', '']","['0', '']","['9,000', '']","['0', '']","['2,000', '']"
7862,r291,Massachusetts -> Private -> Harvard U.,Massachusetts,Private,Harvard U.,3,"['109,420', '']","['108,061', '']","['189,566', '']","['141,499', '']","['163,585', '']","['134,075', '']","['230,398', '']","['79,420', '']","['277,896', '']","['38,059', '']","['140,000', '']"
7862,r292,Massachusetts -> Private -> Massachusetts Institute of Technology,Massachusetts,Private,Massachusetts Institute of Technology,3,"['NA', '']","['13,946', '']","['61,264', '']","['188,082', '']","['39,976', '']","['91,780', '']","['60,125', '']","['57,000', '']","['19,720', '']","['0', '']","['428,600', '']"
7862,r293,Massachusetts -> Private -> MGH Institute of Health Professions,Massachusetts,Private,MGH Institute of Health Professions,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r294,Massachusetts -> Private -> Mount Holyoke C.,Massachusetts,Private,Mount Holyoke C.,3,"['0', '']","['0', '']","['250', '']","['0', '']","['911', '']","['413', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r295,Massachusetts -> Private -> New England C. of Optometry,Massachusetts,Private,New England C. of Optometry,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['ne', '']","['0', 'i']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r296,Massachusetts -> Private -> Northeastern U.,Massachusetts,Private,Northeastern U.,3,"['5,200', '']","['15,265', '']","['18,798', '']","['38,390', '']","['27,826', '']","['30,676', '']","['44,652', '']","['24,870', '']","['43,500', '']","['64,435', '']","['0', '']"
7862,r297,Massachusetts -> Private -> Smith C.,Massachusetts,Private,Smith C.,3,"['2,760', '']","['285', '']","['18,000', '']","['0', '']","['0', '']","['805', '']","['4,306', '']","['0', '']","['1,000', '']","['0', '']","['0', '']"
7862,r298,Massachusetts -> Private -> Tufts U.,Massachusetts,Private,Tufts U.,3,"['12,347', '']","['40,717', '']","['35,251', '']","['7,567', '']","['56,043', '']","['48,806', '']","['28,784', '']","['25,889', '']","['65,600', '']","['0', '']","['0', '']"
7862,r299,Massachusetts -> Private -> Wellesley C.,Massachusetts,Private,Wellesley C.,3,"['0', '']","['1,003', '']","['378', '']","['440', '']","['0', '']","['3,534', '']","['75,751', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r300,Massachusetts -> Private -> Williams C.,Massachusetts,Private,Williams C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
7862,r301,Massachusetts -> Private -> Woods Hole Oceanographic Institution,Massachusetts,Private,Woods Hole Oceanographic Institution,3,"['6,719', '']","['2,333', '']","['3,210', '']","['5,487', '']","['3,020', '']","['6,597', '']","['7,463', '']","['3,950', '']","['2,750', '']","['22,000', '']","['0', '']"
7862,r302,Massachusetts -> Private -> Worcester Polytechnic Institute,Massachusetts,Private,Worcester Polytechnic Institute,3,"['0', '']","['0', '']","['0', '']","['600', '']","['2,400', '']","['619', '']","['5,978', '']","['11,686', '']","['11,477', '']","['0', '']","['0', '']"
7862,r303,Michigan,Michigan,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r304,Michigan -> Public,Michigan,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r305,Michigan -> Public -> Central Michigan U.,Michigan,Public,Central Michigan U.,3,"['NA', '']","['NA', '']","['NA', '']","['1,067', '']","['1,312', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r306,Michigan -> Public -> Eastern Michigan U.,Michigan,Public,Eastern Michigan U.,3,"['0', '']","['0', '']","['14,500', '']","['0', '']","['3,199', '']","['0', '']","['0', '']","['43,500', '']","['0', '']","['0', '']","['0', '']"
7862,r307,Michigan -> Public -> Grand Valley State U.,Michigan,Public,Grand Valley State U.,3,"['0', '']","['1,500', '']","['0', '']","['0', '']","['9,813', '']","['1,845', '']","['950', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r308,Michigan -> Public -> Michigan State U.,Michigan,Public,Michigan State U.,3,"['8,199', '']","['8,353', '']","['5,170', '']","['6,129', '']","['26,087', '']","['10,148', '']","['15,948', '']","['51,101', '']","['21,699', '']","['306,790', '']","['0', '']"
7862,r309,Michigan -> Public -> Michigan Technological U.,Michigan,Public,Michigan Technological U.,3,"['0', '']","['0', '']","['445', '']","['574', '']","['622', '']","['0', '']","['283', '']","['894', '']","['1,860', '']","['38,599', '']","['0', '']"
7862,r310,Michigan -> Public -> Northern Michigan U.,Michigan,Public,Northern Michigan U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r311,Michigan -> Public -> Oakland U.,Michigan,Public,Oakland U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,000', '']","['750', '']","['0', '']"
7862,r312,Michigan -> Public -> Saginaw Valley State U.,Michigan,Public,Saginaw Valley State U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r313,"Michigan -> Public -> U. Michigan, Ann Arbor",Michigan,Public,"U. Michigan, Ann Arbor",3,"['na', '']","['na', '']","['30,186', 'i']","['12,842', '']","['15,899', '']","['48,402', '']","['85,201', '']","['22,725', '']","['32,481', '']","['31,609', 'i']","['0', 'i']"
7862,r314,"Michigan -> Public -> U. Michigan, Dearborn",Michigan,Public,"U. Michigan, Dearborn",3,"['na', '']","['na', '']","['780', '']","['405', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r315,Michigan -> Public -> Wayne State U.,Michigan,Public,Wayne State U.,3,"['13,710', '']","['29,836', '']","['4,326', '']","['4,280', '']","['12,856', '']","['3,482', '']","['19,062', '']","['3,700', '']","['17,751', '']","['0', '']","['0', '']"
7862,r316,Michigan -> Public -> Western Michigan U. and Homer Stryker M.D. School of Medicine,Michigan,Public,Western Michigan U. and Homer Stryker M.D. School of Medicine,3,"['0', '']","['0', '']","['0', '']","['0', '']","['10,000', '']","['9,554', '']","['400', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r317,Michigan -> Private,Michigan,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r318,Michigan -> Private -> Calvin U.,Michigan,Private,Calvin U.,3,"['0', '']","['0', '']","['1,018', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,000', '']","['0', '']","['0', '']"
7862,r319,Michigan -> Private -> Hope C.,Michigan,Private,Hope C.,3,"['0', '']","['0', '']","['0', '']","['3,750', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r320,Michigan -> Private -> Kettering U.,Michigan,Private,Kettering U.,3,"['7,500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r321,Michigan -> Private -> U. Detroit Mercy,Michigan,Private,U. Detroit Mercy,3,"['ne', '']","['ne', '']","['0', '']","['ne', '']","['0', '']","['500', '']","['250', '']","['0', '']","['1,500', '']","['0', '']","['0', '']"
7862,r322,Michigan -> Private -> Van Andel Research Institute,Michigan,Private,Van Andel Research Institute,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['14,705', '']","['2,331', '']","['0', '']","['4,950', '']","['0', '']","['0', '']"
7862,r323,Minnesota,Minnesota,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r324,Minnesota -> Public,Minnesota,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r325,"Minnesota -> Public -> Minnesota State U., Mankato",Minnesota,Public,"Minnesota State U., Mankato",3,"['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['282', '']","['1,963', '']","['0', '']"
7862,r326,Minnesota -> Public -> St. Cloud State U.,Minnesota,Public,St. Cloud State U.,3,"['0', '']","['5,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['600', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r327,"Minnesota -> Public -> U. Minnesota, Duluth",Minnesota,Public,"U. Minnesota, Duluth",3,"['na', '']","['na', '']","['0', '']","['0', '']","['368', '']","['0', '']","['0', '']","['1,369', '']","['0', '']","['4,597', '']","['0', '']"
7862,r328,"Minnesota -> Public -> U. Minnesota, Twin Cities",Minnesota,Public,"U. Minnesota, Twin Cities",3,"['na', '']","['na', '']","['13,969', '']","['22,960', '']","['19,590', '']","['38,401', '']","['25,425', '']","['75,961', '']","['1,065', '']","['125,919', '']","['0', '']"
7862,r329,Minnesota -> Private,Minnesota,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r330,Minnesota -> Private -> Carleton C.,Minnesota,Private,Carleton C.,3,"['807', '']","['710', '']","['1,475', '']","['889', '']","['0', '']","['0', '']","['0', '']","['22,269', '']","['10,902', '']","['0', '']","['0', '']"
7862,r331,Minnesota -> Private -> Macalester C.,Minnesota,Private,Macalester C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['260', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r332,Minnesota -> Private -> U. of St. Thomas (MN),Minnesota,Private,U. of St. Thomas (MN),3,"['ne', '']","['ne', '']","['NA', '']","['ne', '']","['ne', '']","['ne', '']","['0', 'i']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r333,Mississippi,Mississippi,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r334,Mississippi -> Public,Mississippi,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r335,Mississippi -> Public -> Alcorn State U.,Mississippi,Public,Alcorn State U.,3,"['13,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,055', '']","['3,655', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r336,Mississippi -> Public -> Jackson State U.,Mississippi,Public,Jackson State U.,3,"['NA', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r337,Mississippi -> Public -> Mississippi State U.,Mississippi,Public,Mississippi State U.,3,"['2,419', '']","['8,936', '']","['2,260', '']","['2,300', '']","['1,110', '']","['0', '']","['1,865', '']","['1,600', '']","['7,399', '']","['0', '']","['1,750', '']"
7862,r338,Mississippi -> Public -> U. Mississippi,Mississippi,Public,U. Mississippi,3,"['3,000', '']","['9,790', '']","['1,855', '']","['762', '']","['616', '']","['1,600', '']","['452', '']","['0', '']","['700', '']","['0', '']","['0', '']"
7862,r339,Mississippi -> Public -> U. Southern Mississippi,Mississippi,Public,U. Southern Mississippi,3,"['0', '']","['0', '']","['270', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,300', '']","['1,450', '']","['3,900', '']","['0', '']"
7862,r340,Mississippi -> Private,Mississippi,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r341,Mississippi -> Private -> Tougaloo C.,Mississippi,Private,Tougaloo C.,3,"['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r342,Missouri,Missouri,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r343,Missouri -> Public,Missouri,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r344,"Missouri -> Public -> Lincoln U., Jefferson City",Missouri,Public,"Lincoln U., Jefferson City",3,"['0', '']","['0', '']","['312', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7862,r345,Missouri -> Public -> Missouri State U.,Missouri,Public,Missouri State U.,3,"['12,000', '']","['6,150', '']","['1,400', '']","['0', '']","['0', '']","['0', '']","['799', '']","['0', '']","['698', '']","['5,289', '']","['786', '']"
7862,r346,Missouri -> Public -> Missouri U. of Science and Technology,Missouri,Public,Missouri U. of Science and Technology,3,"['914', '']","['694', '']","['6,452', '']","['7,152', '']","['461', '']","['18,076', '']","['8,971', '']","['2,744', '']","['292', '']","['263', '']","['1,799', '']"
7862,r347,"Missouri -> Public -> U. Missouri, Columbia",Missouri,Public,"U. Missouri, Columbia",3,"['8,363', '']","['31,501', '']","['13,716', '']","['2,328', '']","['6,126', '']","['50,724', '']","['16,300', '']","['13,761', '']","['50,000', '']","['0', '']","['0', '']"
7862,r348,"Missouri -> Public -> U. Missouri, Kansas City",Missouri,Public,"U. Missouri, Kansas City",3,"['1,072', '']","['10,257', '']","['1,200', '']","['0', '']","['2,137', '']","['3,210', '']","['22,620', '']","['0', '']","['0', '']","['37,657', '']","['0', '']"
7862,r349,"Missouri -> Public -> U. Missouri, Saint Louis",Missouri,Public,"U. Missouri, Saint Louis",3,"['5,250', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,391', '']","['2,339', '']","['1,160', '']","['0', '']","['17,155', '']"
7862,r350,Missouri -> Private,Missouri,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7862,r351,Missouri -> Private -> Saint Louis U.,Missouri,Private,Saint Louis U.,3,"['5,496', '']","['2,200', '']","['2,526', '']","['3,289', '']","['5,710', '']","['4,667', '']","['41,518', '']","['10,416', '']","['13,500', '']","['0', '']","['0', '']"
7862,r352,Missouri -> Private -> U. of Health Sciences and Pharmacy in St. Louis,Missouri,Private,U. of Health Sciences and Pharmacy in St. Louis,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,200', '']","['0', '']","['0', '']","['12,000', '']"
