table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
10160,r373,Missouri -> Public -> Missouri State U.,Missouri,Public,Missouri State U.,3,"['7,770', '']","['5,584', '']","['4,340', '']","['3,882', '']","['3,782', '']","['3,540', '']","['3,069', '']","['3,215', '']","['4,409', '']","['5,910', '']","['13,131', '']","['10,014', '']","['11,162', '']"
10160,r374,Missouri -> Public -> Missouri U. of Science and Technology,Missouri,Public,Missouri U. of Science and Technology,3,"['42,263', '']","['41,581', '']","['38,588', '']","['40,397', '']","['39,065', '']","['35,842', '']","['35,756', '']","['38,243', '']","['42,986', '']","['47,807', '']","['47,001', '']","['54,437', '']","['53,357', '']"
10160,r375,"Missouri -> Public -> U. Missouri, Columbia",Missouri,Public,"U. Missouri, Columbia",3,"['238,500', '']","['230,957', '']","['239,810', '']","['236,423', '']","['237,266', '']","['246,684', '']","['280,051', '']","['293,006', '']","['294,686', '']","['310,421', '']","['332,180', '']","['388,779', '']","['432,310', '']"
10160,r376,"Missouri -> Public -> U. Missouri, Kansas City",Missouri,Public,"U. Missouri, Kansas City",3,"['30,163', '']","['32,769', '']","['29,227', '']","['28,829', '']","['29,164', '']","['26,595', '']","['26,292', '']","['25,123', '']","['25,136', '']","['31,956', '']","['36,356', '']","['33,855', '']","['52,657', '']"
10160,r377,"Missouri -> Public -> U. Missouri, Saint Louis",Missouri,Public,"U. Missouri, Saint Louis",3,"['14,628', '']","['18,461', '']","['19,356', '']","['20,869', '']","['18,618', '']","['12,061', '']","['13,460', '']","['12,042', '']","['12,266', '']","['14,432', '']","['15,352', '']","['14,632', '']","['13,247', '']"
10160,r378,Missouri -> Private,Missouri,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r379,Missouri -> Private -> Saint Louis U.,Missouri,Private,Saint Louis U.,3,"['46,839', '']","['53,179', '']","['49,086', '']","['48,231', '']","['44,481', '']","['44,457', '']","['42,151', '']","['56,402', '']","['60,380', '']","['66,103', '']","['69,528', '']","['79,005', '']","['82,740', '']"
10160,r380,Missouri -> Private -> U. of Health Sciences and Pharmacy in St. Louis,Missouri,Private,U. of Health Sciences and Pharmacy in St. Louis,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['4,835', '']","['5,313', '']","['4,280', '']"
10160,r381,"Missouri -> Private -> Washington U., Saint Louis",Missouri,Private,"Washington U., Saint Louis",3,"['695,974', '']","['725,039', '']","['706,410', '']","['684,847', '']","['664,752', '']","['694,069', '']","['741,115', '']","['754,462', '']","['816,139', '']","['887,088', '']","['920,215', '']","['989,214', '']","['1,047,098', '']"
10160,r382,Montana,Montana,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r383,Montana -> Public,Montana,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r384,"Montana -> Public -> Montana State U., Bozeman",Montana,Public,"Montana State U., Bozeman",3,"['135,084', '']","['125,966', '']","['124,228', '']","['113,136', '']","['113,348', '']","['108,414', '']","['112,073', '']","['129,622', '']","['125,129', '']","['154,811', '']","['166,285', '']","['193,577', '']","['200,820', '']"
10160,r385,Montana -> Public -> Montana Technological U.,Montana,Public,Montana Technological U.,3,"['7,424', '']","['6,705', '']","['11,765', '']","['11,059', '']","['11,348', '']","['11,595', '']","['11,851', '']","['13,059', '']","['12,666', '']","['12,731', '']","['12,987', '']","['14,933', '']","['14,188', '']"
10160,r386,"Montana -> Public -> U. Montana, Missoula",Montana,Public,"U. Montana, Missoula",3,"['63,540', '']","['60,159', '']","['59,313', '']","['60,189', '']","['55,032', '']","['60,485', '']","['70,059', '']","['85,044', '']","['90,563', '']","['104,665', '']","['110,218', '']","['121,571', '']","['125,603', '']"
10160,r387,Nebraska,Nebraska,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r388,Nebraska -> Public,Nebraska,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r389,"Nebraska -> Public -> U. Nebraska, central administration",Nebraska,Public,"U. Nebraska, central administration",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['13,352', '']","['18,860', '']","['23,672', '']","['21,295', '']","['25,402', '']"
10160,r390,"Nebraska -> Public -> U. Nebraska, Kearney",Nebraska,Public,"U. Nebraska, Kearney",3,"['1,655', '']","['2,199', '']","['1,715', '']","['1,761', '']","['1,504', '']","['1,496', '']","['1,864', '']","['3,510', '']","['2,639', '']","['2,919', '']","['2,640', '']","['3,201', '']","['4,009', '']"
10160,r391,"Nebraska -> Public -> U. Nebraska, Lincoln",Nebraska,Public,"U. Nebraska, Lincoln",3,"['224,135', '']","['235,296', '']","['253,321', '']","['266,507', '']","['278,299', '']","['284,438', '']","['294,856', '']","['302,204', '']","['308,053', '']","['316,820', '']","['320,463', '']","['320,758', '']","['340,260', '']"
10160,r392,"Nebraska -> Public -> U. Nebraska, Medical Center",Nebraska,Public,"U. Nebraska, Medical Center",3,"['138,219', '']","['133,036', '']","['141,619', '']","['137,485', '']","['139,126', '']","['145,009', '']","['150,694', '']","['171,491', '']","['177,245', '']","['194,455', '']","['202,406', '']","['200,974', '']","['205,253', '']"
10160,r393,"Nebraska -> Public -> U. Nebraska, Omaha",Nebraska,Public,"U. Nebraska, Omaha",3,"['8,951', '']","['9,509', '']","['8,376', '']","['9,181', '']","['9,222', '']","['9,422', '']","['10,459', '']","['12,061', '']","['12,943', '']","['14,302', '']","['16,134', '']","['19,006', '']","['24,259', '']"
10160,r394,Nebraska -> Private,Nebraska,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r395,Nebraska -> Private -> Creighton U.,Nebraska,Private,Creighton U.,3,"['27,700', '']","['31,443', '']","['32,594', '']","['29,983', '']","['25,560', '']","['23,825', '']","['23,510', '']","['24,315', '']","['20,587', '']","['24,039', '']","['20,339', '']","['23,251', '']","['27,609', '']"
10160,r396,Nevada,Nevada,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r397,Nevada -> Public,Nevada,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r398,Nevada -> Public -> Desert Research Institute,Nevada,Public,Desert Research Institute,3,"['34,367', '']","['35,331', '']","['33,056', '']","['27,695', '']","['23,778', '']","['22,103', '']","['29,422', '']","['29,440', '']","['27,875', '']","['26,991', '']","['26,428', '']","['26,365', '']","['28,478', '']"
10160,r399,Nevada -> Public -> Nevada State C.,Nevada,Public,Nevada State C.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,191', '']"
10160,r400,"Nevada -> Public -> U. Nevada, Las Vegas",Nevada,Public,"U. Nevada, Las Vegas",3,"['44,457', '']","['39,526', '']","['34,543', '']","['35,935', '']","['39,448', '']","['42,000', '']","['62,825', '']","['66,285', '']","['83,800', '']","['99,445', '']","['105,872', '']","['101,009', '']","['94,967', '']"
10160,r401,"Nevada -> Public -> U. Nevada, Reno",Nevada,Public,"U. Nevada, Reno",3,"['95,423', '']","['89,740', '']","['85,726', '']","['89,797', '']","['87,324', '']","['90,138', '']","['95,475', '']","['105,869', '']","['144,426', '']","['152,128', '']","['159,790', '']","['175,386', '']","['181,782', '']"
10160,r402,Nevada -> Private,Nevada,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r403,Nevada -> Private -> Roseman U. of Health Sciences,Nevada,Private,Roseman U. of Health Sciences,3,"['ne', '']","['840', '']","['ne', '']","['ne', '']","['3,021', '']","['3,287', '']","['3,433', '']","['4,167', '']","['3,973', '']","['4,176', 'i']","['4,380', '']","['5,985', '']","['6,296', '']"
10160,r404,New Hampshire,New Hampshire,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r405,New Hampshire -> Public,New Hampshire,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r406,New Hampshire -> Public -> Plymouth State U.,New Hampshire,Public,Plymouth State U.,3,"['1,752', 'i']","['3,729', '']","['2,913', '']","['2,872', '']","['2,786', '']","['2,318', '']","['1,340', '']","['1,131', '']","['990', '']","['ne', '']","['ne', '']","['ne', '']","['669', '']"
10160,r407,New Hampshire -> Public -> U. New Hampshire,New Hampshire,Public,U. New Hampshire,3,"['115,562', '']","['143,002', '']","['165,156', '']","['147,446', '']","['147,544', '']","['144,735', '']","['145,015', '']","['145,375', '']","['146,430', '']","['148,980', '']","['156,901', '']","['167,373', '']","['206,392', '']"
10160,r408,New Hampshire -> Private,New Hampshire,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r409,New Hampshire -> Private -> Dartmouth C. and Dartmouth Hitchcock Medical Center,New Hampshire,Private,Dartmouth C. and Dartmouth Hitchcock Medical Center,3,"['194,141', '']","['210,631', '']","['195,930', '']","['201,591', '']","['212,606', '']","['209,646', '']","['233,636', '']","['308,445', '']","['323,927', '']","['323,020', '']","['326,349', '']","['330,226', '']","['344,126', '']"
10160,r410,New Jersey,New Jersey,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r411,New Jersey -> Public,New Jersey,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r412,New Jersey -> Public -> C. New Jersey,New Jersey,Public,C. New Jersey,3,"['850', '']","['486', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,078', '']","['949', '']","['ne', '']","['1,464', '']","['1,912', '']","['3,464', '']"
10160,r413,New Jersey -> Public -> Kean U.,New Jersey,Public,Kean U.,3,"['ne', '']","['1,497', '']","['2,029', '']","['761', '']","['ne', '']","['1,064', '']","['908', '']","['ne', '']","['ne', '']","['ne', '']","['2,201', '']","['3,538', '']","['5,499', '']"
10160,r414,New Jersey -> Public -> Montclair State U.,New Jersey,Public,Montclair State U.,3,"['2,255', '']","['3,621', '']","['5,123', '']","['4,568', '']","['4,266', '']","['4,274', '']","['5,207', '']","['5,796', '']","['7,980', '']","['15,588', '']","['17,636', '']","['17,390', '']","['32,202', '']"
10160,r415,New Jersey -> Public -> New Jersey Institute of Technology,New Jersey,Public,New Jersey Institute of Technology,3,"['92,318', '']","['100,491', '']","['102,851', '']","['107,310', '']","['106,081', '']","['110,512', '']","['130,812', '']","['142,164', '']","['162,349', '']","['161,232', '']","['163,447', '']","['166,587', '']","['167,135', '']"
10160,r416,New Jersey -> Public -> Rowan U.,New Jersey,Public,Rowan U.,3,"['2,987', '']","['3,247', '']","['3,783', '']","['3,407', '']","['8,202', '']","['8,044', '']","['10,212', '']","['12,856', '']","['16,247', '']","['22,892', '']","['26,018', '']","['26,458', '']","['29,949', '']"
10160,r417,"New Jersey -> Public -> Rutgers, State U. New Jersey, Camden",New Jersey,Public,"Rutgers, State U. New Jersey, Camden",3,"['3,574', '']","['5,079', '']","['3,810', '']","['5,722', '']","['4,919', '']","['5,123', '']","['4,250', '']","['5,103', '']","['3,264', '']","['3,211', '']","['3,950', '']","['5,142', '']","['6,480', '']"
10160,r418,"New Jersey -> Public -> Rutgers, State U. New Jersey, New Brunswick",New Jersey,Public,"Rutgers, State U. New Jersey, New Brunswick",3,"['428,432', '']","['432,306', '']","['434,901', '']","['493,320', '']","['644,116', '']","['628,613', '']","['630,212', '']","['681,719', '']","['706,282', '']","['657,249', '']","['688,077', '']","['643,955', '']","['712,231', '']"
10160,r419,"New Jersey -> Public -> Rutgers, State U. New Jersey, Newark",New Jersey,Public,"Rutgers, State U. New Jersey, Newark",3,"['27,745', '']","['35,774', '']","['34,797', '']","['37,134', '']","['28,083', '']","['24,387', '']","['21,492', '']","['25,898', '']","['27,206', '']","['26,661', '']","['28,006', '']","['23,854', '']","['28,345', '']"
10160,r420,New Jersey -> Public -> Stockton U.,New Jersey,Public,Stockton U.,3,"['ne', '']","['1,455', '']","['927', '']","['ne', '']","['1,374', '']","['1,452', '']","['807', '']","['ne', '']","['2,560', '']","['2,634', '']","['4,236', '']","['1,246', '']","['1,657', '']"
10160,r421,New Jersey -> Public -> William Paterson U.,New Jersey,Public,William Paterson U.,3,"['1,051', '']","['1,452', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,919', '']","['3,012', '']","['9,456', '']","['10,122', '']","['9,603', '']","['7,867', '']","['7,574', '']"
10160,r422,New Jersey -> Private,New Jersey,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r423,New Jersey -> Private -> Monmouth U.,New Jersey,Private,Monmouth U.,3,"['2,195', '']","['1,956', '']","['904', '']","['ne', '']","['865', '']","['ne', '']","['900', '']","['ne', '']","['ne', '']","['1,294', '']","['1,729', '']","['1,667', '']","['1,938', '']"
10160,r424,New Jersey -> Private -> Princeton U.,New Jersey,Private,Princeton U.,3,"['242,570', '']","['263,335', '']","['275,666', '']","['269,908', '']","['293,274', '']","['279,851', '']","['307,653', '']","['334,125', '']","['365,007', '']","['385,739', '']","['396,502', '']","['404,448', '']","['461,185', '']"
10160,r425,New Jersey -> Private -> Seton Hall U.,New Jersey,Private,Seton Hall U.,3,"['4,003', '']","['7,701', '']","['6,398', '']","['6,489', '']","['6,675', '']","['7,058', '']","['7,244', '']","['7,272', '']","['6,536', '']","['7,056', '']","['5,718', '']","['5,320', '']","['5,741', '']"
10160,r426,New Jersey -> Private -> Stevens Institute of Technology,New Jersey,Private,Stevens Institute of Technology,3,"['35,544', '']","['41,622', '']","['31,929', '']","['28,908', '']","['30,826', '']","['34,082', '']","['35,765', '']","['35,144', '']","['33,060', '']","['36,695', '']","['44,747', '']","['43,386', '']","['53,563', '']"
10160,r427,New Mexico,New Mexico,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r428,New Mexico -> Public,New Mexico,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r429,New Mexico -> Public -> New Mexico Highlands U.,New Mexico,Public,New Mexico Highlands U.,3,"['1,529', '']","['1,498', '']","['1,566', '']","['1,209', '']","['979', '']","['ne', '']","['1,111', '']","['1,023', '']","['952', '']","['ne', '']","['1,090', '']","['1,129', 'i']","['1,331', 'i']"
10160,r430,New Mexico -> Public -> New Mexico Institute of Mining and Technology,New Mexico,Public,New Mexico Institute of Mining and Technology,3,"['51,696', '']","['43,857', '']","['37,875', '']","['32,499', '']","['48,338', '']","['26,265', '']","['19,598', '']","['20,491', '']","['21,383', '']","['24,616', '']","['24,591', '']","['28,745', '']","['89,900', '']"
10160,r431,New Mexico -> Public -> New Mexico State U.,New Mexico,Public,New Mexico State U.,3,"['157,872', '']","['139,062', '']","['141,151', '']","['142,365', '']","['134,262', '']","['132,377', '']","['106,282', '']","['102,218', '']","['96,270', '']","['101,457', '']","['107,275', '']","['110,580', '']","['121,472', '']"
10160,r432,New Mexico -> Public -> U. New Mexico,New Mexico,Public,U. New Mexico,3,"['211,771', '']","['220,565', '']","['220,360', '']","['227,703', '']","['228,849', '']","['232,271', '']","['239,550', '']","['246,597', '']","['251,322', '']","['239,696', '']","['243,375', '']","['332,566', '']","['331,164', '']"
10160,r433,New York,New York,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r434,New York -> Public,New York,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r435,"New York -> Public -> CUNY, Advanced Science Research Center",New York,Public,"CUNY, Advanced Science Research Center",3,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['569', '']","['ne', '']","['3,541', '']","['5,666', '']","['8,310', '']","['11,373', '']","['15,403', '']","['16,507', '']"
10160,r436,"New York -> Public -> CUNY, Baruch C.",New York,Public,"CUNY, Baruch C.",3,"['2,616', '']","['2,645', '']","['3,605', '']","['2,264', '']","['2,183', '']","['2,451', '']","['2,998', '']","['2,543', '']","['2,817', '']","['2,387', '']","['2,396', '']","['2,521', '']","['3,156', '']"
10160,r437,"New York -> Public -> CUNY, Brooklyn C.",New York,Public,"CUNY, Brooklyn C.",3,"['6,846', '']","['9,306', '']","['9,216', '']","['8,064', '']","['9,407', '']","['9,091', '']","['9,602', '']","['7,393', '']","['6,600', '']","['6,837', 'i']","['7,074', '']","['6,318', '']","['6,220', '']"
10160,r438,"New York -> Public -> CUNY, C. Staten Island",New York,Public,"CUNY, C. Staten Island",3,"['3,290', '']","['4,188', '']","['4,955', '']","['3,691', '']","['3,731', '']","['3,060', '']","['3,511', '']","['4,250', '']","['4,118', 'i']","['3,986', '']","['3,682', '']","['2,860', '']","['3,545', '']"
10160,r439,"New York -> Public -> CUNY, City C.",New York,Public,"CUNY, City C.",3,"['46,699', '']","['60,648', '']","['57,982', '']","['55,138', '']","['52,654', '']","['53,223', '']","['62,484', '']","['54,627', '']","['53,979', '']","['52,738', '']","['45,632', '']","['57,361', '']","['65,569', '']"
10160,r440,"New York -> Public -> CUNY, Graduate Center",New York,Public,"CUNY, Graduate Center",3,"['11,562', '']","['11,974', '']","['9,173', '']","['11,982', '']","['7,797', '']","['6,175', '']","['7,093', 'i']","['8,011', '']","['4,781', '']","['5,399', '']","['4,787', '']","['4,265', '']","['5,509', '']"
10160,r441,"New York -> Public -> CUNY, Graduate School of Public Health and Health Policy",New York,Public,"CUNY, Graduate School of Public Health and Health Policy",3,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['9,751', '']","['9,521', '']","['12,177', '']","['15,035', '']","['16,423', '']"
10160,r442,"New York -> Public -> CUNY, Hunter C.",New York,Public,"CUNY, Hunter C.",3,"['38,900', '']","['39,772', '']","['41,022', '']","['40,059', '']","['38,879', '']","['36,368', '']","['37,094', '']","['31,273', '']","['33,702', '']","['37,478', '']","['38,345', '']","['33,816', '']","['35,348', '']"
10160,r443,"New York -> Public -> CUNY, John Jay C. of Criminal Justice",New York,Public,"CUNY, John Jay C. of Criminal Justice",3,"['5,916', '']","['6,205', '']","['9,319', '']","['7,355', '']","['8,633', '']","['8,689', '']","['9,688', '']","['11,934', '']","['14,310', '']","['12,295', '']","['13,939', '']","['11,791', '']","['16,233', '']"
10160,r444,"New York -> Public -> CUNY, Lehman C.",New York,Public,"CUNY, Lehman C.",3,"['3,593', 'i']","['3,762', '']","['3,228', '']","['2,904', '']","['3,265', '']","['3,130', '']","['5,347', '']","['4,979', '']","['5,556', '']","['4,690', '']","['4,154', '']","['4,181', '']","['4,656', '']"
10160,r445,"New York -> Public -> CUNY, New York City C. of Technology",New York,Public,"CUNY, New York City C. of Technology",3,"['231', '']","['343', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['2,418', '']","['2,711', '']","['2,130', '']","['1,367', '']","['1,955', '']"
10160,r446,"New York -> Public -> CUNY, Queens C.",New York,Public,"CUNY, Queens C.",3,"['16,845', '']","['23,219', '']","['22,399', '']","['19,762', '']","['23,434', '']","['19,092', '']","['19,168', '']","['15,936', '']","['16,676', '']","['18,391', '']","['16,470', '']","['16,063', '']","['21,434', '']"
10160,r447,"New York -> Public -> CUNY, system office",New York,Public,"CUNY, system office",3,"['ne', '']","['ne', '']","['1,817', '']","['1,210', '']","['1,088', '']","['1,782', '']","['1,655', '']","['1,114', '']","['3,253', '']","['2,619', '']","['1,704', '']","['1,664', '']","['2,900', '']"
10160,r448,"New York -> Public -> CUNY, York C.",New York,Public,"CUNY, York C.",3,"['ne', '']","['2,180', '']","['1,544', '']","['999', '']","['ne', '']","['716', '']","['ne', '']","['ne', '']","['ne', '']","['1,621', '']","['1,691', '']","['1,133', '']","['1,912', '']"
10160,r449,"New York -> Public -> SUNY, Binghamton U.",New York,Public,"SUNY, Binghamton U.",3,"['72,057', '']","['72,539', '']","['81,000', '']","['76,005', '']","['71,382', '']","['79,895', '']","['85,192', '']","['98,089', '']","['113,851', '']","['104,297', '']","['117,870', '']","['124,565', '']","['130,882', '']"
10160,r450,"New York -> Public -> SUNY, Buffalo State",New York,Public,"SUNY, Buffalo State",3,"['1,935', '']","['2,539', '']","['2,970', '']","['2,106', '']","['1,996', '']","['2,366', '']","['2,221', '']","['1,887', '']","['1,928', '']","['2,124', '']","['2,253', '']","['1,962', '']","['2,172', '']"
10160,r451,"New York -> Public -> SUNY, C. Brockport",New York,Public,"SUNY, C. Brockport",3,"['831', '']","['1,248', '']","['1,487', '']","['1,321', '']","['1,192', '']","['1,367', '']","['1,335', '']","['1,289', '']","['1,293', '']","['1,390', '']","['1,719', '']","['1,114', '']","['1,500', '']"
10160,r452,"New York -> Public -> SUNY, C. of Environmental Science and Forestry",New York,Public,"SUNY, C. of Environmental Science and Forestry",3,"['26,916', '']","['25,024', 'i']","['23,132', 'i']","['21,239', '']","['19,027', '']","['22,051', '']","['24,504', '']","['27,923', '']","['26,610', '']","['29,137', '']","['29,296', '']","['28,440', '']","['32,904', '']"
10160,r453,"New York -> Public -> SUNY, C. of Optometry",New York,Public,"SUNY, C. of Optometry",3,"['3,529', '']","['3,738', '']","['3,466', '']","['3,637', '']","['3,481', '']","['3,906', '']","['4,169', '']","['3,304', '']","['3,120', '']","['2,968', '']","['3,477', '']","['3,460', '']","['4,497', '']"
10160,r454,"New York -> Public -> SUNY, C. Plattsburgh",New York,Public,"SUNY, C. Plattsburgh",3,"['1,664', '']","['1,098', '']","['913', '']","['ne', '']","['1,008', '']","['1,135', '']","['1,020', '']","['1,003', '']","['1,604', '']","['1,729', '']","['1,452', '']","['1,280', '']","['1,043', '']"
10160,r455,"New York -> Public -> SUNY, Cobleskill",New York,Public,"SUNY, Cobleskill",3,"['1,414', '']","['938', '']","['ne', '']","['908', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,211', '']"
10160,r456,"New York -> Public -> SUNY, Downstate Health Sciences U.",New York,Public,"SUNY, Downstate Health Sciences U.",3,"['32,512', '']","['41,993', '']","['43,257', '']","['39,354', '']","['33,331', '']","['28,652', '']","['33,735', '']","['31,873', '']","['34,661', '']","['36,015', '']","['33,204', '']","['34,459', '']","['30,918', '']"
10160,r457,"New York -> Public -> SUNY, Geneseo",New York,Public,"SUNY, Geneseo",3,"['1,373', '']","['2,677', '']","['2,132', '']","['1,201', '']","['1,084', '']","['1,314', '']","['1,750', '']","['1,758', '']","['1,939', '']","['2,139', '']","['1,642', '']","['2,070', '']","['2,091', '']"
10160,r458,"New York -> Public -> SUNY, Oswego",New York,Public,"SUNY, Oswego",3,"['783', '']","['977', '']","['ne', '']","['725', '']","['ne', '']","['ne', '']","['ne', '']","['1,658', '']","['1,982', '']","['1,781', '']","['1,534', '']","['1,003', '']","['1,209', '']"
10160,r459,"New York -> Public -> SUNY, Polytechnic Institute",New York,Public,"SUNY, Polytechnic Institute",3,"['na', '']","['na', '']","['na', '']","['na', '']","['412,851', '']","['295,313', '']","['316,680', '']","['308,861', '']","['257,358', '']","['352,889', '']","['355,651', '']","['465,273', '']","['413,763', '']"
10160,r460,"New York -> Public -> SUNY, Stony Brook U.",New York,Public,"SUNY, Stony Brook U.",3,"['204,728', '']","['211,356', '']","['219,744', '']","['225,712', '']","['211,631', '']","['220,580', '']","['230,621', '']","['238,612', '']","['245,016', '']","['260,813', '']","['263,470', '']","['274,516', '']","['312,698', '']"
10160,r461,"New York -> Public -> SUNY, U. Albany",New York,Public,"SUNY, U. Albany",3,"['359,364', '']","['148,625', '']","['137,758', '']","['137,759', '']","['130,955', '']","['111,705', '']","['120,232', '']","['156,386', '']","['173,031', '']","['181,531', '']","['138,088', '']","['114,501', '']","['129,796', '']"
10160,r462,"New York -> Public -> SUNY, U. Buffalo",New York,Public,"SUNY, U. Buffalo",3,"['349,670', '']","['353,172', '']","['360,226', '']","['387,863', '']","['386,562', '']","['382,935', '']","['389,569', '']","['401,591', '']","['410,220', '']","['413,817', '']","['422,038', '']","['425,349', '']","['439,709', '']"
10160,r463,"New York -> Public -> SUNY, Upstate Medical U.",New York,Public,"SUNY, Upstate Medical U.",3,"['43,824', '']","['39,988', '']","['35,897', '']","['34,286', '']","['33,460', '']","['32,453', '']","['31,892', '']","['35,551', '']","['36,674', '']","['38,091', '']","['41,557', '']","['44,870', '']","['50,586', '']"
10160,r464,New York -> Public -> U.S. Military Academy,New York,Public,U.S. Military Academy,3,"['22,171', '']","['13,799', '']","['12,227', '']","['11,630', '']","['14,819', '']","['15,312', '']","['13,500', '']","['13,617', '']","['13,582', '']","['10,765', '']","['12,473', '']","['19,696', '']","['20,841', '']"
10160,r465,New York -> Private,New York,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10160,r466,New York -> Private -> Albany C. of Pharmacy and Health Sciences,New York,Private,Albany C. of Pharmacy and Health Sciences,3,"['3,074', '']","['3,496', '']","['2,639', '']","['2,637', '']","['3,200', '']","['2,533', '']","['1,789', '']","['2,567', '']","['2,732', '']","['3,383', '']","['3,765', '']","['3,687', '']","['2,276', '']"
10160,r467,New York -> Private -> Albany Medical C.,New York,Private,Albany Medical C.,3,"['22,953', '']","['20,876', '']","['17,735', '']","['15,093', '']","['16,093', '']","['18,043', '']","['20,166', '']","['20,443', '']","['21,187', '']","['23,028', '']","['23,510', '']","['22,443', '']","['22,297', '']"
10160,r468,New York -> Private -> Albert Einstein C. of Medicine,New York,Private,Albert Einstein C. of Medicine,3,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['289,660', '']","['289,685', '']","['297,328', '']","['298,824', '']","['288,654', '']","['301,715', '']","['318,314', '']"
10160,r469,New York -> Private -> Alfred U.,New York,Private,Alfred U.,3,"['4,524', '']","['6,084', '']","['5,451', '']","['6,731', '']","['4,655', '']","['5,193', '']","['3,975', '']","['3,231', '']","['3,641', '']","['5,153', '']","['2,780', '']","['2,660', '']","['3,477', '']"
