table_id,row_id,time_period,sdr_field_of_study_aggregations_aligned_with_tod_level_1,sdr_field_of_study_aggregations_aligned_with_tod_level_2,sdr_field_of_study_aggregations_aligned_with_tod_level_3,sdr_field_of_study_aggregations_aligned_with_tod_hierarchy_depth,value
3658,r154_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,614
3658,r154_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Health and medical psychology
3658,r154_9,,SED field of study information,Start year,,2,2012
3658,r154_10,,SED field of study information,End year,,2,Present
3658,r155_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,620
3658,r155_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Family psychology
3658,r155_9,,SED field of study information,Start year,,2,1995
3658,r155_10,,SED field of study information,End year,,2,Present
3658,r156_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,642
3658,r156_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Community psychology
3658,r156_9,,SED field of study information,Start year,,2,2016
3658,r156_10,,SED field of study information,End year,,2,Present
3658,r157_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,5103
3658,r157_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,Educational and school psychology
3658,r157_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,618
3658,r157_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Educational psychology
3658,r157_9,,SED field of study information,Start year,,2,1958
3658,r157_10,,SED field of study information,End year,,2,Present
3658,r158_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,636
3658,r158_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,School psychology
3658,r158_9,,SED field of study information,Start year,,2,1960
3658,r158_10,,SED field of study information,End year,,2,Present
3658,r159_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,822
3658,r159_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Educational psychology
3658,r159_9,,SED field of study information,Start year,,2,1958
3658,r159_10,,SED field of study information,End year,,2,Present
3658,r160_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,5104
3658,r160_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,Industrial and organizational psychology
3658,r160_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,621
3658,r160_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Industrial and organizational
3658,r160_9,,SED field of study information,Start year,,2,1958
3658,r160_10,,SED field of study information,End year,,2,Present
3658,r161_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,5105
3658,r161_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,Research and experimental psychology
3658,r161_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,603
3658,r161_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Cognitive psychology and psycholinguistics
3658,r161_9,,SED field of study information,Start year,,2,1983
3658,r161_10,,SED field of study information,End year,,2,Present
3658,r162_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,606
3658,r162_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Comparative psychology
3658,r162_9,,SED field of study information,Start year,,2,1962
3658,r162_10,,SED field of study information,End year,,2,2009
3658,r163_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,612
3658,r163_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Developmental and child psychology
3658,r163_9,,SED field of study information,Start year,,2,1958
3658,r163_10,,SED field of study information,End year,,2,Present
3658,r164_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,613
3658,r164_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Human development and family studies
3658,r164_9,,SED field of study information,Start year,,2,1994
3658,r164_10,,SED field of study information,End year,,2,Present
3658,r165_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,615
3658,r165_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Experimental psychology
3658,r165_9,,SED field of study information,Start year,,2,1958
3658,r165_10,,SED field of study information,End year,,2,Present
3658,r166_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,624
3658,r166_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Personality psychology
3658,r166_9,,SED field of study information,Start year,,2,1958
3658,r166_10,,SED field of study information,End year,,2,Present
3658,r167_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,627
3658,r167_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Physiological/ psychobiology psychology
3658,r167_9,,SED field of study information,Start year,,2,1961
3658,r167_10,,SED field of study information,End year,,2,Present
3658,r168_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,630
3658,r168_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Psychometrics
3658,r168_9,,SED field of study information,Start year,,2,1958
3658,r168_10,,SED field of study information,End year,,2,2003
3658,r169_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,633
3658,r169_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Psychometrics and quantitative psychology
3658,r169_9,,SED field of study information,Start year,,2,1983
3658,r169_10,,SED field of study information,End year,,2,Present
3658,r170_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,639
3658,r170_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Social psychology
3658,r170_9,,SED field of study information,Start year,,2,1958
3658,r170_10,,SED field of study information,End year,,2,Present
3658,r171_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,5106
3658,r171_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,"Psychology, general"
3658,r171_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,648
3658,r171_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,"Psychology, general"
3658,r171_9,,SED field of study information,Start year,,2,1958
3658,r171_10,,SED field of study information,End year,,2,Present
3658,r172_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,5107
3658,r172_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,"Psychology, other"
3658,r172_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,649
3658,r172_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,"Psychology, other"
3658,r172_9,,SED field of study information,Start year,,2,1958
3658,r172_10,,SED field of study information,End year,,2,Present
3658,r173_1,,SDR field of study aggregations aligned with ToD,Broad field (NSDRMEMTOD),Code,3,6
3658,r173_2,,SDR field of study aggregations aligned with ToD,Broad field (NSDRMEMTOD),Label,3,Social sciences
3658,r173_3,,SDR field of study aggregations aligned with ToD,Minor field (NSDRMENTOD),Code,3,61
3658,r173_4,,SDR field of study aggregations aligned with ToD,Minor field (NSDRMENTOD),Label,3,Economics
3658,r173_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,6101
3658,r173_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,Economics
3658,r173_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,0
3658,r173_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Agricultural economics
3658,r173_9,,SED field of study information,Start year,,2,1969
3658,r173_10,,SED field of study information,End year,,2,Present
3658,r174_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,3
3658,r174_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Natural resource/ environmental economics (agricultural sciences)
3658,r174_9,,SED field of study information,Start year,,2,2012
3658,r174_10,,SED field of study information,End year,,2,Present
3658,r175_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,665
3658,r175_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Natural resource/ environmental economics (social sciences)
3658,r175_9,,SED field of study information,Start year,,2,2012
3658,r175_10,,SED field of study information,End year,,2,Present
3658,r176_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,667
3658,r176_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Economics
3658,r176_9,,SED field of study information,Start year,,2,1958
3658,r176_10,,SED field of study information,End year,,2,Present
3658,r177_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,668
3658,r177_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Econometrics
3658,r177_9,,SED field of study information,Start year,,2,1958
3658,r177_10,,SED field of study information,End year,,2,Present
3658,r178_3,,SDR field of study aggregations aligned with ToD,Minor field (NSDRMENTOD),Code,3,62
3658,r178_4,,SDR field of study aggregations aligned with ToD,Minor field (NSDRMENTOD),Label,3,Political science and government
3658,r178_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,6201
3658,r178_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,Political science and government
3658,r178_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,678
3658,r178_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Political science and government
3658,r178_9,,SED field of study information,Start year,,2,1974
3658,r178_10,,SED field of study information,End year,,2,Present
3658,r179_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,679
3658,r179_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Political science/ public administration
3658,r179_9,,SED field of study information,Start year,,2,1958
3658,r179_10,,SED field of study information,End year,,2,1976
3658,r180_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,6202
3658,r180_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,Public policy analysis
3658,r180_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,217
3658,r180_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Health policy analysis
3658,r180_9,,SED field of study information,Start year,,2,2012
3658,r180_10,,SED field of study information,End year,,2,Present
3658,r181_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,682
3658,r181_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Public policy analysis
3658,r181_9,,SED field of study information,Start year,,2,1983
3658,r181_10,,SED field of study information,End year,,2,Present
3658,r182_3,,SDR field of study aggregations aligned with ToD,Minor field (NSDRMENTOD),Code,3,63
3658,r182_4,,SDR field of study aggregations aligned with ToD,Minor field (NSDRMENTOD),Label,3,"Sociology, demography, and population studies"
3658,r182_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,6301
3658,r182_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,"Sociology, demography, and population studies"
3658,r182_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,662
3658,r182_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Demography/ population studies
3658,r182_9,,SED field of study information,Start year,,2,1983
3658,r182_10,,SED field of study information,End year,,2,Present
3658,r183_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,686
3658,r183_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Sociology
3658,r183_9,,SED field of study information,Start year,,2,1958
3658,r183_10,,SED field of study information,End year,,2,Present
3658,r184_3,,SDR field of study aggregations aligned with ToD,Minor field (NSDRMENTOD),Code,3,64
3658,r184_4,,SDR field of study aggregations aligned with ToD,Minor field (NSDRMENTOD),Label,3,Other social sciences
3658,r184_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,6401
3658,r184_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,Anthropology
3658,r184_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,650
3658,r184_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Anthropology
3658,r184_9,,SED field of study information,Start year,,2,1958
3658,r184_10,,SED field of study information,End year,,2,Present
3658,r185_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,655
3658,r185_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,"Anthropology, cultural"
3658,r185_9,,SED field of study information,Start year,,2,2014
3658,r185_10,,SED field of study information,End year,,2,Present
3658,r186_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,656
3658,r186_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,"Anthropology, physical and biological"
3658,r186_9,,SED field of study information,Start year,,2,2014
3658,r186_10,,SED field of study information,End year,,2,Present
3658,r187_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,6402
3658,r187_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,"Area, ethnic, cultural, gender, and group studies"
3658,r187_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,651
3658,r187_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Gender and women's studies
3658,r187_9,,SED field of study information,Start year,,2,2014
3658,r187_10,,SED field of study information,End year,,2,Present
3658,r188_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,652
3658,r188_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Area/ ethnic/ cultural/ gender studies
3658,r188_9,,SED field of study information,Start year,,2,1958
3658,r188_10,,SED field of study information,End year,,2,Present
3658,r189_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,770
3658,r189_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,American/ U.S. studies
3658,r189_9,,SED field of study information,Start year,,2,1975
3658,r189_10,,SED field of study information,End year,,2,Present
3658,r190_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,6403
3658,r190_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,Geography and cartography
3658,r190_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,670
3658,r190_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Geography
3658,r190_9,,SED field of study information,Start year,,2,1958
3658,r190_10,,SED field of study information,End year,,2,Present
3658,r191_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,6404
3658,r191_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,International relations and national security studies
3658,r191_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,674
3658,r191_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,International relations/ affairs
3658,r191_9,,SED field of study information,Start year,,2,1958
3658,r191_10,,SED field of study information,End year,,2,Present
3658,r192_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,6405
3658,r192_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,Linguistics
3658,r192_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,675
3658,r192_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Applied linguistics
3658,r192_9,,SED field of study information,Start year,,2,2016
3658,r192_10,,SED field of study information,End year,,2,Present
3658,r193_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,676
3658,r193_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Linguistics
3658,r193_9,,SED field of study information,Start year,,2,1958
3658,r193_10,,SED field of study information,End year,,2,Present
3658,r194_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,6406
3658,r194_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,"Urban studies, affairs"
3658,r194_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,694
3658,r194_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Urban affairs/ studies
3658,r194_9,,SED field of study information,Start year,,2,1959
3658,r194_10,,SED field of study information,End year,,2,Present
3658,r195_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,6407
3658,r195_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,"Social sciences, other"
3658,r195_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,658
3658,r195_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Criminology
3658,r195_9,,SED field of study information,Start year,,2,1980
3658,r195_10,,SED field of study information,End year,,2,Present
3658,r196_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,684
3658,r196_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Gerontology
3658,r196_9,,SED field of study information,Start year,,2,2010
3658,r196_10,,SED field of study information,End year,,2,Present
3658,r197_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,690
3658,r197_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Statistics
3658,r197_9,,SED field of study information,Start year,,2,1967
3658,r197_10,,SED field of study information,End year,,2,Present
3658,r198_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,698
3658,r198_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,"Social sciences, general"
3658,r198_9,,SED field of study information,Start year,,2,1958
3658,r198_10,,SED field of study information,End year,,2,Present
3658,r199_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,699
3658,r199_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,"Social sciences, other"
3658,r199_9,,SED field of study information,Start year,,2,1958
3658,r199_10,,SED field of study information,End year,,2,Present
3658,r200_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,710
3658,r200_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,"History, science and technology and society"
3658,r200_9,,SED field of study information,Start year,,2,1971
3658,r200_10,,SED field of study information,End year,,2,Present
3658,r201_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,773
3658,r201_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Archaeology
3658,r201_9,,SED field of study information,Start year,,2,1958
3658,r201_10,,SED field of study information,End year,,2,Present
3658,r202_1,Engineering,SDR field of study aggregations aligned with ToD,Broad field (NSDRMEMTOD),Code,3,7
3658,r202_2,Engineering,SDR field of study aggregations aligned with ToD,Broad field (NSDRMEMTOD),Label,3,Engineering
3658,r202_3,Engineering,SDR field of study aggregations aligned with ToD,Minor field (NSDRMENTOD),Code,3,71
3658,r202_4,Engineering,SDR field of study aggregations aligned with ToD,Minor field (NSDRMENTOD),Label,3,"Aerospace, aeronautical, and astronautical engineering"
3658,r202_5,Engineering,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,7101
3658,r202_6,Engineering,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,"Aerospace, aeronautical, and astronautical engineering"
3658,r202_7,Engineering,SED field of study information,Fine field (PHDFIELD)a,Code,3,300
3658,r202_8,Engineering,SED field of study information,Fine field (PHDFIELD)a,Label,3,"Aerospace, aeronautical and astronautical engineering"
3658,r202_9,Engineering,SED field of study information,Start year,,2,1958
3658,r202_10,Engineering,SED field of study information,End year,,2,Present
3658,r203_3,,SDR field of study aggregations aligned with ToD,Minor field (NSDRMENTOD),Code,3,72
3658,r203_4,,SDR field of study aggregations aligned with ToD,Minor field (NSDRMENTOD),Label,3,Chemical engineering
3658,r203_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,7201
3658,r203_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,Chemical engineering
3658,r203_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,312
3658,r203_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Chemical engineering
3658,r203_9,,SED field of study information,Start year,,2,1958
3658,r203_10,,SED field of study information,End year,,2,Present
3658,r204_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,369
3658,r204_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Polymer and plastics engineering
3658,r204_9,,SED field of study information,Start year,,2,1983
3658,r204_10,,SED field of study information,End year,,2,Present
3658,r205_3,,SDR field of study aggregations aligned with ToD,Minor field (NSDRMENTOD),Code,3,73
3658,r205_4,,SDR field of study aggregations aligned with ToD,Minor field (NSDRMENTOD),Label,3,Civil engineering
3658,r205_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,7301
3658,r205_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,Civil engineering
3658,r205_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,315
3658,r205_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Civil engineering
3658,r205_9,,SED field of study information,Start year,,2,1958
3658,r205_10,,SED field of study information,End year,,2,Present
3658,r206_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,316
3658,r206_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Structural engineering
3658,r206_9,,SED field of study information,Start year,,2,2010
3658,r206_10,,SED field of study information,End year,,2,Present
3658,r207_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,336
3658,r207_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Environmental health engineering
3658,r207_9,,SED field of study information,Start year,,2,1958
3658,r207_10,,SED field of study information,End year,,2,Present
3658,r208_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,337
3658,r208_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Geotechnical and geoenvironmental engineering
3658,r208_9,,SED field of study information,Start year,,2,2012
3658,r208_10,,SED field of study information,End year,,2,Present
3658,r209_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,373
3658,r209_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Transportation and highway engineering
3658,r209_9,,SED field of study information,Start year,,2,2012
3658,r209_10,,SED field of study information,End year,,2,Present
3658,r210_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,376
3658,r210_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Engineering management and administration
3658,r210_9,,SED field of study information,Start year,,2,2007
3658,r210_10,,SED field of study information,End year,,2,Present
3658,r211_3,,SDR field of study aggregations aligned with ToD,Minor field (NSDRMENTOD),Code,3,74
3658,r211_4,,SDR field of study aggregations aligned with ToD,Minor field (NSDRMENTOD),Label,3,Electrical and computer engineering
3658,r211_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,7401
3658,r211_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,Computer engineering
3658,r211_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,321
3658,r211_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Computer engineering
3658,r211_9,,SED field of study information,Start year,,2,1975
3658,r211_10,,SED field of study information,End year,,2,Present
3658,r212_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,7402
3658,r212_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,"Electrical, electronics, and communications engineering"
3658,r212_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,318
3658,r212_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Communications engineering
3658,r212_9,,SED field of study information,Start year,,2,1983
3658,r212_10,,SED field of study information,End year,,2,Present
3658,r213_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,322
3658,r213_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Electrical engineering
3658,r213_9,,SED field of study information,Start year,,2,1958
3658,r213_10,,SED field of study information,End year,,2,1985
3658,r214_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,323
3658,r214_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Electronics engineering
3658,r214_9,,SED field of study information,Start year,,2,1958
3658,r214_10,,SED field of study information,End year,,2,1983
3658,r215_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,324
3658,r215_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,"Electrical, electronics and communications engineering"
3658,r215_9,,SED field of study information,Start year,,2,1983
3658,r215_10,,SED field of study information,End year,,2,Present
3658,r216_3,,SDR field of study aggregations aligned with ToD,Minor field (NSDRMENTOD),Code,3,75
3658,r216_4,,SDR field of study aggregations aligned with ToD,Minor field (NSDRMENTOD),Label,3,Mechanical engineering
3658,r216_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,7501
3658,r216_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,Mechanical engineering and robotics
3658,r216_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,345
3658,r216_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Mechanical engineering
3658,r216_9,,SED field of study information,Start year,,2,1958
3658,r216_10,,SED field of study information,End year,,2,Present
3658,r217_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,415
3658,r217_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Robotics
3658,r217_9,,SED field of study information,Start year,,2,2010
3658,r217_10,,SED field of study information,End year,,2,Present
3658,r218_3,,SDR field of study aggregations aligned with ToD,Minor field (NSDRMENTOD),Code,3,76
3658,r218_4,,SDR field of study aggregations aligned with ToD,Minor field (NSDRMENTOD),Label,3,Metallurgical and materials engineering
3658,r218_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,7601
3658,r218_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,Metallurgical and materials engineering
3658,r218_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,309
3658,r218_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Ceramic sciences engineering
3658,r218_9,,SED field of study information,Start year,,2,1958
3658,r218_10,,SED field of study information,End year,,2,2013
3658,r219_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,342
3658,r219_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Materials science engineering
3658,r219_9,,SED field of study information,Start year,,2,1969
3658,r219_10,,SED field of study information,End year,,2,Present
3658,r220_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,348
3658,r220_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Metallurgical engineering
3658,r220_9,,SED field of study information,Start year,,2,1958
3658,r220_10,,SED field of study information,End year,,2,Present
3658,r221_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,351
3658,r221_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Mining and mineral engineering
3658,r221_9,,SED field of study information,Start year,,2,1969
3658,r221_10,,SED field of study information,End year,,2,2013
3658,r222_3,,SDR field of study aggregations aligned with ToD,Minor field (NSDRMENTOD),Code,3,77
3658,r222_4,,SDR field of study aggregations aligned with ToD,Minor field (NSDRMENTOD),Label,3,Other engineering
3658,r222_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,7701
3658,r222_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,Agricultural engineering
3658,r222_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,303
3658,r222_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Agricultural engineering
3658,r222_9,,SED field of study information,Start year,,2,1958
3658,r222_10,,SED field of study information,End year,,2,Present
3658,r223_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,7702
3658,r223_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,Bioengineering and Biomedical engineering
3658,r223_7,,SED field of study information,Fine field (PHDFIELD)a,Code,3,306
3658,r223_8,,SED field of study information,Fine field (PHDFIELD)a,Label,3,Bioengineering and biomedical engineering
3658,r223_9,,SED field of study information,Start year,,2,1969
3658,r223_10,,SED field of study information,End year,,2,Present
3658,r224_5,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Code,3,7703
3658,r224_6,,SDR field of study aggregations aligned with ToD,Detailed field (NSDRMEDTOD)a,Label,3,"Engineering mechanics, physics, and science"
