table_id,row_id,primary_source_of_support_ethnicity_race_and_sex_full_path,primary_source_of_support_ethnicity_race_and_sex_level_1,primary_source_of_support_ethnicity_race_and_sex_level_2,primary_source_of_support_ethnicity_race_and_sex_level_3,primary_source_of_support_ethnicity_race_and_sex_level_4,primary_source_of_support_ethnicity_race_and_sex_level_5,primary_source_of_support_ethnicity_race_and_sex_level_6,primary_source_of_support_ethnicity_race_and_sex_hierarchy_depth,field_all_s_e,field_sciencea_all_science,field_sciencea_agricultural_sciences_and_natural_resources,field_sciencea_biological_and_biomedical_sciences,field_sciencea_computer_and_information_sciences,field_sciencea_geosciences_atmospheric_sciences_and_ocean_sciences,field_sciencea_health_sciencesb,field_sciencea_mathematics_and_statistics,field_sciencea_physical_sciences_and_earth_sciences,field_sciencea_psychology,field_sciencea_social_sciences,field_engineering
3288,r171,All recipients (number)<sup>c</sup> -> Male (number) -> Not Hispanic or Latino -> White (number) -> All sources -> Other<sup>e</sup>,All recipients (number)<sup>c</sup>,Male (number),Not Hispanic or Latino,White (number),All sources,Other<sup>e</sup>,6,9.1,8.11,11.04,6.79,12.72,6.48,13.87,6.33,5.9,11.39,8.86,12.54
3288,r172,All recipients (number)<sup>c</sup> -> Male (number) -> Not Hispanic or Latino -> More than one race (number),All recipients (number)<sup>c</sup>,Male (number),Not Hispanic or Latino,More than one race (number),,,4,1844,1421,35,455,89,45,64,110,326,130,212,423
3288,r173,All recipients (number)<sup>c</sup> -> Male (number) -> Not Hispanic or Latino -> More than one race (number) -> All sources,All recipients (number)<sup>c</sup>,Male (number),Not Hispanic or Latino,More than one race (number),All sources,,5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
3288,r174,All recipients (number)<sup>c</sup> -> Male (number) -> Not Hispanic or Latino -> More than one race (number) -> All sources -> Personal or family funds,All recipients (number)<sup>c</sup>,Male (number),Not Hispanic or Latino,More than one race (number),All sources,Personal or family funds,6,8.84,,,,,,26.56,,5.21,29.23,15.57,
3288,r175,All recipients (number)<sup>c</sup> -> Male (number) -> Not Hispanic or Latino -> More than one race (number) -> All sources -> Teaching assistantship,All recipients (number)<sup>c</sup>,Male (number),Not Hispanic or Latino,More than one race (number),All sources,Teaching assistantship,6,17.25,20.69,,,,13.33,9.38,50.91,24.54,25.38,29.25,5.67
3288,r176,"All recipients (number)<sup>c</sup> -> Male (number) -> Not Hispanic or Latino -> More than one race (number) -> All sources -> Research assistantship, traineeship, or internship",All recipients (number)<sup>c</sup>,Male (number),Not Hispanic or Latino,More than one race (number),All sources,"Research assistantship, traineeship, or internship",6,33.84,30.19,45.71,34.29,,44.44,28.13,10.0,44.48,,10.38,46.1
3288,r177,"All recipients (number)<sup>c</sup> -> Male (number) -> Not Hispanic or Latino -> More than one race (number) -> All sources -> Fellowship, scholarship, or grant<sup>d</sup>",All recipients (number)<sup>c</sup>,Male (number),Not Hispanic or Latino,More than one race (number),All sources,"Fellowship, scholarship, or grant<sup>d</sup>",6,33.84,,28.57,47.91,21.35,,26.56,30.0,22.09,,40.09,
3288,r178,All recipients (number)<sup>c</sup> -> Male (number) -> Not Hispanic or Latino -> More than one race (number) -> All sources -> Other<sup>e</sup>,All recipients (number)<sup>c</sup>,Male (number),Not Hispanic or Latino,More than one race (number),All sources,Other<sup>e</sup>,6,6.24,4.71,,,7.87,8.89,9.38,,3.68,6.92,4.72,11.35
3288,r179,All recipients (number)<sup>c</sup> -> Male (number) -> Not Hispanic or Latino -> Other race or race not reported (number),All recipients (number)<sup>c</sup>,Male (number),Not Hispanic or Latino,Other race or race not reported (number),,,4,758,569,14,168,,,29,56,,34,115,189
3288,r180,All recipients (number)<sup>c</sup> -> Male (number) -> Not Hispanic or Latino -> Other race or race not reported (number) -> All sources,All recipients (number)<sup>c</sup>,Male (number),Not Hispanic or Latino,Other race or race not reported (number),All sources,,5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
3288,r181,All recipients (number)<sup>c</sup> -> Male (number) -> Not Hispanic or Latino -> Other race or race not reported (number) -> All sources -> Personal or family funds,All recipients (number)<sup>c</sup>,Male (number),Not Hispanic or Latino,Other race or race not reported (number),All sources,Personal or family funds,6,9.5,,7.14,5.95,,10.53,13.79,7.14,,20.59,19.13,
3288,r182,All recipients (number)<sup>c</sup> -> Male (number) -> Not Hispanic or Latino -> Other race or race not reported (number) -> All sources -> Teaching assistantship,All recipients (number)<sup>c</sup>,Male (number),Not Hispanic or Latino,Other race or race not reported (number),All sources,Teaching assistantship,6,12.8,,14.29,7.14,6.67,5.26,,51.79,12.96,11.76,23.48,
3288,r183,"All recipients (number)<sup>c</sup> -> Male (number) -> Not Hispanic or Latino -> Other race or race not reported (number) -> All sources -> Research assistantship, traineeship, or internship",All recipients (number)<sup>c</sup>,Male (number),Not Hispanic or Latino,Other race or race not reported (number),All sources,"Research assistantship, traineeship, or internship",6,22.69,18.98,,24.4,24.44,,,7.14,,2.94,6.09,33.86
3288,r184,"All recipients (number)<sup>c</sup> -> Male (number) -> Not Hispanic or Latino -> Other race or race not reported (number) -> All sources -> Fellowship, scholarship, or grant<sup>d</sup>",All recipients (number)<sup>c</sup>,Male (number),Not Hispanic or Latino,Other race or race not reported (number),All sources,"Fellowship, scholarship, or grant<sup>d</sup>",6,23.61,25.13,,36.9,20.0,36.84,,12.5,19.44,11.76,31.3,19.05
3288,r185,All recipients (number)<sup>c</sup> -> Male (number) -> Not Hispanic or Latino -> Other race or race not reported (number) -> All sources -> Other<sup>e</sup>,All recipients (number)<sup>c</sup>,Male (number),Not Hispanic or Latino,Other race or race not reported (number),All sources,Other<sup>e</sup>,6,31.4,29.53,42.86,25.6,35.56,15.79,58.62,21.43,30.56,52.94,20.0,37.04
3288,r186,All recipients (number)<sup>c</sup> -> Male (number) -> Ethnicity not reported (number),All recipients (number)<sup>c</sup>,Male (number),Ethnicity not reported (number),,,,3,1398,1014,54,212,86,36,60,104,205,107,186,384
3288,r187,All recipients (number)<sup>c</sup> -> Male (number) -> Ethnicity not reported (number) -> All sources,All recipients (number)<sup>c</sup>,Male (number),Ethnicity not reported (number),All sources,,,4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
3288,r188,All recipients (number)<sup>c</sup> -> Male (number) -> Ethnicity not reported (number) -> All sources -> Personal or family funds,All recipients (number)<sup>c</sup>,Male (number),Ethnicity not reported (number),All sources,Personal or family funds,,5,4.15,5.23,5.56,3.3,6.98,8.33,13.33,3.85,1.95,6.54,7.53,1.3
3288,r189,All recipients (number)<sup>c</sup> -> Male (number) -> Ethnicity not reported (number) -> All sources -> Teaching assistantship,All recipients (number)<sup>c</sup>,Male (number),Ethnicity not reported (number),All sources,Teaching assistantship,,5,4.29,5.33,0.0,2.83,0.0,8.33,5.0,10.58,6.34,5.61,8.06,1.56
3288,r190,"All recipients (number)<sup>c</sup> -> Male (number) -> Ethnicity not reported (number) -> All sources -> Research assistantship, traineeship, or internship",All recipients (number)<sup>c</sup>,Male (number),Ethnicity not reported (number),All sources,"Research assistantship, traineeship, or internship",,5,9.8,8.68,3.7,11.79,11.63,13.89,3.33,7.69,14.63,3.74,3.76,12.76
3288,r191,"All recipients (number)<sup>c</sup> -> Male (number) -> Ethnicity not reported (number) -> All sources -> Fellowship, scholarship, or grant<sup>d</sup>",All recipients (number)<sup>c</sup>,Male (number),Ethnicity not reported (number),All sources,"Fellowship, scholarship, or grant<sup>d</sup>",,5,6.87,7.0,3.7,9.43,5.81,5.56,8.33,4.81,6.34,2.8,9.68,6.51
3288,r192,All recipients (number)<sup>c</sup> -> Male (number) -> Ethnicity not reported (number) -> All sources -> Other<sup>e</sup>,All recipients (number)<sup>c</sup>,Male (number),Ethnicity not reported (number),All sources,Other<sup>e</sup>,,5,74.89,73.77,87.04,72.64,75.58,63.89,70.0,73.08,70.73,81.31,70.97,77.86
