table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures,field_total_clinical_trials,field_federal_all_r_d_expenditures,field_federal_clinical_trials,field_nonfederal_all_r_d_expenditures,field_nonfederal_clinical_trials
12720,r253,South Dakota -> Public,South Dakota,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r254,South Dakota -> Public -> Black Hills State U.,South Dakota,Public,Black Hills State U.,3,"['2,260', '']","['63', '']","['1,918', '']","['63', '']","['342', '']","['0', '']"
12720,r255,Tennessee,Tennessee,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r256,Tennessee -> Public,Tennessee,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r257,"Tennessee -> Public -> U. Tennessee, Health Science Center",Tennessee,Public,"U. Tennessee, Health Science Center",3,"['130,472', '']","['3,878', '']","['70,676', '']","['18', '']","['59,796', '']","['3,860', '']"
12720,r258,"Tennessee -> Public -> U. Tennessee, Knoxville",Tennessee,Public,"U. Tennessee, Knoxville",3,"['338,847', '']","['6', '']","['153,637', '']","['0', '']","['185,210', '']","['6', '']"
12720,r259,Tennessee -> Private,Tennessee,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r260,Tennessee -> Private -> Meharry Medical C.,Tennessee,Private,Meharry Medical C.,3,"['22,002', '']","['935', '']","['18,398', '']","['761', '']","['3,604', '']","['174', '']"
12720,r261,Tennessee -> Private -> Vanderbilt U. and Vanderbilt U. Medical Center,Tennessee,Private,Vanderbilt U. and Vanderbilt U. Medical Center,3,"['1,253,156', '']","['97,246', '']","['751,019', '']","['50,684', '']","['502,137', '']","['46,562', '']"
12720,r262,Texas,Texas,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r263,Texas -> Public,Texas,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r264,"Texas -> Public -> Texas A&M U., College Station and Health Science Center",Texas,Public,"Texas A&M U., College Station and Health Science Center",3,"['1,277,814', '']","['2,537', '']","['546,481', '']","['1,087', '']","['731,333', '']","['1,450', '']"
12720,r265,Texas -> Public -> Texas State U.,Texas,Public,Texas State U.,3,"['141,291', '']","['128', '']","['44,297', '']","['128', '']","['96,994', '']","['0', '']"
12720,r266,Texas -> Public -> Texas Tech U.,Texas,Public,Texas Tech U.,3,"['240,107', '']","['11', '']","['58,922', '']","['11', '']","['181,185', '']","['0', '']"
12720,r267,"Texas -> Public -> Texas Tech U., Health Sciences Center",Texas,Public,"Texas Tech U., Health Sciences Center",3,"['48,638', '']","['190', '']","['14,732', '']","['13', '']","['33,906', '']","['177', '']"
12720,r268,"Texas -> Public -> Texas Tech U., Health Sciences Center, El Paso",Texas,Public,"Texas Tech U., Health Sciences Center, El Paso",3,"['13,189', '']","['895', '']","['2,415', '']","['535', '']","['10,774', '']","['360', '']"
12720,r269,Texas -> Public -> Texas Woman's U.,Texas,Public,Texas Woman's U.,3,"['6,922', '']","['138', '']","['2,439', '']","['35', '']","['4,483', '']","['103', '']"
12720,r270,Texas -> Public -> U. Houston,Texas,Public,U. Houston,3,"['231,942', '']","['4,653', '']","['99,450', '']","['4,426', '']","['132,492', '']","['227', '']"
12720,r271,"Texas -> Public -> U. North Texas, Health Science Center",Texas,Public,"U. North Texas, Health Science Center",3,"['94,652', '']","['111', '']","['77,660', '']","['94', '']","['16,992', '']","['17', '']"
12720,r272,"Texas -> Public -> U. Texas Health Science Center, Houston",Texas,Public,"U. Texas Health Science Center, Houston",3,"['374,105', '']","['25,829', '']","['197,759', '']","['12,755', '']","['176,346', '']","['13,074', '']"
12720,r273,"Texas -> Public -> U. Texas Health Science Center, San Antonio",Texas,Public,"U. Texas Health Science Center, San Antonio",3,"['281,078', '']","['13,435', '']","['143,730', '']","['4,520', '']","['137,348', '']","['8,915', '']"
12720,r274,"Texas -> Public -> U. Texas Health Science Center, Tyler",Texas,Public,"U. Texas Health Science Center, Tyler",3,"['32,077', '']","['189', '']","['12,555', '']","['52', '']","['19,522', '']","['137', '']"
12720,r275,Texas -> Public -> U. Texas M. D. Anderson Cancer Center,Texas,Public,U. Texas M. D. Anderson Cancer Center,3,"['1,255,190', '']","['198,319', '']","['259,285', '']","['4,163', '']","['995,905', '']","['194,156', '']"
12720,r276,Texas -> Public -> U. Texas Medical Branch,Texas,Public,U. Texas Medical Branch,3,"['233,192', '']","['5,149', '']","['150,272', '']","['3,404', '']","['82,920', '']","['1,745', '']"
12720,r277,Texas -> Public -> U. Texas Rio Grande Valley,Texas,Public,U. Texas Rio Grande Valley,3,"['82,444', '']","['898', '']","['25,068', '']","['898', '']","['57,376', '']","['0', '']"
12720,r278,Texas -> Public -> U. Texas Southwestern Medical Center,Texas,Public,U. Texas Southwestern Medical Center,3,"['800,391', '']","['61,870', '']","['336,126', '']","['30,154', '']","['464,265', '']","['31,716', '']"
12720,r279,"Texas -> Public -> U. Texas, Arlington",Texas,Public,"U. Texas, Arlington",3,"['147,265', '']","['1,057', '']","['56,337', '']","['706', '']","['90,928', '']","['351', '']"
12720,r280,"Texas -> Public -> U. Texas, Austin",Texas,Public,"U. Texas, Austin",3,"['1,035,838', '']","['2,479', '']","['621,223', '']","['480', '']","['414,615', '']","['1,999', '']"
12720,r281,"Texas -> Public -> U. Texas, El Paso",Texas,Public,"U. Texas, El Paso",3,"['145,724', '']","['942', '']","['70,873', '']","['942', '']","['74,851', '']","['0', '']"
12720,r282,"Texas -> Public -> U. Texas, San Antonio",Texas,Public,"U. Texas, San Antonio",3,"['158,453', '']","['328', '']","['58,171', '']","['328', '']","['100,282', '']","['0', '']"
12720,r283,Texas -> Private,Texas,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r284,Texas -> Private -> Baylor C. of Medicine,Texas,Private,Baylor C. of Medicine,3,"['847,305', '']","['49,333', '']","['440,345', '']","['20,619', '']","['406,960', '']","['28,714', '']"
12720,r285,Texas -> Private -> Baylor U.,Texas,Private,Baylor U.,3,"['82,074', '']","['1,277', '']","['17,147', '']","['1,277', '']","['64,927', '']","['0', '']"
12720,r286,Texas -> Private -> Rice U.,Texas,Private,Rice U.,3,"['255,115', '']","['856', '']","['119,853', '']","['605', '']","['135,262', '']","['251', '']"
12720,r287,Texas -> Private -> Texas Christian U.,Texas,Private,Texas Christian U.,3,"['24,050', '']","['5,251', '']","['7,627', '']","['5,239', '']","['16,423', '']","['12', '']"
12720,r288,Utah,Utah,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r289,Utah -> Public,Utah,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r290,Utah -> Public -> U. Utah,Utah,Public,U. Utah,3,"['723,713', '']","['37,370', '']","['416,079', '']","['0', '']","['307,634', '']","['37,370', '']"
12720,r291,Vermont,Vermont,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r292,Vermont -> Public,Vermont,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r293,Vermont -> Public -> U. Vermont,Vermont,Public,U. Vermont,3,"['233,806', '']","['9,565', '']","['128,645', '']","['7,530', '']","['105,161', '']","['2,035', '']"
12720,r294,Virginia,Virginia,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r295,Virginia -> Public,Virginia,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r296,Virginia -> Public -> Eastern Virginia Medical School,Virginia,Public,Eastern Virginia Medical School,3,"['23,991', '']","['1,439', '']","['17,947', '']","['166', '']","['6,044', '']","['1,273', '']"
12720,r297,Virginia -> Public -> Old Dominion U.,Virginia,Public,Old Dominion U.,3,"['71,334', '']","['870', '']","['31,104', '']","['753', '']","['40,230', '']","['117', '']"
12720,r298,"Virginia -> Public -> U. Virginia, Charlottesville",Virginia,Public,"U. Virginia, Charlottesville",3,"['714,457', '']","['13,165', '']","['354,748', '']","['2,222', '']","['359,709', '']","['10,943', '']"
12720,r299,Virginia -> Public -> Virginia Commonwealth U.,Virginia,Public,Virginia Commonwealth U.,3,"['479,930', '']","['5,112', '']","['184,852', '']","['1,540', '']","['295,078', '']","['3,572', '']"
12720,r300,Virginia -> Public -> Virginia Polytechnic Institute and State U.,Virginia,Public,Virginia Polytechnic Institute and State U.,3,"['598,113', '']","['9,548', '']","['282,152', '']","['9,354', '']","['315,961', '']","['194', '']"
12720,r301,Washington,Washington,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r302,Washington -> Public,Washington,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r303,"Washington -> Public -> U. Washington, Seattle",Washington,Public,"U. Washington, Seattle",3,"['1,734,091', '']","['97,300', '']","['1,188,836', '']","['39,769', '']","['545,255', '']","['57,531', '']"
12720,r304,Washington -> Public -> Washington State U.,Washington,Public,Washington State U.,3,"['378,744', '']","['7,881', '']","['207,086', '']","['7,751', '']","['171,658', '']","['130', '']"
12720,r305,West Virginia,West Virginia,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r306,West Virginia -> Public,West Virginia,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r307,West Virginia -> Public -> West Virginia U.,West Virginia,Public,West Virginia U.,3,"['246,173', '']","['2,438', '']","['114,708', '']","['1,007', '']","['131,465', '']","['1,431', '']"
12720,r308,Wisconsin,Wisconsin,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r309,Wisconsin -> Public,Wisconsin,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r310,Wisconsin -> Public -> U. Wisconsin-Madison,Wisconsin,Public,U. Wisconsin-Madison,3,"['1,731,949', '']","['24,903', '']","['816,814', '']","['1,913', '']","['915,135', '']","['22,990', '']"
12720,r311,Wisconsin -> Private,Wisconsin,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r312,Wisconsin -> Private -> Marquette U.,Wisconsin,Private,Marquette U.,3,"['47,819', '']","['3,521', '']","['20,055', '']","['3,019', '']","['27,764', '']","['502', '']"
12720,r313,Wisconsin -> Private -> Medical C. Wisconsin,Wisconsin,Private,Medical C. Wisconsin,3,"['346,691', '']","['30,149', '']","['155,403', '']","['760', '']","['191,288', '']","['29,389', '']"
12720,r314,Puerto Rico,Puerto Rico,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r315,Puerto Rico -> Public,Puerto Rico,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r316,"Puerto Rico -> Public -> U. Puerto Rico, Medical Sciences Campus",Puerto Rico,Public,"U. Puerto Rico, Medical Sciences Campus",3,"['61,235', '']","['2,708', '']","['46,789', '']","['2,707', '']","['14,446', '']","['1', '']"
12720,r317,Puerto Rico -> Private,Puerto Rico,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12720,r318,Puerto Rico -> Private -> U. Central del Caribe,Puerto Rico,Private,U. Central del Caribe,3,"['4,878', '']","['57', '']","['2,929', '']","['0', '']","['1,949', '']","['57', '']"
