table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_personnel_functions_personnel,field_all_personnel_functions_ftes,field_researchers_personnel,field_researchers_ftes,field_r_d_technicians_personnel,field_r_d_technicians_ftes,field_r_d_support_staff_personnel,field_r_d_support_staff_ftes
10170,r392,"United States -> Nebraska -> Public -> U. Nebraska, Lincoln",United States,Nebraska,Public,"U. Nebraska, Lincoln",4,"['7,073', '']","['3,934.2', '']","['1,627', '']","['1,432.7', '']","['4,975', '']","['2,353.0', '']","['471', '']","['148.5', '']"
10170,r393,"United States -> Nebraska -> Public -> U. Nebraska, Medical Center",United States,Nebraska,Public,"U. Nebraska, Medical Center",4,"['2,305', '']","['1,349.3', '']","['759', '']","['406.8', '']","['922', '']","['605.2', '']","['624', '']","['337.3', '']"
10170,r394,"United States -> Nebraska -> Public -> U. Nebraska, Omaha",United States,Nebraska,Public,"U. Nebraska, Omaha",4,"['637', 'i']","['250.0', 'i']","['169', 'i']","['77.5', 'i']","['211', 'i']","['85.2', 'i']","['257', 'i']","['87.3', 'i']"
10170,r395,United States -> Nebraska -> Private,United States,Nebraska,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r396,United States -> Nebraska -> Private -> Creighton U.,United States,Nebraska,Private,Creighton U.,4,"['511', 'i']","['345.3', 'i']","['159', 'i']","['114.0', 'i']","['65', 'i']","['32.4', 'i']","['287', 'i']","['198.9', 'i']"
10170,r397,United States -> Nevada,United States,Nevada,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r398,United States -> Nevada -> Public,United States,Nevada,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r399,United States -> Nevada -> Public -> Desert Research Institute,United States,Nevada,Public,Desert Research Institute,4,"['315', '']","['204.1', '']","['109', '']","['103.0', '']","['193', '']","['95.8', '']","['13', '']","['5.3', '']"
10170,r400,United States -> Nevada -> Public -> Nevada State C.,United States,Nevada,Public,Nevada State C.,4,"['43', '']","['4.5', '']","['42', '']","['3.5', '']","['1', '']","['1.0', '']","['0', '']","['0.0', '']"
10170,r401,"United States -> Nevada -> Public -> U. Nevada, Las Vegas",United States,Nevada,Public,"U. Nevada, Las Vegas",4,"['1,719', '']","['740.9', '']","['1,004', '']","['422.1', '']","['314', '']","['187.5', '']","['401', '']","['131.3', '']"
10170,r402,"United States -> Nevada -> Public -> U. Nevada, Reno",United States,Nevada,Public,"U. Nevada, Reno",4,"['3,305', '']","['1,879.7', '']","['795', '']","['771.0', '']","['1,279', '']","['363.4', '']","['1,231', '']","['745.3', '']"
10170,r403,United States -> Nevada -> Private,United States,Nevada,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r404,United States -> Nevada -> Private -> Roseman U. of Health Sciences,United States,Nevada,Private,Roseman U. of Health Sciences,4,"['191', '']","['74.0', '']","['184', '']","['70.0', '']","['2', '']","['1.0', '']","['5', '']","['3.0', '']"
10170,r405,United States -> New Hampshire,United States,New Hampshire,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r406,United States -> New Hampshire -> Public,United States,New Hampshire,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r407,United States -> New Hampshire -> Public -> Plymouth State U.,United States,New Hampshire,Public,Plymouth State U.,4,"['48', '']","['39.2', '']","['10', '']","['9.3', '']","['10', '']","['7.3', '']","['28', '']","['22.6', '']"
10170,r408,United States -> New Hampshire -> Public -> U. New Hampshire,United States,New Hampshire,Public,U. New Hampshire,4,"['951', '']","['619.6', '']","['489', '']","['303.6', '']","['421', '']","['276.3', '']","['41', '']","['39.7', '']"
10170,r409,United States -> New Hampshire -> Private,United States,New Hampshire,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r410,United States -> New Hampshire -> Private -> Dartmouth C. and Dartmouth Hitchcock Medical Center,United States,New Hampshire,Private,Dartmouth C. and Dartmouth Hitchcock Medical Center,4,"['1,853', '']","['1,230.0', '']","['1,229', '']","['921.0', '']","['450', '']","['213.0', '']","['174', '']","['96.0', '']"
10170,r411,United States -> New Jersey,United States,New Jersey,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r412,United States -> New Jersey -> Public,United States,New Jersey,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r413,United States -> New Jersey -> Public -> C. New Jersey,United States,New Jersey,Public,C. New Jersey,4,"['93', '']","['12.4', '']","['78', '']","['7.8', '']","['13', '']","['4.5', '']","['2', '']","['0.1', '']"
10170,r414,United States -> New Jersey -> Public -> Kean U.,United States,New Jersey,Public,Kean U.,4,"['387', '']","['48.7', '']","['342', '']","['43.1', '']","['35', '']","['4.5', '']","['10', '']","['1.1', '']"
10170,r415,United States -> New Jersey -> Public -> Montclair State U.,United States,New Jersey,Public,Montclair State U.,4,"['764', '']","['1.3', '']","['473', '']","['0.3', '']","['0', '']","['0.0', '']","['291', '']","['1.0', '']"
10170,r416,United States -> New Jersey -> Public -> New Jersey Institute of Technology,United States,New Jersey,Public,New Jersey Institute of Technology,4,"['889', '']","['424.0', '']","['450', '']","['278.0', '']","['247', '']","['82.0', '']","['192', '']","['64.0', '']"
10170,r417,United States -> New Jersey -> Public -> Rowan U.,United States,New Jersey,Public,Rowan U.,4,"['826', '']","['165.2', '']","['241', '']","['46.4', '']","['139', '']","['65.7', '']","['446', '']","['53.1', '']"
10170,r418,"United States -> New Jersey -> Public -> Rutgers, State U. New Jersey, Camden",United States,New Jersey,Public,"Rutgers, State U. New Jersey, Camden",4,"['42', '']","['19.3', 'i']","['42', '']","['19.3', 'i']","['NA', '']","['0.0', 'i']","['NA', '']","['0.0', 'i']"
10170,r419,"United States -> New Jersey -> Public -> Rutgers, State U. New Jersey, New Brunswick",United States,New Jersey,Public,"Rutgers, State U. New Jersey, New Brunswick",4,"['1,293', '']","['594.3', 'i']","['1,293', '']","['594.3', 'i']","['NA', '']","['0.0', 'i']","['NA', '']","['0.0', 'i']"
10170,r420,"United States -> New Jersey -> Public -> Rutgers, State U. New Jersey, Newark",United States,New Jersey,Public,"Rutgers, State U. New Jersey, Newark",4,"['112', '']","['51.5', 'i']","['112', '']","['51.5', 'i']","['NA', '']","['0.0', 'i']","['NA', '']","['0.0', 'i']"
10170,r421,United States -> New Jersey -> Public -> Stockton U.,United States,New Jersey,Public,Stockton U.,4,"['119', '']","['5.3', '']","['14', '']","['0.4', '']","['105', '']","['4.9', '']","['0', '']","['0.0', '']"
10170,r422,United States -> New Jersey -> Public -> William Paterson U.,United States,New Jersey,Public,William Paterson U.,4,"['343', '']","['49.0', '']","['152', '']","['26.0', '']","['62', '']","['5.0', '']","['129', '']","['18.0', '']"
10170,r423,United States -> New Jersey -> Private,United States,New Jersey,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r424,United States -> New Jersey -> Private -> Monmouth U.,United States,New Jersey,Private,Monmouth U.,4,"['78', '']","['14.4', '']","['14', '']","['4.1', '']","['63', '']","['10.1', '']","['1', '']","['0.2', '']"
10170,r425,United States -> New Jersey -> Private -> Princeton U.,United States,New Jersey,Private,Princeton U.,4,"['2,447', '']","['1,511.3', '']","['1,457', '']","['846.8', '']","['514', '']","['341.6', '']","['476', '']","['322.9', '']"
10170,r426,United States -> New Jersey -> Private -> Seton Hall U.,United States,New Jersey,Private,Seton Hall U.,4,"['54', '']","['37.0', '']","['44', '']","['30.0', '']","['5', '']","['4.0', '']","['5', '']","['3.0', '']"
10170,r427,United States -> New Jersey -> Private -> Stevens Institute of Technology,United States,New Jersey,Private,Stevens Institute of Technology,4,"['522', '']","['282.5', '']","['177', '']","['118.4', '']","['344', '']","['163.3', '']","['1', '']","['0.8', '']"
10170,r428,United States -> New Mexico,United States,New Mexico,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r429,United States -> New Mexico -> Public,United States,New Mexico,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r430,United States -> New Mexico -> Public -> New Mexico Highlands U.,United States,New Mexico,Public,New Mexico Highlands U.,4,"['408', 'i']","['170.8', 'i']","['229', 'i']","['105.4', 'i']","['71', 'i']","['28.9', 'i']","['108', 'i']","['36.5', 'i']"
10170,r431,United States -> New Mexico -> Public -> New Mexico Institute of Mining and Technology,United States,New Mexico,Public,New Mexico Institute of Mining and Technology,4,"['1,120', '']","['419.8', 'i']","['155', '']","['71.2', 'i']","['324', '']","['131.1', 'i']","['641', '']","['217.5', 'i']"
10170,r432,United States -> New Mexico -> Public -> New Mexico State U.,United States,New Mexico,Public,New Mexico State U.,4,"['2,297', '']","['896.0', '']","['486', '']","['340.0', '']","['59', '']","['42.0', '']","['1,752', '']","['514.0', '']"
10170,r433,United States -> New Mexico -> Public -> U. New Mexico,United States,New Mexico,Public,U. New Mexico,4,"['4,449', '']","['1,784.0', 'i']","['1,085', '']","['498.7', 'i']","['2,206', '']","['892.4', 'i']","['1,158', '']","['392.9', 'i']"
10170,r434,United States -> New York,United States,New York,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r435,United States -> New York -> Public,United States,New York,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r436,"United States -> New York -> Public -> CUNY, Advanced Science Research Center",United States,New York,Public,"CUNY, Advanced Science Research Center",4,"['298', '']","['57.6', '']","['254', '']","['51.5', '']","['9', '']","['0.9', '']","['35', '']","['5.2', '']"
10170,r437,"United States -> New York -> Public -> CUNY, Baruch C.",United States,New York,Public,"CUNY, Baruch C.",4,"['94', '']","['10.6', '']","['73', '']","['6.6', '']","['6', '']","['1.7', '']","['15', '']","['2.3', '']"
10170,r438,"United States -> New York -> Public -> CUNY, Brooklyn C.",United States,New York,Public,"CUNY, Brooklyn C.",4,"['194', '']","['34.0', '']","['109', '']","['16.9', '']","['20', '']","['4.4', '']","['65', '']","['12.7', '']"
10170,r439,"United States -> New York -> Public -> CUNY, C. Staten Island",United States,New York,Public,"CUNY, C. Staten Island",4,"['118', '']","['16.9', '']","['100', '']","['13.4', '']","['0', '']","['0.0', '']","['18', '']","['3.5', '']"
10170,r440,"United States -> New York -> Public -> CUNY, City C.",United States,New York,Public,"CUNY, City C.",4,"['993', '']","['240.1', '']","['626', '']","['145.0', '']","['34', '']","['8.2', '']","['333', '']","['86.9', '']"
10170,r441,"United States -> New York -> Public -> CUNY, Graduate Center",United States,New York,Public,"CUNY, Graduate Center",4,"['152', '']","['23.8', '']","['90', '']","['12.1', '']","['2', '']","['0.2', '']","['60', '']","['11.5', '']"
10170,r442,"United States -> New York -> Public -> CUNY, Graduate School of Public Health and Health Policy",United States,New York,Public,"CUNY, Graduate School of Public Health and Health Policy",4,"['444', '']","['58.7', '']","['419', '']","['55.2', '']","['0', '']","['0.0', '']","['25', '']","['3.5', '']"
10170,r443,"United States -> New York -> Public -> CUNY, Hunter C.",United States,New York,Public,"CUNY, Hunter C.",4,"['677', '']","['152.9', '']","['438', '']","['92.0', '']","['21', '']","['5.4', '']","['218', '']","['55.5', '']"
10170,r444,"United States -> New York -> Public -> CUNY, John Jay C. of Criminal Justice",United States,New York,Public,"CUNY, John Jay C. of Criminal Justice",4,"['741', '']","['60.0', '']","['191', '']","['21.5', '']","['3', '']","['0.8', '']","['547', '']","['37.7', '']"
10170,r445,"United States -> New York -> Public -> CUNY, Lehman C.",United States,New York,Public,"CUNY, Lehman C.",4,"['137', '']","['17.8', '']","['74', '']","['8.9', '']","['6', '']","['1.6', '']","['57', '']","['7.3', '']"
10170,r446,"United States -> New York -> Public -> CUNY, New York City C. of Technology",United States,New York,Public,"CUNY, New York City C. of Technology",4,"['48', '']","['5.5', '']","['17', '']","['2.3', '']","['0', '']","['0.0', '']","['31', '']","['3.2', '']"
10170,r447,"United States -> New York -> Public -> CUNY, Queens C.",United States,New York,Public,"CUNY, Queens C.",4,"['300', '']","['69.0', '']","['148', '']","['23.4', '']","['24', '']","['4.6', '']","['128', '']","['41.0', '']"
10170,r448,"United States -> New York -> Public -> CUNY, system office",United States,New York,Public,"CUNY, system office",4,"['35', '']","['7.5', '']","['8', '']","['4.1', '']","['0', '']","['0.0', '']","['27', '']","['3.4', '']"
10170,r449,"United States -> New York -> Public -> CUNY, York C.",United States,New York,Public,"CUNY, York C.",4,"['113', '']","['9.0', '']","['24', '']","['5.0', '']","['11', '']","['2.0', '']","['78', '']","['2.0', '']"
10170,r450,"United States -> New York -> Public -> SUNY, Binghamton U.",United States,New York,Public,"SUNY, Binghamton U.",4,"['1,478', '']","['669.2', '']","['669', '']","['261.6', '']","['726', '']","['316.6', '']","['83', '']","['91.0', '']"
10170,r451,"United States -> New York -> Public -> SUNY, Buffalo State",United States,New York,Public,"SUNY, Buffalo State",4,"['71', '']","['35.0', '']","['10', '']","['3.0', '']","['3', '']","['2.0', '']","['58', '']","['30.0', '']"
10170,r452,"United States -> New York -> Public -> SUNY, C. Brockport",United States,New York,Public,"SUNY, C. Brockport",4,"['48', '']","['11.3', '']","['7', '']","['1.0', '']","['39', '']","['10.0', '']","['2', '']","['0.3', '']"
10170,r453,"United States -> New York -> Public -> SUNY, C. of Environmental Science and Forestry",United States,New York,Public,"SUNY, C. of Environmental Science and Forestry",4,"['629', '']","['200.3', '']","['65', '']","['14.1', '']","['262', '']","['109.9', '']","['302', '']","['76.3', '']"
10170,r454,"United States -> New York -> Public -> SUNY, C. of Optometry",United States,New York,Public,"SUNY, C. of Optometry",4,"['21', '']","['8.1', '']","['11', '']","['2.8', '']","['7', '']","['5.2', '']","['3', '']","['0.1', '']"
10170,r455,"United States -> New York -> Public -> SUNY, C. Plattsburgh",United States,New York,Public,"SUNY, C. Plattsburgh",4,"['26', '']","['9.0', '']","['11', '']","['5.0', '']","['15', '']","['4.0', '']","['0', '']","['0.0', '']"
10170,r456,"United States -> New York -> Public -> SUNY, Cobleskill",United States,New York,Public,"SUNY, Cobleskill",4,"['26', '']","['5.1', '']","['2', '']","['1.0', '']","['23', '']","['4.0', '']","['1', '']","['0.1', '']"
10170,r457,"United States -> New York -> Public -> SUNY, Downstate Health Sciences U.",United States,New York,Public,"SUNY, Downstate Health Sciences U.",4,"['189', '']","['134.9', '']","['75', '']","['27.9', '']","['102', '']","['95.2', '']","['12', '']","['11.8', '']"
10170,r458,"United States -> New York -> Public -> SUNY, Geneseo",United States,New York,Public,"SUNY, Geneseo",4,"['83', '']","['10.0', '']","['67', '']","['8.5', '']","['7', '']","['0.6', '']","['9', '']","['0.9', '']"
10170,r459,"United States -> New York -> Public -> SUNY, Oswego",United States,New York,Public,"SUNY, Oswego",4,"['44', '']","['5.8', '']","['11', '']","['1.7', '']","['3', '']","['0.2', '']","['30', '']","['3.9', '']"
10170,r460,"United States -> New York -> Public -> SUNY, Polytechnic Institute",United States,New York,Public,"SUNY, Polytechnic Institute",4,"['1,506', 'i']","['582.3', 'i']","['363', 'i']","['166.9', 'i']","['425', 'i']","['171.8', 'i']","['718', 'i']","['243.6', 'i']"
10170,r461,"United States -> New York -> Public -> SUNY, Stony Brook U.",United States,New York,Public,"SUNY, Stony Brook U.",4,"['3,120', '']","['1,647.8', '']","['598', '']","['563.9', '']","['2,007', '']","['948.1', '']","['515', '']","['135.8', '']"
10170,r462,"United States -> New York -> Public -> SUNY, U. Albany",United States,New York,Public,"SUNY, U. Albany",4,"['1,555', '']","['1,112.6', '']","['768', '']","['541.9', '']","['106', '']","['77.1', '']","['681', '']","['493.6', '']"
10170,r463,"United States -> New York -> Public -> SUNY, U. Buffalo",United States,New York,Public,"SUNY, U. Buffalo",4,"['4,041', 'i']","['1,634.8', 'i']","['1,395', 'i']","['641.3', 'i']","['1,462', 'i']","['591.6', 'i']","['1,184', 'i']","['401.9', 'i']"
10170,r464,"United States -> New York -> Public -> SUNY, Upstate Medical U.",United States,New York,Public,"SUNY, Upstate Medical U.",4,"['418', '']","['351.0', '']","['207', '']","['117.0', '']","['203', '']","['218.0', '']","['8', '']","['16.0', '']"
10170,r465,United States -> New York -> Public -> U.S. Military Academy,United States,New York,Public,U.S. Military Academy,4,"['193', '']","['98.6', '']","['155', '']","['79.2', '']","['12', '']","['6.3', '']","['26', '']","['13.1', '']"
10170,r466,United States -> New York -> Private,United States,New York,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r467,United States -> New York -> Private -> Albany C. of Pharmacy and Health Sciences,United States,New York,Private,Albany C. of Pharmacy and Health Sciences,4,"['48', '']","['15.9', '']","['10', '']","['1.7', '']","['38', '']","['14.2', '']","['0', '']","['0.0', '']"
10170,r468,United States -> New York -> Private -> Albany Medical C.,United States,New York,Private,Albany Medical C.,4,"['506', 'i']","['326.8', 'i']","['255', 'i']","['182.9', 'i']","['157', 'i']","['78.9', 'i']","['94', 'i']","['65.0', 'i']"
10170,r469,United States -> New York -> Private -> Albert Einstein C. of Medicine,United States,New York,Private,Albert Einstein C. of Medicine,4,"['1,506', '']","['1,385.0', '']","['596', '']","['561.0', '']","['529', '']","['479.0', '']","['381', '']","['345.0', '']"
10170,r470,United States -> New York -> Private -> Alfred U.,United States,New York,Private,Alfred U.,4,"['32', '']","['13.5', '']","['24', '']","['7.8', '']","['6', '']","['5.0', '']","['2', '']","['0.7', '']"
10170,r471,United States -> New York -> Private -> Barnard C.,United States,New York,Private,Barnard C.,4,"['96', '']","['26.6', '']","['18', '']","['1.8', '']","['24', '']","['18.0', '']","['54', '']","['6.8', '']"
10170,r472,United States -> New York -> Private -> Canisius C.,United States,New York,Private,Canisius C.,4,"['19', '']","['13.3', 'i']","['7', '']","['5.0', 'i']","['0', '']","['0.0', 'i']","['12', '']","['8.3', 'i']"
10170,r473,United States -> New York -> Private -> Clarkson U.,United States,New York,Private,Clarkson U.,4,"['594', '']","['370.7', 'i']","['125', '']","['89.8', 'i']","['230', '']","['115.5', 'i']","['239', '']","['165.4', 'i']"
10170,r474,United States -> New York -> Private -> Cold Spring Harbor Laboratory,United States,New York,Private,Cold Spring Harbor Laboratory,4,"['1,261', 'i']","['785.4', 'i']","['502', 'i']","['360.8', 'i']","['530', 'i']","['266.0', 'i']","['229', 'i']","['158.6', 'i']"
10170,r475,United States -> New York -> Private -> Colgate U.,United States,New York,Private,Colgate U.,4,"['320', '']","['47.6', '']","['23', '']","['3.9', '']","['297', '']","['43.7', '']","['0', '']","['0.0', '']"
10170,r476,United States -> New York -> Private -> Columbia U. in the City of New York,United States,New York,Private,Columbia U. in the City of New York,4,"['10,020', '']","['8,870.0', '']","['5,721', '']","['5,129.0', '']","['802', '']","['764.0', '']","['3,497', '']","['2,977.0', '']"
10170,r477,United States -> New York -> Private -> Cornell U.,United States,New York,Private,Cornell U.,4,"['12,479', '']","['9,350.6', '']","['3,455', '']","['2,396.9', '']","['2,544', '']","['2,101.9', '']","['6,480', '']","['4,851.8', '']"
10170,r478,United States -> New York -> Private -> Fordham U.,United States,New York,Private,Fordham U.,4,"['528', 'i']","['324.0', 'i']","['237', 'i']","['170.3', 'i']","['252', 'i']","['126.7', 'i']","['39', 'i']","['27.0', 'i']"
10170,r479,United States -> New York -> Private -> Hamilton C.,United States,New York,Private,Hamilton C.,4,"['108', '']","['21.4', '']","['63', '']","['9.5', '']","['38', '']","['8.4', '']","['7', '']","['3.5', '']"
10170,r480,United States -> New York -> Private -> Hobart and William Smith Colleges,United States,New York,Private,Hobart and William Smith Colleges,4,"['102', '']","['27.3', '']","['23', '']","['2.5', '']","['79', '']","['24.8', '']","['0', '']","['0.0', '']"
10170,r481,United States -> New York -> Private -> Hofstra U.,United States,New York,Private,Hofstra U.,4,"['475', '']","['262.0', 'i']","['104', '']","['74.7', 'i']","['366', '']","['183.8', 'i']","['5', '']","['3.5', 'i']"
10170,r482,United States -> New York -> Private -> Icahn School of Medicine at Mount Sinai,United States,New York,Private,Icahn School of Medicine at Mount Sinai,4,"['3,361', '']","['2,442.0', '']","['1,135', '']","['611.0', '']","['1,743', '']","['1,507.0', '']","['483', '']","['324.0', '']"
10170,r483,United States -> New York -> Private -> Ithaca C.,United States,New York,Private,Ithaca C.,4,"['84', '']","['4.4', '']","['43', '']","['0.7', '']","['1', '']","['0.1', '']","['40', '']","['3.6', '']"
10170,r484,United States -> New York -> Private -> Long Island U.,United States,New York,Private,Long Island U.,4,"['366', '']","['128.9', '']","['293', '']","['92.8', '']","['49', '']","['25.0', '']","['24', '']","['11.1', '']"
10170,r485,United States -> New York -> Private -> Manhattan C.,United States,New York,Private,Manhattan C.,4,"['359', 'i']","['243.0', 'i']","['207', 'i']","['148.5', 'i']","['56', 'i']","['28.2', 'i']","['96', 'i']","['66.3', 'i']"
10170,r486,"United States -> New York -> Private -> Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",United States,New York,Private,"Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",4,"['39', '']","['34.0', '']","['39', '']","['34.0', '']","['0', '']","['0.0', '']","['0', '']","['0.0', '']"
10170,r487,United States -> New York -> Private -> New School,United States,New York,Private,New School,4,"['293', '']","['199.7', 'i']","['117', '']","['84.1', 'i']","['33', '']","['16.6', 'i']","['143', '']","['99.0', 'i']"
10170,r488,United States -> New York -> Private -> New York Institute of Technology,United States,New York,Private,New York Institute of Technology,4,"['167', '']","['110.0', '']","['47', '']","['24.0', '']","['64', '']","['58.0', '']","['56', '']","['28.0', '']"
10170,r489,United States -> New York -> Private -> New York Medical C.,United States,New York,Private,New York Medical C.,4,"['160', '']","['111.0', 'i']","['118', '']","['84.8', 'i']","['15', '']","['7.5', 'i']","['27', '']","['18.7', 'i']"
10170,r490,United States -> New York -> Private -> New York U.,United States,New York,Private,New York U.,4,"['8,168', '']","['6,934.1', '']","['3,095', '']","['2,824.4', '']","['389', '']","['374.2', '']","['4,684', '']","['3,735.5', '']"
10170,r491,United States -> New York -> Private -> Pace U.,United States,New York,Private,Pace U.,4,"['160', '']","['41.2', '']","['92', '']","['11.1', '']","['9', '']","['3.4', '']","['59', '']","['26.7', '']"
10170,r492,United States -> New York -> Private -> Pratt Institute,United States,New York,Private,Pratt Institute,4,"['21', '']","['16.0', '']","['16', '']","['12.0', '']","['3', '']","['2.5', '']","['2', '']","['1.5', '']"
10170,r493,United States -> New York -> Private -> Rensselaer Polytechnic Institute,United States,New York,Private,Rensselaer Polytechnic Institute,4,"['1,631', 'i']","['991.5', 'i']","['537', 'i']","['386.2', 'i']","['799', 'i']","['401.3', 'i']","['295', 'i']","['204.0', 'i']"
10170,r494,United States -> New York -> Private -> Rochester Institute of Technology,United States,New York,Private,Rochester Institute of Technology,4,"['1,185', '']","['261.6', '']","['502', '']","['163.7', '']","['609', '']","['30.6', '']","['74', '']","['67.3', '']"
10170,r495,United States -> New York -> Private -> Rockefeller U.,United States,New York,Private,Rockefeller U.,4,"['1,003', '']","['771.4', '']","['516', '']","['432.0', '']","['358', '']","['294.7', '']","['129', '']","['44.7', '']"
10170,r496,United States -> New York -> Private -> Skidmore C.,United States,New York,Private,Skidmore C.,4,"['68', '']","['12.0', '']","['21', '']","['4.0', '']","['47', '']","['8.0', '']","['0', '']","['0.0', '']"
10170,r497,"United States -> New York -> Private -> St. John's U., New York",United States,New York,Private,"St. John's U., New York",4,"['299', 'i']","['201.3', 'i']","['193', 'i']","['138.9', 'i']","['59', 'i']","['29.6', 'i']","['47', 'i']","['32.8', 'i']"
10170,r498,United States -> New York -> Private -> Syracuse U.,United States,New York,Private,Syracuse U.,4,"['2,608', '']","['891.8', '']","['1,927', '']","['741.5', '']","['123', '']","['37.8', '']","['558', '']","['112.5', '']"
10170,r499,"United States -> New York -> Private -> Teachers C., Columbia U.",United States,New York,Private,"Teachers C., Columbia U.",4,"['75', '']","['53.9', 'i']","['75', '']","['53.9', 'i']","['NA', '']","['0.0', 'i']","['NA', '']","['0.0', 'i']"
10170,r500,United States -> New York -> Private -> U. Rochester,United States,New York,Private,U. Rochester,4,"['4,309', '']","['2,505.4', 'i']","['1,258', '']","['903.9', 'i']","['2,687', '']","['1,349.6', 'i']","['364', '']","['251.9', 'i']"
10170,r501,"United States -> New York -> Private -> Union C., Schenectady",United States,New York,Private,"Union C., Schenectady",4,"['230', '']","['153.3', 'i']","['175', '']","['125.7', 'i']","['55', '']","['27.6', 'i']","['0', '']","['0.0', 'i']"
10170,r502,United States -> New York -> Private -> Vassar C.,United States,New York,Private,Vassar C.,4,"['258', 'i']","['150.9', 'i']","['74', 'i']","['53.5', 'i']","['159', 'i']","['80.1', 'i']","['25', 'i']","['17.3', 'i']"
10170,r503,United States -> New York -> Private -> Yeshiva U.,United States,New York,Private,Yeshiva U.,4,"['54', '']","['31.3', 'i']","['19', '']","['13.7', 'i']","['35', '']","['17.6', 'i']","['0', '']","['0.0', 'i']"
10170,r504,United States -> North Carolina,United States,North Carolina,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r505,United States -> North Carolina -> Public,United States,North Carolina,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10170,r506,United States -> North Carolina -> Public -> Appalachian State U.,United States,North Carolina,Public,Appalachian State U.,4,"['213', '']","['84.5', 'i']","['100', '']","['46.0', 'i']","['2', '']","['0.8', 'i']","['111', '']","['37.7', 'i']"
10170,r507,United States -> North Carolina -> Public -> East Carolina U.,United States,North Carolina,Public,East Carolina U.,4,"['1,780', '']","['397.1', '']","['617', '']","['89.3', '']","['979', '']","['213.4', '']","['184', '']","['94.4', '']"
10170,r508,United States -> North Carolina -> Public -> Elizabeth City State U.,United States,North Carolina,Public,Elizabeth City State U.,4,"['12', '']","['4.0', '']","['12', '']","['4.0', '']","['NA', '']","['NA', '']","['NA', '']","['NA', '']"
10170,r509,United States -> North Carolina -> Public -> Fayetteville State U.,United States,North Carolina,Public,Fayetteville State U.,4,"['50', '']","['3.2', '']","['32', '']","['1.5', '']","['6', '']","['0.5', '']","['12', '']","['1.2', '']"
10170,r510,United States -> North Carolina -> Public -> North Carolina A&T State U.,United States,North Carolina,Public,North Carolina A&T State U.,4,"['538', '']","['232.4', 'i']","['269', '']","['123.6', 'i']","['269', '']","['108.8', 'i']","['0', '']","['0.0', 'i']"
10170,r511,United States -> North Carolina -> Public -> North Carolina Central U.,United States,North Carolina,Public,North Carolina Central U.,4,"['592', 'i']","['246.3', 'i']","['217', 'i']","['99.9', 'i']","['289', 'i']","['117.1', 'i']","['86', 'i']","['29.3', 'i']"
10170,r512,United States -> North Carolina -> Public -> North Carolina State U.,United States,North Carolina,Public,North Carolina State U.,4,"['7,226', '']","['5,592.6', '']","['3,390', '']","['3,043.8', '']","['882', '']","['773.7', '']","['2,954', '']","['1,775.1', '']"
10170,r513,"United States -> North Carolina -> Public -> U. North Carolina, Asheville",United States,North Carolina,Public,"U. North Carolina, Asheville",4,"['126', '']","['61.0', '']","['49', '']","['23.0', '']","['51', '']","['25.0', '']","['26', '']","['13.0', '']"
