table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures_received,field_total_from_educational_pass_through_entities,field_total_from_business,field_total_from_nonprofit_organizations,field_total_from_other_pass_through_entities,field_federally_financed_all_r_d_expenditures_received,field_federally_financed_from_educational_pass_through_entities,field_federally_financed_from_business,field_federally_financed_from_nonprofit_organizations,field_federally_financed_from_other_pass_through_entities
3188,r389,"United States -> Missouri -> Private -> Washington U., Saint Louis",United States,Missouri,Private,"Washington U., Saint Louis",4,"['62,590', '']","['43,784', '']","['10,131', '']","['7,558', '']","['1,117', '']","['54,048', '']","['41,290', '']","['6,197', '']","['5,860', '']","['701', '']"
3188,r390,United States -> Montana,United States,Montana,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r391,United States -> Montana -> Public,United States,Montana,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r392,"United States -> Montana -> Public -> Montana State U., Bozeman",United States,Montana,Public,"Montana State U., Bozeman",4,"['12,155', '']","['6,990', '']","['1,054', 'i']","['3,222', 'i']","['889', 'i']","['10,317', '']","['5,942', '']","['938', 'i']","['2,723', 'i']","['714', 'i']"
3188,r393,United States -> Montana -> Public -> Montana Technological U.,United States,Montana,Public,Montana Technological U.,4,"['972', '']","['721', '']","['43', '']","['167', '']","['41', '']","['950', '']","['721', '']","['43', '']","['167', '']","['19', '']"
3188,r394,"United States -> Montana -> Public -> U. Montana, Missoula",United States,Montana,Public,"U. Montana, Missoula",4,"['13,462', 'i']","['5,544', 'i']","['487', 'i']","['486', 'i']","['6,945', 'i']","['12,036', '']","['5,285', '']","['82', '']","['0', '']","['6,669', '']"
3188,r395,United States -> Montana -> Private,United States,Montana,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r396,United States -> Montana -> Private -> Salish Kootenai C.,United States,Montana,Private,Salish Kootenai C.,4,"['176', '']","['176', '']","['0', '']","['0', '']","['0', '']","['175', '']","['175', '']","['0', '']","['0', '']","['0', '']"
3188,r397,United States -> Nebraska,United States,Nebraska,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r398,United States -> Nebraska -> Public,United States,Nebraska,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r399,"United States -> Nebraska -> Public -> U. Nebraska, central administration",United States,Nebraska,Public,"U. Nebraska, central administration",4,"['224', '']","['0', '']","['34', '']","['190', '']","['0', '']","['224', '']","['0', '']","['34', '']","['190', '']","['0', '']"
3188,r400,"United States -> Nebraska -> Public -> U. Nebraska, Kearney",United States,Nebraska,Public,"U. Nebraska, Kearney",4,"['536', '']","['498', '']","['0', '']","['0', '']","['38', '']","['486', '']","['473', '']","['0', '']","['0', '']","['13', '']"
3188,r401,"United States -> Nebraska -> Public -> U. Nebraska, Lincoln",United States,Nebraska,Public,"U. Nebraska, Lincoln",4,"['25,648', '']","['12,641', '']","['400', '']","['4,404', '']","['8,203', '']","['25,366', '']","['12,525', '']","['234', '']","['4,404', '']","['8,203', '']"
3188,r402,"United States -> Nebraska -> Public -> U. Nebraska, Medical Center",United States,Nebraska,Public,"U. Nebraska, Medical Center",4,"['34,122', '']","['11,375', '']","['10,981', '']","['8,403', '']","['3,363', '']","['15,715', '']","['10,260', '']","['1,700', '']","['2,623', '']","['1,132', '']"
3188,r403,"United States -> Nebraska -> Public -> U. Nebraska, Omaha",United States,Nebraska,Public,"U. Nebraska, Omaha",4,"['3,252', 'i']","['2,281', 'i']","['119', 'i']","['810', 'i']","['42', 'i']","['3,176', '']","['2,220', '']","['115', '']","['806', '']","['35', '']"
3188,r404,United States -> Nebraska -> Private,United States,Nebraska,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r405,United States -> Nebraska -> Private -> Creighton U.,United States,Nebraska,Private,Creighton U.,4,"['4,281', 'i']","['2,803', 'i']","['25', 'i']","['1,453', 'i']","['0', 'i']","['4,281', 'i']","['2,803', 'i']","['25', 'i']","['1,453', 'i']","['0', 'i']"
3188,r406,United States -> Nebraska -> Private -> Doane U.,United States,Nebraska,Private,Doane U.,4,"['334', '']","['334', '']","['0', '']","['0', '']","['0', '']","['334', '']","['334', '']","['0', '']","['0', '']","['0', '']"
3188,r407,United States -> Nevada,United States,Nevada,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r408,United States -> Nevada -> Public,United States,Nevada,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r409,United States -> Nevada -> Public -> Desert Research Institute,United States,Nevada,Public,Desert Research Institute,4,"['2,717', '']","['1,283', '']","['1,257', '']","['37', '']","['140', '']","['2,491', '']","['1,181', '']","['1,202', '']","['37', '']","['71', '']"
3188,r410,"United States -> Nevada -> Public -> U. Nevada, Las Vegas",United States,Nevada,Public,"U. Nevada, Las Vegas",4,"['9,684', 'i']","['1,899', 'i']","['3,077', 'i']","['1,898', 'i']","['2,810', 'i']","['7,788', '']","['1,337', '']","['2,663', '']","['1,309', '']","['2,479', '']"
3188,r411,"United States -> Nevada -> Public -> U. Nevada, Reno",United States,Nevada,Public,"U. Nevada, Reno",4,"['13,898', '']","['6,102', '']","['1,694', '']","['2,081', '']","['4,021', '']","['12,583', '']","['4,977', '']","['1,657', '']","['2,081', '']","['3,868', '']"
3188,r412,United States -> Nevada -> Private,United States,Nevada,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r413,United States -> Nevada -> Private -> Roseman U. of Health Sciences,United States,Nevada,Private,Roseman U. of Health Sciences,4,"['17', 'i']","['17', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['17', 'i']","['17', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3188,r414,United States -> New Hampshire,United States,New Hampshire,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r415,United States -> New Hampshire -> Public,United States,New Hampshire,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r416,United States -> New Hampshire -> Public -> Keene State C.,United States,New Hampshire,Public,Keene State C.,4,"['654', '']","['647', '']","['0', '']","['7', '']","['0', '']","['654', '']","['647', '']","['0', '']","['7', '']","['0', '']"
3188,r417,United States -> New Hampshire -> Public -> U. New Hampshire,United States,New Hampshire,Public,U. New Hampshire,4,"['30,511', '']","['11,685', '']","['1,714', '']","['8,908', '']","['8,204', '']","['25,243', '']","['11,151', '']","['1,714', '']","['6,724', '']","['5,654', '']"
3188,r418,United States -> New Hampshire -> Private,United States,New Hampshire,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r419,United States -> New Hampshire -> Private -> Dartmouth C. and Dartmouth Hitchcock Medical Center,United States,New Hampshire,Private,Dartmouth C. and Dartmouth Hitchcock Medical Center,4,"['23,106', '']","['15,203', '']","['1,863', '']","['5,270', '']","['770', '']","['19,698', '']","['13,214', '']","['1,336', '']","['4,469', '']","['679', '']"
3188,r420,United States -> New Jersey,United States,New Jersey,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r421,United States -> New Jersey -> Public,United States,New Jersey,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r422,United States -> New Jersey -> Public -> Montclair State U.,United States,New Jersey,Public,Montclair State U.,4,"['1,239', '']","['791', '']","['74', '']","['210', '']","['164', '']","['903', '']","['522', '']","['74', '']","['184', '']","['123', '']"
3188,r423,United States -> New Jersey -> Public -> New Jersey City U.,United States,New Jersey,Public,New Jersey City U.,4,"['341', '']","['333', '']","['0', '']","['8', '']","['0', '']","['333', '']","['333', '']","['0', '']","['0', '']","['0', '']"
3188,r424,United States -> New Jersey -> Public -> New Jersey Institute of Technology,United States,New Jersey,Public,New Jersey Institute of Technology,4,"['39,079', '']","['3,658', '']","['1,471', '']","['143', '']","['33,807', '']","['38,694', '']","['3,528', '']","['1,252', '']","['107', '']","['33,807', '']"
3188,r425,United States -> New Jersey -> Public -> Rowan U.,United States,New Jersey,Public,Rowan U.,4,"['1,026', '']","['739', '']","['232', '']","['21', '']","['34', '']","['953', '']","['666', '']","['232', '']","['21', '']","['34', '']"
3188,r426,"United States -> New Jersey -> Public -> Rutgers, State U. New Jersey, Camden",United States,New Jersey,Public,"Rutgers, State U. New Jersey, Camden",4,"['124', 'i']","['80', 'i']","['16', 'i']","['18', 'i']","['10', 'i']","['65', '']","['64', '']","['1', '']","['0', '']","['0', '']"
3188,r427,"United States -> New Jersey -> Public -> Rutgers, State U. New Jersey, New Brunswick",United States,New Jersey,Public,"Rutgers, State U. New Jersey, New Brunswick",4,"['52,500', 'i']","['28,512', 'i']","['11,306', 'i']","['4,336', 'i']","['8,346', 'i']","['52,453', '']","['28,498', '']","['11,306', '']","['4,336', '']","['8,313', '']"
3188,r428,"United States -> New Jersey -> Public -> Rutgers, State U. New Jersey, Newark",United States,New Jersey,Public,"Rutgers, State U. New Jersey, Newark",4,"['1,974', 'i']","['1,052', 'i']","['151', 'i']","['186', 'i']","['585', 'i']","['1,661', '']","['966', '']","['73', '']","['91', '']","['531', '']"
3188,r429,United States -> New Jersey -> Public -> Stockton U.,United States,New Jersey,Public,Stockton U.,4,"['445', '']","['97', '']","['0', '']","['0', '']","['348', '']","['445', '']","['97', '']","['0', '']","['0', '']","['348', '']"
3188,r430,United States -> New Jersey -> Public -> William Paterson U.,United States,New Jersey,Public,William Paterson U.,4,"['536', '']","['1', '']","['32', '']","['0', '']","['503', '']","['536', '']","['1', '']","['32', '']","['0', '']","['503', '']"
3188,r431,United States -> New Jersey -> Private,United States,New Jersey,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r432,United States -> New Jersey -> Private -> Monmouth U.,United States,New Jersey,Private,Monmouth U.,4,"['86', '']","['66', '']","['0', '']","['0', '']","['20', '']","['51', '']","['31', '']","['0', '']","['0', '']","['20', '']"
3188,r433,United States -> New Jersey -> Private -> Princeton U.,United States,New Jersey,Private,Princeton U.,4,"['35,699', '']","['25,944', '']","['5,238', '']","['504', '']","['4,013', '']","['31,435', '']","['22,581', '']","['5,238', '']","['90', '']","['3,526', '']"
3188,r434,United States -> New Jersey -> Private -> Rider U.,United States,New Jersey,Private,Rider U.,4,"['77', '']","['77', '']","['0', '']","['0', '']","['0', '']","['52', '']","['52', '']","['0', '']","['0', '']","['0', '']"
3188,r435,United States -> New Jersey -> Private -> Seton Hall U.,United States,New Jersey,Private,Seton Hall U.,4,"['60', '']","['60', '']","['0', '']","['0', '']","['0', '']","['60', '']","['60', '']","['0', '']","['0', '']","['0', '']"
3188,r436,United States -> New Jersey -> Private -> Stevens Institute of Technology,United States,New Jersey,Private,Stevens Institute of Technology,4,"['7,086', '']","['1,358', '']","['3,720', '']","['987', '']","['1,021', '']","['6,740', '']","['1,234', '']","['3,720', '']","['931', '']","['855', '']"
3188,r437,United States -> New Mexico,United States,New Mexico,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r438,United States -> New Mexico -> Public,United States,New Mexico,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r439,United States -> New Mexico -> Public -> New Mexico Institute of Mining and Technology,United States,New Mexico,Public,New Mexico Institute of Mining and Technology,4,"['7,882', '']","['1,634', '']","['934', '']","['4,104', '']","['1,210', '']","['7,882', '']","['1,634', '']","['934', '']","['4,104', '']","['1,210', '']"
3188,r440,United States -> New Mexico -> Public -> New Mexico State U.,United States,New Mexico,Public,New Mexico State U.,4,"['12,454', '']","['4,201', '']","['7,209', '']","['158', '']","['886', '']","['12,188', '']","['4,201', '']","['7,206', '']","['61', '']","['720', '']"
3188,r441,United States -> New Mexico -> Public -> U. New Mexico,United States,New Mexico,Public,U. New Mexico,4,"['36,513', '']","['15,452', '']","['11,656', '']","['3,619', '']","['5,786', '']","['35,290', '']","['14,801', '']","['11,622', '']","['3,509', '']","['5,358', '']"
3188,r442,United States -> New York,United States,New York,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r443,United States -> New York -> Public,United States,New York,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r444,"United States -> New York -> Public -> CUNY, Advanced Science Research Center",United States,New York,Public,"CUNY, Advanced Science Research Center",4,"['657', '']","['474', '']","['60', '']","['123', '']","['0', '']","['645', '']","['462', '']","['60', '']","['123', '']","['0', '']"
3188,r445,"United States -> New York -> Public -> CUNY, Baruch C.",United States,New York,Public,"CUNY, Baruch C.",4,"['510', '']","['249', '']","['0', '']","['261', '']","['0', '']","['510', '']","['249', '']","['0', '']","['261', '']","['0', '']"
3188,r446,"United States -> New York -> Public -> CUNY, Brooklyn C.",United States,New York,Public,"CUNY, Brooklyn C.",4,"['593', 'i']","['435', 'i']","['92', 'i']","['66', 'i']","['0', 'i']","['435', 'i']","['435', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3188,r447,"United States -> New York -> Public -> CUNY, C. Staten Island",United States,New York,Public,"CUNY, C. Staten Island",4,"['370', '']","['370', '']","['0', '']","['0', '']","['0', '']","['177', '']","['177', '']","['0', '']","['0', '']","['0', '']"
3188,r448,"United States -> New York -> Public -> CUNY, City C.",United States,New York,Public,"CUNY, City C.",4,"['6,717', '']","['4,502', '']","['972', '']","['1,243', '']","['0', '']","['6,168', '']","['4,035', '']","['890', '']","['1,243', '']","['0', '']"
3188,r449,"United States -> New York -> Public -> CUNY, Graduate Center",United States,New York,Public,"CUNY, Graduate Center",4,"['799', '']","['799', '']","['0', '']","['0', '']","['0', '']","['730', '']","['730', '']","['0', '']","['0', '']","['0', '']"
3188,r450,"United States -> New York -> Public -> CUNY, Graduate School of Public Health and Health Policy",United States,New York,Public,"CUNY, Graduate School of Public Health and Health Policy",4,"['2,880', '']","['1,177', '']","['195', '']","['1,508', '']","['0', '']","['2,117', '']","['1,137', '']","['195', '']","['785', '']","['0', '']"
3188,r451,"United States -> New York -> Public -> CUNY, Hunter C.",United States,New York,Public,"CUNY, Hunter C.",4,"['5,244', '']","['4,288', '']","['799', '']","['157', '']","['0', '']","['4,856', '']","['4,209', '']","['571', '']","['76', '']","['0', '']"
3188,r452,"United States -> New York -> Public -> CUNY, John Jay C. of Criminal Justice",United States,New York,Public,"CUNY, John Jay C. of Criminal Justice",4,"['643', '']","['336', '']","['0', '']","['307', '']","['0', '']","['629', '']","['336', '']","['0', '']","['293', '']","['0', '']"
3188,r453,"United States -> New York -> Public -> CUNY, Lehman C.",United States,New York,Public,"CUNY, Lehman C.",4,"['99', '']","['99', '']","['0', '']","['0', '']","['0', '']","['99', '']","['99', '']","['0', '']","['0', '']","['0', '']"
3188,r454,"United States -> New York -> Public -> CUNY, Medgar Evers C.",United States,New York,Public,"CUNY, Medgar Evers C.",4,"['145', '']","['92', '']","['0', '']","['53', '']","['0', '']","['92', '']","['92', '']","['0', '']","['0', '']","['0', '']"
3188,r455,"United States -> New York -> Public -> CUNY, New York City C. of Technology",United States,New York,Public,"CUNY, New York City C. of Technology",4,"['20', '']","['0', '']","['4', '']","['16', '']","['0', '']","['20', '']","['0', '']","['4', '']","['16', '']","['0', '']"
3188,r456,"United States -> New York -> Public -> CUNY, Queens C.",United States,New York,Public,"CUNY, Queens C.",4,"['2,311', '']","['683', '']","['40', '']","['1,588', '']","['0', '']","['2,263', '']","['635', '']","['40', '']","['1,588', '']","['0', '']"
3188,r457,"United States -> New York -> Public -> CUNY, system office",United States,New York,Public,"CUNY, system office",4,"['498', '']","['66', '']","['284', '']","['148', '']","['0', '']","['432', '']","['0', '']","['284', '']","['148', '']","['0', '']"
3188,r458,"United States -> New York -> Public -> CUNY, York C.",United States,New York,Public,"CUNY, York C.",4,"['64', '']","['42', '']","['0', '']","['22', '']","['0', '']","['64', '']","['42', '']","['0', '']","['22', '']","['0', '']"
3188,r459,"United States -> New York -> Public -> SUNY, Binghamton U.",United States,New York,Public,"SUNY, Binghamton U.",4,"['513', '']","['418', '']","['80', '']","['15', '']","['0', '']","['508', '']","['418', '']","['79', '']","['11', '']","['0', '']"
3188,r460,"United States -> New York -> Public -> SUNY, Buffalo State",United States,New York,Public,"SUNY, Buffalo State",4,"['524', '']","['426', '']","['0', '']","['0', '']","['98', '']","['514', '']","['426', '']","['0', '']","['0', '']","['88', '']"
3188,r461,"United States -> New York -> Public -> SUNY, C. Brockport",United States,New York,Public,"SUNY, C. Brockport",4,"['320', '']","['259', '']","['61', '']","['0', '']","['0', '']","['317', '']","['256', '']","['61', '']","['0', '']","['0', '']"
3188,r462,"United States -> New York -> Public -> SUNY, C. of Environmental Science and Forestry",United States,New York,Public,"SUNY, C. of Environmental Science and Forestry",4,"['1,153', '']","['530', '']","['0', '']","['168', '']","['455', '']","['1,061', '']","['464', '']","['0', '']","['155', '']","['442', '']"
3188,r463,"United States -> New York -> Public -> SUNY, C. of Optometry",United States,New York,Public,"SUNY, C. of Optometry",4,"['3', '']","['3', '']","['0', '']","['0', '']","['0', '']","['3', '']","['3', '']","['0', '']","['0', '']","['0', '']"
3188,r464,"United States -> New York -> Public -> SUNY, C. Plattsburgh",United States,New York,Public,"SUNY, C. Plattsburgh",4,"['302', '']","['265', '']","['37', '']","['0', '']","['0', '']","['302', '']","['265', '']","['37', '']","['0', '']","['0', '']"
3188,r465,"United States -> New York -> Public -> SUNY, Downstate Medical Center",United States,New York,Public,"SUNY, Downstate Medical Center",4,"['2,633', '']","['2,546', '']","['0', '']","['87', '']","['0', '']","['2,632', '']","['2,545', '']","['0', '']","['87', '']","['0', '']"
3188,r466,"United States -> New York -> Public -> SUNY, Geneseo",United States,New York,Public,"SUNY, Geneseo",4,"['422', '']","['422', '']","['0', '']","['0', '']","['0', '']","['422', '']","['422', '']","['0', '']","['0', '']","['0', '']"
3188,r467,"United States -> New York -> Public -> SUNY, Oswego",United States,New York,Public,"SUNY, Oswego",4,"['30', '']","['10', '']","['5', '']","['15', '']","['0', '']","['30', '']","['10', '']","['5', '']","['15', '']","['0', '']"
3188,r468,"United States -> New York -> Public -> SUNY, Polytechnic Institute",United States,New York,Public,"SUNY, Polytechnic Institute",4,"['3,852', '']","['1,258', '']","['1,418', '']","['0', '']","['1,176', '']","['2,702', '']","['1,247', '']","['1,418', '']","['0', '']","['37', '']"
3188,r469,"United States -> New York -> Public -> SUNY, Stony Brook U.",United States,New York,Public,"SUNY, Stony Brook U.",4,"['19,336', '']","['9,967', '']","['2,437', '']","['6,635', '']","['297', '']","['17,553', '']","['8,978', '']","['2,329', '']","['6,038', '']","['208', '']"
3188,r470,"United States -> New York -> Public -> SUNY, U. Albany",United States,New York,Public,"SUNY, U. Albany",4,"['9,157', '']","['5,043', '']","['1,163', '']","['1,753', '']","['1,198', '']","['8,780', '']","['4,847', '']","['1,163', '']","['1,572', '']","['1,198', '']"
3188,r471,"United States -> New York -> Public -> SUNY, U. Buffalo",United States,New York,Public,"SUNY, U. Buffalo",4,"['15,179', '']","['9,018', '']","['3,099', '']","['934', '']","['2,128', '']","['14,136', '']","['8,492', '']","['2,928', '']","['888', '']","['1,828', '']"
3188,r472,"United States -> New York -> Public -> SUNY, Upstate Medical U.",United States,New York,Public,"SUNY, Upstate Medical U.",4,"['3,082', '']","['1,930', '']","['141', '']","['140', '']","['871', '']","['2,828', '']","['1,750', '']","['141', '']","['131', '']","['806', '']"
3188,r473,United States -> New York -> Public -> U.S. Military Academy,United States,New York,Public,U.S. Military Academy,4,"['545', '']","['95', '']","['350', '']","['90', '']","['10', '']","['310', '']","['50', '']","['200', '']","['50', '']","['10', '']"
3188,r474,United States -> New York -> Private,United States,New York,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r475,United States -> New York -> Private -> Albany C. of Pharmacy and Health Sciences,United States,New York,Private,Albany C. of Pharmacy and Health Sciences,4,"['536', '']","['393', '']","['98', '']","['45', '']","['0', '']","['536', '']","['393', '']","['98', '']","['45', '']","['0', '']"
3188,r476,United States -> New York -> Private -> Albany Medical C.,United States,New York,Private,Albany Medical C.,4,"['1,318', '']","['720', '']","['206', '']","['385', '']","['7', '']","['1,308', '']","['717', '']","['206', '']","['385', '']","['0', '']"
3188,r477,United States -> New York -> Private -> Albert Einstein C. of Medicine,United States,New York,Private,Albert Einstein C. of Medicine,4,"['22,293', '']","['17,981', '']","['2,018', '']","['2,258', '']","['36', '']","['21,014', '']","['17,337', '']","['1,965', '']","['1,689', '']","['23', '']"
3188,r478,United States -> New York -> Private -> Alfred U.,United States,New York,Private,Alfred U.,4,"['27', '']","['0', '']","['27', '']","['0', '']","['0', '']","['27', '']","['0', '']","['27', '']","['0', '']","['0', '']"
3188,r479,United States -> New York -> Private -> Barnard C.,United States,New York,Private,Barnard C.,4,"['176', '']","['159', '']","['5', '']","['12', '']","['0', '']","['159', '']","['159', '']","['0', '']","['0', '']","['0', '']"
3188,r480,United States -> New York -> Private -> Canisius C.,United States,New York,Private,Canisius C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3188,r481,United States -> New York -> Private -> Clarkson U.,United States,New York,Private,Clarkson U.,4,"['1,267', '']","['612', '']","['420', '']","['230', '']","['5', '']","['1,110', '']","['489', '']","['417', '']","['204', '']","['0', '']"
3188,r482,United States -> New York -> Private -> Cold Spring Harbor Laboratory,United States,New York,Private,Cold Spring Harbor Laboratory,4,"['8,974', 'i']","['4,930', 'i']","['1,462', 'i']","['1,939', 'i']","['643', 'i']","['8,094', 'i']","['4,583', 'i']","['1,294', 'i']","['1,655', 'i']","['562', 'i']"
3188,r483,United States -> New York -> Private -> Colgate U.,United States,New York,Private,Colgate U.,4,"['242', '']","['190', '']","['0', '']","['52', '']","['0', '']","['222', '']","['170', '']","['0', '']","['52', '']","['0', '']"
3188,r484,United States -> New York -> Private -> Columbia U. in the City of New York,United States,New York,Private,Columbia U. in the City of New York,4,"['116,547', '']","['68,051', '']","['13,491', '']","['17,549', '']","['17,456', '']","['101,216', '']","['63,858', '']","['11,639', '']","['12,106', '']","['13,613', '']"
3188,r485,United States -> New York -> Private -> Cornell U.,United States,New York,Private,Cornell U.,4,"['87,472', '']","['51,028', '']","['4,263', '']","['30,005', '']","['2,176', '']","['75,673', '']","['44,267', '']","['4,170', '']","['25,754', '']","['1,482', '']"
3188,r486,United States -> New York -> Private -> Fordham U.,United States,New York,Private,Fordham U.,4,"['1,056', '']","['882', '']","['48', '']","['84', '']","['42', '']","['1,056', '']","['882', '']","['48', '']","['84', '']","['42', '']"
3188,r487,United States -> New York -> Private -> Hamilton C.,United States,New York,Private,Hamilton C.,4,"['16', '']","['16', '']","['0', '']","['0', '']","['0', '']","['16', '']","['16', '']","['0', '']","['0', '']","['0', '']"
3188,r488,United States -> New York -> Private -> Hobart and William Smith Colleges,United States,New York,Private,Hobart and William Smith Colleges,4,"['165', '']","['62', '']","['0', '']","['0', '']","['103', '']","['140', '']","['37', '']","['0', '']","['0', '']","['103', '']"
3188,r489,United States -> New York -> Private -> Hofstra U.,United States,New York,Private,Hofstra U.,4,"['150', '']","['46', '']","['0', '']","['101', '']","['3', '']","['92', '']","['43', '']","['0', '']","['49', '']","['0', '']"
3188,r490,United States -> New York -> Private -> Icahn School of Medicine at Mount Sinai,United States,New York,Private,Icahn School of Medicine at Mount Sinai,4,"['50,714', '']","['32,782', '']","['1,117', '']","['14,975', '']","['1,840', '']","['45,080', '']","['29,183', '']","['1,117', '']","['13,633', '']","['1,147', '']"
3188,r491,United States -> New York -> Private -> Long Island U.,United States,New York,Private,Long Island U.,4,"['280', '']","['13', '']","['0', '']","['267', '']","['0', '']","['280', '']","['13', '']","['0', '']","['267', '']","['0', '']"
3188,r492,United States -> New York -> Private -> Manhattan C.,United States,New York,Private,Manhattan C.,4,"['148', '']","['31', '']","['117', '']","['0', '']","['0', '']","['31', '']","['31', '']","['0', '']","['0', '']","['0', '']"
3188,r493,"United States -> New York -> Private -> Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",United States,New York,Private,"Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3188,r494,United States -> New York -> Private -> New School,United States,New York,Private,New School,4,"['1,538', '']","['647', '']","['135', '']","['446', '']","['310', '']","['520', '']","['398', '']","['91', '']","['31', '']","['0', '']"
3188,r495,United States -> New York -> Private -> New York Institute of Technology,United States,New York,Private,New York Institute of Technology,4,"['252', '']","['10', '']","['190', '']","['52', '']","['0', '']","['252', '']","['10', '']","['190', '']","['52', '']","['0', '']"
3188,r496,United States -> New York -> Private -> New York Medical C.,United States,New York,Private,New York Medical C.,4,"['602', 'i']","['582', 'i']","['20', 'i']","['0', 'i']","['0', 'i']","['602', 'i']","['582', '']","['20', '']","['0', 'i']","['0', 'i']"
3188,r497,United States -> New York -> Private -> New York U.,United States,New York,Private,New York U.,4,"['68,652', '']","['32,833', '']","['6,844', '']","['26,610', '']","['2,365', '']","['59,453', '']","['30,433', '']","['6,269', '']","['21,874', '']","['877', '']"
3188,r498,United States -> New York -> Private -> Niagara U.,United States,New York,Private,Niagara U.,4,"['467', '']","['32', '']","['0', '']","['241', '']","['194', '']","['355', '']","['32', '']","['0', '']","['241', '']","['82', '']"
3188,r499,United States -> New York -> Private -> Pace U.,United States,New York,Private,Pace U.,4,"['76', '']","['75', '']","['0', '']","['1', '']","['0', '']","['76', '']","['75', '']","['0', '']","['1', '']","['0', '']"
3188,r500,United States -> New York -> Private -> Rensselaer Polytechnic Institute,United States,New York,Private,Rensselaer Polytechnic Institute,4,"['13,231', '']","['7,149', '']","['5,732', '']","['194', '']","['156', '']","['12,406', '']","['6,943', '']","['5,269', '']","['194', '']","['0', '']"
3188,r501,United States -> New York -> Private -> Rochester Institute of Technology,United States,New York,Private,Rochester Institute of Technology,4,"['13,563', '']","['1,928', '']","['2,188', '']","['8,778', '']","['669', '']","['6,474', '']","['1,857', '']","['2,116', '']","['1,971', '']","['530', '']"
3188,r502,United States -> New York -> Private -> Rockefeller U.,United States,New York,Private,Rockefeller U.,4,"['10,666', '']","['6,256', '']","['251', '']","['4,159', '']","['0', '']","['9,189', '']","['6,256', '']","['251', '']","['2,682', '']","['0', '']"
3188,r503,United States -> New York -> Private -> Skidmore C.,United States,New York,Private,Skidmore C.,4,"['44', '']","['44', '']","['0', '']","['0', '']","['0', '']","['44', '']","['44', '']","['0', '']","['0', '']","['0', '']"
