table_id,row_id,_b_field_and_institution_b_full_path,_b_field_and_institution_b_level_1,_b_field_and_institution_b_level_2,_b_field_and_institution_b_level_3,_b_field_and_institution_b_hierarchy_depth,field_rank,field_totala,field_male,field_female
9500,r381, Visual and performing arts -> From top 20 institutions -> Northwestern U., Visual and performing arts,From top 20 institutions,Northwestern U.,3,12,17,6,11
9500,r382," Visual and performing arts -> From top 20 institutions -> U. California, Santa Barbara", Visual and performing arts,From top 20 institutions,"U. California, Santa Barbara",3,12,17,6,11
9500,r383," Visual and performing arts -> From top 20 institutions -> U. Minnesota, Twin Cities", Visual and performing arts,From top 20 institutions,"U. Minnesota, Twin Cities",3,12,17,7,10
9500,r384, Visual and performing arts -> From top 20 institutions -> Stanford U., Visual and performing arts,From top 20 institutions,Stanford U.,3,16,16,7,9
9500,r385, Visual and performing arts -> From top 20 institutions -> U. Wisconsin-Madison, Visual and performing arts,From top 20 institutions,U. Wisconsin-Madison,3,16,16,3,13
9500,r386," Visual and performing arts -> From top 20 institutions -> U. Pittsburgh, Pittsburgh", Visual and performing arts,From top 20 institutions,"U. Pittsburgh, Pittsburgh",3,18,15,5,10
9500,r387," Visual and performing arts -> From top 20 institutions -> U. Texas, Austin", Visual and performing arts,From top 20 institutions,"U. Texas, Austin",3,18,15,4,11
9500,r388, Visual and performing arts -> From top 20 institutions -> Princeton U., Visual and performing arts,From top 20 institutions,Princeton U.,3,20,14,7,7
9500,r389," Visual and performing arts -> From top 20 institutions -> U. California, San Diego", Visual and performing arts,From top 20 institutions,"U. California, San Diego",3,20,14,6,8
9500,r390, Visual and performing arts -> From top 20 institutions -> U. Florida, Visual and performing arts,From top 20 institutions,U. Florida,3,20,14,10,4
9500,r391," Visual and performing arts -> From top 20 institutions -> U. Maryland, College Park", Visual and performing arts,From top 20 institutions,"U. Maryland, College Park",3,20,14,3,11
9500,r392, Visual and performing arts -> From top 20 institutions -> U. Rochester, Visual and performing arts,From top 20 institutions,U. Rochester,3,20,14,10,4
9500,r393, Other non-science and engineering, Other non-science and engineering,,,1,-,2141,835,1304
9500,r394, Other non-science and engineering -> From top 20 institutions, Other non-science and engineering,From top 20 institutions,,2,-,641,235,406
9500,r395, Other non-science and engineering -> From top 20 institutions -> Walden U., Other non-science and engineering,From top 20 institutions,Walden U.,3,1,121,31,90
9500,r396, Other non-science and engineering -> From top 20 institutions -> U. Georgia, Other non-science and engineering,From top 20 institutions,U. Georgia,3,2,39,18,21
9500,r397," Other non-science and engineering -> From top 20 institutions -> Texas A&M U., College Station", Other non-science and engineering,From top 20 institutions,"Texas A&M U., College Station",3,3,36,20,16
9500,r398, Other non-science and engineering -> From top 20 institutions -> U. Florida, Other non-science and engineering,From top 20 institutions,U. Florida,3,4,34,12,22
9500,r399, Other non-science and engineering -> From top 20 institutions -> U. Pennsylvania, Other non-science and engineering,From top 20 institutions,U. Pennsylvania,3,4,34,15,19
9500,r400," Other non-science and engineering -> From top 20 institutions -> U. Texas, Austin", Other non-science and engineering,From top 20 institutions,"U. Texas, Austin",3,6,32,12,20
9500,r401, Other non-science and engineering -> From top 20 institutions -> U. Southern California, Other non-science and engineering,From top 20 institutions,U. Southern California,3,7,28,7,21
9500,r402," Other non-science and engineering -> From top 20 institutions -> U. Minnesota, Twin Cities", Other non-science and engineering,From top 20 institutions,"U. Minnesota, Twin Cities",3,8,27,7,20
9500,r403," Other non-science and engineering -> From top 20 institutions -> U. Alabama, Tuscaloosa", Other non-science and engineering,From top 20 institutions,"U. Alabama, Tuscaloosa",3,9,26,10,16
9500,r404," Other non-science and engineering -> From top 20 institutions -> U. Missouri, Columbia", Other non-science and engineering,From top 20 institutions,"U. Missouri, Columbia",3,9,26,7,19
9500,r405," Other non-science and engineering -> From top 20 institutions -> U. Illinois, Urbana-Champaign", Other non-science and engineering,From top 20 institutions,"U. Illinois, Urbana-Champaign",3,11,25,11,14
9500,r406," Other non-science and engineering -> From top 20 institutions -> U. Maryland, College Park", Other non-science and engineering,From top 20 institutions,"U. Maryland, College Park",3,11,25,12,13
9500,r407," Other non-science and engineering -> From top 20 institutions -> U. North Carolina, Chapel Hill", Other non-science and engineering,From top 20 institutions,"U. North Carolina, Chapel Hill",3,11,25,6,19
9500,r408, Other non-science and engineering -> From top 20 institutions -> Harvard U., Other non-science and engineering,From top 20 institutions,Harvard U.,3,14,24,12,12
9500,r409, Other non-science and engineering -> From top 20 institutions -> Pennsylvania State U., Other non-science and engineering,From top 20 institutions,Pennsylvania State U.,3,14,24,7,17
9500,r410, Other non-science and engineering -> From top 20 institutions -> U. Kansas, Other non-science and engineering,From top 20 institutions,U. Kansas,3,14,24,9,15
9500,r411," Other non-science and engineering -> From top 20 institutions -> Ohio State U., Columbus", Other non-science and engineering,From top 20 institutions,"Ohio State U., Columbus",3,17,23,7,16
9500,r412," Other non-science and engineering -> From top 20 institutions -> U. Michigan, Ann Arbor", Other non-science and engineering,From top 20 institutions,"U. Michigan, Ann Arbor",3,17,23,11,12
9500,r413, Other non-science and engineering -> From top 20 institutions -> U. San Diego, Other non-science and engineering,From top 20 institutions,U. San Diego,3,17,23,14,9
9500,r414," Other non-science and engineering -> From top 20 institutions -> U. Washington, Seattle", Other non-science and engineering,From top 20 institutions,"U. Washington, Seattle",3,20,22,7,15
