table_id,row_id,occupation_employer_tenure_status_and_sex_full_path,occupation_employer_tenure_status_and_sex_level_1,occupation_employer_tenure_status_and_sex_level_2,occupation_employer_tenure_status_and_sex_level_3,occupation_employer_tenure_status_and_sex_level_4,occupation_employer_tenure_status_and_sex_level_5,occupation_employer_tenure_status_and_sex_level_6,occupation_employer_tenure_status_and_sex_level_7,occupation_employer_tenure_status_and_sex_hierarchy_depth,field_total,field_all_employed_benefit_available_on_principal_job_health_insurance,field_all_employed_benefit_available_on_principal_job_pension_or_retirement_plan,field_all_employed_benefit_available_on_principal_job_profit_sharing_plan,field_all_employed_benefit_available_on_principal_job_paid_vacation_sick_or_personal_days,field_median_salary_for_full_time_employed_a
3327,r216,All occupations -> S&E-related occupations<sup>e</sup> -> Government,All occupations,S&E-related occupations<sup>e</sup>,Government,,,,,3,8850,8300,7950,1100,8250,132000
3327,r217,All occupations -> S&E-related occupations<sup>e</sup> -> Private sector (profit and nonprofit),All occupations,S&E-related occupations<sup>e</sup>,Private sector (profit and nonprofit),,,,,3,41750,36050,32000,15250,35750,166000
3327,r218,All occupations -> S&E-related occupations<sup>e</sup> -> Female,All occupations,S&E-related occupations<sup>e</sup>,Female,,,,,3,40750,36200,34000,7000,34000,105000
3327,r219,All occupations -> S&E-related occupations<sup>e</sup> -> Female -> 4-year educational institutions<sup>b</sup>,All occupations,S&E-related occupations<sup>e</sup>,Female,4-year educational institutions<sup>b</sup>,,,,4,18700,17700,17050,1500,15450,94000
3327,r220,All occupations -> S&E-related occupations<sup>e</sup> -> Female -> 4-year educational institutions<sup>b</sup> -> Tenure or on tenure track,All occupations,S&E-related occupations<sup>e</sup>,Female,4-year educational institutions<sup>b</sup>,Tenure or on tenure track,,,5,10200,9950,9900,700,8250,100000
3327,r221,All occupations -> S&E-related occupations<sup>e</sup> -> Female -> 4-year educational institutions<sup>b</sup> -> Not tenure track or tenure not applicable,All occupations,S&E-related occupations<sup>e</sup>,Female,4-year educational institutions<sup>b</sup>,Not tenure track or tenure not applicable,,,5,8500,7750,7150,800,7200,85000
3327,r222,All occupations -> S&E-related occupations<sup>e</sup> -> Female -> Other educational institutions<sup>c</sup>,All occupations,S&E-related occupations<sup>e</sup>,Female,Other educational institutions<sup>c</sup>,,,,4,2850,2400,2250,150,2450,65000
3327,r223,All occupations -> S&E-related occupations<sup>e</sup> -> Female -> Government,All occupations,S&E-related occupations<sup>e</sup>,Female,Government,,,,4,4000,3700,3550,650,3700,126000
3327,r224,All occupations -> S&E-related occupations<sup>e</sup> -> Female -> Private sector (profit and nonprofit),All occupations,S&E-related occupations<sup>e</sup>,Female,Private sector (profit and nonprofit),,,,4,15150,12350,11150,4700,12400,134000
3327,r225,All occupations -> S&E-related occupations<sup>e</sup> -> Male,All occupations,S&E-related occupations<sup>e</sup>,Male,,,,,3,51600,47700,43500,12700,46100,154000
3327,r226,All occupations -> S&E-related occupations<sup>e</sup> -> Male -> 4-year educational institutions<sup>b</sup>,All occupations,S&E-related occupations<sup>e</sup>,Male,4-year educational institutions<sup>b</sup>,,,,4,17100,16550,15350,1650,15400,125000
3327,r227,All occupations -> S&E-related occupations<sup>e</sup> -> Male -> 4-year educational institutions<sup>b</sup> -> Tenure or on tenure track,All occupations,S&E-related occupations<sup>e</sup>,Male,4-year educational institutions<sup>b</sup>,Tenure or on tenure track,,,5,8850,8750,8550,750,8000,139000
3327,r228,All occupations -> S&E-related occupations<sup>e</sup> -> Male -> 4-year educational institutions<sup>b</sup> -> Not tenure track or tenure not applicable,All occupations,S&E-related occupations<sup>e</sup>,Male,4-year educational institutions<sup>b</sup>,Not tenure track or tenure not applicable,,,5,8250,7800,6800,900,7400,115000
3327,r229,All occupations -> S&E-related occupations<sup>e</sup> -> Male -> Other educational institutions<sup>c</sup>,All occupations,S&E-related occupations<sup>e</sup>,Male,Other educational institutions<sup>c</sup>,,,,4,3150,2850,2850,S,2800,66000
3327,r230,All occupations -> S&E-related occupations<sup>e</sup> -> Male -> Government,All occupations,S&E-related occupations<sup>e</sup>,Male,Government,,,,4,4800,4600,4400,450,4550,139000
3327,r231,All occupations -> S&E-related occupations<sup>e</sup> -> Male -> Private sector (profit and nonprofit),All occupations,S&E-related occupations<sup>e</sup>,Male,Private sector (profit and nonprofit),,,,4,26550,23700,20850,10550,23350,184000
3327,r232,All occupations -> Non-S&E occupations<sup>f</sup>,All occupations,Non-S&E occupations<sup>f</sup>,,,,,,2,151500,120000,108600,37250,117900,138000
3327,r233,All occupations -> Non-S&E occupations<sup>f</sup> -> 4-year educational institutions<sup>b</sup>,All occupations,Non-S&E occupations<sup>f</sup>,4-year educational institutions<sup>b</sup>,,,,,3,42300,39750,38950,2500,34900,120000
3327,r234,All occupations -> Non-S&E occupations<sup>f</sup> -> 4-year educational institutions<sup>b</sup> -> Tenure or on tenure track,All occupations,Non-S&E occupations<sup>f</sup>,4-year educational institutions<sup>b</sup>,Tenure or on tenure track,,,,4,23350,23100,22650,1300,19250,140000
3327,r235,All occupations -> Non-S&E occupations<sup>f</sup> -> 4-year educational institutions<sup>b</sup> -> Not tenure track or tenure not applicable,All occupations,Non-S&E occupations<sup>f</sup>,4-year educational institutions<sup>b</sup>,Not tenure track or tenure not applicable,,,,4,18950,16650,16300,1150,15650,98000
3327,r236,All occupations -> Non-S&E occupations<sup>f</sup> -> Other educational institutions<sup>c</sup>,All occupations,Non-S&E occupations<sup>f</sup>,Other educational institutions<sup>c</sup>,,,,,3,6400,4800,4650,550,5000,94000
3327,r237,All occupations -> Non-S&E occupations<sup>f</sup> -> Government,All occupations,Non-S&E occupations<sup>f</sup>,Government,,,,,3,10600,9450,9350,1600,9650,129000
3327,r238,All occupations -> Non-S&E occupations<sup>f</sup> -> Private sector (profit and nonprofit),All occupations,Non-S&E occupations<sup>f</sup>,Private sector (profit and nonprofit),,,,,3,92250,66000,55650,32600,68350,151000
3327,r239,All occupations -> Non-S&E occupations<sup>f</sup> -> Female,All occupations,Non-S&E occupations<sup>f</sup>,Female,,,,,3,62750,49000,44850,12350,48200,114000
3327,r240,All occupations -> Non-S&E occupations<sup>f</sup> -> Female -> 4-year educational institutions<sup>b</sup>,All occupations,Non-S&E occupations<sup>f</sup>,Female,4-year educational institutions<sup>b</sup>,,,,4,19750,18400,18000,1350,16450,100000
3327,r241,All occupations -> Non-S&E occupations<sup>f</sup> -> Female -> 4-year educational institutions<sup>b</sup> -> Tenure or on tenure track,All occupations,Non-S&E occupations<sup>f</sup>,Female,4-year educational institutions<sup>b</sup>,Tenure or on tenure track,,,5,8800,8700,8500,550,7300,125000
3327,r242,All occupations -> Non-S&E occupations<sup>f</sup> -> Female -> 4-year educational institutions<sup>b</sup> -> Not tenure track or tenure not applicable,All occupations,Non-S&E occupations<sup>f</sup>,Female,4-year educational institutions<sup>b</sup>,Not tenure track or tenure not applicable,,,5,10950,9700,9500,800,9200,90000
3327,r243,All occupations -> Non-S&E occupations<sup>f</sup> -> Female -> Other educational institutions<sup>c</sup>,All occupations,Non-S&E occupations<sup>f</sup>,Female,Other educational institutions<sup>c</sup>,,,,4,4150,3050,2950,400,3250,87000
3327,r244,All occupations -> Non-S&E occupations<sup>f</sup> -> Female -> Government,All occupations,Non-S&E occupations<sup>f</sup>,Female,Government,,,,4,4600,4200,4150,700,4250,123000
3327,r245,All occupations -> Non-S&E occupations<sup>f</sup> -> Female -> Private sector (profit and nonprofit),All occupations,Non-S&E occupations<sup>f</sup>,Female,Private sector (profit and nonprofit),,,,4,34250,23350,19750,9900,24250,125000
3327,r246,All occupations -> Non-S&E occupations<sup>f</sup> -> Male,All occupations,Non-S&E occupations<sup>f</sup>,Male,,,,,3,88750,71000,63750,24900,69700,156000
3327,r247,All occupations -> Non-S&E occupations<sup>f</sup> -> Male -> 4-year educational institutions<sup>b</sup>,All occupations,Non-S&E occupations<sup>f</sup>,Male,4-year educational institutions<sup>b</sup>,,,,4,22500,21350,20950,1150,18400,140000
3327,r248,All occupations -> Non-S&E occupations<sup>f</sup> -> Male -> 4-year educational institutions<sup>b</sup> -> Tenure or on tenure track,All occupations,Non-S&E occupations<sup>f</sup>,Male,4-year educational institutions<sup>b</sup>,Tenure or on tenure track,,,5,14500,14400,14150,750,11950,156000
3327,r249,All occupations -> Non-S&E occupations<sup>f</sup> -> Male -> 4-year educational institutions<sup>b</sup> -> Not tenure track or tenure not applicable,All occupations,Non-S&E occupations<sup>f</sup>,Male,4-year educational institutions<sup>b</sup>,Not tenure track or tenure not applicable,,,5,8000,6950,6800,350,6450,116000
3327,r250,All occupations -> Non-S&E occupations<sup>f</sup> -> Male -> Other educational institutions<sup>c</sup>,All occupations,Non-S&E occupations<sup>f</sup>,Male,Other educational institutions<sup>c</sup>,,,,4,2250,1750,1700,150,1800,112000
3327,r251,All occupations -> Non-S&E occupations<sup>f</sup> -> Male -> Government,All occupations,Non-S&E occupations<sup>f</sup>,Male,Government,,,,4,6000,5250,5200,950,5400,130000
3327,r252,All occupations -> Non-S&E occupations<sup>f</sup> -> Male -> Private sector (profit and nonprofit),All occupations,Non-S&E occupations<sup>f</sup>,Male,Private sector (profit and nonprofit),,,,4,58000,42650,35900,22650,44100,174000
