table_id,row_id,time_period,all_doctoral_scientists_and_engineers_level_1,all_doctoral_scientists_and_engineers_level_2,all_doctoral_scientists_and_engineers_level_3,all_doctoral_scientists_and_engineers_hierarchy_depth,value
6341,r490,Total -> Field of degree -> Health,All doctoral scientists and engineers,SE,,2,425
6341,r491,Total -> Field of degree -> Health,Not working in 2015,Total,Number,3,2350
6341,r492,Total -> Field of degree -> Health,Not working in 2015,Total,SE,3,200
6341,r493,Total -> Field of degree -> Health,Not working in 2015,Employed in 2017,Number,3,650
6341,r494,Total -> Field of degree -> Health,Not working in 2015,Employed in 2017,SE,3,125
6341,r495,Total -> Field of degree -> Health,Not working in 2015,Unemployed in 2017,Number,3,150
6341,r496,Total -> Field of degree -> Health,Not working in 2015,Unemployed in 2017,SE,3,50
6341,r497,Total -> Field of degree -> Health,Not working in 2015,Not in labor force in 2017,Number,3,1600
6341,r498,Total -> Field of degree -> Health,Not working in 2015,Not in labor force in 2017,SE,3,200
6341,r499,Total -> Field of degree -> Health,Not working in 2015,Employed in 2019,Number,3,700
6341,r500,Total -> Field of degree -> Health,Not working in 2015,Employed in 2019,SE,3,125
6341,r501,Total -> Field of degree -> Health,Not working in 2015,Unemployed in 2019,Number,3,150
6341,r502,Total -> Field of degree -> Health,Not working in 2015,Unemployed in 2019,SE,3,75
6341,r503,Total -> Field of degree -> Health,Not working in 2015,Not in labor force in 2019,Number,3,1550
6341,r504,Total -> Field of degree -> Health,Not working in 2015,Not in labor force in 2019,SE,3,200
6341,r505,Total -> Field of degree -> Health,Working in 2015,Total,Number,3,35200
6341,r506,Total -> Field of degree -> Health,Working in 2015,Total,SE,3,450
6341,r507,Total -> Field of degree -> Health,Working in 2015,Employed in 2017,Number,3,33650
6341,r508,Total -> Field of degree -> Health,Working in 2015,Employed in 2017,SE,3,450
6341,r509,Total -> Field of degree -> Health,Working in 2015,Unemployed in 2017,Number,3,350
6341,r510,Total -> Field of degree -> Health,Working in 2015,Unemployed in 2017,SE,3,100
6341,r511,Total -> Field of degree -> Health,Working in 2015,Not in labor force in 2017,Number,3,1200
6341,r512,Total -> Field of degree -> Health,Working in 2015,Not in labor force in 2017,SE,3,200
6341,r513,Total -> Field of degree -> Health,Working in 2015,Employed in 2019,Number,3,32500
6341,r514,Total -> Field of degree -> Health,Working in 2015,Employed in 2019,SE,3,525
6341,r515,Total -> Field of degree -> Health,Working in 2015,Unemployed in 2019,Number,3,300
6341,r516,Total -> Field of degree -> Health,Working in 2015,Unemployed in 2019,SE,3,125
6341,r517,Total -> Field of degree -> Health,Working in 2015,Not in labor force in 2019,Number,3,2400
6341,r518,Total -> Field of degree -> Health,Working in 2015,Not in labor force in 2019,SE,3,275
6341,r519,Total -> Years since degree -> &#8804; 10 years,All doctoral scientists and engineers,Total,,2,164250
6341,r520,Total -> Years since degree -> &#8804; 10 years,All doctoral scientists and engineers,SE,,2,675
6341,r521,Total -> Years since degree -> &#8804; 10 years,Not working in 2015,Total,Number,3,7200
6341,r522,Total -> Years since degree -> &#8804; 10 years,Not working in 2015,Total,SE,3,375
6341,r523,Total -> Years since degree -> &#8804; 10 years,Not working in 2015,Employed in 2017,Number,3,4650
6341,r524,Total -> Years since degree -> &#8804; 10 years,Not working in 2015,Employed in 2017,SE,3,300
6341,r525,Total -> Years since degree -> &#8804; 10 years,Not working in 2015,Unemployed in 2017,Number,3,450
6341,r526,Total -> Years since degree -> &#8804; 10 years,Not working in 2015,Unemployed in 2017,SE,3,100
6341,r527,Total -> Years since degree -> &#8804; 10 years,Not working in 2015,Not in labor force in 2017,Number,3,2100
6341,r528,Total -> Years since degree -> &#8804; 10 years,Not working in 2015,Not in labor force in 2017,SE,3,225
6341,r529,Total -> Years since degree -> &#8804; 10 years,Not working in 2015,Employed in 2019,Number,3,5100
6341,r530,Total -> Years since degree -> &#8804; 10 years,Not working in 2015,Employed in 2019,SE,3,325
6341,r531,Total -> Years since degree -> &#8804; 10 years,Not working in 2015,Unemployed in 2019,Number,3,500
6341,r532,Total -> Years since degree -> &#8804; 10 years,Not working in 2015,Unemployed in 2019,SE,3,100
6341,r533,Total -> Years since degree -> &#8804; 10 years,Not working in 2015,Not in labor force in 2019,Number,3,1600
6341,r534,Total -> Years since degree -> &#8804; 10 years,Not working in 2015,Not in labor force in 2019,SE,3,175
6341,r535,Total -> Years since degree -> &#8804; 10 years,Working in 2015,Total,Number,3,157050
6341,r536,Total -> Years since degree -> &#8804; 10 years,Working in 2015,Total,SE,3,750
6341,r537,Total -> Years since degree -> &#8804; 10 years,Working in 2015,Employed in 2017,Number,3,152950
6341,r538,Total -> Years since degree -> &#8804; 10 years,Working in 2015,Employed in 2017,SE,3,800
6341,r539,Total -> Years since degree -> &#8804; 10 years,Working in 2015,Unemployed in 2017,Number,3,2450
6341,r540,Total -> Years since degree -> &#8804; 10 years,Working in 2015,Unemployed in 2017,SE,3,225
6341,r541,Total -> Years since degree -> &#8804; 10 years,Working in 2015,Not in labor force in 2017,Number,3,1700
6341,r542,Total -> Years since degree -> &#8804; 10 years,Working in 2015,Not in labor force in 2017,SE,3,200
6341,r543,Total -> Years since degree -> &#8804; 10 years,Working in 2015,Employed in 2019,Number,3,152650
6341,r544,Total -> Years since degree -> &#8804; 10 years,Working in 2015,Employed in 2019,SE,3,850
6341,r545,Total -> Years since degree -> &#8804; 10 years,Working in 2015,Unemployed in 2019,Number,3,1700
6341,r546,Total -> Years since degree -> &#8804; 10 years,Working in 2015,Unemployed in 2019,SE,3,225
6341,r547,Total -> Years since degree -> &#8804; 10 years,Working in 2015,Not in labor force in 2019,Number,3,2700
6341,r548,Total -> Years since degree -> &#8804; 10 years,Working in 2015,Not in labor force in 2019,SE,3,250
6341,r549,Total -> Years since degree -> 11&#8211;20 years,All doctoral scientists and engineers,Total,,2,291850
6341,r550,Total -> Years since degree -> 11&#8211;20 years,All doctoral scientists and engineers,SE,,2,1000
6341,r551,Total -> Years since degree -> 11&#8211;20 years,Not working in 2015,Total,Number,3,10650
6341,r552,Total -> Years since degree -> 11&#8211;20 years,Not working in 2015,Total,SE,3,500
6341,r553,Total -> Years since degree -> 11&#8211;20 years,Not working in 2015,Employed in 2017,Number,3,4600
6341,r554,Total -> Years since degree -> 11&#8211;20 years,Not working in 2015,Employed in 2017,SE,3,325
6341,r555,Total -> Years since degree -> 11&#8211;20 years,Not working in 2015,Unemployed in 2017,Number,3,1100
6341,r556,Total -> Years since degree -> 11&#8211;20 years,Not working in 2015,Unemployed in 2017,SE,3,150
6341,r557,Total -> Years since degree -> 11&#8211;20 years,Not working in 2015,Not in labor force in 2017,Number,3,4950
6341,r558,Total -> Years since degree -> 11&#8211;20 years,Not working in 2015,Not in labor force in 2017,SE,3,350
6341,r559,Total -> Years since degree -> 11&#8211;20 years,Not working in 2015,Employed in 2019,Number,3,5600
6341,r560,Total -> Years since degree -> 11&#8211;20 years,Not working in 2015,Employed in 2019,SE,3,375
6341,r561,Total -> Years since degree -> 11&#8211;20 years,Not working in 2015,Unemployed in 2019,Number,3,650
6341,r562,Total -> Years since degree -> 11&#8211;20 years,Not working in 2015,Unemployed in 2019,SE,3,125
6341,r563,Total -> Years since degree -> 11&#8211;20 years,Not working in 2015,Not in labor force in 2019,Number,3,4400
6341,r564,Total -> Years since degree -> 11&#8211;20 years,Not working in 2015,Not in labor force in 2019,SE,3,300
6341,r565,Total -> Years since degree -> 11&#8211;20 years,Working in 2015,Total,Number,3,281200
6341,r566,Total -> Years since degree -> 11&#8211;20 years,Working in 2015,Total,SE,3,1025
6341,r567,Total -> Years since degree -> 11&#8211;20 years,Working in 2015,Employed in 2017,Number,3,275350
6341,r568,Total -> Years since degree -> 11&#8211;20 years,Working in 2015,Employed in 2017,SE,3,1075
6341,r569,Total -> Years since degree -> 11&#8211;20 years,Working in 2015,Unemployed in 2017,Number,3,3050
6341,r570,Total -> Years since degree -> 11&#8211;20 years,Working in 2015,Unemployed in 2017,SE,3,325
6341,r571,Total -> Years since degree -> 11&#8211;20 years,Working in 2015,Not in labor force in 2017,Number,3,2800
6341,r572,Total -> Years since degree -> 11&#8211;20 years,Working in 2015,Not in labor force in 2017,SE,3,300
6341,r573,Total -> Years since degree -> 11&#8211;20 years,Working in 2015,Employed in 2019,Number,3,274200
6341,r574,Total -> Years since degree -> 11&#8211;20 years,Working in 2015,Employed in 2019,SE,3,1125
6341,r575,Total -> Years since degree -> 11&#8211;20 years,Working in 2015,Unemployed in 2019,Number,3,2850
6341,r576,Total -> Years since degree -> 11&#8211;20 years,Working in 2015,Unemployed in 2019,SE,3,325
6341,r577,Total -> Years since degree -> 11&#8211;20 years,Working in 2015,Not in labor force in 2019,Number,3,4200
6341,r578,Total -> Years since degree -> 11&#8211;20 years,Working in 2015,Not in labor force in 2019,SE,3,350
6341,r579,Total -> Years since degree -> 21&#8211;30 years,All doctoral scientists and engineers,Total,,2,243350
6341,r580,Total -> Years since degree -> 21&#8211;30 years,All doctoral scientists and engineers,SE,,2,1325
6341,r581,Total -> Years since degree -> 21&#8211;30 years,Not working in 2015,Total,Number,3,11750
6341,r582,Total -> Years since degree -> 21&#8211;30 years,Not working in 2015,Total,SE,3,575
6341,r583,Total -> Years since degree -> 21&#8211;30 years,Not working in 2015,Employed in 2017,Number,3,3400
6341,r584,Total -> Years since degree -> 21&#8211;30 years,Not working in 2015,Employed in 2017,SE,3,325
6341,r585,Total -> Years since degree -> 21&#8211;30 years,Not working in 2015,Unemployed in 2017,Number,3,1400
6341,r586,Total -> Years since degree -> 21&#8211;30 years,Not working in 2015,Unemployed in 2017,SE,3,225
6341,r587,Total -> Years since degree -> 21&#8211;30 years,Not working in 2015,Not in labor force in 2017,Number,3,6900
6341,r588,Total -> Years since degree -> 21&#8211;30 years,Not working in 2015,Not in labor force in 2017,SE,3,425
6341,r589,Total -> Years since degree -> 21&#8211;30 years,Not working in 2015,Employed in 2019,Number,3,3800
6341,r590,Total -> Years since degree -> 21&#8211;30 years,Not working in 2015,Employed in 2019,SE,3,375
6341,r591,Total -> Years since degree -> 21&#8211;30 years,Not working in 2015,Unemployed in 2019,Number,3,850
6341,r592,Total -> Years since degree -> 21&#8211;30 years,Not working in 2015,Unemployed in 2019,SE,3,175
6341,r593,Total -> Years since degree -> 21&#8211;30 years,Not working in 2015,Not in labor force in 2019,Number,3,7100
6341,r594,Total -> Years since degree -> 21&#8211;30 years,Not working in 2015,Not in labor force in 2019,SE,3,425
6341,r595,Total -> Years since degree -> 21&#8211;30 years,Working in 2015,Total,Number,3,231600
6341,r596,Total -> Years since degree -> 21&#8211;30 years,Working in 2015,Total,SE,3,1375
6341,r597,Total -> Years since degree -> 21&#8211;30 years,Working in 2015,Employed in 2017,Number,3,224000
6341,r598,Total -> Years since degree -> 21&#8211;30 years,Working in 2015,Employed in 2017,SE,3,1425
6341,r599,Total -> Years since degree -> 21&#8211;30 years,Working in 2015,Unemployed in 2017,Number,3,2350
6341,r600,Total -> Years since degree -> 21&#8211;30 years,Working in 2015,Unemployed in 2017,SE,3,300
6341,r601,Total -> Years since degree -> 21&#8211;30 years,Working in 2015,Not in labor force in 2017,Number,3,5250
6341,r602,Total -> Years since degree -> 21&#8211;30 years,Working in 2015,Not in labor force in 2017,SE,3,375
6341,r603,Total -> Years since degree -> 21&#8211;30 years,Working in 2015,Employed in 2019,Number,3,216350
6341,r604,Total -> Years since degree -> 21&#8211;30 years,Working in 2015,Employed in 2019,SE,3,1425
6341,r605,Total -> Years since degree -> 21&#8211;30 years,Working in 2015,Unemployed in 2019,Number,3,2800
6341,r606,Total -> Years since degree -> 21&#8211;30 years,Working in 2015,Unemployed in 2019,SE,3,375
6341,r607,Total -> Years since degree -> 21&#8211;30 years,Working in 2015,Not in labor force in 2019,Number,3,12500
6341,r608,Total -> Years since degree -> 21&#8211;30 years,Working in 2015,Not in labor force in 2019,SE,3,600
6341,r609,Total -> Years since degree -> > 30 years,All doctoral scientists and engineers,Total,,2,156600
6341,r610,Total -> Years since degree -> > 30 years,All doctoral scientists and engineers,SE,,2,1225
6341,r611,Total -> Years since degree -> > 30 years,Not working in 2015,Total,Number,3,19150
6341,r612,Total -> Years since degree -> > 30 years,Not working in 2015,Total,SE,3,600
6341,r613,Total -> Years since degree -> > 30 years,Not working in 2015,Employed in 2017,Number,3,2350
6341,r614,Total -> Years since degree -> > 30 years,Not working in 2015,Employed in 2017,SE,3,250
6341,r615,Total -> Years since degree -> > 30 years,Not working in 2015,Unemployed in 2017,Number,3,1250
6341,r616,Total -> Years since degree -> > 30 years,Not working in 2015,Unemployed in 2017,SE,3,225
6341,r617,Total -> Years since degree -> > 30 years,Not working in 2015,Not in labor force in 2017,Number,3,15550
6341,r618,Total -> Years since degree -> > 30 years,Not working in 2015,Not in labor force in 2017,SE,3,550
6341,r619,Total -> Years since degree -> > 30 years,Not working in 2015,Employed in 2019,Number,3,2700
6341,r620,Total -> Years since degree -> > 30 years,Not working in 2015,Employed in 2019,SE,3,325
6341,r621,Total -> Years since degree -> > 30 years,Not working in 2015,Unemployed in 2019,Number,3,650
6341,r622,Total -> Years since degree -> > 30 years,Not working in 2015,Unemployed in 2019,SE,3,175
6341,r623,Total -> Years since degree -> > 30 years,Not working in 2015,Not in labor force in 2019,Number,3,15800
6341,r624,Total -> Years since degree -> > 30 years,Not working in 2015,Not in labor force in 2019,SE,3,575
6341,r625,Total -> Years since degree -> > 30 years,Working in 2015,Total,Number,3,137450
6341,r626,Total -> Years since degree -> > 30 years,Working in 2015,Total,SE,3,1175
6341,r627,Total -> Years since degree -> > 30 years,Working in 2015,Employed in 2017,Number,3,125150
6341,r628,Total -> Years since degree -> > 30 years,Working in 2015,Employed in 2017,SE,3,1225
6341,r629,Total -> Years since degree -> > 30 years,Working in 2015,Unemployed in 2017,Number,3,1650
6341,r630,Total -> Years since degree -> > 30 years,Working in 2015,Unemployed in 2017,SE,3,250
6341,r631,Total -> Years since degree -> > 30 years,Working in 2015,Not in labor force in 2017,Number,3,10650
6341,r632,Total -> Years since degree -> > 30 years,Working in 2015,Not in labor force in 2017,SE,3,625
6341,r633,Total -> Years since degree -> > 30 years,Working in 2015,Employed in 2019,Number,3,113250
6341,r634,Total -> Years since degree -> > 30 years,Working in 2015,Employed in 2019,SE,3,1175
6341,r635,Total -> Years since degree -> > 30 years,Working in 2015,Unemployed in 2019,Number,3,1200
6341,r636,Total -> Years since degree -> > 30 years,Working in 2015,Unemployed in 2019,SE,3,225
6341,r637,Total -> Years since degree -> > 30 years,Working in 2015,Not in labor force in 2019,Number,3,23000
6341,r638,Total -> Years since degree -> > 30 years,Working in 2015,Not in labor force in 2019,SE,3,800
6341,r639,Total -> Residence location in 2015 -> U.S. residing,All doctoral scientists and engineers,Total,,2,742750
6341,r640,Total -> Residence location in 2015 -> U.S. residing,All doctoral scientists and engineers,SE,,2,1850
6341,r641,Total -> Residence location in 2015 -> U.S. residing,Not working in 2015,Total,Number,3,44900
6341,r642,Total -> Residence location in 2015 -> U.S. residing,Not working in 2015,Total,SE,3,900
6341,r643,Total -> Residence location in 2015 -> U.S. residing,Not working in 2015,Employed in 2017,Number,3,13100
6341,r644,Total -> Residence location in 2015 -> U.S. residing,Not working in 2015,Employed in 2017,SE,3,600
6341,r645,Total -> Residence location in 2015 -> U.S. residing,Not working in 2015,Unemployed in 2017,Number,3,3800
6341,r646,Total -> Residence location in 2015 -> U.S. residing,Not working in 2015,Unemployed in 2017,SE,3,325
6341,r647,Total -> Residence location in 2015 -> U.S. residing,Not working in 2015,Not in labor force in 2017,Number,3,28050
6341,r648,Total -> Residence location in 2015 -> U.S. residing,Not working in 2015,Not in labor force in 2017,SE,3,750
6341,r649,Total -> Residence location in 2015 -> U.S. residing,Not working in 2015,Employed in 2019,Number,3,15200
6341,r650,Total -> Residence location in 2015 -> U.S. residing,Not working in 2015,Employed in 2019,SE,3,700
6341,r651,Total -> Residence location in 2015 -> U.S. residing,Not working in 2015,Unemployed in 2019,Number,3,2400
6341,r652,Total -> Residence location in 2015 -> U.S. residing,Not working in 2015,Unemployed in 2019,SE,3,300
6341,r653,Total -> Residence location in 2015 -> U.S. residing,Not working in 2015,Not in labor force in 2019,Number,3,27350
6341,r654,Total -> Residence location in 2015 -> U.S. residing,Not working in 2015,Not in labor force in 2019,SE,3,700
6341,r655,Total -> Residence location in 2015 -> U.S. residing,Working in 2015,Total,Number,3,697850
6341,r656,Total -> Residence location in 2015 -> U.S. residing,Working in 2015,Total,SE,3,1875
6341,r657,Total -> Residence location in 2015 -> U.S. residing,Working in 2015,Employed in 2017,Number,3,671550
6341,r658,Total -> Residence location in 2015 -> U.S. residing,Working in 2015,Employed in 2017,SE,3,2000
6341,r659,Total -> Residence location in 2015 -> U.S. residing,Working in 2015,Unemployed in 2017,Number,3,8250
6341,r660,Total -> Residence location in 2015 -> U.S. residing,Working in 2015,Unemployed in 2017,SE,3,625
6341,r661,Total -> Residence location in 2015 -> U.S. residing,Working in 2015,Not in labor force in 2017,Number,3,18000
6341,r662,Total -> Residence location in 2015 -> U.S. residing,Working in 2015,Not in labor force in 2017,SE,3,650
6341,r663,Total -> Residence location in 2015 -> U.S. residing,Working in 2015,Employed in 2019,Number,3,652950
6341,r664,Total -> Residence location in 2015 -> U.S. residing,Working in 2015,Employed in 2019,SE,3,1925
6341,r665,Total -> Residence location in 2015 -> U.S. residing,Working in 2015,Unemployed in 2019,Number,3,7600
6341,r666,Total -> Residence location in 2015 -> U.S. residing,Working in 2015,Unemployed in 2019,SE,3,650
6341,r667,Total -> Residence location in 2015 -> U.S. residing,Working in 2015,Not in labor force in 2019,Number,3,37300
6341,r668,Total -> Residence location in 2015 -> U.S. residing,Working in 2015,Not in labor force in 2019,SE,3,950
6341,r669,Total -> Residence location in 2015 -> Non-U.S. residing,All doctoral scientists and engineers,Total,,2,113300
6341,r670,Total -> Residence location in 2015 -> Non-U.S. residing,All doctoral scientists and engineers,SE,,2,1250
6341,r671,Total -> Residence location in 2015 -> Non-U.S. residing,Not working in 2015,Total,Number,3,3850
6341,r672,Total -> Residence location in 2015 -> Non-U.S. residing,Not working in 2015,Total,SE,3,325
6341,r673,Total -> Residence location in 2015 -> Non-U.S. residing,Not working in 2015,Employed in 2017,Number,3,1900
6341,r674,Total -> Residence location in 2015 -> Non-U.S. residing,Not working in 2015,Employed in 2017,SE,3,250
6341,r675,Total -> Residence location in 2015 -> Non-U.S. residing,Not working in 2015,Unemployed in 2017,Number,3,450
6341,r676,Total -> Residence location in 2015 -> Non-U.S. residing,Not working in 2015,Unemployed in 2017,SE,3,125
6341,r677,Total -> Residence location in 2015 -> Non-U.S. residing,Not working in 2015,Not in labor force in 2017,Number,3,1500
6341,r678,Total -> Residence location in 2015 -> Non-U.S. residing,Not working in 2015,Not in labor force in 2017,SE,3,200
6341,r679,Total -> Residence location in 2015 -> Non-U.S. residing,Not working in 2015,Employed in 2019,Number,3,1950
6341,r680,Total -> Residence location in 2015 -> Non-U.S. residing,Not working in 2015,Employed in 2019,SE,3,225
6341,r681,Total -> Residence location in 2015 -> Non-U.S. residing,Not working in 2015,Unemployed in 2019,Number,3,350
6341,r682,Total -> Residence location in 2015 -> Non-U.S. residing,Not working in 2015,Unemployed in 2019,SE,3,125
6341,r683,Total -> Residence location in 2015 -> Non-U.S. residing,Not working in 2015,Not in labor force in 2019,Number,3,1500
6341,r684,Total -> Residence location in 2015 -> Non-U.S. residing,Not working in 2015,Not in labor force in 2019,SE,3,200
6341,r685,Total -> Residence location in 2015 -> Non-U.S. residing,Working in 2015,Total,Number,3,109450
6341,r686,Total -> Residence location in 2015 -> Non-U.S. residing,Working in 2015,Total,SE,3,1225
6341,r687,Total -> Residence location in 2015 -> Non-U.S. residing,Working in 2015,Employed in 2017,Number,3,105850
6341,r688,Total -> Residence location in 2015 -> Non-U.S. residing,Working in 2015,Employed in 2017,SE,3,1200
6341,r689,Total -> Residence location in 2015 -> Non-U.S. residing,Working in 2015,Unemployed in 2017,Number,3,1250
6341,r690,Total -> Residence location in 2015 -> Non-U.S. residing,Working in 2015,Unemployed in 2017,SE,3,200
6341,r691,Total -> Residence location in 2015 -> Non-U.S. residing,Working in 2015,Not in labor force in 2017,Number,3,2350
6341,r692,Total -> Residence location in 2015 -> Non-U.S. residing,Working in 2015,Not in labor force in 2017,SE,3,300
6341,r693,Total -> Residence location in 2015 -> Non-U.S. residing,Working in 2015,Employed in 2019,Number,3,103450
6341,r694,Total -> Residence location in 2015 -> Non-U.S. residing,Working in 2015,Employed in 2019,SE,3,1275
6341,r695,Total -> Residence location in 2015 -> Non-U.S. residing,Working in 2015,Unemployed in 2019,Number,3,900
6341,r696,Total -> Residence location in 2015 -> Non-U.S. residing,Working in 2015,Unemployed in 2019,SE,3,175
6341,r697,Total -> Residence location in 2015 -> Non-U.S. residing,Working in 2015,Not in labor force in 2019,Number,3,5050
6341,r698,Total -> Residence location in 2015 -> Non-U.S. residing,Working in 2015,Not in labor force in 2019,SE,3,350
6341,r699,Total -> Disability status in 2015 -> With disability,All doctoral scientists and engineers,Total,,2,71700
6341,r700,Total -> Disability status in 2015 -> With disability,All doctoral scientists and engineers,SE,,2,1250
6341,r701,Total -> Disability status in 2015 -> With disability,Not working in 2015,Total,Number,3,6450
6341,r702,Total -> Disability status in 2015 -> With disability,Not working in 2015,Total,SE,3,375
6341,r703,Total -> Disability status in 2015 -> With disability,Not working in 2015,Employed in 2017,Number,3,1600
6341,r704,Total -> Disability status in 2015 -> With disability,Not working in 2015,Employed in 2017,SE,3,225
6341,r705,Total -> Disability status in 2015 -> With disability,Not working in 2015,Unemployed in 2017,Number,3,700
6341,r706,Total -> Disability status in 2015 -> With disability,Not working in 2015,Unemployed in 2017,SE,3,150
6341,r707,Total -> Disability status in 2015 -> With disability,Not working in 2015,Not in labor force in 2017,Number,3,4150
6341,r708,Total -> Disability status in 2015 -> With disability,Not working in 2015,Not in labor force in 2017,SE,3,350
6341,r709,Total -> Disability status in 2015 -> With disability,Not working in 2015,Employed in 2019,Number,3,1650
6341,r710,Total -> Disability status in 2015 -> With disability,Not working in 2015,Employed in 2019,SE,3,250
6341,r711,Total -> Disability status in 2015 -> With disability,Not working in 2015,Unemployed in 2019,Number,3,500
6341,r712,Total -> Disability status in 2015 -> With disability,Not working in 2015,Unemployed in 2019,SE,3,125
6341,r713,Total -> Disability status in 2015 -> With disability,Not working in 2015,Not in labor force in 2019,Number,3,4300
6341,r714,Total -> Disability status in 2015 -> With disability,Not working in 2015,Not in labor force in 2019,SE,3,350
6341,r715,Total -> Disability status in 2015 -> With disability,Working in 2015,Total,Number,3,65250
6341,r716,Total -> Disability status in 2015 -> With disability,Working in 2015,Total,SE,3,1250
6341,r717,Total -> Disability status in 2015 -> With disability,Working in 2015,Employed in 2017,Number,3,61900
6341,r718,Total -> Disability status in 2015 -> With disability,Working in 2015,Employed in 2017,SE,3,1225
6341,r719,Total -> Disability status in 2015 -> With disability,Working in 2015,Unemployed in 2017,Number,3,1200
6341,r720,Total -> Disability status in 2015 -> With disability,Working in 2015,Unemployed in 2017,SE,3,200
6341,r721,Total -> Disability status in 2015 -> With disability,Working in 2015,Not in labor force in 2017,Number,3,2150
6341,r722,Total -> Disability status in 2015 -> With disability,Working in 2015,Not in labor force in 2017,SE,3,275
6341,r723,Total -> Disability status in 2015 -> With disability,Working in 2015,Employed in 2019,Number,3,59300
6341,r724,Total -> Disability status in 2015 -> With disability,Working in 2015,Employed in 2019,SE,3,1200
6341,r725,Total -> Disability status in 2015 -> With disability,Working in 2015,Unemployed in 2019,Number,3,1150
6341,r726,Total -> Disability status in 2015 -> With disability,Working in 2015,Unemployed in 2019,SE,3,225
6341,r727,Total -> Disability status in 2015 -> With disability,Working in 2015,Not in labor force in 2019,Number,3,4800
6341,r728,Total -> Disability status in 2015 -> With disability,Working in 2015,Not in labor force in 2019,SE,3,375
6341,r729,Total -> Disability status in 2015 -> Without disability,All doctoral scientists and engineers,Total,,2,784350
6341,r730,Total -> Disability status in 2015 -> Without disability,All doctoral scientists and engineers,SE,,2,1950
6341,r731,Total -> Disability status in 2015 -> Without disability,Not working in 2015,Total,Number,3,42300
6341,r732,Total -> Disability status in 2015 -> Without disability,Not working in 2015,Total,SE,3,925
6341,r733,Total -> Disability status in 2015 -> Without disability,Not working in 2015,Employed in 2017,Number,3,13400
6341,r734,Total -> Disability status in 2015 -> Without disability,Not working in 2015,Employed in 2017,SE,3,575
6341,r735,Total -> Disability status in 2015 -> Without disability,Not working in 2015,Unemployed in 2017,Number,3,3500
6341,r736,Total -> Disability status in 2015 -> Without disability,Not working in 2015,Unemployed in 2017,SE,3,325
6341,r737,Total -> Disability status in 2015 -> Without disability,Not working in 2015,Not in labor force in 2017,Number,3,25350
6341,r738,Total -> Disability status in 2015 -> Without disability,Not working in 2015,Not in labor force in 2017,SE,3,750
6341,r739,Total -> Disability status in 2015 -> Without disability,Not working in 2015,Employed in 2019,Number,3,15500
6341,r740,Total -> Disability status in 2015 -> Without disability,Not working in 2015,Employed in 2019,SE,3,675
6341,r741,Total -> Disability status in 2015 -> Without disability,Not working in 2015,Unemployed in 2019,Number,3,2200
6341,r742,Total -> Disability status in 2015 -> Without disability,Not working in 2015,Unemployed in 2019,SE,3,300
6341,r743,Total -> Disability status in 2015 -> Without disability,Not working in 2015,Not in labor force in 2019,Number,3,24600
6341,r744,Total -> Disability status in 2015 -> Without disability,Not working in 2015,Not in labor force in 2019,SE,3,750
6341,r745,Total -> Disability status in 2015 -> Without disability,Working in 2015,Total,Number,3,742050
6341,r746,Total -> Disability status in 2015 -> Without disability,Working in 2015,Total,SE,3,2050
6341,r747,Total -> Disability status in 2015 -> Without disability,Working in 2015,Employed in 2017,Number,3,715500
6341,r748,Total -> Disability status in 2015 -> Without disability,Working in 2015,Employed in 2017,SE,3,2250
6341,r749,Total -> Disability status in 2015 -> Without disability,Working in 2015,Unemployed in 2017,Number,3,8300
6341,r750,Total -> Disability status in 2015 -> Without disability,Working in 2015,Unemployed in 2017,SE,3,550
6341,r751,Total -> Disability status in 2015 -> Without disability,Working in 2015,Not in labor force in 2017,Number,3,18250
6341,r752,Total -> Disability status in 2015 -> Without disability,Working in 2015,Not in labor force in 2017,SE,3,700
6341,r753,Total -> Disability status in 2015 -> Without disability,Working in 2015,Employed in 2019,Number,3,697150
6341,r754,Total -> Disability status in 2015 -> Without disability,Working in 2015,Employed in 2019,SE,3,2150
6341,r755,Total -> Disability status in 2015 -> Without disability,Working in 2015,Unemployed in 2019,Number,3,7400
6341,r756,Total -> Disability status in 2015 -> Without disability,Working in 2015,Unemployed in 2019,SE,3,625
6341,r757,Total -> Disability status in 2015 -> Without disability,Working in 2015,Not in labor force in 2019,Number,3,37550
6341,r758,Total -> Disability status in 2015 -> Without disability,Working in 2015,Not in labor force in 2019,SE,3,1000
6341,r759,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,All doctoral scientists and engineers,Total,,2,598950
6341,r760,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,All doctoral scientists and engineers,SE,,2,2075
6341,r761,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Not working in 2015,Total,Number,3,38000
6341,r762,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Not working in 2015,Total,SE,3,850
6341,r763,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Not working in 2015,Employed in 2017,Number,3,9850
6341,r764,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Not working in 2015,Employed in 2017,SE,3,450
6341,r765,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Not working in 2015,Unemployed in 2017,Number,3,2950
6341,r766,Total -> Citizenship at graduation -> U.S. citizen and permanent resident,Not working in 2015,Unemployed in 2017,SE,3,275
