table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_fields,field_agricultural_sciences,field_biological_and_biomedical_sciences,field_computer_and_information_sciences,field_engineering,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_health_sciences,field_mathematics_and_statistics,field_natural_resources_and_conservation,field_physical_sciences,field_psychology,field_social_sciences,field_other_fields_of_s_e
12845,r219,All institutions -> Miami U.,All institutions,Miami U.,2,218,"['234', '']","['0', '']","['64', '']","['5', '']","['21', '']","['16', '']","['6', '']","['*', '']","['10', '']","['66', '']","['25', '']","['8', '']","['13', '']"
12845,r220,"All institutions -> Texas Tech U., Health Sciences Center",All institutions,"Texas Tech U., Health Sciences Center",2,219,"['232', '']","['0', '']","['61', '']","['0', '']","['0', '']","['0', '']","['171', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r221,All institutions -> U. Texas Rio Grande Valley,All institutions,U. Texas Rio Grande Valley,2,220,"['230', '']","['2', '']","['14', '']","['4', '']","['33', '']","['23', '']","['70', '']","['0', '']","['0', '']","['69', '']","['8', '']","['1', '']","['7', '']"
12845,r222,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,221,"['230', '']","['0', '']","['85', '']","['17', '']","['75', '']","['0', '']","['5', '']","['1', '']","['1', '']","['37', '']","['6', '']","['1', '']","['1', '']"
12845,r223,All institutions -> Texas State U.,All institutions,Texas State U.,2,222,"['227', '']","['4', '']","['43', '']","['6', '']","['37', '']","['3', '']","['26', '']","['1', '']","['14', '']","['35', '']","['5', '']","['54', '']","['0', '']"
12845,r224,"All institutions -> U. Missouri, Kansas City",All institutions,"U. Missouri, Kansas City",2,223,"['221', '']","['0', '']","['27', '']","['3', '']","['46', '']","['6', '']","['110', '']","['*', '']","['0', '']","['14', '']","['10', '']","['1', '']","['3', '']"
12845,r225,All institutions -> North Carolina Central U.,All institutions,North Carolina Central U.,2,224,"['218', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['218', '']"
12845,r226,All institutions -> Idaho State U.,All institutions,Idaho State U.,2,225,"['217', '']","['0', '']","['55', '']","['4', '']","['86', '']","['12', '']","['23', '']","['1', '']","['0', '']","['19', '']","['3', '']","['6', '']","['8', '']"
12845,r227,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,226,"['217', '']","['0', '']","['42', '']","['6', '']","['15', '']","['32', '']","['16', '']","['2', '']","['9', '']","['38', '']","['9', '']","['43', '']","['6', '']"
12845,r228,All institutions -> Northeast Ohio Medical U.,All institutions,Northeast Ohio Medical U.,2,227,"['216', '']","['0', '']","['197', '']","['0', '']","['0', '']","['0', '']","['19', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r229,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,228,"['216', '']","['0', '']","['104', '']","['*', '']","['0', '']","['6', '']","['9', '']","['0', '']","['0', '']","['69', '']","['27', '']","['1', '']","['0', '']"
12845,r230,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,229,"['214', '']","['103', '']","['10', '']","['0', '']","['29', '']","['0', '']","['35', '']","['0', '']","['7', '']","['29', '']","['*', '']","['0', '']","['0', '']"
12845,r231,All institutions -> Mercer U.,All institutions,Mercer U.,2,230,"['211', '']","['0', '']","['0', '']","['2', '']","['114', '']","['0', '']","['72', '']","['2', '']","['0', '']","['16', '']","['4', '']","['2', '']","['0', '']"
12845,r232,All institutions -> Nova Southeastern U.,All institutions,Nova Southeastern U.,2,231,"['209', '']","['0', '']","['53', '']","['0', '']","['0', '']","['87', '']","['61', '']","['*', '']","['1', '']","['*', '']","['5', '']","['0', '']","['0', '']"
12845,r233,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,232,"['208', '']","['0', '']","['76', '']","['1', '']","['33', '']","['17', '']","['64', '']","['0', '']","['0', '']","['9', '']","['4', '']","['5', '']","['0', '']"
12845,r234,All institutions -> U. Wisconsin-Platteville,All institutions,U. Wisconsin-Platteville,2,233,"['207', '']","['120', '']","['5', '']","['2', '']","['58', '']","['1', '']","['0', '']","['0', '']","['3', '']","['13', '']","['1', '']","['6', '']","['0', '']"
12845,r235,All institutions -> Marshall U.,All institutions,Marshall U.,2,234,"['202', '']","['*', '']","['96', '']","['1', '']","['47', '']","['1', '']","['27', '']","['1', '']","['0', '']","['9', '']","['2', '']","['*', '']","['17', '']"
12845,r236,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,235,"['201', '']","['*', '']","['41', '']","['3', '']","['43', '']","['16', '']","['6', '']","['1', '']","['0', '']","['46', '']","['13', '']","['8', '']","['23', '']"
12845,r237,"All institutions -> U. North Carolina, Greensboro",All institutions,"U. North Carolina, Greensboro",2,236,"['199', '']","['0', '']","['53', '']","['4', '']","['0', '']","['1', '']","['33', '']","['2', '']","['4', '']","['32', '']","['21', '']","['35', '']","['15', '']"
12845,r238,"All institutions -> U. Minnesota, Duluth",All institutions,"U. Minnesota, Duluth",2,237,"['195', '']","['0', '']","['17', '']","['1', '']","['26', '']","['19', '']","['*', '']","['0', '']","['98', '']","['2', '']","['3', '']","['6', '']","['21', '']"
12845,r239,All institutions -> Rush U.,All institutions,Rush U.,2,238,"['193', '']","['0', '']","['32', '']","['0', '']","['0', '']","['0', '']","['111', '']","['0', '']","['0', '']","['0', '']","['2', '']","['0', '']","['47', '']"
12845,r240,All institutions -> Boston C.,All institutions,Boston C.,2,239,"['190', '']","['0', '']","['46', '']","['3', '']","['7', '']","['23', '']","['4', '']","['4', '']","['0', '']","['58', '']","['17', '']","['30', '']","['0', '']"
12845,r241,All institutions -> C. Charleston,All institutions,C. Charleston,2,240,"['187', '']","['0', '']","['58', '']","['8', '']","['2', '']","['19', '']","['22', '']","['1', '']","['0', '']","['47', '']","['14', '']","['15', '']","['0', '']"
12845,r242,All institutions -> Tennessee State U.,All institutions,Tennessee State U.,2,241,"['178', '']","['127', '']","['26', '']","['4', '']","['6', '']","['2', '']","['3', '']","['2', '']","['0', '']","['6', '']","['3', '']","['0', '']","['0', '']"
12845,r243,All institutions -> Liberty U. ,All institutions,Liberty U. ,2,242,"['176', 'i']","['*', 'i']","['82', 'i']","['7', 'i']","['0', 'i']","['0', 'i']","['53', 'i']","['2', 'i']","['*', 'i']","['21', 'i']","['5', 'i']","['6', 'i']","['0', 'i']"
12845,r244,"All institutions -> CUNY, Hunter C.",All institutions,"CUNY, Hunter C.",2,243,"['176', '']","['0', '']","['34', '']","['2', '']","['0', '']","['5', '']","['29', '']","['3', '']","['0', '']","['38', '']","['29', '']","['28', '']","['7', '']"
12845,r245,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,244,"['174', '']","['0', '']","['23', '']","['28', '']","['45', '']","['21', '']","['6', '']","['1', '']","['0', '']","['30', '']","['8', '']","['13', '']","['0', '']"
12845,r246,All institutions -> Lamar U.,All institutions,Lamar U.,2,245,"['172', '']","['1', '']","['5', '']","['11', '']","['55', '']","['10', '']","['12', '']","['4', '']","['6', '']","['28', '']","['1', '']","['9', '']","['29', '']"
12845,r247,All institutions -> Portland State U.,All institutions,Portland State U.,2,246,"['170', '']","['0', '']","['35', '']","['9', '']","['46', '']","['4', '']","['1', '']","['5', '']","['12', '']","['30', '']","['4', '']","['21', '']","['3', '']"
12845,r248,All institutions -> Murray State U.,All institutions,Murray State U.,2,247,"['169', '']","['46', '']","['19', '']","['11', '']","['24', '']","['5', '']","['19', '']","['2', '']","['16', '']","['12', '']","['3', '']","['8', '']","['3', '']"
12845,r249,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,248,"['168', '']","['0', '']","['29', '']","['12', '']","['101', '']","['0', '']","['9', '']","['3', '']","['0', '']","['12', '']","['2', '']","['1', '']","['0', '']"
12845,r250,All institutions -> Wright State U.,All institutions,Wright State U.,2,249,"['166', '']","['3', '']","['73', '']","['11', '']","['29', '']","['0', '']","['4', '']","['0', '']","['12', '']","['20', '']","['10', '']","['2', '']","['0', '']"
12845,r251,"All institutions -> California State U., Long Beach",All institutions,"California State U., Long Beach",2,250,"['165', '']","['0', '']","['44', '']","['6', '']","['58', '']","['3', '']","['10', '']","['2', '']","['0', '']","['22', '']","['14', '']","['6', '']","['0', '']"
12845,r252,All institutions -> Occidental C.,All institutions,Occidental C.,2,251,"['163', '']","['0', '']","['48', '']","['0', '']","['0', '']","['21', '']","['1', '']","['10', '']","['0', '']","['48', '']","['2', '']","['33', '']","['0', '']"
12845,r253,All institutions -> U. Colorado Colorado Springs,All institutions,U. Colorado Colorado Springs,2,252,"['163', '']","['0', '']","['25', '']","['5', '']","['23', '']","['5', '']","['49', '']","['3', '']","['0', '']","['24', '']","['11', '']","['14', '']","['3', '']"
12845,r254,"All institutions -> Colorado State U., Pueblo",All institutions,"Colorado State U., Pueblo",2,253,"['161', '']","['0', '']","['34', '']","['2', '']","['40', '']","['0', '']","['38', '']","['9', '']","['0', '']","['32', '']","['7', '']","['0', '']","['0', '']"
12845,r255,"All institutions -> Louisiana State U., Health Sciences Center, Shreveport",All institutions,"Louisiana State U., Health Sciences Center, Shreveport",2,254,"['160', '']","['40', '']","['79', '']","['1', '']","['0', '']","['0', '']","['40', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r256,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,255,"['158', '']","['0', '']","['0', '']","['2', '']","['107', '']","['11', '']","['0', '']","['*', '']","['0', '']","['37', '']","['0', '']","['0', '']","['0', '']"
12845,r257,All institutions -> Franklin and Marshall C.,All institutions,Franklin and Marshall C.,2,256,"['156', '']","['0', '']","['45', '']","['6', '']","['0', '']","['19', '']","['0', '']","['5', '']","['2', '']","['44', '']","['15', '']","['20', '']","['0', '']"
12845,r258,All institutions -> Rowan U.,All institutions,Rowan U.,2,257,"['156', '']","['0', '']","['88', '']","['1', '']","['37', '']","['3', '']","['2', '']","['2', '']","['0', '']","['19', '']","['3', '']","['1', '']","['0', '']"
12845,r259,All institutions -> Ohio U.,All institutions,Ohio U.,2,258,"['155', '']","['0', '']","['43', '']","['8', '']","['49', '']","['2', '']","['19', '']","['0', '']","['0', '']","['28', '']","['4', '']","['1', '']","['0', '']"
12845,r260,All institutions -> Florida Gulf Coast U.,All institutions,Florida Gulf Coast U.,2,259,"['152', '']","['73', '']","['65', '']","['1', '']","['8', '']","['2', '']","['1', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']"
12845,r261,All institutions -> Youngstown State U.,All institutions,Youngstown State U.,2,260,"['152', '']","['0', '']","['25', '']","['10', '']","['70', '']","['4', '']","['5', '']","['1', '']","['1', '']","['30', '']","['2', '']","['4', '']","['0', '']"
12845,r262,All institutions -> Catholic U. of America,All institutions,Catholic U. of America,2,261,"['149', '']","['0', '']","['22', '']","['4', '']","['30', '']","['1', '']","['7', '']","['3', '']","['0', '']","['51', '']","['14', '']","['18', '']","['0', '']"
12845,r263,All institutions -> Stephen F. Austin State U.,All institutions,Stephen F. Austin State U.,2,262,"['149', '']","['40', '']","['10', '']","['20', '']","['20', '']","['10', '']","['10', '']","['3', '']","['0', '']","['30', '']","['3', '']","['3', '']","['0', '']"
12845,r264,All institutions -> Carleton C.,All institutions,Carleton C.,2,263,"['148', '']","['0', '']","['38', '']","['20', '']","['0', '']","['17', '']","['0', '']","['8', '']","['2', '']","['36', '']","['14', '']","['14', '']","['0', '']"
12845,r265,"All institutions -> California State U., Fullerton",All institutions,"California State U., Fullerton",2,264,"['148', '']","['0', '']","['27', '']","['17', '']","['44', '']","['3', '']","['8', '']","['6', '']","['0', '']","['22', '']","['8', '']","['11', '']","['0', '']"
12845,r266,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,265,"['147', '']","['0', '']","['30', '']","['7', '']","['57', '']","['0', '']","['8', '']","['0', '']","['0', '']","['29', '']","['8', '']","['8', '']","['0', '']"
12845,r267,"All institutions -> U. North Carolina, Wilmington",All institutions,"U. North Carolina, Wilmington",2,266,"['147', '']","['0', '']","['22', '']","['2', '']","['0', '']","['78', '']","['1', '']","['0', '']","['1', '']","['16', '']","['23', '']","['4', '']","['0', '']"
12845,r268,All institutions -> Oakland U.,All institutions,Oakland U.,2,267,"['146', '']","['0', '']","['31', '']","['4', '']","['19', '']","['0', '']","['46', '']","['*', '']","['0', '']","['24', '']","['8', '']","['0', '']","['14', '']"
12845,r269,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,268,"['146', '']","['0', '']","['13', '']","['6', '']","['96', '']","['1', '']","['0', '']","['*', '']","['0', '']","['31', '']","['0', '']","['0', '']","['0', '']"
12845,r270,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,269,"['145', '']","['0', '']","['35', '']","['3', '']","['8', '']","['15', '']","['12', '']","['2', '']","['0', '']","['19', '']","['16', '']","['32', '']","['4', '']"
12845,r271,All institutions -> East Tennessee State U.,All institutions,East Tennessee State U.,2,270,"['144', '']","['0', '']","['102', '']","['0', '']","['6', '']","['7', '']","['14', '']","['0', '']","['0', '']","['8', '']","['2', '']","['5', '']","['0', '']"
12845,r272,All institutions -> Albany Medical C.,All institutions,Albany Medical C.,2,271,"['144', 'i']","['0', 'i']","['4', 'i']","['*', 'i']","['0', 'i']","['0', 'i']","['135', 'i']","['*', 'i']","['0', 'i']","['4', 'i']","['*', 'i']","['*', 'i']","['0', 'i']"
12845,r273,All institutions -> Illinois Institute of Technology,All institutions,Illinois Institute of Technology,2,272,"['142', '']","['4', '']","['8', '']","['7', '']","['95', '']","['0', '']","['0', '']","['7', '']","['0', '']","['18', '']","['3', '']","['0', '']","['0', '']"
12845,r274,All institutions -> Clarkson U.,All institutions,Clarkson U.,2,273,"['142', '']","['0', '']","['14', '']","['1', '']","['86', '']","['0', '']","['1', '']","['2', '']","['2', '']","['30', '']","['1', '']","['0', '']","['3', '']"
12845,r275,All institutions -> Boise State U.,All institutions,Boise State U.,2,274,"['141', '']","['12', '']","['25', '']","['9', '']","['52', '']","['14', '']","['7', '']","['1', '']","['0', '']","['17', '']","['2', '']","['3', '']","['0', '']"
12845,r276,All institutions -> U. Tulsa,All institutions,U. Tulsa,2,275,"['141', '']","['2', '']","['15', '']","['10', '']","['70', '']","['6', '']","['3', '']","['3', '']","['*', '']","['8', '']","['16', '']","['8', '']","['0', '']"
12845,r277,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,276,"['139', '']","['0', '']","['34', '']","['10', '']","['36', '']","['30', '']","['12', '']","['1', '']","['3', '']","['11', '']","['1', '']","['2', '']","['0', '']"
12845,r278,All institutions -> Connecticut C.,All institutions,Connecticut C.,2,277,"['138', '']","['0', '']","['6', '']","['1', '']","['0', '']","['2', '']","['0', '']","['6', '']","['4', '']","['77', '']","['20', '']","['20', '']","['0', '']"
12845,r279,All institutions -> Desert Research Institute,All institutions,Desert Research Institute,2,278,"['136', '']","['6', '']","['20', '']","['12', '']","['3', '']","['87', '']","['4', '']","['0', '']","['1', '']","['0', '']","['0', '']","['3', '']","['0', '']"
12845,r280,All institutions -> Seton Hall U.,All institutions,Seton Hall U.,2,279,"['136', '']","['0', '']","['34', '']","['2', '']","['0', '']","['0', '']","['34', '']","['2', '']","['0', '']","['51', '']","['5', '']","['9', '']","['0', '']"
12845,r281,All institutions -> Van Andel Research Institute,All institutions,Van Andel Research Institute,2,280,"['135', '']","['0', '']","['135', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r282,"All institutions -> U. Puerto Rico, Rio Piedras",All institutions,"U. Puerto Rico, Rio Piedras",2,281,"['135', '']","['0', '']","['40', '']","['5', '']","['1', '']","['2', '']","['3', '']","['3', '']","['8', '']","['56', '']","['15', '']","['3', '']","['0', '']"
12845,r283,All institutions -> U. Richmond,All institutions,U. Richmond,2,282,"['134', '']","['0', '']","['47', '']","['3', '']","['0', '']","['0', '']","['0', '']","['4', '']","['0', '']","['53', '']","['9', '']","['18', '']","['0', '']"
12845,r284,All institutions -> Santa Clara U.,All institutions,Santa Clara U.,2,283,"['134', '']","['0', '']","['20', '']","['1', '']","['65', '']","['0', '']","['1', '']","['4', '']","['2', '']","['31', '']","['5', '']","['5', '']","['0', '']"
12845,r285,All institutions -> Creighton U.,All institutions,Creighton U.,2,284,"['134', '']","['0', '']","['48', '']","['*', '']","['0', '']","['0', '']","['68', '']","['*', '']","['0', '']","['13', '']","['2', '']","['2', '']","['0', '']"
12845,r286,All institutions -> Northern Illinois U.,All institutions,Northern Illinois U.,2,285,"['133', '']","['0', '']","['32', '']","['4', '']","['11', '']","['10', '']","['13', '']","['1', '']","['0', '']","['40', '']","['18', '']","['5', '']","['0', '']"
12845,r287,"All institutions -> SUNY, Downstate Health Sciences U.",All institutions,"SUNY, Downstate Health Sciences U.",2,286,"['130', '']","['0', '']","['72', '']","['0', '']","['0', '']","['0', '']","['22', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['35', '']"
12845,r288,"All institutions -> Rutgers, State U. New Jersey, Newark",All institutions,"Rutgers, State U. New Jersey, Newark",2,287,"['129', '']","['0', '']","['78', '']","['0', '']","['0', '']","['9', '']","['0', '']","['0', '']","['0', '']","['29', '']","['13', '']","['0', '']","['0', '']"
12845,r289,All institutions -> Western Washington U.,All institutions,Western Washington U.,2,288,"['129', '']","['0', '']","['28', '']","['7', '']","['11', '']","['20', '']","['9', '']","['2', '']","['9', '']","['27', '']","['9', '']","['6', '']","['1', '']"
12845,r290,"All institutions -> U. Missouri, Saint Louis",All institutions,"U. Missouri, Saint Louis",2,289,"['127', '']","['0', '']","['27', '']","['2', '']","['0', '']","['0', '']","['5', '']","['1', '']","['0', '']","['43', '']","['32', '']","['16', '']","['0', '']"
12845,r291,All institutions -> Midwestern U.,All institutions,Midwestern U.,2,290,"['127', '']","['*', '']","['98', '']","['0', '']","['0', '']","['1', '']","['28', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']"
12845,r292,All institutions -> New York Medical C.,All institutions,New York Medical C.,2,291,"['127', '']","['0', '']","['106', '']","['0', '']","['0', '']","['0', '']","['21', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r293,"All institutions -> Texas Tech U., Health Sciences Center, El Paso",All institutions,"Texas Tech U., Health Sciences Center, El Paso",2,292,"['126', '']","['0', '']","['82', '']","['0', '']","['0', '']","['0', '']","['45', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r294,"All institutions -> Arkansas State U., Jonesboro",All institutions,"Arkansas State U., Jonesboro",2,293,"['126', '']","['21', '']","['51', '']","['1', '']","['14', '']","['0', '']","['20', '']","['1', '']","['0', '']","['14', '']","['1', '']","['4', '']","['0', '']"
12845,r295,"All institutions -> CUNY, Queens C.",All institutions,"CUNY, Queens C.",2,294,"['124', '']","['1', '']","['21', '']","['3', '']","['0', '']","['4', '']","['10', '']","['5', '']","['4', '']","['30', '']","['30', '']","['17', '']","['0', '']"
12845,r296,All institutions -> Western Kentucky U.,All institutions,Western Kentucky U.,2,295,"['124', '']","['5', '']","['15', '']","['12', '']","['27', '']","['10', '']","['4', '']","['7', '']","['0', '']","['39', '']","['4', '']","['0', '']","['0', '']"
12845,r297,All institutions -> U. Denver,All institutions,U. Denver,2,296,"['123', '']","['0', '']","['23', '']","['1', '']","['29', '']","['1', '']","['0', '']","['1', '']","['0', '']","['28', '']","['18', '']","['22', '']","['0', '']"
12845,r298,All institutions -> Wellesley C.,All institutions,Wellesley C.,2,297,"['122', '']","['4', '']","['41', '']","['10', '']","['5', '']","['9', '']","['0', '']","['3', '']","['4', '']","['37', '']","['7', '']","['4', '']","['0', '']"
12845,r299,All institutions -> James Madison U.,All institutions,James Madison U.,2,298,"['122', '']","['0', '']","['20', '']","['1', '']","['13', '']","['10', '']","['21', '']","['4', '']","['0', '']","['36', '']","['7', '']","['1', '']","['9', '']"
12845,r300,All institutions -> Lafayette C.,All institutions,Lafayette C.,2,299,"['122', '']","['0', '']","['30', '']","['3', '']","['33', '']","['6', '']","['0', '']","['4', '']","['1', '']","['10', '']","['15', '']","['21', '']","['0', '']"
12845,r301,All institutions -> Colgate U.,All institutions,Colgate U.,2,300,"['121', '']","['0', '']","['14', '']","['5', '']","['0', '']","['27', '']","['0', '']","['8', '']","['7', '']","['39', '']","['5', '']","['15', '']","['0', '']"
12845,r302,"All institutions -> U. Arkansas, Pine Bluff",All institutions,"U. Arkansas, Pine Bluff",2,301,"['120', '']","['43', '']","['40', '']","['1', '']","['*', '']","['0', '']","['0', '']","['*', '']","['26', '']","['5', '']","['1', '']","['4', '']","['0', '']"
12845,r303,"All institutions -> California State U., Northridge",All institutions,"California State U., Northridge",2,302,"['119', '']","['0', '']","['26', '']","['4', '']","['36', '']","['4', '']","['12', '']","['0', '']","['0', '']","['23', '']","['12', '']","['2', '']","['0', '']"
12845,r304,All institutions -> U. New Orleans,All institutions,U. New Orleans,2,303,"['119', '']","['0', '']","['21', '']","['6', '']","['18', '']","['13', '']","['0', '']","['1', '']","['0', '']","['44', '']","['6', '']","['9', '']","['0', '']"
12845,r305,All institutions -> Rosalind Franklin U. of Medicine and Science,All institutions,Rosalind Franklin U. of Medicine and Science,2,304,"['118', '']","['0', '']","['111', '']","['0', '']","['0', '']","['0', '']","['7', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12845,r306,All institutions -> Skidmore C.,All institutions,Skidmore C.,2,305,"['118', '']","['0', '']","['38', '']","['2', '']","['0', '']","['4', '']","['9', '']","['2', '']","['2', '']","['46', '']","['9', '']","['6', '']","['0', '']"
12845,r307,All institutions -> Marquette U.,All institutions,Marquette U.,2,306,"['117', '']","['2', '']","['31', '']","['5', '']","['27', '']","['0', '']","['18', '']","['1', '']","['0', '']","['19', '']","['3', '']","['3', '']","['8', '']"
12845,r308,All institutions -> Wesleyan U.,All institutions,Wesleyan U.,2,307,"['115', '']","['0', '']","['32', '']","['2', '']","['0', '']","['8', '']","['0', '']","['3', '']","['7', '']","['42', '']","['13', '']","['8', '']","['0', '']"
12845,r309,All institutions -> Grand Valley State U.,All institutions,Grand Valley State U.,2,308,"['115', '']","['0', '']","['30', '']","['3', '']","['46', '']","['4', '']","['10', '']","['0', '']","['16', '']","['7', '']","['0', '']","['*', '']","['0', '']"
12845,r310,"All institutions -> California State U., Fresno",All institutions,"California State U., Fresno",2,309,"['113', '']","['59', '']","['17', '']","['0', '']","['11', '']","['2', '']","['5', '']","['0', '']","['0', '']","['12', '']","['5', '']","['2', '']","['0', '']"
12845,r311,All institutions -> Pomona C.,All institutions,Pomona C.,2,310,"['113', '']","['3', '']","['31', '']","['6', '']","['0', '']","['8', '']","['0', '']","['6', '']","['3', '']","['40', '']","['9', '']","['8', '']","['0', '']"
12845,r312,All institutions -> Texas A&M U.-Kingsville,All institutions,Texas A&M U.-Kingsville,2,311,"['112', '']","['34', '']","['22', '']","['0', '']","['19', '']","['0', '']","['0', '']","['0', '']","['25', '']","['13', '']","['0', '']","['0', '']","['0', '']"
12845,r313,All institutions -> U. North Florida,All institutions,U. North Florida,2,312,"['111', '']","['0', '']","['26', '']","['8', '']","['29', '']","['0', '']","['12', '']","['1', '']","['0', '']","['27', '']","['4', '']","['3', '']","['0', '']"
12845,r314,"All institutions -> CUNY, Brooklyn C.",All institutions,"CUNY, Brooklyn C.",2,313,"['110', 'i']","['0', 'i']","['39', 'i']","['2', 'i']","['0', 'i']","['11', 'i']","['5', 'i']","['0', 'i']","['0', 'i']","['31', 'i']","['18', 'i']","['4', 'i']","['0', 'i']"
12845,r315,All institutions -> Missouri State U.,All institutions,Missouri State U.,2,314,"['110', '']","['27', '']","['21', '']","['1', '']","['13', '']","['6', '']","['13', '']","['0', '']","['7', '']","['16', '']","['4', '']","['3', '']","['0', '']"
12845,r316,All institutions -> Western Illinois U.,All institutions,Western Illinois U.,2,315,"['110', '']","['8', '']","['46', '']","['7', '']","['14', '']","['5', '']","['4', '']","['0', '']","['0', '']","['17', '']","['5', '']","['4', '']","['0', '']"
12845,r317,All institutions -> U. Wisconsin-Superior,All institutions,U. Wisconsin-Superior,2,316,"['108', 'i']","['0', 'i']","['20', 'i']","['3', 'i']","['18', 'i']","['8', 'i']","['12', 'i']","['3', 'i']","['16', 'i']","['15', 'i']","['6', 'i']","['6', 'i']","['0', 'i']"
12845,r318,All institutions -> U. Wisconsin-River Falls,All institutions,U. Wisconsin-River Falls,2,317,"['108', 'i']","['10', 'i']","['21', 'i']","['3', 'i']","['18', 'i']","['8', 'i']","['12', 'i']","['3', 'i']","['6', 'i']","['15', 'i']","['6', 'i']","['5', 'i']","['0', 'i']"
12845,r319,All institutions -> Texas Christian U.,All institutions,Texas Christian U.,2,318,"['108', '']","['3', '']","['14', '']","['3', '']","['12', '']","['14', '']","['10', '']","['3', '']","['5', '']","['28', '']","['15', '']","['2', '']","['0', '']"
12845,r320,"All institutions -> U. Tennessee, Chattanooga",All institutions,"U. Tennessee, Chattanooga",2,319,"['107', '']","['0', '']","['25', '']","['25', '']","['37', '']","['0', '']","['9', '']","['0', '']","['0', '']","['6', '']","['3', '']","['2', '']","['0', '']"
12845,r321,"All institutions -> U. Maine, Farmington",All institutions,"U. Maine, Farmington",2,320,"['107', 'i']","['10', 'i']","['20', 'i']","['4', 'i']","['18', 'i']","['8', 'i']","['12', 'i']","['3', 'i']","['6', 'i']","['15', 'i']","['6', 'i']","['5', 'i']","['0', 'i']"
12845,r322,All institutions -> New C. Florida,All institutions,New C. Florida,2,321,"['107', 'i']","['10', 'i']","['20', 'i']","['4', 'i']","['17', 'i']","['8', 'i']","['12', 'i']","['3', 'i']","['6', 'i']","['15', 'i']","['6', 'i']","['6', 'i']","['0', 'i']"
12845,r323,All institutions -> Jackson State U.,All institutions,Jackson State U.,2,322,"['107', '']","['0', '']","['12', '']","['51', '']","['6', '']","['2', '']","['1', '']","['10', '']","['0', '']","['16', '']","['1', '']","['*', '']","['8', '']"
12845,r324,All institutions -> Tennessee Technological U.,All institutions,Tennessee Technological U.,2,323,"['107', '']","['3', '']","['9', '']","['6', '']","['54', '']","['2', '']","['*', '']","['3', '']","['6', '']","['22', '']","['2', '']","['*', '']","['0', '']"
12845,r325,All institutions -> Alabama A&M U.,All institutions,Alabama A&M U.,2,324,"['104', '&nbsp;']","['35', '&nbsp;']","['7', '&nbsp;']","['1', '&nbsp;']","['20', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['1', '&nbsp;']","['35', '&nbsp;']","['5', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
12845,r326,All institutions -> Winston-Salem State U.,All institutions,Winston-Salem State U.,2,325,"['103', 'i']","['0', 'i']","['21', 'i']","['4', 'i']","['18', 'i']","['8', 'i']","['14', 'i']","['3', 'i']","['6', 'i']","['17', 'i']","['7', 'i']","['6', 'i']","['0', 'i']"
12845,r327,All institutions -> Villanova U.,All institutions,Villanova U.,2,326,"['103', '']","['0', '']","['19', '']","['2', '']","['43', '']","['2', '']","['3', '']","['1', '']","['4', '']","['16', '']","['7', '']","['3', '']","['3', '']"
12845,r328,All institutions -> Southern Connecticut State U.,All institutions,Southern Connecticut State U.,2,327,"['103', 'i']","['0', 'i']","['11', 'i']","['5', 'i']","['8', 'i']","['10', 'i']","['34', 'i']","['1', 'i']","['0', 'i']","['21', 'i']","['7', 'i']","['6', 'i']","['0', 'i']"
