table_id,row_id,_b_state_or_territory_control_and_institution_b_full_path,_b_state_or_territory_control_and_institution_b_level_1,_b_state_or_territory_control_and_institution_b_level_2,_b_state_or_territory_control_and_institution_b_level_3,_b_state_or_territory_control_and_institution_b_hierarchy_depth,field_started_in_fy_2006_or_fy_2007,field_started_in_fy_2008_or_fy_2009,field_started_in_fy_2010_or_fy_2011,field_started_in_fy_2012_or_fy_2013,field_started_in_fy_2014_or_fy_2015,field_started_in_fy_2016_or_fy_2017,field_started_in_fy_2018_or_fy_2019,field_started_in_fy_2020_or_fy_2021,field_planned_to_start_in_fy_2022_or_fy_2023,field_deferred_projects_included_in_institutional_plan,field_deferred_projects_not_included_in_institutional_plan
7857,r242,"Louisiana -> Public -> Louisiana State U., Health Sciences Center, Shreveport",Louisiana,Public,"Louisiana State U., Health Sciences Center, Shreveport",3,"['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r243,Louisiana -> Public -> Louisiana Tech U.,Louisiana,Public,Louisiana Tech U.,3,"['900', '']","['4,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,896', '']","['0', '']","['0', '']","['0', '']"
7857,r244,Louisiana -> Public -> Northwestern State U. Louisiana,Louisiana,Public,Northwestern State U. Louisiana,3,"['ne', '']","['0', '']","['0', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r245,Louisiana -> Public -> Southeastern Louisiana U.,Louisiana,Public,Southeastern Louisiana U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,353', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r246,"Louisiana -> Public -> Southern U. and A&M C., Agricultural Research and Extension Center",Louisiana,Public,"Southern U. and A&M C., Agricultural Research and Extension Center",3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r247,"Louisiana -> Public -> Southern U. and A&M C., Baton Rouge",Louisiana,Public,"Southern U. and A&M C., Baton Rouge",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['30,000', '']"
7857,r248,"Louisiana -> Public -> U. Louisiana, Lafayette",Louisiana,Public,"U. Louisiana, Lafayette",3,"['0', '']","['0', '']","['259', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['25,000', '']","['0', '']","['0', '']"
7857,r249,"Louisiana -> Public -> U. Louisiana, Monroe",Louisiana,Public,"U. Louisiana, Monroe",3,"['0', '']","['2,724', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['12,000', '']","['0', '']","['0', '']"
7857,r250,Louisiana -> Public -> U. New Orleans,Louisiana,Public,U. New Orleans,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r251,Louisiana -> Private,Louisiana,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r252,Louisiana -> Private -> Dillard U.,Louisiana,Private,Dillard U.,3,"['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,800', '']","['0', '']"
7857,r253,Louisiana -> Private -> Tulane U.,Louisiana,Private,Tulane U.,3,"['52,210', '']","['25,897', '']","['6,218', '']","['0', '']","['4,342', '']","['13,257', '']","['5,988', '']","['59,418', '']","['0', '']","['0', '']","['0', '']"
7857,r254,Louisiana -> Private -> Xavier U. Louisiana,Louisiana,Private,Xavier U. Louisiana,3,"['0', '']","['4,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r255,Maine,Maine,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r256,Maine -> Public,Maine,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r257,Maine -> Public -> U. Maine,Maine,Public,U. Maine,3,"['1,300', '']","['6,869', '']","['3,450', '']","['0', '']","['6,500', '']","['0', '']","['0', '']","['20,000', '']","['0', '']","['35,000', '']","['0', '']"
7857,r258,Maine -> Public -> U. Southern Maine,Maine,Public,U. Southern Maine,3,"['1,157', '']","['326', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r259,Maine -> Private,Maine,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r260,Maine -> Private -> Bates C.,Maine,Private,Bates C.,3,"['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['80,000', 'i']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r261,Maine -> Private -> Bowdoin C.,Maine,Private,Bowdoin C.,3,"['NA', '']","['NA', '']","['NA', '']","['0', '']","['0', '']","['0', '']","['4,195', '']","['2,534', '']","['0', '']","['0', '']","['0', '']"
7857,r262,Maine -> Private -> Colby C.,Maine,Private,Colby C.,3,"['0', '']","['0', '']","['0', '']","['4,100', '']","['577', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r263,Maine -> Private -> U. New England,Maine,Private,U. New England,3,"['NA', '']","['4,000', '']","['995', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r264,Maryland,Maryland,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r265,Maryland -> Public,Maryland,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r266,Maryland -> Public -> Bowie State U.,Maryland,Public,Bowie State U.,3,"['0', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r267,Maryland -> Public -> Morgan State U.,Maryland,Public,Morgan State U.,3,"['0', '']","['0', '']","['23,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r268,Maryland -> Public -> Salisbury U.,Maryland,Public,Salisbury U.,3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r269,Maryland -> Public -> Towson U.,Maryland,Public,Towson U.,3,"['0', '']","['9,000', '']","['0', '']","['0', '']","['0', '']","['32,000', '']","['0', '']","['0', '']","['2,560', '']","['0', '']","['0', '']"
7857,r270,Maryland -> Public -> U. Baltimore,Maryland,Public,U. Baltimore,3,"['NA', '']","['2,948', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r271,Maryland -> Public -> U. Maryland<sup>d</sup>,Maryland,Public,U. Maryland<sup>d</sup>,3,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['280,716', '']","['166,453', '']","['205,000', '']","['256,651', '']","['0', '']"
7857,r272,Maryland -> Public -> U. Maryland Center for Environmental Science,Maryland,Public,U. Maryland Center for Environmental Science,3,"['0', '']","['724', 'i']","['0', '']","['16,700', '']","['0', '']","['21,635', '']","['0', '']","['18,798', '']","['0', '']","['34,540', '']","['0', '']"
7857,r273,"Maryland -> Public -> U. Maryland, Baltimore County",Maryland,Public,"U. Maryland, Baltimore County",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['73,448', '']","['0', '']","['0', '']","['0', '']","['84,200', '']","['0', '']"
7857,r274,"Maryland -> Public -> U. Maryland, Eastern Shore",Maryland,Public,"U. Maryland, Eastern Shore",3,"['0', '']","['0', '']","['0', '']","['20,000', '']","['0', '']","['0', '']","['10,000', '']","['0', '']","['20,000', '']","['0', '']","['0', '']"
7857,r275,Maryland -> Private,Maryland,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r276,Maryland -> Private -> Johns Hopkins U.,Maryland,Private,Johns Hopkins U.,3,"['6,582', '']","['24,320', '']","['39,913', '']","['21,116', '']","['0', '']","['0', '']","['225,400', '']","['18,900', '']","['0', '']","['0', '']","['0', '']"
7857,r277,Massachusetts,Massachusetts,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r278,Massachusetts -> Public,Massachusetts,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r279,Massachusetts -> Public -> Framingham State U.,Massachusetts,Public,Framingham State U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
7857,r280,"Massachusetts -> Public -> U. Massachusetts, Amherst",Massachusetts,Public,"U. Massachusetts, Amherst",3,"['12,968', '']","['82,622', '']","['0', '']","['0', '']","['190,000', '']","['0', '']","['0', '']","['0', '']","['225,000', '']","['0', '']","['0', '']"
7857,r281,"Massachusetts -> Public -> U. Massachusetts, Boston",Massachusetts,Public,"U. Massachusetts, Boston",3,"['750', '']","['0', '']","['130,600', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r282,"Massachusetts -> Public -> U. Massachusetts, Dartmouth",Massachusetts,Public,"U. Massachusetts, Dartmouth",3,"['0', '']","['0', '']","['0', '']","['12,000', '']","['0', '']","['16,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r283,"Massachusetts -> Public -> U. Massachusetts, Lowell",Massachusetts,Public,"U. Massachusetts, Lowell",3,"['0', '']","['0', '']","['16,600', '']","['0', '']","['0', '']","['6,136', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r284,"Massachusetts -> Public -> U. Massachusetts, Medical School",Massachusetts,Public,"U. Massachusetts, Medical School",3,"['0', '']","['28,600', '']","['191,685', '']","['0', '']","['0', '']","['0', '']","['0', '']","['265,319', '']","['0', '']","['0', '']","['0', '']"
7857,r285,Massachusetts -> Private,Massachusetts,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r286,Massachusetts -> Private -> Amherst C.,Massachusetts,Private,Amherst C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['41,454', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r287,Massachusetts -> Private -> Boston C.,Massachusetts,Private,Boston C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['32,689', '']","['0', '']","['0', '']","['0', '']"
7857,r288,Massachusetts -> Private -> Boston U.,Massachusetts,Private,Boston U.,3,"['197,500', '']","['0', '']","['0', '']","['0', '']","['79,800', '']","['0', '']","['0', '']","['324,811', '']","['0', '']","['0', '']","['0', '']"
7857,r289,Massachusetts -> Private -> Brandeis U.,Massachusetts,Private,Brandeis U.,3,"['57,980', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r290,Massachusetts -> Private -> Clark U.,Massachusetts,Private,Clark U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,836', '']","['0', '']","['100,000', '']"
7857,r291,Massachusetts -> Private -> Harvard U.,Massachusetts,Private,Harvard U.,3,"['8,904', '']","['0', '']","['1,700', '']","['0', '']","['0', '']","['303,360', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r292,Massachusetts -> Private -> Massachusetts Institute of Technology,Massachusetts,Private,Massachusetts Institute of Technology,3,"['NA', '']","['373,500', '']","['0', '']","['0', '']","['350,000', '']","['0', '']","['0', '']","['108,000', '']","['0', '']","['0', '']","['0', '']"
7857,r293,Massachusetts -> Private -> MGH Institute of Health Professions,Massachusetts,Private,MGH Institute of Health Professions,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r294,Massachusetts -> Private -> Mount Holyoke C.,Massachusetts,Private,Mount Holyoke C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r295,Massachusetts -> Private -> New England C. of Optometry,Massachusetts,Private,New England C. of Optometry,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['ne', '']","['0', 'i']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r296,Massachusetts -> Private -> Northeastern U.,Massachusetts,Private,Northeastern U.,3,"['0', '']","['0', '']","['11,989', '']","['0', '']","['168,000', '']","['0', '']","['36,000', '']","['235,271', '']","['0', '']","['0', '']","['0', '']"
7857,r297,Massachusetts -> Private -> Smith C.,Massachusetts,Private,Smith C.,3,"['0', '']","['21,500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r298,Massachusetts -> Private -> Tufts U.,Massachusetts,Private,Tufts U.,3,"['0', '']","['38,207', '']","['0', '']","['0', '']","['1,900', '']","['44,797', '']","['0', '']","['21,417', '']","['0', '']","['0', '']","['0', '']"
7857,r299,Massachusetts -> Private -> Wellesley C.,Massachusetts,Private,Wellesley C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['110,000', '']","['0', '']","['0', '']","['0', '']"
7857,r300,Massachusetts -> Private -> Williams C.,Massachusetts,Private,Williams C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
7857,r301,Massachusetts -> Private -> Woods Hole Oceanographic Institution,Massachusetts,Private,Woods Hole Oceanographic Institution,3,"['0', '']","['0', '']","['12,100', '']","['0', '']","['0', '']","['850', '']","['0', '']","['20,100', '']","['0', '']","['10,000', '']","['0', '']"
7857,r302,Massachusetts -> Private -> Worcester Polytechnic Institute,Massachusetts,Private,Worcester Polytechnic Institute,3,"['19,250', '']","['0', '']","['0', '']","['3,340', '']","['0', '']","['0', '']","['0', '']","['23,700', '']","['0', '']","['0', '']","['0', '']"
7857,r303,Michigan,Michigan,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r304,Michigan -> Public,Michigan,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r305,Michigan -> Public -> Central Michigan U.,Michigan,Public,Central Michigan U.,3,"['NA', '']","['NA', '']","['NA', '']","['6,209', '']","['25,338', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r306,Michigan -> Public -> Eastern Michigan U.,Michigan,Public,Eastern Michigan U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5,216', '']","['5,780', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r307,Michigan -> Public -> Grand Valley State U.,Michigan,Public,Grand Valley State U.,3,"['3,000', '']","['380', '']","['0', '']","['1,953', '']","['0', '']","['910', '']","['1,276', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r308,Michigan -> Public -> Michigan State U.,Michigan,Public,Michigan State U.,3,"['6,666', '']","['19,550', '']","['66,976', '']","['132,922', '']","['792,500', '']","['100,806', '']","['19,800', '']","['325', '']","['2,140', '']","['322,000', '']","['0', '']"
7857,r309,Michigan -> Public -> Michigan Technological U.,Michigan,Public,Michigan Technological U.,3,"['0', '']","['1,307', '']","['20,278', '']","['0', '']","['0', '']","['3,424', '']","['0', '']","['0', '']","['44,700', '']","['109,000', '']","['0', '']"
7857,r310,Michigan -> Public -> Northern Michigan U.,Michigan,Public,Northern Michigan U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r311,Michigan -> Public -> Oakland U.,Michigan,Public,Oakland U.,3,"['0', '']","['0', '']","['0', '']","['1,056', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r312,Michigan -> Public -> Saginaw Valley State U.,Michigan,Public,Saginaw Valley State U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r313,"Michigan -> Public -> U. Michigan, Ann Arbor",Michigan,Public,"U. Michigan, Ann Arbor",3,"['na', '']","['na', '']","['0', '']","['7,500', '']","['500', '']","['87,000', '']","['50,114', '']","['0', '']","['266,000', '']","['0', 'i']","['0', 'i']"
7857,r314,"Michigan -> Public -> U. Michigan, Dearborn",Michigan,Public,"U. Michigan, Dearborn",3,"['na', '']","['na', '']","['0', '']","['0', '']","['0', '']","['0', '']","['19,898', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r315,Michigan -> Public -> Wayne State U.,Michigan,Public,Wayne State U.,3,"['11,214', '']","['0', '']","['0', '']","['76,260', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r316,Michigan -> Public -> Western Michigan U. and Homer Stryker M.D. School of Medicine,Michigan,Public,Western Michigan U. and Homer Stryker M.D. School of Medicine,3,"['0', '']","['0', '']","['700', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r317,Michigan -> Private,Michigan,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r318,Michigan -> Private -> Calvin U.,Michigan,Private,Calvin U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r319,Michigan -> Private -> Hope C.,Michigan,Private,Hope C.,3,"['0', '']","['0', '']","['0', '']","['2,528', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r320,Michigan -> Private -> Kettering U.,Michigan,Private,Kettering U.,3,"['0', '']","['2,700', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r321,Michigan -> Private -> U. Detroit Mercy,Michigan,Private,U. Detroit Mercy,3,"['ne', '']","['ne', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r322,Michigan -> Private -> Van Andel Research Institute,Michigan,Private,Van Andel Research Institute,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r323,Minnesota,Minnesota,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r324,Minnesota -> Public,Minnesota,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r325,"Minnesota -> Public -> Minnesota State U., Mankato",Minnesota,Public,"Minnesota State U., Mankato",3,"['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r326,Minnesota -> Public -> St. Cloud State U.,Minnesota,Public,St. Cloud State U.,3,"['4,633', '']","['0', '']","['0', '']","['31,390', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r327,"Minnesota -> Public -> U. Minnesota, Duluth",Minnesota,Public,"U. Minnesota, Duluth",3,"['na', '']","['na', '']","['0', '']","['0', '']","['0', '']","['0', '']","['12,778', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r328,"Minnesota -> Public -> U. Minnesota, Twin Cities",Minnesota,Public,"U. Minnesota, Twin Cities",3,"['na', '']","['na', '']","['188,085', '']","['98,726', '']","['42,998', '']","['27,705', '']","['1,347', '']","['16,925', '']","['0', '']","['1,527', '']","['0', '']"
7857,r329,Minnesota -> Private,Minnesota,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r330,Minnesota -> Private -> Carleton C.,Minnesota,Private,Carleton C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['12,947', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r331,Minnesota -> Private -> Macalester C.,Minnesota,Private,Macalester C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r332,Minnesota -> Private -> U. of St. Thomas (MN),Minnesota,Private,U. of St. Thomas (MN),3,"['ne', '']","['ne', '']","['NA', '']","['ne', '']","['ne', '']","['ne', '']","['0', 'i']","['0', '']","['1,626', '']","['0', '']","['0', '']"
7857,r333,Mississippi,Mississippi,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r334,Mississippi -> Public,Mississippi,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r335,Mississippi -> Public -> Alcorn State U.,Mississippi,Public,Alcorn State U.,3,"['13,000', '']","['0', '']","['0', '']","['375', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r336,Mississippi -> Public -> Jackson State U.,Mississippi,Public,Jackson State U.,3,"['NA', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r337,Mississippi -> Public -> Mississippi State U.,Mississippi,Public,Mississippi State U.,3,"['6,704', '']","['989', '']","['2,684', '']","['0', '']","['894', '']","['10,797', '']","['13,117', '']","['4,328', '']","['30,000', '']","['0', '']","['0', '']"
7857,r338,Mississippi -> Public -> U. Mississippi,Mississippi,Public,U. Mississippi,3,"['0', '']","['2,834', '']","['13,820', 'i']","['0', '']","['103,084', '']","['0', '']","['0', '']","['568', '']","['0', '']","['0', '']","['0', '']"
7857,r339,Mississippi -> Public -> U. Southern Mississippi,Mississippi,Public,U. Southern Mississippi,3,"['0', '']","['0', '']","['2,000', '']","['0', '']","['0', '']","['404', '']","['0', '']","['0', '']","['10,000', '']","['0', '']","['0', '']"
7857,r340,Mississippi -> Private,Mississippi,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r341,Mississippi -> Private -> Tougaloo C.,Mississippi,Private,Tougaloo C.,3,"['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r342,Missouri,Missouri,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r343,Missouri -> Public,Missouri,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r344,"Missouri -> Public -> Lincoln U., Jefferson City",Missouri,Public,"Lincoln U., Jefferson City",3,"['0', '']","['0', '']","['0', '']","['1,267', '']","['0', '']","['679', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r345,Missouri -> Public -> Missouri State U.,Missouri,Public,Missouri State U.,3,"['0', '']","['0', '']","['7,600', '']","['3,300', '']","['0', '']","['0', '']","['647', '']","['0', '']","['0', '']","['10,000', '']","['0', '']"
7857,r346,Missouri -> Public -> Missouri U. of Science and Technology,Missouri,Public,Missouri U. of Science and Technology,3,"['17,402', '']","['0', '']","['4,216', '']","['7,535', '']","['0', '']","['0', '']","['10,446', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r347,"Missouri -> Public -> U. Missouri, Columbia",Missouri,Public,"U. Missouri, Columbia",3,"['9,080', '']","['18,382', '']","['0', '']","['0', '']","['0', '']","['0', '']","['233,697', '']","['11,550', '']","['60,000', '']","['0', '']","['0', '']"
7857,r348,"Missouri -> Public -> U. Missouri, Kansas City",Missouri,Public,"U. Missouri, Kansas City",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['32,082', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r349,"Missouri -> Public -> U. Missouri, Saint Louis",Missouri,Public,"U. Missouri, Saint Louis",3,"['38,500', '']","['0', '']","['0', '']","['0', '']","['4,500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r350,Missouri -> Private,Missouri,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r351,Missouri -> Private -> Saint Louis U.,Missouri,Private,Saint Louis U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['8,800', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r352,Missouri -> Private -> U. of Health Sciences and Pharmacy in St. Louis,Missouri,Private,U. of Health Sciences and Pharmacy in St. Louis,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r353,"Missouri -> Private -> Washington U., Saint Louis",Missouri,Private,"Washington U., Saint Louis",3,"['0', '']","['22,859', '']","['2,884', '']","['80,013', '']","['654', '']","['66,119', '']","['58,583', '']","['289,155', '']","['119,900', '']","['80,000', '']","['0', '']"
7857,r354,Montana,Montana,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r355,Montana -> Public,Montana,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r356,"Montana -> Public -> Montana State U., Bozeman",Montana,Public,"Montana State U., Bozeman",3,"['24,000', '']","['4,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['17,000', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r357,Montana -> Public -> Montana Technological U.,Montana,Public,Montana Technological U.,3,"['0', '']","['522', '']","['0', '']","['1,083', '']","['3,040', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r358,"Montana -> Public -> U. Montana, Missoula",Montana,Public,"U. Montana, Missoula",3,"['0', '']","['3,609', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r359,Nebraska,Nebraska,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r360,Nebraska -> Public,Nebraska,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
