table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020
5461,r207,"All institutions -> Loyola U., Chicago",All institutions,"Loyola U., Chicago",2,206,"['27,953', '']","['27,588', '']","['27,786', '']","['32,008', '']","['29,989', '']","['27,380', '']","['24,916', '']","['22,861', '']","['21,131', '']","['22,919', '']","['23,277', '']"
5461,r208,All institutions -> Air Force Institute of Technology,All institutions,Air Force Institute of Technology,2,207,"['13,514', '']","['18,986', '']","['17,919', '']","['17,614', '']","['16,342', '']","['16,369', '']","['19,660', '']","['25,558', '']","['23,393', '']","['21,856', '']","['22,854', '']"
5461,r209,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,208,"['28,239', '']","['27,961', '']","['23,731', '']","['25,551', '']","['21,474', '']","['17,306', '']","['18,811', '']","['19,534', '']","['21,793', '']","['22,337', '']","['22,853', '']"
5461,r210,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,209,"['18,373', '']","['19,741', '']","['17,381', '']","['19,931', '']","['20,214', '']","['20,769', '']","['24,791', '']","['23,631', '']","['21,367', '']","['21,977', '']","['22,789', '']"
5461,r211,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,210,"['16,457', '']","['14,793', '']","['14,926', '']","['12,480', '']","['12,317', '']","['10,402', '']","['14,443', '']","['16,430', '']","['18,076', '']","['21,050', '']","['22,787', '']"
5461,r212,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,211,"['42,243', '']","['37,316', '']","['29,894', '']","['23,581', '']","['33,168', '']","['19,975', '']","['16,657', '']","['18,271', '']","['19,437', '']","['22,771', '']","['22,598', '']"
5461,r213,All institutions -> Morehouse School of Medicine,All institutions,Morehouse School of Medicine,2,212,"['25,855', 'i']","['28,128', '']","['31,786', '']","['34,511', 'i']","['33,020', '']","['30,012', '']","['28,678', '']","['28,792', '']","['24,326', '']","['22,461', '']","['22,500', '']"
5461,r214,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,213,"['38,309', '']","['41,876', '']","['41,941', '']","['33,226', '']","['29,454', '']","['28,488', '']","['29,605', '']","['27,940', '']","['27,013', '']","['29,530', '']","['22,387', '']"
5461,r215,"All institutions -> U. Nebraska, central administration",All institutions,"U. Nebraska, central administration",2,214,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['12,561', '']","['17,360', '']","['22,246', '']"
5461,r216,All institutions -> Catholic U. of America,All institutions,Catholic U. of America,2,215,"['15,837', '']","['19,651', '']","['17,350', '']","['17,154', '']","['17,061', '']","['19,548', '']","['19,451', '']","['19,364', '']","['20,423', '']","['21,408', '']","['22,244', '']"
5461,r217,"All institutions -> U. Missouri, Kansas City",All institutions,"U. Missouri, Kansas City",2,216,"['16,139', '']","['18,748', '']","['17,219', '']","['15,406', '']","['14,613', '']","['12,810', '']","['12,739', '']","['11,145', '']","['10,396', '']","['18,400', '']","['21,921', '']"
5461,r218,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,217,"['14,343', '']","['16,259', '']","['13,294', '']","['13,361', '']","['13,478', '']","['15,025', '']","['17,131', '']","['15,856', '']","['14,572', '']","['19,383', '']","['21,359', '']"
5461,r219,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,218,"['9,192', '']","['9,744', '']","['10,741', '']","['10,733', '']","['10,506', '']","['12,607', '']","['12,166', '']","['14,660', '']","['14,041', '']","['16,513', '']","['19,505', '']"
5461,r220,All institutions -> North Carolina Agricultural and Technical State U.,All institutions,North Carolina Agricultural and Technical State U.,2,219,"['23,878', '']","['22,499', '']","['21,468', '']","['20,956', '']","['22,609', '']","['21,802', '']","['19,808', '']","['23,046', '']","['22,212', '']","['20,924', '']","['19,170', '']"
5461,r221,All institutions -> Van Andel Research Institute,All institutions,Van Andel Research Institute,2,220,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['8,138', 'i']","['11,970', '']","['13,108', '']","['14,285', '']","['18,259', '']","['18,538', '']"
5461,r222,All institutions -> Loma Linda U.,All institutions,Loma Linda U.,2,221,"['27,175', '']","['30,899', '']","['23,447', '']","['24,991', '']","['19,044', '']","['21,082', '']","['16,118', '']","['15,192', '']","['15,790', 'i']","['16,909', 'i']","['17,457', 'i']"
5461,r223,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,222,"['15,587', '']","['17,636', '']","['16,946', '']","['17,789', '']","['16,992', '']","['14,926', '']","['13,057', '']","['11,386', '']","['11,654', '']","['15,544', '']","['16,583', '']"
5461,r224,"All institutions -> California State U., Northridge",All institutions,"California State U., Northridge",2,223,"['11,122', '']","['8,729', '']","['13,965', '']","['7,778', '']","['11,007', '']","['10,889', '']","['10,136', '']","['12,952', '']","['13,822', '']","['15,543', '']","['16,478', '']"
5461,r225,All institutions -> U. Memphis,All institutions,U. Memphis,2,224,"['17,726', '']","['16,738', '']","['19,113', '']","['15,747', '']","['18,344', '']","['16,250', '']","['16,784', '']","['16,958', '']","['23,463', '']","['17,074', '']","['15,927', '']"
5461,r226,"All institutions -> U. Puerto Rico, Mayaguez",All institutions,"U. Puerto Rico, Mayaguez",2,225,"['12,505', '']","['18,269', '']","['19,536', '']","['13,830', '']","['13,638', '']","['15,313', '']","['14,403', '']","['13,585', '']","['14,092', '']","['15,653', '']","['15,842', '']"
5461,r227,All institutions -> Desert Research Institute,All institutions,Desert Research Institute,2,226,"['28,307', '']","['28,489', '']","['27,294', '']","['22,814', '']","['19,932', '']","['16,511', '']","['18,883', '']","['18,839', '']","['17,911', '']","['16,745', '']","['15,791', '']"
5461,r228,All institutions -> San Francisco State U.,All institutions,San Francisco State U.,2,227,"['15,407', '']","['17,337', '']","['17,075', '']","['18,638', '']","['16,753', '']","['14,336', '']","['12,277', '']","['13,782', '']","['13,346', '']","['15,149', '']","['15,783', 'i']"
5461,r229,All institutions -> Eastern Virginia Medical School,All institutions,Eastern Virginia Medical School,2,228,"['29,291', '']","['25,319', '']","['24,694', '']","['28,728', '']","['28,532', '']","['28,637', '']","['21,459', '']","['21,209', '']","['21,356', '']","['19,408', '']","['15,748', '']"
5461,r230,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,229,"['12,142', '']","['17,819', '']","['15,839', '']","['13,516', '']","['18,427', '']","['11,806', '']","['12,910', '']","['11,978', '']","['11,568', '']","['15,219', '']","['15,559', '']"
5461,r231,All institutions -> Ohio U.,All institutions,Ohio U.,2,230,"['18,209', '']","['21,938', '']","['20,340', '']","['20,134', '']","['16,425', '']","['17,140', '']","['14,421', '']","['16,017', '']","['13,512', '']","['14,453', '']","['15,466', '']"
5461,r232,All institutions -> Rowan U.,All institutions,Rowan U.,2,231,"['1,737', '']","['2,071', '']","['2,295', '']","['1,875', '']","['4,588', '']","['4,665', '']","['5,239', '']","['7,110', '']","['9,568', '']","['11,909', '']","['15,276', '']"
5461,r233,"All institutions -> U. Alaska, Anchorage",All institutions,"U. Alaska, Anchorage",2,232,"['8,485', '']","['9,352', '']","['10,041', '']","['8,799', '']","['7,212', '']","['8,015', '']","['11,282', '']","['11,592', '']","['12,530', '']","['13,665', '']","['15,128', '']"
5461,r234,All institutions -> Tuskegee U.,All institutions,Tuskegee U.,2,233,"['10,986', '']","['11,033', '']","['11,243', '']","['13,132', '']","['14,102', 'i']","['12,265', 'i']","['10,386', '']","['10,386', '']","['10,386', '']","['14,825', '']","['15,122', '']"
5461,r235,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,234,"['17,787', '']","['15,040', '']","['17,649', '']","['13,471', '']","['14,544', '']","['15,464', '']","['17,326', '']","['16,308', '']","['16,852', '']","['16,117', '']","['15,007', '']"
5461,r236,"All institutions -> Rutgers, State U. New Jersey, Newark",All institutions,"Rutgers, State U. New Jersey, Newark",2,235,"['12,243', '']","['17,503', '']","['19,296', '']","['12,420', '']","['11,014', '']","['11,118', '']","['12,662', '']","['15,171', '']","['15,129', '']","['14,063', '']","['14,725', '']"
5461,r237,All institutions -> U. Maryland Center for Environmental Science,All institutions,U. Maryland Center for Environmental Science,2,236,"['12,123', '']","['18,007', '']","['16,081', '']","['16,852', '']","['13,202', '']","['11,993', '']","['12,156', '']","['14,482', '']","['14,276', '']","['16,573', '']","['14,622', '']"
5461,r238,All institutions -> U. Denver,All institutions,U. Denver,2,237,"['10,180', '']","['10,463', '']","['9,135', '']","['10,082', '']","['8,794', '']","['8,134', '']","['8,895', '']","['9,681', '']","['12,938', '']","['13,157', '']","['14,551', '']"
5461,r239,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,238,"['10,035', '']","['9,878', '']","['15,279', '']","['13,301', '']","['14,131', '']","['12,693', '']","['14,305', '']","['13,215', '']","['11,450', '']","['11,844', '']","['14,016', '']"
5461,r240,"All institutions -> U. Puerto Rico, Rio Piedras",All institutions,"U. Puerto Rico, Rio Piedras",2,239,"['21,130', '']","['24,336', '']","['24,867', '']","['17,190', '']","['17,489', '']","['18,177', '']","['15,870', '']","['11,137', '']","['9,826', '']","['13,670', '']","['13,767', '']"
5461,r241,All institutions -> Jackson State U.,All institutions,Jackson State U.,2,240,"['34,927', '']","['36,460', '']","['33,342', '']","['27,285', '']","['19,898', '']","['18,449', '']","['19,934', '']","['18,997', '']","['16,990', '']","['16,156', '']","['13,560', '']"
5461,r242,All institutions -> American U.,All institutions,American U.,2,241,"['6,263', '']","['6,549', '']","['5,254', '']","['5,613', '']","['7,426', '']","['8,444', '']","['8,280', '']","['7,601', '']","['11,237', '']","['13,762', '']","['13,491', '']"
5461,r243,All institutions -> Kent State U.,All institutions,Kent State U.,2,242,"['13,311', '']","['13,334', '']","['13,425', '']","['10,009', '']","['9,350', '']","['9,594', '']","['8,733', '']","['9,204', '']","['10,265', '']","['12,576', '']","['13,406', '']"
5461,r244,"All institutions -> U. Hawaii, system office",All institutions,"U. Hawaii, system office",2,243,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['12,328', '']","['12,052', '']","['13,367', '']"
5461,r245,All institutions -> Texas State U.,All institutions,Texas State U.,2,244,"['6,815', '']","['5,971', '']","['6,770', '']","['11,088', '']","['9,696', '']","['11,318', '']","['9,786', '']","['10,739', '']","['12,298', '']","['13,503', '']","['13,298', '']"
5461,r246,All institutions -> Marquette U.,All institutions,Marquette U.,2,245,"['9,115', '']","['10,898', '']","['9,557', '']","['8,491', '']","['7,988', '']","['9,139', '']","['10,136', '']","['10,111', '']","['10,451', '']","['12,613', '']","['12,981', '']"
5461,r247,"All institutions -> Texas Tech U., Health Sciences Center",All institutions,"Texas Tech U., Health Sciences Center",2,246,"['12,950', '']","['14,790', '']","['13,944', '']","['14,804', '']","['9,480', '']","['9,949', '']","['9,943', '']","['8,995', '']","['7,477', '']","['11,262', '']","['12,977', '']"
5461,r248,All institutions -> Albany Medical C.,All institutions,Albany Medical C.,2,247,"['15,758', '']","['13,884', '']","['11,845', '']","['10,278', '']","['9,716', '']","['9,481', '']","['10,714', '']","['11,040', '']","['10,243', '']","['11,827', '']","['12,940', '']"
5461,r249,All institutions -> U. South Dakota,All institutions,U. South Dakota,2,248,"['16,353', '']","['14,337', '']","['13,601', '']","['14,991', '']","['11,932', '']","['8,464', '']","['8,827', '']","['11,117', '']","['12,346', '']","['13,312', '']","['12,899', '']"
5461,r250,"All institutions -> Southern Illinois U., Carbondale",All institutions,"Southern Illinois U., Carbondale",2,249,"['22,209', '']","['23,696', '']","['22,055', '']","['18,398', '']","['16,288', '']","['14,895', '']","['14,574', '']","['13,421', '']","['12,733', '']","['12,625', '']","['12,735', '']"
5461,r251,All institutions -> U. Texas Rio Grande Valley,All institutions,U. Texas Rio Grande Valley,2,250,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['16,821', '']","['14,766', '']","['13,308', '']","['13,320', '']","['12,590', '']"
5461,r252,All institutions -> Meharry Medical C.,All institutions,Meharry Medical C.,2,251,"['24,302', '']","['26,779', '']","['23,467', '']","['21,135', '']","['17,754', '']","['13,068', '']","['13,528', '']","['15,613', '']","['14,515', '']","['16,443', '']","['12,573', '']"
5461,r253,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,252,"['7,647', '']","['7,225', '']","['5,387', '']","['5,990', '']","['7,085', '']","['9,155', '']","['7,078', '']","['9,057', '']","['11,694', '']","['13,131', '']","['12,453', '']"
5461,r254,All institutions -> Delaware State U.,All institutions,Delaware State U.,2,253,"['9,967', '']","['11,901', '']","['11,053', '']","['11,802', '']","['12,464', '']","['12,075', '']","['14,613', '']","['13,909', '']","['12,039', '']","['11,936', '']","['12,436', 'i']"
5461,r255,All institutions -> U.S. Naval Academy,All institutions,U.S. Naval Academy,2,254,"['10,750', '']","['10,243', '']","['8,868', '']","['10,142', '']","['10,216', '']","['8,978', '']","['11,006', '']","['12,946', '']","['13,331', '']","['12,851', '']","['12,281', '']"
5461,r256,All institutions -> Missouri State U.,All institutions,Missouri State U.,2,255,"['6,051', '']","['4,756', '']","['3,697', '']","['3,129', '']","['3,027', '']","['3,141', '']","['2,633', '']","['2,659', '']","['3,977', '']","['4,907', '']","['12,232', '']"
5461,r257,"All institutions -> CUNY, Queens C.",All institutions,"CUNY, Queens C.",2,256,"['13,496', '']","['15,491', '']","['14,829', '']","['14,689', '']","['15,809', '']","['13,532', '']","['13,966', '']","['11,780', '']","['11,882', '']","['12,862', '']","['12,208', '']"
5461,r258,All institutions -> New York Medical C.,All institutions,New York Medical C.,2,257,"['21,095', '']","['21,013', '']","['16,471', '']","['13,806', '']","['11,421', '']","['11,326', '']","['10,772', '']","['9,000', 'i']","['8,141', 'i']","['11,061', 'i']","['12,106', '']"
5461,r259,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,258,"['11,997', '']","['12,255', '']","['15,921', '']","['14,974', '']","['15,054', '']","['14,286', '']","['11,524', '']","['14,043', '']","['17,514', '']","['16,094', '']","['12,019', '']"
5461,r260,All institutions -> North Carolina Central U.,All institutions,North Carolina Central U.,2,259,"['6,870', '']","['9,043', '']","['10,573', '']","['7,750', '']","['9,320', '']","['10,293', '']","['9,691', '']","['10,627', '']","['10,728', '']","['12,235', '']","['11,883', '']"
5461,r261,"All institutions -> California State U., Long Beach",All institutions,"California State U., Long Beach",2,260,"['12,096', '']","['11,570', 'i']","['11,044', 'i']","['10,517', '']","['7,689', '']","['6,047', '']","['10,960', '']","['12,991', '']","['13,704', '']","['13,380', '']","['11,846', '']"
5461,r262,All institutions -> U. of the Virgin Islands,All institutions,U. of the Virgin Islands,2,261,"['27,291', '']","['15,717', 'i']","['22,605', '']","['15,627', '']","['10,475', 'i']","['19,456', '']","['20,951', '']","['10,701', '']","['10,748', '']","['9,903', '']","['11,778', '']"
5461,r263,"All institutions -> Louisiana State U., Health Sciences Center, Shreveport",All institutions,"Louisiana State U., Health Sciences Center, Shreveport",2,262,"['13,890', '']","['15,316', '']","['13,504', '']","['11,753', '']","['8,490', '']","['6,321', '']","['6,478', '']","['7,055', '']","['9,235', '']","['12,185', '']","['11,452', '']"
5461,r264,All institutions -> Embry-Riddle Aeronautical U.,All institutions,Embry-Riddle Aeronautical U.,2,263,"['8,241', '']","['9,257', '']","['12,126', '']","['9,906', '']","['12,614', '']","['9,940', '']","['13,957', '']","['10,501', '']","['12,584', '']","['8,890', '']","['11,391', '']"
5461,r265,All institutions -> Ponce Health Sciences U.,All institutions,Ponce Health Sciences U.,2,264,"['7,569', '']","['9,318', '']","['10,486', '']","['6,249', '']","['4,960', '']","['6,729', '']","['6,951', '']","['7,108', '']","['6,386', '']","['8,339', '']","['11,228', '']"
5461,r266,All institutions -> Marshall U.,All institutions,Marshall U.,2,265,"['18,218', '']","['21,433', '']","['13,154', '']","['13,468', '']","['12,684', '']","['11,080', '']","['9,077', '']","['9,036', '']","['8,519', '']","['9,579', '']","['11,070', '']"
5461,r267,All institutions -> Hampton U.,All institutions,Hampton U.,2,266,"['14,455', '']","['12,292', '']","['15,290', '']","['12,620', '']","['11,153', '']","['14,619', '']","['13,572', '']","['15,908', '']","['13,669', '']","['12,943', '']","['10,842', '']"
5461,r268,All institutions -> Northeast Ohio Medical U.,All institutions,Northeast Ohio Medical U.,2,267,"['4,009', '']","['4,081', '']","['3,816', '']","['5,244', '']","['6,582', '']","['7,607', '']","['9,181', '']","['10,043', '']","['9,743', '']","['10,107', '']","['10,684', '']"
5461,r269,All institutions -> South Dakota School of Mines and Technology,All institutions,South Dakota School of Mines and Technology,2,268,"['25,172', '']","['28,051', '']","['14,338', '']","['7,853', '']","['7,029', '']","['9,286', '']","['10,370', '']","['10,639', '']","['10,240', '']","['9,283', '']","['10,659', '']"
5461,r270,"All institutions -> U. North Carolina, Greensboro",All institutions,"U. North Carolina, Greensboro",2,269,"['10,857', '']","['12,155', '']","['10,943', '']","['10,520', '']","['10,589', '']","['11,106', '']","['12,279', '']","['10,845', '']","['10,441', '']","['11,527', '']","['10,579', '']"
5461,r271,All institutions -> U. Akron,All institutions,U. Akron,2,270,"['11,943', '']","['12,833', '']","['16,605', '']","['19,600', '']","['20,187', '']","['14,510', '']","['25,362', '']","['16,124', '']","['12,280', '']","['11,627', '']","['10,509', '']"
5461,r272,All institutions -> Nova Southeastern U.,All institutions,Nova Southeastern U.,2,271,"['5,669', '']","['6,829', '']","['6,570', '']","['5,334', '']","['5,906', '']","['5,856', '']","['6,922', '']","['7,672', '']","['7,772', '']","['8,911', '']","['10,452', '']"
5461,r273,All institutions -> Florida Institute of Technology,All institutions,Florida Institute of Technology,2,272,"['8,903', '']","['7,387', '']","['7,189', '']","['7,112', '']","['7,706', '']","['8,251', '']","['8,714', '']","['8,440', '']","['8,333', '']","['10,043', '']","['10,448', '']"
5461,r274,"All institutions -> California State U., San Marcos",All institutions,"California State U., San Marcos",2,273,"['3,548', '']","['3,548', 'i']","['3,548', 'i']","['3,550', '']","['3,177', '']","['3,709', '']","['4,591', '']","['4,869', '']","['6,373', '']","['8,007', '']","['10,310', '']"
5461,r275,All institutions -> Charles R. Drew U. of Medicine and Science,All institutions,Charles R. Drew U. of Medicine and Science,2,274,"['20,430', '']","['20,679', '']","['19,733', '']","['17,144', '']","['19,412', '']","['12,992', '']","['12,089', '']","['14,461', '']","['10,198', '']","['10,427', '']","['9,863', '']"
5461,r276,"All institutions -> California Polytechnic State U., San Luis Obispo",All institutions,"California Polytechnic State U., San Luis Obispo",2,275,"['11,396', '']","['8,296', '']","['9,618', '']","['9,442', '']","['8,903', '']","['9,651', '']","['10,966', '']","['10,035', '']","['9,313', '']","['9,574', '']","['9,765', '']"
5461,r277,All institutions -> Xavier U. Louisiana,All institutions,Xavier U. Louisiana,2,276,"['5,669', '']","['6,673', '']","['7,177', '']","['5,856', '']","['7,077', '']","['7,735', '']","['10,487', '']","['10,901', '']","['9,971', '']","['8,526', '']","['9,628', '']"
5461,r278,All institutions -> U. Guam,All institutions,U. Guam,2,277,"['4,962', '']","['5,242', '']","['5,311', '']","['5,390', '']","['6,321', '']","['5,455', '']","['6,576', '']","['8,051', '']","['8,425', '']","['9,104', '']","['9,364', '']"
5461,r279,"All institutions -> CUNY, Advanced Science Research Center",All institutions,"CUNY, Advanced Science Research Center",2,278,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['257', '']","['ne', '']","['2,355', '']","['4,027', '']","['6,859', '']","['9,208', '']"
5461,r280,All institutions -> Prairie View A&M U.,All institutions,Prairie View A&M U.,2,279,"['8,623', '']","['11,041', '']","['10,561', '']","['9,077', '']","['8,259', '']","['7,958', '']","['7,896', '']","['8,674', '']","['8,386', '']","['9,246', '']","['9,134', '']"
5461,r281,All institutions -> Miami U.,All institutions,Miami U.,2,280,"['11,546', '']","['11,476', '']","['12,447', '']","['11,314', '']","['10,311', '']","['9,278', '']","['7,699', '']","['7,568', '']","['7,924', '']","['7,680', '']","['8,829', '']"
5461,r282,"All institutions -> CUNY, Graduate School of Public Health and Health Policy",All institutions,"CUNY, Graduate School of Public Health and Health Policy",2,281,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['5,080', '']","['5,572', '']","['8,722', '']"
5461,r283,All institutions -> Baylor U.,All institutions,Baylor U.,2,282,"['2,842', '']","['3,386', '']","['3,289', '']","['3,435', '']","['3,991', '']","['3,839', '']","['4,214', '']","['5,255', '']","['5,749', '']","['6,885', '']","['8,684', '']"
5461,r284,"All institutions -> U. Nebraska, Omaha",All institutions,"U. Nebraska, Omaha",2,283,"['4,128', '']","['5,034', '']","['5,589', '']","['5,230', '']","['4,979', '']","['4,484', '']","['6,657', '']","['7,038', '']","['7,043', '']","['7,655', '']","['8,626', '']"
5461,r285,All institutions -> Langston U.,All institutions,Langston U.,2,284,"['3,313', '']","['3,778', '']","['3,957', '']","['4,153', '']","['5,816', '']","['5,621', '']","['8,941', '']","['7,960', 'i']","['7,146', 'i']","['6,331', '']","['8,584', '']"
5461,r286,All institutions -> Rosalind Franklin U. of Medicine and Science,All institutions,Rosalind Franklin U. of Medicine and Science,2,285,"['8,350', '']","['9,317', '']","['10,084', '']","['11,202', '']","['9,754', '']","['9,368', '']","['8,478', '']","['8,828', '']","['9,249', '']","['8,865', '']","['8,504', '']"
5461,r287,All institutions -> Tennessee State U.,All institutions,Tennessee State U.,2,286,"['6,936', '']","['7,732', '']","['9,393', '']","['9,354', '']","['11,886', '']","['10,920', '']","['11,590', '']","['9,226', '']","['9,336', '']","['8,449', '']","['8,487', '']"
5461,r288,All institutions -> Texas A&M U.-Kingsville,All institutions,Texas A&M U.-Kingsville,2,287,"['5,067', '']","['4,765', '']","['4,980', '']","['4,988', '']","['6,415', '']","['5,483', '']","['5,910', '']","['5,827', '']","['5,640', '']","['6,874', '']","['8,253', '']"
5461,r289,"All institutions -> California State U., Los Angeles",All institutions,"California State U., Los Angeles",2,288,"['7,027', '']","['8,296', '']","['6,739', '']","['6,948', '']","['4,788', '']","['3,794', '']","['3,452', '']","['6,499', '']","['8,530', '']","['9,088', '']","['8,088', '']"
5461,r290,"All institutions -> U. Maryland, Eastern Shore",All institutions,"U. Maryland, Eastern Shore",2,289,"['8,583', '']","['8,587', '']","['6,955', '']","['8,511', '']","['8,902', '']","['9,284', '']","['7,853', '']","['7,265', '']","['4,890', '']","['6,983', '']","['8,084', '']"
5461,r291,All institutions -> U.S. Military Academy,All institutions,U.S. Military Academy,2,290,"['19,763', 'i']","['12,314', '']","['11,702', '']","['11,612', '']","['13,247', '']","['13,135', '']","['12,281', '']","['7,247', '']","['6,313', '']","['6,432', '']","['8,068', '']"
5461,r292,"All institutions -> U. Texas Health Science Center, Tyler",All institutions,"U. Texas Health Science Center, Tyler",2,291,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['3,713', '']","['3,757', '']","['5,792', '']","['6,438', 'i']","['7,084', 'i']","['7,732', '']"
5461,r293,"All institutions -> SUNY, C. of Environmental Science and Forestry",All institutions,"SUNY, C. of Environmental Science and Forestry",2,292,"['8,907', '']","['8,732', 'i']","['8,557', 'i']","['8,382', 'i']","['5,564', 'i']","['7,784', '']","['8,109', '']","['7,658', '']","['6,854', '']","['7,632', '']","['7,718', '']"
5461,r294,All institutions -> Idaho State U.,All institutions,Idaho State U.,2,293,"['13,591', '']","['16,821', '']","['15,711', '']","['12,738', '']","['10,566', '']","['11,510', '']","['11,827', '']","['11,084', '']","['9,737', '']","['7,222', '']","['7,693', '']"
5461,r295,"All institutions -> Teachers C., Columbia U.",All institutions,"Teachers C., Columbia U.",2,294,"['6,478', '']","['8,433', '']","['10,120', '']","['8,492', '']","['8,909', '']","['12,666', '']","['11,373', '']","['10,194', '']","['8,925', '']","['8,054', '']","['7,614', '']"
5461,r296,All institutions -> Creighton U.,All institutions,Creighton U.,2,295,"['11,850', '']","['14,080', '']","['14,209', 'i']","['13,272', 'i']","['11,427', 'i']","['9,164', 'i']","['10,406', 'i']","['7,787', 'i']","['5,601', 'i']","['8,113', 'i']","['7,444', 'i']"
5461,r297,All institutions -> Central Michigan U.,All institutions,Central Michigan U.,2,296,"['2,301', '']","['4,315', '']","['4,965', '']","['5,325', '']","['5,982', '']","['5,108', '']","['4,883', '']","['5,550', '']","['7,121', '']","['8,100', '']","['7,429', '']"
5461,r298,All institutions -> East Tennessee State U.,All institutions,East Tennessee State U.,2,297,"['6,121', '']","['7,705', '']","['8,052', '']","['6,825', '']","['4,865', '']","['4,664', '']","['5,655', '']","['5,870', '']","['7,168', '']","['7,688', '']","['7,329', '']"
5461,r299,All institutions -> Chapman U.,All institutions,Chapman U.,2,298,"['1,429', '']","['1,215', '']","['1,465', '']","['2,227', '']","['2,170', '']","['2,348', '']","['2,951', '']","['3,414', '']","['3,780', '']","['5,359', '']","['7,313', '']"
5461,r300,All institutions -> Norfolk State U.,All institutions,Norfolk State U.,2,299,"['5,413', '']","['6,345', '']","['7,739', '']","['5,465', '']","['6,381', '']","['4,918', '']","['6,947', '']","['7,101', '']","['6,877', '']","['7,935', '']","['7,121', '']"
5461,r301,All institutions -> Alcorn State U.,All institutions,Alcorn State U.,2,300,"['9,256', '']","['8,655', '']","['8,598', '']","['8,321', '']","['7,447', '']","['6,784', '']","['6,387', '']","['8,634', '']","['7,372', '']","['7,540', '']","['7,023', '']"
5461,r302,All institutions -> Louisiana Tech U.,All institutions,Louisiana Tech U.,2,301,"['9,715', '']","['10,351', '']","['8,296', '']","['7,593', '']","['6,577', '']","['5,433', '']","['5,013', '']","['5,438', '']","['5,710', '']","['6,303', '']","['7,000', '']"
5461,r303,All institutions -> Clarkson U.,All institutions,Clarkson U.,2,302,"['9,408', '']","['9,531', '']","['7,061', '']","['5,275', '']","['5,462', '']","['5,436', '']","['6,183', '']","['6,538', '']","['7,814', '']","['8,350', '']","['6,876', '']"
5461,r304,"All institutions -> U. Arkansas, Little Rock",All institutions,"U. Arkansas, Little Rock",2,303,"['6,578', '']","['7,995', '']","['7,894', '']","['6,076', '']","['4,559', '']","['3,736', '']","['4,473', '']","['4,220', '']","['4,942', '']","['6,114', '']","['6,660', '']"
5461,r305,"All institutions -> U. Minnesota, Duluth",All institutions,"U. Minnesota, Duluth",2,304,"['6,427', '']","['8,372', '']","['7,560', '']","['7,264', '']","['5,940', '']","['10,025', '']","['8,055', '']","['6,033', '']","['5,520', '']","['7,082', '']","['6,393', '']"
5461,r306,All institutions -> Tennessee Technological U.,All institutions,Tennessee Technological U.,2,305,"['6,958', '']","['5,119', '']","['4,154', '']","['3,566', '']","['3,662', '']","['3,508', '']","['4,015', '']","['4,808', '']","['5,269', '']","['5,996', '']","['6,338', '']"
5461,r307,"All institutions -> U. Massachusetts, Dartmouth",All institutions,"U. Massachusetts, Dartmouth",2,306,"['11,236', '']","['12,253', '']","['10,329', '']","['8,076', '']","['8,413', '']","['7,134', '']","['6,463', '']","['7,118', '']","['6,595', '']","['6,957', '']","['6,066', '']"
5461,r308,All institutions -> Northern Illinois U.,All institutions,Northern Illinois U.,2,307,"['16,907', '']","['11,226', '']","['12,311', '']","['12,178', '']","['8,697', '']","['8,915', '']","['9,679', '']","['6,164', '']","['6,925', '']","['6,705', '']","['6,025', '']"
5461,r309,"All institutions -> U. North Carolina, Wilmington",All institutions,"U. North Carolina, Wilmington",2,308,"['13,026', '']","['12,933', '']","['10,032', '']","['7,599', '']","['4,480', '']","['4,519', '']","['4,595', '']","['4,834', '']","['5,001', '']","['6,405', '']","['5,984', '']"
