table_id,row_id,_b_agency_or_facility_b_full_path,_b_agency_or_facility_b_level_1,_b_agency_or_facility_b_level_2,_b_agency_or_facility_b_level_3,_b_agency_or_facility_b_level_4,_b_agency_or_facility_b_level_5,_b_agency_or_facility_b_level_6,_b_agency_or_facility_b_hierarchy_depth,field_all_r_d_expenditures,field_r_d_field_agricultural_sciences_and_natural_resources_and_conservation,field_r_d_field_biological_biomedical_and_health_sciences,field_r_d_field_computer_and_information_sciences,field_r_d_field_geosciences_atmospheric_sciences_and_ocean_sciences,field_r_d_field_mathematics_and_statistics,field_r_d_field_physical_sciences,field_r_d_field_psychology,field_r_d_field_social_sciences,field_r_d_field_engineering,field_r_d_field_other_fields
12495,r149,All agencies -> Department of Defense -> Space Force -> Joint Execution and Tasking System for Space,All agencies,Department of Defense,Space Force,Joint Execution and Tasking System for Space,,,4,"['2,087', '']","['0', '']","['0', '']","['1,611', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['477', '']"
12495,r150,All agencies -> Department of Defense -> Space Force -> National Security Space Launch,All agencies,Department of Defense,Space Force,National Security Space Launch,,,4,"['91,491', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['91,491', '']","['0', '']"
12495,r151,All agencies -> Department of Defense -> Space Force -> NAVSTAR Global Positioning System (User Equipment),All agencies,Department of Defense,Space Force,NAVSTAR Global Positioning System (User Equipment),,,4,"['290,005', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['290,005', '']","['0', '']"
12495,r152,All agencies -> Department of Defense -> Space Force -> Next-Generation Overhead Persistent Infrared Block 0 Geosynchronous,All agencies,Department of Defense,Space Force,Next-Generation Overhead Persistent Infrared Block 0 Geosynchronous,,,4,"['334,688', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['334,688', '']","['0', '']"
12495,r153,All agencies -> Department of Defense -> Space Force -> Next-Generation Overhead Persistent Infrared Block 0 Polar,All agencies,Department of Defense,Space Force,Next-Generation Overhead Persistent Infrared Block 0 Polar,,,4,"['343,144', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['343,144', '']","['0', '']"
12495,r154,All agencies -> Department of Defense -> Space Force -> Next-Generation Overhead Persistent Infrared Ground (aka Future Operationally Resilient Ground Evolution),All agencies,Department of Defense,Space Force,Next-Generation Overhead Persistent Infrared Ground (aka Future Operationally Resilient Ground Evolution),,,4,"['311,140', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['311,140', '']","['0', '']"
12495,r155,All agencies -> Department of Defense -> Space Force -> Next-Generation Overhead Persistent Infrared Integration,All agencies,Department of Defense,Space Force,Next-Generation Overhead Persistent Infrared Integration,,,4,"['23,796', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['23,718', '']","['78', '']"
12495,r156,All agencies -> Department of Defense -> Space Force -> Next-Generation Overhead Persistent Infrared Space Mod Initiative,All agencies,Department of Defense,Space Force,Next-Generation Overhead Persistent Infrared Space Mod Initiative,,,4,"['56,529', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['56,529', '']","['0', '']"
12495,r157,All agencies -> Department of Defense -> Space Force -> Polar MILSATCOM Enhanced Polar System Recapitalization,All agencies,Department of Defense,Space Force,Polar MILSATCOM Enhanced Polar System Recapitalization,,,4,"['50,402', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['50,402', '']","['0', '']"
12495,r158,All agencies -> Department of Defense -> Space Force -> Protected Tactical Enterprise Service,All agencies,Department of Defense,Space Force,Protected Tactical Enterprise Service,,,4,"['51,780', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['51,780', '']","['0', '']"
12495,r159,All agencies -> Department of Defense -> Space Force -> Protected Tactical Service,All agencies,Department of Defense,Space Force,Protected Tactical Service,,,4,"['185,948', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['185,948', '']","['0', '']"
12495,r160,All agencies -> Department of Defense -> Space Force -> Rocket System Launch Program,All agencies,Department of Defense,Space Force,Rocket System Launch Program,,,4,"['21,481', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['21,481', '']","['0', '']"
12495,r161,All agencies -> Department of Defense -> Space Force -> Space Control Technology,All agencies,Department of Defense,Space Force,Space Control Technology,,,4,"['31,361', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['31,361', '']","['0', '']"
12495,r162,All agencies -> Department of Defense -> Space Force -> Space Rapid Capabilities Office,All agencies,Department of Defense,Space Force,Space Rapid Capabilities Office,,,4,"['83,186', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['83,186', '']","['0', '']"
12495,r163,All agencies -> Department of Defense -> Space Force -> Space Situation Awareness Systems,All agencies,Department of Defense,Space Force,Space Situation Awareness Systems,,,4,"['100,674', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['100,674', '']","['0', '']"
12495,r164,All agencies -> Department of Defense -> Space Force -> Space Situational Awareness Environmental Monitoring,All agencies,Department of Defense,Space Force,Space Situational Awareness Environmental Monitoring,,,4,"['364', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['364', '']"
12495,r165,All agencies -> Department of Defense -> Space Force -> Space Systems Prototype Transitions Assault Breaker II,All agencies,Department of Defense,Space Force,Space Systems Prototype Transitions Assault Breaker II,,,4,"['49,909', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['49,909', '']","['0', '']"
12495,r166,All agencies -> Department of Defense -> Space Force -> Space Test and Training Range Development,All agencies,Department of Defense,Space Force,Space Test and Training Range Development,,,4,"['742', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['742', '']","['0', '']"
12495,r167,All agencies -> Department of Defense -> Space Force -> Space Test Program,All agencies,Department of Defense,Space Force,Space Test Program,,,4,"['24,717', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['24,717', '']","['0', '']"
12495,r168,All agencies -> Department of Defense -> Space Force -> Weather System Follow-On,All agencies,Department of Defense,Space Force,Weather System Follow-On,,,4,"['12,364', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['12,364', '']"
12495,r169,All agencies -> Department of Energy,All agencies,Department of Energy,,,,,2,"['100,005', '']","['0', '']","['0', 'i']","['0', 'i']","['9,500', 'i']","['0', '']","['15,901', 'i']","['0', '']","['0', 'i']","['74,604', 'i']","['0', '']"
12495,r170,All agencies -> Department of Energy -> National Energy Technology Laboratory,All agencies,Department of Energy,National Energy Technology Laboratory,,,,3,"['100,005', '']","['0', '']","['0', 'i']","['0', 'i']","['9,500', 'i']","['0', '']","['15,901', 'i']","['0', '']","['0', 'i']","['74,604', 'i']","['0', '']"
12495,r171,All agencies -> Department of Health and Human Services,All agencies,Department of Health and Human Services,,,,,2,"['3,359,936', '']","['62,977', '']","['3,191,761', '']","['32,837', '']","['0', '']","['5,023', '']","['9,488', '']","['2,044', '']","['11,497', '']","['40,616', '']","['3,693', '']"
12495,r172,All agencies -> Department of Health and Human Services -> Centers for Disease Control and Prevention,All agencies,Department of Health and Human Services,Centers for Disease Control and Prevention,,,,3,"['145,593', '']","['0', '']","['111,714', '']","['236', '']","['0', '']","['270', '']","['3,867', '']","['917', '']","['1,353', '']","['26,681', '']","['555', '']"
12495,r173,All agencies -> Department of Health and Human Services -> Centers for Disease Control and Prevention -> National Center for Emerging and Zoonotic Infectious Diseases,All agencies,Department of Health and Human Services,Centers for Disease Control and Prevention,National Center for Emerging and Zoonotic Infectious Diseases,,,4,"['3,094', '']","['0', '']","['3,094', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r174,"All agencies -> Department of Health and Human Services -> Centers for Disease Control and Prevention -> National Center for HIV, Viral Hepatitis, STD, and Tuberculosis Prevention",All agencies,Department of Health and Human Services,Centers for Disease Control and Prevention,"National Center for HIV, Viral Hepatitis, STD, and Tuberculosis Prevention",,,4,"['28,238', '']","['0', '']","['28,231', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['7', '']"
12495,r175,All agencies -> Department of Health and Human Services -> Centers for Disease Control and Prevention -> National Center for Immunization and Respiratory Diseases,All agencies,Department of Health and Human Services,Centers for Disease Control and Prevention,National Center for Immunization and Respiratory Diseases,,,4,"['44,783', '']","['0', '']","['44,783', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r176,All agencies -> Department of Health and Human Services -> Centers for Disease Control and Prevention -> National Center on Birth Defects and Developmental Disabilities,All agencies,Department of Health and Human Services,Centers for Disease Control and Prevention,National Center on Birth Defects and Developmental Disabilities,,,4,"['243', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['243', '']"
12495,r177,All agencies -> Department of Health and Human Services -> Centers for Disease Control and Prevention -> National Institute for Occupational Safety and Health,All agencies,Department of Health and Human Services,Centers for Disease Control and Prevention,National Institute for Occupational Safety and Health,,,4,"['69,235', '']","['0', '']","['35,606', '']","['236', '']","['0', '']","['270', '']","['3,867', '']","['917', '']","['1,353', '']","['26,681', '']","['305', '']"
12495,r178,All agencies -> Department of Health and Human Services -> Food and Drug Administration,All agencies,Department of Health and Human Services,Food and Drug Administration,,,,3,"['458,410', '']","['62,977', '']","['374,465', '']","['3,673', '']","['0', '']","['4,753', '']","['0', '']","['0', '']","['1,370', '']","['8,035', '']","['3,137', '']"
12495,r179,All agencies -> Department of Health and Human Services -> Food and Drug Administration -> Center for Biologics Evaluation and Research,All agencies,Department of Health and Human Services,Food and Drug Administration,Center for Biologics Evaluation and Research,,,4,"['66,565', '']","['0', '']","['66,565', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r180,All agencies -> Department of Health and Human Services -> Food and Drug Administration -> Center for Devices and Radiological Health,All agencies,Department of Health and Human Services,Food and Drug Administration,Center for Devices and Radiological Health,,,4,"['7,913', '']","['0', '']","['3,913', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,000', '']","['0', '']"
12495,r181,All agencies -> Department of Health and Human Services -> Food and Drug Administration -> Center for Drug Evaluation and Research,All agencies,Department of Health and Human Services,Food and Drug Administration,Center for Drug Evaluation and Research,,,4,"['73,608', '']","['0', '']","['73,608', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r182,All agencies -> Department of Health and Human Services -> Food and Drug Administration -> Center for Food Safety and Applied Nutrition,All agencies,Department of Health and Human Services,Food and Drug Administration,Center for Food Safety and Applied Nutrition,,,4,"['95,059', '']","['38,023', '']","['52,282', '']","['0', '']","['0', '']","['4,753', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r183,All agencies -> Department of Health and Human Services -> Food and Drug Administration -> Center for Tobacco Products,All agencies,Department of Health and Human Services,Food and Drug Administration,Center for Tobacco Products,,,4,"['93,521', '']","['0', '']","['93,521', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r184,All agencies -> Department of Health and Human Services -> Food and Drug Administration -> Center for Veterinary Medicine,All agencies,Department of Health and Human Services,Food and Drug Administration,Center for Veterinary Medicine,,,4,"['20,184', '']","['20,184', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r185,All agencies -> Department of Health and Human Services -> Food and Drug Administration -> National Center for Toxicological Research,All agencies,Department of Health and Human Services,Food and Drug Administration,National Center for Toxicological Research,,,4,"['88,645', '']","['3,019', '']","['73,710', '']","['3,673', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,070', '']","['4,035', '']","['3,137', '']"
12495,r186,All agencies -> Department of Health and Human Services -> Food and Drug Administration -> Office of Regulatory Affairs,All agencies,Department of Health and Human Services,Food and Drug Administration,Office of Regulatory Affairs,,,4,"['3,000', '']","['1,750', '']","['950', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['300', '']","['0', '']","['0', '']"
12495,r187,All agencies -> Department of Health and Human Services -> Food and Drug Administration -> Oncology Center of Excellence,All agencies,Department of Health and Human Services,Food and Drug Administration,Oncology Center of Excellence,,,4,"['9,915', '']","['0', '']","['9,915', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r188,All agencies -> Department of Health and Human Services -> National Institutes of Health,All agencies,Department of Health and Human Services,National Institutes of Health,,,,3,"['2,755,933', '']","['0', '']","['2,705,582', '']","['28,928', '']","['0', '']","['0', '']","['5,621', '']","['1,128', '']","['8,774', '']","['5,900', '']","['0', '']"
12495,r189,All agencies -> Department of Health and Human Services -> National Institutes of Health -> Clinical Center,All agencies,Department of Health and Human Services,National Institutes of Health,Clinical Center,,,4,"['618,605', '']","['0', '']","['618,605', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r190,All agencies -> Department of Health and Human Services -> National Institutes of Health -> Eunice Kennedy Shriver National Institute of Child Health and Human Development,All agencies,Department of Health and Human Services,National Institutes of Health,Eunice Kennedy Shriver National Institute of Child Health and Human Development,,,4,"['221,061', '']","['0', '']","['197,687', '']","['14,599', '']","['0', '']","['0', '']","['0', '']","['0', '']","['8,774', '']","['0', '']","['0', '']"
12495,r191,All agencies -> Department of Health and Human Services -> National Institutes of Health -> National Cancer Institute,All agencies,Department of Health and Human Services,National Institutes of Health,National Cancer Institute,,,4,"['104,607', '']","['0', '']","['98,987', '']","['0', '']","['0', '']","['0', '']","['5,621', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r192,All agencies -> Department of Health and Human Services -> National Institutes of Health -> National Center for Advancing Translational Sciences,All agencies,Department of Health and Human Services,National Institutes of Health,National Center for Advancing Translational Sciences,,,4,"['150,884', '']","['0', '']","['150,884', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r193,All agencies -> Department of Health and Human Services -> National Institutes of Health -> National Center for Complementary and Integrative Health,All agencies,Department of Health and Human Services,National Institutes of Health,National Center for Complementary and Integrative Health,,,4,"['15,500', '']","['0', '']","['15,500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r194,All agencies -> Department of Health and Human Services -> National Institutes of Health -> National Eye Institute,All agencies,Department of Health and Human Services,National Institutes of Health,National Eye Institute,,,4,"['105,189', '']","['0', '']","['105,189', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r195,"All agencies -> Department of Health and Human Services -> National Institutes of Health -> National Heart, Lung, and Blood Institute",All agencies,Department of Health and Human Services,National Institutes of Health,"National Heart, Lung, and Blood Institute",,,4,"['173,071', '']","['0', '']","['173,071', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r196,All agencies -> Department of Health and Human Services -> National Institutes of Health -> National Human Genome Research Institute,All agencies,Department of Health and Human Services,National Institutes of Health,National Human Genome Research Institute,,,4,"['133,478', '']","['0', '']","['119,614', '']","['13,864', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r197,All agencies -> Department of Health and Human Services -> National Institutes of Health -> National Institute of Allergy and Infectious Diseases,All agencies,Department of Health and Human Services,National Institutes of Health,National Institute of Allergy and Infectious Diseases,,,4,"['425,092', '']","['0', '']","['425,092', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r198,All agencies -> Department of Health and Human Services -> National Institutes of Health -> National Institute of Arthritis and Musculoskeletal and Skin Diseases,All agencies,Department of Health and Human Services,National Institutes of Health,National Institute of Arthritis and Musculoskeletal and Skin Diseases,,,4,"['57,611', '']","['0', '']","['57,611', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r199,All agencies -> Department of Health and Human Services -> National Institutes of Health -> National Institute of Biomedical Imaging and Bioengineering,All agencies,Department of Health and Human Services,National Institutes of Health,National Institute of Biomedical Imaging and Bioengineering,,,4,"['5,900', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5,900', '']","['0', '']"
12495,r200,All agencies -> Department of Health and Human Services -> National Institutes of Health -> National Institute of Dental and Craniofacial Research,All agencies,Department of Health and Human Services,National Institutes of Health,National Institute of Dental and Craniofacial Research,,,4,"['70,666', '']","['0', '']","['70,666', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r201,All agencies -> Department of Health and Human Services -> National Institutes of Health -> National Institute of Diabetes and Digestive and Kidney Diseases,All agencies,Department of Health and Human Services,National Institutes of Health,National Institute of Diabetes and Digestive and Kidney Diseases,,,4,"['142,684', '']","['0', '']","['142,684', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r202,All agencies -> Department of Health and Human Services -> National Institutes of Health -> National Institute of Environmental Health Sciences,All agencies,Department of Health and Human Services,National Institutes of Health,National Institute of Environmental Health Sciences,,,4,"['124,012', '']","['0', '']","['124,012', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r203,All agencies -> Department of Health and Human Services -> National Institutes of Health -> National Institute of Mental Health,All agencies,Department of Health and Human Services,National Institutes of Health,National Institute of Mental Health,,,4,"['1,128', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,128', '']","['0', '']","['0', '']","['0', '']"
12495,r204,All agencies -> Department of Health and Human Services -> National Institutes of Health -> National Institute of Neurological Disorders and Stroke,All agencies,Department of Health and Human Services,National Institutes of Health,National Institute of Neurological Disorders and Stroke,,,4,"['217,704', '']","['0', '']","['217,704', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r205,All agencies -> Department of Health and Human Services -> National Institutes of Health -> National Institute of Nursing Research,All agencies,Department of Health and Human Services,National Institutes of Health,National Institute of Nursing Research,,,4,"['3,923', '']","['0', '']","['3,459', '']","['464', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r206,All agencies -> Department of Health and Human Services -> National Institutes of Health -> National Institute on Aging,All agencies,Department of Health and Human Services,National Institutes of Health,National Institute on Aging,,,4,"['4,299', '']","['0', '']","['4,299', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r207,All agencies -> Department of Health and Human Services -> National Institutes of Health -> National Institute on Alcohol Abuse and Alcoholism,All agencies,Department of Health and Human Services,National Institutes of Health,National Institute on Alcohol Abuse and Alcoholism,,,4,"['48,509', '']","['0', '']","['48,509', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r208,All agencies -> Department of Health and Human Services -> National Institutes of Health -> National Institute on Deafness and Other Communication Disorders,All agencies,Department of Health and Human Services,National Institutes of Health,National Institute on Deafness and Other Communication Disorders,,,4,"['29,974', '']","['0', '']","['29,974', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r209,All agencies -> Department of Health and Human Services -> National Institutes of Health -> National Institute on Drug Abuse,All agencies,Department of Health and Human Services,National Institutes of Health,National Institute on Drug Abuse,,,4,"['66,351', '']","['0', '']","['66,351', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r210,All agencies -> Department of Health and Human Services -> National Institutes of Health -> National Institute on Minority Health and Health Disparities,All agencies,Department of Health and Human Services,National Institutes of Health,National Institute on Minority Health and Health Disparities,,,4,"['9,919', '']","['0', '']","['9,919', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r211,All agencies -> Department of Health and Human Services -> National Institutes of Health -> National Library of Medicine,All agencies,Department of Health and Human Services,National Institutes of Health,National Library of Medicine,,,4,"['25,766', '']","['0', '']","['25,766', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r212,All agencies -> Department of Homeland Security,All agencies,Department of Homeland Security,,,,,2,"['39,016', ' ']","['1,550', ' ']","['0', ' ']","['1,044', 'i']","['0', ' ']","['3,500', ' ']","['6,390', ' ']","['800', ' ']","['0', ' ']","['25,732', ' ']","['0', ' ']"
12495,r213,All agencies -> Department of Homeland Security -> Coast Guard,All agencies,Department of Homeland Security,Coast Guard,,,,3,"['17,500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,500', '']","['2,000', '']","['800', '']","['0', '']","['11,200', '']","['0', '']"
12495,r214,"All agencies -> Department of Homeland Security -> Coast Guard -> Acquisition Directorate, Research and Development Center",All agencies,Department of Homeland Security,Coast Guard,"Acquisition Directorate, Research and Development Center",,,4,"['17,500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,500', '']","['2,000', '']","['800', '']","['0', '']","['11,200', '']","['0', '']"
12495,r215,All agencies -> Department of Homeland Security -> Cybersecurity and Infrastructure Security Agency,All agencies,Department of Homeland Security,Cybersecurity and Infrastructure Security Agency,,,,3,"['1,216', 'i']","['0', 'i']","['0', 'i']","['1,044', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['172', 'i']","['0', 'i']"
12495,r216,All agencies -> Department of Homeland Security -> Science and Technology Directorate,All agencies,Department of Homeland Security,Science and Technology Directorate,,,,3,"['20,300', '']","['1,550', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,390', '']","['0', '']","['0', '']","['14,360', '']","['0', '']"
12495,r217,All agencies -> Department of Homeland Security -> Science and Technology Directorate -> Office of National Laboratories,All agencies,Department of Homeland Security,Science and Technology Directorate,Office of National Laboratories,,,4,"['20,300', '']","['1,550', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,390', '']","['0', '']","['0', '']","['14,360', '']","['0', '']"
12495,r218,All agencies -> Department of Homeland Security -> Science and Technology Directorate -> Office of National Laboratories -> Chemical Security Analysis Center,All agencies,Department of Homeland Security,Science and Technology Directorate,Office of National Laboratories,Chemical Security Analysis Center,,5,"['4,390', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,390', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r219,All agencies -> Department of Homeland Security -> Science and Technology Directorate -> Office of National Laboratories -> National Urban Security Technology Laboratory,All agencies,Department of Homeland Security,Science and Technology Directorate,Office of National Laboratories,National Urban Security Technology Laboratory,,5,"['3,480', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,480', '']","['0', '']"
12495,r220,All agencies -> Department of Homeland Security -> Science and Technology Directorate -> Office of National Laboratories -> Plum Island Animal Disease Center,All agencies,Department of Homeland Security,Science and Technology Directorate,Office of National Laboratories,Plum Island Animal Disease Center,,5,"['1,550', '']","['1,550', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r221,All agencies -> Department of Homeland Security -> Science and Technology Directorate -> Office of National Laboratories -> Transportation Security Laboratory,All agencies,Department of Homeland Security,Science and Technology Directorate,Office of National Laboratories,Transportation Security Laboratory,,5,"['10,880', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['10,880', '']","['0', '']"
12495,r222,All agencies -> Department of the Interior,All agencies,Department of the Interior,,,,,2,"['1,170,882', '']","['32,743', '']","['387,357', '']","['2,420', '']","['711,847', '']","['0', '']","['1,695', '']","['0', '']","['20,671', '']","['13,424', '']","['725', '']"
12495,r223,All agencies -> Department of the Interior -> Bureau of Land Management,All agencies,Department of the Interior,Bureau of Land Management,,,,3,"['301', '']","['0', '']","['301', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r224,All agencies -> Department of the Interior -> Bureau of Ocean Energy Management,All agencies,Department of the Interior,Bureau of Ocean Energy Management,,,,3,"['36,016', '']","['0', '']","['0', '']","['2,411', '']","['19,810', '']","['0', '']","['1,695', '']","['0', '']","['11,375', '']","['0', '']","['725', '']"
12495,r225,All agencies -> Department of the Interior -> Bureau of Reclamation,All agencies,Department of the Interior,Bureau of Reclamation,,,,3,"['16,124', '']","['2,700', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['13,424', '']","['0', '']"
12495,r226,All agencies -> Department of the Interior -> Fish and Wildlife Service,All agencies,Department of the Interior,Fish and Wildlife Service,,,,3,"['24,000', '']","['24,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r227,All agencies -> Department of the Interior -> Geological Survey,All agencies,Department of the Interior,Geological Survey,,,,3,"['1,079,102', '']","['0', '']","['387,056', '']","['9', '']","['692,036', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r228,All agencies -> Department of the Interior -> Geological Survey -> Core Science Systems Mission Area,All agencies,Department of the Interior,Geological Survey,Core Science Systems Mission Area,,,4,"['126,178', '']","['0', '']","['0', '']","['9', '']","['126,169', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r229,All agencies -> Department of the Interior -> Geological Survey -> Ecosystems Mission Area,All agencies,Department of the Interior,Geological Survey,Ecosystems Mission Area,,,4,"['387,056', '']","['0', '']","['387,056', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r230,All agencies -> Department of the Interior -> Geological Survey -> Energy and Minerals Mission Area,All agencies,Department of the Interior,Geological Survey,Energy and Minerals Mission Area,,,4,"['88,126', '']","['0', '']","['0', '']","['0', '']","['88,126', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r231,All agencies -> Department of the Interior -> Geological Survey -> Natural Hazards Mission Area,All agencies,Department of the Interior,Geological Survey,Natural Hazards Mission Area,,,4,"['156,535', '']","['0', '']","['0', '']","['0', '']","['156,535', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r232,All agencies -> Department of the Interior -> Geological Survey -> Water Resources Mission Area,All agencies,Department of the Interior,Geological Survey,Water Resources Mission Area,,,4,"['321,206', '']","['0', '']","['0', '']","['0', '']","['321,206', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12495,r233,All agencies -> Department of the Interior -> National Park Service,All agencies,Department of the Interior,National Park Service,,,,3,"['15,339', '']","['6,043', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['9,296', '']","['0', '']","['0', '']"
