table_id,row_id,state_and_department_or_agency_full_path,state_and_department_or_agency_level_1,state_and_department_or_agency_level_2,state_and_department_or_agency_level_3,state_and_department_or_agency_hierarchy_depth,field_all_r_d_expenditures,field_agriculture,field_energy,field_environment_and_natural_resources,field_health,field_transportation,field_othera
2469,r329,"United States<sup>b</sup> -> Rhode Island -> Transportation, Department of",United States<sup>b</sup>,Rhode Island,"Transportation, Department of",3,1225000,0,0,0,0,1225000,0
2469,r330,United States<sup>b</sup> -> Rhode Island -> Water Resources Board,United States<sup>b</sup>,Rhode Island,Water Resources Board,3,55000,0,0,55000,0,0,0
2469,r331,United States<sup>b</sup> -> South Carolina,United States<sup>b</sup>,South Carolina,,2,46983243,1013153,86506,28245560,14541188,2159379,937457
2469,r332,"United States<sup>b</sup> -> South Carolina -> Agriculture, Department of",United States<sup>b</sup>,South Carolina,"Agriculture, Department of",3,1035394,970156,0,0,0,0,65238
2469,r333,"United States<sup>b</sup> -> South Carolina -> Disabilities and Special Needs, Department of",United States<sup>b</sup>,South Carolina,"Disabilities and Special Needs, Department of",3,12226376,0,0,0,12226376,0,0
2469,r334,"United States<sup>b</sup> -> South Carolina -> Health and Environmental Control, Department of",United States<sup>b</sup>,South Carolina,"Health and Environmental Control, Department of",3,1585652,0,0,0,1585652,0,0
2469,r335,"United States<sup>b</sup> -> South Carolina -> Mental Health, Department of",United States<sup>b</sup>,South Carolina,"Mental Health, Department of",3,100884,0,0,0,100884,0,0
2469,r336,"United States<sup>b</sup> -> South Carolina -> Natural Resources, Department of",United States<sup>b</sup>,South Carolina,"Natural Resources, Department of",3,26062760,0,0,26062760,0,0,0
2469,r337,United States<sup>b</sup> -> South Carolina -> Public Service Authority,United States<sup>b</sup>,South Carolina,Public Service Authority,3,30000,0,30000,0,0,0,0
2469,r338,United States<sup>b</sup> -> South Carolina -> Research Authority,United States<sup>b</sup>,South Carolina,Research Authority,3,1401205,36500,0,5000,628276,0,731429
2469,r339,United States<sup>b</sup> -> South Carolina -> Sea Grant Consortium,United States<sup>b</sup>,South Carolina,Sea Grant Consortium,3,2381593,6497,56506,2177800,0,0,140790
2469,r340,"United States<sup>b</sup> -> South Carolina -> Transportation, Department of",United States<sup>b</sup>,South Carolina,"Transportation, Department of",3,2159379,0,0,0,0,2159379,0
2469,r341,United States<sup>b</sup> -> South Dakota,United States<sup>b</sup>,South Dakota,,2,2953214,1690563,39853,0,0,1222798,0
2469,r342,United States<sup>b</sup> -> South Dakota -> Corn Utilization Council,United States<sup>b</sup>,South Dakota,Corn Utilization Council,3,250000,250000,0,0,0,0,0
2469,r343,United States<sup>b</sup> -> South Dakota -> Oilseeds Council,United States<sup>b</sup>,South Dakota,Oilseeds Council,3,216845,216845,0,0,0,0,0
2469,r344,United States<sup>b</sup> -> South Dakota -> Pulse Crop Council,United States<sup>b</sup>,South Dakota,Pulse Crop Council,3,13352,13352,0,0,0,0,0
2469,r345,United States<sup>b</sup> -> South Dakota -> Science and Technology Authority,United States<sup>b</sup>,South Dakota,Science and Technology Authority,3,39853,0,39853,0,0,0,0
2469,r346,United States<sup>b</sup> -> South Dakota -> Soybean Research and Promotion Council,United States<sup>b</sup>,South Dakota,Soybean Research and Promotion Council,3,718122,718122,0,0,0,0,0
2469,r347,"United States<sup>b</sup> -> South Dakota -> Transportation, Department of",United States<sup>b</sup>,South Dakota,"Transportation, Department of",3,1222798,0,0,0,0,1222798,0
2469,r348,United States<sup>b</sup> -> South Dakota -> Weed and Pest Control Commission,United States<sup>b</sup>,South Dakota,Weed and Pest Control Commission,3,45314,45314,0,0,0,0,0
2469,r349,United States<sup>b</sup> -> South Dakota -> Wheat Commission,United States<sup>b</sup>,South Dakota,Wheat Commission,3,446930,446930,0,0,0,0,0
2469,r350,United States<sup>b</sup> -> Tennessee,United States<sup>b</sup>,Tennessee,,2,7439395,0,106514,906097,0,3107664,3319120
2469,r351,"United States<sup>b</sup> -> Tennessee -> Education, Department of",United States<sup>b</sup>,Tennessee,"Education, Department of",3,3319120,0,0,0,0,0,3319120
2469,r352,"United States<sup>b</sup> -> Tennessee -> Environment and Conservation, Department of",United States<sup>b</sup>,Tennessee,"Environment and Conservation, Department of",3,843184,0,106514,736670,0,0,0
2469,r353,United States<sup>b</sup> -> Tennessee -> Geological Survey,United States<sup>b</sup>,Tennessee,Geological Survey,3,169427,0,0,169427,0,0,0
2469,r354,"United States<sup>b</sup> -> Tennessee -> Transportation, Department of",United States<sup>b</sup>,Tennessee,"Transportation, Department of",3,3107664,0,0,0,0,3107664,0
2469,r355,United States<sup>b</sup> -> Texas,United States<sup>b</sup>,Texas,,2,233030466,1229300,0,9797876,204708613,17294677,0
2469,r356,"United States<sup>b</sup> -> Texas -> Agriculture, Department of",United States<sup>b</sup>,Texas,"Agriculture, Department of",3,1229300,1229300,0,0,0,0,0
2469,r357,United States<sup>b</sup> -> Texas -> Alzheimer's Research and Care Consortium (TARCC),United States<sup>b</sup>,Texas,Alzheimer's Research and Care Consortium (TARCC),3,3204342,0,0,0,3204342,0,0
2469,r358,United States<sup>b</sup> -> Texas -> Cancer Prevention and Research Institute,United States<sup>b</sup>,Texas,Cancer Prevention and Research Institute,3,201159271,0,0,0,201159271,0,0
2469,r359,"United States<sup>b</sup> -> Texas -> Environmental Quality, Commission on",United States<sup>b</sup>,Texas,"Environmental Quality, Commission on",3,1687165,0,0,1687165,0,0,0
2469,r360,United States<sup>b</sup> -> Texas -> Parks and Wildlife Department,United States<sup>b</sup>,Texas,Parks and Wildlife Department,3,7378821,0,0,7378821,0,0,0
2469,r361,"United States<sup>b</sup> -> Texas -> State Health Services, Department of ",United States<sup>b</sup>,Texas,"State Health Services, Department of ",3,345000,0,0,0,345000,0,0
2469,r362,"United States<sup>b</sup> -> Texas -> Transportation, Department of",United States<sup>b</sup>,Texas,"Transportation, Department of",3,17294677,0,0,0,0,17294677,0
2469,r363,United States<sup>b</sup> -> Texas -> Water Development Board,United States<sup>b</sup>,Texas,Water Development Board,3,731890,0,0,731890,0,0,0
2469,r364,United States<sup>b</sup> -> Utah,United States<sup>b</sup>,Utah,,2,7985508,0,0,4537659,12780,3435069,0
2469,r365,"United States<sup>b</sup> -> Utah -> Environmental Quality, Department of",United States<sup>b</sup>,Utah,"Environmental Quality, Department of",3,416398,0,0,416398,0,0,0
2469,r366,"United States<sup>b</sup> -> Utah -> Health, Department of",United States<sup>b</sup>,Utah,"Health, Department of",3,12780,0,0,0,12780,0,0
2469,r367,"United States<sup>b</sup> -> Utah -> Natural Resources, Department of",United States<sup>b</sup>,Utah,"Natural Resources, Department of",3,4121261,0,0,4121261,0,0,0
2469,r368,"United States<sup>b</sup> -> Utah -> Transportation, Department of ",United States<sup>b</sup>,Utah,"Transportation, Department of ",3,3435069,0,0,0,0,3435069,0
2469,r369,United States<sup>b</sup> -> Vermont,United States<sup>b</sup>,Vermont,,2,2730591,0,0,308227,210747,2211617,0
2469,r370,"United States<sup>b</sup> -> Vermont -> Agriculture, Food, and Markets, Agency of",United States<sup>b</sup>,Vermont,"Agriculture, Food, and Markets, Agency of",3,308227,0,0,308227,0,0,0
2469,r371,"United States<sup>b</sup> -> Vermont -> Human Services, Agency of",United States<sup>b</sup>,Vermont,"Human Services, Agency of",3,210747,0,0,0,210747,0,0
2469,r372,"United States<sup>b</sup> -> Vermont -> Transportation, Agency of",United States<sup>b</sup>,Vermont,"Transportation, Agency of",3,2211617,0,0,0,0,2211617,0
2469,r373,United States<sup>b</sup> -> Virginia,United States<sup>b</sup>,Virginia,,2,29951353,2765452,350000,7210949,3183007,12889933,3552012
2469,r374,"United States<sup>b</sup> -> Virginia -> Aging and Rehabilitation, Department of",United States<sup>b</sup>,Virginia,"Aging and Rehabilitation, Department of",3,134914,0,0,0,134914,0,0
2469,r375,"United States<sup>b</sup> -> Virginia -> Agriculture and Consumer Services, Department of",United States<sup>b</sup>,Virginia,"Agriculture and Consumer Services, Department of",3,2615452,2615452,0,0,0,0,0
2469,r376,United States<sup>b</sup> -> Virginia -> Commonwealth Health Research Board,United States<sup>b</sup>,Virginia,Commonwealth Health Research Board,3,1080163,0,0,0,1080163,0,0
2469,r377,"United States<sup>b</sup> -> Virginia -> Environmental Quality, Department of",United States<sup>b</sup>,Virginia,"Environmental Quality, Department of",3,287560,0,0,287560,0,0,0
2469,r378,"United States<sup>b</sup> -> Virginia -> Forensic Science, Department of",United States<sup>b</sup>,Virginia,"Forensic Science, Department of",3,854800,0,0,0,0,0,854800
2469,r379,"United States<sup>b</sup> -> Virginia -> Forestry, Department of",United States<sup>b</sup>,Virginia,"Forestry, Department of",3,467501,0,0,467501,0,0,0
2469,r380,United States<sup>b</sup> -> Virginia -> Foundation for Healthy Youth,United States<sup>b</sup>,Virginia,Foundation for Healthy Youth,3,858392,0,0,0,858392,0,0
2469,r381,"United States<sup>b</sup> -> Virginia -> Game and Inland Fisheries, Department of",United States<sup>b</sup>,Virginia,"Game and Inland Fisheries, Department of",3,2296869,0,0,2296869,0,0,0
2469,r382,"United States<sup>b</sup> -> Virginia -> Innovative Technology, Center for",United States<sup>b</sup>,Virginia,"Innovative Technology, Center for",3,4416750,150000,350000,160000,1109538,100000,2547212
2469,r383,United States<sup>b</sup> -> Virginia -> Marine Resources Commission,United States<sup>b</sup>,Virginia,Marine Resources Commission,3,2471043,0,0,2471043,0,0,0
2469,r384,"United States<sup>b</sup> -> Virginia -> Mines, Minerals and Energy, Department of",United States<sup>b</sup>,Virginia,"Mines, Minerals and Energy, Department of",3,655308,0,0,655308,0,0,0
2469,r385,"United States<sup>b</sup> -> Virginia -> Natural History, Museum of",United States<sup>b</sup>,Virginia,"Natural History, Museum of",3,872668,0,0,872668,0,0,0
2469,r386,"United States<sup>b</sup> -> Virginia -> Social Services, Department of",United States<sup>b</sup>,Virginia,"Social Services, Department of",3,150000,0,0,0,0,0,150000
2469,r387,"United States<sup>b</sup> -> Virginia -> Transportation, Department of",United States<sup>b</sup>,Virginia,"Transportation, Department of",3,12789933,0,0,0,0,12789933,0
2469,r388,United States<sup>b</sup> -> Washington,United States<sup>b</sup>,Washington,,2,51963060,17797227,7621218,16415784,1188510,5596000,3344321
2469,r389,"United States<sup>b</sup> -> Washington -> Agriculture, Department of",United States<sup>b</sup>,Washington,"Agriculture, Department of",3,2767808,2767808,0,0,0,0,0
2469,r390,United States<sup>b</sup> -> Washington -> Alfalfa Seed Commission,United States<sup>b</sup>,Washington,Alfalfa Seed Commission,3,34000,34000,0,0,0,0,0
2469,r391,United States<sup>b</sup> -> Washington -> Asparagus Commission,United States<sup>b</sup>,Washington,Asparagus Commission,3,74166,74166,0,0,0,0,0
2469,r392,United States<sup>b</sup> -> Washington -> Blueberry Commission,United States<sup>b</sup>,Washington,Blueberry Commission,3,252000,252000,0,0,0,0,0
2469,r393,"United States<sup>b</sup> -> Washington -> Commerce, Department of",United States<sup>b</sup>,Washington,"Commerce, Department of",3,5826443,0,5826443,0,0,0,0
2469,r394,United States<sup>b</sup> -> Washington -> Cranberry Commission,United States<sup>b</sup>,Washington,Cranberry Commission,3,6000,6000,0,0,0,0,0
2469,r395,United States<sup>b</sup> -> Washington -> Dairy Products Commission,United States<sup>b</sup>,Washington,Dairy Products Commission,3,15000,15000,0,0,0,0,0
2469,r396,"United States<sup>b</sup> -> Washington -> Ecology, Department of",United States<sup>b</sup>,Washington,"Ecology, Department of",3,882120,0,0,882120,0,0,0
2469,r397,"United States<sup>b</sup> -> Washington -> Fish and Wildlife, Department of",United States<sup>b</sup>,Washington,"Fish and Wildlife, Department of",3,8390579,0,1794775,6595804,0,0,0
2469,r398,United States<sup>b</sup> -> Washington -> Fruit Commission,United States<sup>b</sup>,Washington,Fruit Commission,3,306223,226568,0,0,79655,0,0
2469,r399,United States<sup>b</sup> -> Washington -> Grain Commission,United States<sup>b</sup>,Washington,Grain Commission,3,2224046,2224046,0,0,0,0,0
2469,r400,"United States<sup>b</sup> -> Washington -> Health, Department of",United States<sup>b</sup>,Washington,"Health, Department of",3,1108855,0,0,0,1108855,0,0
2469,r401,United States<sup>b</sup> -> Washington -> Hop Commission,United States<sup>b</sup>,Washington,Hop Commission,3,168357,168357,0,0,0,0,0
2469,r402,"United States<sup>b</sup> -> Washington -> Labor and Industries, Department of",United States<sup>b</sup>,Washington,"Labor and Industries, Department of",3,3344321,0,0,0,0,0,3344321
2469,r403,United States<sup>b</sup> -> Washington -> Mint Commission,United States<sup>b</sup>,Washington,Mint Commission,3,50382,50382,0,0,0,0,0
2469,r404,"United States<sup>b</sup> -> Washington -> Natural Resources, Department of",United States<sup>b</sup>,Washington,"Natural Resources, Department of",3,8307815,0,0,8307815,0,0,0
2469,r405,United States<sup>b</sup> -> Washington -> Oilseeds Commission,United States<sup>b</sup>,Washington,Oilseeds Commission,3,10000,10000,0,0,0,0,0
2469,r406,"United States<sup>b</sup> -> Washington -> Pesticide Registration, Commission on",United States<sup>b</sup>,Washington,"Pesticide Registration, Commission on",3,455000,455000,0,0,0,0,0
2469,r407,United States<sup>b</sup> -> Washington -> Potato Commission,United States<sup>b</sup>,Washington,Potato Commission,3,953022,953022,0,0,0,0,0
2469,r408,United States<sup>b</sup> -> Washington -> Puget Sound Partnership,United States<sup>b</sup>,Washington,Puget Sound Partnership,3,630045,0,0,630045,0,0,0
2469,r409,United States<sup>b</sup> -> Washington -> Pulse Crop Commission,United States<sup>b</sup>,Washington,Pulse Crop Commission,3,187098,187098,0,0,0,0,0
2469,r410,United States<sup>b</sup> -> Washington -> Red Raspberry Commission,United States<sup>b</sup>,Washington,Red Raspberry Commission,3,349396,349396,0,0,0,0,0
2469,r411,United States<sup>b</sup> -> Washington -> Seed Potato Commission,United States<sup>b</sup>,Washington,Seed Potato Commission,3,16003,16003,0,0,0,0,0
2469,r412,"United States<sup>b</sup> -> Washington -> Transportation, Department of",United States<sup>b</sup>,Washington,"Transportation, Department of",3,5596000,0,0,0,0,5596000,0
2469,r413,United States<sup>b</sup> -> Washington -> Tree Fruit Research Commission,United States<sup>b</sup>,Washington,Tree Fruit Research Commission,3,9668382,9668382,0,0,0,0,0
2469,r414,United States<sup>b</sup> -> Washington -> Turfgrass Seed Commission,United States<sup>b</sup>,Washington,Turfgrass Seed Commission,3,100815,100815,0,0,0,0,0
2469,r415,United States<sup>b</sup> -> Washington -> Wine Commission,United States<sup>b</sup>,Washington,Wine Commission,3,239184,239184,0,0,0,0,0
2469,r416,United States<sup>b</sup> -> West Virginia,United States<sup>b</sup>,West Virginia,,2,11068061,25000,1703058,4141682,1296852,2124711,1776758
2469,r417,United States<sup>b</sup> -> West Virginia -> Geological and Economic Survey,United States<sup>b</sup>,West Virginia,Geological and Economic Survey,3,1713935,0,1064096,202437,0,0,447402
2469,r418,United States<sup>b</sup> -> West Virginia -> Higher Education Policy Commission,United States<sup>b</sup>,West Virginia,Higher Education Policy Commission,3,5571715,0,638962,2314545,1296852,0,1321356
2469,r419,"United States<sup>b</sup> -> West Virginia -> Justice and Community Services, Division of",United States<sup>b</sup>,West Virginia,"Justice and Community Services, Division of",3,8000,0,0,0,0,0,8000
2469,r420,"United States<sup>b</sup> -> West Virginia -> Natural Resources, Department of",United States<sup>b</sup>,West Virginia,"Natural Resources, Department of",3,1649700,25000,0,1624700,0,0,0
2469,r421,"United States<sup>b</sup> -> West Virginia -> Transportation, Department of",United States<sup>b</sup>,West Virginia,"Transportation, Department of",3,2124711,0,0,0,0,2124711,0
2469,r422,United States<sup>b</sup> -> Wisconsin,United States<sup>b</sup>,Wisconsin,,2,17473890,3518097,0,6060492,1140656,3754645,3000000
2469,r423,"United States<sup>b</sup> -> Wisconsin -> Agriculture, Trade and Consumer Protection, Department of",United States<sup>b</sup>,Wisconsin,"Agriculture, Trade and Consumer Protection, Department of",3,2768097,2768097,0,0,0,0,0
2469,r424,United States<sup>b</sup> -> Wisconsin -> Economic Development Corporation,United States<sup>b</sup>,Wisconsin,Economic Development Corporation,3,4750000,750000,0,0,1000000,0,3000000
2469,r425,"United States<sup>b</sup> -> Wisconsin -> Natural Resources, Department of",United States<sup>b</sup>,Wisconsin,"Natural Resources, Department of",3,6201148,0,0,6060492,140656,0,0
2469,r426,"United States<sup>b</sup> -> Wisconsin -> Transportation, Department of",United States<sup>b</sup>,Wisconsin,"Transportation, Department of",3,3754645,0,0,0,0,3754645,0
2469,r427,United States<sup>b</sup> -> Wyoming,United States<sup>b</sup>,Wyoming,,2,6002910,529282,261918,2152148,250000,1428942,1380620
2469,r428,"United States<sup>b</sup> -> Wyoming -> Agriculture, Department of",United States<sup>b</sup>,Wyoming,"Agriculture, Department of",3,380882,380882,0,0,0,0,0
2469,r429,United States<sup>b</sup> -> Wyoming -> Business Council,United States<sup>b</sup>,Wyoming,Business Council,3,2466307,148400,169936,348800,250000,209971,1339200
2469,r430,United States<sup>b</sup> -> Wyoming -> Enterprise Technology Services ,United States<sup>b</sup>,Wyoming,Enterprise Technology Services ,3,41420,0,0,0,0,0,41420
2469,r431,United States<sup>b</sup> -> Wyoming -> Game and Fish Department,United States<sup>b</sup>,Wyoming,Game and Fish Department,3,1110856,0,0,1110856,0,0,0
2469,r432,"United States<sup>b</sup> -> Wyoming -> State Engineer, Office of",United States<sup>b</sup>,Wyoming,"State Engineer, Office of",3,250000,0,0,250000,0,0,0
2469,r433,United States<sup>b</sup> -> Wyoming -> State Geological Survey,United States<sup>b</sup>,Wyoming,State Geological Survey,3,183963,0,91982,91981,0,0,0
2469,r434,"United States<sup>b</sup> -> Wyoming -> Transportation, Department of",United States<sup>b</sup>,Wyoming,"Transportation, Department of",3,1218971,0,0,0,0,1218971,0
2469,r435,United States<sup>b</sup> -> Wyoming -> Water Development Office,United States<sup>b</sup>,Wyoming,Water Development Office,3,350511,0,0,350511,0,0,0
