table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_local_government,field_source_of_funds_institution_funds,field_source_of_funds_business,field_source_of_funds_nonprofit_organizations,field_source_of_funds_all_other_sources
12713,r412,United States -> Nevada -> Public -> Nevada State C.,United States,Nevada,Public,Nevada State C.,4,"['1,744', '']","['1,711', '']","['33', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12713,r413,"United States -> Nevada -> Public -> U. Nevada, Las Vegas",United States,Nevada,Public,"U. Nevada, Las Vegas",4,"['98,751', '']","['38,815', '']","['2,536', '']","['51,945', '']","['1,599', '']","['1,096', '']","['2,760', '']"
12713,r414,"United States -> Nevada -> Public -> U. Nevada, Reno",United States,Nevada,Public,"U. Nevada, Reno",4,"['188,505', '']","['83,603', '']","['7,744', '']","['83,470', '']","['2,666', '']","['1,926', '']","['9,096', '']"
12713,r415,United States -> Nevada -> Private,United States,Nevada,Private,,3,"['6,065', '']","['38', '']","['0', '']","['5,953', '']","['67', '']","['7', '']","['0', '']"
12713,r416,United States -> Nevada -> Private -> Roseman U. of Health Sciences,United States,Nevada,Private,Roseman U. of Health Sciences,4,"['6,065', '']","['38', '']","['0', '']","['5,953', '']","['67', '']","['7', '']","['0', '']"
12713,r417,United States -> New Hampshire,United States,New Hampshire,,,2,"['590,539', '']","['321,117', '']","['1,077', '']","['218,900', '']","['10,886', '']","['28,849', '']","['9,710', '']"
12713,r418,United States -> New Hampshire -> Public,United States,New Hampshire,Public,,3,"['223,683', '']","['152,377', '']","['1,031', '']","['52,786', '']","['8,471', '']","['7,984', '']","['1,034', '']"
12713,r419,United States -> New Hampshire -> Public -> U. New Hampshire,United States,New Hampshire,Public,U. New Hampshire,4,"['223,683', '']","['152,377', '']","['1,031', '']","['52,786', '']","['8,471', '']","['7,984', '']","['1,034', '']"
12713,r420,United States -> New Hampshire -> Private,United States,New Hampshire,Private,,3,"['366,856', '']","['168,740', '']","['46', '']","['166,114', '']","['2,415', '']","['20,865', '']","['8,676', '']"
12713,r421,United States -> New Hampshire -> Private -> Dartmouth C. and Dartmouth Hitchcock Medical Center,United States,New Hampshire,Private,Dartmouth C. and Dartmouth Hitchcock Medical Center,4,"['366,856', '']","['168,740', '']","['46', '']","['166,114', '']","['2,415', '']","['20,865', '']","['8,676', '']"
12713,r422,United States -> New Jersey,United States,New Jersey,,,2,"['1,717,387', '']","['786,394', '']","['155,317', '']","['499,280', '']","['64,676', '']","['150,522', '']","['61,198', '']"
12713,r423,United States -> New Jersey -> Public,United States,New Jersey,Public,,3,"['1,133,752', '']","['519,218', '']","['148,706', '']","['343,631', '']","['40,930', '']","['72,669', '']","['8,598', '']"
12713,r424,United States -> New Jersey -> Public -> C. New Jersey,United States,New Jersey,Public,C. New Jersey,4,"['2,641', '']","['1,755', '']","['72', '']","['482', '']","['0', '']","['332', '']","['0', '']"
12713,r425,United States -> New Jersey -> Public -> Kean U.,United States,New Jersey,Public,Kean U.,4,"['10,062', '']","['1,870', '']","['134', '']","['7,954', '']","['15', '']","['89', '']","['0', '']"
12713,r426,United States -> New Jersey -> Public -> Montclair State U.,United States,New Jersey,Public,Montclair State U.,4,"['38,209', '']","['5,916', '']","['707', '']","['29,934', '']","['26', '']","['1,621', '']","['5', '']"
12713,r427,United States -> New Jersey -> Public -> New Jersey Institute of Technology,United States,New Jersey,Public,New Jersey Institute of Technology,4,"['161,078', '']","['70,080', '']","['19,994', '']","['64,230', '']","['1,385', '']","['1,616', '']","['3,773', '']"
12713,r428,United States -> New Jersey -> Public -> Rowan U.,United States,New Jersey,Public,Rowan U.,4,"['47,810', '']","['18,454', '']","['6,659', '']","['20,501', '']","['1,230', '']","['966', '']","['0', '']"
12713,r429,"United States -> New Jersey -> Public -> Rutgers, State U. New Jersey, Camden",United States,New Jersey,Public,"Rutgers, State U. New Jersey, Camden",4,"['9,527', '']","['3,042', '']","['1,842', '']","['3,214', '']","['544', '']","['860', '']","['25', '']"
12713,r430,"United States -> New Jersey -> Public -> Rutgers, State U. New Jersey, New Brunswick",United States,New Jersey,Public,"Rutgers, State U. New Jersey, New Brunswick",4,"['831,719', '']","['400,930', '']","['117,514', '']","['207,008', '']","['37,495', '']","['64,220', '']","['4,552', '']"
12713,r431,"United States -> New Jersey -> Public -> Rutgers, State U. New Jersey, Newark",United States,New Jersey,Public,"Rutgers, State U. New Jersey, Newark",4,"['29,787', '']","['16,315', '']","['1,073', '']","['9,143', '']","['195', '']","['2,880', '']","['181', '']"
12713,r432,United States -> New Jersey -> Public -> Stockton U.,United States,New Jersey,Public,Stockton U.,4,"['2,386', '']","['688', '']","['711', '']","['815', '']","['36', '']","['74', '']","['62', '']"
12713,r433,United States -> New Jersey -> Public -> William Paterson U.,United States,New Jersey,Public,William Paterson U.,4,"['533', '']","['168', '']","['0', '']","['350', '']","['4', '']","['11', '']","['0', '']"
12713,r434,United States -> New Jersey -> Private,United States,New Jersey,Private,,3,"['583,635', '']","['267,176', '']","['6,611', '']","['155,649', '']","['23,746', '']","['77,853', '']","['52,600', '']"
12713,r435,United States -> New Jersey -> Private -> Monmouth U.,United States,New Jersey,Private,Monmouth U.,4,"['2,517', '']","['762', '']","['657', '']","['280', '']","['168', '']","['612', '']","['38', '']"
12713,r436,United States -> New Jersey -> Private -> Princeton U.,United States,New Jersey,Private,Princeton U.,4,"['513,365', '']","['219,600', '']","['1,252', '']","['144,341', '']","['20,077', '']","['76,101', '']","['51,994', '']"
12713,r437,United States -> New Jersey -> Private -> Seton Hall U.,United States,New Jersey,Private,Seton Hall U.,4,"['7,068', '']","['2,778', '']","['2,633', '']","['1,195', '']","['104', '']","['211', '']","['147', '']"
12713,r438,United States -> New Jersey -> Private -> Stevens Institute of Technology,United States,New Jersey,Private,Stevens Institute of Technology,4,"['60,685', '']","['44,036', '']","['2,069', '']","['9,833', '']","['3,397', '']","['929', '']","['421', '']"
12713,r439,United States -> New Mexico,United States,New Mexico,,,2,"['564,566', '']","['381,404', '']","['42,002', '']","['101,507', '']","['10,688', '']","['20,218', '']","['8,747', '']"
12713,r440,United States -> New Mexico -> Public,United States,New Mexico,Public,,3,"['564,566', '']","['381,404', '']","['42,002', '']","['101,507', '']","['10,688', '']","['20,218', '']","['8,747', '']"
12713,r441,United States -> New Mexico -> Public -> New Mexico Highlands U.,United States,New Mexico,Public,New Mexico Highlands U.,4,"['3,468', '']","['3,416', '']","['0', '']","['43', '']","['0', '']","['0', '']","['9', '']"
12713,r442,United States -> New Mexico -> Public -> New Mexico Institute of Mining and Technology,United States,New Mexico,Public,New Mexico Institute of Mining and Technology,4,"['118,735', '']","['100,873', '']","['10,189', '']","['3,375', '']","['3,346', '']","['324', '']","['628', '']"
12713,r443,United States -> New Mexico -> Public -> New Mexico State U.,United States,New Mexico,Public,New Mexico State U.,4,"['126,337', '']","['71,764', '']","['24,741', '']","['18,791', '']","['1,873', '']","['3,039', '']","['6,129', '']"
12713,r444,United States -> New Mexico -> Public -> U. New Mexico,United States,New Mexico,Public,U. New Mexico,4,"['316,026', '']","['205,351', '']","['7,072', '']","['79,298', '']","['5,469', '']","['16,855', '']","['1,981', '']"
12713,r445,United States -> New York,United States,New York,,,2,"['9,058,400', '']","['4,965,967', '']","['303,976', '']","['2,070,036', '']","['671,872', '']","['656,558', '']","['389,991', '']"
12713,r446,United States -> New York -> Public,United States,New York,Public,,3,"['1,801,836', '']","['811,661', '']","['140,916', '']","['518,754', '']","['236,483', '']","['67,194', '']","['26,828', '']"
12713,r447,"United States -> New York -> Public -> CUNY, Advanced Science Research Center",United States,New York,Public,"CUNY, Advanced Science Research Center",4,"['17,309', '']","['11,916', '']","['761', '']","['2,201', '']","['451', '']","['1,574', '']","['406', '']"
12713,r448,"United States -> New York -> Public -> CUNY, Baruch C.",United States,New York,Public,"CUNY, Baruch C.",4,"['4,084', '']","['1,879', '']","['77', '']","['988', '']","['91', '']","['785', '']","['264', '']"
12713,r449,"United States -> New York -> Public -> CUNY, Brooklyn C.",United States,New York,Public,"CUNY, Brooklyn C.",4,"['8,535', '']","['5,518', '']","['838', '']","['1,998', '']","['44', '']","['119', '']","['18', '']"
12713,r450,"United States -> New York -> Public -> CUNY, C. Staten Island",United States,New York,Public,"CUNY, C. Staten Island",4,"['4,730', '']","['3,296', '']","['224', '']","['975', '']","['41', '']","['109', '']","['85', '']"
12713,r451,"United States -> New York -> Public -> CUNY, City C.",United States,New York,Public,"CUNY, City C.",4,"['63,159', '']","['38,669', '']","['11,846', '']","['10,996', '']","['223', '']","['1,047', '']","['378', '']"
12713,r452,"United States -> New York -> Public -> CUNY, Graduate Center",United States,New York,Public,"CUNY, Graduate Center",4,"['54,089', '']","['2,792', '']","['428', '']","['45,484', '']","['127', '']","['4,450', '']","['808', '']"
12713,r453,"United States -> New York -> Public -> CUNY, Graduate School of Public Health and Health Policy",United States,New York,Public,"CUNY, Graduate School of Public Health and Health Policy",4,"['26,651', '']","['13,413', '']","['9,353', '']","['1,330', '']","['1,057', '']","['1,451', '']","['47', '']"
12713,r454,"United States -> New York -> Public -> CUNY, Hunter C.",United States,New York,Public,"CUNY, Hunter C.",4,"['37,172', '']","['22,124', '']","['3,037', '']","['9,506', '']","['739', '']","['1,293', '']","['473', '']"
12713,r455,"United States -> New York -> Public -> CUNY, John Jay C. of Criminal Justice",United States,New York,Public,"CUNY, John Jay C. of Criminal Justice",4,"['22,967', '']","['7,452', '']","['6,104', '']","['5,096', '']","['111', '']","['3,124', '']","['1,080', '']"
12713,r456,"United States -> New York -> Public -> CUNY, Lehman C.",United States,New York,Public,"CUNY, Lehman C.",4,"['5,918', '']","['4,487', '']","['0', '']","['782', '']","['365', '']","['181', '']","['103', '']"
12713,r457,"United States -> New York -> Public -> CUNY, New York City C. of Technology",United States,New York,Public,"CUNY, New York City C. of Technology",4,"['2,819', '']","['2,498', '']","['30', '']","['241', '']","['10', '']","['16', '']","['24', '']"
12713,r458,"United States -> New York -> Public -> CUNY, Queens C.",United States,New York,Public,"CUNY, Queens C.",4,"['25,492', '']","['17,811', '']","['1,345', '']","['5,536', '']","['8', '']","['710', '']","['82', '']"
12713,r459,"United States -> New York -> Public -> CUNY, system office",United States,New York,Public,"CUNY, system office",4,"['4,296', '']","['2,901', '']","['413', '']","['730', '']","['18', '']","['234', '']","['0', '']"
12713,r460,"United States -> New York -> Public -> CUNY, York C.",United States,New York,Public,"CUNY, York C.",4,"['1,711', '']","['1,504', '']","['0', '']","['159', '']","['0', '']","['48', '']","['0', '']"
12713,r461,"United States -> New York -> Public -> SUNY, Binghamton U.",United States,New York,Public,"SUNY, Binghamton U.",4,"['141,685', '']","['31,601', '']","['6,115', '']","['96,213', '']","['4,067', '']","['242', '']","['3,447', '']"
12713,r462,"United States -> New York -> Public -> SUNY, Buffalo State U.",United States,New York,Public,"SUNY, Buffalo State U.",4,"['2,636', '']","['1,615', '']","['765', '']","['222', '']","['0', '']","['17', '']","['17', '']"
12713,r463,"United States -> New York -> Public -> SUNY, C. Brockport",United States,New York,Public,"SUNY, C. Brockport",4,"['1,877', '']","['813', '']","['155', '']","['610', '']","['0', '']","['290', '']","['9', '']"
12713,r464,"United States -> New York -> Public -> SUNY, C. of Environmental Science and Forestry",United States,New York,Public,"SUNY, C. of Environmental Science and Forestry",4,"['32,682', '']","['9,231', '']","['14,316', '']","['6,234', '']","['515', '']","['1,073', '']","['1,313', '']"
12713,r465,"United States -> New York -> Public -> SUNY, C. of Optometry",United States,New York,Public,"SUNY, C. of Optometry",4,"['4,423', '']","['2,469', '']","['0', '']","['594', '']","['1,328', '']","['10', '']","['22', '']"
12713,r466,"United States -> New York -> Public -> SUNY, C. Plattsburgh",United States,New York,Public,"SUNY, C. Plattsburgh",4,"['1,722', '']","['1,121', '']","['0', '']","['530', '']","['0', '']","['69', '']","['2', '']"
12713,r467,"United States -> New York -> Public -> SUNY, Cobleskill",United States,New York,Public,"SUNY, Cobleskill",4,"['2,566', '']","['730', '']","['1,832', '']","['0', '']","['4', '']","['0', '']","['0', '']"
12713,r468,"United States -> New York -> Public -> SUNY, Downstate Health Sciences U.",United States,New York,Public,"SUNY, Downstate Health Sciences U.",4,"['35,600', '']","['28,543', '']","['0', '']","['3,431', '']","['313', '']","['3,005', '']","['308', '']"
12713,r469,"United States -> New York -> Public -> SUNY, Geneseo",United States,New York,Public,"SUNY, Geneseo",4,"['1,958', '']","['1,292', '']","['9', '']","['491', '']","['0', '']","['52', '']","['114', '']"
12713,r470,"United States -> New York -> Public -> SUNY, Oswego",United States,New York,Public,"SUNY, Oswego",4,"['1,595', '']","['894', '']","['49', '']","['595', '']","['1', '']","['32', '']","['24', '']"
12713,r471,"United States -> New York -> Public -> SUNY, Polytechnic Institute",United States,New York,Public,"SUNY, Polytechnic Institute",4,"['284,677', '']","['34,393', '']","['31,886', '']","['25,429', '']","['188,351', '']","['181', '']","['4,437', '']"
12713,r472,"United States -> New York -> Public -> SUNY, Stony Brook U.",United States,New York,Public,"SUNY, Stony Brook U.",4,"['324,531', '']","['192,448', '']","['15,436', '']","['92,936', '']","['10,779', '']","['10,329', '']","['2,603', '']"
12713,r473,"United States -> New York -> Public -> SUNY, U. Albany",United States,New York,Public,"SUNY, U. Albany",4,"['141,671', '']","['62,935', '']","['1,019', '']","['69,881', '']","['927', '']","['4,707', '']","['2,202', '']"
12713,r474,"United States -> New York -> Public -> SUNY, U. Buffalo",United States,New York,Public,"SUNY, U. Buffalo",4,"['471,569', '']","['257,857', '']","['32,647', '']","['124,197', '']","['20,309', '']","['29,292', '']","['7,267', '']"
12713,r475,"United States -> New York -> Public -> SUNY, Upstate Medical U.",United States,New York,Public,"SUNY, Upstate Medical U.",4,"['53,219', '']","['30,069', '']","['2,231', '']","['11,303', '']","['6,335', '']","['2,054', '']","['1,227', '']"
12713,r476,United States -> New York -> Public -> U.S. Military Academy,United States,New York,Public,U.S. Military Academy,4,"['20,493', '']","['19,390', '']","['0', '']","['66', '']","['269', '']","['700', '']","['68', '']"
12713,r477,United States -> New York -> Private,United States,New York,Private,,3,"['7,256,564', '']","['4,154,306', '']","['163,060', '']","['1,551,282', '']","['435,389', '']","['589,364', '']","['363,163', '']"
12713,r478,United States -> New York -> Private -> Albany C. of Pharmacy and Health Sciences,United States,New York,Private,Albany C. of Pharmacy and Health Sciences,4,"['2,594', 'i']","['1,256', 'i']","['0', 'i']","['882', 'i']","['287', 'i']","['169', 'i']","['0', 'i']"
12713,r479,United States -> New York -> Private -> Albany Medical C.,United States,New York,Private,Albany Medical C.,4,"['23,259', '']","['14,193', '']","['120', '']","['3,464', '']","['3,956', '']","['1,360', '']","['166', '']"
12713,r480,United States -> New York -> Private -> Albert Einstein C. of Medicine,United States,New York,Private,Albert Einstein C. of Medicine,4,"['336,238', '']","['230,151', '']","['2,032', '']","['81,552', '']","['5,637', '']","['16,866', '']","['0', '']"
12713,r481,United States -> New York -> Private -> Alfred U.,United States,New York,Private,Alfred U.,4,"['4,154', '']","['1,958', '']","['1,596', '']","['242', '']","['330', '']","['28', '']","['0', '']"
12713,r482,United States -> New York -> Private -> Barnard C.,United States,New York,Private,Barnard C.,4,"['6,320', '']","['4,235', '']","['0', '']","['1,006', '']","['8', '']","['1,071', '']","['0', '']"
12713,r483,United States -> New York -> Private -> Canisius U.,United States,New York,Private,Canisius U.,4,"['905', '']","['411', '']","['0', '']","['0', '']","['0', '']","['494', '']","['0', '']"
12713,r484,United States -> New York -> Private -> Clarkson U.,United States,New York,Private,Clarkson U.,4,"['25,399', '']","['10,611', '']","['3,910', '']","['9,214', '']","['1,093', '']","['406', '']","['165', '']"
12713,r485,United States -> New York -> Private -> Cold Spring Harbor Laboratory,United States,New York,Private,Cold Spring Harbor Laboratory,4,"['117,483', '']","['54,123', '']","['209', '']","['38,367', '']","['3,914', '']","['20,870', '']","['0', '']"
12713,r486,United States -> New York -> Private -> Colgate U.,United States,New York,Private,Colgate U.,4,"['4,930', '']","['1,521', '']","['0', '']","['3,041', '']","['305', '']","['63', '']","['0', '']"
12713,r487,United States -> New York -> Private -> Columbia U. in the City of New York,United States,New York,Private,Columbia U. in the City of New York,4,"['1,341,952', '']","['988,670', '']","['6,298', '']","['119,863', '']","['91,828', '']","['132,930', '']","['2,363', '']"
12713,r488,United States -> New York -> Private -> Cornell U.,United States,New York,Private,Cornell U.,4,"['1,451,971', '']","['705,132', '']","['95,202', '']","['276,682', '']","['59,081', '']","['129,082', '']","['186,792', '']"
12713,r489,United States -> New York -> Private -> Fordham U.,United States,New York,Private,Fordham U.,4,"['23,832', '']","['4,687', '']","['0', '']","['16,377', '']","['3', '']","['1,957', '']","['808', '']"
12713,r490,United States -> New York -> Private -> Hamilton C.,United States,New York,Private,Hamilton C.,4,"['3,285', '']","['413', '']","['0', '']","['1,813', '']","['0', '']","['819', '']","['240', '']"
12713,r491,United States -> New York -> Private -> Hobart and William Smith Colleges,United States,New York,Private,Hobart and William Smith Colleges,4,"['2,373', '']","['1,019', '']","['526', '']","['572', '']","['0', '']","['136', '']","['120', '']"
12713,r492,United States -> New York -> Private -> Hofstra U.,United States,New York,Private,Hofstra U.,4,"['8,162', '']","['1,995', '']","['237', '']","['5,786', '']","['0', '']","['144', '']","['0', '']"
12713,r493,United States -> New York -> Private -> Icahn School of Medicine at Mount Sinai,United States,New York,Private,Icahn School of Medicine at Mount Sinai,4,"['972,476', '']","['658,916', '']","['8,359', '']","['147,069', '']","['80,437', '']","['62,202', '']","['15,493', '']"
12713,r494,United States -> New York -> Private -> Ithaca C.,United States,New York,Private,Ithaca C.,4,"['861', '']","['453', '']","['130', '']","['178', '']","['0', '']","['42', '']","['58', '']"
12713,r495,United States -> New York -> Private -> Long Island U.,United States,New York,Private,Long Island U.,4,"['16,612', '']","['1,993', '']","['0', '']","['13,844', '']","['90', '']","['569', '']","['116', '']"
12713,r496,United States -> New York -> Private -> Manhattan C.,United States,New York,Private,Manhattan C.,4,"['1,250', '']","['422', '']","['222', '']","['460', '']","['146', '']","['0', '']","['0', '']"
12713,r497,"United States -> New York -> Private -> Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",United States,New York,Private,"Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",4,"['5,324', '']","['273', '']","['0', '']","['5,021', '']","['0', '']","['30', '']","['0', '']"
12713,r498,United States -> New York -> Private -> New School,United States,New York,Private,New School,4,"['22,680', '']","['1,337', '']","['708', '']","['3,483', '']","['56', '']","['16,080', '']","['1,016', '']"
12713,r499,United States -> New York -> Private -> New York Institute of Technology,United States,New York,Private,New York Institute of Technology,4,"['5,790', '']","['3,252', '']","['125', '']","['2,146', '']","['60', '']","['207', '']","['0', '']"
12713,r500,United States -> New York -> Private -> New York Medical C.,United States,New York,Private,New York Medical C.,4,"['17,113', '']","['8,226', '']","['1,326', '']","['1,064', '']","['3,319', '']","['2,169', '']","['1,009', '']"
12713,r501,United States -> New York -> Private -> New York U.,United States,New York,Private,New York U.,4,"['1,457,424', '']","['787,204', '']","['9,599', '']","['327,502', '']","['73,289', '']","['118,376', '']","['141,454', '']"
12713,r502,United States -> New York -> Private -> Pace U.,United States,New York,Private,Pace U.,4,"['4,056', '']","['2,698', '']","['20', '']","['1,101', '']","['0', '']","['237', '']","['0', '']"
12713,r503,United States -> New York -> Private -> Pratt Institute,United States,New York,Private,Pratt Institute,4,"['1,558', '']","['50', '']","['878', '']","['0', '']","['0', '']","['630', '']","['0', '']"
12713,r504,United States -> New York -> Private -> Rensselaer Polytechnic Institute,United States,New York,Private,Rensselaer Polytechnic Institute,4,"['121,706', '']","['56,445', '']","['3,289', '']","['45,192', '']","['10,959', '']","['3,123', '']","['2,698', '']"
12713,r505,United States -> New York -> Private -> Rochester Institute of Technology,United States,New York,Private,Rochester Institute of Technology,4,"['72,405', '']","['37,334', '']","['9,828', '']","['19,161', '']","['3,084', '']","['2,178', '']","['820', '']"
12713,r506,United States -> New York -> Private -> Rockefeller U.,United States,New York,Private,Rockefeller U.,4,"['385,168', '']","['101,422', '']","['101', '']","['244,237', '']","['3,089', '']","['35,953', '']","['366', '']"
12713,r507,United States -> New York -> Private -> Skidmore C.,United States,New York,Private,Skidmore C.,4,"['2,384', '']","['1,288', '']","['0', '']","['510', '']","['0', '']","['586', '']","['0', '']"
12713,r508,"United States -> New York -> Private -> St. John's U., New York",United States,New York,Private,"St. John's U., New York",4,"['3,955', '']","['2,792', '']","['0', '']","['450', '']","['341', '']","['232', '']","['140', '']"
12713,r509,United States -> New York -> Private -> Syracuse U.,United States,New York,Private,Syracuse U.,4,"['183,850', '']","['46,595', '']","['10,706', '']","['108,685', '']","['9,170', '']","['8,570', '']","['124', '']"
12713,r510,"United States -> New York -> Private -> Teachers C., Columbia U.",United States,New York,Private,"Teachers C., Columbia U.",4,"['34,183', '']","['11,871', '']","['3,953', '']","['NA', '']","['1,428', '']","['14,239', '']","['2,692', '']"
12713,r511,"United States -> New York -> Private -> Touro U., New York",United States,New York,Private,"Touro U., New York",4,"['100,547', '']","['40,008', '']","['0', '']","['7,152', '']","['53,387', '']","['0', '']","['0', '']"
12713,r512,United States -> New York -> Private -> U. Rochester,United States,New York,Private,U. Rochester,4,"['481,227', '']","['368,190', '']","['3,666', '']","['57,142', '']","['30,075', '']","['16,014', '']","['6,140', '']"
12713,r513,"United States -> New York -> Private -> Union C., Schenectady",United States,New York,Private,"Union C., Schenectady",4,"['1,881', '']","['729', '']","['0', '']","['1,048', '']","['17', '']","['34', '']","['53', '']"
12713,r514,United States -> New York -> Private -> Vassar C.,United States,New York,Private,Vassar C.,4,"['2,596', '']","['1,204', '']","['20', '']","['872', '']","['0', '']","['490', '']","['10', '']"
12713,r515,United States -> New York -> Private -> Yeshiva U.,United States,New York,Private,Yeshiva U.,4,"['8,661', '']","['1,229', '']","['0', '']","['6,104', '']","['0', '']","['1,008', '']","['320', '']"
12713,r516,United States -> North Carolina,United States,North Carolina,,,2,"['4,344,862', '']","['2,545,110', '']","['221,023', '']","['900,845', '']","['387,926', '']","['227,056', '']","['62,902', '']"
12713,r517,United States -> North Carolina -> Public,United States,North Carolina,Public,,3,"['2,520,822', '']","['1,362,822', '']","['212,566', '']","['680,003', '']","['134,954', '']","['106,349', '']","['24,128', '']"
12713,r518,United States -> North Carolina -> Public -> Appalachian State U.,United States,North Carolina,Public,Appalachian State U.,4,"['8,479', '']","['3,497', '']","['134', '']","['3,123', '']","['702', '']","['1,006', '']","['17', '']"
12713,r519,United States -> North Carolina -> Public -> East Carolina U.,United States,North Carolina,Public,East Carolina U.,4,"['67,082', '']","['30,851', '']","['371', '']","['28,495', '']","['4,648', '']","['2,267', '']","['450', '']"
12713,r520,United States -> North Carolina -> Public -> Elizabeth City State U.,United States,North Carolina,Public,Elizabeth City State U.,4,"['1,641', '']","['1,093', '']","['403', '']","['NA', '']","['145', '']","['0', '']","['0', '']"
12713,r521,United States -> North Carolina -> Public -> Fayetteville State U.,United States,North Carolina,Public,Fayetteville State U.,4,"['3,569', 'i']","['1,847', 'i']","['536', 'i']","['1,005', 'i']","['130', 'i']","['51', 'i']","['0', 'i']"
12713,r522,United States -> North Carolina -> Public -> North Carolina A&T State U.,United States,North Carolina,Public,North Carolina A&T State U.,4,"['62,307', '']","['37,152', '']","['2,075', '']","['21,880', '']","['628', '']","['292', '']","['280', '']"
12713,r523,United States -> North Carolina -> Public -> North Carolina Central U.,United States,North Carolina,Public,North Carolina Central U.,4,"['18,477', 'i']","['15,188', 'i']","['1,085', 'i']","['NA', '']","['494', 'i']","['883', 'i']","['827', 'i']"
12713,r524,United States -> North Carolina -> Public -> North Carolina State U.,United States,North Carolina,Public,North Carolina State U.,4,"['633,251', '']","['279,179', '']","['134,547', '']","['150,288', '']","['64,505', '']","['4,472', '']","['260', '']"
12713,r525,"United States -> North Carolina -> Public -> U. North Carolina, Asheville",United States,North Carolina,Public,"U. North Carolina, Asheville",4,"['6,761', '']","['3,323', '']","['547', '']","['615', '']","['126', '']","['2,148', '']","['2', '']"
12713,r526,"United States -> North Carolina -> Public -> U. North Carolina, Chapel Hill",United States,North Carolina,Public,"U. North Carolina, Chapel Hill",4,"['1,549,617', '']","['907,710', '']","['61,576', '']","['407,817', '']","['58,179', '']","['92,573', '']","['21,762', '']"
12713,r527,"United States -> North Carolina -> Public -> U. North Carolina, Charlotte",United States,North Carolina,Public,"U. North Carolina, Charlotte",4,"['92,027', '']","['33,784', '']","['1,922', '']","['52,624', '']","['3,136', '']","['553', '']","['8', '']"
12713,r528,"United States -> North Carolina -> Public -> U. North Carolina, Greensboro",United States,North Carolina,Public,"U. North Carolina, Greensboro",4,"['44,521', '']","['31,581', '']","['363', '']","['10,750', '']","['450', '']","['1,055', '']","['322', '']"
12713,r529,"United States -> North Carolina -> Public -> U. North Carolina, Wilmington",United States,North Carolina,Public,"U. North Carolina, Wilmington",4,"['21,879', '']","['8,116', '']","['8,296', '']","['3,028', '']","['1,640', '']","['656', '']","['143', '']"
12713,r530,United States -> North Carolina -> Public -> Western Carolina U.,United States,North Carolina,Public,Western Carolina U.,4,"['2,543', '']","['1,600', '']","['337', '']","['378', '']","['171', '']","['57', '']","['0', '']"
12713,r531,United States -> North Carolina -> Public -> Winston-Salem State U.,United States,North Carolina,Public,Winston-Salem State U.,4,"['8,668', '']","['7,901', '']","['374', '']","['0', '']","['0', '']","['336', '']","['57', '']"
12713,r532,United States -> North Carolina -> Private,United States,North Carolina,Private,,3,"['1,824,040', '']","['1,182,288', '']","['8,457', '']","['220,842', '']","['252,972', '']","['120,707', '']","['38,774', '']"
12713,r533,United States -> North Carolina -> Private -> Davidson C.,United States,North Carolina,Private,Davidson C.,4,"['2,926', '']","['1,340', '']","['11', '']","['915', '']","['12', '']","['492', '']","['156', '']"
12713,r534,United States -> North Carolina -> Private -> Duke U.,United States,North Carolina,Private,Duke U.,4,"['1,507,996', '']","['974,202', '']","['773', '']","['191,004', '']","['219,452', '']","['96,327', '']","['26,238', '']"
12713,r535,United States -> North Carolina -> Private -> Elon U.,United States,North Carolina,Private,Elon U.,4,"['2,544', '']","['479', '']","['0', '']","['1,989', '']","['0', '']","['20', '']","['56', '']"
12713,r536,United States -> North Carolina -> Private -> Johnson C. Smith U.,United States,North Carolina,Private,Johnson C. Smith U.,4,"['1,602', '']","['1,554', '']","['0', '']","['48', '']","['0', '']","['0', '']","['0', '']"
12713,r537,United States -> North Carolina -> Private -> Wake Forest U.,United States,North Carolina,Private,Wake Forest U.,4,"['308,972', '']","['204,713', '']","['7,673', '']","['26,886', '']","['33,508', '']","['23,868', '']","['12,324', '']"
12713,r538,United States -> North Dakota,United States,North Dakota,,,2,"['373,912', '']","['120,566', '']","['98,723', '']","['127,107', '']","['18,730', '']","['2,201', '']","['6,585', '']"
12713,r539,United States -> North Dakota -> Public,United States,North Dakota,Public,,3,"['372,525', '']","['119,229', '']","['98,704', '']","['127,107', '']","['18,730', '']","['2,170', '']","['6,585', '']"
12713,r540,United States -> North Dakota -> Public -> North Dakota State U.,United States,North Dakota,Public,North Dakota State U.,4,"['190,330', '']","['53,339', '']","['51,819', '']","['76,422', '']","['1,292', '']","['1,215', '']","['6,243', '']"
12713,r541,United States -> North Dakota -> Public -> U. North Dakota,United States,North Dakota,Public,U. North Dakota,4,"['182,195', '']","['65,890', '']","['46,885', '']","['50,685', '']","['17,438', '']","['955', '']","['342', '']"
