table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022,field_2023
12729,r307,All institutions -> New York Medical C.,All institutions,New York Medical C.,2,306,"['21,095', '']","['21,013', '']","['16,471', '']","['13,806', '']","['11,421', '']","['11,326', '']","['10,772', '']","['9,000', 'i']","['8,141', 'i']","['11,061', 'i']","['12,106', '']","['10,739', '']","['9,070', '']","['8,226', '']"
12729,r308,All institutions -> U. West Florida,All institutions,U. West Florida,2,307,"['2,310', '']","['1,505', '']","['809', '']","['646', '']","['883', '']","['1,061', '']","['684', '']","['793', '']","['1,149', '']","['1,210', '']","['2,688', '']","['3,689', '']","['5,733', '']","['8,158', '']"
12729,r309,All institutions -> U. Tulsa,All institutions,U. Tulsa,2,308,"['6,819', '']","['7,547', '']","['6,615', '']","['6,041', '']","['5,487', '']","['5,885', '']","['6,037', '']","['5,816', '']","['4,440', '']","['3,891', '']","['4,555', '']","['5,524', '']","['5,565', '']","['8,112', '']"
12729,r310,"All institutions -> U. North Carolina, Wilmington",All institutions,"U. North Carolina, Wilmington",2,309,"['13,026', '']","['12,933', '']","['10,032', '']","['7,599', '']","['4,480', '']","['4,519', '']","['4,595', '']","['4,834', '']","['5,001', '']","['6,405', '']","['5,984', '']","['6,114', '']","['6,147', '']","['7,788', '']"
12729,r311,All institutions -> Villanova U.,All institutions,Villanova U.,2,310,"['6,367', 'i']","['6,817', 'i']","['5,518', 'i']","['4,218', '']","['5,008', '']","['4,563', '']","['4,334', '']","['3,968', '']","['3,955', '']","['3,956', '']","['4,476', '']","['5,105', '']","['5,591', '']","['7,771', '']"
12729,r312,All institutions -> Kentucky State U.,All institutions,Kentucky State U.,2,311,"['3,501', '']","['3,146', '']","['4,919', '']","['3,906', '']","['4,335', '']","['4,590', '']","['5,146', '']","['5,382', 'i']","['5,618', '']","['4,691', '']","['4,456', '']","['3,716', '']","['4,739', '']","['7,605', '']"
12729,r313,"All institutions -> U. Minnesota, Duluth",All institutions,"U. Minnesota, Duluth",2,312,"['6,427', '']","['8,372', '']","['7,560', '']","['7,264', '']","['5,940', '']","['10,025', '']","['8,055', '']","['6,033', '']","['5,520', '']","['7,082', '']","['6,393', '']","['5,282', '']","['6,094', '']","['7,509', '']"
12729,r314,All institutions -> Fort Valley State U.,All institutions,Fort Valley State U.,2,313,"['4,586', '']","['3,452', '']","['3,334', '']","['3,329', '']","['4,249', '']","['4,079', '']","['4,844', '']","['5,068', '']","['3,700', '']","['4,433', '']","['4,806', '']","['4,429', '']","['7,265', '']","['7,505', '']"
12729,r315,All institutions -> Clark Atlanta U.,All institutions,Clark Atlanta U.,2,314,"['7,229', '']","['7,040', '']","['8,447', '']","['7,576', '']","['7,241', '']","['7,439', '']","['6,017', '']","['5,752', '']","['5,611', '']","['5,550', '']","['5,213', '']","['5,282', '']","['5,895', '']","['7,488', '']"
12729,r316,All institutions -> Texas Christian U.,All institutions,Texas Christian U.,2,315,"['2,161', '']","['2,483', '']","['3,253', '']","['3,767', '']","['3,690', '']","['3,291', '']","['2,671', '']","['2,523', '']","['2,311', '']","['2,211', '']","['2,840', '']","['3,984', '']","['5,481', '']","['7,344', '']"
12729,r317,All institutions -> Louisiana Tech U.,All institutions,Louisiana Tech U.,2,316,"['9,715', '']","['10,351', '']","['8,296', '']","['7,593', '']","['6,577', '']","['5,433', '']","['5,013', '']","['5,438', '']","['5,710', '']","['6,303', '']","['7,000', '']","['6,234', '']","['5,568', '']","['7,134', '']"
12729,r318,All institutions -> Rosalind Franklin U. of Medicine and Science,All institutions,Rosalind Franklin U. of Medicine and Science,2,317,"['8,350', '']","['9,317', '']","['10,084', '']","['11,202', '']","['9,754', '']","['9,368', '']","['8,478', '']","['8,828', '']","['9,249', '']","['8,865', '']","['8,504', '']","['9,357', '']","['7,292', '']","['7,124', '']"
12729,r319,All institutions -> Illinois State U.,All institutions,Illinois State U.,2,318,"['3,449', '']","['3,264', '']","['2,954', '']","['3,203', '']","['3,463', '']","['2,872', '']","['2,878', '']","['2,742', '']","['2,742', '']","['4,390', '']","['3,639', '']","['5,194', '']","['5,797', '']","['7,109', '']"
12729,r320,"All institutions -> U. Arkansas, Little Rock",All institutions,"U. Arkansas, Little Rock",2,319,"['6,578', '']","['7,995', '']","['7,894', '']","['6,076', '']","['4,559', '']","['3,736', '']","['4,473', '']","['4,220', '']","['4,942', '']","['6,114', '']","['6,660', '']","['6,438', '']","['6,043', '']","['6,540', '']"
12729,r321,"All institutions -> California State U., San Bernardino",All institutions,"California State U., San Bernardino",2,320,"['2,119', 'i']","['6,212', '']","['5,914', '']","['5,633', '']","['6,004', '']","['5,628', '']","['5,920', '']","['5,423', '']","['5,436', '']","['5,991', '']","['3,574', '']","['3,263', '']","['4,331', '']","['6,374', '']"
12729,r322,All institutions -> Virginia State U.,All institutions,Virginia State U.,2,321,"['5,080', '']","['5,642', '']","['6,852', '']","['6,108', '']","['5,321', '']","['4,848', '']","['5,017', '']","['4,357', '']","['4,814', '']","['5,486', '']","['4,630', '']","['3,991', '']","['5,751', '']","['6,293', '']"
12729,r323,All institutions -> MGH Institute of Health Professions,All institutions,MGH Institute of Health Professions,2,322,"['ne', '']","['408', '']","['ne', '']","['ne', '']","['ne', '']","['3,766', '']","['2,228', '']","['1,839', '']","['2,957', '']","['3,494', '']","['3,014', '']","['2,500', '']","['4,628', '']","['6,200', '']"
12729,r324,"All institutions -> U. Hawaii, Hilo",All institutions,"U. Hawaii, Hilo",2,323,"['10,491', '']","['5,243', '']","['14,195', '']","['10,989', '']","['8,522', '']","['12,718', '']","['9,401', '']","['5,461', '']","['5,264', '']","['4,924', '']","['5,274', '']","['5,510', '']","['5,292', '']","['6,068', '']"
12729,r325,All institutions -> U.S. Army War C.,All institutions,U.S. Army War C.,2,324,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['2,146', 'i']","['ne', '']","['4,662', 'i']","['5,496', 'i']","['6,035', 'i']"
12729,r326,"All institutions -> California State U., Fullerton",All institutions,"California State U., Fullerton",2,325,"['6,710', '']","['7,957', '']","['6,477', '']","['6,264', '']","['6,325', '']","['4,640', '']","['3,651', '']","['3,865', '']","['4,610', '']","['4,117', '']","['4,102', '']","['4,535', '']","['6,124', '']","['5,992', '']"
12729,r327,All institutions -> Duquesne U.,All institutions,Duquesne U.,2,326,"['5,032', '']","['5,103', '']","['4,614', '']","['3,289', '']","['3,980', '']","['4,394', '']","['4,973', '']","['4,959', '']","['4,944', '']","['4,316', '']","['4,579', '']","['4,435', '']","['5,562', '']","['5,981', '']"
12729,r328,All institutions -> Ball State U.,All institutions,Ball State U.,2,327,"['1,712', '']","['1,701', '']","['2,171', '']","['1,267', '']","['1,617', '']","['1,828', '']","['2,813', '']","['2,083', '']","['2,749', '']","['2,607', '']","['2,290', '']","['2,099', '']","['4,635', '']","['5,871', '']"
12729,r329,"All institutions -> U. Tennessee, Chattanooga",All institutions,"U. Tennessee, Chattanooga",2,328,"['4,866', '']","['2,929', '']","['3,199', '']","['2,056', '']","['1,486', '']","['1,949', '']","['1,092', '']","['1,144', '']","['1,490', '']","['2,393', '']","['3,915', '']","['4,416', '']","['5,031', '']","['5,864', '']"
12729,r330,All institutions -> Western Washington U.,All institutions,Western Washington U.,2,329,"['4,137', '']","['4,153', '']","['3,714', '']","['3,287', '']","['3,425', '']","['3,879', '']","['3,972', '']","['4,216', '']","['3,884', '']","['3,842', '']","['3,838', '']","['3,963', '']","['5,660', '']","['5,781', '']"
12729,r331,All institutions -> Bowling Green State U.,All institutions,Bowling Green State U.,2,330,"['4,963', '']","['6,162', '']","['6,957', '']","['9,287', '']","['6,520', '']","['4,067', '']","['4,221', '']","['3,565', '']","['3,275', '']","['3,878', '']","['4,555', '']","['5,189', '']","['5,437', '']","['5,774', '']"
12729,r332,"All institutions -> California State Polytechnic U., Pomona",All institutions,"California State Polytechnic U., Pomona",2,331,"['2,523', '']","['2,964', '']","['2,635', '']","['2,945', '']","['2,165', '']","['1,826', '']","['2,199', '']","['3,225', '']","['4,181', '']","['3,131', '']","['5,300', '']","['4,267', '']","['4,643', '']","['5,747', '']"
12729,r333,"All institutions -> California State U., Monterey Bay",All institutions,"California State U., Monterey Bay",2,332,"['3,167', '']","['4,713', '']","['4,341', '']","['4,961', '']","['3,862', '']","['3,459', '']","['3,654', '']","['3,574', '']","['3,607', '']","['3,746', '']","['3,889', '']","['3,813', '']","['5,051', '']","['5,552', '']"
12729,r334,All institutions -> Central State U.,All institutions,Central State U.,2,333,"['2,544', '']","['3,475', '']","['3,340', '']","['2,686', '']","['2,000', '']","['1,508', '']","['1,546', '']","['1,491', '']","['2,299', '']","['2,517', '']","['3,097', '']","['4,165', '']","['5,576', '']","['5,523', '']"
12729,r335,All institutions -> Tarleton State U.,All institutions,Tarleton State U.,2,334,"['6,379', '']","['6,036', '']","['5,086', '']","['3,525', '']","['3,565', '']","['3,801', '']","['4,484', '']","['4,602', '']","['4,288', '']","['4,632', '']","['4,139', '']","['4,620', '']","['5,055', '']","['5,477', '']"
12729,r336,"All institutions -> CUNY, Brooklyn C.",All institutions,"CUNY, Brooklyn C.",2,335,"['5,002', '']","['6,724', '']","['6,305', '']","['5,831', '']","['5,709', '']","['5,439', '']","['5,836', '']","['4,968', '']","['4,149', '']","['4,210', 'i']","['4,385', '']","['4,335', '']","['4,448', '']","['5,436', '']"
12729,r337,"All institutions -> CUNY, John Jay C. of Criminal Justice",All institutions,"CUNY, John Jay C. of Criminal Justice",2,336,"['3,079', '']","['3,410', '']","['2,786', '']","['2,839', '']","['2,164', '']","['2,342', '']","['2,467', '']","['1,833', '']","['2,949', '']","['1,154', '']","['2,472', '']","['750', '']","['4,162', '']","['5,393', '']"
12729,r338,All institutions -> Morehouse C.,All institutions,Morehouse C.,2,337,"['7,704', '']","['8,280', 'i']","['8,856', '']","['9,169', '']","['6,919', '']","['5,836', '']","['4,199', '']","['3,663', '']","['4,365', '']","['4,427', '']","['4,686', '']","['4,102', '']","['5,056', '']","['5,371', '']"
12729,r339,All institutions -> Langston U.,All institutions,Langston U.,2,338,"['3,313', '']","['3,778', '']","['3,957', '']","['4,153', '']","['5,816', '']","['5,621', '']","['8,941', '']","['7,960', 'i']","['7,146', 'i']","['6,331', '']","['8,584', '']","['2,899', '']","['3,484', '']","['5,367', '']"
12729,r340,All institutions -> South Carolina State U.,All institutions,South Carolina State U.,2,339,"['6,333', '']","['6,797', 'i']","['7,261', '']","['2,958', 'i']","['2,231', 'i']","['1,503', '']","['4,376', 'i']","['13,254', '']","['13,846', 'i']","['3,010', '']","['3,941', 'i']","['4,344', 'i']","['4,747', 'i']","['5,153', '']"
12729,r341,All institutions -> Gallaudet U.,All institutions,Gallaudet U.,2,340,"['4,584', '']","['3,876', '']","['3,712', '']","['3,916', '']","['2,586', '']","['2,064', '']","['2,133', '']","['2,273', '']","['2,142', '']","['1,105', '']","['899', '']","['2,130', '']","['3,014', '']","['4,926', '']"
12729,r342,All institutions -> Wesleyan U.,All institutions,Wesleyan U.,2,341,"['4,475', '']","['5,361', '']","['4,612', '']","['3,930', '']","['3,313', '']","['3,582', '']","['3,393', '']","['3,817', '']","['3,990', '']","['4,211', '']","['3,559', '']","['3,452', '']","['4,390', '']","['4,868', '']"
12729,r343,All institutions -> U. New Orleans,All institutions,U. New Orleans,2,342,"['14,185', '']","['12,475', '']","['11,481', '']","['9,729', '']","['8,716', '']","['6,787', '']","['6,617', '']","['5,502', '']","['5,246', '']","['4,272', '']","['3,741', '']","['3,566', '']","['5,764', '']","['4,785', '']"
12729,r344,All institutions -> U. New England,All institutions,U. New England,2,343,"['2,829', '']","['3,242', '']","['3,359', '']","['4,271', '']","['4,762', '']","['4,856', '']","['5,298', '']","['5,918', '']","['4,976', '']","['5,269', '']","['5,064', '']","['3,864', '']","['3,660', '']","['4,777', '']"
12729,r345,"All institutions -> Oklahoma State U., Center for Health Sciences",All institutions,"Oklahoma State U., Center for Health Sciences",2,344,"['817', '']","['377', '']","['83', '']","['61', '']","['31', '']","['321', '']","['697', '']","['984', '']","['959', '']","['944', '']","['2,602', '']","['2,304', '']","['3,327', '']","['4,773', '']"
12729,r346,All institutions -> C. Charleston,All institutions,C. Charleston,2,345,"['10,105', '']","['4,438', '']","['5,259', '']","['5,354', '']","['4,114', '']","['4,863', '']","['5,026', '']","['5,020', '']","['3,653', '']","['3,689', '']","['2,781', '']","['3,839', '']","['4,305', '']","['4,758', '']"
12729,r347,All institutions -> DePaul U.,All institutions,DePaul U.,2,346,"['3,874', '']","['4,601', '']","['4,800', '']","['4,236', '']","['4,818', '']","['4,436', '']","['4,601', '']","['5,393', '']","['4,496', '']","['4,331', '']","['5,024', '']","['4,466', '']","['3,084', '']","['4,701', '']"
12729,r348,"All institutions -> Southern U. and A&M C., Agricultural Research and Extension Center",All institutions,"Southern U. and A&M C., Agricultural Research and Extension Center",2,347,"['ne', '']","['4,049', '']","['5,926', '']","['3,481', '']","['3,363', '']","['2,514', '']","['2,415', '']","['2,736', 'i']","['3,057', '']","['3,057', '']","['2,085', '']","['3,588', '']","['4,261', '']","['4,688', '']"
12729,r349,"All institutions -> California State U., Fresno",All institutions,"California State U., Fresno",2,348,"['3,089', '']","['3,589', '']","['3,517', '']","['2,682', '']","['2,852', '']","['3,040', '']","['2,979', '']","['3,162', '']","['3,925', '']","['2,897', '']","['3,004', '']","['3,593', '']","['5,838', '']","['4,640', '']"
12729,r350,"All institutions -> Lincoln U., Jefferson City",All institutions,"Lincoln U., Jefferson City",2,349,"['5,984', '']","['7,084', '']","['6,306', '']","['4,989', '']","['5,460', '']","['5,492', '']","['4,953', '']","['4,148', '']","['2,498', '']","['2,700', '']","['3,636', '']","['5,621', '']","['8,988', '']","['4,610', '']"
12729,r351,All institutions -> U. of the District of Columbia,All institutions,U. of the District of Columbia,2,350,"['1,946', '']","['2,313', '']","['2,430', '']","['2,168', '']","['1,627', '']","['1,434', '']","['2,451', '']","['2,659', '']","['2,021', '']","['2,526', '']","['2,020', '']","['5,801', '']","['8,555', '']","['4,533', '']"
12729,r352,All institutions -> Montclair State U.,All institutions,Montclair State U.,2,351,"['1,113', '']","['2,552', '']","['3,265', '']","['2,944', '']","['1,900', '']","['2,116', '']","['2,301', '']","['1,974', '']","['2,942', '']","['3,050', '']","['2,766', '']","['2,816', '']","['3,917', '']","['4,500', '']"
12729,r353,All institutions -> Spelman C.,All institutions,Spelman C.,2,352,"['2,740', '']","['1,833', '']","['1,874', '']","['1,366', '']","['1,185', '']","['1,035', '']","['1,291', '']","['1,227', '']","['1,673', '']","['2,004', '']","['2,136', '']","['1,886', '']","['2,409', '']","['4,413', '']"
12729,r354,"All institutions -> Southern U. and A&M C., Baton Rouge",All institutions,"Southern U. and A&M C., Baton Rouge",2,353,"['5,920', '']","['6,057', 'i']","['6,194', '']","['3,998', '']","['2,714', '']","['3,258', '']","['2,778', '']","['2,812', '']","['2,902', '']","['2,680', '']","['2,567', '']","['3,395', '']","['3,545', '']","['4,377', '']"
12729,r355,All institutions -> U. Colorado Colorado Springs,All institutions,U. Colorado Colorado Springs,2,354,"['6,453', '']","['5,420', '']","['2,935', '']","['2,471', '']","['3,150', '']","['3,791', '']","['3,717', '']","['4,267', '']","['3,734', '']","['2,752', '']","['3,110', '']","['3,681', '']","['4,606', '']","['4,360', '']"
12729,r356,"All institutions -> CUNY, Lehman C.",All institutions,"CUNY, Lehman C.",2,355,"['2,348', 'i']","['2,700', '']","['2,208', '']","['1,874', '']","['2,247', '']","['2,371', '']","['3,625', '']","['3,713', '']","['4,177', '']","['2,181', '']","['2,614', '']","['2,606', '']","['3,276', '']","['4,321', '']"
12729,r357,All institutions -> U. Detroit Mercy,All institutions,U. Detroit Mercy,2,356,"['629', '']","['602', '']","['508', '']","['ne', '']","['317', '']","['890', '']","['2,565', '']","['2,296', '']","['4,385', '']","['4,908', '']","['4,201', '']","['3,815', '']","['4,640', '']","['4,289', '']"
12729,r358,"All institutions -> U. Missouri, Saint Louis",All institutions,"U. Missouri, Saint Louis",2,357,"['5,886', '']","['8,214', '']","['7,990', '']","['6,821', '']","['5,293', '']","['3,984', '']","['4,343', '']","['4,710', '']","['5,889', '']","['6,759', '']","['5,840', '']","['5,299', '']","['4,278', '']","['4,257', '']"
12729,r359,All institutions -> Kennesaw State U.,All institutions,Kennesaw State U.,2,358,"['1,105', '']","['983', '']","['1,127', 'i']","['1,271', '']","['1,397', '']","['713', '']","['1,037', '']","['1,182', '']","['1,306', '']","['1,738', '']","['1,696', '']","['2,562', '']","['2,753', '']","['4,255', '']"
12729,r360,All institutions -> Barnard C.,All institutions,Barnard C.,2,359,"['2,702', '']","['3,226', '']","['3,122', '']","['2,530', '']","['2,190', '']","['2,166', '']","['2,794', '']","['2,645', '']","['2,291', '']","['2,701', '']","['2,680', '']","['3,422', '']","['3,605', '']","['4,211', '']"
12729,r361,"All institutions -> Pennsylvania State U., Behrend",All institutions,"Pennsylvania State U., Behrend",2,360,"['887', '']","['1,029', '']","['1,232', '']","['1,341', '']","['1,596', '']","['1,474', '']","['2,397', '']","['1,658', '']","['1,025', '']","['1,424', '']","['543', '']","['2,014', '']","['2,850', '']","['4,159', '']"
12729,r362,All institutions -> Western U. of Health Sciences,All institutions,Western U. of Health Sciences,2,361,"['885', '']","['900', '']","['1,268', '']","['1,130', '']","['1,368', '']","['1,099', '']","['2,299', '']","['2,714', '']","['2,562', '']","['2,573', '']","['4,055', '']","['5,020', '']","['6,202', '']","['4,076', '']"
12729,r363,All institutions -> Winston-Salem State U.,All institutions,Winston-Salem State U.,2,362,"['ne', '']","['743', '']","['1,280', '']","['436', '']","['ne', '']","['ne', '']","['1,069', '']","['1,175', '']","['1,289', '']","['1,468', '']","['3,234', '']","['4,190', '']","['4,442', '']","['3,995', '']"
12729,r364,All institutions -> Fisk U.,All institutions,Fisk U.,2,363,"['7,686', '']","['4,631', '']","['4,058', '']","['5,429', 'i']","['7,366', '']","['7,123', 'i']","['7,512', '']","['4,327', '']","['2,781', '']","['4,473', '']","['3,811', '']","['3,926', '']","['3,472', '']","['3,819', '']"
12729,r365,"All institutions -> U. Arkansas, Pine Bluff",All institutions,"U. Arkansas, Pine Bluff",2,364,"['3,947', '']","['4,696', '']","['4,540', '']","['4,550', '']","['3,875', '']","['3,912', '']","['4,233', '']","['3,747', '']","['3,648', '']","['4,299', '']","['4,393', '']","['3,960', '']","['3,306', '']","['3,785', '']"
12729,r366,All institutions -> Chicago State U.,All institutions,Chicago State U.,2,365,"['1,598', '']","['2,014', '']","['565', '']","['ne', '']","['ne', '']","['ne', '']","['910', '']","['ne', '']","['1,154', '']","['894', '']","['ne', '']","['ne', '']","['3,699', '']","['3,756', '']"
12729,r367,All institutions -> U. North Florida,All institutions,U. North Florida,2,366,"['4,516', '']","['5,048', '']","['3,760', '']","['1,424', '']","['1,045', '']","['1,184', '']","['1,333', '']","['1,287', '']","['1,325', '']","['1,243', '']","['1,167', '']","['1,917', '']","['3,309', '']","['3,700', '']"
12729,r368,All institutions -> U. Wisconsin-Superior,All institutions,U. Wisconsin-Superior,2,367,"['5,197', '']","['5,638', 'i']","['5,302', 'i']","['ne', '']","['1,941', 'i']","['ne', '']","['ne', '']","['ne', '']","['1,916', '']","['1,527', '']","['1,382', '']","['1,843', '']","['3,635', '']","['3,559', '']"
12729,r369,All institutions -> Pacific U.,All institutions,Pacific U.,2,368,"['565', '']","['75', '']","['198', '']","['1,669', '']","['539', '']","['350', '']","['708', '']","['2,830', '']","['1,559', '']","['2,731', '']","['1,719', '']","['1,528', '']","['1,903', '']","['3,461', '']"
12729,r370,"All institutions -> U. Michigan, Dearborn",All institutions,"U. Michigan, Dearborn",2,369,"['2,801', '']","['4,291', '']","['2,881', '']","['3,103', '']","['2,882', '']","['1,844', '']","['2,035', '']","['1,860', '']","['1,341', '']","['1,722', '']","['2,244', '']","['2,366', '']","['2,528', '']","['3,432', '']"
12729,r371,All institutions -> New Mexico Highlands U.,All institutions,New Mexico Highlands U.,2,370,"['963', '']","['986', '']","['704', '']","['741', '']","['969', '']","['ne', '']","['1,086', '']","['1,015', '']","['741', '']","['ne', '']","['1,034', '']","['1,828', 'i']","['2,622', 'i']","['3,416', '']"
12729,r372,All institutions -> Towson U.,All institutions,Towson U.,2,371,"['1,806', '']","['2,630', '']","['1,771', '']","['2,015', '']","['1,870', '']","['1,325', '']","['1,449', '']","['1,453', '']","['2,133', '']","['2,141', '']","['1,999', '']","['1,743', '']","['2,809', '']","['3,413', '']"
12729,r373,All institutions -> Fordham U.,All institutions,Fordham U.,2,372,"['3,426', '']","['3,086', '']","['3,193', '']","['3,748', '']","['3,239', '']","['2,789', '']","['4,760', '']","['4,750', '']","['4,210', '']","['3,171', '']","['2,834', '']","['3,113', '']","['3,384', '']","['3,371', '']"
12729,r374,All institutions -> James Madison U.,All institutions,James Madison U.,2,373,"['5,563', '']","['5,218', '']","['6,476', '']","['4,604', '']","['2,997', '']","['2,418', '']","['2,189', '']","['2,172', '']","['1,640', '']","['2,075', '']","['1,973', '']","['2,189', '']","['2,724', '']","['3,343', '']"
12729,r375,All institutions -> Western Kentucky U.,All institutions,Western Kentucky U.,2,374,"['6,606', '']","['6,079', '']","['5,639', '']","['4,161', '']","['2,916', '']","['2,983', '']","['3,346', '']","['3,285', '']","['2,860', '']","['3,128', '']","['2,977', '']","['2,306', '']","['3,127', '']","['3,317', '']"
12729,r376,"All institutions -> U. Washington, Tacoma",All institutions,"U. Washington, Tacoma",2,375,"['47', '']","['108', '']","['130', '']","['0', '']","['0', '']","['1,386', '']","['1,595', '']","['727', '']","['1,523', '']","['2,451', '']","['2,899', '']","['3,130', '']","['4,331', '']","['3,300', '']"
12729,r377,All institutions -> Middle Tennessee State U.,All institutions,Middle Tennessee State U.,2,376,"['2,428', '']","['1,595', '']","['4,207', '']","['1,897', '']","['1,022', '']","['1,609', '']","['2,564', '']","['2,212', '']","['2,206', '']","['1,572', '']","['1,896', '']","['4,098', '']","['4,088', '']","['3,298', '']"
12729,r378,"All institutions -> CUNY, C. Staten Island",All institutions,"CUNY, C. Staten Island",2,377,"['949', '']","['1,470', '']","['1,242', '']","['1,302', '']","['1,241', '']","['1,021', '']","['1,694', '']","['1,524', '']","['1,737', 'i']","['2,120', '']","['2,262', '']","['2,234', '']","['2,875', '']","['3,296', '']"
12729,r379,All institutions -> Western Illinois U.,All institutions,Western Illinois U.,2,378,"['658', '']","['742', '']","['3,855', '']","['1,183', '']","['735', '']","['350', '']","['ne', '']","['1,198', '']","['1,535', '']","['1,486', '']","['1,781', '']","['3,163', '']","['4,032', '']","['3,283', '']"
12729,r380,All institutions -> New York Institute of Technology,All institutions,New York Institute of Technology,2,379,"['250', '']","['369', '']","['950', '']","['2,097', '']","['3,049', '']","['2,070', '']","['1,536', '']","['983', '']","['1,439', '']","['3,072', '']","['1,485', '']","['1,970', '']","['2,988', '']","['3,252', '']"
12729,r381,All institutions -> Norfolk State U.,All institutions,Norfolk State U.,2,380,"['5,413', '']","['6,345', '']","['7,739', '']","['5,465', '']","['6,381', '']","['4,918', '']","['6,947', '']","['7,101', '']","['6,877', '']","['7,935', '']","['7,121', '']","['3,976', '']","['3,082', '']","['3,245', '']"
12729,r382,All institutions -> Georgia Southern U.,All institutions,Georgia Southern U.,2,381,"['1,882', '']","['1,520', '']","['1,341', '']","['1,990', '']","['3,123', '']","['2,923', '']","['2,540', '']","['2,826', '']","['1,758', '']","['1,765', '']","['1,759', '']","['3,298', '']","['2,356', '']","['3,216', '']"
12729,r383,All institutions -> Appalachian State U.,All institutions,Appalachian State U.,2,382,"['1,662', '']","['2,398', '']","['2,264', '']","['1,722', '']","['2,186', '']","['1,795', '']","['1,896', '']","['2,629', '']","['1,840', '']","['1,298', '']","['1,375', '']","['1,313', '']","['2,372', '']","['3,177', '']"
12729,r384,All institutions -> U. San Diego,All institutions,U. San Diego,2,383,"['1,332', '']","['1,139', '']","['1,903', '']","['2,002', '']","['2,435', '']","['1,799', '']","['2,121', '']","['2,299', '']","['2,362', '']","['2,494', '']","['2,048', '']","['1,997', '']","['2,504', '']","['3,117', '']"
12729,r385,All institutions -> U. of Health Sciences and Pharmacy in St. Louis,All institutions,U. of Health Sciences and Pharmacy in St. Louis,2,384,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['3,767', '']","['4,063', '']","['2,523', '']","['3,110', '']"
12729,r386,All institutions -> Hope C.,All institutions,Hope C.,2,385,"['2,523', '']","['2,414', '']","['1,912', '']","['1,993', '']","['1,834', '']","['1,436', '']","['1,251', '']","['1,157', '']","['1,088', '']","['1,349', '']","['1,126', '']","['1,957', '']","['3,468', '']","['3,097', '']"
12729,r387,"All institutions -> Arkansas State U., Jonesboro",All institutions,"Arkansas State U., Jonesboro",2,386,"['6,169', '']","['8,591', '']","['9,595', '']","['6,268', '']","['3,849', '']","['4,315', '']","['4,826', '']","['4,396', '']","['4,371', '']","['4,867', '']","['4,712', '']","['4,249', '']","['3,932', '']","['3,083', '']"
12729,r388,All institutions -> Florida Gulf Coast U.,All institutions,Florida Gulf Coast U.,2,387,"['2,661', '']","['2,740', '']","['1,902', '']","['1,553', '']","['1,153', '']","['1,139', '']","['1,377', '']","['1,105', '']","['764', '']","['944', '']","['2,639', '']","['2,410', '']","['4,008', '']","['3,056', '']"
12729,r389,"All institutions -> Rutgers, State U. New Jersey, Camden",All institutions,"Rutgers, State U. New Jersey, Camden",2,388,"['1,765', '']","['1,259', '']","['1,248', '']","['1,511', '']","['1,728', '']","['1,984', '']","['2,637', '']","['2,322', '']","['1,495', '']","['1,096', '']","['1,952', '']","['2,841', '']","['3,349', '']","['3,042', '']"
12729,r390,All institutions -> Sonoma State U.,All institutions,Sonoma State U.,2,389,"['690', '']","['559', '']","['ne', '']","['1,800', '']","['1,581', '']","['964', '']","['531', '']","['ne', '']","['ne', '']","['ne', '']","['936', '']","['2,212', '']","['2,730', '']","['3,003', '']"
12729,r391,All institutions -> Smith C.,All institutions,Smith C.,2,390,"['2,755', '']","['3,101', '']","['2,626', '']","['2,824', '']","['3,042', '']","['3,575', '']","['2,563', '']","['3,352', '']","['3,288', '']","['2,887', '']","['2,483', '']","['2,249', '']","['2,252', '']","['2,965', '']"
12729,r392,All institutions -> Citadel Military C. South Carolina,All institutions,Citadel Military C. South Carolina,2,391,"['ne', '']","['157', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['470', '']","['1,258', '']","['3,731', '']","['2,941', '']"
12729,r393,All institutions -> Colby C.,All institutions,Colby C.,2,392,"['1,015', '']","['1,002', '']","['1,148', '']","['989', '']","['943', '']","['1,038', '']","['1,061', '']","['1,038', '']","['1,188', '']","['1,058', '']","['787', '']","['623', '']","['1,387', '']","['2,929', '']"
12729,r394,All institutions -> U. Central del Caribe,All institutions,U. Central del Caribe,2,392,"['6,504', '']","['6,613', '']","['6,304', '']","['5,946', '']","['6,407', '']","['6,147', '']","['6,290', '']","['4,866', '']","['2,937', '']","['2,705', '']","['2,743', '']","['2,492', '']","['2,807', '']","['2,929', '']"
