table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
10116,r301,"All institutions -> California State U., East Bay",All institutions,"California State U., East Bay",2,300,"['643', '']","['921', '']","['536', '']","['310', '']","['ne', '']","['ne', '']","['479', '']","['ne', '']","['ne', '']","['ne', '']","['2,348', '']","['3,289', '']","['8,997', '']"
10116,r302,"All institutions -> Lincoln U., Jefferson City",All institutions,"Lincoln U., Jefferson City",2,301,"['5,984', '']","['7,084', '']","['6,306', '']","['4,989', '']","['5,460', '']","['5,492', '']","['4,953', '']","['4,148', '']","['2,498', '']","['2,700', '']","['3,636', '']","['5,621', '']","['8,988', '']"
10116,r303,All institutions -> Winston-Salem State U.,All institutions,Winston-Salem State U.,2,302,"['ne', '']","['1,179', '']","['1,977', '']","['841', '']","['ne', '']","['ne', '']","['1,356', '']","['1,575', '']","['1,629', '']","['2,011', '']","['4,498', '']","['4,841', '']","['8,903', '']"
10116,r304,All institutions -> Clarkson U.,All institutions,Clarkson U.,2,303,"['9,573', '']","['9,531', '']","['7,061', '']","['5,283', '']","['5,476', '']","['5,440', '']","['6,183', '']","['6,819', '']","['8,203', '']","['8,551', '']","['7,095', '']","['7,246', '']","['8,834', '']"
10116,r305,All institutions -> Illinois State U.,All institutions,Illinois State U.,2,304,"['5,442', '']","['4,586', '']","['3,833', '']","['3,902', '']","['5,213', '']","['4,424', '']","['5,630', '']","['5,355', '']","['6,312', '']","['9,827', '']","['8,719', '']","['9,787', '']","['8,673', '']"
10116,r306,"All institutions -> California State U., Los Angeles",All institutions,"California State U., Los Angeles",2,305,"['7,234', '']","['8,426', '']","['6,847', '']","['7,065', '']","['4,923', '']","['4,291', '']","['3,804', '']","['6,612', '']","['8,586', '']","['9,288', '']","['8,380', '']","['7,342', '']","['8,605', '']"
10116,r307,All institutions -> U. New Orleans,All institutions,U. New Orleans,2,306,"['19,244', '']","['19,000', '']","['14,521', '']","['11,051', '']","['9,490', '']","['7,492', '']","['6,826', '']","['5,568', '']","['5,258', '']","['4,353', '']","['3,868', '']","['3,674', '']","['8,270', '']"
10116,r308,All institutions -> Texas A&M U.-Kingsville,All institutions,Texas A&M U.-Kingsville,2,307,"['7,088', '']","['6,280', '']","['6,480', '']","['7,002', '']","['8,678', '']","['7,080', '']","['7,475', '']","['7,869', '']","['7,459', '']","['8,419', '']","['9,610', '']","['9,265', '']","['8,225', '']"
10116,r309,All institutions -> Tennessee Technological U.,All institutions,Tennessee Technological U.,2,308,"['7,490', '']","['6,397', '']","['4,674', '']","['3,999', '']","['3,725', '']","['3,578', '']","['4,076', '']","['4,969', '']","['5,390', '']","['6,153', '']","['6,471', '']","['7,625', '']","['8,156', '']"
10116,r310,"All institutions -> California State U., San Marcos",All institutions,"California State U., San Marcos",2,309,"['4,106', '']","['4,827', 'i']","['5,548', 'i']","['6,271', '']","['6,091', '']","['4,573', '']","['5,273', '']","['5,594', '']","['7,497', '']","['9,134', '']","['11,547', '']","['8,831', '']","['7,986', '']"
10116,r311,All institutions -> Bowling Green State U.,All institutions,Bowling Green State U.,2,310,"['4,963', '']","['6,164', '']","['7,005', '']","['9,323', '']","['6,576', '']","['5,544', '']","['6,229', '']","['6,395', '']","['6,056', '']","['5,852', '']","['6,397', '']","['7,263', '']","['7,918', '']"
10116,r312,"All institutions -> SUNY, C. of Environmental Science and Forestry",All institutions,"SUNY, C. of Environmental Science and Forestry",2,311,"['8,907', '']","['8,732', 'i']","['8,557', 'i']","['8,382', '']","['5,564', '']","['7,784', '']","['8,313', '']","['7,730', '']","['6,873', '']","['7,743', '']","['7,809', '']","['6,979', '']","['7,766', '']"
10116,r313,All institutions -> U. North Florida,All institutions,U. North Florida,2,312,"['4,636', '']","['5,082', '']","['3,760', '']","['1,424', '']","['1,177', '']","['1,198', '']","['1,356', '']","['1,435', '']","['3,818', '']","['4,017', '']","['4,568', '']","['7,267', '']","['7,758', '']"
10116,r314,All institutions -> Texas Southern U.,All institutions,Texas Southern U.,2,313,"['5,240', '']","['4,899', '']","['4,924', '']","['4,741', '']","['3,512', '']","['3,458', '']","['3,269', '']","['3,674', '']","['2,839', '']","['3,238', '']","['6,249', '']","['5,562', '']","['7,550', '']"
10116,r315,All institutions -> Rosalind Franklin U. of Medicine and Science,All institutions,Rosalind Franklin U. of Medicine and Science,2,314,"['8,350', '']","['9,317', '']","['10,084', '']","['11,202', '']","['9,754', '']","['9,368', '']","['8,478', '']","['8,828', '']","['9,249', '']","['8,865', '']","['8,504', '']","['9,357', '']","['7,292', '']"
10116,r316,All institutions -> Fort Valley State U.,All institutions,Fort Valley State U.,2,315,"['4,586', '']","['3,452', '']","['3,334', '']","['3,329', '']","['4,249', '']","['4,079', '']","['4,844', '']","['5,068', '']","['3,700', '']","['4,434', '']","['4,806', '']","['4,429', '']","['7,265', '']"
10116,r317,"All institutions -> U. North Carolina, Wilmington",All institutions,"U. North Carolina, Wilmington",2,316,"['14,364', '']","['14,218', '']","['11,571', '']","['9,133', '']","['6,063', '']","['5,819', '']","['5,966', '']","['5,990', '']","['5,732', '']","['7,174', '']","['6,783', '']","['6,852', '']","['7,178', '']"
10116,r318,All institutions -> Western U. of Health Sciences,All institutions,Western U. of Health Sciences,2,317,"['885', '']","['914', '']","['1,300', '']","['1,163', '']","['1,545', '']","['1,206', '']","['2,391', '']","['2,725', '']","['2,755', '']","['3,035', '']","['4,486', '']","['5,620', '']","['7,131', '']"
10116,r319,All institutions -> Virginia State U.,All institutions,Virginia State U.,2,318,"['5,552', '']","['6,035', '']","['6,999', '']","['6,212', '']","['5,424', '']","['4,951', '']","['5,204', '']","['4,779', '']","['5,655', '']","['6,636', '']","['5,642', '']","['4,846', '']","['7,115', '']"
10116,r320,"All institutions -> California State U., San Bernardino",All institutions,"California State U., San Bernardino",2,319,"['3,394', '']","['9,953', '']","['7,251', '']","['6,190', '']","['6,414', '']","['5,959', '']","['6,348', '']","['6,565', '']","['7,920', '']","['8,651', '']","['5,886', '']","['5,867', '']","['6,693', '']"
10116,r321,"All institutions -> U. Arkansas, Little Rock",All institutions,"U. Arkansas, Little Rock",2,320,"['7,571', '']","['8,615', '']","['8,104', '']","['6,848', '']","['5,188', '']","['4,259', '']","['4,934', '']","['4,756', '']","['5,764', '']","['6,688', '']","['7,289', '']","['6,939', '']","['6,675', '']"
10116,r322,"All institutions -> California State U., Sacramento",All institutions,"California State U., Sacramento",2,321,"['5,829', '']","['6,965', '']","['5,663', '']","['7,546', '']","['5,241', '']","['5,697', '']","['5,619', '']","['6,894', '']","['6,392', '']","['5,801', '']","['5,693', '']","['5,582', '']","['6,646', '']"
10116,r323,All institutions -> Florida Gulf Coast U.,All institutions,Florida Gulf Coast U.,2,322,"['9,542', '']","['10,328', '']","['5,146', '']","['4,800', '']","['4,609', '']","['4,501', '']","['4,442', '']","['3,746', '']","['3,164', '']","['3,773', '']","['5,304', '']","['4,467', '']","['6,482', '']"
10116,r324,All institutions -> Villanova U.,All institutions,Villanova U.,2,323,"['6,367', 'i']","['6,817', '']","['5,518', 'i']","['4,218', '']","['5,008', '']","['4,572', '']","['4,334', '']","['4,048', '']","['3,968', '']","['4,085', '']","['4,921', '']","['5,826', '']","['6,476', '']"
10116,r325,All institutions -> Western Washington U.,All institutions,Western Washington U.,2,324,"['4,594', '']","['4,661', '']","['3,891', '']","['3,789', '']","['4,039', '']","['4,546', '']","['4,701', '']","['5,271', '']","['4,393', '']","['3,978', '']","['3,966', '']","['4,290', '']","['6,347', '']"
10116,r326,All institutions -> Duquesne U.,All institutions,Duquesne U.,2,325,"['5,904', '']","['5,991', '']","['5,723', '']","['4,343', '']","['4,670', '']","['5,004', '']","['5,809', '']","['5,759', '']","['5,762', '']","['4,552', '']","['4,981', '']","['5,020', '']","['6,309', '']"
10116,r327,"All institutions -> California State U., Fullerton",All institutions,"California State U., Fullerton",2,326,"['13,651', '']","['16,159', '']","['12,440', '']","['11,716', '']","['6,932', '']","['4,784', '']","['3,815', '']","['4,237', '']","['4,981', '']","['4,340', '']","['4,121', '']","['4,551', '']","['6,136', '']"
10116,r328,"All institutions -> U. Minnesota, Duluth",All institutions,"U. Minnesota, Duluth",2,327,"['6,441', '']","['8,564', '']","['7,597', '']","['7,264', '']","['5,940', '']","['10,025', '']","['8,055', '']","['6,033', '']","['5,520', '']","['7,143', '']","['6,454', '']","['5,325', '']","['6,122', '']"
10116,r329,"All institutions -> California State U., Fresno",All institutions,"California State U., Fresno",2,328,"['3,424', '']","['3,795', '']","['3,532', '']","['2,682', '']","['2,921', '']","['3,573', '']","['3,539', '']","['3,511', '']","['3,969', '']","['2,900', '']","['3,117', '']","['4,101', '']","['5,928', '']"
10116,r330,All institutions -> Clark Atlanta U.,All institutions,Clark Atlanta U.,2,329,"['7,229', '']","['7,040', '']","['8,447', '']","['7,576', '']","['7,241', '']","['7,455', '']","['6,048', '']","['5,811', '']","['5,634', '']","['5,689', '']","['5,324', '']","['5,355', '']","['5,895', '']"
10116,r331,All institutions -> U. Tulsa,All institutions,U. Tulsa,2,330,"['7,126', '']","['7,970', '']","['6,782', '']","['6,279', '']","['5,773', '']","['6,384', '']","['6,426', '']","['5,905', '']","['4,615', '']","['4,142', '']","['4,697', '']","['5,876', '']","['5,893', '']"
10116,r332,"All institutions -> CUNY, John Jay C. of Criminal Justice",All institutions,"CUNY, John Jay C. of Criminal Justice",2,331,"['3,418', '']","['4,086', '']","['3,921', '']","['3,546', '']","['3,214', '']","['3,392', '']","['4,625', '']","['4,826', '']","['5,896', '']","['4,971', '']","['5,297', '']","['3,519', '']","['5,777', '']"
10116,r333,All institutions -> Louisiana Tech U.,All institutions,Louisiana Tech U.,2,332,"['10,806', '']","['11,952', '']","['9,835', '']","['8,881', '']","['7,742', '']","['5,776', '']","['5,455', '']","['5,608', '']","['5,801', '']","['6,564', '']","['7,167', '']","['6,428', '']","['5,734', '']"
10116,r334,All institutions -> Texas Christian U.,All institutions,Texas Christian U.,2,333,"['3,373', '']","['3,924', '']","['4,998', '']","['5,870', '']","['5,779', '']","['4,732', '']","['3,617', '']","['4,035', '']","['3,198', '']","['2,866', '']","['3,168', '']","['4,448', '']","['5,670', '']"
10116,r335,All institutions -> Morehouse C.,All institutions,Morehouse C.,2,334,"['7,857', '']","['8,460', 'i']","['9,063', '']","['9,226', '']","['6,919', '']","['5,944', '']","['4,301', '']","['3,667', '']","['4,531', '']","['4,494', '']","['4,825', '']","['4,533', '']","['5,664', '']"
10116,r336,All institutions -> Montana Technological U.,All institutions,Montana Technological U.,2,335,"['5,321', '']","['4,999', '']","['3,293', '']","['3,507', '']","['3,202', '']","['3,420', '']","['3,916', '']","['5,019', '']","['4,691', '']","['4,926', '']","['4,322', '']","['6,133', '']","['5,600', '']"
10116,r337,All institutions -> Central State U.,All institutions,Central State U.,2,336,"['2,544', '']","['3,528', '']","['3,390', '']","['2,688', '']","['2,000', '']","['1,508', '']","['1,546', '']","['1,491', '']","['2,299', '']","['2,517', '']","['3,097', '']","['4,165', '']","['5,576', '']"
10116,r338,All institutions -> Naval War C.,All institutions,Naval War C.,2,337,"['ne', '']","['ne', '']","['2,938', 'i']","['2,700', 'i']","['2,736', 'i']","['2,653', '']","['3,210', '']","['3,797', 'i']","['4,384', '']","['5,060', '']","['5,944', '']","['5,542', '']","['5,529', '']"
10116,r339,All institutions -> U.S. Army War C.,All institutions,U.S. Army War C.,2,338,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['4,418', 'i']","['ne', '']","['4,662', 'i']","['5,496', 'i']"
10116,r340,"All institutions -> California State Polytechnic U., Pomona",All institutions,"California State Polytechnic U., Pomona",2,339,"['2,563', '']","['2,978', '']","['2,635', '']","['2,996', '']","['2,165', '']","['1,881', '']","['2,199', '']","['3,231', '']","['4,297', '']","['3,555', '']","['5,514', '']","['4,396', '']","['5,407', '']"
10116,r341,All institutions -> Rhode Island C.,All institutions,Rhode Island C.,2,340,"['ne', '']","['2,404', '']","['9,060', '']","['8,976', '']","['6,960', '']","['7,258', '']","['3,928', '']","['3,831', '']","['3,337', '']","['3,332', '']","['4,128', '']","['4,894', '']","['5,372', '']"
10116,r342,All institutions -> U. Colorado Colorado Springs,All institutions,U. Colorado Colorado Springs,2,341,"['6,699', '']","['5,805', '']","['3,540', '']","['3,407', '']","['4,018', '']","['4,244', '']","['3,976', '']","['4,525', '']","['4,094', '']","['3,072', '']","['3,508', '']","['3,942', '']","['5,345', '']"
10116,r343,All institutions -> Ball State U.,All institutions,Ball State U.,2,342,"['3,988', '']","['3,064', '']","['3,320', '']","['2,440', '']","['1,971', '']","['2,291', '']","['3,253', '']","['2,531', '']","['3,028', '']","['2,929', '']","['2,397', '']","['2,469', '']","['5,302', '']"
10116,r344,"All institutions -> U. Hawaii, Hilo",All institutions,"U. Hawaii, Hilo",2,343,"['12,265', '']","['7,150', '']","['20,726', '']","['15,391', '']","['8,603', '']","['12,772', '']","['9,402', '']","['5,461', '']","['5,264', '']","['4,924', '']","['5,274', '']","['5,510', '']","['5,292', '']"
10116,r345,All institutions -> Wesleyan U.,All institutions,Wesleyan U.,2,344,"['4,496', '']","['5,525', '']","['4,726', '']","['3,930', '']","['3,363', '']","['3,612', '']","['3,493', '']","['3,902', '']","['4,353', '']","['4,793', '']","['4,305', '']","['4,032', '']","['5,267', '']"
10116,r346,"All institutions -> U. Tennessee, Chattanooga",All institutions,"U. Tennessee, Chattanooga",2,345,"['4,866', '']","['2,932', '']","['3,202', '']","['2,056', '']","['1,501', '']","['1,949', '']","['1,092', '']","['1,144', '']","['1,490', '']","['2,393', '']","['3,915', '']","['4,507', '']","['5,214', '']"
10116,r347,All institutions -> Montclair State U.,All institutions,Montclair State U.,2,346,"['1,876', '']","['2,629', '']","['3,593', '']","['3,410', '']","['2,533', '']","['2,716', '']","['2,649', '']","['2,163', '']","['3,505', '']","['4,164', '']","['3,782', '']","['4,146', '']","['5,189', '']"
10116,r348,All institutions -> Tarleton State U.,All institutions,Tarleton State U.,2,347,"['6,379', '']","['6,036', '']","['5,086', '']","['3,525', '']","['3,683', '']","['3,927', '']","['4,495', '']","['4,602', '']","['4,288', '']","['4,632', '']","['4,139', '']","['4,620', '']","['5,055', '']"
10116,r349,"All institutions -> California State U., Monterey Bay",All institutions,"California State U., Monterey Bay",2,348,"['3,167', '']","['4,713', '']","['4,341', '']","['4,961', '']","['3,862', '']","['3,459', '']","['3,654', '']","['3,574', '']","['3,607', '']","['3,746', '']","['3,889', '']","['3,813', '']","['5,051', '']"
10116,r350,All institutions -> Sam Houston State U.,All institutions,Sam Houston State U.,2,349,"['5,066', '']","['3,855', '']","['2,717', '']","['2,360', '']","['2,209', '']","['1,491', '']","['1,830', '']","['1,872', '']","['2,200', '']","['3,723', '']","['4,764', '']","['5,632', '']","['4,936', '']"
10116,r351,All institutions -> Fordham U.,All institutions,Fordham U.,2,350,"['4,132', '']","['3,925', '']","['4,187', '']","['4,874', '']","['4,258', '']","['3,969', '']","['5,979', '']","['5,761', '']","['4,973', '']","['4,218', '']","['3,831', '']","['4,076', '']","['4,856', '']"
10116,r352,All institutions -> U. Baltimore,All institutions,U. Baltimore,2,351,"['1,812', '']","['3,288', '']","['3,386', '']","['2,906', '']","['2,947', '']","['2,998', '']","['3,769', '']","['4,289', '']","['7,431', '']","['9,103', '']","['11,748', '']","['11,692', '']","['4,853', '']"
10116,r353,All institutions -> Kentucky State U.,All institutions,Kentucky State U.,2,352,"['3,501', '']","['3,146', '']","['4,924', '']","['3,906', '']","['4,335', '']","['4,590', '']","['5,146', '']","['5,382', 'i']","['5,618', '']","['4,692', '']","['4,456', '']","['3,716', '']","['4,743', '']"
10116,r354,All institutions -> U. Detroit Mercy,All institutions,U. Detroit Mercy,2,353,"['633', '']","['856', '']","['508', '']","['ne', '']","['317', '']","['890', '']","['2,565', '']","['2,296', '']","['4,385', '']","['4,936', '']","['4,226', '']","['3,917', '']","['4,663', '']"
10116,r355,All institutions -> MGH Institute of Health Professions,All institutions,MGH Institute of Health Professions,2,354,"['ne', '']","['408', '']","['ne', '']","['ne', '']","['ne', '']","['3,766', '']","['2,228', '']","['1,839', '']","['2,957', '']","['3,494', '']","['3,014', '']","['2,500', '']","['4,628', '']"
10116,r356,"All institutions -> CUNY, Brooklyn C.",All institutions,"CUNY, Brooklyn C.",2,355,"['5,358', '']","['7,098', '']","['6,578', '']","['5,999', '']","['6,548', '']","['5,771', '']","['5,995', '']","['5,244', '']","['4,280', '']","['4,465', 'i']","['4,651', '']","['4,505', '']","['4,623', '']"
10116,r357,"All institutions -> U. Missouri, Saint Louis",All institutions,"U. Missouri, Saint Louis",2,356,"['7,151', '']","['10,157', '']","['9,650', '']","['7,868', '']","['5,844', '']","['4,369', '']","['4,959', '']","['5,240', '']","['6,364', '']","['7,059', '']","['6,146', '']","['5,812', '']","['4,573', '']"
10116,r358,"All institutions -> U. Washington, Tacoma",All institutions,"U. Washington, Tacoma",2,357,"['573', '']","['406', '']","['1,098', '']","['1,104', '']","['1,577', '']","['2,515', '']","['2,682', '']","['2,042', '']","['2,230', '']","['2,808', '']","['3,075', '']","['3,459', '']","['4,553', '']"
10116,r359,All institutions -> C. Charleston,All institutions,C. Charleston,2,358,"['11,610', '']","['5,056', '']","['6,277', '']","['6,385', '']","['5,051', '']","['6,200', '']","['6,269', '']","['5,870', '']","['4,376', '']","['4,395', '']","['3,087', '']","['4,126', '']","['4,485', '']"
10116,r360,All institutions -> Middle Tennessee State U.,All institutions,Middle Tennessee State U.,2,359,"['2,651', '']","['2,669', '']","['4,553', '']","['2,585', '']","['1,564', '']","['2,302', '']","['3,535', '']","['2,513', '']","['2,391', '']","['2,473', '']","['3,062', '']","['4,150', '']","['4,347', '']"
10116,r361,All institutions -> Northwest Indian C.,All institutions,Northwest Indian C.,2,360,"['1,943', '']","['1,993', 'i']","['2,044', '']","['2,216', '']","['1,705', '']","['1,154', 'i']","['ne', '']","['ne', '']","['2,037', '']","['2,520', '']","['3,112', 'i']","['3,704', 'i']","['4,298', '']"
10116,r362,All institutions -> West Virginia State U.,All institutions,West Virginia State U.,2,361,"['2,759', '']","['3,193', '']","['3,945', '']","['3,316', '']","['6,006', '']","['5,562', '']","['4,126', '']","['5,072', '']","['5,361', '']","['4,592', '']","['3,993', '']","['4,119', '']","['4,278', '']"
10116,r363,All institutions -> South Carolina State U.,All institutions,South Carolina State U.,2,362,"['6,334', '']","['8,630', 'i']","['10,926', '']","['8,770', 'i']","['6,614', 'i']","['4,456', '']","['4,556', 'i']","['14,300', '']","['14,938', 'i']","['3,659', '']","['3,796', 'i']","['3,933', 'i']","['4,270', 'i']"
10116,r364,"All institutions -> Southern U. and A&M C., Agricultural Research and Extension Center",All institutions,"Southern U. and A&M C., Agricultural Research and Extension Center",2,363,"['ne', '']","['4,049', '']","['5,926', '']","['3,481', '']","['3,363', '']","['2,514', '']","['2,415', '']","['2,736', 'i']","['3,057', '']","['3,057', '']","['2,085', '']","['3,588', '']","['4,261', '']"
10116,r365,All institutions -> Western Illinois U.,All institutions,Western Illinois U.,2,364,"['658', '']","['746', '']","['3,855', '']","['1,183', '']","['735', '']","['373', '']","['ne', '']","['1,198', '']","['1,551', '']","['1,495', '']","['1,801', '']","['3,163', '']","['4,032', '']"
10116,r366,"All institutions -> U. Washington, Bothell",All institutions,"U. Washington, Bothell",2,365,"['446', '']","['911', '']","['701', '']","['825', '']","['2,005', '']","['2,236', '']","['2,863', '']","['3,169', '']","['2,920', '']","['3,353', '']","['2,815', '']","['2,956', '']","['4,009', '']"
10116,r367,All institutions -> Dakota State U.,All institutions,Dakota State U.,2,366,"['ne', '']","['402', '']","['3,555', '']","['831', '']","['908', '']","['765', '']","['1,593', '']","['1,989', '']","['3,273', '']","['3,008', '']","['3,957', '']","['2,603', '']","['3,976', '']"
10116,r368,"All institutions -> Arkansas State U., Jonesboro",All institutions,"Arkansas State U., Jonesboro",2,367,"['6,194', '']","['8,644', '']","['9,645', '']","['6,360', '']","['3,958', '']","['4,347', '']","['4,826', '']","['4,396', '']","['4,371', '']","['4,876', '']","['4,712', '']","['4,249', '']","['3,932', '']"
10116,r369,All institutions -> National Defense U.,All institutions,National Defense U.,2,368,"['ne', '']","['ne', '']","['ne', '']","['5,865', '']","['7,682', '']","['5,542', '']","['6,447', '']","['6,293', '']","['4,276', '']","['4,231', '']","['4,583', '']","['3,786', '']","['3,920', '']"
10116,r370,All institutions -> Barnard C.,All institutions,Barnard C.,2,369,"['2,754', '']","['3,325', '']","['3,194', '']","['2,568', '']","['2,373', '']","['2,384', '']","['3,082', '']","['2,777', '']","['2,491', '']","['2,871', '']","['2,800', '']","['3,527', '']","['3,758', '']"
10116,r371,All institutions -> DePaul U.,All institutions,DePaul U.,2,370,"['3,896', '']","['4,629', '']","['4,827', '']","['4,260', '']","['5,023', '']","['4,622', '']","['4,623', '']","['5,424', '']","['4,532', '']","['4,464', '']","['5,156', '']","['4,518', '']","['3,757', '']"
10116,r372,All institutions -> Citadel Military C. South Carolina,All institutions,Citadel Military C. South Carolina,2,371,"['ne', '']","['157', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['736', '']","['1,714', '']","['3,741', '']"
10116,r373,All institutions -> Salisbury U.,All institutions,Salisbury U.,2,372,"['1,823', '']","['586', '']","['1,256', '']","['2,342', '']","['3,131', '']","['2,727', '']","['2,414', '']","['2,203', '']","['1,805', '']","['2,290', '']","['2,413', '']","['3,271', '']","['3,734', '']"
10116,r374,All institutions -> Chicago State U.,All institutions,Chicago State U.,2,373,"['1,598', '']","['2,014', '']","['565', '']","['ne', '']","['ne', '']","['ne', '']","['910', '']","['ne', '']","['1,154', '']","['898', '']","['ne', '']","['ne', '']","['3,699', '']"
10116,r375,All institutions -> Hope C.,All institutions,Hope C.,2,374,"['2,523', '']","['2,414', '']","['1,912', '']","['1,993', '']","['2,000', '']","['1,436', '']","['1,251', '']","['1,169', '']","['1,100', '']","['1,361', '']","['1,155', '']","['1,992', '']","['3,691', '']"
10116,r376,All institutions -> U. New England,All institutions,U. New England,2,375,"['2,829', '']","['3,242', '']","['3,359', '']","['4,271', '']","['4,789', '']","['4,862', '']","['5,298', '']","['5,918', '']","['4,976', '']","['5,269', '']","['5,064', '']","['3,864', '']","['3,660', '']"
10116,r377,"All institutions -> CUNY, Lehman C.",All institutions,"CUNY, Lehman C.",2,376,"['2,560', 'i']","['2,700', '']","['2,215', '']","['1,874', '']","['2,249', '']","['2,394', '']","['3,625', '']","['3,734', '']","['4,478', '']","['3,342', '']","['3,197', '']","['3,382', '']","['3,652', '']"
10116,r378,All institutions -> U. Wisconsin-Superior,All institutions,U. Wisconsin-Superior,2,377,"['5,197', '']","['5,638', 'i']","['5,302', 'i']","['ne', '']","['1,949', 'i']","['ne', '']","['ne', '']","['ne', '']","['1,924', '']","['1,527', '']","['1,382', '']","['1,843', '']","['3,635', '']"
10116,r379,All institutions -> Langston U.,All institutions,Langston U.,2,378,"['3,313', '']","['3,778', '']","['3,957', '']","['4,153', '']","['5,816', '']","['5,621', '']","['9,178', '']","['8,326', 'i']","['7,474', 'i']","['6,622', '']","['9,004', '']","['3,089', '']","['3,616', '']"
10116,r380,"All institutions -> Southern U. and A&M C., Baton Rouge",All institutions,"Southern U. and A&M C., Baton Rouge",2,379,"['5,920', '']","['6,057', 'i']","['6,194', '']","['4,191', '']","['3,850', '']","['3,258', '']","['2,778', '']","['2,866', '']","['3,431', '']","['3,243', '']","['2,996', '']","['3,770', '']","['3,595', '']"
10116,r381,All institutions -> Youngstown State U.,All institutions,Youngstown State U.,2,380,"['2,067', '']","['3,304', '']","['2,159', '']","['1,834', '']","['1,876', '']","['2,346', '']","['1,083', '']","['3,257', '']","['3,634', '']","['2,878', '']","['3,308', '']","['2,198', '']","['3,533', '']"
10116,r382,All institutions -> Fisk U.,All institutions,Fisk U.,2,381,"['7,686', '']","['4,631', '']","['4,058', '']","['6,307', 'i']","['8,557', '']","['9,050', 'i']","['9,544', '']","['4,327', '']","['2,781', '']","['4,615', '']","['3,811', '']","['3,940', '']","['3,486', '']"
10116,r383,All institutions -> Norfolk State U.,All institutions,Norfolk State U.,2,382,"['5,413', '']","['6,462', '']","['7,739', '']","['5,523', '']","['6,492', '']","['5,104', '']","['7,230', '']","['7,101', '']","['6,912', '']","['8,046', '']","['7,148', '']","['3,976', '']","['3,398', '']"
10116,r384,"All institutions -> Oklahoma State U., Center for Health Sciences",All institutions,"Oklahoma State U., Center for Health Sciences",2,383,"['817', '']","['377', '']","['83', '']","['61', '']","['31', '']","['321', '']","['748', '']","['1,055', '']","['1,021', '']","['985', '']","['2,618', '']","['2,304', '']","['3,366', '']"
10116,r385,All institutions -> Bowie State U.,All institutions,Bowie State U.,2,384,"['ne', '']","['1,910', '']","['1,739', '']","['1,422', '']","['1,761', '']","['1,497', '']","['1,927', '']","['1,813', '']","['1,839', '']","['1,911', '']","['1,967', '']","['1,398', '']","['3,351', '']"
10116,r386,"All institutions -> Rutgers, State U. New Jersey, Camden",All institutions,"Rutgers, State U. New Jersey, Camden",2,385,"['2,001', '']","['1,555', '']","['1,545', '']","['1,750', '']","['1,766', '']","['2,215', '']","['2,653', '']","['2,412', '']","['1,567', '']","['1,096', '']","['1,952', '']","['2,905', '']","['3,349', '']"
10116,r387,"All institutions -> U. Arkansas, Pine Bluff",All institutions,"U. Arkansas, Pine Bluff",2,386,"['3,947', '']","['4,696', '']","['4,540', '']","['4,550', '']","['3,875', '']","['3,912', '']","['4,233', '']","['3,747', '']","['3,683', '']","['4,299', '']","['4,393', '']","['3,960', '']","['3,306', '']"
10116,r388,All institutions -> Kennesaw State U.,All institutions,Kennesaw State U.,2,387,"['1,246', '']","['1,054', '']","['2,214', 'i']","['3,374', '']","['1,413', '']","['2,329', '']","['1,925', '']","['2,085', '']","['2,343', '']","['2,499', '']","['1,983', '']","['3,104', '']","['3,290', '']"
10116,r389,All institutions -> Gallaudet U.,All institutions,Gallaudet U.,2,388,"['5,522', '']","['4,633', '']","['4,335', '']","['4,500', '']","['3,012', '']","['2,340', '']","['2,135', '']","['2,380', '']","['2,259', '']","['2,190', '']","['1,841', '']","['2,140', '']","['3,287', '']"
10116,r390,"All institutions -> Pennsylvania State U., Behrend",All institutions,"Pennsylvania State U., Behrend",2,389,"['887', '']","['1,029', '']","['1,232', '']","['1,353', '']","['1,610', '']","['1,510', '']","['2,445', '']","['1,670', '']","['1,025', '']","['1,427', '']","['543', '']","['2,286', '']","['3,262', '']"
10116,r391,"All institutions -> Southern Illinois U., Edwardsville",All institutions,"Southern Illinois U., Edwardsville",2,390,"['4,192', '']","['4,056', '']","['3,172', '']","['3,209', '']","['2,249', '']","['2,175', '']","['3,422', '']","['3,805', '']","['3,209', '']","['3,561', '']","['3,467', '']","['3,844', '']","['3,250', '']"
10116,r392,"All institutions -> U. North Texas, Health Science Center",All institutions,"U. North Texas, Health Science Center",2,391,"['25,847', '']","['26,132', '']","['26,627', '']","['24,187', '']","['21,943', '']","['22,422', '']","['27,163', '']","['26,368', '']","['27,579', '']","['27,260', '']","['25,917', '']","['32,464', '']","['3,172', '']"
10116,r393,"All institutions -> Purdue U., Northwest",All institutions,"Purdue U., Northwest",2,392,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['4,024', '']","['3,205', '']","['2,493', '']","['1,996', '']","['2,280', '']","['3,171', '']"
