table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures_received,field_total_from_higher_education_pass_through_entities,field_total_from_businesses,field_total_from_nonprofit_organizations,field_total_from_other_pass_through_entities,field_federally_financed_all_r_d_expenditures_received,field_federally_financed_from_higher_education_pass_through_entities,field_federally_financed_from_businesses,field_federally_financed_from_nonprofit_organizations,field_federally_financed_from_other_pass_through_entities
5457,r407,United States -> Nebraska -> Private -> Doane U.,United States,Nebraska,Private,Doane U.,4,"['352', 'i']","['352', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['352', 'i']","['352', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
5457,r408,United States -> Nevada,United States,Nevada,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r409,United States -> Nevada -> Public,United States,Nevada,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r410,United States -> Nevada -> Public -> Desert Research Institute,United States,Nevada,Public,Desert Research Institute,4,"['4,315', '']","['1,747', '']","['2,109', '']","['352', '']","['107', '']","['4,026', '']","['1,480', '']","['2,109', '']","['352', '']","['85', '']"
5457,r411,"United States -> Nevada -> Public -> U. Nevada, Las Vegas",United States,Nevada,Public,"U. Nevada, Las Vegas",4,"['9,018', 'i']","['2,037', 'i']","['2,104', 'i']","['1,817', 'i']","['3,060', 'i']","['6,974', '']","['1,431', '']","['1,658', '']","['1,182', '']","['2,703', '']"
5457,r412,"United States -> Nevada -> Public -> U. Nevada, Reno",United States,Nevada,Public,"U. Nevada, Reno",4,"['13,235', '']","['7,839', '']","['1,760', '']","['1,138', '']","['2,498', '']","['10,721', '']","['5,627', '']","['1,732', '']","['1,105', '']","['2,257', '']"
5457,r413,United States -> Nevada -> Private,United States,Nevada,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r414,United States -> Nevada -> Private -> Roseman U. of Health Sciences,United States,Nevada,Private,Roseman U. of Health Sciences,4,"['139', '']","['139', '']","['0', '']","['0', '']","['0', '']","['56', '']","['56', '']","['0', '']","['0', '']","['0', '']"
5457,r415,United States -> New Hampshire,United States,New Hampshire,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r416,United States -> New Hampshire -> Public,United States,New Hampshire,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r417,United States -> New Hampshire -> Public -> Keene State C.,United States,New Hampshire,Public,Keene State C.,4,"['786', '']","['775', '']","['0', '']","['11', '']","['0', '']","['786', '']","['775', '']","['0', '']","['11', '']","['0', '']"
5457,r418,United States -> New Hampshire -> Public -> U. New Hampshire,United States,New Hampshire,Public,U. New Hampshire,4,"['27,861', '']","['12,820', '']","['2,369', '']","['5,779', '']","['6,893', '']","['24,684', '']","['11,898', '']","['2,369', '']","['5,524', '']","['4,893', '']"
5457,r419,United States -> New Hampshire -> Private,United States,New Hampshire,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r420,United States -> New Hampshire -> Private -> Dartmouth C. and Dartmouth Hitchcock Medical Center,United States,New Hampshire,Private,Dartmouth C. and Dartmouth Hitchcock Medical Center,4,"['23,607', '']","['12,670', '']","['2,138', '']","['7,938', '']","['861', '']","['19,784', '']","['10,618', '']","['1,865', '']","['6,783', '']","['518', '']"
5457,r421,United States -> New Jersey,United States,New Jersey,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r422,United States -> New Jersey -> Public,United States,New Jersey,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r423,United States -> New Jersey -> Public -> C. New Jersey,United States,New Jersey,Public,C. New Jersey,4,"['46', '']","['37', '']","['0', '']","['9', '']","['0', '']","['46', '']","['37', '']","['0', '']","['9', '']","['0', '']"
5457,r424,United States -> New Jersey -> Public -> Kean U.,United States,New Jersey,Public,Kean U.,4,"['65', '']","['65', '']","['0', '']","['0', '']","['0', '']","['65', '']","['65', '']","['0', '']","['0', '']","['0', '']"
5457,r425,United States -> New Jersey -> Public -> Montclair State U.,United States,New Jersey,Public,Montclair State U.,4,"['1,355', '']","['1,008', '']","['8', '']","['231', '']","['108', '']","['996', '']","['837', '']","['8', '']","['81', '']","['70', '']"
5457,r426,United States -> New Jersey -> Public -> New Jersey City U.,United States,New Jersey,Public,New Jersey City U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5457,r427,United States -> New Jersey -> Public -> New Jersey Institute of Technology,United States,New Jersey,Public,New Jersey Institute of Technology,4,"['36,894', '']","['3,100', '']","['1,632', '']","['94', '']","['32,068', '']","['36,441', '']","['3,085', '']","['1,423', '']","['88', '']","['31,845', '']"
5457,r428,United States -> New Jersey -> Public -> Rowan U.,United States,New Jersey,Public,Rowan U.,4,"['2,553', '']","['1,439', '']","['701', '']","['87', '']","['326', '']","['2,521', '']","['1,407', '']","['701', '']","['87', '']","['326', '']"
5457,r429,"United States -> New Jersey -> Public -> Rutgers, State U. New Jersey, Camden",United States,New Jersey,Public,"Rutgers, State U. New Jersey, Camden",4,"['186', 'i']","['105', 'i']","['54', 'i']","['17', 'i']","['10', 'i']","['130', '']","['90', '']","['40', '']","['0', '']","['0', '']"
5457,r430,"United States -> New Jersey -> Public -> Rutgers, State U. New Jersey, New Brunswick",United States,New Jersey,Public,"Rutgers, State U. New Jersey, New Brunswick",4,"['51,880', 'i']","['29,311', 'i']","['7,644', 'i']","['7,449', 'i']","['7,476', 'i']","['51,831', '']","['29,296', '']","['7,644', '']","['7,449', '']","['7,442', '']"
5457,r431,"United States -> New Jersey -> Public -> Rutgers, State U. New Jersey, Newark",United States,New Jersey,Public,"Rutgers, State U. New Jersey, Newark",4,"['2,340', 'i']","['1,313', 'i']","['228', 'i']","['100', 'i']","['699', 'i']","['2,012', '']","['1,223', '']","['146', '']","['0', '']","['643', '']"
5457,r432,United States -> New Jersey -> Public -> Stockton U.,United States,New Jersey,Public,Stockton U.,4,"['300', '']","['287', '']","['13', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5457,r433,United States -> New Jersey -> Public -> William Paterson U.,United States,New Jersey,Public,William Paterson U.,4,"['1,015', '']","['81', '']","['22', '']","['87', '']","['825', '']","['1,015', '']","['81', '']","['22', '']","['87', '']","['825', '']"
5457,r434,United States -> New Jersey -> Private,United States,New Jersey,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r435,United States -> New Jersey -> Private -> Monmouth U.,United States,New Jersey,Private,Monmouth U.,4,"['61', '']","['18', '']","['0', '']","['1', '']","['42', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5457,r436,United States -> New Jersey -> Private -> Princeton U.,United States,New Jersey,Private,Princeton U.,4,"['37,970', '']","['27,279', '']","['5,108', '']","['272', '']","['5,311', '']","['32,548', '']","['22,760', '']","['4,824', '']","['94', '']","['4,870', '']"
5457,r437,United States -> New Jersey -> Private -> Seton Hall U.,United States,New Jersey,Private,Seton Hall U.,4,"['51', '']","['51', '']","['0', '']","['0', '']","['0', '']","['51', '']","['51', '']","['0', '']","['0', '']","['0', '']"
5457,r438,United States -> New Jersey -> Private -> Stevens Institute of Technology,United States,New Jersey,Private,Stevens Institute of Technology,4,"['6,551', '']","['1,945', '']","['4,043', '']","['276', '']","['287', '']","['6,277', '']","['1,700', '']","['4,040', '']","['276', '']","['261', '']"
5457,r439,United States -> New Mexico,United States,New Mexico,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r440,United States -> New Mexico -> Public,United States,New Mexico,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r441,United States -> New Mexico -> Public -> New Mexico Highlands U.,United States,New Mexico,Public,New Mexico Highlands U.,4,"['119', '']","['119', '']","['0', '']","['0', '']","['0', '']","['119', '']","['119', '']","['0', '']","['0', '']","['0', '']"
5457,r442,United States -> New Mexico -> Public -> New Mexico Institute of Mining and Technology,United States,New Mexico,Public,New Mexico Institute of Mining and Technology,4,"['9,726', '']","['1,623', '']","['2,391', '']","['4,379', '']","['1,333', '']","['9,726', '']","['1,623', '']","['2,391', '']","['4,379', '']","['1,333', '']"
5457,r443,United States -> New Mexico -> Public -> New Mexico State U.,United States,New Mexico,Public,New Mexico State U.,4,"['13,652', '']","['5,504', '']","['7,383', '']","['158', '']","['607', '']","['13,287', '']","['5,504', '']","['7,373', '']","['108', '']","['302', '']"
5457,r444,United States -> New Mexico -> Public -> U. New Mexico,United States,New Mexico,Public,U. New Mexico,4,"['40,543', '']","['15,416', '']","['12,587', '']","['5,170', '']","['7,370', '']","['39,627', '']","['15,274', '']","['12,537', '']","['4,978', '']","['6,838', '']"
5457,r445,United States -> New York,United States,New York,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r446,United States -> New York -> Public,United States,New York,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r447,"United States -> New York -> Public -> CUNY, Advanced Science Research Center",United States,New York,Public,"CUNY, Advanced Science Research Center",4,"['1,321', '']","['1,096', '']","['80', '']","['145', '']","['0', '']","['1,309', '']","['1,084', '']","['80', '']","['145', '']","['0', '']"
5457,r448,"United States -> New York -> Public -> CUNY, Baruch C.",United States,New York,Public,"CUNY, Baruch C.",4,"['568', '']","['392', '']","['40', '']","['136', '']","['0', '']","['377', '']","['295', '']","['40', '']","['42', '']","['0', '']"
5457,r449,"United States -> New York -> Public -> CUNY, Brooklyn C.",United States,New York,Public,"CUNY, Brooklyn C.",4,"['462', '']","['303', '']","['0', '']","['159', '']","['0', '']","['462', '']","['303', '']","['0', '']","['159', '']","['0', '']"
5457,r450,"United States -> New York -> Public -> CUNY, C. Staten Island",United States,New York,Public,"CUNY, C. Staten Island",4,"['223', '']","['222', '']","['0', '']","['1', '']","['0', '']","['99', '']","['98', '']","['0', '']","['1', '']","['0', '']"
5457,r451,"United States -> New York -> Public -> CUNY, City C.",United States,New York,Public,"CUNY, City C.",4,"['5,936', '']","['4,083', '']","['250', '']","['1,603', '']","['0', '']","['5,615', '']","['3,817', '']","['238', '']","['1,560', '']","['0', '']"
5457,r452,"United States -> New York -> Public -> CUNY, Graduate Center",United States,New York,Public,"CUNY, Graduate Center",4,"['1,161', '']","['1,018', '']","['0', '']","['143', '']","['0', '']","['1,108', '']","['965', '']","['0', '']","['143', '']","['0', '']"
5457,r453,"United States -> New York -> Public -> CUNY, Graduate School of Public Health and Health Policy",United States,New York,Public,"CUNY, Graduate School of Public Health and Health Policy",4,"['3,993', '']","['2,388', '']","['0', '']","['1,605', '']","['0', '']","['3,315', '']","['2,341', '']","['0', '']","['974', '']","['0', '']"
5457,r454,"United States -> New York -> Public -> CUNY, Hunter C.",United States,New York,Public,"CUNY, Hunter C.",4,"['5,394', '']","['4,495', '']","['487', '']","['403', '']","['9', '']","['5,026', '']","['4,390', '']","['373', '']","['263', '']","['0', '']"
5457,r455,"United States -> New York -> Public -> CUNY, John Jay C. of Criminal Justice",United States,New York,Public,"CUNY, John Jay C. of Criminal Justice",4,"['1,086', '']","['268', '']","['38', '']","['135', '']","['645', '']","['887', '']","['232', '']","['38', '']","['107', '']","['510', '']"
5457,r456,"United States -> New York -> Public -> CUNY, Lehman C.",United States,New York,Public,"CUNY, Lehman C.",4,"['422', '']","['328', '']","['0', '']","['0', '']","['94', '']","['97', '']","['97', '']","['0', '']","['0', '']","['0', '']"
5457,r457,"United States -> New York -> Public -> CUNY, Medgar Evers C.",United States,New York,Public,"CUNY, Medgar Evers C.",4,"['113', '']","['107', '']","['0', '']","['6', '']","['0', '']","['107', '']","['107', '']","['0', '']","['0', '']","['0', '']"
5457,r458,"United States -> New York -> Public -> CUNY, New York City C. of Technology",United States,New York,Public,"CUNY, New York City C. of Technology",4,"['83', '']","['0', '']","['0', '']","['83', '']","['0', '']","['83', '']","['0', '']","['0', '']","['83', '']","['0', '']"
5457,r459,"United States -> New York -> Public -> CUNY, Queens C.",United States,New York,Public,"CUNY, Queens C.",4,"['836', '']","['836', '']","['0', '']","['0', '']","['0', '']","['596', '']","['596', '']","['0', '']","['0', '']","['0', '']"
5457,r460,"United States -> New York -> Public -> CUNY, system office",United States,New York,Public,"CUNY, system office",4,"['450', '']","['306', '']","['105', '']","['39', '']","['0', '']","['118', '']","['0', '']","['79', '']","['39', '']","['0', '']"
5457,r461,"United States -> New York -> Public -> CUNY, York C.",United States,New York,Public,"CUNY, York C.",4,"['238', '']","['206', '']","['0', '']","['32', '']","['0', '']","['238', '']","['206', '']","['0', '']","['32', '']","['0', '']"
5457,r462,"United States -> New York -> Public -> SUNY, Binghamton U.",United States,New York,Public,"SUNY, Binghamton U.",4,"['7,198', '']","['2,102', '']","['1,926', '']","['2,635', '']","['535', '']","['7,151', '']","['2,102', '']","['1,882', '']","['2,632', '']","['535', '']"
5457,r463,"United States -> New York -> Public -> SUNY, Buffalo State",United States,New York,Public,"SUNY, Buffalo State",4,"['596', '']","['483', '']","['0', '']","['0', '']","['113', '']","['584', '']","['483', '']","['0', '']","['0', '']","['101', '']"
5457,r464,"United States -> New York -> Public -> SUNY, C. Brockport",United States,New York,Public,"SUNY, C. Brockport",4,"['313', '']","['293', '']","['3', '']","['17', '']","['0', '']","['313', '']","['293', '']","['3', '']","['17', '']","['0', '']"
5457,r465,"United States -> New York -> Public -> SUNY, C. of Environmental Science and Forestry",United States,New York,Public,"SUNY, C. of Environmental Science and Forestry",4,"['1,786', '']","['437', '']","['117', '']","['956', '']","['276', '']","['1,502', '']","['406', '']","['44', '']","['956', '']","['96', '']"
5457,r466,"United States -> New York -> Public -> SUNY, C. of Optometry",United States,New York,Public,"SUNY, C. of Optometry",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5457,r467,"United States -> New York -> Public -> SUNY, C. Plattsburgh",United States,New York,Public,"SUNY, C. Plattsburgh",4,"['254', '']","['211', '']","['17', '']","['26', '']","['0', '']","['244', '']","['201', '']","['17', '']","['26', '']","['0', '']"
5457,r468,"United States -> New York -> Public -> SUNY, Downstate Medical Center",United States,New York,Public,"SUNY, Downstate Medical Center",4,"['3,893', '']","['3,661', '']","['84', '']","['148', '']","['0', '']","['3,845', '']","['3,613', '']","['84', '']","['148', '']","['0', '']"
5457,r469,"United States -> New York -> Public -> SUNY, Geneseo",United States,New York,Public,"SUNY, Geneseo",4,"['8', '']","['0', '']","['0', '']","['8', '']","['0', '']","['8', '']","['0', '']","['0', '']","['8', '']","['0', '']"
5457,r470,"United States -> New York -> Public -> SUNY, Oswego",United States,New York,Public,"SUNY, Oswego",4,"['84', '']","['3', '']","['0', '']","['81', '']","['0', '']","['84', '']","['3', '']","['0', '']","['81', '']","['0', '']"
5457,r471,"United States -> New York -> Public -> SUNY, Polytechnic Institute",United States,New York,Public,"SUNY, Polytechnic Institute",4,"['3,581', '']","['476', '']","['2,545', '']","['0', '']","['560', '']","['3,025', '']","['440', '']","['2,473', '']","['0', '']","['112', '']"
5457,r472,"United States -> New York -> Public -> SUNY, Stony Brook U.",United States,New York,Public,"SUNY, Stony Brook U.",4,"['19,151', '']","['10,044', '']","['2,387', '']","['6,465', '']","['255', '']","['18,031', '']","['9,455', '']","['2,318', '']","['6,110', '']","['148', '']"
5457,r473,"United States -> New York -> Public -> SUNY, U. Albany",United States,New York,Public,"SUNY, U. Albany",4,"['8,418', '']","['4,882', '']","['1,402', '']","['1,461', '']","['673', '']","['8,217', '']","['4,796', '']","['1,364', '']","['1,384', '']","['673', '']"
5457,r474,"United States -> New York -> Public -> SUNY, U. Buffalo",United States,New York,Public,"SUNY, U. Buffalo",4,"['15,152', '']","['9,245', '']","['2,667', '']","['901', '']","['2,339', '']","['14,109', '']","['8,592', '']","['2,627', '']","['846', '']","['2,044', '']"
5457,r475,"United States -> New York -> Public -> SUNY, Upstate Medical U.",United States,New York,Public,"SUNY, Upstate Medical U.",4,"['3,888', '']","['2,037', '']","['164', '']","['849', '']","['838', '']","['3,505', '']","['1,716', '']","['164', '']","['849', '']","['776', '']"
5457,r476,United States -> New York -> Public -> U.S. Military Academy,United States,New York,Public,U.S. Military Academy,4,"['126', '']","['0', '']","['0', '']","['0', '']","['126', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5457,r477,United States -> New York -> Private,United States,New York,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r478,United States -> New York -> Private -> Albany C. of Pharmacy and Health Sciences,United States,New York,Private,Albany C. of Pharmacy and Health Sciences,4,"['406', '']","['374', '']","['0', '']","['32', '']","['0', '']","['406', '']","['374', '']","['0', '']","['32', '']","['0', '']"
5457,r479,United States -> New York -> Private -> Albany Medical C.,United States,New York,Private,Albany Medical C.,4,"['932', '']","['698', '']","['0', '']","['234', '']","['0', '']","['932', '']","['698', '']","['0', '']","['234', '']","['0', '']"
5457,r480,United States -> New York -> Private -> Albert Einstein C. of Medicine,United States,New York,Private,Albert Einstein C. of Medicine,4,"['21,788', '']","['17,318', '']","['2,130', '']","['2,320', '']","['20', '']","['20,299', '']","['16,658', '']","['1,971', '']","['1,650', '']","['20', '']"
5457,r481,United States -> New York -> Private -> Alfred U.,United States,New York,Private,Alfred U.,4,"['201', '']","['149', '']","['0', '']","['0', '']","['52', '']","['201', '']","['149', '']","['0', '']","['0', '']","['52', '']"
5457,r482,United States -> New York -> Private -> Barnard C.,United States,New York,Private,Barnard C.,4,"['250', '']","['187', '']","['7', '']","['56', '']","['0', '']","['187', '']","['187', '']","['0', '']","['0', '']","['0', '']"
5457,r483,United States -> New York -> Private -> Clarkson U.,United States,New York,Private,Clarkson U.,4,"['1,778', '']","['1,123', '']","['471', '']","['184', '']","['0', '']","['1,246', '']","['762', '']","['323', '']","['161', '']","['0', '']"
5457,r484,United States -> New York -> Private -> Cold Spring Harbor Laboratory,United States,New York,Private,Cold Spring Harbor Laboratory,4,"['9,350', 'i']","['5,189', 'i']","['1,504', 'i']","['1,995', 'i']","['662', 'i']","['8,437', 'i']","['4,824', 'i']","['1,331', 'i']","['1,703', 'i']","['579', 'i']"
5457,r485,United States -> New York -> Private -> Colgate U.,United States,New York,Private,Colgate U.,4,"['100', '']","['100', '']","['0', '']","['0', '']","['0', '']","['100', '']","['100', '']","['0', '']","['0', '']","['0', '']"
5457,r486,United States -> New York -> Private -> Columbia U. in the City of New York,United States,New York,Private,Columbia U. in the City of New York,4,"['116,454', '']","['70,233', '']","['11,325', '']","['14,485', '']","['20,411', '']","['99,769', '']","['65,200', '']","['9,935', '']","['9,377', '']","['15,257', '']"
5457,r487,United States -> New York -> Private -> Cornell U.,United States,New York,Private,Cornell U.,4,"['88,778', '']","['56,014', '']","['4,966', '']","['25,363', '']","['2,435', '']","['75,143', '']","['48,345', '']","['4,879', '']","['19,949', '']","['1,970', '']"
5457,r488,United States -> New York -> Private -> Fordham U.,United States,New York,Private,Fordham U.,4,"['1,286', '']","['1,028', '']","['0', '']","['40', '']","['218', '']","['1,286', '']","['1,028', '']","['0', '']","['40', '']","['218', '']"
5457,r489,United States -> New York -> Private -> Hamilton C.,United States,New York,Private,Hamilton C.,4,"['40', '']","['40', '']","['0', '']","['0', '']","['0', '']","['40', '']","['40', '']","['0', '']","['0', '']","['0', '']"
5457,r490,United States -> New York -> Private -> Hobart and William Smith Colleges,United States,New York,Private,Hobart and William Smith Colleges,4,"['252', '']","['38', '']","['0', '']","['214', '']","['0', '']","['241', '']","['27', '']","['0', '']","['214', '']","['0', '']"
5457,r491,United States -> New York -> Private -> Hofstra U.,United States,New York,Private,Hofstra U.,4,"['237', '']","['22', '']","['0', '']","['215', '']","['0', '']","['31', '']","['19', '']","['0', '']","['12', '']","['0', '']"
5457,r492,United States -> New York -> Private -> Icahn School of Medicine at Mount Sinai,United States,New York,Private,Icahn School of Medicine at Mount Sinai,4,"['62,246', '']","['40,656', '']","['1,636', '']","['18,406', '']","['1,548', '']","['56,820', '']","['36,680', '']","['1,636', '']","['17,192', '']","['1,312', '']"
5457,r493,United States -> New York -> Private -> Ithaca C.,United States,New York,Private,Ithaca C.,4,"['743', 'i']","['723', 'i']","['0', 'i']","['0', 'i']","['20', 'i']","['723', 'i']","['723', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
5457,r494,United States -> New York -> Private -> Long Island U.,United States,New York,Private,Long Island U.,4,"['267', '']","['83', '']","['0', '']","['184', '']","['0', '']","['267', '']","['83', '']","['0', '']","['184', '']","['0', '']"
5457,r495,United States -> New York -> Private -> Manhattan C.,United States,New York,Private,Manhattan C.,4,"['14', '']","['14', '']","['0', '']","['0', '']","['0', '']","['14', '']","['14', '']","['0', '']","['0', '']","['0', '']"
5457,r496,"United States -> New York -> Private -> Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",United States,New York,Private,"Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5457,r497,United States -> New York -> Private -> New School,United States,New York,Private,New School,4,"['865', '']","['103', '']","['101', '']","['623', '']","['38', '']","['165', '']","['64', '']","['101', '']","['0', '']","['0', '']"
5457,r498,United States -> New York -> Private -> New York Institute of Technology,United States,New York,Private,New York Institute of Technology,4,"['76', '']","['76', '']","['0', '']","['0', '']","['0', '']","['76', '']","['76', '']","['0', '']","['0', '']","['0', '']"
5457,r499,United States -> New York -> Private -> New York Medical C.,United States,New York,Private,New York Medical C.,4,"['1,205', 'i']","['1,039', '']","['166', '']","['0', 'i']","['0', 'i']","['1,119', 'i']","['953', '']","['166', '']","['0', 'i']","['0', 'i']"
5457,r500,United States -> New York -> Private -> New York U.,United States,New York,Private,New York U.,4,"['70,047', '']","['36,164', '']","['5,202', '']","['25,222', '']","['3,459', '']","['61,296', '']","['34,616', '']","['4,654', '']","['20,357', '']","['1,669', '']"
5457,r501,United States -> New York -> Private -> Niagara U.,United States,New York,Private,Niagara U.,4,"['68', '']","['36', '']","['0', '']","['19', '']","['13', '']","['23', '']","['18', '']","['0', '']","['5', '']","['0', '']"
5457,r502,United States -> New York -> Private -> Pace U.,United States,New York,Private,Pace U.,4,"['81', '']","['62', '']","['0', '']","['19', '']","['0', '']","['81', '']","['62', '']","['0', '']","['19', '']","['0', '']"
5457,r503,United States -> New York -> Private -> Rensselaer Polytechnic Institute,United States,New York,Private,Rensselaer Polytechnic Institute,4,"['15,975', '']","['10,783', '']","['4,609', '']","['582', '']","['1', '']","['10,845', '']","['6,798', '']","['3,828', '']","['219', '']","['0', '']"
5457,r504,United States -> New York -> Private -> Rochester Institute of Technology,United States,New York,Private,Rochester Institute of Technology,4,"['8,068', '']","['2,120', '']","['2,741', '']","['2,865', '']","['342', '']","['6,122', '']","['2,017', '']","['2,588', '']","['1,372', '']","['145', '']"
5457,r505,United States -> New York -> Private -> Rockefeller U.,United States,New York,Private,Rockefeller U.,4,"['12,349', '']","['7,343', '']","['0', '']","['5,006', '']","['0', '']","['11,483', '']","['7,343', '']","['0', '']","['4,140', '']","['0', '']"
5457,r506,United States -> New York -> Private -> Skidmore C.,United States,New York,Private,Skidmore C.,4,"['18', '']","['18', '']","['0', '']","['0', '']","['0', '']","['18', '']","['18', '']","['0', '']","['0', '']","['0', '']"
5457,r507,United States -> New York -> Private -> St. Bonaventure U.,United States,New York,Private,St. Bonaventure U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5457,r508,"United States -> New York -> Private -> St. John's U., New York",United States,New York,Private,"St. John's U., New York",4,"['201', 'i']","['201', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
5457,r509,United States -> New York -> Private -> Syracuse U.,United States,New York,Private,Syracuse U.,4,"['5,525', '']","['3,744', '']","['771', '']","['982', '']","['28', '']","['4,755', '']","['3,008', '']","['771', '']","['968', '']","['8', '']"
5457,r510,"United States -> New York -> Private -> Teachers C., Columbia U.",United States,New York,Private,"Teachers C., Columbia U.",4,"['2,986', '']","['1,824', '']","['0', '']","['509', '']","['653', '']","['1,590', '']","['878', '']","['0', '']","['412', '']","['300', '']"
5457,r511,United States -> New York -> Private -> U. Rochester,United States,New York,Private,U. Rochester,4,"['29,015', '']","['20,258', '']","['7,204', '']","['1,413', '']","['140', '']","['28,439', '']","['19,682', '']","['7,204', '']","['1,413', '']","['140', '']"
5457,r512,"United States -> New York -> Private -> Union C., Schenectady",United States,New York,Private,"Union C., Schenectady",4,"['39', '']","['34', '']","['0', '']","['0', '']","['5', '']","['34', '']","['34', '']","['0', '']","['0', '']","['0', '']"
5457,r513,United States -> New York -> Private -> Vassar C.,United States,New York,Private,Vassar C.,4,"['335', '']","['267', '']","['0', '']","['43', '']","['25', '']","['221', '']","['178', '']","['0', '']","['43', '']","['0', '']"
5457,r514,United States -> New York -> Private -> Yeshiva U.,United States,New York,Private,Yeshiva U.,4,"['62', '']","['62', '']","['0', '']","['0', '']","['0', '']","['62', '']","['62', '']","['0', '']","['0', '']","['0', '']"
5457,r515,United States -> North Carolina,United States,North Carolina,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r516,United States -> North Carolina -> Public,United States,North Carolina,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
5457,r517,United States -> North Carolina -> Public -> Appalachian State U.,United States,North Carolina,Public,Appalachian State U.,4,"['189', '']","['189', '']","['0', '']","['0', '']","['0', '']","['189', '']","['189', '']","['0', '']","['0', '']","['0', '']"
5457,r518,United States -> North Carolina -> Public -> East Carolina U.,United States,North Carolina,Public,East Carolina U.,4,"['5,183', '']","['3,612', '']","['235', '']","['800', '']","['536', '']","['4,108', '']","['2,757', '']","['235', '']","['800', '']","['316', '']"
5457,r519,United States -> North Carolina -> Public -> Elizabeth City State U.,United States,North Carolina,Public,Elizabeth City State U.,4,"['279', '']","['279', '']","['0', '']","['0', '']","['0', '']","['279', '']","['279', '']","['0', '']","['0', '']","['0', '']"
5457,r520,United States -> North Carolina -> Public -> Fayetteville State U.,United States,North Carolina,Public,Fayetteville State U.,4,"['421', '']","['421', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5457,r521,United States -> North Carolina -> Public -> North Carolina Agricultural and Technical State U.,United States,North Carolina,Public,North Carolina Agricultural and Technical State U.,4,"['3,273', '']","['2,591', '']","['297', '']","['336', '']","['49', '']","['3,273', '']","['2,591', '']","['297', '']","['336', '']","['49', '']"
