table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_fields,field_agricultural_sciences,field_biological_and_biomedical_sciences,field_computer_and_information_sciences,field_engineering,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_health_sciences,field_mathematics_and_statistics,field_natural_resources_and_conservation,field_physical_sciences,field_psychology,field_social_sciences,field_other
7843,r219,"All institutions -> California Polytechnic State U., San Luis Obispo",All institutions,"California Polytechnic State U., San Luis Obispo",2,218,"['231', '']","['34', '']","['40', '']","['16', '']","['68', '']","['14', '']","['10', '']","['5', '']","['0', '']","['24', '']","['2', '']","['2', '']","['17', '']"
7843,r220,"All institutions -> Southern U. and A&M C., Baton Rouge",All institutions,"Southern U. and A&M C., Baton Rouge",2,219,"['230', '']","['18', '']","['20', '']","['23', '']","['65', '']","['0', '']","['2', '']","['6', '']","['52', '']","['26', '']","['2', '']","['15', '']","['0', '']"
7843,r221,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,220,"['228', '']","['0', '']","['73', '']","['20', '']","['75', '']","['0', '']","['8', '']","['1', '']","['2', '']","['39', '']","['8', '']","['1', '']","['1', '']"
7843,r222,"All institutions -> U. Minnesota, Duluth",All institutions,"U. Minnesota, Duluth",2,221,"['228', '']","['0', '']","['17', '']","['1', '']","['25', '']","['20', '']","['*', '']","['0', '']","['135', '']","['2', '']","['3', '']","['2', '']","['22', '']"
7843,r223,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,222,"['223', '']","['0', '']","['27', '']","['0', '']","['136', '']","['13', '']","['0', '']","['0', '']","['0', '']","['34', '']","['12', '']","['1', '']","['0', '']"
7843,r224,"All institutions -> Louisiana State U., Health Sciences Center, New Orleans",All institutions,"Louisiana State U., Health Sciences Center, New Orleans",2,223,"['222', '']","['0', '']","['155', '']","['0', '']","['0', '']","['0', '']","['67', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r225,All institutions -> Portland State U.,All institutions,Portland State U.,2,224,"['222', '']","['0', '']","['65', '']","['9', '']","['50', '']","['3', '']","['2', '']","['1', '']","['12', '']","['52', '']","['4', '']","['21', '']","['3', '']"
7843,r226,All institutions -> North Carolina Central U.,All institutions,North Carolina Central U.,2,225,"['218', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['218', '']"
7843,r227,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,226,"['218', '']","['1', '']","['97', '']","['3', '']","['27', '']","['4', '']","['51', '']","['*', '']","['0', '']","['12', '']","['6', '']","['18', '']","['0', '']"
7843,r228,All institutions -> Idaho State U.,All institutions,Idaho State U.,2,227,"['217', '']","['0', '']","['55', '']","['4', '']","['86', '']","['12', '']","['23', '']","['1', '']","['0', '']","['19', '']","['3', '']","['6', '']","['8', '']"
7843,r229,All institutions -> Northeast Ohio Medical U.,All institutions,Northeast Ohio Medical U.,2,228,"['216', '']","['0', '']","['197', '']","['0', '']","['0', '']","['0', '']","['19', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r230,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,229,"['216', '']","['0', '']","['104', '']","['*', '']","['0', '']","['6', '']","['9', '']","['0', '']","['0', '']","['69', '']","['27', '']","['1', '']","['0', '']"
7843,r231,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,230,"['212', '']","['0', '']","['51', '']","['8', '']","['8', '']","['25', '']","['7', '']","['2', '']","['10', '']","['33', '']","['16', '']","['45', '']","['8', '']"
7843,r232,All institutions -> Nova Southeastern U.,All institutions,Nova Southeastern U.,2,231,"['209', '']","['0', '']","['53', '']","['0', '']","['0', '']","['87', '']","['61', '']","['*', '']","['1', '']","['*', '']","['5', '']","['0', '']","['0', '']"
7843,r233,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,232,"['207', '']","['102', '']","['13', '']","['0', '']","['29', '']","['0', '']","['30', '']","['0', '']","['7', '']","['25', '']","['*', '']","['0', '']","['0', '']"
7843,r234,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,233,"['207', '']","['0', '']","['41', '']","['3', '']","['61', '']","['16', '']","['6', '']","['1', '']","['0', '']","['52', '']","['13', '']","['6', '']","['8', '']"
7843,r235,"All institutions -> U. Missouri, Kansas City",All institutions,"U. Missouri, Kansas City",2,234,"['206', '']","['0', '']","['32', '']","['6', '']","['10', '']","['5', '']","['111', '']","['0', '']","['0', '']","['28', '']","['11', '']","['2', '']","['2', '']"
7843,r236,All institutions -> Lamar U.,All institutions,Lamar U.,2,235,"['206', '']","['1', '']","['13', '']","['11', '']","['55', '']","['10', '']","['12', '']","['4', '']","['12', '']","['28', '']","['1', '']","['9', '']","['48', '']"
7843,r237,All institutions -> Miami U.,All institutions,Miami U.,2,236,"['205', '']","['0', '']","['59', '']","['3', '']","['13', '']","['16', '']","['5', '']","['*', '']","['0', '']","['58', '']","['24', '']","['12', '']","['15', '']"
7843,r238,All institutions -> Rush U.,All institutions,Rush U.,2,237,"['204', '']","['0', '']","['38', '']","['0', '']","['0', '']","['0', '']","['120', '']","['0', '']","['0', '']","['0', '']","['3', '']","['0', '']","['44', '']"
7843,r239,All institutions -> Mercer U.,All institutions,Mercer U.,2,238,"['203', '']","['0', '']","['2', '']","['1', '']","['113', '']","['0', '']","['65', '']","['2', '']","['0', '']","['13', '']","['4', '']","['*', '']","['3', '']"
7843,r240,All institutions -> U. Texas Rio Grande Valley,All institutions,U. Texas Rio Grande Valley,2,239,"['203', '']","['2', '']","['51', '']","['4', '']","['32', '']","['15', '']","['49', '']","['0', '']","['0', '']","['45', '']","['4', '']","['*', '']","['0', '']"
7843,r241,"All institutions -> Louisiana State U., Health Sciences Center, Shreveport",All institutions,"Louisiana State U., Health Sciences Center, Shreveport",2,240,"['198', '']","['0', '']","['163', '']","['0', '']","['0', '']","['0', '']","['33', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']"
7843,r242,"All institutions -> U. North Carolina, Greensboro",All institutions,"U. North Carolina, Greensboro",2,241,"['186', '']","['0', '']","['40', '']","['4', '']","['0', '']","['1', '']","['31', '']","['2', '']","['3', '']","['30', '']","['21', '']","['39', '']","['15', '']"
7843,r243,All institutions -> Oberlin C.,All institutions,Oberlin C.,2,242,"['185', '']","['0', '']","['73', '']","['2', '']","['0', '']","['6', '']","['0', '']","['2', '']","['3', '']","['65', '']","['22', '']","['13', '']","['0', '']"
7843,r244,All institutions -> East Tennessee State U.,All institutions,East Tennessee State U.,2,243,"['185', '']","['3', '']","['108', '']","['0', '']","['5', '']","['4', '']","['27', '']","['13', '']","['5', '']","['12', '']","['3', '']","['4', '']","['0', '']"
7843,r245,All institutions -> U. North Florida,All institutions,U. North Florida,2,244,"['185', '']","['0', '']","['49', '']","['8', '']","['42', '']","['0', '']","['15', '']","['7', '']","['0', '']","['56', '']","['5', '']","['3', '']","['0', '']"
7843,r246,All institutions -> Ohio U.,All institutions,Ohio U.,2,245,"['179', '']","['0', '']","['39', '']","['17', '']","['52', '']","['*', '']","['17', '']","['1', '']","['0', '']","['28', '']","['7', '']","['19', '']","['0', '']"
7843,r247,All institutions -> Bowling Green State U.,All institutions,Bowling Green State U.,2,246,"['179', '']","['0', '']","['41', '']","['5', '']","['3', '']","['13', '']","['21', '']","['23', '']","['2', '']","['37', '']","['23', '']","['11', '']","['0', '']"
7843,r248,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,247,"['177', '']","['13', '']","['32', '']","['4', '']","['38', '']","['34', '']","['12', '']","['3', '']","['1', '']","['33', '']","['3', '']","['4', '']","['0', '']"
7843,r249,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,248,"['174', '']","['0', '']","['23', '']","['28', '']","['45', '']","['21', '']","['6', '']","['1', '']","['0', '']","['30', '']","['8', '']","['13', '']","['0', '']"
7843,r250,All institutions -> Murray State U.,All institutions,Murray State U.,2,249,"['169', '']","['46', '']","['19', '']","['11', '']","['24', '']","['5', '']","['19', '']","['2', '']","['16', '']","['12', '']","['3', '']","['8', '']","['3', '']"
7843,r251,All institutions -> Wright State U.,All institutions,Wright State U.,2,250,"['166', '']","['3', '']","['73', '']","['11', '']","['29', '']","['0', '']","['4', '']","['0', '']","['12', '']","['20', '']","['10', '']","['2', '']","['0', '']"
7843,r252,All institutions -> Boston C.,All institutions,Boston C.,2,251,"['164', '']","['0', '']","['40', '']","['*', '']","['1', '']","['16', '']","['4', '']","['1', '']","['0', '']","['57', '']","['17', '']","['28', '']","['0', '']"
7843,r253,All institutions -> Occidental C.,All institutions,Occidental C.,2,252,"['163', '']","['0', '']","['48', '']","['0', '']","['0', '']","['21', '']","['1', '']","['10', '']","['0', '']","['48', '']","['2', '']","['33', '']","['0', '']"
7843,r254,All institutions -> U. Colorado Colorado Springs,All institutions,U. Colorado Colorado Springs,2,253,"['163', '']","['0', '']","['25', '']","['5', '']","['23', '']","['5', '']","['49', '']","['3', '']","['0', '']","['24', '']","['11', '']","['14', '']","['3', '']"
7843,r255,"All institutions -> California State U., Long Beach",All institutions,"California State U., Long Beach",2,254,"['162', '']","['0', '']","['44', '']","['3', '']","['58', '']","['3', '']","['10', '']","['2', '']","['0', '']","['22', '']","['14', '']","['6', '']","['0', '']"
7843,r256,All institutions -> Rowan U.,All institutions,Rowan U.,2,255,"['161', '']","['0', '']","['75', '']","['1', '']","['58', '']","['5', '']","['4', '']","['*', '']","['0', '']","['15', '']","['1', '']","['1', '']","['0', '']"
7843,r257,All institutions -> Tennessee State U.,All institutions,Tennessee State U.,2,256,"['160', '']","['127', '']","['24', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6', '']","['0', '']","['0', '']","['0', '']"
7843,r258,All institutions -> Franklin and Marshall C.,All institutions,Franklin and Marshall C.,2,257,"['156', '']","['0', '']","['45', '']","['6', '']","['0', '']","['19', '']","['0', '']","['5', '']","['2', '']","['44', '']","['15', '']","['20', '']","['0', '']"
7843,r259,All institutions -> Youngstown State U.,All institutions,Youngstown State U.,2,258,"['152', '']","['0', '']","['25', '']","['10', '']","['70', '']","['4', '']","['5', '']","['1', '']","['1', '']","['30', '']","['2', '']","['4', '']","['0', '']"
7843,r260,All institutions -> Florida Gulf Coast U.,All institutions,Florida Gulf Coast U.,2,259,"['151', '']","['73', '']","['65', '']","['1', '']","['8', '']","['2', '']","['1', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']"
7843,r261,All institutions -> Stephen F. Austin State U.,All institutions,Stephen F. Austin State U.,2,260,"['149', '']","['40', '']","['10', '']","['20', '']","['20', '']","['10', '']","['10', '']","['3', '']","['0', '']","['30', '']","['3', '']","['3', '']","['0', '']"
7843,r262,All institutions -> Liberty U. ,All institutions,Liberty U. ,2,261,"['149', '']","['0', '']","['51', '']","['25', '']","['36', '']","['0', '']","['37', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r263,"All institutions -> California State U., Fullerton",All institutions,"California State U., Fullerton",2,262,"['148', '']","['0', '']","['27', '']","['17', '']","['44', '']","['3', '']","['8', '']","['6', '']","['0', '']","['22', '']","['8', '']","['11', '']","['0', '']"
7843,r264,All institutions -> Creighton U.,All institutions,Creighton U.,2,263,"['143', '']","['0', '']","['63', '']","['*', '']","['0', '']","['0', '']","['59', '']","['1', '']","['0', '']","['13', '']","['3', '']","['4', '']","['0', '']"
7843,r265,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,264,"['143', '']","['0', '']","['20', '']","['9', '']","['84', '']","['0', '']","['15', '']","['4', '']","['0', '']","['8', '']","['1', '']","['2', '']","['0', '']"
7843,r266,All institutions -> Colgate U.,All institutions,Colgate U.,2,265,"['143', '']","['0', '']","['32', '']","['5', '']","['0', '']","['25', '']","['0', '']","['8', '']","['5', '']","['39', '']","['15', '']","['13', '']","['0', '']"
7843,r267,All institutions -> Ball State U.,All institutions,Ball State U.,2,266,"['143', '']","['9', '']","['51', '']","['5', '']","['0', '']","['7', '']","['14', '']","['0', '']","['3', '']","['38', '']","['5', '']","['11', '']","['0', '']"
7843,r268,All institutions -> Clarkson U.,All institutions,Clarkson U.,2,267,"['142', '']","['0', '']","['14', '']","['1', '']","['86', '']","['0', '']","['1', '']","['2', '']","['2', '']","['30', '']","['1', '']","['0', '']","['3', '']"
7843,r269,All institutions -> Illinois Institute of Technology,All institutions,Illinois Institute of Technology,2,268,"['141', '']","['4', '']","['8', '']","['7', '']","['93', '']","['0', '']","['0', '']","['7', '']","['0', '']","['18', '']","['3', '']","['0', '']","['0', '']"
7843,r270,All institutions -> U. Tulsa,All institutions,U. Tulsa,2,269,"['141', '']","['2', '']","['15', '']","['10', '']","['70', '']","['6', '']","['3', '']","['3', '']","['*', '']","['8', '']","['16', '']","['8', '']","['0', '']"
7843,r271,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,270,"['140', '']","['0', '']","['34', '']","['4', '']","['9', '']","['15', '']","['8', '']","['0', '']","['0', '']","['8', '']","['17', '']","['32', '']","['13', '']"
7843,r272,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,271,"['139', '']","['0', '']","['13', '']","['6', '']","['96', '']","['1', '']","['0', '']","['*', '']","['0', '']","['25', '']","['0', '']","['0', '']","['0', '']"
7843,r273,All institutions -> Albany Medical C.,All institutions,Albany Medical C.,2,272,"['139', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['139', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r274,All institutions -> Connecticut C.,All institutions,Connecticut C.,2,273,"['138', '']","['0', '']","['6', '']","['1', '']","['0', '']","['2', '']","['0', '']","['6', '']","['4', '']","['77', '']","['20', '']","['20', '']","['0', '']"
7843,r275,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,274,"['136', '']","['0', '']","['26', '']","['0', '']","['54', '']","['0', '']","['7', '']","['0', '']","['0', '']","['31', '']","['8', '']","['10', '']","['0', '']"
7843,r276,All institutions -> Desert Research Institute,All institutions,Desert Research Institute,2,275,"['136', '']","['6', '']","['20', '']","['12', '']","['3', '']","['87', '']","['4', '']","['0', '']","['1', '']","['0', '']","['0', '']","['3', '']","['0', '']"
7843,r277,"All institutions -> U. Puerto Rico, Rio Piedras",All institutions,"U. Puerto Rico, Rio Piedras",2,276,"['135', '']","['0', '']","['40', '']","['5', '']","['1', '']","['2', '']","['3', '']","['3', '']","['8', '']","['56', '']","['15', '']","['3', '']","['0', '']"
7843,r278,All institutions -> Marquette U.,All institutions,Marquette U.,2,277,"['134', '']","['2', '']","['34', '']","['3', '']","['33', '']","['0', '']","['11', '']","['4', '']","['0', '']","['20', '']","['6', '']","['5', '']","['15', '']"
7843,r279,All institutions -> Santa Clara U.,All institutions,Santa Clara U.,2,278,"['134', '']","['0', '']","['20', '']","['1', '']","['65', '']","['0', '']","['1', '']","['4', '']","['2', '']","['31', '']","['5', '']","['5', '']","['0', '']"
7843,r280,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,279,"['132', '']","['0', '']","['53', '']","['5', '']","['17', '']","['26', '']","['6', '']","['3', '']","['7', '']","['13', '']","['1', '']","['1', '']","['0', '']"
7843,r281,All institutions -> Northern Illinois U.,All institutions,Northern Illinois U.,2,280,"['132', '']","['0', '']","['36', '']","['5', '']","['10', '']","['5', '']","['8', '']","['1', '']","['0', '']","['37', '']","['20', '']","['6', '']","['2', '']"
7843,r282,All institutions -> Oakland U.,All institutions,Oakland U.,2,281,"['131', '']","['0', '']","['31', '']","['4', '']","['19', '']","['0', '']","['45', '']","['*', '']","['0', '']","['24', '']","['8', '']","['0', '']","['0', '']"
7843,r283,All institutions -> San Francisco State U.,All institutions,San Francisco State U.,2,282,"['131', '']","['0', '']","['42', '']","['2', '']","['7', '']","['41', '']","['0', '']","['1', '']","['0', '']","['25', '']","['9', '']","['4', '']","['0', '']"
7843,r284,"All institutions -> California State U., Northridge",All institutions,"California State U., Northridge",2,283,"['130', '']","['0', '']","['29', '']","['4', '']","['36', '']","['6', '']","['17', '']","['0', '']","['0', '']","['28', '']","['8', '']","['3', '']","['0', '']"
7843,r285,All institutions -> Boise State U.,All institutions,Boise State U.,2,284,"['130', '']","['8', '']","['25', '']","['5', '']","['48', '']","['14', '']","['8', '']","['1', '']","['*', '']","['17', '']","['1', '']","['1', '']","['0', '']"
7843,r286,"All institutions -> U. Missouri, Saint Louis",All institutions,"U. Missouri, Saint Louis",2,285,"['129', '']","['0', '']","['40', '']","['2', '']","['0', '']","['0', '']","['5', '']","['2', '']","['0', '']","['42', '']","['24', '']","['14', '']","['0', '']"
7843,r287,All institutions -> Western Washington U.,All institutions,Western Washington U.,2,286,"['129', '']","['0', '']","['27', '']","['7', '']","['11', '']","['19', '']","['9', '']","['2', '']","['9', '']","['29', '']","['11', '']","['5', '']","['1', '']"
7843,r288,All institutions -> Western Illinois U.,All institutions,Western Illinois U.,2,287,"['127', '']","['8', '']","['46', '']","['8', '']","['15', '']","['5', '']","['4', '']","['0', '']","['0', '']","['32', '']","['4', '']","['5', '']","['0', '']"
7843,r289,All institutions -> Van Andel Research Institute,All institutions,Van Andel Research Institute,2,288,"['126', '']","['0', '']","['126', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r290,All institutions -> Eastern Virginia Medical School,All institutions,Eastern Virginia Medical School,2,289,"['126', '']","['0', '']","['120', '']","['0', '']","['0', '']","['0', '']","['7', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r291,All institutions -> New York Medical C.,All institutions,New York Medical C.,2,290,"['126', '']","['0', '']","['110', '']","['0', '']","['0', '']","['0', '']","['16', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r292,All institutions -> Midwestern U.,All institutions,Midwestern U.,2,291,"['126', '']","['*', '']","['98', '']","['0', '']","['0', '']","['1', '']","['27', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']"
7843,r293,All institutions -> Catholic U. of America,All institutions,Catholic U. of America,2,292,"['125', '']","['0', '']","['22', '']","['4', '']","['30', '']","['0', '']","['7', '']","['1', '']","['0', '']","['48', '']","['6', '']","['8', '']","['0', '']"
7843,r294,"All institutions -> CUNY, Queens C.",All institutions,"CUNY, Queens C.",2,293,"['124', '']","['1', '']","['21', '']","['3', '']","['0', '']","['4', '']","['10', '']","['5', '']","['4', '']","['30', '']","['30', '']","['17', '']","['0', '']"
7843,r295,All institutions -> Western Kentucky U.,All institutions,Western Kentucky U.,2,294,"['124', '']","['5', '']","['15', '']","['12', '']","['27', '']","['10', '']","['4', '']","['7', '']","['0', '']","['39', '']","['4', '']","['0', '']","['0', '']"
7843,r296,All institutions -> U. Richmond,All institutions,U. Richmond,2,295,"['123', '']","['0', '']","['40', '']","['4', '']","['0', '']","['0', '']","['0', '']","['3', '']","['0', '']","['50', '']","['8', '']","['18', '']","['0', '']"
7843,r297,All institutions -> U. Denver,All institutions,U. Denver,2,296,"['123', '']","['0', '']","['23', '']","['1', '']","['29', '']","['1', '']","['0', '']","['1', '']","['0', '']","['28', '']","['18', '']","['22', '']","['0', '']"
7843,r298,All institutions -> Clark Atlanta U.,All institutions,Clark Atlanta U.,2,297,"['123', '']","['0', '']","['29', '']","['16', '']","['3', '']","['0', '']","['29', '']","['*', '']","['0', '']","['47', '']","['0', '']","['0', '']","['0', '']"
7843,r299,All institutions -> James Madison U.,All institutions,James Madison U.,2,298,"['122', '']","['0', '']","['27', '']","['1', '']","['4', '']","['6', '']","['17', '']","['3', '']","['0', '']","['44', '']","['9', '']","['1', '']","['9', '']"
7843,r300,All institutions -> Lafayette C.,All institutions,Lafayette C.,2,299,"['120', '']","['0', '']","['30', '']","['3', '']","['31', '']","['6', '']","['0', '']","['4', '']","['1', '']","['10', '']","['15', '']","['21', '']","['0', '']"
7843,r301,All institutions -> U. New Orleans,All institutions,U. New Orleans,2,300,"['119', '']","['0', '']","['21', '']","['6', '']","['18', '']","['13', '']","['0', '']","['1', '']","['0', '']","['44', '']","['6', '']","['9', '']","['0', '']"
7843,r302,All institutions -> Rosalind Franklin U. of Medicine and Science,All institutions,Rosalind Franklin U. of Medicine and Science,2,301,"['118', '']","['0', '']","['111', '']","['0', '']","['0', '']","['0', '']","['7', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r303,All institutions -> Wesleyan U.,All institutions,Wesleyan U.,2,302,"['116', '']","['0', '']","['32', '']","['2', '']","['0', '']","['8', '']","['0', '']","['3', '']","['7', '']","['42', '']","['14', '']","['8', '']","['0', '']"
7843,r304,All institutions -> Grand Valley State U.,All institutions,Grand Valley State U.,2,303,"['115', '']","['0', '']","['30', '']","['3', '']","['46', '']","['4', '']","['10', '']","['0', '']","['16', '']","['7', '']","['0', '']","['*', '']","['0', '']"
7843,r305,All institutions -> Missouri State U.,All institutions,Missouri State U.,2,304,"['115', '']","['27', '']","['23', '']","['1', '']","['13', '']","['6', '']","['14', '']","['0', '']","['7', '']","['16', '']","['6', '']","['3', '']","['0', '']"
7843,r306,"All institutions -> U. Maryland, Eastern Shore",All institutions,"U. Maryland, Eastern Shore",2,305,"['114', '']","['62', '']","['12', '']","['0', '']","['25', '']","['6', '']","['6', '']","['1', '']","['1', '']","['2', '']","['0', '']","['0', '']","['0', '']"
7843,r307,"All institutions -> Rutgers, State U. New Jersey, Newark",All institutions,"Rutgers, State U. New Jersey, Newark",2,306,"['114', '']","['0', '']","['33', '']","['1', '']","['0', '']","['2', '']","['0', '']","['5', '']","['0', '']","['34', '']","['13', '']","['5', '']","['20', '']"
7843,r308,"All institutions -> California State U., Fresno",All institutions,"California State U., Fresno",2,307,"['113', '']","['59', '']","['16', '']","['0', '']","['10', '']","['2', '']","['5', '']","['0', '']","['0', '']","['13', '']","['5', '']","['2', '']","['0', '']"
7843,r309,All institutions -> Pomona C.,All institutions,Pomona C.,2,308,"['112', '']","['2', '']","['31', '']","['6', '']","['0', '']","['8', '']","['0', '']","['6', '']","['3', '']","['40', '']","['9', '']","['8', '']","['0', '']"
7843,r310,"All institutions -> U. North Carolina, Wilmington",All institutions,"U. North Carolina, Wilmington",2,309,"['110', '']","['0', '']","['7', '']","['2', '']","['0', '']","['73', '']","['1', '']","['0', '']","['*', '']","['2', '']","['21', '']","['4', '']","['0', '']"
7843,r311,All institutions -> C. New Jersey,All institutions,C. New Jersey,2,310,"['109', '']","['0', '']","['20', '']","['3', '']","['28', '']","['1', '']","['2', '']","['3', '']","['0', '']","['23', '']","['12', '']","['17', '']","['0', '']"
7843,r312,"All institutions -> Texas Tech U., Health Sciences Center, El Paso",All institutions,"Texas Tech U., Health Sciences Center, El Paso",2,311,"['109', '']","['0', '']","['99', '']","['0', '']","['0', '']","['0', '']","['10', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r313,All institutions -> Texas Christian U.,All institutions,Texas Christian U.,2,312,"['108', '']","['3', '']","['14', '']","['3', '']","['12', '']","['14', '']","['10', '']","['3', '']","['5', '']","['28', '']","['15', '']","['2', '']","['0', '']"
7843,r314,All institutions -> Jackson State U.,All institutions,Jackson State U.,2,313,"['107', '']","['0', '']","['12', '']","['51', '']","['6', '']","['2', '']","['1', '']","['10', '']","['0', '']","['16', '']","['1', '']","['*', '']","['8', '']"
7843,r315,"All institutions -> CUNY, Brooklyn C.",All institutions,"CUNY, Brooklyn C.",2,314,"['106', '']","['0', '']","['38', '']","['2', '']","['0', '']","['11', '']","['3', '']","['0', '']","['0', '']","['31', '']","['18', '']","['3', '']","['0', '']"
7843,r316,All institutions -> Tennessee Technological U.,All institutions,Tennessee Technological U.,2,315,"['106', '']","['3', '']","['9', '']","['5', '']","['54', '']","['2', '']","['*', '']","['3', '']","['6', '']","['22', '']","['2', '']","['*', '']","['0', '']"
7843,r317,"All institutions -> U. Tennessee, Chattanooga",All institutions,"U. Tennessee, Chattanooga",2,316,"['106', '']","['0', '']","['24', '']","['25', '']","['38', '']","['0', '']","['9', '']","['0', '']","['0', '']","['6', '']","['3', '']","['2', '']","['0', '']"
7843,r318,All institutions -> Southern Connecticut State U.,All institutions,Southern Connecticut State U.,2,317,"['106', '']","['1', '']","['10', '']","['4', '']","['5', '']","['10', '']","['35', '']","['1', '']","['5', '']","['20', '']","['6', '']","['5', '']","['3', '']"
7843,r319,"All institutions -> SUNY, Downstate Medical Center",All institutions,"SUNY, Downstate Medical Center",2,318,"['105', '']","['0', '']","['84', '']","['0', '']","['0', '']","['0', '']","['21', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7843,r320,All institutions -> Wellesley C.,All institutions,Wellesley C.,2,319,"['104', '']","['0', '']","['36', '']","['9', '']","['2', '']","['7', '']","['0', '']","['3', '']","['4', '']","['33', '']","['7', '']","['4', '']","['0', '']"
7843,r321,All institutions -> Alabama A&M U.,All institutions,Alabama A&M U.,2,320,"['104', '']","['35', '']","['7', '']","['1', '']","['20', '']","['0', '']","['0', '']","['1', '']","['35', '']","['5', '']","['0', '']","['0', '']","['0', '']"
7843,r322,All institutions -> Villanova U.,All institutions,Villanova U.,2,321,"['103', '']","['0', '']","['20', '']","['2', '']","['43', '']","['2', '']","['3', '']","['1', '']","['3', '']","['16', '']","['7', '']","['3', '']","['3', '']"
7843,r323,"All institutions -> Arkansas State U., Jonesboro",All institutions,"Arkansas State U., Jonesboro",2,322,"['102', '']","['7', '']","['60', '']","['1', '']","['4', '']","['1', '']","['2', '']","['1', '']","['4', '']","['19', '']","['*', '']","['2', '']","['0', '']"
7843,r324,All institutions -> Carleton C.,All institutions,Carleton C.,2,323,"['102', '']","['0', '']","['23', '']","['19', '']","['0', '']","['13', '']","['0', '']","['7', '']","['1', '']","['22', '']","['9', '']","['8', '']","['0', '']"
7843,r325,All institutions -> U. Guam,All institutions,U. Guam,2,324,"['102', '']","['51', '']","['11', '']","['5', '']","['0', '']","['7', '']","['6', '']","['7', '']","['12', '']","['2', '']","['2', '']","['0', '']","['0', '']"
7843,r326,All institutions -> Humboldt State U.,All institutions,Humboldt State U.,2,325,"['101', '']","['0', '']","['30', '']","['1', '']","['12', '']","['8', '']","['6', '']","['2', '']","['29', '']","['7', '']","['4', '']","['4', '']","['0', '']"
7843,r327,"All institutions -> U. Arkansas, Little Rock",All institutions,"U. Arkansas, Little Rock",2,326,"['101', '']","['0', '']","['14', '']","['14', '']","['55', '']","['3', '']","['0', '']","['0', '']","['0', '']","['10', '']","['5', '']","['0', '']","['0', '']"
7843,r328,All institutions -> Morehouse School of Medicine,All institutions,Morehouse School of Medicine,2,327,"['100', '']","['0', '']","['74', '']","['0', '']","['0', '']","['0', '']","['21', '']","['0', '']","['0', '']","['0', '']","['2', '']","['3', '']","['0', '']"
7843,r329,All institutions -> Indiana State U.,All institutions,Indiana State U.,2,328,"['99', '']","['0', '']","['27', '']","['1', '']","['8', '']","['8', '']","['32', '']","['5', '']","['1', '']","['12', '']","['3', '']","['2', '']","['0', '']"
7843,r330,All institutions -> U. Northern Iowa,All institutions,U. Northern Iowa,2,329,"['99', '']","['0', '']","['32', '']","['1', '']","['25', '']","['4', '']","['1', '']","['1', '']","['0', '']","['17', '']","['6', '']","['2', '']","['11', '']"
