table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_doe_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
10153,r236,All institutions -> New York Medical C.,All institutions,New York Medical C.,2,235,"['314', '']","['0', '']","['0', '']","['314', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r237,All institutions -> U.S. Naval Academy,All institutions,U.S. Naval Academy,2,236,"['305', '']","['0', '']","['0', '']","['0', '']","['0', '']","['196', '']","['0', '']","['0', '']","['0', '']","['109', '']","['0', '']"
10153,r238,"All institutions -> CUNY, Baruch C.",All institutions,"CUNY, Baruch C.",2,237,"['298', '']","['0', '']","['0', '']","['0', '']","['0', '']","['298', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r239,All institutions -> Creighton U.,All institutions,Creighton U.,2,238,"['290', 'i']","['13', 'i']","['0', 'i']","['11', 'i']","['1', 'i']","['258', 'i']","['0', 'i']","['3', 'i']","['0', 'i']","['0', 'i']","['4', 'i']"
10153,r240,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,239,"['289', '']","['0', '']","['0', '']","['0', '']","['0', '']","['163', '']","['0', '']","['0', '']","['0', '']","['126', '']","['0', '']"
10153,r241,All institutions -> Clarkson U.,All institutions,Clarkson U.,2,240,"['288', '']","['0', '']","['0', '']","['0', '']","['0', '']","['46', '']","['0', '']","['0', '']","['0', '']","['242', '']","['0', '']"
10153,r242,All institutions -> Miami U.,All institutions,Miami U.,2,241,"['280', '']","['0', '']","['0', '']","['96', '']","['0', '']","['184', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r243,All institutions -> U. South Dakota,All institutions,U. South Dakota,2,242,"['279', '']","['0', '']","['0', '']","['0', '']","['0', '']","['279', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r244,All institutions -> Texas State U.,All institutions,Texas State U.,2,243,"['266', '']","['184', '']","['0', '']","['57', '']","['0', '']","['25', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r245,All institutions -> Texas Christian U.,All institutions,Texas Christian U.,2,244,"['258', '']","['0', '']","['258', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r246,All institutions -> Howard U.,All institutions,Howard U.,2,245,"['256', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['256', '']","['0', '']"
10153,r247,"All institutions -> California State U., Northridge",All institutions,"California State U., Northridge",2,246,"['246', '']","['0', '']","['0', '']","['0', '']","['0', '']","['246', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r248,"All institutions -> CUNY, Advanced Science Research Center",All institutions,"CUNY, Advanced Science Research Center",2,247,"['239', '']","['0', '']","['0', '']","['0', '']","['0', '']","['181', '']","['0', '']","['0', '']","['0', '']","['58', '']","['0', '']"
10153,r249,All institutions -> Alfred U.,All institutions,Alfred U.,2,248,"['233', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['233', '']","['0', '']"
10153,r250,"All institutions -> Southern Illinois U., Carbondale",All institutions,"Southern Illinois U., Carbondale",2,249,"['228', '']","['0', '']","['25', '']","['40', '']","['0', '']","['132', '']","['0', '']","['0', '']","['0', '']","['31', '']","['0', '']"
10153,r251,"All institutions -> U. Missouri, Kansas City",All institutions,"U. Missouri, Kansas City",2,250,"['222', '']","['0', '']","['0', '']","['0', '']","['0', '']","['162', '']","['0', '']","['0', '']","['0', '']","['60', '']","['0', '']"
10153,r252,All institutions -> Eastern Washington U.,All institutions,Eastern Washington U.,2,251,"['217', '']","['0', '']","['0', '']","['217', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r253,All institutions -> Saint Louis U.,All institutions,Saint Louis U.,2,252,"['216', '']","['66', '']","['0', '']","['150', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r254,All institutions -> Savannah State U.,All institutions,Savannah State U.,2,252,"['216', '']","['0', '']","['131', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['85', '']","['0', '']"
10153,r255,All institutions -> Florida Polytechnic U.,All institutions,Florida Polytechnic U.,2,254,"['215', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['215', '']","['0', '']"
10153,r256,"All institutions -> U. Maryland, Eastern Shore",All institutions,"U. Maryland, Eastern Shore",2,255,"['214', '']","['0', '']","['0', '']","['214', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r257,All institutions -> Christopher Newport U.,All institutions,Christopher Newport U.,2,256,"['211', '']","['0', '']","['0', '']","['0', '']","['0', '']","['211', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r258,All institutions -> U. Colorado Denver<sup>d</sup>,All institutions,U. Colorado Denver<sup>d</sup>,2,257,"['210', '']","['0', '']","['0', '']","['90', '']","['0', '']","['120', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r259,All institutions -> Van Andel Research Institute,All institutions,Van Andel Research Institute,2,258,"['209', '']","['0', '']","['0', '']","['209', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r260,All institutions -> Montana Technological U.,All institutions,Montana Technological U.,2,259,"['208', '']","['0', '']","['18', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['190', '']","['0', '']"
10153,r261,All institutions -> Air Force Institute of Technology,All institutions,Air Force Institute of Technology,2,260,"['207', '']","['0', '']","['25', '']","['0', '']","['0', '']","['182', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r262,All institutions -> Jackson State U.,All institutions,Jackson State U.,2,261,"['204', '']","['0', '']","['0', '']","['0', '']","['0', '']","['194', '']","['0', '']","['0', '']","['0', '']","['10', '']","['0', '']"
10153,r263,"All institutions -> U. Texas Health Science Center, Tyler",All institutions,"U. Texas Health Science Center, Tyler",2,262,"['201', '']","['0', '']","['0', '']","['201', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r264,All institutions -> Georgia Southern U.,All institutions,Georgia Southern U.,2,263,"['194', '']","['0', '']","['0', '']","['0', '']","['0', '']","['28', '']","['0', '']","['0', '']","['0', '']","['166', '']","['0', '']"
10153,r265,"All institutions -> Rutgers, State U. New Jersey, Camden",All institutions,"Rutgers, State U. New Jersey, Camden",2,264,"['184', '']","['184', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r266,All institutions -> Indiana U. Pennsylvania,All institutions,Indiana U. Pennsylvania,2,265,"['181', '']","['0', '']","['0', '']","['0', '']","['0', '']","['181', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r267,All institutions -> Coastal Carolina U.,All institutions,Coastal Carolina U.,2,266,"['179', '']","['122', '']","['57', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r268,All institutions -> U. Texas of the Permian Basin,All institutions,U. Texas of the Permian Basin,2,266,"['179', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['172', '']","['0', '']","['7', '']","['0', '']"
10153,r269,All institutions -> Bowie State U.,All institutions,Bowie State U.,2,268,"['177', '']","['0', '']","['0', '']","['0', '']","['0', '']","['177', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r270,All institutions -> Thomas Jefferson U.,All institutions,Thomas Jefferson U.,2,269,"['176', '']","['0', '']","['0', '']","['176', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r271,"All institutions -> U. Nebraska, central administration",All institutions,"U. Nebraska, central administration",2,270,"['174', '']","['0', '']","['0', '']","['45', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['129', '']","['0', '']"
10153,r272,"All institutions -> Southern U. and A&M C., Baton Rouge",All institutions,"Southern U. and A&M C., Baton Rouge",2,271,"['172', '']","['172', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r273,All institutions -> Virginia State U.,All institutions,Virginia State U.,2,272,"['169', '']","['0', '']","['0', '']","['0', '']","['0', '']","['42', '']","['0', '']","['0', '']","['0', '']","['127', '']","['0', '']"
10153,r274,All institutions -> Wright State U.,All institutions,Wright State U.,2,272,"['169', '']","['39', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['130', '']","['0', '']"
10153,r275,All institutions -> Marshall U.,All institutions,Marshall U.,2,274,"['160', '']","['0', '']","['122', '']","['0', '']","['0', '']","['10', '']","['0', '']","['0', '']","['0', '']","['9', '']","['19', '']"
10153,r276,"All institutions -> U. Arkansas, Little Rock",All institutions,"U. Arkansas, Little Rock",2,275,"['157', '']","['157', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r277,All institutions -> U. West Florida,All institutions,U. West Florida,2,276,"['153', '']","['19', '']","['54', '']","['80', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r278,All institutions -> Western Illinois U.,All institutions,Western Illinois U.,2,276,"['153', '']","['0', '']","['0', '']","['153', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r279,All institutions -> Western New England U.,All institutions,Western New England U.,2,278,"['147', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['147', '']","['0', '']"
10153,r280,All institutions -> U. Colorado Colorado Springs,All institutions,U. Colorado Colorado Springs,2,279,"['142', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['142', '']","['0', '']"
10153,r281,"All institutions -> CUNY, Lehman C.",All institutions,"CUNY, Lehman C.",2,280,"['139', '']","['0', '']","['0', '']","['0', '']","['0', '']","['139', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r282,"All institutions -> U. South Carolina, Aiken",All institutions,"U. South Carolina, Aiken",2,281,"['136', '']","['0', '']","['0', '']","['0', '']","['0', '']","['8', '']","['0', '']","['0', '']","['0', '']","['128', '']","['0', '']"
10153,r283,All institutions -> Rhode Island C.,All institutions,Rhode Island C.,2,282,"['135', '']","['0', '']","['0', '']","['0', '']","['0', '']","['135', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r284,All institutions -> Oakland U.,All institutions,Oakland U.,2,283,"['131', '']","['92', '']","['0', '']","['0', '']","['0', '']","['35', '']","['0', '']","['0', '']","['0', '']","['4', '']","['0', '']"
10153,r285,All institutions -> U. Central Oklahoma,All institutions,U. Central Oklahoma,2,284,"['128', 'i']","['0', 'i']","['0', 'i']","['108', 'i']","['0', 'i']","['16', 'i']","['0', 'i']","['3', 'i']","['0', 'i']","['1', 'i']","['0', 'i']"
10153,r286,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,285,"['124', '']","['0', '']","['0', '']","['124', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r287,"All institutions -> California State U., Long Beach",All institutions,"California State U., Long Beach",2,286,"['123', '']","['0', '']","['19', '']","['0', '']","['0', '']","['104', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r288,All institutions -> Texas A&M U.-Commerce,All institutions,Texas A&M U.-Commerce,2,287,"['122', '']","['0', '']","['0', '']","['0', '']","['0', '']","['122', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r289,"All institutions -> U. Puerto Rico, Rio Piedras",All institutions,"U. Puerto Rico, Rio Piedras",2,288,"['121', '']","['0', '']","['0', '']","['0', '']","['0', '']","['121', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r290,All institutions -> Western Washington U.,All institutions,Western Washington U.,2,288,"['121', '']","['121', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r291,"All institutions -> Arkansas State U., Jonesboro",All institutions,"Arkansas State U., Jonesboro",2,290,"['113', '']","['0', '']","['0', '']","['13', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['100', '']","['0', '']"
10153,r292,"All institutions -> U. Alaska, Anchorage",All institutions,"U. Alaska, Anchorage",2,291,"['112', '']","['0', '']","['36', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['76', '']","['0', '']"
10153,r293,All institutions -> U. New England,All institutions,U. New England,2,292,"['107', '']","['0', '']","['107', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r294,All institutions -> Indiana State U.,All institutions,Indiana State U.,2,293,"['104', '']","['0', '']","['0', '']","['0', '']","['0', '']","['104', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r295,"All institutions -> California State U., Los Angeles",All institutions,"California State U., Los Angeles",2,294,"['102', '']","['0', '']","['0', '']","['0', '']","['0', '']","['74', '']","['0', '']","['0', '']","['0', '']","['28', '']","['0', '']"
10153,r296,All institutions -> Drake U.,All institutions,Drake U.,2,295,"['99', '']","['0', '']","['0', '']","['99', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r297,All institutions -> San Francisco State U.,All institutions,San Francisco State U.,2,296,"['97', '']","['0', '']","['0', '']","['0', '']","['0', '']","['95', '']","['0', '']","['0', '']","['0', '']","['2', '']","['0', '']"
10153,r298,All institutions -> Canisius C.,All institutions,Canisius C.,2,297,"['95', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['95', '']","['0', '']","['0', '']"
10153,r299,All institutions -> U. Northern Iowa,All institutions,U. Northern Iowa,2,298,"['90', '']","['0', '']","['0', '']","['0', '']","['0', '']","['90', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r300,All institutions -> Western Kentucky U.,All institutions,Western Kentucky U.,2,299,"['87', '']","['0', '']","['0', '']","['0', '']","['0', '']","['87', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r301,"All institutions -> California State Polytechnic U., Pomona",All institutions,"California State Polytechnic U., Pomona",2,300,"['83', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['83', '']","['0', '']"
10153,r302,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,300,"['83', '']","['0', '']","['25', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['58', '']","['0', '']"
10153,r303,All institutions -> Clark Atlanta U.,All institutions,Clark Atlanta U.,2,302,"['81', '']","['0', '']","['0', '']","['0', '']","['0', '']","['71', '']","['0', '']","['0', '']","['0', '']","['10', '']","['0', '']"
10153,r304,All institutions -> U. Richmond,All institutions,U. Richmond,2,302,"['81', '']","['0', '']","['0', '']","['0', '']","['0', '']","['81', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r305,All institutions -> Murray State U.,All institutions,Murray State U.,2,304,"['80', '']","['0', '']","['80', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r306,All institutions -> Kennesaw State U.,All institutions,Kennesaw State U.,2,305,"['78', '']","['15', '']","['0', '']","['0', '']","['0', '']","['16', '']","['0', '']","['0', '']","['0', '']","['47', '']","['0', '']"
10153,r307,All institutions -> Missouri State U.,All institutions,Missouri State U.,2,306,"['72', '']","['0', '']","['0', '']","['0', '']","['0', '']","['72', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r308,All institutions -> Lewis and Clark C.,All institutions,Lewis and Clark C.,2,307,"['71', '']","['0', '']","['71', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r309,All institutions -> U. Arkansas for Medical Sciences,All institutions,U. Arkansas for Medical Sciences,2,307,"['71', '']","['0', '']","['0', '']","['71', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r310,All institutions -> Delaware State U.,All institutions,Delaware State U.,2,309,"['70', '']","['0', '']","['0', '']","['0', '']","['0', '']","['70', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r311,All institutions -> U. North Florida,All institutions,U. North Florida,2,310,"['66', '']","['0', '']","['0', '']","['0', '']","['0', '']","['62', '']","['0', '']","['0', '']","['0', '']","['4', '']","['0', '']"
10153,r312,All institutions -> Fordham U.,All institutions,Fordham U.,2,311,"['65', '']","['0', '']","['0', '']","['65', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r313,All institutions -> U. Wisconsin-Green Bay,All institutions,U. Wisconsin-Green Bay,2,312,"['64', 'i']","['1', 'i']","['7', 'i']","['4', 'i']","['0', 'i']","['23', 'i']","['0', 'i']","['1', 'i']","['0', 'i']","['27', 'i']","['1', 'i']"
10153,r314,"All institutions -> California State U., Channel Islands",All institutions,"California State U., Channel Islands",2,313,"['62', '']","['62', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r315,All institutions -> Lafayette C.,All institutions,Lafayette C.,2,313,"['62', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['62', '']","['0', '']"
10153,r316,All institutions -> Clark U.,All institutions,Clark U.,2,315,"['61', '']","['0', '']","['0', '']","['34', '']","['0', '']","['27', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r317,All institutions -> Norfolk State U.,All institutions,Norfolk State U.,2,316,"['57', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['57', '']","['0', '']"
10153,r318,All institutions -> U. Denver,All institutions,U. Denver,2,317,"['52', '']","['0', '']","['0', '']","['0', '']","['0', '']","['52', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r319,All institutions -> Tougaloo C.,All institutions,Tougaloo C.,2,318,"['51', 'i']","['11', 'i']","['0', 'i']","['2', 'i']","['0', 'i']","['35', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['3', 'i']"
10153,r320,All institutions -> U. Wisconsin-Eau Claire,All institutions,U. Wisconsin-Eau Claire,2,318,"['51', '']","['0', '']","['0', '']","['0', '']","['0', '']","['51', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r321,All institutions -> American U.,All institutions,American U.,2,320,"['50', '']","['0', '']","['0', '']","['0', '']","['33', '']","['0', '']","['0', '']","['17', '']","['0', '']","['0', '']","['0', '']"
10153,r322,All institutions -> Middle Tennessee State U.,All institutions,Middle Tennessee State U.,2,321,"['49', '']","['0', '']","['0', '']","['0', '']","['0', '']","['49', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r323,All institutions -> U. New Orleans,All institutions,U. New Orleans,2,321,"['49', '']","['1', '']","['0', '']","['0', '']","['0', '']","['48', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r324,All institutions -> Alcorn State U.,All institutions,Alcorn State U.,2,323,"['48', 'i']","['0', 'i']","['0', 'i']","['30', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['18', 'i']","['0', 'i']"
10153,r325,All institutions -> C. New Jersey,All institutions,C. New Jersey,2,323,"['48', '']","['0', '']","['0', '']","['0', '']","['0', '']","['43', '']","['0', '']","['0', '']","['0', '']","['5', '']","['0', '']"
10153,r326,"All institutions -> U. Hawaii, Hilo",All institutions,"U. Hawaii, Hilo",2,325,"['47', '']","['0', '']","['0', '']","['47', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r327,All institutions -> Lamar U.,All institutions,Lamar U.,2,326,"['46', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['46', '']","['0', '']"
10153,r328,"All institutions -> California State U., Fresno",All institutions,"California State U., Fresno",2,327,"['44', '']","['0', '']","['0', '']","['0', '']","['0', '']","['44', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r329,All institutions -> New School,All institutions,New School,2,328,"['41', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['41', '']","['0', '']"
10153,r330,All institutions -> Reed C.,All institutions,Reed C.,2,328,"['41', 'i']","['10', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['31', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
10153,r331,All institutions -> U. New Haven,All institutions,U. New Haven,2,328,"['41', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['41', '']","['0', '']"
10153,r332,All institutions -> U. San Francisco,All institutions,U. San Francisco,2,328,"['41', '']","['0', '']","['41', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r333,All institutions -> Texas A&M U.-Kingsville,All institutions,Texas A&M U.-Kingsville,2,332,"['40', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['40', '']","['0', '']"
10153,r334,"All institutions -> U. North Carolina, Greensboro",All institutions,"U. North Carolina, Greensboro",2,333,"['39', '']","['0', '']","['0', '']","['39', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r335,All institutions -> Louisiana Tech U.,All institutions,Louisiana Tech U.,2,334,"['36', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['35', '']","['0', '']"
10153,r336,All institutions -> U. Baltimore,All institutions,U. Baltimore,2,334,"['36', '']","['36', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r337,"All institutions -> California State U., Maritime Academy",All institutions,"California State U., Maritime Academy",2,336,"['34', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['34', '']","['0', '']"
10153,r338,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,337,"['32', '']","['0', '']","['0', '']","['30', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2', '']","['0', '']"
10153,r339,All institutions -> Sul Ross State U.,All institutions,Sul Ross State U.,2,338,"['31', 'i']","['0', 'i']","['5', 'i']","['24', 'i']","['0', 'i']","['2', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
10153,r340,All institutions -> New Mexico Highlands U.,All institutions,New Mexico Highlands U.,2,339,"['30', 'i']","['1', 'i']","['15', 'i']","['0', 'i']","['0', 'i']","['14', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
10153,r341,All institutions -> Uniformed Services U. of the Health Sciences,All institutions,Uniformed Services U. of the Health Sciences,2,339,"['30', '']","['0', '']","['0', '']","['30', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r342,"All institutions -> U. Washington, Tacoma",All institutions,"U. Washington, Tacoma",2,341,"['29', '']","['0', '']","['16', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['13', '']","['0', '']"
10153,r343,All institutions -> Hope C.,All institutions,Hope C.,2,342,"['25', '']","['0', '']","['0', '']","['0', '']","['0', '']","['25', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r344,All institutions -> Loma Linda U.,All institutions,Loma Linda U.,2,342,"['25', '']","['0', '']","['0', '']","['25', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r345,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,342,"['25', '']","['0', '']","['0', '']","['0', '']","['0', '']","['25', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r346,All institutions -> U.S. Military Academy,All institutions,U.S. Military Academy,2,342,"['25', '']","['0', '']","['25', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r347,"All institutions -> Southern Illinois U., Edwardsville",All institutions,"Southern Illinois U., Edwardsville",2,346,"['24', '']","['0', '']","['0', '']","['0', '']","['0', '']","['24', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r348,All institutions -> Youngstown State U.,All institutions,Youngstown State U.,2,346,"['24', '']","['24', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r349,"All institutions -> CUNY, Brooklyn C.",All institutions,"CUNY, Brooklyn C.",2,348,"['23', '']","['0', '']","['0', '']","['0', '']","['0', '']","['23', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r350,"All institutions -> SUNY, Buffalo State",All institutions,"SUNY, Buffalo State",2,348,"['23', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['23', '']","['0', '']"
10153,r351,"All institutions -> SUNY, Oswego",All institutions,"SUNY, Oswego",2,348,"['23', '']","['0', '']","['23', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r352,All institutions -> Villanova U.,All institutions,Villanova U.,2,348,"['23', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['23', '']","['0', '']"
10153,r353,All institutions -> U. Wisconsin-Platteville,All institutions,U. Wisconsin-Platteville,2,352,"['22', 'i']","['0', 'i']","['0', 'i']","['14', 'i']","['1', 'i']","['3', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['4', 'i']","['0', 'i']"
10153,r354,All institutions -> Williams C.,All institutions,Williams C.,2,353,"['21', 'i']","['5', 'i']","['1', 'i']","['0', 'i']","['0', 'i']","['15', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
10153,r355,All institutions -> DePaul U.,All institutions,DePaul U.,2,354,"['20', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['20', '']"
10153,r356,"All institutions -> California State U., Fullerton",All institutions,"California State U., Fullerton",2,355,"['19', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['19', '']","['0', '']"
10153,r357,All institutions -> Fisk U.,All institutions,Fisk U.,2,355,"['19', '']","['0', '']","['0', '']","['19', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10153,r358,All institutions -> Oregon Institute of Technology,All institutions,Oregon Institute of Technology,2,355,"['19', 'i']","['0', 'i']","['0', 'i']","['16', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['3', 'i']","['0', 'i']"
