table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022,field_2023
12727,r327,"All institutions -> U. Tennessee, Chattanooga",All institutions,"U. Tennessee, Chattanooga",2,326,"['8,786', '']","['7,308', '']","['8,865', '']","['5,928', '']","['4,627', '']","['5,318', '']","['3,962', '']","['4,814', '']","['5,834', '']","['7,337', '']","['9,060', '']","['9,380', '']","['10,514', '']","['12,270', '']"
12727,r328,All institutions -> U. North Florida,All institutions,U. North Florida,2,327,"['6,316', '']","['8,773', '']","['6,620', '']","['4,126', '']","['2,657', '']","['3,160', '']","['4,366', '']","['5,059', '']","['5,666', '']","['5,439', '']","['5,490', '']","['5,358', '']","['9,051', '']","['12,227', '']"
12727,r329,All institutions -> Duquesne U.,All institutions,Duquesne U.,2,328,"['12,078', '']","['13,603', '']","['12,858', '']","['12,385', '']","['13,019', '']","['13,767', '']","['14,211', '']","['14,396', '']","['14,121', '']","['13,176', '']","['13,851', '']","['7,589', '']","['10,379', '']","['12,074', '']"
12727,r330,"All institutions -> Texas Tech U., Health Sciences Center, El Paso",All institutions,"Texas Tech U., Health Sciences Center, El Paso",2,329,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['22,634', '']","['18,186', '']","['16,674', '']","['15,526', '']","['12,145', '']","['11,649', '']","['10,294', '']","['10,555', '']","['13,073', '']","['11,829', '']"
12727,r331,All institutions -> Towson U.,All institutions,Towson U.,2,330,"['3,002', '']","['3,570', '']","['2,529', '']","['2,795', '']","['2,265', '']","['2,200', '']","['1,945', '']","['2,593', '']","['3,033', '']","['3,245', '']","['3,259', '']","['3,290', '']","['6,225', '']","['11,822', '']"
12727,r332,All institutions -> Virginia State U.,All institutions,Virginia State U.,2,331,"['6,907', '']","['8,094', '']","['10,060', '']","['9,213', '']","['8,175', '']","['7,657', '']","['7,948', '']","['8,053', '']","['8,674', '']","['9,223', '']","['7,826', '']","['8,784', '']","['10,152', '']","['11,738', '']"
12727,r333,All institutions -> Rosalind Franklin U. of Medicine and Science,All institutions,Rosalind Franklin U. of Medicine and Science,2,332,"['12,426', '']","['14,261', '']","['15,587', '']","['17,401', '']","['17,794', '']","['16,604', '']","['16,760', '']","['17,006', '']","['16,765', '']","['16,126', '']","['14,601', '']","['13,805', '']","['12,988', '']","['11,629', '']"
12727,r334,All institutions -> James Madison U.,All institutions,James Madison U.,2,333,"['6,858', '']","['7,075', '']","['8,428', '']","['5,539', '']","['4,516', '']","['3,700', '']","['3,283', '']","['3,108', '']","['3,859', '']","['4,968', '']","['6,169', '']","['8,687', '']","['11,045', '']","['11,620', '']"
12727,r335,All institutions -> Kentucky State U.,All institutions,Kentucky State U.,2,334,"['4,887', '']","['4,559', '']","['6,843', '']","['5,580', '']","['5,694', '']","['6,017', '']","['7,060', '']","['8,151', 'i']","['9,125', '']","['8,432', '']","['7,963', '']","['8,756', '']","['9,280', '']","['11,591', '']"
12727,r336,"All institutions -> California State U., San Bernardino",All institutions,"California State U., San Bernardino",2,335,"['2,630', 'i']","['7,266', '']","['7,472', '']","['10,872', '']","['12,572', '']","['14,342', '']","['9,725', '']","['10,319', '']","['11,535', '']","['12,419', '']","['7,415', '']","['7,999', '']","['8,321', '']","['11,449', '']"
12727,r337,All institutions -> Clark U.,All institutions,Clark U.,2,336,"['5,237', '']","['6,032', '']","['7,041', '']","['5,481', '']","['5,644', '']","['6,357', '']","['6,404', '']","['7,408', '']","['7,650', '']","['9,426', '']","['9,795', '']","['7,750', '']","['8,570', '']","['11,293', '']"
12727,r338,All institutions -> Central State U.,All institutions,Central State U.,2,337,"['3,060', '']","['3,694', '']","['3,490', '']","['2,769', '']","['2,025', '']","['1,508', '']","['1,643', '']","['2,008', '']","['3,615', '']","['3,766', '']","['6,107', '']","['8,751', '']","['10,274', '']","['11,123', '']"
12727,r339,All institutions -> U.S. Naval Academy,All institutions,U.S. Naval Academy,2,338,"['11,093', '']","['10,543', '']","['9,156', '']","['10,476', '']","['10,661', '']","['9,609', '']","['11,364', '']","['13,524', '']","['14,057', '']","['13,481', '']","['12,827', '']","['10,747', '']","['10,664', '']","['10,920', '']"
12727,r340,"All institutions -> California State U., Fresno",All institutions,"California State U., Fresno",2,339,"['8,117', '']","['8,296', '']","['8,283', '']","['7,117', '']","['7,303', '']","['7,248', '']","['7,431', '']","['7,228', '']","['8,414', '']","['8,241', '']","['8,347', '']","['8,284', '']","['12,062', '']","['10,809', '']"
12727,r341,"All institutions -> U. Maryland, Eastern Shore",All institutions,"U. Maryland, Eastern Shore",2,340,"['8,692', '']","['8,664', '']","['7,265', '']","['8,786', '']","['8,982', '']","['9,631', '']","['8,175', '']","['7,403', '']","['4,941', '']","['7,128', '']","['8,092', '']","['8,636', '']","['9,274', '']","['10,730', '']"
12727,r342,"All institutions -> California State U., San Marcos",All institutions,"California State U., San Marcos",2,341,"['5,049', '']","['5,044', 'i']","['5,040', 'i']","['5,034', '']","['4,470', 'i']","['4,637', '']","['5,212', '']","['4,962', '']","['7,185', '']","['9,446', '']","['11,918', '']","['9,220', '']","['8,384', '']","['10,654', '']"
12727,r343,"All institutions -> U. Missouri, Saint Louis",All institutions,"U. Missouri, Saint Louis",2,341,"['10,050', '']","['12,344', '']","['12,840', '']","['13,156', '']","['14,632', '']","['9,991', '']","['10,876', '']","['10,411', '']","['10,708', '']","['12,865', '']","['12,676', '']","['11,484', '']","['10,179', '']","['10,654', '']"
12727,r344,"All institutions -> California State U., Monterey Bay",All institutions,"California State U., Monterey Bay",2,343,"['5,305', '']","['6,959', '']","['6,567', '']","['6,129', '']","['4,780', '']","['5,459', '']","['5,679', '']","['5,384', '']","['5,702', '']","['6,192', '']","['5,763', '']","['6,844', '']","['8,914', '']","['10,549', '']"
12727,r345,All institutions -> Langston U.,All institutions,Langston U.,2,344,"['4,492', '']","['5,206', '']","['5,326', '']","['4,932', '']","['8,512', '']","['8,126', '']","['10,941', '']","['10,592', 'i']","['10,459', 'i']","['10,326', '']","['13,954', '']","['6,090', '']","['6,248', '']","['10,331', '']"
12727,r346,"All institutions -> U. Michigan, Dearborn",All institutions,"U. Michigan, Dearborn",2,345,"['6,377', '']","['7,025', '']","['5,720', '']","['6,419', '']","['7,744', '']","['7,179', '']","['7,050', '']","['7,664', '']","['7,411', '']","['8,092', '']","['8,141', '']","['7,174', '']","['7,766', '']","['10,247', '']"
12727,r347,All institutions -> Clark Atlanta U.,All institutions,Clark Atlanta U.,2,346,"['8,515', '']","['8,205', '']","['10,405', '']","['9,156', '']","['9,172', '']","['9,929', '']","['8,482', '']","['7,948', '']","['7,810', '']","['8,508', '']","['8,259', '']","['8,712', '']","['8,779', '']","['10,113', '']"
12727,r348,All institutions -> West Texas A&M U.,All institutions,West Texas A&M U.,2,347,"['5,741', '']","['4,307', '']","['4,346', '']","['4,122', '']","['3,663', '']","['3,924', '']","['3,776', '']","['4,690', '']","['4,441', '']","['5,021', '']","['5,488', '']","['9,014', '']","['8,744', '']","['9,732', '']"
12727,r349,All institutions -> Illinois State U.,All institutions,Illinois State U.,2,348,"['5,622', '']","['5,492', '']","['4,852', '']","['5,155', '']","['5,212', '']","['5,042', '']","['5,586', '']","['4,658', '']","['5,157', '']","['6,584', '']","['7,128', '']","['7,664', '']","['7,811', '']","['9,687', '']"
12727,r350,"All institutions -> California State U., Los Angeles",All institutions,"California State U., Los Angeles",2,349,"['7,178', '']","['8,682', '']","['6,876', '']","['7,192', '']","['4,881', '']","['4,461', '']","['4,860', '']","['8,031', '']","['9,487', '']","['12,083', 'i']","['10,188', '']","['8,892', '']","['9,320', '']","['9,417', '']"
12727,r351,All institutions -> Hampton U.,All institutions,Hampton U.,2,350,"['14,455', '']","['12,292', '']","['15,290', '']","['12,620', '']","['11,153', '']","['14,767', '']","['13,572', '']","['15,908', '']","['13,669', '']","['12,943', '']","['10,842', '']","['11,181', '']","['11,049', '']","['9,398', '']"
12727,r352,All institutions -> Gallaudet U.,All institutions,Gallaudet U.,2,351,"['4,975', '']","['4,404', '']","['4,305', '']","['4,468', '']","['3,457', '']","['3,543', '']","['4,014', '']","['7,060', '']","['7,046', '']","['3,255', '']","['2,904', '']","['6,116', '']","['6,087', '']","['9,124', '']"
12727,r353,All institutions -> Western Kentucky U.,All institutions,Western Kentucky U.,2,352,"['9,527', '']","['8,003', '']","['10,259', '']","['8,744', '']","['7,398', '']","['6,936', '']","['7,480', '']","['9,062', '']","['8,003', '']","['7,872', '']","['7,022', '']","['6,092', '']","['7,103', '']","['8,458', '']"
12727,r354,All institutions -> Ball State U.,All institutions,Ball State U.,2,353,"['4,780', '']","['9,159', '']","['4,701', '']","['3,616', '']","['4,364', '']","['4,810', '']","['5,689', '']","['5,215', '']","['6,412', '']","['7,025', '']","['6,771', '']","['6,262', '']","['7,404', '']","['8,379', '']"
12727,r355,All institutions -> Lamar U.,All institutions,Lamar U.,2,354,"['5,316', '']","['4,685', '']","['3,570', '']","['2,564', '']","['2,439', '']","['2,218', '']","['1,824', '']","['3,359', '']","['3,316', '']","['3,196', '']","['2,339', '']","['3,154', '']","['4,222', '']","['8,360', '']"
12727,r356,All institutions -> Fordham U.,All institutions,Fordham U.,2,355,"['5,212', '']","['4,494', '']","['5,624', '']","['6,704', '']","['7,086', '']","['6,352', '']","['9,477', '']","['8,429', '']","['7,336', '']","['6,623', '']","['5,472', '']","['5,479', '']","['7,554', '']","['8,263', '']"
12727,r357,"All institutions -> Lincoln U., Jefferson City",All institutions,"Lincoln U., Jefferson City",2,356,"['8,475', '']","['8,518', '']","['7,899', '']","['6,585', '']","['6,742', '']","['6,296', '']","['5,826', '']","['5,164', '']","['4,215', '']","['4,581', '']","['5,777', '']","['7,621', '']","['11,500', '']","['8,195', 'i']"
12727,r358,"All institutions -> U. Hawaii, Hilo",All institutions,"U. Hawaii, Hilo",2,357,"['11,567', '']","['5,927', '']","['14,841', '']","['11,607', '']","['9,242', '']","['14,431', '']","['11,216', '']","['6,976', '']","['7,048', '']","['6,818', '']","['6,957', '']","['7,379', '']","['7,955', '']","['8,098', '']"
12727,r359,All institutions -> Sam Houston State U.,All institutions,Sam Houston State U.,2,358,"['6,045', '']","['2,637', '']","['3,643', '']","['3,225', '']","['3,235', '']","['2,804', '']","['3,170', '']","['3,408', '']","['5,622', '']","['6,180', '']","['5,758', '']","['6,422', '']","['7,790', '']","['8,047', '']"
12727,r360,"All institutions -> California State Polytechnic U., Pomona",All institutions,"California State Polytechnic U., Pomona",2,359,"['4,040', '']","['4,737', '']","['4,599', '']","['6,702', 'i']","['5,349', '']","['4,513', '']","['5,254', '']","['5,732', '']","['7,538', '']","['5,323', '']","['7,151', '']","['6,878', '']","['7,000', '']","['8,034', '']"
12727,r361,All institutions -> Abilene Christian U.,All institutions,Abilene Christian U.,2,360,"['625', '']","['486', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['4,412', '']","['6,073', '']","['7,941', '']"
12727,r362,"All institutions -> Southern U. and A&M C., Agricultural Research and Extension Center",All institutions,"Southern U. and A&M C., Agricultural Research and Extension Center",2,361,"['ne', '']","['6,143', '']","['8,122', '']","['5,530', '']","['5,606', '']","['4,761', '']","['4,704', '']","['5,000', 'i']","['5,296', '']","['5,448', '']","['4,475', '']","['6,164', '']","['7,048', '']","['7,764', '']"
12727,r363,"All institutions -> Rutgers, State U. New Jersey, Camden",All institutions,"Rutgers, State U. New Jersey, Camden",2,362,"['2,573', '']","['2,792', '']","['2,278', '']","['4,923', '']","['4,691', '']","['4,440', '']","['4,192', '']","['2,912', '']","['2,050', '']","['1,889', '']","['3,351', '']","['3,883', '']","['5,192', '']","['7,756', '']"
12727,r364,All institutions -> Wesleyan U.,All institutions,Wesleyan U.,2,363,"['7,599', '']","['9,356', '']","['8,162', '']","['7,280', '']","['6,017', '']","['6,330', '']","['6,760', '']","['7,589', '']","['8,529', '']","['7,714', '']","['5,971', '']","['5,596', '']","['7,234', '']","['7,686', '']"
12727,r365,All institutions -> Edward Via C. of Osteopathic Medicine,All institutions,Edward Via C. of Osteopathic Medicine,2,364,"['ne', '']","['2,453', '']","['2,576', '']","['4,992', '']","['2,633', '']","['2,237', '']","['5,692', '']","['8,119', '']","['7,601', '']","['7,225', '']","['7,475', '']","['6,629', '']","['7,121', '']","['7,597', '']"
12727,r366,All institutions -> Florida Gulf Coast U.,All institutions,Florida Gulf Coast U.,2,365,"['3,841', '']","['3,611', '']","['3,190', '']","['2,943', '']","['2,150', '']","['1,967', '']","['2,112', '']","['1,888', '']","['1,742', '']","['1,470', '']","['3,454', '']","['5,057', '']","['6,017', '']","['7,504', '']"
12727,r367,All institutions -> Philadelphia C. of Osteopathic Medicine,All institutions,Philadelphia C. of Osteopathic Medicine,2,366,"['1,278', '']","['2,401', '']","['1,898', '']","['2,614', '']","['2,209', '']","['2,561', '']","['2,458', '']","['2,969', '']","['3,059', '']","['3,162', '']","['3,360', '']","['6,186', '']","['6,667', '']","['7,459', '']"
12727,r368,All institutions -> Appalachian State U.,All institutions,Appalachian State U.,2,367,"['2,550', '']","['3,498', '']","['4,196', '']","['2,877', '']","['3,977', '']","['3,507', '']","['2,868', '']","['4,318', '']","['3,387', '']","['3,060', '']","['4,141', '']","['3,650', '']","['6,301', '']","['7,391', '']"
12727,r369,"All institutions -> U. Arkansas, Pine Bluff",All institutions,"U. Arkansas, Pine Bluff",2,368,"['8,343', '']","['9,415', '']","['9,073', '']","['8,909', '']","['8,198', '']","['8,425', '']","['8,873', '']","['8,136', '']","['8,314', '']","['9,005', '']","['8,527', '']","['8,713', '']","['7,506', '']","['7,284', '']"
12727,r370,"All institutions -> U. Arkansas, Little Rock",All institutions,"U. Arkansas, Little Rock",2,369,"['9,754', '']","['11,320', '']","['10,245', '']","['11,994', '']","['7,055', '']","['6,276', '']","['6,971', '']","['6,050', '']","['7,079', '']","['9,134', '']","['8,883', '']","['6,896', '']","['6,734', '']","['7,225', '']"
12727,r371,"All institutions -> Arkansas State U., Jonesboro",All institutions,"Arkansas State U., Jonesboro",2,370,"['11,043', '']","['13,339', '']","['14,064', '']","['10,320', '']","['7,956', '']","['8,391', '']","['8,158', '']","['7,936', '']","['8,238', '']","['8,906', '']","['8,637', '']","['8,379', '']","['8,141', '']","['7,209', '']"
12727,r372,All institutions -> Pepperdine U.,All institutions,Pepperdine U.,2,371,"['239', '']","['1,134', 'i']","['1,455', 'i']","['1,107', 'i']","['1,298', '']","['1,725', '']","['1,820', '']","['897', '']","['691', '']","['1,025', '']","['1,153', '']","['1,564', '']","['2,693', '']","['7,164', '']"
12727,r373,"All institutions -> CUNY, Brooklyn C.",All institutions,"CUNY, Brooklyn C.",2,372,"['6,266', '']","['8,706', '']","['8,485', '']","['7,631', '']","['8,232', '']","['8,553', '']","['9,205', '']","['6,748', '']","['6,054', '']","['6,299', 'i']","['6,518', '']","['5,768', '']","['5,432', '']","['7,070', '']"
12727,r374,"All institutions -> Pennsylvania State U., Behrend",All institutions,"Pennsylvania State U., Behrend",2,373,"['2,500', '']","['2,724', '']","['3,169', '']","['3,041', '']","['4,156', '']","['3,614', '']","['5,104', '']","['3,598', '']","['2,617', '']","['3,268', '']","['1,713', '']","['5,102', '']","['5,905', '']","['7,067', '']"
12727,r375,All institutions -> Amherst C.,All institutions,Amherst C.,2,374,"['2,622', '']","['3,230', '']","['3,618', 'i']","['4,007', '']","['3,171', '']","['3,401', '']","['3,072', '']","['3,105', '']","['3,546', '']","['5,380', '']","['3,991', '']","['4,226', 'i']","['6,454', '']","['7,054', '']"
12727,r376,All institutions -> Saint Joseph's U.,All institutions,Saint Joseph's U.,2,375,"['1,957', '']","['1,840', '']","['1,704', '']","['937', '']","['569', '']","['650', '']","['911', '']","['1,316', '']","['1,255', '']","['1,688', '']","['1,748', '']","['1,398', '']","['7,309', '']","['7,015', '']"
12727,r377,All institutions -> Loyola Marymount U.,All institutions,Loyola Marymount U.,2,376,"['1,364', '']","['3,938', '']","['2,369', '']","['2,285', '']","['3,610', '']","['3,286', '']","['4,168', '']","['4,075', '']","['4,120', '']","['4,322', '']","['4,489', '']","['5,436', '']","['6,028', '']","['6,816', '']"
12727,r378,All institutions -> South Carolina State U.,All institutions,South Carolina State U.,2,377,"['7,166', '']","['8,157', 'i']","['9,149', '']","['6,674', 'i']","['7,838', 'i']","['9,002', 'i']","['12,077', 'i']","['13,254', '']","['14,021', 'i']","['3,010', '']","['4,340', 'i']","['5,141', 'i']","['5,943', 'i']","['6,747', '']"
12727,r379,All institutions -> U. New England,All institutions,U. New England,2,378,"['3,560', '']","['4,016', '']","['5,217', '']","['6,637', '']","['7,456', '']","['7,360', '']","['7,289', '']","['7,817', '']","['6,668', '']","['7,346', '']","['6,881', '']","['6,229', '']","['6,641', '']","['6,740', '']"
12727,r380,All institutions -> Middle Tennessee State U.,All institutions,Middle Tennessee State U.,2,379,"['3,370', '']","['2,825', '']","['5,491', '']","['3,384', '']","['1,522', '']","['1,965', '']","['3,971', '']","['4,092', '']","['3,735', '']","['4,474', '']","['4,780', '']","['14,240', '']","['14,731', '']","['6,658', '']"
12727,r381,All institutions -> Pacific U.,All institutions,Pacific U.,2,380,"['1,567', '']","['927', '']","['481', '']","['2,387', '']","['1,094', 'i']","['978', '']","['1,509', '']","['5,299', '']","['4,156', '']","['6,607', '']","['4,540', '']","['3,767', '']","['4,714', '']","['6,648', '']"
12727,r382,All institutions -> Yeshiva U.,All institutions,Yeshiva U.,2,381,"['314,240', '']","['281,334', '']","['289,027', '']","['271,166', '']","['306,826', '']","['306,174', '']","['46,130', '']","['3,258', '']","['3,302', '']","['2,420', '']","['2,763', '']","['4,083', '']","['6,188', '']","['6,621', '']"
12727,r383,All institutions -> Texas Woman's U.,All institutions,Texas Woman's U.,2,382,"['2,155', '']","['2,576', '']","['3,196', '']","['2,067', '']","['1,970', '']","['1,812', '']","['2,635', '']","['3,130', '']","['3,265', '']","['2,996', '']","['3,238', '']","['3,850', '']","['4,658', '']","['6,620', '']"
12727,r384,All institutions -> DePaul U.,All institutions,DePaul U.,2,383,"['4,302', '']","['5,256', '']","['5,344', '']","['4,828', '']","['5,681', '']","['8,506', '']","['8,590', '']","['7,590', '']","['6,325', '']","['5,241', '']","['5,754', '']","['5,293', '']","['6,129', '']","['6,565', '']"
12727,r385,All institutions -> U. San Diego,All institutions,U. San Diego,2,384,"['2,567', '']","['2,340', '']","['2,485', '']","['2,552', '']","['2,873', '']","['2,332', '']","['2,566', '']","['3,543', '']","['3,491', '']","['3,742', '']","['3,900', '']","['3,774', '']","['5,114', '']","['6,538', '']"
12727,r386,"All institutions -> CUNY, John Jay C. of Criminal Justice",All institutions,"CUNY, John Jay C. of Criminal Justice",2,385,"['4,354', '']","['4,125', '']","['5,001', '']","['3,799', '']","['3,726', '']","['3,515', '']","['3,252', '']","['3,738', '']","['5,893', '']","['2,986', '']","['4,557', '']","['1,908', '']","['4,881', '']","['6,496', '']"
12727,r387,All institutions -> Claremont McKenna C.,All institutions,Claremont McKenna C.,2,386,"['4,788', '']","['4,425', '']","['5,365', 'i']","['5,414', 'i']","['5,463', 'i']","['ne', '']","['6,054', '']","['5,818', '']","['5,299', '']","['5,923', '']","['5,403', '']","['4,204', '']","['5,545', '']","['6,483', '']"
12727,r388,All institutions -> U. Central Oklahoma,All institutions,U. Central Oklahoma,2,387,"['1,786', '']","['1,537', '']","['998', '']","['1,058', '']","['1,207', '']","['1,619', '']","['1,214', '']","['1,054', '']","['1,228', '']","['1,429', '']","['1,422', 'i']","['1,489', 'i']","['5,712', 'i']","['6,357', 'i']"
12727,r389,All institutions -> Kean U.,All institutions,Kean U.,2,388,"['ne', '']","['550', '']","['1,191', '']","['473', '']","['ne', '']","['1,064', '']","['400', '']","['ne', '']","['ne', '']","['ne', '']","['1,076', '']","['393', '']","['4,158', '']","['6,277', '']"
12727,r390,All institutions -> C. Charleston,All institutions,C. Charleston,2,389,"['11,422', '']","['6,446', '']","['7,217', '']","['8,078', '']","['7,121', '']","['7,327', '']","['6,955', '']","['6,740', '']","['5,450', '']","['5,206', '']","['4,142', '']","['5,109', '']","['5,229', '']","['6,207', '']"
12727,r391,All institutions -> MGH Institute of Health Professions,All institutions,MGH Institute of Health Professions,2,390,"['ne', '']","['587', '']","['ne', '']","['ne', '']","['ne', '']","['3,931', '']","['2,228', '']","['1,839', '']","['2,957', '']","['3,494', '']","['3,014', '']","['2,500', '']","['4,628', '']","['6,200', '']"
12727,r392,All institutions -> Salisbury U.,All institutions,Salisbury U.,2,391,"['844', '']","['880', '']","['2,689', '']","['2,587', '']","['3,677', '']","['4,180', '']","['4,523', '']","['3,679', '']","['4,867', '']","['4,870', '']","['4,432', '']","['4,956', '']","['4,352', '']","['6,177', '']"
12727,r393,All institutions -> Roseman U. of Health Sciences,All institutions,Roseman U. of Health Sciences,2,392,"['ne', '']","['840', '']","['ne', '']","['ne', '']","['3,021', '']","['3,287', '']","['3,433', '']","['4,167', '']","['3,973', '']","['4,176', 'i']","['4,380', '']","['5,893', '']","['6,285', '']","['6,065', '']"
12727,r394,All institutions -> U.S. Army War C.,All institutions,U.S. Army War C.,2,393,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['2,146', 'i']","['ne', '']","['4,662', 'i']","['5,496', 'i']","['6,035', 'i']"
12727,r395,"All institutions -> California State U., East Bay",All institutions,"California State U., East Bay",2,394,"['1,312', '']","['1,644', '']","['1,039', '']","['934', '']","['ne', '']","['ne', '']","['837', '']","['ne', '']","['ne', '']","['ne', '']","['5,515', '']","['6,104', '']","['7,450', '']","['6,032', '']"
12727,r396,All institutions -> Eastern Michigan U.,All institutions,Eastern Michigan U.,2,395,"['5,388', '']","['5,044', '']","['5,428', '']","['2,655', '']","['1,244', '']","['1,509', '']","['2,642', '']","['3,467', '']","['3,637', '']","['4,706', '']","['6,584', '']","['4,842', '']","['4,509', '']","['5,826', '']"
12727,r397,All institutions -> Grand Valley State U.,All institutions,Grand Valley State U.,2,396,"['4,968', '']","['6,296', 'i']","['7,624', 'i']","['8,954', '']","['7,934', '']","['7,213', '']","['6,595', '']","['6,268', '']","['6,729', '']","['6,204', '']","['6,354', '']","['6,315', '']","['6,183', '']","['5,818', '']"
12727,r398,All institutions -> New York Institute of Technology,All institutions,New York Institute of Technology,2,397,"['1,785', '']","['1,934', '']","['2,056', '']","['3,214', '']","['4,916', '']","['3,507', '']","['3,846', '']","['3,094', '']","['3,663', '']","['5,705', '']","['3,473', '']","['4,389', '']","['5,477', '']","['5,778', '']"
12727,r399,All institutions -> Barnard C.,All institutions,Barnard C.,2,398,"['3,240', '']","['3,916', '']","['3,611', '']","['2,893', '']","['2,403', '']","['2,562', '']","['3,103', '']","['3,108', '']","['2,938', '']","['3,539', '']","['3,449', '']","['4,124', '']","['4,693', '']","['5,755', '']"
12727,r400,All institutions -> U. Colorado Colorado Springs,All institutions,U. Colorado Colorado Springs,2,399,"['8,805', '']","['6,935', '']","['3,996', '']","['3,688', '']","['4,312', '']","['5,962', '']","['5,679', '']","['5,611', '']","['4,730', '']","['3,440', '']","['4,385', '']","['4,495', '']","['6,780', '']","['5,740', '']"
12727,r401,All institutions -> U. Southern Maine,All institutions,U. Southern Maine,2,400,"['3,125', '']","['7,236', '']","['13,682', '']","['11,527', '']","['6,723', 'i']","['5,095', 'i']","['3,465', '']","['6,550', '']","['6,696', '']","['6,058', '']","['5,180', '']","['5,341', '']","['5,298', '']","['5,729', '']"
12727,r402,All institutions -> Bryn Mawr C.,All institutions,Bryn Mawr C.,2,401,"['4,482', '']","['4,807', '']","['6,247', '']","['5,429', '']","['5,329', '']","['6,369', '']","['6,136', '']","['6,270', '']","['5,708', '']","['4,971', '']","['5,508', '']","['4,803', '']","['5,539', '']","['5,676', '']"
12727,r403,All institutions -> Seton Hall U.,All institutions,Seton Hall U.,2,402,"['3,030', '']","['5,560', '']","['679', '']","['691', '']","['688', '']","['736', '']","['825', '']","['850', '']","['724', '']","['810', '']","['539', '']","['1,003', '']","['1,206', '']","['5,672', '']"
12727,r404,All institutions -> Oregon Institute of Technology,All institutions,Oregon Institute of Technology,2,403,"['ne', '']","['258', '']","['ne', '']","['ne', '']","['ne', '']","['788', '']","['4,027', '']","['3,537', 'i']","['3,145', 'i']","['3,357', 'i']","['2,968', 'i']","['4,314', 'i']","['5,086', 'i']","['5,585', 'i']"
12727,r405,"All institutions -> U. Washington, Tacoma",All institutions,"U. Washington, Tacoma",2,404,"['106', '']","['142', '']","['261', '']","['23', '']","['1', '']","['1,812', '']","['1,784', '']","['971', '']","['2,105', '']","['3,052', '']","['3,179', '']","['3,862', '']","['4,922', '']","['5,467', '']"
12727,r406,All institutions -> Morehouse C.,All institutions,Morehouse C.,2,405,"['7,704', '']","['8,280', 'i']","['8,856', '']","['9,169', '']","['6,973', '']","['5,836', '']","['4,199', '']","['3,663', '']","['4,365', '']","['4,427', '']","['4,686', '']","['4,102', '']","['5,056', '']","['5,371', '']"
12727,r407,"All institutions -> Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",All institutions,"Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",2,406,"['ne', '']","['2,342', '']","['2,562', '']","['2,979', '']","['3,356', '']","['3,089', '']","['3,177', '']","['3,285', '']","['3,502', '']","['3,769', '']","['3,737', '']","['3,776', '']","['4,954', '']","['5,324', '']"
12727,r408,All institutions -> Dakota State U.,All institutions,Dakota State U.,2,407,"['ne', '']","['1,015', '']","['5,709', '']","['1,574', '']","['1,446', '']","['1,152', '']","['2,026', '']","['2,276', '']","['3,610', '']","['3,706', '']","['4,412', '']","['3,255', '']","['4,684', '']","['5,253', '']"
12727,r409,All institutions -> West Virginia State U.,All institutions,West Virginia State U.,2,408,"['3,770', '']","['4,176', '']","['5,087', '']","['4,467', '']","['6,689', '']","['7,364', '']","['5,224', '']","['6,305', '']","['6,535', '']","['5,763', '']","['5,775', '']","['6,438', '']","['6,703', '']","['5,226', '']"
12727,r410,All institutions -> U. Northern Colorado,All institutions,U. Northern Colorado,2,409,"['2,029', '']","['1,801', '']","['2,012', '']","['2,174', '']","['3,252', '']","['2,670', '']","['2,866', '']","['3,220', '']","['3,722', '']","['3,157', '']","['2,362', '']","['2,309', '']","['2,402', '']","['5,220', '']"
12727,r411,"All institutions -> California State U., Chico",All institutions,"California State U., Chico",2,410,"['2,710', '']","['2,288', '']","['2,430', '']","['2,833', '']","['2,284', '']","['1,676', '']","['2,152', '']","['1,474', '']","['2,298', '']","['2,562', '']","['3,671', '']","['3,634', '']","['3,571', '']","['5,218', '']"
12727,r412,"All institutions -> Purdue U., Northwest",All institutions,"Purdue U., Northwest",2,411,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['4,920', '']","['4,695', '']","['3,111', '']","['4,415', '']","['4,260', '']","['4,619', '']","['5,196', '']"
12727,r413,All institutions -> Bucknell U.,All institutions,Bucknell U.,2,412,"['5,169', '']","['4,618', '']","['3,623', '']","['3,867', '']","['4,143', '']","['3,790', '']","['4,005', 'i']","['4,321', 'i']","['4,639', '']","['4,061', '']","['4,645', 'i']","['4,136', '']","['4,874', '']","['5,157', '']"
