table_id,row_id,_b_field_of_doctorate_b_full_path,_b_field_of_doctorate_b_level_1,_b_field_of_doctorate_b_level_2,_b_field_of_doctorate_b_level_3,_b_field_of_doctorate_b_level_4,_b_field_of_doctorate_b_level_5,_b_field_of_doctorate_b_hierarchy_depth,field_all_doctorate_recipientsa,field_temporary_visa_holders,field_u_s_citizens_and_permanent_residents_total,field_u_s_citizens_and_permanent_residents_hispanic_or_latino,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_american_indian_or_alaska_native,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_asian,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_black_or_african_american,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_white,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_more_than_one_race,field_u_s_citizens_and_permanent_residents_not_hispanic_or_latino_other_race_or_race_not_reported,field_u_s_citizens_and_permanent_residents_ethnicity_not_reported
11670,r360,"All fields -> Non-science and engineering -> Humanities -> Humanities, other -> Theological and ministerial studies",All fields,Non-science and engineering,Humanities,"Humanities, other",Theological and ministerial studies,5,199,24,138,4,0,12,17,94,2,3,6
11670,r361,All fields -> Non-science and engineering -> Visual and performing arts,All fields,Non-science and engineering,Visual and performing arts,,,3,824,185,575,50,2,38,22,423,16,9,15
11670,r362,All fields -> Non-science and engineering -> Visual and performing arts -> Performing arts,All fields,Non-science and engineering,Visual and performing arts,Performing arts,,4,487,96,340,30,1,18,14,251,12,6,8
11670,r363,"All fields -> Non-science and engineering -> Visual and performing arts -> Performing arts -> Dance, drama, theatre arts, and stagecraft",All fields,Non-science and engineering,Visual and performing arts,Performing arts,"Dance, drama, theatre arts, and stagecraft",5,83,11,66,4,0,3,3,47,1,4,4
11670,r364,All fields -> Non-science and engineering -> Visual and performing arts -> Performing arts -> Music performance,All fields,Non-science and engineering,Visual and performing arts,Performing arts,Music performance,5,122,27,73,9,1,6,2,50,3,0,2
11670,r365,All fields -> Non-science and engineering -> Visual and performing arts -> Performing arts -> Music theory and composition,All fields,Non-science and engineering,Visual and performing arts,Performing arts,Music theory and composition,5,94,27,61,5,0,3,4,42,5,1,1
11670,r366,All fields -> Non-science and engineering -> Visual and performing arts -> Performing arts -> Musicology and ethnomusicology,All fields,Non-science and engineering,Visual and performing arts,Performing arts,Musicology and ethnomusicology,5,109,13,93,10,0,3,3,74,2,0,1
11670,r367,All fields -> Non-science and engineering -> Visual and performing arts -> Performing arts -> Music nec,All fields,Non-science and engineering,Visual and performing arts,Performing arts,Music nec,5,79,18,47,2,0,3,2,38,1,1,0
11670,r368,"All fields -> Non-science and engineering -> Visual and performing arts -> Visual arts, media studies, and design",All fields,Non-science and engineering,Visual and performing arts,"Visual arts, media studies, and design",,4,337,89,235,20,1,20,8,172,4,3,7
11670,r369,"All fields -> Non-science and engineering -> Visual and performing arts -> Visual arts, media studies, and design -> Art history, criticism, and conservation",All fields,Non-science and engineering,Visual and performing arts,"Visual arts, media studies, and design","Art history, criticism, and conservation",5,185,39,140,8,0,12,5,105,2,2,6
11670,r370,"All fields -> Non-science and engineering -> Visual and performing arts -> Visual arts, media studies, and design -> Film, cinema, and media studies",All fields,Non-science and engineering,Visual and performing arts,"Visual arts, media studies, and design","Film, cinema, and media studies",5,84,22,59,7,0,2,2,47,1,0,0
11670,r371,"All fields -> Non-science and engineering -> Visual and performing arts -> Visual arts, media studies, and design -> Visual arts, media studies, and design nec",All fields,Non-science and engineering,Visual and performing arts,"Visual arts, media studies, and design","Visual arts, media studies, and design nec",5,68,28,36,5,1,6,1,20,1,1,1
11670,r372,All fields -> Non-science and engineering -> Other non-science and engineering,All fields,Non-science and engineering,Other non-science and engineering,,,3,2209,577,1491,144,5,110,237,885,55,27,28
11670,r373,All fields -> Non-science and engineering -> Other non-science and engineering -> Communications and journalism,All fields,Non-science and engineering,Other non-science and engineering,Communications and journalism,,4,635,152,440,38,1,32,55,288,17,6,3
11670,r374,"All fields -> Non-science and engineering -> Other non-science and engineering -> Communications and journalism -> Applied communication, advertising, and public relations",All fields,Non-science and engineering,Other non-science and engineering,Communications and journalism,"Applied communication, advertising, and public relations",5,87,19,62,6,0,6,8,38,3,1,0
11670,r375,All fields -> Non-science and engineering -> Other non-science and engineering -> Communications and journalism -> Communication and media studies,All fields,Non-science and engineering,Other non-science and engineering,Communications and journalism,Communication and media studies,5,167,38,123,9,0,12,23,75,3,1,0
11670,r376,"All fields -> Non-science and engineering -> Other non-science and engineering -> Communications and journalism -> Communication, general",All fields,Non-science and engineering,Other non-science and engineering,Communications and journalism,"Communication, general",5,194,37,141,11,0,5,10,107,5,1,2
11670,r377,All fields -> Non-science and engineering -> Other non-science and engineering -> Communications and journalism -> Mass communication/ media studies,All fields,Non-science and engineering,Other non-science and engineering,Communications and journalism,Mass communication/ media studies,5,94,33,52,2,0,1,3,39,4,2,1
11670,r378,All fields -> Non-science and engineering -> Other non-science and engineering -> Communications and journalism -> Communications and journalism nec,All fields,Non-science and engineering,Other non-science and engineering,Communications and journalism,Communications and journalism nec,5,93,25,62,10,1,8,11,29,2,1,0
11670,r379,All fields -> Non-science and engineering -> Other non-science and engineering -> Multidisciplinary/ interdisciplinary studies,All fields,Non-science and engineering,Other non-science and engineering,Multidisciplinary/ interdisciplinary studies,,4,380,72,281,28,2,15,34,180,4,5,13
11670,r380,All fields -> Non-science and engineering -> Other non-science and engineering -> Multidisciplinary/ interdisciplinary studies -> Classical and ancient studies,All fields,Non-science and engineering,Other non-science and engineering,Multidisciplinary/ interdisciplinary studies,Classical and ancient studies,5,126,28,91,6,0,3,3,76,2,1,0
11670,r381,All fields -> Non-science and engineering -> Other non-science and engineering -> Multidisciplinary/ interdisciplinary studies -> Interdisciplinary leadership/ leadership studies,All fields,Non-science and engineering,Other non-science and engineering,Multidisciplinary/ interdisciplinary studies,Interdisciplinary leadership/ leadership studies,5,110,8,87,7,0,4,20,44,2,0,10
11670,r382,All fields -> Non-science and engineering -> Other non-science and engineering -> Multidisciplinary/ interdisciplinary studies -> Multidisciplinary/ interdisciplinary studies nec,All fields,Non-science and engineering,Other non-science and engineering,Multidisciplinary/ interdisciplinary studies,Multidisciplinary/ interdisciplinary studies nec,5,144,36,103,15,2,8,11,60,0,4,3
11670,r383,All fields -> Non-science and engineering -> Other non-science and engineering -> Public administration and social services,All fields,Non-science and engineering,Other non-science and engineering,Public administration and social services,,4,505,99,383,41,1,25,96,193,17,5,5
11670,r384,All fields -> Non-science and engineering -> Other non-science and engineering -> Public administration and social services -> Public administration,All fields,Non-science and engineering,Other non-science and engineering,Public administration and social services,Public administration,5,169,62,105,9,0,8,26,53,8,0,1
11670,r385,All fields -> Non-science and engineering -> Other non-science and engineering -> Public administration and social services -> Social work and human services,All fields,Non-science and engineering,Other non-science and engineering,Public administration and social services,Social work and human services,5,336,37,278,32,1,17,70,140,9,5,4
11670,r386,"All fields -> Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other",All fields,Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other",,4,689,254,387,37,1,38,52,224,17,11,7
11670,r387,"All fields -> Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other -> Architecture and architectural studies",All fields,Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other",Architecture and architectural studies,5,118,67,46,4,0,6,1,29,2,1,3
11670,r388,"All fields -> Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other -> City/ urban, community, and regional planning",All fields,Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other","City/ urban, community, and regional planning",5,103,49,48,6,0,3,9,24,3,3,0
11670,r389,"All fields -> Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other -> Family, consumer, and human sciences",All fields,Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other","Family, consumer, and human sciences",5,132,35,91,7,0,11,7,57,5,2,2
11670,r390,"All fields -> Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other -> Homeland security and protective services",All fields,Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other",Homeland security and protective services,5,138,26,94,7,0,8,24,51,3,1,0
11670,r391,"All fields -> Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other -> Law/ legal studies and research",All fields,Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other",Law/ legal studies and research,5,73,48,20,2,0,3,2,8,2,2,1
11670,r392,"All fields -> Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other -> Parks, recreation, leisure, fitness, and sport studies and management",All fields,Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other","Parks, recreation, leisure, fitness, and sport studies and management",5,93,23,66,8,0,6,6,42,1,2,1
11670,r393,"All fields -> Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other -> Other non-science and engineering nec",All fields,Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other",Other non-science and engineering nec,5,32,6,22,3,1,1,3,13,1,0,0
