table_id,row_id,_b_state_or_territory_control_and_institution_b_full_path,_b_state_or_territory_control_and_institution_b_level_1,_b_state_or_territory_control_and_institution_b_level_2,_b_state_or_territory_control_and_institution_b_level_3,_b_state_or_territory_control_and_institution_b_hierarchy_depth,field_started_in_fy_2006_or_fy_2007,field_started_in_fy_2008_or_fy_2009,field_started_in_fy_2010_or_fy_2011,field_started_in_fy_2012_or_fy_2013,field_started_in_fy_2014_or_fy_2015,field_started_in_fy_2016_or_fy_2017,field_started_in_fy_2018_or_fy_2019,field_started_in_fy_2020_or_fy_2021,field_started_in_fy_2022_or_fy_2023,field_planned_to_start_in_fy_2024_or_fy_2025,field_deferred_projects_included_in_institutional_plan,field_deferred_projects_not_included_in_institutional_plan
12859,r368,"Nebraska -> Public -> U. Nebraska, Lincoln and Medical Center<sup>f</sup>",Nebraska,Public,"U. Nebraska, Lincoln and Medical Center<sup>f</sup>",3,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['7,605', '']","['23,809', '']","['10,000', '']","['50,000', '']"
12859,r369,"Nebraska -> Public -> U. Nebraska, Omaha",Nebraska,Public,"U. Nebraska, Omaha",3,"['0', '']","['0', '']","['0', '']","['7,538', '']","['640', '']","['0', '']","['11,610', '']","['2,040', '']","['5,095', '']","['0', '']","['54,500', '']","['0', '']"
12859,r370,Nebraska -> Private,Nebraska,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r371,Nebraska -> Private -> Creighton U.,Nebraska,Private,Creighton U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r372,Nevada,Nevada,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r373,Nevada -> Public,Nevada,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r374,Nevada -> Public -> Desert Research Institute,Nevada,Public,Desert Research Institute,3,"['23,340', '']","['0', '']","['450', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['25,410', '']","['0', '']"
12859,r375,Nevada -> Public -> Nevada State C.,Nevada,Public,Nevada State C.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12859,r376,"Nevada -> Public -> U. Nevada, Las Vegas",Nevada,Public,"U. Nevada, Las Vegas",3,"['61,740', '']","['0', '']","['910', '']","['2,160', '']","['0', '']","['4,041', '']","['0', '']","['0', '']","['34,285', '']","['0', '']","['0', '']","['0', '']"
12859,r377,"Nevada -> Public -> U. Nevada, Reno",Nevada,Public,"U. Nevada, Reno",3,"['0', '']","['30,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['35,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r378,Nevada -> Private,Nevada,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r379,Nevada -> Private -> Roseman U. of Health Sciences,Nevada,Private,Roseman U. of Health Sciences,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r380,New Hampshire,New Hampshire,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r381,New Hampshire -> Public,New Hampshire,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r382,New Hampshire -> Public -> U. New Hampshire,New Hampshire,Public,U. New Hampshire,3,"['14,907', '']","['10,844', '']","['0', '']","['0', '']","['0', '']","['0', '']","['29,070', '']","['0', '']","['0', '']","['23,000', '']","['0', '']","['19,000', '']"
12859,r383,New Hampshire -> Private,New Hampshire,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r384,New Hampshire -> Private -> Dartmouth C.,New Hampshire,Private,Dartmouth C.,3,"['NA', '']","['96,898', '']","['0', '']","['96,500', '']","['0', '']","['0', '']","['21,040', '']","['0', '']","['0', '']","['0', '']","['1,620', '']","['0', '']"
12859,r385,New Jersey,New Jersey,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r386,New Jersey -> Public,New Jersey,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r387,New Jersey -> Public -> C. New Jersey,New Jersey,Public,C. New Jersey,3,"['NA', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['30,000', '']"
12859,r388,New Jersey -> Public -> Kean U.,New Jersey,Public,Kean U.,3,"['ne', '']","['ne', '']","['ne', '']","['7,000', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r389,New Jersey -> Public -> Montclair State U.,New Jersey,Public,Montclair State U.,3,"['NA', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['90,000', '']","['0', '']","['0', '']"
12859,r390,New Jersey -> Public -> New Jersey Institute of Technology,New Jersey,Public,New Jersey Institute of Technology,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5,736', '']","['6,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r391,New Jersey -> Public -> Rowan U.,New Jersey,Public,Rowan U.,3,"['0', '']","['0', '']","['35,000', '']","['0', '']","['0', '']","['6,363', '']","['0', '']","['10,925', '']","['47,970', '']","['238,000', '']","['0', '']","['0', '']"
12859,r392,"New Jersey -> Public -> Rutgers, State U. New Jersey, Camden",New Jersey,Public,"Rutgers, State U. New Jersey, Camden",3,"['na', '']","['na', '']","['350', '']","['0', '']","['1,000', '']","['16,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['26,640', '']","['0', '']"
12859,r393,"New Jersey -> Public -> Rutgers, State U. New Jersey, New Brunswick<sup>g</sup>",New Jersey,Public,"Rutgers, State U. New Jersey, New Brunswick<sup>g</sup>",3,"['na', '']","['na', '']","['47,000', '']","['0', '']","['122,800', '']","['18,800', '']","['9,000', '']","['50,250', '']","['0', '']","['352,107', '']","['298,439', '']","['0', '']"
12859,r394,"New Jersey -> Public -> Rutgers, State U. New Jersey, Newark",New Jersey,Public,"Rutgers, State U. New Jersey, Newark",3,"['na', '']","['na', '']","['0', '']","['0', '']","['10,640', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['51,984', '']","['0', '']"
12859,r395,New Jersey -> Public -> Stockton U.,New Jersey,Public,Stockton U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['50,000', '']"
12859,r396,New Jersey -> Public -> William Paterson U.,New Jersey,Public,William Paterson U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r397,New Jersey -> Private,New Jersey,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r398,New Jersey -> Private -> Monmouth U.,New Jersey,Private,Monmouth U.,3,"['0', '']","['0', '']","['0', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r399,New Jersey -> Private -> Princeton U.,New Jersey,Private,Princeton U.,3,"['166,400', '']","['0', '']","['151,022', '']","['174,677', '']","['0', '']","['0', '']","['0', '']","['0', '']","['562,540', '']","['0', '']","['0', '']","['0', '']"
12859,r400,New Jersey -> Private -> Seton Hall U.,New Jersey,Private,Seton Hall U.,3,"['0', '']","['0', '']","['0', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r401,New Jersey -> Private -> Stevens Institute of Technology,New Jersey,Private,Stevens Institute of Technology,3,"['0', '']","['0', '']","['2,550', '']","['0', '']","['0', '']","['1,433', '']","['14,061', '']","['0', '']","['0', '']","['19,800', '']","['0', '']","['0', '']"
12859,r402,New Mexico,New Mexico,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r403,New Mexico -> Public,New Mexico,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r404,New Mexico -> Public -> New Mexico Highlands U.,New Mexico,Public,New Mexico Highlands U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['ne', '']","['0', '']","['ne', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12859,r405,New Mexico -> Public -> New Mexico Institute of Mining and Technology,New Mexico,Public,New Mexico Institute of Mining and Technology,3,"['0', '']","['3,000', '']","['0', '']","['0', '']","['7,619', '']","['7,126', '']","['0', '']","['0', '']","['0', '']","['29,000', '']","['0', '']","['0', '']"
12859,r406,New Mexico -> Public -> New Mexico State U.,New Mexico,Public,New Mexico State U.,3,"['0', '']","['1,525', '']","['500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r407,New Mexico -> Public -> U. New Mexico,New Mexico,Public,U. New Mexico,3,"['17,096', '']","['0', '']","['9,899', '']","['0', '']","['0', '']","['0', '']","['36,009', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r408,New York,New York,,,1,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r409,New York -> Public,New York,Public,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r410,"New York -> Public -> CUNY, Advanced Science Research Center",New York,Public,"CUNY, Advanced Science Research Center",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r411,"New York -> Public -> CUNY, Baruch C.",New York,Public,"CUNY, Baruch C.",3,"['0', '']","['0', '']","['0', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r412,"New York -> Public -> CUNY, Brooklyn C.",New York,Public,"CUNY, Brooklyn C.",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', 'i']","['0', '']","['0', '']","['0', 'i']","['0', '']","['3,600', '']","['0', '']"
12859,r413,"New York -> Public -> CUNY, C. Staten Island",New York,Public,"CUNY, C. Staten Island",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,164', '']","['0', '']","['0', '']"
12859,r414,"New York -> Public -> CUNY, City C.",New York,Public,"CUNY, City C.",3,"['1,500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r415,"New York -> Public -> CUNY, Graduate Center",New York,Public,"CUNY, Graduate Center",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', 'i']","['4,500', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r416,"New York -> Public -> CUNY, Graduate School of Public Health and Health Policy",New York,Public,"CUNY, Graduate School of Public Health and Health Policy",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r417,"New York -> Public -> CUNY, Hunter C.",New York,Public,"CUNY, Hunter C.",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,926', '']","['0', 'i']","['0', '']","['0', '']","['0', '']","['500,000', '']","['0', '']"
12859,r418,"New York -> Public -> CUNY, John Jay C. of Criminal Justice",New York,Public,"CUNY, John Jay C. of Criminal Justice",3,"['ne', '']","['NA', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r419,"New York -> Public -> CUNY, Lehman C.",New York,Public,"CUNY, Lehman C.",3,"['0', '']","['76,781', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['332', '']","['0', '']","['0', '']","['0', '']"
12859,r420,"New York -> Public -> CUNY, New York City C. of Technology",New York,Public,"CUNY, New York City C. of Technology",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r421,"New York -> Public -> CUNY, Queens C.",New York,Public,"CUNY, Queens C.",3,"['6,798', '']","['0', '']","['42,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6,500', '']","['0', '']","['0', '']"
12859,r422,"New York -> Public -> CUNY, York C.",New York,Public,"CUNY, York C.",3,"['0', '']","['0', '']","['ne', '']","['0', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r423,"New York -> Public -> SUNY, Binghamton U.",New York,Public,"SUNY, Binghamton U.",3,"['0', '']","['58,110', '']","['30,996', '']","['0', '']","['31,900', '']","['20,900', '']","['0', '']","['0', '']","['0', '']","['0', '']","['166,500', '']","['0', '']"
12859,r424,"New York -> Public -> SUNY, Buffalo State",New York,Public,"SUNY, Buffalo State",3,"['0', '']","['0', '']","['17,096', '']","['25,853', '']","['0', '']","['0', '']","['3,986', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r425,"New York -> Public -> SUNY, C. Brockport",New York,Public,"SUNY, C. Brockport",3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r426,"New York -> Public -> SUNY, C. of Environmental Science and Forestry",New York,Public,"SUNY, C. of Environmental Science and Forestry",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r427,"New York -> Public -> SUNY, C. of Optometry",New York,Public,"SUNY, C. of Optometry",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,000', '']","['0', '']","['0', '']","['1,500', '']","['0', '']","['0', '']"
12859,r428,"New York -> Public -> SUNY, C. Plattsburgh",New York,Public,"SUNY, C. Plattsburgh",3,"['0', '']","['ne', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r429,"New York -> Public -> SUNY, Cobleskill",New York,Public,"SUNY, Cobleskill",3,"['ne', '']","['ne', '']","['0', '']","['0', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r430,"New York -> Public -> SUNY, Downstate Health Sciences U.",New York,Public,"SUNY, Downstate Health Sciences U.",3,"['0', '']","['0', '']","['0', '']","['13,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r431,"New York -> Public -> SUNY, Geneseo",New York,Public,"SUNY, Geneseo",3,"['0', '']","['0', '']","['0', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r432,"New York -> Public -> SUNY, Oswego",New York,Public,"SUNY, Oswego",3,"['0', '']","['0', '']","['ne', '']","['12,708', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r433,"New York -> Public -> SUNY, Polytechnic Institute",New York,Public,"SUNY, Polytechnic Institute",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r434,"New York -> Public -> SUNY, Stony Brook U.",New York,Public,"SUNY, Stony Brook U.",3,"['42,750', '']","['66,582', '']","['2,625', '']","['131,230', '']","['2,760', '']","['31,000', '']","['0', '']","['0', '']","['0', '']","['218,293', '']","['0', '']","['65,000', '']"
12859,r435,"New York -> Public -> SUNY, U. Albany<sup>h</sup>",New York,Public,"SUNY, U. Albany<sup>h</sup>",3,"['25,900', '']","['0', '']","['257,300', '']","['13,980', '']","['0', '']","['0', '']","['56,389', '']","['0', '']","['0', '']","['0', '']","['0', '']","['61,487', '']"
12859,r436,"New York -> Public -> SUNY, U. Buffalo",New York,Public,"SUNY, U. Buffalo",3,"['0', '']","['95,335', '']","['0', '']","['0', '']","['78,660', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r437,"New York -> Public -> SUNY, Upstate Medical U.",New York,Public,"SUNY, Upstate Medical U.",3,"['0', '']","['0', '']","['72,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r438,New York -> Private,New York,Private,,2,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12859,r439,New York -> Private -> Albany C. of Pharmacy and Health Sciences,New York,Private,Albany C. of Pharmacy and Health Sciences,3,"['0', '']","['800', '']","['0', '']","['1,077', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12859,r440,New York -> Private -> Albany Medical C.,New York,Private,Albany Medical C.,3,"['0', '']","['8,500', '']","['19,456', '']","['0', '']","['0', '']","['0', '']","['0', 'i']","['0', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12859,r441,New York -> Private -> Albert Einstein C. of Medicine,New York,Private,Albert Einstein C. of Medicine,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r442,New York -> Private -> Alfred U.,New York,Private,Alfred U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['8,100', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r443,New York -> Private -> Barnard C.,New York,Private,Barnard C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r444,New York -> Private -> Canisius U.,New York,Private,Canisius U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', 'i']","['0', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r445,New York -> Private -> Clarkson U.<sup>i</sup>,New York,Private,Clarkson U.<sup>i</sup>,3,"['0', '']","['596', '']","['2,034', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r446,New York -> Private -> Cold Spring Harbor Laboratory,New York,Private,Cold Spring Harbor Laboratory,3,"['ne', '']","['ne', '']","['ne', '']","['15,500', '']","['0', '']","['25,000', '']","['0', '']","['0', '']","['0', '']","['79,887', '']","['0', '']","['0', '']"
12859,r447,New York -> Private -> Colgate U.,New York,Private,Colgate U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['13,000', '']","['0', '']","['0', '']","['0', '']"
12859,r448,New York -> Private -> Columbia U. in the City of New York,New York,Private,Columbia U. in the City of New York,3,"['157,609', '']","['0', '']","['2,726', '']","['607,510', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r449,New York -> Private -> Cornell U.,New York,Private,Cornell U.,3,"['190,232', '']","['141,030', '']","['27,303', '']","['32,075', '']","['0', 'i']","['0', '']","['0', '']","['0', '']","['125,216', 'i']","['325,000', '']","['0', '']","['0', '']"
12859,r450,New York -> Private -> Fordham U.,New York,Private,Fordham U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['9,000', '']"
12859,r451,New York -> Private -> Hobart and William Smith Colleges,New York,Private,Hobart and William Smith Colleges,3,"['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r452,New York -> Private -> Hofstra U.,New York,Private,Hofstra U.,3,"['ne', '']","['ne', '']","['1,050', '']","['8,000', '']","['0', '']","['2,522', '']","['0', '']","['ne', '']","['8,620', '']","['0', '']","['0', '']","['0', '']"
12859,r453,New York -> Private -> Icahn School of Medicine at Mount Sinai,New York,Private,Icahn School of Medicine at Mount Sinai,3,"['15,101', '']","['267,840', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['70,000', '']","['52,000', '']","['52,000', '']","['0', '']","['0', '']"
12859,r454,New York -> Private -> Long Island U.,New York,Private,Long Island U.,3,"['NA', '']","['NA', '']","['NA', '']","['5,680', '']","['ne', '']","['ne', '']","['0', '']","['1,350', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r455,New York -> Private -> Manhattan C.,New York,Private,Manhattan C.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12859,r456,"New York -> Private -> Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",New York,Private,"Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12859,r457,New York -> Private -> New School,New York,Private,New School,3,"['0', '']","['980', '']","['0', '']","['1,207', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12859,r458,New York -> Private -> New York Institute of Technology,New York,Private,New York Institute of Technology,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', 'i']","['0', '']","['18,000', '']","['0', '']","['0', '']"
12859,r459,New York -> Private -> New York Medical C.,New York,Private,New York Medical C.,3,"['0', '']","['0', '']","['0', '']","['11,628', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
