table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019
3180,r403,Nebraska -> Private,Nebraska,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r404,Nebraska -> Private -> Creighton U.,Nebraska,Private,Creighton U.,3,"['27,700', '']","['31,443', '']","['32,594', '']","['29,983', '']","['25,560', '']","['23,825', '']","['23,510', '']","['24,315', '']","['20,587', '']","['24,039', '']"
3180,r405,Nebraska -> Private -> Doane U.,Nebraska,Private,Doane U.,3,"['ne', '']","['1,022', '']","['678', '']","['ne', '']","['1,033', '']","['474', '']","['ne', '']","['ne', '']","['1,092', '']","['1,093', '']"
3180,r406,Nevada,Nevada,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r407,Nevada -> Public,Nevada,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r408,Nevada -> Public -> Desert Research Institute,Nevada,Public,Desert Research Institute,3,"['34,367', '']","['35,331', '']","['33,056', '']","['27,695', '']","['23,778', '']","['22,103', '']","['29,422', '']","['29,440', '']","['27,875', '']","['26,991', '']"
3180,r409,"Nevada -> Public -> U. Nevada, Las Vegas",Nevada,Public,"U. Nevada, Las Vegas",3,"['44,457', '']","['39,526', '']","['34,543', '']","['35,935', '']","['39,448', '']","['42,000', '']","['62,825', '']","['66,285', '']","['83,800', '']","['99,445', '']"
3180,r410,"Nevada -> Public -> U. Nevada, Reno",Nevada,Public,"U. Nevada, Reno",3,"['95,423', '']","['89,740', '']","['85,726', '']","['89,797', '']","['87,324', '']","['90,138', '']","['95,475', '']","['105,869', '']","['144,426', '']","['152,128', '']"
3180,r411,Nevada -> Private,Nevada,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r412,Nevada -> Private -> Roseman U. of Health Sciences,Nevada,Private,Roseman U. of Health Sciences,3,"['ne', '']","['840', '']","['ne', '']","['ne', '']","['3,021', '']","['3,287', '']","['3,433', '']","['4,167', '']","['3,973', '']","['3,916', 'i']"
3180,r413,New Hampshire,New Hampshire,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r414,New Hampshire -> Public,New Hampshire,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r415,New Hampshire -> Public -> Keene State C.,New Hampshire,Public,Keene State C.,3,"['ne', '']","['2,290', '']","['2,338', 'i']","['2,387', '']","['2,601', '']","['966', '']","['ne', '']","['908', '']","['ne', '']","['1,061', '']"
3180,r416,New Hampshire -> Public -> U. New Hampshire,New Hampshire,Public,U. New Hampshire,3,"['115,562', '']","['143,002', '']","['165,156', '']","['147,446', '']","['147,544', '']","['144,735', '']","['145,015', '']","['145,375', '']","['146,430', '']","['148,980', '']"
3180,r417,New Hampshire -> Private,New Hampshire,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r418,New Hampshire -> Private -> Dartmouth C. and Dartmouth Hitchcock Medical Center,New Hampshire,Private,Dartmouth C. and Dartmouth Hitchcock Medical Center,3,"['194,141', '']","['210,631', '']","['195,930', '']","['201,591', '']","['212,606', '']","['209,646', '']","['233,636', '']","['308,445', '']","['323,927', '']","['342,142', '']"
3180,r419,New Jersey,New Jersey,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r420,New Jersey -> Public,New Jersey,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r421,New Jersey -> Public -> Montclair State U.,New Jersey,Public,Montclair State U.,3,"['2,255', '']","['3,621', '']","['5,123', '']","['4,568', '']","['4,266', '']","['4,274', '']","['5,207', '']","['5,796', '']","['7,980', '']","['10,225', '']"
3180,r422,New Jersey -> Public -> New Jersey City U.,New Jersey,Public,New Jersey City U.,3,"['188', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['5,442', '']","['8,211', '']","['5,961', '']"
3180,r423,New Jersey -> Public -> New Jersey Institute of Technology,New Jersey,Public,New Jersey Institute of Technology,3,"['92,318', '']","['100,491', '']","['102,851', '']","['107,310', '']","['106,081', '']","['110,512', '']","['130,812', '']","['142,164', '']","['162,349', '']","['161,232', '']"
3180,r424,New Jersey -> Public -> Rowan U.,New Jersey,Public,Rowan U.,3,"['2,987', '']","['3,247', '']","['3,783', '']","['3,407', '']","['8,202', '']","['8,044', '']","['10,212', '']","['12,856', '']","['16,247', '']","['22,892', '']"
3180,r425,"New Jersey -> Public -> Rutgers, State U. New Jersey, Camden",New Jersey,Public,"Rutgers, State U. New Jersey, Camden",3,"['3,574', '']","['5,079', '']","['3,810', '']","['5,722', '']","['4,919', '']","['5,123', '']","['4,250', '']","['5,103', '']","['3,264', '']","['3,211', '']"
3180,r426,"New Jersey -> Public -> Rutgers, State U. New Jersey, New Brunswick",New Jersey,Public,"Rutgers, State U. New Jersey, New Brunswick",3,"['428,432', '']","['432,306', '']","['434,901', '']","['493,320', '']","['644,116', '']","['628,613', '']","['630,212', '']","['681,719', '']","['706,282', '']","['657,249', '']"
3180,r427,"New Jersey -> Public -> Rutgers, State U. New Jersey, Newark",New Jersey,Public,"Rutgers, State U. New Jersey, Newark",3,"['27,745', '']","['35,774', '']","['34,797', '']","['37,134', '']","['28,083', '']","['24,387', '']","['21,492', '']","['25,898', '']","['27,206', '']","['26,661', '']"
3180,r428,New Jersey -> Public -> Stockton U.,New Jersey,Public,Stockton U.,3,"['ne', '']","['1,455', '']","['927', '']","['ne', '']","['1,374', '']","['1,452', '']","['807', '']","['ne', '']","['2,560', '']","['2,634', '']"
3180,r429,New Jersey -> Public -> William Paterson U.,New Jersey,Public,William Paterson U.,3,"['1,051', '']","['1,452', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,919', '']","['3,012', '']","['9,456', '']","['10,122', '']"
3180,r430,New Jersey -> Private,New Jersey,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r431,New Jersey -> Private -> Monmouth U.,New Jersey,Private,Monmouth U.,3,"['2,195', '']","['1,956', '']","['904', '']","['ne', '']","['865', '']","['ne', '']","['900', '']","['ne', '']","['ne', '']","['1,294', '']"
3180,r432,New Jersey -> Private -> Princeton U.,New Jersey,Private,Princeton U.,3,"['242,570', '']","['263,335', '']","['275,666', '']","['269,908', '']","['293,274', '']","['279,851', '']","['307,653', '']","['334,125', '']","['365,007', '']","['385,739', '']"
3180,r433,New Jersey -> Private -> Rider U.,New Jersey,Private,Rider U.,3,"['1,671', '']","['1,672', '']","['1,890', '']","['1,648', '']","['1,793', '']","['1,726', '']","['1,617', '']","['1,565', '']","['1,363', '']","['228', '']"
3180,r434,New Jersey -> Private -> Seton Hall U.,New Jersey,Private,Seton Hall U.,3,"['4,003', '']","['7,701', '']","['6,398', '']","['6,489', '']","['6,675', '']","['7,058', '']","['7,244', '']","['7,272', '']","['6,536', '']","['7,056', '']"
3180,r435,New Jersey -> Private -> Stevens Institute of Technology,New Jersey,Private,Stevens Institute of Technology,3,"['35,544', '']","['41,622', '']","['31,929', '']","['28,908', '']","['30,826', '']","['34,082', '']","['35,765', '']","['35,144', '']","['33,060', '']","['36,695', '']"
3180,r436,New Mexico,New Mexico,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r437,New Mexico -> Public,New Mexico,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r438,New Mexico -> Public -> New Mexico Institute of Mining and Technology,New Mexico,Public,New Mexico Institute of Mining and Technology,3,"['51,696', '']","['43,857', '']","['37,875', '']","['32,499', '']","['48,338', '']","['26,265', '']","['19,598', '']","['20,491', '']","['21,383', '']","['24,616', '']"
3180,r439,New Mexico -> Public -> New Mexico State U.,New Mexico,Public,New Mexico State U.,3,"['157,872', '']","['139,062', '']","['141,151', '']","['142,365', '']","['134,262', '']","['132,377', '']","['106,282', '']","['102,218', '']","['96,270', '']","['101,457', '']"
3180,r440,New Mexico -> Public -> U. New Mexico,New Mexico,Public,U. New Mexico,3,"['211,771', '']","['220,565', '']","['220,360', '']","['227,703', '']","['228,849', '']","['232,271', '']","['239,550', '']","['246,597', '']","['251,322', '']","['239,696', '']"
3180,r441,New York,New York,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r442,New York -> Public,New York,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r443,"New York -> Public -> CUNY, Advanced Science Research Center",New York,Public,"CUNY, Advanced Science Research Center",3,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['569', '']","['ne', '']","['3,541', '']","['5,666', '']","['8,310', '']"
3180,r444,"New York -> Public -> CUNY, Baruch C.",New York,Public,"CUNY, Baruch C.",3,"['2,616', '']","['2,645', '']","['3,605', '']","['2,264', '']","['2,183', '']","['2,451', '']","['2,998', '']","['2,543', '']","['2,817', '']","['2,387', '']"
3180,r445,"New York -> Public -> CUNY, Brooklyn C.",New York,Public,"CUNY, Brooklyn C.",3,"['6,846', '']","['9,306', '']","['9,216', '']","['8,064', '']","['9,407', '']","['9,091', '']","['9,602', '']","['7,393', '']","['6,600', '']","['7,064', 'i']"
3180,r446,"New York -> Public -> CUNY, C. Staten Island",New York,Public,"CUNY, C. Staten Island",3,"['3,290', '']","['4,188', '']","['4,955', '']","['3,691', '']","['3,731', '']","['3,060', '']","['3,511', '']","['4,250', '']","['4,118', 'i']","['3,986', '']"
3180,r447,"New York -> Public -> CUNY, City C.",New York,Public,"CUNY, City C.",3,"['46,699', '']","['60,648', '']","['57,982', '']","['55,138', '']","['52,654', '']","['53,223', '']","['62,484', '']","['54,627', '']","['53,979', '']","['52,738', '']"
3180,r448,"New York -> Public -> CUNY, Graduate Center",New York,Public,"CUNY, Graduate Center",3,"['11,562', '']","['11,974', '']","['9,173', '']","['11,982', '']","['7,797', '']","['6,175', '']","['7,093', 'i']","['8,011', '']","['4,781', '']","['5,399', '']"
3180,r449,"New York -> Public -> CUNY, Graduate School of Public Health and Health Policy",New York,Public,"CUNY, Graduate School of Public Health and Health Policy",3,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['9,751', '']","['9,521', '']"
3180,r450,"New York -> Public -> CUNY, Hunter C.",New York,Public,"CUNY, Hunter C.",3,"['38,900', '']","['39,772', '']","['41,022', '']","['40,059', '']","['38,879', '']","['36,368', '']","['37,094', '']","['31,273', '']","['33,702', '']","['37,478', '']"
3180,r451,"New York -> Public -> CUNY, John Jay C. of Criminal Justice",New York,Public,"CUNY, John Jay C. of Criminal Justice",3,"['5,916', '']","['6,205', '']","['9,319', '']","['7,355', '']","['8,633', '']","['8,689', '']","['9,688', '']","['11,934', '']","['14,310', '']","['12,295', '']"
3180,r452,"New York -> Public -> CUNY, Lehman C.",New York,Public,"CUNY, Lehman C.",3,"['3,593', 'i']","['3,762', '']","['3,228', '']","['2,904', '']","['3,265', '']","['3,130', '']","['5,347', '']","['4,979', '']","['5,556', '']","['4,690', '']"
3180,r453,"New York -> Public -> CUNY, Medgar Evers C.",New York,Public,"CUNY, Medgar Evers C.",3,"['658', '']","['2,065', '']","['1,635', '']","['1,241', '']","['1,083', '']","['970', '']","['ne', '']","['2,046', '']","['2,062', '']","['1,397', '']"
3180,r454,"New York -> Public -> CUNY, New York City C. of Technology",New York,Public,"CUNY, New York City C. of Technology",3,"['231', '']","['343', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['2,418', '']","['2,711', '']"
3180,r455,"New York -> Public -> CUNY, Queens C.",New York,Public,"CUNY, Queens C.",3,"['16,845', '']","['23,219', '']","['22,399', '']","['19,762', '']","['23,434', '']","['19,092', '']","['19,168', '']","['15,936', '']","['16,676', '']","['18,391', '']"
3180,r456,"New York -> Public -> CUNY, system office",New York,Public,"CUNY, system office",3,"['ne', '']","['ne', '']","['1,817', '']","['1,210', '']","['1,088', '']","['1,782', '']","['1,655', '']","['1,114', '']","['3,253', '']","['2,619', '']"
3180,r457,"New York -> Public -> CUNY, York C.",New York,Public,"CUNY, York C.",3,"['ne', '']","['2,180', '']","['1,544', '']","['999', '']","['ne', '']","['716', '']","['ne', '']","['ne', '']","['ne', '']","['1,621', '']"
3180,r458,"New York -> Public -> SUNY, Binghamton U.",New York,Public,"SUNY, Binghamton U.",3,"['72,057', '']","['72,539', '']","['81,000', '']","['76,005', '']","['71,382', '']","['79,895', '']","['85,192', '']","['98,089', '']","['113,851', '']","['104,297', '']"
3180,r459,"New York -> Public -> SUNY, Buffalo State",New York,Public,"SUNY, Buffalo State",3,"['1,935', '']","['2,539', '']","['2,970', '']","['2,106', '']","['1,996', '']","['2,366', '']","['2,221', '']","['1,887', '']","['1,928', '']","['2,124', '']"
3180,r460,"New York -> Public -> SUNY, C. Brockport",New York,Public,"SUNY, C. Brockport",3,"['831', '']","['1,248', '']","['1,487', '']","['1,321', '']","['1,192', '']","['1,367', '']","['1,335', '']","['1,289', '']","['1,293', '']","['1,390', '']"
3180,r461,"New York -> Public -> SUNY, C. of Environmental Science and Forestry",New York,Public,"SUNY, C. of Environmental Science and Forestry",3,"['26,916', '']","['25,024', 'i']","['23,132', 'i']","['21,239', '']","['19,027', '']","['22,051', '']","['24,504', '']","['27,923', '']","['26,610', '']","['29,137', '']"
3180,r462,"New York -> Public -> SUNY, C. of Optometry",New York,Public,"SUNY, C. of Optometry",3,"['3,529', '']","['3,738', '']","['3,466', '']","['3,637', '']","['3,481', '']","['3,906', '']","['4,169', '']","['3,304', '']","['3,120', '']","['2,968', '']"
3180,r463,"New York -> Public -> SUNY, C. Plattsburgh",New York,Public,"SUNY, C. Plattsburgh",3,"['1,664', '']","['1,098', '']","['913', '']","['ne', '']","['1,008', '']","['1,135', '']","['1,020', '']","['1,003', '']","['1,604', '']","['1,729', '']"
3180,r464,"New York -> Public -> SUNY, Downstate Medical Center",New York,Public,"SUNY, Downstate Medical Center",3,"['32,512', '']","['41,993', '']","['43,257', '']","['39,354', '']","['33,331', '']","['28,652', '']","['33,735', '']","['31,873', '']","['34,661', '']","['36,015', '']"
3180,r465,"New York -> Public -> SUNY, Geneseo",New York,Public,"SUNY, Geneseo",3,"['1,373', '']","['2,677', '']","['2,132', '']","['1,201', '']","['1,084', '']","['1,314', '']","['1,750', '']","['1,758', '']","['1,939', '']","['2,139', '']"
3180,r466,"New York -> Public -> SUNY, Oswego",New York,Public,"SUNY, Oswego",3,"['783', '']","['977', '']","['ne', '']","['725', '']","['ne', '']","['ne', '']","['ne', '']","['1,658', '']","['1,982', '']","['1,781', '']"
3180,r467,"New York -> Public -> SUNY, Polytechnic Institute",New York,Public,"SUNY, Polytechnic Institute",3,"['na', '']","['na', '']","['na', '']","['na', '']","['412,851', '']","['295,313', '']","['316,680', '']","['308,861', '']","['257,358', '']","['352,889', '']"
3180,r468,"New York -> Public -> SUNY, Stony Brook U.",New York,Public,"SUNY, Stony Brook U.",3,"['204,728', '']","['211,356', '']","['219,744', '']","['225,712', '']","['211,631', '']","['220,580', '']","['230,621', '']","['238,612', '']","['245,016', '']","['260,813', '']"
3180,r469,"New York -> Public -> SUNY, U. Albany",New York,Public,"SUNY, U. Albany",3,"['359,364', '']","['148,625', '']","['137,758', '']","['137,759', '']","['130,955', '']","['111,705', '']","['120,232', '']","['156,386', '']","['173,031', '']","['181,531', '']"
3180,r470,"New York -> Public -> SUNY, U. Buffalo",New York,Public,"SUNY, U. Buffalo",3,"['349,670', '']","['353,172', '']","['360,226', '']","['387,863', '']","['386,562', '']","['382,935', '']","['389,569', '']","['401,591', '']","['410,220', '']","['413,817', '']"
3180,r471,"New York -> Public -> SUNY, Upstate Medical U.",New York,Public,"SUNY, Upstate Medical U.",3,"['43,824', '']","['39,988', '']","['35,897', '']","['34,286', '']","['33,460', '']","['32,453', '']","['31,892', '']","['35,551', '']","['36,674', '']","['38,091', '']"
3180,r472,New York -> Public -> U.S. Military Academy,New York,Public,U.S. Military Academy,3,"['22,171', '']","['13,799', '']","['12,227', '']","['11,630', '']","['14,819', '']","['15,312', '']","['13,500', '']","['13,617', '']","['13,582', '']","['10,765', '']"
3180,r473,New York -> Private,New York,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r474,New York -> Private -> Albany C. of Pharmacy and Health Sciences,New York,Private,Albany C. of Pharmacy and Health Sciences,3,"['3,074', '']","['3,496', '']","['2,639', '']","['2,637', '']","['3,200', '']","['2,533', '']","['1,789', '']","['2,567', '']","['2,732', '']","['3,383', '']"
3180,r475,New York -> Private -> Albany Medical C.,New York,Private,Albany Medical C.,3,"['22,953', '']","['20,876', '']","['17,735', '']","['15,093', '']","['16,093', '']","['18,043', '']","['20,166', '']","['20,443', '']","['21,187', '']","['23,028', '']"
3180,r476,New York -> Private -> Albert Einstein C. of Medicine,New York,Private,Albert Einstein C. of Medicine,3,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['289,660', '']","['289,685', '']","['297,328', '']","['298,824', '']"
3180,r477,New York -> Private -> Alfred U.,New York,Private,Alfred U.,3,"['4,524', '']","['6,084', '']","['5,451', '']","['6,731', '']","['4,655', '']","['5,193', '']","['3,975', '']","['3,231', '']","['3,641', '']","['5,153', '']"
3180,r478,New York -> Private -> Barnard C.,New York,Private,Barnard C.,3,"['3,353', '']","['4,046', '']","['3,684', '']","['2,931', '']","['2,738', '']","['2,916', '']","['3,534', '']","['3,730', '']","['3,458', '']","['4,010', '']"
3180,r479,New York -> Private -> Canisius C.,New York,Private,Canisius C.,3,"['221', '']","['205', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,546', '']","['1,069', '']","['950', '']"
3180,r480,New York -> Private -> Clarkson U.,New York,Private,Clarkson U.,3,"['18,584', '']","['17,951', '']","['14,809', '']","['12,061', '']","['13,750', '']","['13,406', '']","['12,983', '']","['15,148', '']","['16,927', '']","['17,147', '']"
3180,r481,New York -> Private -> Cold Spring Harbor Laboratory,New York,Private,Cold Spring Harbor Laboratory,3,"['ne', '']","['89,913', '']","['84,072', '']","['78,236', '']","['76,733', '']","['84,653', '']","['88,943', '']","['97,288', '']","['115,870', '']","['126,773', '']"
3180,r482,New York -> Private -> Colgate U.,New York,Private,Colgate U.,3,"['2,851', '']","['2,291', '']","['3,268', '']","['2,704', '']","['2,444', '']","['2,721', '']","['3,219', '']","['3,414', '']","['3,823', '']","['3,756', '']"
3180,r483,New York -> Private -> Columbia U. in the City of New York,New York,Private,Columbia U. in the City of New York,3,"['807,235', '']","['878,900', '']","['889,487', '']","['889,188', '']","['890,642', '']","['868,159', '']","['837,312', '']","['893,062', '']","['947,504', '']","['1,003,615', '']"
3180,r484,New York -> Private -> Cornell U.,New York,Private,Cornell U.,3,"['749,721', '']","['781,651', '']","['802,387', '']","['845,184', '']","['883,292', '']","['954,412', '']","['974,199', '']","['984,478', '']","['1,071,621', '']","['1,144,534', '']"
3180,r485,New York -> Private -> Fordham U.,New York,Private,Fordham U.,3,"['19,289', '']","['18,350', '']","['19,311', '']","['18,822', '']","['17,961', '']","['20,939', '']","['25,374', '']","['20,807', '']","['20,644', '']","['20,287', '']"
3180,r486,New York -> Private -> Hamilton C.,New York,Private,Hamilton C.,3,"['3,192', '']","['3,109', '']","['3,069', '']","['2,942', '']","['2,846', '']","['2,291', '']","['2,662', '']","['2,354', '']","['1,796', '']","['2,050', '']"
3180,r487,New York -> Private -> Hobart and William Smith Colleges,New York,Private,Hobart and William Smith Colleges,3,"['1,434', '']","['1,566', '']","['1,516', '']","['2,238', '']","['1,221', '']","['946', '']","['ne', '']","['952', '']","['ne', '']","['1,919', '']"
3180,r488,New York -> Private -> Hofstra U.,New York,Private,Hofstra U.,3,"['2,552', '']","['2,472', '']","['3,237', '']","['2,394', '']","['3,102', '']","['2,585', '']","['2,440', '']","['1,702', '']","['1,662', '']","['1,744', '']"
3180,r489,New York -> Private -> Icahn School of Medicine at Mount Sinai,New York,Private,Icahn School of Medicine at Mount Sinai,3,"['370,666', '']","['405,527', '']","['400,680', '']","['428,654', '']","['463,429', '']","['508,353', '']","['540,296', '']","['575,448', '']","['640,141', '']","['722,241', '']"
3180,r490,New York -> Private -> Long Island U.,New York,Private,Long Island U.,3,"['832', 'i']","['877', 'i']","['890', 'i']","['915', '']","['ne', '']","['ne', '']","['1,420', '']","['2,290', '']","['2,405', '']","['5,113', '']"
3180,r491,New York -> Private -> Manhattan C.,New York,Private,Manhattan C.,3,"['498', '']","['638', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['1,190', '']"
3180,r492,"New York -> Private -> Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",New York,Private,"Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",3,"['ne', '']","['2,342', '']","['2,562', '']","['2,979', '']","['3,356', '']","['3,089', '']","['3,177', '']","['3,285', '']","['3,502', '']","['3,769', '']"
3180,r493,New York -> Private -> New School,New York,Private,New School,3,"['5,178', '']","['6,420', '']","['7,568', '']","['9,219', '']","['7,160', '']","['8,978', '']","['17,425', '']","['12,740', '']","['13,606', '']","['13,421', '']"
3180,r494,New York -> Private -> New York Institute of Technology,New York,Private,New York Institute of Technology,3,"['1,785', '']","['2,059', '']","['3,013', '']","['4,007', '']","['5,761', '']","['4,169', '']","['4,114', '']","['3,236', '']","['3,832', '']","['5,820', '']"
3180,r495,New York -> Private -> New York Medical C.,New York,Private,New York Medical C.,3,"['28,400', '']","['27,316', '']","['23,277', '']","['20,243', '']","['17,908', '']","['17,653', '']","['17,311', '']","['15,637', '']","['16,226', '']","['19,398', '']"
3180,r496,New York -> Private -> New York U.,New York,Private,New York U.,3,"['365,944', '']","['430,752', '']","['458,645', '']","['471,909', '']","['523,623', '']","['602,041', '']","['809,739', '']","['917,744', '']","['887,558', '']","['934,720', '']"
3180,r497,New York -> Private -> Niagara U.,New York,Private,Niagara U.,3,"['1,090', '']","['1,656', '']","['2,475', '']","['2,193', '']","['1,946', '']","['1,828', '']","['1,505', '']","['1,823', '']","['2,523', '']","['2,057', '']"
3180,r498,New York -> Private -> Pace U.,New York,Private,Pace U.,3,"['3,085', '']","['3,732', '']","['4,214', '']","['3,611', '']","['4,373', '']","['4,647', '']","['5,359', '']","['5,028', '']","['4,282', '']","['3,855', '']"
3180,r499,New York -> Private -> Rensselaer Polytechnic Institute,New York,Private,Rensselaer Polytechnic Institute,3,"['83,952', '']","['84,834', '']","['92,720', '']","['92,495', '']","['105,608', '']","['102,841', '']","['101,127', '']","['104,797', '']","['100,856', '']","['103,739', '']"
3180,r500,New York -> Private -> Rochester Institute of Technology,New York,Private,Rochester Institute of Technology,3,"['38,663', '']","['34,889', '']","['36,935', '']","['36,613', '']","['35,945', '']","['40,442', '']","['45,518', '']","['51,263', '']","['49,413', '']","['58,175', '']"
3180,r501,New York -> Private -> Rockefeller U.,New York,Private,Rockefeller U.,3,"['265,750', '']","['272,491', '']","['292,896', '']","['298,474', '']","['316,368', '']","['323,932', '']","['335,136', '']","['348,845', '']","['353,142', '']","['351,089', '']"
3180,r502,New York -> Private -> Skidmore C.,New York,Private,Skidmore C.,3,"['2,850', '']","['2,113', '']","['1,885', '']","['1,903', '']","['1,811', '']","['1,772', '']","['1,327', '']","['1,859', '']","['2,584', '']","['3,012', '']"
3180,r503,"New York -> Private -> St. John's U., New York",New York,Private,"St. John's U., New York",3,"['1,643', '']","['1,786', '']","['2,161', '']","['2,401', '']","['2,507', '']","['2,558', '']","['2,307', '']","['2,542', '']","['2,903', '']","['2,352', '']"
3180,r504,New York -> Private -> Syracuse U.,New York,Private,Syracuse U.,3,"['107,024', '']","['83,686', '']","['85,649', '']","['70,967', '']","['66,321', '']","['69,896', '']","['84,651', '']","['145,705', '']","['147,751', '']","['154,366', '']"
3180,r505,"New York -> Private -> Teachers C., Columbia U.",New York,Private,"Teachers C., Columbia U.",3,"['17,167', '']","['18,406', '']","['20,805', '']","['19,649', '']","['20,538', '']","['23,269', '']","['24,124', '']","['24,194', '']","['24,477', '']","['24,865', '']"
3180,r506,New York -> Private -> U. Rochester,New York,Private,U. Rochester,3,"['414,655', '']","['429,034', '']","['389,612', '']","['389,355', '']","['353,419', '']","['346,932', '']","['346,165', '']","['353,003', '']","['370,645', '']","['393,960', '']"
3180,r507,"New York -> Private -> Union C., Schenectady",New York,Private,"Union C., Schenectady",3,"['1,984', '']","['1,615', '']","['1,516', '']","['2,402', '']","['1,924', '']","['1,560', '']","['2,150', '']","['1,189', '']","['1,540', '']","['1,740', '']"
3180,r508,New York -> Private -> Vassar C.,New York,Private,Vassar C.,3,"['1,280', '']","['1,838', '']","['1,258', '']","['1,694', '']","['1,220', '']","['2,854', '']","['1,495', '']","['1,600', '']","['4,185', '']","['1,009', '']"
3180,r509,New York -> Private -> Yeshiva U.,New York,Private,Yeshiva U.,3,"['314,240', '']","['281,334', '']","['289,027', '']","['271,166', '']","['306,826', '']","['306,174', '']","['46,130', '']","['3,258', '']","['3,302', '']","['2,420', '']"
3180,r510,North Carolina,North Carolina,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r511,North Carolina -> Public,North Carolina,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3180,r512,North Carolina -> Public -> Appalachian State U.,North Carolina,Public,Appalachian State U.,3,"['2,898', '']","['3,835', '']","['4,438', '']","['3,051', '']","['4,289', '']","['3,878', '']","['3,146', '']","['4,475', '']","['3,631', '']","['3,268', '']"
3180,r513,North Carolina -> Public -> East Carolina U.,North Carolina,Public,East Carolina U.,3,"['23,995', '']","['28,114', '']","['31,990', '']","['38,271', '']","['29,925', '']","['26,549', '']","['25,273', '']","['26,117', '']","['39,074', '']","['55,611', '']"
3180,r514,North Carolina -> Public -> Fayetteville State U.,North Carolina,Public,Fayetteville State U.,3,"['11,865', '']","['14,618', '']","['15,719', '']","['16,698', '']","['14,732', '']","['13,746', '']","['15,725', '']","['5,105', '']","['4,980', '']","['4,695', '']"
3180,r515,North Carolina -> Public -> North Carolina Agricultural and Technical State U.,North Carolina,Public,North Carolina Agricultural and Technical State U.,3,"['35,297', '']","['34,930', '']","['35,103', '']","['33,994', '']","['35,047', '']","['35,172', '']","['33,759', '']","['37,379', '']","['38,140', '']","['37,339', '']"
3180,r516,North Carolina -> Public -> North Carolina Central U.,North Carolina,Public,North Carolina Central U.,3,"['6,870', '']","['9,496', '']","['11,076', '']","['8,979', '']","['11,537', '']","['12,448', '']","['12,463', '']","['14,119', '']","['14,942', '']","['16,227', '']"
