table_id,row_id,time_period,total_employed_in_all_survey_cycles_2015_2017_and_2019_level_1,total_employed_in_all_survey_cycles_2015_2017_and_2019_level_2,total_employed_in_all_survey_cycles_2015_2017_and_2019_level_3,total_employed_in_all_survey_cycles_2015_2017_and_2019_level_4,total_employed_in_all_survey_cycles_2015_2017_and_2019_hierarchy_depth,value
6336,r323,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",In field in 2015,In field in 2017,Number,,3,102000
6336,r324,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",In field in 2015,In field in 2017,SE,,3,850
6336,r325,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",In field in 2015,Out of field in 2017,Voluntarily,Number,4,3750
6336,r326,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",In field in 2015,Out of field in 2017,Voluntarily,SE,4,425
6336,r327,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",In field in 2015,Out of field in 2017,Involuntarily,Number,4,1800
6336,r328,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",In field in 2015,Out of field in 2017,Involuntarily,SE,4,250
6336,r329,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",In field in 2015,In field in 2019,Number,,3,101250
6336,r330,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",In field in 2015,In field in 2019,SE,,3,825
6336,r331,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",In field in 2015,Out of field in 2019,Voluntarily,Number,4,4100
6336,r332,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",In field in 2015,Out of field in 2019,Voluntarily,SE,4,400
6336,r333,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",In field in 2015,Out of field in 2019,Involuntarily,Number,4,2200
6336,r334,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",In field in 2015,Out of field in 2019,Involuntarily,SE,4,250
6336,r335,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Out of field in 2015,In field in 2017,Number,,3,5600
6336,r336,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Out of field in 2015,In field in 2017,SE,,3,425
6336,r337,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Out of field in 2015,Out of field in 2017,Voluntarily,Number,4,4300
6336,r338,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Out of field in 2015,Out of field in 2017,Voluntarily,SE,4,350
6336,r339,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Out of field in 2015,Out of field in 2017,Involuntarily,Number,4,3150
6336,r340,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Out of field in 2015,Out of field in 2017,Involuntarily,SE,4,300
6336,r341,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Out of field in 2015,In field in 2019,Number,,3,5800
6336,r342,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Out of field in 2015,In field in 2019,SE,,3,450
6336,r343,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Out of field in 2015,Out of field in 2019,Voluntarily,Number,4,4050
6336,r344,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Out of field in 2015,Out of field in 2019,Voluntarily,SE,4,325
6336,r345,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Out of field in 2015,Out of field in 2019,Involuntarily,Number,4,3150
6336,r346,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Physical sciences, geosciences, atmospheric, and ocean sciences",Out of field in 2015,Out of field in 2019,Involuntarily,SE,4,325
6336,r347,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Psychology","Total employed in all survey cycles (2015, 2017, and 2019)",Number,,,2,89300
6336,r348,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Psychology","Total employed in all survey cycles (2015, 2017, and 2019)",SE,,,2,750
6336,r349,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Psychology",In field in 2015,In field in 2017,Number,,3,85300
6336,r350,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Psychology",In field in 2015,In field in 2017,SE,,3,800
6336,r351,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Psychology",In field in 2015,Out of field in 2017,Voluntarily,Number,4,950
6336,r352,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Psychology",In field in 2015,Out of field in 2017,Voluntarily,SE,4,175
6336,r353,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Psychology",In field in 2015,Out of field in 2017,Involuntarily,Number,4,250
6336,r354,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Psychology",In field in 2015,Out of field in 2017,Involuntarily,SE,4,75
6336,r355,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Psychology",In field in 2015,In field in 2019,Number,,3,85000
6336,r356,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Psychology",In field in 2015,In field in 2019,SE,,3,800
6336,r357,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Psychology",In field in 2015,Out of field in 2019,Voluntarily,Number,4,1100
6336,r358,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Psychology",In field in 2015,Out of field in 2019,Voluntarily,SE,4,175
6336,r359,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Psychology",In field in 2015,Out of field in 2019,Involuntarily,Number,4,450
6336,r360,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Psychology",In field in 2015,Out of field in 2019,Involuntarily,SE,4,100
6336,r361,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Psychology",Out of field in 2015,In field in 2017,Number,,3,1150
6336,r362,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Psychology",Out of field in 2015,In field in 2017,SE,,3,225
6336,r363,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Psychology",Out of field in 2015,Out of field in 2017,Voluntarily,Number,4,1100
6336,r364,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Psychology",Out of field in 2015,Out of field in 2017,Voluntarily,SE,4,200
6336,r365,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Psychology",Out of field in 2015,Out of field in 2017,Involuntarily,Number,4,500
6336,r366,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Psychology",Out of field in 2015,Out of field in 2017,Involuntarily,SE,4,125
6336,r367,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Psychology",Out of field in 2015,In field in 2019,Number,,3,1400
6336,r368,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Psychology",Out of field in 2015,In field in 2019,SE,,3,225
6336,r369,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Psychology",Out of field in 2015,Out of field in 2019,Voluntarily,Number,4,1100
6336,r370,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Psychology",Out of field in 2015,Out of field in 2019,Voluntarily,SE,4,225
6336,r371,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Psychology",Out of field in 2015,Out of field in 2019,Involuntarily,Number,4,300
6336,r372,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Psychology",Out of field in 2015,Out of field in 2019,Involuntarily,SE,4,100
6336,r373,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Social sciences","Total employed in all survey cycles (2015, 2017, and 2019)",Number,,,2,95300
6336,r374,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Social sciences","Total employed in all survey cycles (2015, 2017, and 2019)",SE,,,2,825
6336,r375,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Social sciences",In field in 2015,In field in 2017,Number,,3,88500
6336,r376,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Social sciences",In field in 2015,In field in 2017,SE,,3,900
6336,r377,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Social sciences",In field in 2015,Out of field in 2017,Voluntarily,Number,4,1150
6336,r378,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Social sciences",In field in 2015,Out of field in 2017,Voluntarily,SE,4,200
6336,r379,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Social sciences",In field in 2015,Out of field in 2017,Involuntarily,Number,4,600
6336,r380,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Social sciences",In field in 2015,Out of field in 2017,Involuntarily,SE,4,125
6336,r381,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Social sciences",In field in 2015,In field in 2019,Number,,3,87850
6336,r382,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Social sciences",In field in 2015,In field in 2019,SE,,3,900
6336,r383,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Social sciences",In field in 2015,Out of field in 2019,Voluntarily,Number,4,1600
6336,r384,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Social sciences",In field in 2015,Out of field in 2019,Voluntarily,SE,4,225
6336,r385,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Social sciences",In field in 2015,Out of field in 2019,Involuntarily,Number,4,800
6336,r386,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Social sciences",In field in 2015,Out of field in 2019,Involuntarily,SE,4,175
6336,r387,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Social sciences",Out of field in 2015,In field in 2017,Number,,3,2100
6336,r388,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Social sciences",Out of field in 2015,In field in 2017,SE,,3,250
6336,r389,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Social sciences",Out of field in 2015,Out of field in 2017,Voluntarily,Number,4,1500
6336,r390,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Social sciences",Out of field in 2015,Out of field in 2017,Voluntarily,SE,4,250
6336,r391,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Social sciences",Out of field in 2015,Out of field in 2017,Involuntarily,Number,4,1500
6336,r392,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Social sciences",Out of field in 2015,Out of field in 2017,Involuntarily,SE,4,225
6336,r393,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Social sciences",Out of field in 2015,In field in 2019,Number,,3,2250
6336,r394,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Social sciences",Out of field in 2015,In field in 2019,SE,,3,300
6336,r395,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Social sciences",Out of field in 2015,Out of field in 2019,Voluntarily,Number,4,1650
6336,r396,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Social sciences",Out of field in 2015,Out of field in 2019,Voluntarily,SE,4,275
6336,r397,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Social sciences",Out of field in 2015,Out of field in 2019,Involuntarily,Number,4,1200
6336,r398,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Science -> Social sciences",Out of field in 2015,Out of field in 2019,Involuntarily,SE,4,200
6336,r399,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Engineering","Total employed in all survey cycles (2015, 2017, and 2019)",Number,,,2,159650
6336,r400,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Engineering","Total employed in all survey cycles (2015, 2017, and 2019)",SE,,,2,975
6336,r401,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Engineering",In field in 2015,In field in 2017,Number,,3,142800
6336,r402,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Engineering",In field in 2015,In field in 2017,SE,,3,1125
6336,r403,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Engineering",In field in 2015,Out of field in 2017,Voluntarily,Number,4,3250
6336,r404,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Engineering",In field in 2015,Out of field in 2017,Voluntarily,SE,4,325
6336,r405,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Engineering",In field in 2015,Out of field in 2017,Involuntarily,Number,4,1950
6336,r406,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Engineering",In field in 2015,Out of field in 2017,Involuntarily,SE,4,300
6336,r407,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Engineering",In field in 2015,In field in 2019,Number,,3,141500
6336,r408,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Engineering",In field in 2015,In field in 2019,SE,,3,1175
6336,r409,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Engineering",In field in 2015,Out of field in 2019,Voluntarily,Number,4,4500
6336,r410,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Engineering",In field in 2015,Out of field in 2019,Voluntarily,SE,4,350
6336,r411,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Engineering",In field in 2015,Out of field in 2019,Involuntarily,Number,4,2000
6336,r412,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Engineering",In field in 2015,Out of field in 2019,Involuntarily,SE,4,275
6336,r413,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Engineering",Out of field in 2015,In field in 2017,Number,,3,5500
6336,r414,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Engineering",Out of field in 2015,In field in 2017,SE,,3,500
6336,r415,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Engineering",Out of field in 2015,Out of field in 2017,Voluntarily,Number,4,3950
6336,r416,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Engineering",Out of field in 2015,Out of field in 2017,Voluntarily,SE,4,375
6336,r417,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Engineering",Out of field in 2015,Out of field in 2017,Involuntarily,Number,4,2150
6336,r418,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Engineering",Out of field in 2015,Out of field in 2017,Involuntarily,SE,4,300
6336,r419,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Engineering",Out of field in 2015,In field in 2019,Number,,3,6000
6336,r420,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Engineering",Out of field in 2015,In field in 2019,SE,,3,500
6336,r421,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Engineering",Out of field in 2015,Out of field in 2019,Voluntarily,Number,4,4000
6336,r422,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Engineering",Out of field in 2015,Out of field in 2019,Voluntarily,SE,4,400
6336,r423,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Engineering",Out of field in 2015,Out of field in 2019,Involuntarily,Number,4,1600
6336,r424,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Engineering",Out of field in 2015,Out of field in 2019,Involuntarily,SE,4,225
6336,r425,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Health","Total employed in all survey cycles (2015, 2017, and 2019)",Number,,,2,31800
6336,r426,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Health","Total employed in all survey cycles (2015, 2017, and 2019)",SE,,,2,525
6336,r427,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Health",In field in 2015,In field in 2017,Number,,3,29750
6336,r428,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Health",In field in 2015,In field in 2017,SE,,3,575
6336,r429,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Health",In field in 2015,Out of field in 2017,Voluntarily,Number,4,600
6336,r430,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Health",In field in 2015,Out of field in 2017,Voluntarily,SE,4,175
6336,r431,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Health",In field in 2015,Out of field in 2017,Involuntarily,Number,4,350
6336,r432,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Health",In field in 2015,Out of field in 2017,Involuntarily,SE,4,125
6336,r433,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Health",In field in 2015,In field in 2019,Number,,3,29750
6336,r434,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Health",In field in 2015,In field in 2019,SE,,3,550
6336,r435,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Health",In field in 2015,Out of field in 2019,Voluntarily,Number,4,700
6336,r436,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Health",In field in 2015,Out of field in 2019,Voluntarily,SE,4,200
6336,r437,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Health",In field in 2015,Out of field in 2019,Involuntarily,Number,4,250
6336,r438,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Health",In field in 2015,Out of field in 2019,Involuntarily,SE,4,100
6336,r439,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Health",Out of field in 2015,In field in 2017,Number,,3,550
6336,r440,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Health",Out of field in 2015,In field in 2017,SE,,3,125
6336,r441,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Health",Out of field in 2015,Out of field in 2017,Voluntarily,Number,4,400
6336,r442,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Health",Out of field in 2015,Out of field in 2017,Voluntarily,SE,4,100
6336,r443,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Health",Out of field in 2015,Out of field in 2017,Involuntarily,Number,4,150
6336,r444,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Health",Out of field in 2015,Out of field in 2017,Involuntarily,SE,4,75
6336,r445,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Health",Out of field in 2015,In field in 2019,Number,,3,700
6336,r446,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Health",Out of field in 2015,In field in 2019,SE,,3,150
6336,r447,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Health",Out of field in 2015,Out of field in 2019,Voluntarily,Number,4,200
6336,r448,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Health",Out of field in 2015,Out of field in 2019,Voluntarily,SE,4,75
6336,r449,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Health",Out of field in 2015,Out of field in 2019,Involuntarily,Number,4,150
6336,r450,"All employed for all survey cycles (2015, 2017, and 2019) -> Field of degree -> Health",Out of field in 2015,Out of field in 2019,Involuntarily,SE,4,75
6336,r451,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> &#8804; 10 years","Total employed in all survey cycles (2015, 2017, and 2019)",Number,,,2,150000
6336,r452,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> &#8804; 10 years","Total employed in all survey cycles (2015, 2017, and 2019)",SE,,,2,875
6336,r453,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> &#8804; 10 years",In field in 2015,In field in 2017,Number,,3,137900
6336,r454,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> &#8804; 10 years",In field in 2015,In field in 2017,SE,,3,925
6336,r455,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> &#8804; 10 years",In field in 2015,Out of field in 2017,Voluntarily,Number,4,2800
6336,r456,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> &#8804; 10 years",In field in 2015,Out of field in 2017,Voluntarily,SE,4,250
6336,r457,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> &#8804; 10 years",In field in 2015,Out of field in 2017,Involuntarily,Number,4,2000
6336,r458,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> &#8804; 10 years",In field in 2015,Out of field in 2017,Involuntarily,SE,4,225
6336,r459,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> &#8804; 10 years",In field in 2015,In field in 2019,Number,,3,136550
6336,r460,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> &#8804; 10 years",In field in 2015,In field in 2019,SE,,3,925
6336,r461,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> &#8804; 10 years",In field in 2015,Out of field in 2019,Voluntarily,Number,4,3650
6336,r462,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> &#8804; 10 years",In field in 2015,Out of field in 2019,Voluntarily,SE,4,350
6336,r463,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> &#8804; 10 years",In field in 2015,Out of field in 2019,Involuntarily,Number,4,2500
6336,r464,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> &#8804; 10 years",In field in 2015,Out of field in 2019,Involuntarily,SE,4,250
6336,r465,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> &#8804; 10 years",Out of field in 2015,In field in 2017,Number,,3,3900
6336,r466,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> &#8804; 10 years",Out of field in 2015,In field in 2017,SE,,3,375
6336,r467,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> &#8804; 10 years",Out of field in 2015,Out of field in 2017,Voluntarily,Number,4,1950
6336,r468,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> &#8804; 10 years",Out of field in 2015,Out of field in 2017,Voluntarily,SE,4,225
6336,r469,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> &#8804; 10 years",Out of field in 2015,Out of field in 2017,Involuntarily,Number,4,1500
6336,r470,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> &#8804; 10 years",Out of field in 2015,Out of field in 2017,Involuntarily,SE,4,225
6336,r471,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> &#8804; 10 years",Out of field in 2015,In field in 2019,Number,,3,4250
6336,r472,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> &#8804; 10 years",Out of field in 2015,In field in 2019,SE,,3,325
6336,r473,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> &#8804; 10 years",Out of field in 2015,Out of field in 2019,Voluntarily,Number,4,1700
6336,r474,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> &#8804; 10 years",Out of field in 2015,Out of field in 2019,Voluntarily,SE,4,200
6336,r475,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> &#8804; 10 years",Out of field in 2015,Out of field in 2019,Involuntarily,Number,4,1400
6336,r476,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> &#8804; 10 years",Out of field in 2015,Out of field in 2019,Involuntarily,SE,4,200
6336,r477,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 11&#8211;20 years","Total employed in all survey cycles (2015, 2017, and 2019)",Number,,,2,270400
6336,r478,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 11&#8211;20 years","Total employed in all survey cycles (2015, 2017, and 2019)",SE,,,2,1150
6336,r479,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 11&#8211;20 years",In field in 2015,In field in 2017,Number,,3,246500
6336,r480,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 11&#8211;20 years",In field in 2015,In field in 2017,SE,,3,1275
6336,r481,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 11&#8211;20 years",In field in 2015,Out of field in 2017,Voluntarily,Number,4,4550
6336,r482,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 11&#8211;20 years",In field in 2015,Out of field in 2017,Voluntarily,SE,4,375
6336,r483,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 11&#8211;20 years",In field in 2015,Out of field in 2017,Involuntarily,Number,4,3250
6336,r484,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 11&#8211;20 years",In field in 2015,Out of field in 2017,Involuntarily,SE,4,350
6336,r485,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 11&#8211;20 years",In field in 2015,In field in 2019,Number,,3,245300
6336,r486,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 11&#8211;20 years",In field in 2015,In field in 2019,SE,,3,1225
6336,r487,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 11&#8211;20 years",In field in 2015,Out of field in 2019,Voluntarily,Number,4,5900
6336,r488,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 11&#8211;20 years",In field in 2015,Out of field in 2019,Voluntarily,SE,4,375
6336,r489,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 11&#8211;20 years",In field in 2015,Out of field in 2019,Involuntarily,Number,4,3050
6336,r490,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 11&#8211;20 years",In field in 2015,Out of field in 2019,Involuntarily,SE,4,325
6336,r491,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 11&#8211;20 years",Out of field in 2015,In field in 2017,Number,,3,7400
6336,r492,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 11&#8211;20 years",Out of field in 2015,In field in 2017,SE,,3,550
6336,r493,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 11&#8211;20 years",Out of field in 2015,Out of field in 2017,Voluntarily,Number,4,5150
6336,r494,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 11&#8211;20 years",Out of field in 2015,Out of field in 2017,Voluntarily,SE,4,400
6336,r495,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 11&#8211;20 years",Out of field in 2015,Out of field in 2017,Involuntarily,Number,4,3600
6336,r496,"All employed for all survey cycles (2015, 2017, and 2019) -> Years since degree -> 11&#8211;20 years",Out of field in 2015,Out of field in 2017,Involuntarily,SE,4,375
