table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures_passed_through,field_total_to_educational_subrecipients,field_total_to_business,field_total_to_nonprofit_organizations,field_total_to_other_subrecipients,field_federally_financed_all_r_d_expenditures_passed_through,field_federally_financed_to_educational_subrecipients,field_federally_financed_to_business,field_federally_financed_to_nonprofit_organizations,field_federally_financed_to_other_subrecipients
3189,r387,United States -> Missouri -> Private -> A. T. Still U.,United States,Missouri,Private,A. T. Still U.,4,"['21', '']","['16', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r388,United States -> Missouri -> Private -> Saint Louis U.,United States,Missouri,Private,Saint Louis U.,4,"['4,735', '']","['3,132', '']","['615', '']","['848', '']","['140', '']","['3,666', '']","['2,201', '']","['601', '']","['726', '']","['138', '']"
3189,r389,"United States -> Missouri -> Private -> Washington U., Saint Louis",United States,Missouri,Private,"Washington U., Saint Louis",4,"['60,896', '']","['43,640', '']","['1,323', '']","['11,582', '']","['4,351', '']","['53,935', '']","['39,028', '']","['1,228', '']","['9,785', '']","['3,894', '']"
3189,r390,United States -> Montana,United States,Montana,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r391,United States -> Montana -> Public,United States,Montana,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r392,"United States -> Montana -> Public -> Montana State U., Bozeman",United States,Montana,Public,"Montana State U., Bozeman",4,"['14,773', '']","['6,053', '']","['3,342', '']","['2,256', '']","['3,122', '']","['14,113', '']","['5,653', '']","['3,232', '']","['2,208', '']","['3,020', '']"
3189,r393,United States -> Montana -> Public -> Montana Technological U.,United States,Montana,Public,Montana Technological U.,4,"['148', '']","['72', '']","['67', '']","['0', '']","['9', '']","['81', '']","['72', '']","['0', '']","['0', '']","['9', '']"
3189,r394,"United States -> Montana -> Public -> U. Montana, Missoula",United States,Montana,Public,"U. Montana, Missoula",4,"['5,014', '']","['4,042', '']","['330', '']","['0', '']","['642', '']","['4,728', '']","['3,892', '']","['283', '']","['0', '']","['553', '']"
3189,r395,United States -> Montana -> Private,United States,Montana,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r396,United States -> Montana -> Private -> Salish Kootenai C.,United States,Montana,Private,Salish Kootenai C.,4,"['76', '']","['76', '']","['0', '']","['0', '']","['0', '']","['76', '']","['76', '']","['0', '']","['0', '']","['0', '']"
3189,r397,United States -> Nebraska,United States,Nebraska,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r398,United States -> Nebraska -> Public,United States,Nebraska,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r399,"United States -> Nebraska -> Public -> U. Nebraska, central administration",United States,Nebraska,Public,"U. Nebraska, central administration",4,"['8,935', '']","['8,930', '']","['0', '']","['5', '']","['0', '']","['8,935', '']","['8,930', '']","['0', '']","['5', '']","['0', '']"
3189,r400,"United States -> Nebraska -> Public -> U. Nebraska, Kearney",United States,Nebraska,Public,"U. Nebraska, Kearney",4,"['24', '']","['24', '']","['0', '']","['0', '']","['0', '']","['24', '']","['24', '']","['0', '']","['0', '']","['0', '']"
3189,r401,"United States -> Nebraska -> Public -> U. Nebraska, Lincoln",United States,Nebraska,Public,"U. Nebraska, Lincoln",4,"['14,920', '']","['11,444', '']","['208', '']","['1,746', '']","['1,522', '']","['13,980', '']","['10,809', '']","['142', '']","['1,723', '']","['1,306', '']"
3189,r402,"United States -> Nebraska -> Public -> U. Nebraska, Medical Center",United States,Nebraska,Public,"U. Nebraska, Medical Center",4,"['9,096', '']","['5,313', '']","['738', '']","['2,761', '']","['284', '']","['8,602', '']","['5,137', '']","['702', '']","['2,516', '']","['247', '']"
3189,r403,"United States -> Nebraska -> Public -> U. Nebraska, Omaha",United States,Nebraska,Public,"U. Nebraska, Omaha",4,"['981', '']","['979', '']","['0', '']","['2', '']","['0', '']","['802', '']","['800', '']","['0', '']","['2', '']","['0', '']"
3189,r404,United States -> Nebraska -> Private,United States,Nebraska,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r405,United States -> Nebraska -> Private -> Creighton U.,United States,Nebraska,Private,Creighton U.,4,"['892', 'i']","['583', 'i']","['139', 'i']","['170', 'i']","['0', 'i']","['892', 'i']","['583', 'i']","['139', 'i']","['170', 'i']","['0', 'i']"
3189,r406,United States -> Nebraska -> Private -> Doane U.,United States,Nebraska,Private,Doane U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r407,United States -> Nevada,United States,Nevada,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r408,United States -> Nevada -> Public,United States,Nevada,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r409,United States -> Nevada -> Public -> Desert Research Institute,United States,Nevada,Public,Desert Research Institute,4,"['953', '']","['342', '']","['424', '']","['20', '']","['167', '']","['598', '']","['342', '']","['96', '']","['0', '']","['160', '']"
3189,r410,"United States -> Nevada -> Public -> U. Nevada, Las Vegas",United States,Nevada,Public,"U. Nevada, Las Vegas",4,"['5,297', '']","['4,802', '']","['199', '']","['221', '']","['75', '']","['5,059', '']","['4,779', '']","['175', '']","['30', '']","['75', '']"
3189,r411,"United States -> Nevada -> Public -> U. Nevada, Reno",United States,Nevada,Public,"U. Nevada, Reno",4,"['8,982', '']","['6,917', '']","['852', '']","['464', '']","['749', '']","['8,298', '']","['6,425', '']","['802', '']","['322', '']","['749', '']"
3189,r412,United States -> Nevada -> Private,United States,Nevada,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r413,United States -> Nevada -> Private -> Roseman U. of Health Sciences,United States,Nevada,Private,Roseman U. of Health Sciences,4,"['52', 'i']","['0', 'i']","['0', 'i']","['52', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3189,r414,United States -> New Hampshire,United States,New Hampshire,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r415,United States -> New Hampshire -> Public,United States,New Hampshire,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r416,United States -> New Hampshire -> Public -> Keene State C.,United States,New Hampshire,Public,Keene State C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r417,United States -> New Hampshire -> Public -> U. New Hampshire,United States,New Hampshire,Public,U. New Hampshire,4,"['12,130', '']","['7,548', '']","['1,823', '']","['2,181', '']","['578', '']","['11,863', '']","['7,281', '']","['1,823', '']","['2,181', '']","['578', '']"
3189,r418,United States -> New Hampshire -> Private,United States,New Hampshire,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r419,United States -> New Hampshire -> Private -> Dartmouth C. and Dartmouth Hitchcock Medical Center,United States,New Hampshire,Private,Dartmouth C. and Dartmouth Hitchcock Medical Center,4,"['17,914', '']","['14,108', '']","['1,587', '']","['1,375', '']","['844', '']","['16,726', '']","['13,735', '']","['1,427', '']","['972', '']","['592', '']"
3189,r420,United States -> New Jersey,United States,New Jersey,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r421,United States -> New Jersey -> Public,United States,New Jersey,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r422,United States -> New Jersey -> Public -> Montclair State U.,United States,New Jersey,Public,Montclair State U.,4,"['2,235', '']","['455', '']","['11', '']","['1,769', '']","['0', '']","['160', '']","['145', '']","['0', '']","['15', '']","['0', '']"
3189,r423,United States -> New Jersey -> Public -> New Jersey City U.,United States,New Jersey,Public,New Jersey City U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r424,United States -> New Jersey -> Public -> New Jersey Institute of Technology,United States,New Jersey,Public,New Jersey Institute of Technology,4,"['32,942', '']","['5,323', '']","['21,382', '']","['1,175', '']","['5,062', '']","['32,447', '']","['4,944', '']","['21,276', '']","['1,165', '']","['5,062', '']"
3189,r425,United States -> New Jersey -> Public -> Rowan U.,United States,New Jersey,Public,Rowan U.,4,"['604', '']","['468', '']","['118', '']","['18', '']","['0', '']","['377', '']","['241', '']","['118', '']","['18', '']","['0', '']"
3189,r426,"United States -> New Jersey -> Public -> Rutgers, State U. New Jersey, Camden",United States,New Jersey,Public,"Rutgers, State U. New Jersey, Camden",4,"['81', '']","['81', '']","['0', '']","['0', '']","['0', '']","['81', '']","['81', '']","['0', '']","['0', '']","['0', '']"
3189,r427,"United States -> New Jersey -> Public -> Rutgers, State U. New Jersey, New Brunswick",United States,New Jersey,Public,"Rutgers, State U. New Jersey, New Brunswick",4,"['47,749', '']","['30,854', '']","['7,172', '']","['6,841', '']","['2,882', '']","['43,039', '']","['28,760', '']","['5,573', '']","['6,065', '']","['2,641', '']"
3189,r428,"United States -> New Jersey -> Public -> Rutgers, State U. New Jersey, Newark",United States,New Jersey,Public,"Rutgers, State U. New Jersey, Newark",4,"['1,377', '']","['1,282', '']","['9', '']","['0', '']","['86', '']","['1,283', '']","['1,188', '']","['9', '']","['0', '']","['86', '']"
3189,r429,United States -> New Jersey -> Public -> Stockton U.,United States,New Jersey,Public,Stockton U.,4,"['43', '']","['0', '']","['43', '']","['0', '']","['0', '']","['43', '']","['0', '']","['43', '']","['0', '']","['0', '']"
3189,r430,United States -> New Jersey -> Public -> William Paterson U.,United States,New Jersey,Public,William Paterson U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r431,United States -> New Jersey -> Private,United States,New Jersey,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r432,United States -> New Jersey -> Private -> Monmouth U.,United States,New Jersey,Private,Monmouth U.,4,"['665', '']","['153', '']","['0', '']","['512', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r433,United States -> New Jersey -> Private -> Princeton U.,United States,New Jersey,Private,Princeton U.,4,"['30,139', '']","['26,847', '']","['660', '']","['1,828', '']","['804', '']","['29,679', '']","['26,465', '']","['582', '']","['1,828', '']","['804', '']"
3189,r434,United States -> New Jersey -> Private -> Rider U.,United States,New Jersey,Private,Rider U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r435,United States -> New Jersey -> Private -> Seton Hall U.,United States,New Jersey,Private,Seton Hall U.,4,"['230', '']","['230', '']","['0', '']","['0', '']","['0', '']","['230', '']","['230', '']","['0', '']","['0', '']","['0', '']"
3189,r436,United States -> New Jersey -> Private -> Stevens Institute of Technology,United States,New Jersey,Private,Stevens Institute of Technology,4,"['4,902', '']","['4,715', '']","['173', '']","['14', '']","['0', '']","['4,835', '']","['4,670', '']","['161', '']","['4', '']","['0', '']"
3189,r437,United States -> New Mexico,United States,New Mexico,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r438,United States -> New Mexico -> Public,United States,New Mexico,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r439,United States -> New Mexico -> Public -> New Mexico Institute of Mining and Technology,United States,New Mexico,Public,New Mexico Institute of Mining and Technology,4,"['2,055', '']","['1,248', '']","['797', '']","['0', '']","['10', '']","['2,055', '']","['1,248', '']","['797', '']","['0', '']","['10', '']"
3189,r440,United States -> New Mexico -> Public -> New Mexico State U.,United States,New Mexico,Public,New Mexico State U.,4,"['8,675', '']","['3,436', '']","['4,106', '']","['775', '']","['358', '']","['8,308', '']","['3,131', '']","['4,057', '']","['775', '']","['345', '']"
3189,r441,United States -> New Mexico -> Public -> U. New Mexico,United States,New Mexico,Public,U. New Mexico,4,"['21,696', '']","['12,288', '']","['3,177', '']","['4,328', '']","['1,903', '']","['19,826', '']","['12,087', '']","['3,039', '']","['3,332', '']","['1,368', '']"
3189,r442,United States -> New York,United States,New York,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r443,United States -> New York -> Public,United States,New York,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r444,"United States -> New York -> Public -> CUNY, Advanced Science Research Center",United States,New York,Public,"CUNY, Advanced Science Research Center",4,"['1,410', '']","['1,410', '']","['0', '']","['0', '']","['0', '']","['1,410', '']","['1,410', '']","['0', '']","['0', '']","['0', '']"
3189,r445,"United States -> New York -> Public -> CUNY, Baruch C.",United States,New York,Public,"CUNY, Baruch C.",4,"['80', '']","['39', '']","['0', '']","['41', '']","['0', '']","['49', '']","['8', '']","['0', '']","['41', '']","['0', '']"
3189,r446,"United States -> New York -> Public -> CUNY, Brooklyn C.",United States,New York,Public,"CUNY, Brooklyn C.",4,"['69', 'i']","['63', 'i']","['6', 'i']","['0', 'i']","['0', 'i']","['45', 'i']","['45', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3189,r447,"United States -> New York -> Public -> CUNY, C. Staten Island",United States,New York,Public,"CUNY, C. Staten Island",4,"['311', '']","['104', '']","['35', '']","['172', '']","['0', '']","['236', '']","['104', '']","['35', '']","['97', '']","['0', '']"
3189,r448,"United States -> New York -> Public -> CUNY, City C.",United States,New York,Public,"CUNY, City C.",4,"['5,419', '']","['4,526', '']","['516', '']","['377', '']","['0', '']","['4,502', '']","['4,257', '']","['118', '']","['127', '']","['0', '']"
3189,r449,"United States -> New York -> Public -> CUNY, Graduate Center",United States,New York,Public,"CUNY, Graduate Center",4,"['1,423', '']","['502', '']","['0', '']","['921', '']","['0', '']","['1,199', '']","['328', '']","['0', '']","['871', '']","['0', '']"
3189,r450,"United States -> New York -> Public -> CUNY, Graduate School of Public Health and Health Policy",United States,New York,Public,"CUNY, Graduate School of Public Health and Health Policy",4,"['428', '']","['204', '']","['0', '']","['224', '']","['0', '']","['424', '']","['200', '']","['0', '']","['224', '']","['0', '']"
3189,r451,"United States -> New York -> Public -> CUNY, Hunter C.",United States,New York,Public,"CUNY, Hunter C.",4,"['2,169', '']","['1,192', '']","['196', '']","['745', '']","['36', '']","['2,094', '']","['1,122', '']","['196', '']","['745', '']","['31', '']"
3189,r452,"United States -> New York -> Public -> CUNY, John Jay C. of Criminal Justice",United States,New York,Public,"CUNY, John Jay C. of Criminal Justice",4,"['1,596', '']","['1,345', '']","['85', '']","['166', '']","['0', '']","['1,057', '']","['972', '']","['85', '']","['0', '']","['0', '']"
3189,r453,"United States -> New York -> Public -> CUNY, Lehman C.",United States,New York,Public,"CUNY, Lehman C.",4,"['99', '']","['99', '']","['0', '']","['0', '']","['0', '']","['99', '']","['99', '']","['0', '']","['0', '']","['0', '']"
3189,r454,"United States -> New York -> Public -> CUNY, Medgar Evers C.",United States,New York,Public,"CUNY, Medgar Evers C.",4,"['112', '']","['112', '']","['0', '']","['0', '']","['0', '']","['112', '']","['112', '']","['0', '']","['0', '']","['0', '']"
3189,r455,"United States -> New York -> Public -> CUNY, New York City C. of Technology",United States,New York,Public,"CUNY, New York City C. of Technology",4,"['152', '']","['152', '']","['0', '']","['0', '']","['0', '']","['152', '']","['152', '']","['0', '']","['0', '']","['0', '']"
3189,r456,"United States -> New York -> Public -> CUNY, Queens C.",United States,New York,Public,"CUNY, Queens C.",4,"['2,170', '']","['734', '']","['405', '']","['1,031', '']","['0', '']","['2,058', '']","['622', '']","['405', '']","['1,031', '']","['0', '']"
3189,r457,"United States -> New York -> Public -> CUNY, system office",United States,New York,Public,"CUNY, system office",4,"['553', '']","['553', '']","['0', '']","['0', '']","['0', '']","['553', '']","['553', '']","['0', '']","['0', '']","['0', '']"
3189,r458,"United States -> New York -> Public -> CUNY, York C.",United States,New York,Public,"CUNY, York C.",4,"['105', '']","['0', '']","['0', '']","['105', '']","['0', '']","['105', '']","['0', '']","['0', '']","['105', '']","['0', '']"
3189,r459,"United States -> New York -> Public -> SUNY, Binghamton U.",United States,New York,Public,"SUNY, Binghamton U.",4,"['6,584', '']","['3,155', '']","['3,263', '']","['166', '']","['0', '']","['4,660', '']","['3,139', '']","['1,355', '']","['166', '']","['0', '']"
3189,r460,"United States -> New York -> Public -> SUNY, Buffalo State",United States,New York,Public,"SUNY, Buffalo State",4,"['48', '']","['48', '']","['0', '']","['0', '']","['0', '']","['48', '']","['48', '']","['0', '']","['0', '']","['0', '']"
3189,r461,"United States -> New York -> Public -> SUNY, C. Brockport",United States,New York,Public,"SUNY, C. Brockport",4,"['55', '']","['0', '']","['0', '']","['0', '']","['55', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r462,"United States -> New York -> Public -> SUNY, C. of Environmental Science and Forestry",United States,New York,Public,"SUNY, C. of Environmental Science and Forestry",4,"['743', '']","['554', '']","['182', '']","['7', '']","['0', '']","['518', '']","['412', '']","['99', '']","['7', '']","['0', '']"
3189,r463,"United States -> New York -> Public -> SUNY, C. of Optometry",United States,New York,Public,"SUNY, C. of Optometry",4,"['18', '']","['18', '']","['0', '']","['0', '']","['0', '']","['18', '']","['18', '']","['0', '']","['0', '']","['0', '']"
3189,r464,"United States -> New York -> Public -> SUNY, C. Plattsburgh",United States,New York,Public,"SUNY, C. Plattsburgh",4,"['54', '']","['0', '']","['22', '']","['0', '']","['32', '']","['54', '']","['0', '']","['22', '']","['0', '']","['32', '']"
3189,r465,"United States -> New York -> Public -> SUNY, Downstate Medical Center",United States,New York,Public,"SUNY, Downstate Medical Center",4,"['8,573', '']","['8,225', '']","['0', '']","['259', '']","['89', '']","['8,522', '']","['8,174', '']","['0', '']","['259', '']","['89', '']"
3189,r466,"United States -> New York -> Public -> SUNY, Geneseo",United States,New York,Public,"SUNY, Geneseo",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r467,"United States -> New York -> Public -> SUNY, Oswego",United States,New York,Public,"SUNY, Oswego",4,"['2', '']","['0', '']","['0', '']","['2', '']","['0', '']","['2', '']","['0', '']","['0', '']","['2', '']","['0', '']"
3189,r468,"United States -> New York -> Public -> SUNY, Polytechnic Institute",United States,New York,Public,"SUNY, Polytechnic Institute",4,"['18,039', '']","['10,225', '']","['7,779', '']","['35', '']","['0', '']","['14,684', '']","['9,168', '']","['5,516', '']","['0', '']","['0', '']"
3189,r469,"United States -> New York -> Public -> SUNY, Stony Brook U.",United States,New York,Public,"SUNY, Stony Brook U.",4,"['19,621', '']","['17,381', '']","['561', '']","['1,314', '']","['365', '']","['18,948', '']","['17,176', '']","['440', '']","['1,068', '']","['264', '']"
3189,r470,"United States -> New York -> Public -> SUNY, U. Albany",United States,New York,Public,"SUNY, U. Albany",4,"['19,446', '']","['7,239', '']","['2,962', '']","['9,001', '']","['244', '']","['9,209', '']","['5,741', '']","['910', '']","['2,319', '']","['239', '']"
3189,r471,"United States -> New York -> Public -> SUNY, U. Buffalo",United States,New York,Public,"SUNY, U. Buffalo",4,"['18,944', '']","['11,958', '']","['1,078', '']","['5,908', '']","['0', '']","['15,369', '']","['11,210', '']","['181', '']","['3,978', '']","['0', '']"
3189,r472,"United States -> New York -> Public -> SUNY, Upstate Medical U.",United States,New York,Public,"SUNY, Upstate Medical U.",4,"['1,695', '']","['1,029', '']","['210', '']","['436', '']","['20', '']","['1,522', '']","['1,002', '']","['210', '']","['290', '']","['20', '']"
3189,r473,United States -> New York -> Public -> U.S. Military Academy,United States,New York,Public,U.S. Military Academy,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r474,United States -> New York -> Private,United States,New York,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3189,r475,United States -> New York -> Private -> Albany C. of Pharmacy and Health Sciences,United States,New York,Private,Albany C. of Pharmacy and Health Sciences,4,"['215', '']","['215', '']","['0', '']","['0', '']","['0', '']","['215', '']","['215', '']","['0', '']","['0', '']","['0', '']"
3189,r476,United States -> New York -> Private -> Albany Medical C.,United States,New York,Private,Albany Medical C.,4,"['1,050', '']","['974', '']","['0', '']","['76', '']","['0', '']","['1,050', '']","['974', '']","['0', '']","['76', '']","['0', '']"
3189,r477,United States -> New York -> Private -> Albert Einstein C. of Medicine,United States,New York,Private,Albert Einstein C. of Medicine,4,"['28,661', '']","['18,866', '']","['2,490', '']","['6,070', '']","['1,235', '']","['28,440', '']","['18,760', '']","['2,490', '']","['5,955', '']","['1,235', '']"
3189,r478,United States -> New York -> Private -> Alfred U.,United States,New York,Private,Alfred U.,4,"['96', '']","['96', '']","['0', '']","['0', '']","['0', '']","['96', '']","['96', '']","['0', '']","['0', '']","['0', '']"
3189,r479,United States -> New York -> Private -> Barnard C.,United States,New York,Private,Barnard C.,4,"['654', '']","['654', '']","['0', '']","['0', '']","['0', '']","['654', '']","['654', '']","['0', '']","['0', '']","['0', '']"
3189,r480,United States -> New York -> Private -> Canisius C.,United States,New York,Private,Canisius C.,4,"['5', '']","['5', '']","['0', '']","['0', '']","['0', '']","['5', '']","['5', '']","['0', '']","['0', '']","['0', '']"
3189,r481,United States -> New York -> Private -> Clarkson U.,United States,New York,Private,Clarkson U.,4,"['1,183', '']","['213', '']","['393', '']","['516', '']","['61', '']","['1,079', '']","['213', '']","['393', '']","['412', '']","['61', '']"
3189,r482,United States -> New York -> Private -> Cold Spring Harbor Laboratory,United States,New York,Private,Cold Spring Harbor Laboratory,4,"['7,118', 'i']","['4,221', 'i']","['1,413', 'i']","['1,393', 'i']","['91', 'i']","['6,489', 'i']","['4,221', 'i']","['980', 'i']","['1,211', 'i']","['77', 'i']"
3189,r483,United States -> New York -> Private -> Colgate U.,United States,New York,Private,Colgate U.,4,"['25', '']","['25', '']","['0', '']","['0', '']","['0', '']","['25', '']","['25', '']","['0', '']","['0', '']","['0', '']"
3189,r484,United States -> New York -> Private -> Columbia U. in the City of New York,United States,New York,Private,Columbia U. in the City of New York,4,"['102,574', '']","['66,017', '']","['1,350', '']","['26,298', '']","['8,909', '']","['96,581', '']","['62,520', '']","['1,305', '']","['25,576', '']","['7,180', '']"
3189,r485,United States -> New York -> Private -> Cornell U.,United States,New York,Private,Cornell U.,4,"['97,060', '']","['46,255', '']","['11,725', '']","['20,798', '']","['18,282', '']","['72,154', '']","['42,027', '']","['9,457', '']","['16,567', '']","['4,103', '']"
3189,r486,United States -> New York -> Private -> Fordham U.,United States,New York,Private,Fordham U.,4,"['203', '']","['160', '']","['0', '']","['43', '']","['0', '']","['203', '']","['160', '']","['0', '']","['43', '']","['0', '']"
3189,r487,United States -> New York -> Private -> Hamilton C.,United States,New York,Private,Hamilton C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r488,United States -> New York -> Private -> Hobart and William Smith Colleges,United States,New York,Private,Hobart and William Smith Colleges,4,"['4', '']","['0', '']","['0', '']","['4', '']","['0', '']","['4', '']","['0', '']","['0', '']","['4', '']","['0', '']"
3189,r489,United States -> New York -> Private -> Hofstra U.,United States,New York,Private,Hofstra U.,4,"['103', '']","['0', '']","['0', '']","['51', '']","['52', '']","['103', '']","['0', '']","['0', '']","['51', '']","['52', '']"
3189,r490,United States -> New York -> Private -> Icahn School of Medicine at Mount Sinai,United States,New York,Private,Icahn School of Medicine at Mount Sinai,4,"['73,287', '']","['39,782', '']","['1,397', '']","['25,754', '']","['6,354', '']","['68,840', '']","['38,832', '']","['1,308', '']","['22,428', '']","['6,272', '']"
3189,r491,United States -> New York -> Private -> Long Island U.,United States,New York,Private,Long Island U.,4,"['242', '']","['242', '']","['0', '']","['0', '']","['0', '']","['242', '']","['242', '']","['0', '']","['0', '']","['0', '']"
3189,r492,United States -> New York -> Private -> Manhattan C.,United States,New York,Private,Manhattan C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r493,"United States -> New York -> Private -> Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",United States,New York,Private,"Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r494,United States -> New York -> Private -> New School,United States,New York,Private,New School,4,"['2,859', '']","['0', '']","['881', '']","['1,777', '']","['201', '']","['881', '']","['0', '']","['881', '']","['0', '']","['0', '']"
3189,r495,United States -> New York -> Private -> New York Institute of Technology,United States,New York,Private,New York Institute of Technology,4,"['96', '']","['50', '']","['0', '']","['46', '']","['0', '']","['96', '']","['50', '']","['0', '']","['46', '']","['0', '']"
3189,r496,United States -> New York -> Private -> New York Medical C.,United States,New York,Private,New York Medical C.,4,"['948', '']","['874', '']","['74', '']","['NA', '']","['NA', '']","['948', '']","['874', '']","['74', '']","['NA', '']","['NA', '']"
3189,r497,United States -> New York -> Private -> New York U.,United States,New York,Private,New York U.,4,"['66,007', '']","['13,993', '']","['6,403', '']","['43,815', '']","['1,796', '']","['58,666', '']","['12,233', '']","['5,831', '']","['39,976', '']","['626', '']"
3189,r498,United States -> New York -> Private -> Niagara U.,United States,New York,Private,Niagara U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3189,r499,United States -> New York -> Private -> Pace U.,United States,New York,Private,Pace U.,4,"['720', '']","['336', '']","['0', '']","['384', '']","['0', '']","['720', '']","['336', '']","['0', '']","['384', '']","['0', '']"
3189,r500,United States -> New York -> Private -> Rensselaer Polytechnic Institute,United States,New York,Private,Rensselaer Polytechnic Institute,4,"['5,409', '']","['3,500', '']","['772', '']","['714', '']","['423', '']","['4,555', '']","['3,185', '']","['503', '']","['644', '']","['223', '']"
3189,r501,United States -> New York -> Private -> Rochester Institute of Technology,United States,New York,Private,Rochester Institute of Technology,4,"['1,569', '']","['1,354', '']","['119', '']","['16', '']","['80', '']","['1,230', '']","['1,028', '']","['106', '']","['16', '']","['80', '']"
3189,r502,United States -> New York -> Private -> Rockefeller U.,United States,New York,Private,Rockefeller U.,4,"['12,886', '']","['7,259', '']","['76', '']","['4,246', '']","['1,305', '']","['9,193', '']","['5,572', '']","['76', '']","['2,872', '']","['673', '']"
