table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_2016,field_2017,field_2018,field_2019_total,field_2019_principal_investigators,field_2019_other_personnel
3191,r333,Michigan -> Public -> Grand Valley State U.,Michigan,Public,Grand Valley State U.,3,"['344', '']","['311', '']","['240', '']","['272', '']","['35', '']","['237', '']"
3191,r334,Michigan -> Public -> Michigan State U.,Michigan,Public,Michigan State U.,3,"['6,931', '']","['7,548', '']","['7,840', '']","['7,935', '']","['1,137', '']","['6,798', '']"
3191,r335,Michigan -> Public -> Michigan Technological U.,Michigan,Public,Michigan Technological U.,3,"['1,734', '']","['1,741', '']","['1,761', '']","['1,769', '']","['242', '']","['1,527', '']"
3191,r336,Michigan -> Public -> Northern Michigan U.,Michigan,Public,Northern Michigan U.,3,"['96', '']","['33', '']","['94', '']","['83', '']","['22', '']","['61', '']"
3191,r337,Michigan -> Public -> Oakland U.,Michigan,Public,Oakland U.,3,"['429', '']","['450', '']","['418', '']","['546', '']","['91', '']","['455', '']"
3191,r338,Michigan -> Public -> Saginaw Valley State U.,Michigan,Public,Saginaw Valley State U.,3,"['143', '']","['135', '']","['142', '']","['189', '']","['30', '']","['159', '']"
3191,r339,"Michigan -> Public -> U. Michigan, Ann Arbor",Michigan,Public,"U. Michigan, Ann Arbor",3,"['20,950', '']","['21,999', '']","['22,863', '']","['23,007', '']","['5,575', '']","['17,432', '']"
3191,r340,"Michigan -> Public -> U. Michigan, Dearborn",Michigan,Public,"U. Michigan, Dearborn",3,"['341', '']","['383', '']","['414', '']","['426', '']","['161', '']","['265', '']"
3191,r341,"Michigan -> Public -> U. Michigan, Flint",Michigan,Public,"U. Michigan, Flint",3,"['ne', '']","['179', '']","['183', '']","['243', '']","['57', '']","['186', '']"
3191,r342,Michigan -> Public -> Wayne State U.,Michigan,Public,Wayne State U.,3,"['3,772', '']","['3,612', '']","['3,659', '']","['3,627', '']","['644', '']","['2,983', '']"
3191,r343,Michigan -> Public -> Western Michigan U. and Homer Stryker M.D. School of Medicine,Michigan,Public,Western Michigan U. and Homer Stryker M.D. School of Medicine,3,"['576', '']","['516', '']","['553', '']","['326', '']","['100', '']","['226', '']"
3191,r344,Michigan -> Private,Michigan,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r345,Michigan -> Private -> Albion C.,Michigan,Private,Albion C.,3,"['ne', '']","['5', '']","['3', '']","['5', '']","['4', '']","['1', '']"
3191,r346,Michigan -> Private -> Andrews U.,Michigan,Private,Andrews U.,3,"['ne', '']","['ne', '']","['ne', '']","['17', '']","['8', '']","['9', '']"
3191,r347,Michigan -> Private -> Calvin U.,Michigan,Private,Calvin U.,3,"['179', '']","['154', '']","['187', '']","['253', '']","['75', '']","['178', '']"
3191,r348,Michigan -> Private -> Hope C.,Michigan,Private,Hope C.,3,"['208', '']","['211', '']","['292', '']","['370', '']","['67', '']","['303', '']"
3191,r349,Michigan -> Private -> Kettering U.,Michigan,Private,Kettering U.,3,"['144', '']","['101', '']","['109', '']","['94', '']","['42', '']","['52', '']"
3191,r350,Michigan -> Private -> Lawrence Technological U.,Michigan,Private,Lawrence Technological U.,3,"['99', '']","['73', '']","['97', '']","['78', '']","['17', '']","['61', '']"
3191,r351,Michigan -> Private -> U. Detroit Mercy,Michigan,Private,U. Detroit Mercy,3,"['91', '']","['96', '']","['162', '']","['142', '']","['48', '']","['94', '']"
3191,r352,Michigan -> Private -> Van Andel Research Institute,Michigan,Private,Van Andel Research Institute,3,"['263', '']","['284', '']","['307', '']","['355', '']","['35', '']","['320', '']"
3191,r353,Minnesota,Minnesota,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r354,Minnesota -> Public,Minnesota,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r355,"Minnesota -> Public -> Minnesota State U., Mankato",Minnesota,Public,"Minnesota State U., Mankato",3,"['254', 'i']","['375', 'i']","['398', 'i']","['395', 'i']","['85', 'i']","['310', 'i']"
3191,r356,Minnesota -> Public -> St. Cloud State U.,Minnesota,Public,St. Cloud State U.,3,"['418', '']","['372', '']","['320', '']","['280', '']","['28', '']","['252', '']"
3191,r357,"Minnesota -> Public -> U. Minnesota, Duluth",Minnesota,Public,"U. Minnesota, Duluth",3,"['650', '']","['655', '']","['616', '']","['603', '']","['134', '']","['469', '']"
3191,r358,"Minnesota -> Public -> U. Minnesota, Morris",Minnesota,Public,"U. Minnesota, Morris",3,"['91', '']","['92', '']","['ne', '']","['63', '']","['8', '']","['55', '']"
3191,r359,"Minnesota -> Public -> U. Minnesota, Twin Cities",Minnesota,Public,"U. Minnesota, Twin Cities",3,"['14,103', '']","['14,117', '']","['14,477', '']","['14,681', '']","['2,855', '']","['11,826', '']"
3191,r360,Minnesota -> Private,Minnesota,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r361,Minnesota -> Private -> Augsburg U.,Minnesota,Private,Augsburg U.,3,"['64', '']","['35', '']","['31', '']","['32', '']","['6', '']","['26', '']"
3191,r362,Minnesota -> Private -> C. of Saint Benedict,Minnesota,Private,C. of Saint Benedict,3,"['54', '']","['54', '']","['53', '']","['53', 'i']","['26', 'i']","['27', 'i']"
3191,r363,Minnesota -> Private -> Carleton C.,Minnesota,Private,Carleton C.,3,"['369', '']","['416', '']","['422', '']","['375', '']","['20', '']","['355', '']"
3191,r364,Minnesota -> Private -> Macalester C.,Minnesota,Private,Macalester C.,3,"['88', '']","['85', '']","['83', '']","['87', '']","['27', '']","['60', '']"
3191,r365,"Minnesota -> Private -> Saint John's U., Collegeville",Minnesota,Private,"Saint John's U., Collegeville",3,"['53', '']","['53', '']","['60', '']","['60', 'i']","['27', 'i']","['33', 'i']"
3191,r366,Minnesota -> Private -> St. Olaf C.,Minnesota,Private,St. Olaf C.,3,"['166', '']","['162', '']","['170', '']","['153', '']","['60', '']","['93', '']"
3191,r367,Minnesota -> Private -> U. of St. Thomas (MN),Minnesota,Private,U. of St. Thomas (MN),3,"['133', '']","['116', '']","['121', '']","['150', '']","['21', '']","['129', '']"
3191,r368,Mississippi,Mississippi,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r369,Mississippi -> Public,Mississippi,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r370,Mississippi -> Public -> Alcorn State U.,Mississippi,Public,Alcorn State U.,3,"['273', '']","['353', '']","['300', '']","['288', '']","['29', '']","['259', '']"
3191,r371,Mississippi -> Public -> Jackson State U.,Mississippi,Public,Jackson State U.,3,"['441', '']","['401', '']","['336', '']","['309', '']","['35', '']","['274', '']"
3191,r372,Mississippi -> Public -> Mississippi State U.,Mississippi,Public,Mississippi State U.,3,"['4,024', '']","['3,883', '']","['3,992', '']","['4,044', '']","['605', '']","['3,439', '']"
3191,r373,Mississippi -> Public -> U. Mississippi,Mississippi,Public,U. Mississippi,3,"['2,152', '']","['2,378', '']","['1,933', '']","['2,080', '']","['467', '']","['1,613', '']"
3191,r374,Mississippi -> Public -> U. Southern Mississippi,Mississippi,Public,U. Southern Mississippi,3,"['718', '']","['733', '']","['723', '']","['688', '']","['115', '']","['573', '']"
3191,r375,Mississippi -> Private,Mississippi,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r376,Mississippi -> Private -> Tougaloo C.,Mississippi,Private,Tougaloo C.,3,"['25', '']","['60', '']","['33', '']","['63', '']","['9', '']","['54', '']"
3191,r377,Missouri,Missouri,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r378,Missouri -> Public,Missouri,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r379,"Missouri -> Public -> Lincoln U., Jefferson City",Missouri,Public,"Lincoln U., Jefferson City",3,"['146', '']","['133', '']","['95', '']","['129', '']","['32', '']","['97', '']"
3191,r380,Missouri -> Public -> Missouri State U.,Missouri,Public,Missouri State U.,3,"['151', '']","['136', '']","['106', '']","['139', '']","['25', '']","['114', '']"
3191,r381,Missouri -> Public -> Missouri U. of Science and Technology,Missouri,Public,Missouri U. of Science and Technology,3,"['1,012', '']","['1,051', '']","['1,120', '']","['1,137', '']","['188', '']","['949', '']"
3191,r382,"Missouri -> Public -> U. Missouri, Columbia",Missouri,Public,"U. Missouri, Columbia",3,"['4,625', '']","['4,466', '']","['4,335', '']","['4,310', '']","['691', '']","['3,619', '']"
3191,r383,"Missouri -> Public -> U. Missouri, Kansas City",Missouri,Public,"U. Missouri, Kansas City",3,"['588', '']","['566', '']","['584', '']","['592', '']","['122', '']","['470', '']"
3191,r384,"Missouri -> Public -> U. Missouri, Saint Louis",Missouri,Public,"U. Missouri, Saint Louis",3,"['315', '']","['314', '']","['303', '']","['329', '']","['67', '']","['262', '']"
3191,r385,Missouri -> Private,Missouri,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r386,Missouri -> Private -> A. T. Still U.,Missouri,Private,A. T. Still U.,3,"['118', '']","['2', '']","['ne', '']","['27', '']","['7', '']","['20', '']"
3191,r387,Missouri -> Private -> Saint Louis U.,Missouri,Private,Saint Louis U.,3,"['1,541', '']","['1,561', '']","['1,493', '']","['1,425', '']","['228', '']","['1,197', '']"
3191,r388,"Missouri -> Private -> Washington U., Saint Louis",Missouri,Private,"Washington U., Saint Louis",3,"['7,810', '']","['7,998', '']","['8,223', '']","['8,405', '']","['1,521', '']","['6,884', '']"
3191,r389,Montana,Montana,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r390,Montana -> Public,Montana,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r391,"Montana -> Public -> Montana State U., Bozeman",Montana,Public,"Montana State U., Bozeman",3,"['791', '']","['828', '']","['877', '']","['880', '']","['555', '']","['325', '']"
3191,r392,Montana -> Public -> Montana Technological U.,Montana,Public,Montana Technological U.,3,"['160', '']","['250', '']","['160', '']","['200', '']","['50', '']","['150', '']"
3191,r393,"Montana -> Public -> U. Montana, Missoula",Montana,Public,"U. Montana, Missoula",3,"['1,428', '']","['1,130', '']","['1,121', '']","['1,169', '']","['294', '']","['875', '']"
3191,r394,Montana -> Private,Montana,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r395,Montana -> Private -> Salish Kootenai C.,Montana,Private,Salish Kootenai C.,3,"['38', '']","['64', '']","['55', '']","['74', '']","['12', '']","['62', '']"
3191,r396,Nebraska,Nebraska,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r397,Nebraska -> Public,Nebraska,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r398,"Nebraska -> Public -> U. Nebraska, central administration",Nebraska,Public,"U. Nebraska, central administration",3,"['ne', '']","['ne', '']","['49', '']","['70', '']","['10', '']","['60', '']"
3191,r399,"Nebraska -> Public -> U. Nebraska, Kearney",Nebraska,Public,"U. Nebraska, Kearney",3,"['164', '']","['151', '']","['145', '']","['193', '']","['30', '']","['163', '']"
3191,r400,"Nebraska -> Public -> U. Nebraska, Lincoln",Nebraska,Public,"U. Nebraska, Lincoln",3,"['6,441', '']","['6,464', '']","['6,683', '']","['6,755', '']","['852', '']","['5,903', '']"
3191,r401,"Nebraska -> Public -> U. Nebraska, Medical Center",Nebraska,Public,"U. Nebraska, Medical Center",3,"['1,921', '']","['2,092', '']","['2,180', '']","['2,738', '']","['696', '']","['2,042', '']"
3191,r402,"Nebraska -> Public -> U. Nebraska, Omaha",Nebraska,Public,"U. Nebraska, Omaha",3,"['579', '']","['506', '']","['487', '']","['514', '']","['83', '']","['431', '']"
3191,r403,Nebraska -> Private,Nebraska,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r404,Nebraska -> Private -> Creighton U.,Nebraska,Private,Creighton U.,3,"['331', 'i']","['442', 'i']","['227', 'i']","['224', 'i']","['103', 'i']","['121', 'i']"
3191,r405,Nebraska -> Private -> Doane U.,Nebraska,Private,Doane U.,3,"['ne', '']","['ne', '']","['81', '']","['93', '']","['9', '']","['84', '']"
3191,r406,Nevada,Nevada,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r407,Nevada -> Public,Nevada,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r408,Nevada -> Public -> Desert Research Institute,Nevada,Public,Desert Research Institute,3,"['376', '']","['383', '']","['407', '']","['374', '']","['83', '']","['291', '']"
3191,r409,"Nevada -> Public -> U. Nevada, Las Vegas",Nevada,Public,"U. Nevada, Las Vegas",3,"['1,589', '']","['1,195', '']","['1,197', '']","['1,927', '']","['142', '']","['1,785', '']"
3191,r410,"Nevada -> Public -> U. Nevada, Reno",Nevada,Public,"U. Nevada, Reno",3,"['2,160', '']","['2,203', '']","['2,186', '']","['2,284', '']","['597', '']","['1,687', '']"
3191,r411,Nevada -> Private,Nevada,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r412,Nevada -> Private -> Roseman U. of Health Sciences,Nevada,Private,Roseman U. of Health Sciences,3,"['82', '']","['95', '']","['103', '']","['103', 'i']","['30', 'i']","['73', 'i']"
3191,r413,New Hampshire,New Hampshire,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r414,New Hampshire -> Public,New Hampshire,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r415,New Hampshire -> Public -> Keene State C.,New Hampshire,Public,Keene State C.,3,"['ne', '']","['79', '']","['ne', '']","['67', '']","['8', '']","['59', '']"
3191,r416,New Hampshire -> Public -> U. New Hampshire,New Hampshire,Public,U. New Hampshire,3,"['2,455', '']","['2,412', '']","['2,460', '']","['2,746', '']","['312', '']","['2,434', '']"
3191,r417,New Hampshire -> Private,New Hampshire,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r418,New Hampshire -> Private -> Dartmouth C. and Dartmouth Hitchcock Medical Center,New Hampshire,Private,Dartmouth C. and Dartmouth Hitchcock Medical Center,3,"['1,958', '']","['2,016', '']","['1,931', '']","['1,961', '']","['490', '']","['1,471', '']"
3191,r419,New Jersey,New Jersey,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r420,New Jersey -> Public,New Jersey,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r421,New Jersey -> Public -> Montclair State U.,New Jersey,Public,Montclair State U.,3,"['224', '']","['281', '']","['340', '']","['363', '']","['59', '']","['304', '']"
3191,r422,New Jersey -> Public -> New Jersey City U.,New Jersey,Public,New Jersey City U.,3,"['ne', '']","['53', '']","['53', '']","['53', '']","['18', '']","['35', '']"
3191,r423,New Jersey -> Public -> New Jersey Institute of Technology,New Jersey,Public,New Jersey Institute of Technology,3,"['1,232', '']","['1,273', '']","['1,155', '']","['1,146', '']","['161', '']","['985', '']"
3191,r424,New Jersey -> Public -> Rowan U.,New Jersey,Public,Rowan U.,3,"['369', '']","['205', '']","['453', '']","['631', '']","['31', '']","['600', '']"
3191,r425,"New Jersey -> Public -> Rutgers, State U. New Jersey, Camden",New Jersey,Public,"Rutgers, State U. New Jersey, Camden",3,"['362', 'i']","['311', 'i']","['268', 'i']","['246', 'i']","['33', '']","['213', 'i']"
3191,r426,"New Jersey -> Public -> Rutgers, State U. New Jersey, New Brunswick",New Jersey,Public,"Rutgers, State U. New Jersey, New Brunswick",3,"['7,810', 'i']","['8,039', 'i']","['8,118', 'i']","['7,735', 'i']","['1,347', '']","['6,388', 'i']"
3191,r427,"New Jersey -> Public -> Rutgers, State U. New Jersey, Newark",New Jersey,Public,"Rutgers, State U. New Jersey, Newark",3,"['592', 'i']","['598', 'i']","['612', 'i']","['580', 'i']","['103', '']","['477', 'i']"
3191,r428,New Jersey -> Public -> Stockton U.,New Jersey,Public,Stockton U.,3,"['112', '']","['ne', '']","['158', '']","['192', '']","['69', '']","['123', '']"
3191,r429,New Jersey -> Public -> William Paterson U.,New Jersey,Public,William Paterson U.,3,"['237', '']","['266', '']","['202', '']","['186', '']","['138', '']","['48', '']"
3191,r430,New Jersey -> Private,New Jersey,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r431,New Jersey -> Private -> Monmouth U.,New Jersey,Private,Monmouth U.,3,"['57', '']","['ne', '']","['ne', '']","['78', '']","['12', '']","['66', '']"
3191,r432,New Jersey -> Private -> Princeton U.,New Jersey,Private,Princeton U.,3,"['2,681', '']","['2,883', '']","['3,506', '']","['3,271', '']","['507', '']","['2,764', '']"
3191,r433,New Jersey -> Private -> Rider U.,New Jersey,Private,Rider U.,3,"['93', '']","['111', '']","['63', '']","['42', '']","['14', '']","['28', '']"
3191,r434,New Jersey -> Private -> Seton Hall U.,New Jersey,Private,Seton Hall U.,3,"['143', '']","['148', '']","['141', '']","['148', '']","['46', '']","['102', '']"
3191,r435,New Jersey -> Private -> Stevens Institute of Technology,New Jersey,Private,Stevens Institute of Technology,3,"['502', '']","['490', '']","['517', '']","['490', '']","['110', '']","['380', '']"
3191,r436,New Mexico,New Mexico,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r437,New Mexico -> Public,New Mexico,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r438,New Mexico -> Public -> New Mexico Institute of Mining and Technology,New Mexico,Public,New Mexico Institute of Mining and Technology,3,"['560', '']","['513', '']","['473', '']","['520', '']","['66', '']","['454', '']"
3191,r439,New Mexico -> Public -> New Mexico State U.,New Mexico,Public,New Mexico State U.,3,"['1,380', '']","['1,437', '']","['1,391', '']","['1,541', '']","['461', '']","['1,080', '']"
3191,r440,New Mexico -> Public -> U. New Mexico,New Mexico,Public,U. New Mexico,3,"['4,466', '']","['4,558', '']","['4,471', '']","['4,465', '']","['731', '']","['3,734', '']"
3191,r441,New York,New York,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r442,New York -> Public,New York,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r443,"New York -> Public -> CUNY, Advanced Science Research Center",New York,Public,"CUNY, Advanced Science Research Center",3,"['ne', '']","['62', '']","['117', '']","['144', '']","['6', '']","['138', '']"
3191,r444,"New York -> Public -> CUNY, Baruch C.",New York,Public,"CUNY, Baruch C.",3,"['222', '']","['132', '']","['205', '']","['148', '']","['3', '']","['145', '']"
3191,r445,"New York -> Public -> CUNY, Brooklyn C.",New York,Public,"CUNY, Brooklyn C.",3,"['249', 'i']","['238', '']","['216', '']","['216', 'i']","['5', 'i']","['211', 'i']"
3191,r446,"New York -> Public -> CUNY, C. Staten Island",New York,Public,"CUNY, C. Staten Island",3,"['288', '']","['185', 'i']","['97', 'i']","['97', '']","['2', '']","['95', '']"
3191,r447,"New York -> Public -> CUNY, City C.",New York,Public,"CUNY, City C.",3,"['810', '']","['1,443', '']","['1,405', '']","['1,322', '']","['236', '']","['1,086', '']"
3191,r448,"New York -> Public -> CUNY, Graduate Center",New York,Public,"CUNY, Graduate Center",3,"['204', 'i']","['204', '']","['202', 'i']","['208', '']","['23', '']","['185', '']"
3191,r449,"New York -> Public -> CUNY, Graduate School of Public Health and Health Policy",New York,Public,"CUNY, Graduate School of Public Health and Health Policy",3,"['na', '']","['na', '']","['222', '']","['277', '']","['47', '']","['230', '']"
3191,r450,"New York -> Public -> CUNY, Hunter C.",New York,Public,"CUNY, Hunter C.",3,"['510', '']","['481', '']","['490', '']","['495', '']","['155', '']","['340', '']"
3191,r451,"New York -> Public -> CUNY, John Jay C. of Criminal Justice",New York,Public,"CUNY, John Jay C. of Criminal Justice",3,"['333', '']","['416', '']","['576', '']","['754', '']","['86', '']","['668', '']"
3191,r452,"New York -> Public -> CUNY, Lehman C.",New York,Public,"CUNY, Lehman C.",3,"['139', '']","['170', '']","['171', '']","['195', '']","['72', '']","['123', '']"
3191,r453,"New York -> Public -> CUNY, Medgar Evers C.",New York,Public,"CUNY, Medgar Evers C.",3,"['ne', '']","['89', '']","['111', '']","['84', '']","['16', '']","['68', '']"
3191,r454,"New York -> Public -> CUNY, New York City C. of Technology",New York,Public,"CUNY, New York City C. of Technology",3,"['ne', '']","['ne', '']","['59', '']","['40', '']","['0', '']","['40', '']"
3191,r455,"New York -> Public -> CUNY, Queens C.",New York,Public,"CUNY, Queens C.",3,"['398', '']","['364', '']","['29', '']","['360', '']","['14', '']","['346', '']"
3191,r456,"New York -> Public -> CUNY, system office",New York,Public,"CUNY, system office",3,"['32', '']","['41', '']","['23', '']","['30', '']","['5', '']","['25', '']"
3191,r457,"New York -> Public -> CUNY, York C.",New York,Public,"CUNY, York C.",3,"['ne', '']","['ne', '']","['ne', '']","['40', '']","['2', '']","['38', '']"
3191,r458,"New York -> Public -> SUNY, Binghamton U.",New York,Public,"SUNY, Binghamton U.",3,"['1,136', '']","['1,189', '']","['1,235', '']","['927', '']","['137', '']","['790', '']"
3191,r459,"New York -> Public -> SUNY, Buffalo State",New York,Public,"SUNY, Buffalo State",3,"['77', '']","['54', '']","['47', '']","['48', '']","['18', '']","['30', '']"
3191,r460,"New York -> Public -> SUNY, C. Brockport",New York,Public,"SUNY, C. Brockport",3,"['51', '']","['69', '']","['66', '']","['73', '']","['16', '']","['57', '']"
3191,r461,"New York -> Public -> SUNY, C. of Environmental Science and Forestry",New York,Public,"SUNY, C. of Environmental Science and Forestry",3,"['742', '']","['744', '']","['773', '']","['847', '']","['120', '']","['727', '']"
3191,r462,"New York -> Public -> SUNY, C. of Optometry",New York,Public,"SUNY, C. of Optometry",3,"['38', '']","['29', '']","['30', '']","['20', '']","['8', '']","['12', '']"
3191,r463,"New York -> Public -> SUNY, C. Plattsburgh",New York,Public,"SUNY, C. Plattsburgh",3,"['27', '']","['40', '']","['37', '']","['33', '']","['10', '']","['23', '']"
3191,r464,"New York -> Public -> SUNY, Downstate Medical Center",New York,Public,"SUNY, Downstate Medical Center",3,"['165', '']","['147', '']","['242', '']","['211', '']","['36', '']","['175', '']"
3191,r465,"New York -> Public -> SUNY, Geneseo",New York,Public,"SUNY, Geneseo",3,"['62', '']","['59', '']","['88', '']","['102', '']","['20', '']","['82', '']"
3191,r466,"New York -> Public -> SUNY, Oswego",New York,Public,"SUNY, Oswego",3,"['ne', '']","['59', '']","['49', '']","['61', '']","['17', '']","['44', '']"
3191,r467,"New York -> Public -> SUNY, Polytechnic Institute",New York,Public,"SUNY, Polytechnic Institute",3,"['647', '']","['537', '']","['365', '']","['292', '']","['29', '']","['263', '']"
3191,r468,"New York -> Public -> SUNY, Stony Brook U.",New York,Public,"SUNY, Stony Brook U.",3,"['2,565', '']","['2,571', '']","['2,610', '']","['2,587', '']","['542', '']","['2,045', '']"
3191,r469,"New York -> Public -> SUNY, U. Albany",New York,Public,"SUNY, U. Albany",3,"['679', '']","['1,191', '']","['1,313', '']","['1,378', '']","['362', '']","['1,016', '']"
3191,r470,"New York -> Public -> SUNY, U. Buffalo",New York,Public,"SUNY, U. Buffalo",3,"['4,830', 'i']","['4,870', 'i']","['4,730', 'i']","['4,796', 'i']","['804', 'i']","['3,992', 'i']"
3191,r471,"New York -> Public -> SUNY, Upstate Medical U.",New York,Public,"SUNY, Upstate Medical U.",3,"['374', '']","['386', '']","['415', '']","['344', '']","['77', '']","['267', '']"
3191,r472,New York -> Public -> U.S. Military Academy,New York,Public,U.S. Military Academy,3,"['90', '']","['60', '']","['60', '']","['40', '']","['15', '']","['25', '']"
3191,r473,New York -> Private,New York,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3191,r474,New York -> Private -> Albany C. of Pharmacy and Health Sciences,New York,Private,Albany C. of Pharmacy and Health Sciences,3,"['74', '']","['38', '']","['88', '']","['84', '']","['13', '']","['71', '']"
3191,r475,New York -> Private -> Albany Medical C.,New York,Private,Albany Medical C.,3,"['301', 'i']","['393', 'i']","['381', 'i']","['376', 'i']","['80', 'i']","['296', 'i']"
3191,r476,New York -> Private -> Albert Einstein C. of Medicine,New York,Private,Albert Einstein C. of Medicine,3,"['2,111', 'i']","['2,111', '']","['1,521', '']","['1,208', '']","['344', '']","['864', '']"
3191,r477,New York -> Private -> Alfred U.,New York,Private,Alfred U.,3,"['96', '']","['111', '']","['91', '']","['144', '']","['20', '']","['124', '']"
3191,r478,New York -> Private -> Barnard C.,New York,Private,Barnard C.,3,"['116', '']","['106', '']","['103', '']","['100', '']","['19', '']","['81', '']"
3191,r479,New York -> Private -> Canisius C.,New York,Private,Canisius C.,3,"['ne', '']","['124', 'i']","['86', 'i']","['89', 'i']","['11', '']","['78', 'i']"
3191,r480,New York -> Private -> Clarkson U.,New York,Private,Clarkson U.,3,"['280', '']","['363', '']","['418', '']","['406', '']","['90', '']","['316', '']"
3191,r481,New York -> Private -> Cold Spring Harbor Laboratory,New York,Private,Cold Spring Harbor Laboratory,3,"['938', 'i']","['1,075', 'i']","['1,033', 'i']","['1,089', 'i']","['241', 'i']","['848', 'i']"
3191,r482,New York -> Private -> Colgate U.,New York,Private,Colgate U.,3,"['250', '']","['272', '']","['272', '']","['324', '']","['17', '']","['307', '']"
3191,r483,New York -> Private -> Columbia U. in the City of New York,New York,Private,Columbia U. in the City of New York,3,"['9,226', '']","['10,568', '']","['9,395', '']","['9,525', '']","['1,621', '']","['7,904', '']"
3191,r484,New York -> Private -> Cornell U.,New York,Private,Cornell U.,3,"['10,429', '']","['10,398', '']","['10,737', '']","['11,285', '']","['1,839', '']","['9,446', '']"
3191,r485,New York -> Private -> Fordham U.,New York,Private,Fordham U.,3,"['312', '']","['324', '']","['311', '']","['359', '']","['131', '']","['228', '']"
3191,r486,New York -> Private -> Hamilton C.,New York,Private,Hamilton C.,3,"['127', '']","['125', '']","['65', '']","['73', '']","['4', '']","['69', '']"
3191,r487,New York -> Private -> Hobart and William Smith Colleges,New York,Private,Hobart and William Smith Colleges,3,"['ne', '']","['109', '']","['ne', '']","['159', '']","['16', '']","['143', '']"
3191,r488,New York -> Private -> Hofstra U.,New York,Private,Hofstra U.,3,"['42', '']","['42', '']","['61', '']","['80', '']","['29', '']","['51', '']"
3191,r489,New York -> Private -> Icahn School of Medicine at Mount Sinai,New York,Private,Icahn School of Medicine at Mount Sinai,3,"['2,917', '']","['3,064', '']","['3,131', '']","['3,272', '']","['982', '']","['2,290', '']"
3191,r490,New York -> Private -> Long Island U.,New York,Private,Long Island U.,3,"['59', '']","['58', '']","['56', '']","['96', '']","['38', '']","['58', '']"
3191,r491,New York -> Private -> Manhattan C.,New York,Private,Manhattan C.,3,"['ne', '']","['ne', '']","['ne', '']","['200', '']","['30', '']","['170', '']"
3191,r492,"New York -> Private -> Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",New York,Private,"Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",3,"['33', '']","['29', '']","['37', '']","['40', '']","['7', '']","['33', '']"
3191,r493,New York -> Private -> New School,New York,Private,New School,3,"['362', '']","['420', '']","['384', '']","['370', '']","['39', '']","['331', '']"
3191,r494,New York -> Private -> New York Institute of Technology,New York,Private,New York Institute of Technology,3,"['42', '']","['30', '']","['81', '']","['61', '']","['36', '']","['25', '']"
3191,r495,New York -> Private -> New York Medical C.,New York,Private,New York Medical C.,3,"['339', 'i']","['339', 'i']","['337', 'i']","['337', '']","['87', '']","['250', '']"
