table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_total_agricultural_sciences_and_natural_resources_conservation_2016,field_total_agricultural_sciences_and_natural_resources_conservation_2017,field_total_agricultural_sciences_and_natural_resources_conservation_2018,field_total_agricultural_sciences_and_natural_resources_conservation_2019,field__agricultural_sciences_2019,field__natural_resources_and_conservation_2019,field_federally_financed_agricultural_sciences_and_natural_resources_conservation_2016,field_federally_financed_agricultural_sciences_and_natural_resources_conservation_2017,field_federally_financed_agricultural_sciences_and_natural_resources_conservation_2018,field_federally_financed_agricultural_sciences_and_natural_resources_conservation_2019,field__agricultural_sciences_2019,field__natural_resources_and_conservation_2019
3160,r207,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,205,"['0', '']","['0', '']","['49', '']","['194', '']","['32', '']","['162', '']","['0', '']","['0', '']","['42', '']","['149', '']","['32', '']","['117', '']"
3160,r208,All institutions -> Central Michigan U.,All institutions,Central Michigan U.,2,207,"['721', '']","['771', '']","['348', '']","['192', '']","['192', '']","['0', '']","['255', '']","['358', '']","['289', '']","['98', '']","['98', '']","['0', '']"
3160,r209,All institutions -> Colorado C.,All institutions,Colorado C.,2,208,"['191', '']","['94', '']","['73', '']","['190', '']","['0', '']","['190', '']","['54', '']","['25', '']","['32', '']","['103', '']","['0', '']","['103', '']"
3160,r210,All institutions -> Occidental C.,All institutions,Occidental C.,2,209,"['0', '']","['0', '']","['172', '']","['179', '']","['179', '']","['0', '']","['0', '']","['0', '']","['172', '']","['179', '']","['179', '']","['0', '']"
3160,r211,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,210,"['241', '']","['227', '']","['82', '']","['177', '']","['34', '']","['143', '']","['29', '']","['69', '']","['15', '']","['137', '']","['34', '']","['103', '']"
3160,r212,All institutions -> Austin Peay State U.,All institutions,Austin Peay State U.,2,211,"['179', '']","['157', '']","['183', '']","['176', '']","['60', '']","['116', '']","['179', '']","['157', '']","['150', '']","['25', '']","['25', '']","['0', '']"
3160,r213,All institutions -> U. Wisconsin-Green Bay,All institutions,U. Wisconsin-Green Bay,2,212,"['0', 'i']","['0', 'i']","['24', 'i']","['174', 'i']","['144', 'i']","['30', 'i']","['0', 'i']","['0', 'i']","['7', 'i']","['39', 'i']","['29', 'i']","['10', 'i']"
3160,r214,"All institutions -> California State U., Channel Islands",All institutions,"California State U., Channel Islands",2,213,"['106', '']","['35', '']","['133', '']","['157', '']","['0', '']","['157', '']","['71', '']","['21', '']","['107', '']","['64', '']","['0', '']","['64', '']"
3160,r215,All institutions -> U. Houston,All institutions,U. Houston,2,214,"['25', '']","['99', '']","['20', '']","['153', '']","['22', '']","['131', '']","['25', '']","['99', '']","['20', '']","['153', '']","['22', '']","['131', '']"
3160,r216,All institutions -> U. Northern Iowa,All institutions,U. Northern Iowa,2,215,"['204', '']","['110', '']","['199', '']","['152', '']","['152', '']","['0', '']","['118', '']","['24', '']","['67', '']","['78', '']","['78', '']","['0', '']"
3160,r217,All institutions -> Fayetteville State U.,All institutions,Fayetteville State U.,2,216,"['557', '']","['236', '']","['178', '']","['150', '']","['0', '']","['150', '']","['557', '']","['236', '']","['178', '']","['150', '']","['0', '']","['150', '']"
3160,r218,All institutions -> Chapman U.,All institutions,Chapman U.,2,217,"['132', '']","['274', '']","['241', '']","['147', '']","['147', '']","['0', '']","['105', '']","['200', '']","['186', '']","['0', '']","['0', '']","['0', '']"
3160,r219,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,218,"['550', '']","['853', '']","['435', '']","['139', '']","['139', '']","['0', '']","['195', '']","['288', '']","['214', '']","['68', '']","['68', '']","['0', '']"
3160,r220,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,219,"['467', '']","['94', '']","['133', '']","['137', '']","['45', '']","['92', '']","['52', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r221,All institutions -> Wellesley C.,All institutions,Wellesley C.,2,220,"['0', '']","['0', '']","['0', '']","['133', '']","['0', '']","['133', '']","['0', '']","['0', '']","['0', '']","['111', '']","['0', '']","['111', '']"
3160,r222,All institutions -> C. Charleston,All institutions,C. Charleston,2,221,"['281', '']","['131', '']","['156', '']","['132', '']","['0', '']","['132', '']","['71', '']","['54', '']","['105', '']","['75', '']","['0', '']","['75', '']"
3160,r223,All institutions -> Georgia Southern U.,All institutions,Georgia Southern U.,2,222,"['78', '']","['0', '']","['0', '']","['120', '']","['11', '']","['109', '']","['0', '']","['0', '']","['0', '']","['73', '']","['11', '']","['62', '']"
3160,r224,All institutions -> Johnson C. Smith U.,All institutions,Johnson C. Smith U.,2,223,"['58', '']","['25', '']","['36', '']","['116', '']","['116', '']","['0', '']","['58', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r225,All institutions -> Western Carolina U.,All institutions,Western Carolina U.,2,223,"['101', '']","['66', '']","['86', '']","['116', '']","['116', '']","['0', '']","['89', '']","['56', '']","['73', '']","['98', '']","['98', '']","['0', '']"
3160,r226,All institutions -> Drake U.,All institutions,Drake U.,2,225,"['0', '']","['61', '']","['54', '']","['114', '']","['0', '']","['114', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r227,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,226,"['0', '']","['0', '']","['4', '']","['109', '']","['0', '']","['109', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r228,All institutions -> U. North Georgia,All institutions,U. North Georgia,2,227,"['ne', '']","['1', '']","['2', '']","['106', '']","['0', '']","['106', '']","['ne', '']","['0', '']","['2', '']","['16', '']","['0', '']","['16', '']"
3160,r229,"All institutions -> U. South Carolina, Aiken",All institutions,"U. South Carolina, Aiken",2,228,"['0', '']","['0', '']","['0', '']","['105', '']","['105', '']","['0', '']","['0', '']","['0', '']","['0', '']","['105', '']","['105', '']","['0', '']"
3160,r230,All institutions -> Northwest Indian C.,All institutions,Northwest Indian C.,2,229,"['ne', '']","['ne', '']","['242', '']","['104', '']","['104', '']","['0', '']","['ne', '']","['ne', '']","['242', '']","['104', '']","['104', '']","['0', '']"
3160,r231,All institutions -> Pittsburg State U.,All institutions,Pittsburg State U.,2,230,"['0', '']","['2', '']","['27', '']","['100', '']","['0', '']","['100', '']","['0', '']","['0', '']","['0', '']","['11', '']","['0', '']","['11', '']"
3160,r232,All institutions -> Alfred U.,All institutions,Alfred U.,2,231,"['0', '']","['0', '']","['0', '']","['98', '']","['98', '']","['0', '']","['0', '']","['0', '']","['0', '']","['98', '']","['98', '']","['0', '']"
3160,r233,All institutions -> Bethune-Cookman U.,All institutions,Bethune-Cookman U.,2,232,"['ne', '']","['ne', '']","['50', '']","['97', '']","['0', '']","['97', '']","['ne', '']","['ne', '']","['50', '']","['97', '']","['0', '']","['97', '']"
3160,r234,All institutions -> Kent State U.,All institutions,Kent State U.,2,233,"['384', '']","['220', '']","['0', '']","['93', '']","['0', '']","['93', '']","['375', '']","['215', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r235,All institutions -> Monmouth U.,All institutions,Monmouth U.,2,233,"['0', '']","['ne', '']","['ne', '']","['93', '']","['0', '']","['93', '']","['0', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']"
3160,r236,All institutions -> Marquette U.,All institutions,Marquette U.,2,235,"['0', '']","['94', '']","['36', '']","['92', '']","['92', '']","['0', '']","['0', '']","['24', '']","['36', '']","['92', '']","['92', '']","['0', '']"
3160,r237,"All institutions -> Pennsylvania State U., Harrisburg",All institutions,"Pennsylvania State U., Harrisburg",2,236,"['0', '']","['0', '']","['93', '']","['89', '']","['55', '']","['34', '']","['0', '']","['0', '']","['57', '']","['5', '']","['0', '']","['5', '']"
3160,r238,All institutions -> Creighton U.,All institutions,Creighton U.,2,237,"['0', 'i']","['0', 'i']","['90', 'i']","['88', 'i']","['0', 'i']","['88', 'i']","['0', 'i']","['0', 'i']","['10', 'i']","['14', 'i']","['0', 'i']","['14', 'i']"
3160,r239,All institutions -> Murray State U.,All institutions,Murray State U.,2,237,"['68', '']","['29', '']","['23', '']","['88', '']","['88', '']","['0', '']","['0', '']","['0', '']","['0', '']","['52', '']","['52', '']","['0', '']"
3160,r240,"All institutions -> U. Washington, Bothell",All institutions,"U. Washington, Bothell",2,237,"['0', '']","['0', '']","['0', '']","['88', '']","['0', '']","['88', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r241,All institutions -> Eastern Michigan U.,All institutions,Eastern Michigan U.,2,240,"['75', '']","['226', '']","['198', '']","['85', '']","['1', '']","['84', '']","['43', '']","['101', '']","['69', '']","['46', '']","['0', '']","['46', '']"
3160,r242,All institutions -> St. Olaf C.,All institutions,St. Olaf C.,2,240,"['39', '']","['18', '']","['24', '']","['85', '']","['77', '']","['8', '']","['0', '']","['0', '']","['0', '']","['68', '']","['68', '']","['0', '']"
3160,r243,All institutions -> U. New England,All institutions,U. New England,2,240,"['950', '']","['21', '']","['39', '']","['85', '']","['5', '']","['80', '']","['456', '']","['0', '']","['3', '']","['27', '']","['0', '']","['27', '']"
3160,r244,All institutions -> U. Colorado Denver and Anschutz Medical Campus,All institutions,U. Colorado Denver and Anschutz Medical Campus,2,243,"['0', '']","['42', '']","['64', '']","['82', '']","['12', '']","['70', '']","['0', '']","['42', '']","['64', '']","['82', '']","['12', '']","['70', '']"
3160,r245,All institutions -> James Madison U.,All institutions,James Madison U.,2,244,"['0', '']","['0', '']","['40', '']","['80', '']","['2', '']","['78', '']","['0', '']","['0', '']","['0', '']","['69', '']","['0', '']","['69', '']"
3160,r246,All institutions -> Ball State U.,All institutions,Ball State U.,2,245,"['33', '']","['59', '']","['49', '']","['79', '']","['0', '']","['79', '']","['1', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r247,All institutions -> Towson U.,All institutions,Towson U.,2,246,"['36', '']","['0', '']","['80', '']","['76', '']","['76', '']","['0', '']","['0', '']","['0', '']","['80', '']","['76', '']","['76', '']","['0', '']"
3160,r248,All institutions -> Alaska Pacific U.,All institutions,Alaska Pacific U.,2,247,"['0', '']","['7', '']","['34', '']","['71', '']","['49', '']","['22', '']","['0', '']","['7', '']","['19', '']","['71', '']","['49', '']","['22', '']"
3160,r249,All institutions -> Southern Connecticut State U.,All institutions,Southern Connecticut State U.,2,247,"['0', '']","['0', '']","['60', '']","['71', '']","['68', '']","['3', '']","['0', '']","['0', '']","['47', '']","['68', '']","['68', '']","['0', '']"
3160,r250,All institutions -> Texas A&M International U.,All institutions,Texas A&M International U.,2,249,"['58', '']","['48', '']","['78', '']","['66', '']","['12', '']","['54', '']","['58', '']","['48', '']","['77', '']","['12', '']","['12', '']","['0', '']"
3160,r251,"All institutions -> California State U., Stanislaus",All institutions,"California State U., Stanislaus",2,250,"['22', '']","['77', '']","['69', '']","['65', '']","['65', '']","['0', '']","['22', '']","['77', '']","['69', '']","['65', '']","['65', '']","['0', '']"
3160,r252,All institutions -> U. Wisconsin-Stevens Point,All institutions,U. Wisconsin-Stevens Point,2,251,"['49', 'i']","['51', 'i']","['54', 'i']","['60', 'i']","['0', 'i']","['60', 'i']","['13', 'i']","['13', 'i']","['12', 'i']","['15', 'i']","['0', 'i']","['15', 'i']"
3160,r253,All institutions -> Texas Christian U.,All institutions,Texas Christian U.,2,252,"['0', '']","['0', '']","['0', '']","['57', '']","['42', '']","['15', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r254,All institutions -> Illinois State U.,All institutions,Illinois State U.,2,253,"['479', '']","['352', '']","['256', '']","['50', '']","['50', '']","['0', '']","['147', '']","['26', '']","['23', '']","['30', '']","['30', '']","['0', '']"
3160,r255,All institutions -> Texas Woman's U.,All institutions,Texas Woman's U.,2,253,"['0', '']","['0', '']","['213', '']","['50', '']","['50', '']","['0', '']","['0', '']","['0', '']","['213', '']","['50', '']","['50', '']","['0', '']"
3160,r256,"All institutions -> Pennsylvania State U., Behrend",All institutions,"Pennsylvania State U., Behrend",2,255,"['630', '']","['83', '']","['70', '']","['49', '']","['0', '']","['49', '']","['258', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r257,All institutions -> Miami U.,All institutions,Miami U.,2,256,"['0', '']","['3', '']","['86', '']","['48', '']","['48', '']","['0', '']","['0', '']","['2', '']","['86', '']","['0', '']","['0', '']","['0', '']"
3160,r258,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,257,"['0', '']","['0', '']","['0', '']","['47', '']","['10', '']","['37', '']","['0', '']","['0', '']","['0', '']","['25', '']","['0', '']","['25', '']"
3160,r259,"All institutions -> U. Puerto Rico, Cayey",All institutions,"U. Puerto Rico, Cayey",2,258,"['134', '']","['47', '']","['10', '']","['45', '']","['0', '']","['45', '']","['97', '']","['47', '']","['10', '']","['45', '']","['0', '']","['45', '']"
3160,r260,"All institutions -> CUNY, Baruch C.",All institutions,"CUNY, Baruch C.",2,259,"['0', '']","['0', '']","['57', '']","['39', '']","['0', '']","['39', '']","['0', '']","['0', '']","['19', '']","['20', '']","['0', '']","['20', '']"
3160,r261,All institutions -> U. Hartford,All institutions,U. Hartford,2,260,"['19', '']","['19', '']","['0', '']","['38', '']","['38', '']","['0', '']","['0', '']","['0', '']","['0', '']","['38', '']","['38', '']","['0', '']"
3160,r262,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,260,"['22', '']","['29', '']","['12', '']","['38', '']","['0', '']","['38', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r263,All institutions -> Florida Gulf Coast U.,All institutions,Florida Gulf Coast U.,2,262,"['0', '']","['0', '']","['55', '']","['36', '']","['0', '']","['36', '']","['0', '']","['0', '']","['0', '']","['22', '']","['0', '']","['22', '']"
3160,r264,All institutions -> Hofstra U.,All institutions,Hofstra U.,2,263,"['2', '']","['9', '']","['3', '']","['34', '']","['0', '']","['34', '']","['2', '']","['3', '']","['3', '']","['0', '']","['0', '']","['0', '']"
3160,r265,"All institutions -> U. Louisiana, Monroe",All institutions,"U. Louisiana, Monroe",2,263,"['7', '']","['17', '']","['22', '']","['34', '']","['34', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r266,All institutions -> Roger Williams U.,All institutions,Roger Williams U.,2,265,"['0', '']","['0', '']","['28', '']","['33', '']","['33', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r267,All institutions -> U. San Francisco,All institutions,U. San Francisco,2,266,"['0', '']","['0', '']","['9', '']","['31', '']","['0', '']","['31', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r268,All institutions -> Bates C.,All institutions,Bates C.,2,267,"['45', '']","['32', '']","['0', '']","['30', '']","['0', '']","['30', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r269,All institutions -> Western Michigan U. and Homer Stryker M.D. School of Medicine,All institutions,Western Michigan U. and Homer Stryker M.D. School of Medicine,2,268,"['6', '']","['17', '']","['81', '']","['27', '']","['0', '']","['27', '']","['0', '']","['0', '']","['40', '']","['1', '']","['0', '']","['1', '']"
3160,r270,All institutions -> C. Wooster,All institutions,C. Wooster,2,269,"['ne', '']","['33', '']","['25', '']","['26', '']","['26', '']","['0', '']","['ne', '']","['33', '']","['25', '']","['26', '']","['26', '']","['0', '']"
3160,r271,All institutions -> U. Memphis,All institutions,U. Memphis,2,269,"['0', '']","['0', '']","['0', '']","['26', '']","['0', '']","['26', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r272,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,269,"['0', '']","['0', '']","['0', '']","['26', '']","['0', '']","['26', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r273,All institutions -> New School,All institutions,New School,2,272,"['0', '']","['0', '']","['0', '']","['23', '']","['0', '']","['23', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r274,"All institutions -> U. Arkansas, Little Rock",All institutions,"U. Arkansas, Little Rock",2,272,"['34', '']","['17', '']","['12', '']","['23', '']","['0', '']","['23', '']","['0', '']","['10', '']","['2', '']","['21', '']","['0', '']","['21', '']"
3160,r275,All institutions -> Barnard C.,All institutions,Barnard C.,2,274,"['0', '']","['0', '']","['0', '']","['21', '']","['21', '']","['0', '']","['0', '']","['0', '']","['0', '']","['10', '']","['10', '']","['0', '']"
3160,r276,All institutions -> Saginaw Valley State U.,All institutions,Saginaw Valley State U.,2,275,"['56', '']","['68', '']","['42', '']","['20', '']","['20', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r277,All institutions -> DePaul U.,All institutions,DePaul U.,2,276,"['0', '']","['0', '']","['0', '']","['19', '']","['0', '']","['19', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['1', '']"
3160,r278,All institutions -> Kennesaw State U.,All institutions,Kennesaw State U.,2,276,"['0', '']","['0', '']","['0', '']","['19', '']","['19', '']","['0', '']","['0', '']","['0', '']","['0', '']","['19', '']","['19', '']","['0', '']"
3160,r279,All institutions -> Mills C.,All institutions,Mills C.,2,276,"['0', '']","['0', '']","['0', '']","['19', '']","['2', '']","['17', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r280,"All institutions -> U. Nebraska, Omaha",All institutions,"U. Nebraska, Omaha",2,276,"['5', '']","['15', '']","['30', '']","['19', '']","['1', '']","['18', '']","['0', '']","['3', '']","['9', '']","['4', '']","['0', '']","['4', '']"
3160,r281,All institutions -> Davidson C.,All institutions,Davidson C.,2,280,"['0', '']","['0', '']","['0', '']","['18', '']","['0', '']","['18', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r282,"All institutions -> U. Michigan, Dearborn",All institutions,"U. Michigan, Dearborn",2,280,"['55', '']","['57', '']","['58', '']","['18', '']","['18', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r283,All institutions -> Northern Kentucky U.,All institutions,Northern Kentucky U.,2,282,"['0', '']","['0', '']","['0', '']","['17', '']","['0', '']","['17', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r284,All institutions -> Emerson C.,All institutions,Emerson C.,2,283,"['0', '']","['0', '']","['0', '']","['14', '']","['0', '']","['14', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r285,All institutions -> U. New Haven,All institutions,U. New Haven,2,283,"['0', '']","['27', '']","['61', '']","['14', '']","['0', '']","['14', '']","['0', '']","['27', '']","['29', '']","['6', '']","['0', '']","['6', '']"
3160,r286,"All institutions -> U. Minnesota, Morris",All institutions,"U. Minnesota, Morris",2,285,"['16', '']","['20', '']","['ne', '']","['13', '']","['0', '']","['13', '']","['0', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']"
3160,r287,All institutions -> Franklin and Marshall C.,All institutions,Franklin and Marshall C.,2,286,"['104', '']","['0', '']","['17', '']","['12', '']","['0', '']","['12', '']","['104', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r288,"All institutions -> U. Puerto Rico, Humacao",All institutions,"U. Puerto Rico, Humacao",2,287,"['ne', '']","['ne', '']","['0', '']","['11', '']","['0', '']","['11', '']","['ne', '']","['ne', '']","['0', '']","['2', '']","['0', '']","['2', '']"
3160,r289,All institutions -> Heidelberg U.,All institutions,Heidelberg U.,2,288,"['1,194', '']","['1,198', '']","['368', '']","['10', '']","['10', '']","['0', '']","['230', '']","['12', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r290,All institutions -> Morehead State U.,All institutions,Morehead State U.,2,288,"['0', '']","['4', '']","['17', '']","['10', '']","['10', '']","['0', '']","['0', '']","['0', '']","['10', '']","['0', '']","['0', '']","['0', '']"
3160,r291,All institutions -> St. Cloud State U.,All institutions,St. Cloud State U.,2,288,"['0', '']","['0', '']","['0', '']","['10', '']","['0', '']","['10', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r292,All institutions -> U. Wisconsin-Eau Claire,All institutions,U. Wisconsin-Eau Claire,2,288,"['0', '']","['0', '']","['0', '']","['10', '']","['0', '']","['10', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r293,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,292,"['0', '']","['0', '']","['0', '']","['8', '']","['0', '']","['8', '']","['0', '']","['0', '']","['0', '']","['8', '']","['0', '']","['8', '']"
3160,r294,All institutions -> Dakota State U.,All institutions,Dakota State U.,2,293,"['41', '']","['13', '']","['0', '']","['7', '']","['3', '']","['4', '']","['38', '']","['13', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r295,All institutions -> Gallaudet U.,All institutions,Gallaudet U.,2,293,"['1', '']","['1', '']","['10', '']","['7', '']","['0', '']","['7', '']","['1', '']","['1', '']","['10', '']","['5', '']","['0', '']","['5', '']"
3160,r296,All institutions -> Keene State C.,All institutions,Keene State C.,2,293,"['ne', '']","['0', '']","['ne', '']","['7', '']","['0', '']","['7', '']","['ne', '']","['0', '']","['ne', '']","['7', '']","['0', '']","['7', '']"
3160,r297,All institutions -> Pace U.,All institutions,Pace U.,2,293,"['0', '']","['24', '']","['23', '']","['7', '']","['0', '']","['7', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r298,"All institutions -> CUNY, Medgar Evers C.",All institutions,"CUNY, Medgar Evers C.",2,297,"['ne', '']","['0', '']","['0', '']","['6', '']","['0', '']","['6', '']","['ne', '']","['0', '']","['0', '']","['6', '']","['0', '']","['6', '']"
3160,r299,All institutions -> Eastern Kentucky U.,All institutions,Eastern Kentucky U.,2,297,"['3', '']","['2', '']","['5', '']","['6', '']","['6', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r300,All institutions -> Midwestern U.,All institutions,Midwestern U.,2,297,"['0', '']","['0', '']","['0', '']","['6', '']","['6', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6', '']","['6', '']","['0', '']"
3160,r301,All institutions -> U. Northern Colorado,All institutions,U. Northern Colorado,2,297,"['0', '']","['0', '']","['0', '']","['6', '']","['0', '']","['6', '']","['0', '']","['0', '']","['0', '']","['5', '']","['0', '']","['5', '']"
3160,r302,"All institutions -> U. Illinois, Springfield",All institutions,"U. Illinois, Springfield",2,301,"['4', '']","['14', '']","['19', '']","['4', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r303,All institutions -> U. Louisville,All institutions,U. Louisville,2,301,"['67', '']","['206', '']","['137', '']","['4', '']","['4', '']","['0', '']","['62', '']","['66', '']","['8', '']","['0', '']","['0', '']","['0', '']"
3160,r304,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,301,"['0', '']","['0', '']","['228', '']","['4', '']","['0', '']","['4', '']","['0', '']","['0', '']","['140', '']","['4', '']","['0', '']","['4', '']"
3160,r305,All institutions -> Andrews U.,All institutions,Andrews U.,2,304,"['ne', '']","['ne', '']","['ne', '']","['3', '']","['3', '']","['0', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']"
3160,r306,All institutions -> Furman U.,All institutions,Furman U.,2,304,"['0', '']","['0', '']","['0', '']","['3', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']","['3', '']","['0', '']","['3', '']"
3160,r307,All institutions -> Claremont McKenna C.,All institutions,Claremont McKenna C.,2,306,"['0', '']","['0', '']","['2', '']","['1', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r308,All institutions -> Eastern Connecticut State U.,All institutions,Eastern Connecticut State U.,2,306,"['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r309,All institutions -> Salisbury U.,All institutions,Salisbury U.,2,306,"['23', '']","['7', '']","['9', '']","['1', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r310,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,306,"['11', '']","['28', '']","['3', '']","['1', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r311,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,306,"['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r312,All institutions -> U. Houston-Downtown,All institutions,U. Houston-Downtown,2,306,"['23', '']","['0', '']","['0', '']","['1', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r313,All institutions -> Willamette U.,All institutions,Willamette U.,2,306,"['0', '']","['0', '']","['9', '']","['1', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r314,All institutions -> Wright State U.,All institutions,Wright State U.,2,306,"['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3160,r315,All institutions -> All other surveyed institutions,All institutions,All other surveyed institutions,2,-,"['66,072', '']","['65,399', '']","['79,356', '']","['0', '']","['0', '']","['0', '']","['33,867', '']","['33,262', '']","['45,389', '']","['0', '']","['0', '']","['0', '']"
