table_id,row_id,state_or_territory_control_and_institution_full_path,state_or_territory_control_and_institution_level_1,state_or_territory_control_and_institution_level_2,state_or_territory_control_and_institution_level_3,state_or_territory_control_and_institution_hierarchy_depth,field_started_in_fy_2006_or_fy_2007,field_started_in_fy_2008_or_fy_2009,field_started_in_fy_2010_or_fy_2011,field_started_in_fy_2012_or_fy_2013,field_started_in_fy_2014_or_fy_2015,field_started_in_fy_2016_or_fy_2017,field_started_in_fy_2018_or_fy_2019,field_planned_to_start_in_fy_2020_or_fy_2021,field_deferred_projects_included_in_institutional_plan,field_deferred_projects_not_included_in_institutional_plan
3034,r254,Louisiana -> Private -> Xavier U. Louisiana,Louisiana,Private,Xavier U. Louisiana,3,"['0', '']","['4,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r255,Maine,Maine,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r256,Maine -> Public,Maine,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r257,Maine -> Public -> Maine Maritime Academy,Maine,Public,Maine Maritime Academy,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r258,Maine -> Public -> U. Maine,Maine,Public,U. Maine,3,"['1,300', '']","['6,869', '']","['3,450', '']","['0', '']","['6,500', '']","['0', '']","['0', '']","['80,000', '']","['0', '']","['0', '']"
3034,r259,Maine -> Public -> U. Southern Maine,Maine,Public,U. Southern Maine,3,"['1,157', '']","['326', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,500', '']"
3034,r260,Maine -> Private,Maine,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r261,Maine -> Private -> Bates C.,Maine,Private,Bates C.,3,"['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['80,000', 'i']","['80,000', '']","['0', '']","['0', '']"
3034,r262,Maine -> Private -> Bowdoin C.,Maine,Private,Bowdoin C.,3,"['NA', '']","['NA', '']","['NA', '']","['0', '']","['0', '']","['0', '']","['4,195', '']","['0', '']","['0', '']","['0', '']"
3034,r263,Maine -> Private -> Colby C.,Maine,Private,Colby C.,3,"['0', '']","['0', '']","['0', '']","['4,100', '']","['577', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r264,Maine -> Private -> U. New England,Maine,Private,U. New England,3,"['NA', '']","['4,000', '']","['995', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r265,Maryland,Maryland,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r266,Maryland -> Public,Maryland,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r267,Maryland -> Public -> Bowie State U.,Maryland,Public,Bowie State U.,3,"['0', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r268,Maryland -> Public -> Morgan State U.,Maryland,Public,Morgan State U.,3,"['0', '']","['0', '']","['23,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r269,Maryland -> Public -> Salisbury U.,Maryland,Public,Salisbury U.,3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r270,Maryland -> Public -> Towson U.,Maryland,Public,Towson U.,3,"['0', '']","['9,000', '']","['0', '']","['0', '']","['0', '']","['32,000', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r271,Maryland -> Public -> U. Baltimore,Maryland,Public,U. Baltimore,3,"['NA', '']","['2,948', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r272,Maryland -> Public -> U. Maryland<sup>c</sup>,Maryland,Public,U. Maryland<sup>c</sup>,3,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['280,716', '']","['146,699', '']","['133,300', '']","['0', '']"
3034,r273,Maryland -> Public -> U. Maryland Center for Environmental Science,Maryland,Public,U. Maryland Center for Environmental Science,3,"['0', '']","['724', 'i']","['0', '']","['16,700', '']","['0', '']","['21,635', '']","['0', '']","['16,930', '']","['34,540', '']","['0', '']"
3034,r274,"Maryland -> Public -> U. Maryland, Baltimore County",Maryland,Public,"U. Maryland, Baltimore County",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['73,448', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r275,"Maryland -> Public -> U. Maryland, Eastern Shore",Maryland,Public,"U. Maryland, Eastern Shore",3,"['0', '']","['0', '']","['0', '']","['20,000', '']","['0', '']","['0', '']","['10,000', '']","['14,000', '']","['90,000', '']","['0', '']"
3034,r276,Maryland -> Private,Maryland,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r277,Maryland -> Private -> Johns Hopkins U.,Maryland,Private,Johns Hopkins U.,3,"['6,582', '']","['24,320', '']","['39,913', '']","['21,116', '']","['0', '']","['0', '']","['225,400', '']","['0', '']","['0', '']","['0', '']"
3034,r278,Massachusetts,Massachusetts,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r279,Massachusetts -> Public,Massachusetts,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r280,"Massachusetts -> Public -> U. Massachusetts, Amherst",Massachusetts,Public,"U. Massachusetts, Amherst",3,"['12,968', '']","['82,622', '']","['0', '']","['0', '']","['190,000', '']","['0', '']","['0', '']","['5,000', '']","['320,000', '']","['0', '']"
3034,r281,"Massachusetts -> Public -> U. Massachusetts, Boston",Massachusetts,Public,"U. Massachusetts, Boston",3,"['750', '']","['0', '']","['130,600', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r282,"Massachusetts -> Public -> U. Massachusetts, Dartmouth",Massachusetts,Public,"U. Massachusetts, Dartmouth",3,"['0', '']","['0', '']","['0', '']","['12,000', '']","['0', '']","['16,000', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r283,"Massachusetts -> Public -> U. Massachusetts, Lowell",Massachusetts,Public,"U. Massachusetts, Lowell",3,"['0', '']","['0', '']","['16,600', '']","['0', '']","['0', '']","['6,136', '']","['0', '']","['0', '']","['0', '']","['110,000', '']"
3034,r284,"Massachusetts -> Public -> U. Massachusetts, Medical School",Massachusetts,Public,"U. Massachusetts, Medical School",3,"['0', '']","['28,600', '']","['191,685', '']","['0', '']","['0', '']","['0', '']","['0', '']","['300,000', '']","['0', '']","['0', '']"
3034,r285,Massachusetts -> Private,Massachusetts,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r286,Massachusetts -> Private -> Amherst C.,Massachusetts,Private,Amherst C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['41,454', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r287,Massachusetts -> Private -> Babson C.,Massachusetts,Private,Babson C.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3034,r288,Massachusetts -> Private -> Boston C.,Massachusetts,Private,Boston C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['24,665', '']","['0', '']","['0', '']"
3034,r289,Massachusetts -> Private -> Boston U.,Massachusetts,Private,Boston U.,3,"['197,500', '']","['0', '']","['0', '']","['0', '']","['79,800', '']","['0', '']","['0', '']","['319,214', '']","['0', '']","['0', '']"
3034,r290,Massachusetts -> Private -> Brandeis U.,Massachusetts,Private,Brandeis U.,3,"['57,980', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r291,Massachusetts -> Private -> Clark U.,Massachusetts,Private,Clark U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r292,Massachusetts -> Private -> Emerson C.,Massachusetts,Private,Emerson C.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r293,Massachusetts -> Private -> Harvard U.,Massachusetts,Private,Harvard U.,3,"['8,904', '']","['0', '']","['1,700', '']","['0', '']","['0', '']","['303,360', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r294,Massachusetts -> Private -> Massachusetts Institute of Technology,Massachusetts,Private,Massachusetts Institute of Technology,3,"['NA', '']","['373,500', '']","['0', '']","['0', '']","['350,000', '']","['0', '']","['0', '']","['227,700', '']","['0', '']","['0', '']"
3034,r295,Massachusetts -> Private -> MGH Institute of Health Professions,Massachusetts,Private,MGH Institute of Health Professions,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r296,Massachusetts -> Private -> Mount Holyoke C.,Massachusetts,Private,Mount Holyoke C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r297,Massachusetts -> Private -> New England C. of Optometry,Massachusetts,Private,New England C. of Optometry,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['ne', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3034,r298,Massachusetts -> Private -> Northeastern U.,Massachusetts,Private,Northeastern U.,3,"['0', '']","['0', '']","['11,989', '']","['0', '']","['168,000', '']","['0', '']","['36,000', '']","['280,000', '']","['0', '']","['0', '']"
3034,r299,Massachusetts -> Private -> Smith C.,Massachusetts,Private,Smith C.,3,"['0', '']","['21,500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r300,Massachusetts -> Private -> Suffolk U.,Massachusetts,Private,Suffolk U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r301,Massachusetts -> Private -> Tufts U.,Massachusetts,Private,Tufts U.,3,"['0', '']","['38,207', '']","['0', '']","['0', '']","['1,900', '']","['44,797', '']","['0', '']","['46,100', '']","['0', '']","['0', '']"
3034,r302,Massachusetts -> Private -> Wellesley C.,Massachusetts,Private,Wellesley C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['74,520', '']","['0', '']","['0', '']"
3034,r303,Massachusetts -> Private -> Williams C.,Massachusetts,Private,Williams C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3034,r304,Massachusetts -> Private -> Woods Hole Oceanographic Institution,Massachusetts,Private,Woods Hole Oceanographic Institution,3,"['0', '']","['0', '']","['12,100', '']","['0', '']","['0', '']","['850', '']","['0', '']","['48,000', '']","['0', '']","['0', '']"
3034,r305,Massachusetts -> Private -> Worcester Polytechnic Institute,Massachusetts,Private,Worcester Polytechnic Institute,3,"['19,250', '']","['0', '']","['0', '']","['3,340', '']","['0', '']","['0', '']","['0', '']","['18,030', '']","['0', '']","['0', '']"
3034,r306,Michigan,Michigan,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r307,Michigan -> Public,Michigan,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r308,Michigan -> Public -> Central Michigan U.,Michigan,Public,Central Michigan U.,3,"['NA', '']","['NA', '']","['NA', '']","['6,209', '']","['25,338', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r309,Michigan -> Public -> Eastern Michigan U.,Michigan,Public,Eastern Michigan U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5,216', '']","['5,780', '']","['0', '']","['0', '']","['0', '']"
3034,r310,Michigan -> Public -> Grand Valley State U.,Michigan,Public,Grand Valley State U.,3,"['3,000', '']","['380', '']","['0', '']","['1,953', '']","['0', '']","['910', '']","['1,276', '']","['0', '']","['0', '']","['0', '']"
3034,r311,Michigan -> Public -> Michigan State U.,Michigan,Public,Michigan State U.,3,"['6,666', '']","['19,550', '']","['66,976', '']","['132,922', '']","['792,500', '']","['100,806', '']","['19,800', '']","['1,300', '']","['44,900', '']","['0', '']"
3034,r312,Michigan -> Public -> Michigan Technological U.,Michigan,Public,Michigan Technological U.,3,"['0', '']","['1,307', '']","['20,278', '']","['0', '']","['0', '']","['3,424', '']","['0', '']","['32,855', '']","['151,200', '']","['0', '']"
3034,r313,Michigan -> Public -> Oakland U.,Michigan,Public,Oakland U.,3,"['0', '']","['0', '']","['0', '']","['1,056', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r314,Michigan -> Public -> Saginaw Valley State U.,Michigan,Public,Saginaw Valley State U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r315,"Michigan -> Public -> U. Michigan, Ann Arbor",Michigan,Public,"U. Michigan, Ann Arbor",3,"['na', '']","['na', '']","['0', '']","['7,500', '']","['500', '']","['87,000', '']","['50,114', '']","['47,783', '']","['0', 'i']","['0', 'i']"
3034,r316,"Michigan -> Public -> U. Michigan, Dearborn",Michigan,Public,"U. Michigan, Dearborn",3,"['na', '']","['na', '']","['0', '']","['0', '']","['0', '']","['0', '']","['19,898', '']","['0', '']","['0', '']","['0', '']"
3034,r317,Michigan -> Public -> Wayne State U.,Michigan,Public,Wayne State U.,3,"['11,214', '']","['0', '']","['0', '']","['76,260', '']","['0', '']","['0', '']","['0', '']","['0', '']","['100,000', '']","['0', '']"
3034,r318,Michigan -> Public -> Western Michigan U. and Homer Stryker M.D. School of Medicine,Michigan,Public,Western Michigan U. and Homer Stryker M.D. School of Medicine,3,"['0', '']","['0', '']","['700', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r319,Michigan -> Private,Michigan,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r320,Michigan -> Private -> Andrews U.,Michigan,Private,Andrews U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r321,Michigan -> Private -> Calvin C.,Michigan,Private,Calvin C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r322,Michigan -> Private -> Hope C.,Michigan,Private,Hope C.,3,"['0', '']","['0', '']","['0', '']","['2,528', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r323,Michigan -> Private -> Kettering U.,Michigan,Private,Kettering U.,3,"['0', '']","['2,700', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r324,Michigan -> Private -> Lawrence Technological U.,Michigan,Private,Lawrence Technological U.,3,"['5,900', '']","['0', '']","['0', '']","['0', '']","['13,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r325,Michigan -> Private -> U. Detroit Mercy,Michigan,Private,U. Detroit Mercy,3,"['ne', '']","['ne', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r326,Michigan -> Private -> Van Andel Research Institute,Michigan,Private,Van Andel Research Institute,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r327,Minnesota,Minnesota,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r328,Minnesota -> Public,Minnesota,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r329,"Minnesota -> Public -> Minnesota State U., Mankato",Minnesota,Public,"Minnesota State U., Mankato",3,"['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r330,Minnesota -> Public -> St. Cloud State U.,Minnesota,Public,St. Cloud State U.,3,"['4,633', '']","['0', '']","['0', '']","['31,390', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r331,"Minnesota -> Public -> U. Minnesota, Duluth",Minnesota,Public,"U. Minnesota, Duluth",3,"['na', '']","['na', '']","['0', '']","['0', '']","['0', '']","['0', '']","['12,778', '']","['0', '']","['1,800', '']","['0', '']"
3034,r332,"Minnesota -> Public -> U. Minnesota, Twin Cities",Minnesota,Public,"U. Minnesota, Twin Cities",3,"['na', '']","['na', '']","['188,085', '']","['98,726', '']","['42,998', '']","['27,705', '']","['1,347', '']","['0', '']","['332,497', '']","['0', '']"
3034,r333,Minnesota -> Private,Minnesota,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r334,Minnesota -> Private -> Carleton C.,Minnesota,Private,Carleton C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['12,947', '']","['0', '']","['0', '']","['0', '']"
3034,r335,Minnesota -> Private -> Macalester C.,Minnesota,Private,Macalester C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r336,Minnesota -> Private -> U. of St. Thomas (MN),Minnesota,Private,U. of St. Thomas (MN),3,"['ne', '']","['ne', '']","['NA', '']","['ne', '']","['ne', '']","['ne', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3034,r337,Mississippi,Mississippi,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r338,Mississippi -> Public,Mississippi,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r339,Mississippi -> Public -> Alcorn State U.,Mississippi,Public,Alcorn State U.,3,"['13,000', '']","['0', '']","['0', '']","['375', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,500', '']","['0', '']"
3034,r340,Mississippi -> Public -> Jackson State U.,Mississippi,Public,Jackson State U.,3,"['NA', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r341,Mississippi -> Public -> Mississippi State U.,Mississippi,Public,Mississippi State U.,3,"['6,704', '']","['989', '']","['2,684', '']","['0', '']","['894', '']","['10,797', '']","['13,117', '']","['4,172', '']","['0', '']","['0', '']"
3034,r342,Mississippi -> Public -> U. Mississippi,Mississippi,Public,U. Mississippi,3,"['0', '']","['2,834', '']","['13,820', 'i']","['0', '']","['103,084', '']","['0', '']","['0', '']","['439', '']","['0', '']","['0', '']"
3034,r343,Mississippi -> Public -> U. Southern Mississippi,Mississippi,Public,U. Southern Mississippi,3,"['0', '']","['0', '']","['2,000', '']","['0', '']","['0', '']","['404', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r344,Mississippi -> Private,Mississippi,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r345,Mississippi -> Private -> Tougaloo C.,Mississippi,Private,Tougaloo C.,3,"['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r346,Missouri,Missouri,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r347,Missouri -> Public,Missouri,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r348,"Missouri -> Public -> Lincoln U., Jefferson City",Missouri,Public,"Lincoln U., Jefferson City",3,"['0', '']","['0', '']","['0', '']","['1,267', '']","['0', '']","['679', '']","['0', '']","['4,500', '']","['0', '']","['0', '']"
3034,r349,Missouri -> Public -> Missouri State U.,Missouri,Public,Missouri State U.,3,"['0', '']","['0', '']","['7,600', '']","['3,300', '']","['0', '']","['0', '']","['647', '']","['756', '']","['20,460', '']","['0', '']"
3034,r350,Missouri -> Public -> Missouri U. of Science and Technology,Missouri,Public,Missouri U. of Science and Technology,3,"['17,402', '']","['0', '']","['4,216', '']","['7,535', '']","['0', '']","['0', '']","['10,446', '']","['0', '']","['0', '']","['0', '']"
3034,r351,"Missouri -> Public -> U. Missouri, Columbia",Missouri,Public,"U. Missouri, Columbia",3,"['9,080', '']","['18,382', '']","['0', '']","['0', '']","['0', '']","['0', '']","['233,697', '']","['2,400', '']","['0', '']","['0', '']"
3034,r352,"Missouri -> Public -> U. Missouri, Kansas City",Missouri,Public,"U. Missouri, Kansas City",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['32,082', '']","['0', '']","['0', '']","['0', '']"
3034,r353,"Missouri -> Public -> U. Missouri, Saint Louis",Missouri,Public,"U. Missouri, Saint Louis",3,"['38,500', '']","['0', '']","['0', '']","['0', '']","['4,500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r354,Missouri -> Private,Missouri,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r355,Missouri -> Private -> A. T. Still U.,Missouri,Private,A. T. Still U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r356,Missouri -> Private -> Saint Louis U.,Missouri,Private,Saint Louis U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['8,800', '']","['0', '']","['0', '']","['0', '']"
3034,r357,"Missouri -> Private -> Washington U., Saint Louis",Missouri,Private,"Washington U., Saint Louis",3,"['0', '']","['22,859', '']","['2,884', '']","['80,013', '']","['654', '']","['66,119', '']","['58,583', '']","['551,784', '']","['0', '']","['0', '']"
3034,r358,Montana,Montana,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r359,Montana -> Public,Montana,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r360,"Montana -> Public -> Montana State U., Bozeman",Montana,Public,"Montana State U., Bozeman",3,"['24,000', '']","['4,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['17,000', '']","['0', '']","['0', '']","['0', '']"
3034,r361,Montana -> Public -> Montana Technological U.,Montana,Public,Montana Technological U.,3,"['0', '']","['522', '']","['0', '']","['1,083', '']","['3,040', '']","['0', '']","['0', '']","['600', '']","['0', '']","['0', '']"
3034,r362,"Montana -> Public -> U. Montana, Missoula",Montana,Public,"U. Montana, Missoula",3,"['0', '']","['3,609', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r363,Nebraska,Nebraska,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r364,Nebraska -> Public,Nebraska,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r365,"Nebraska -> Public -> U. Nebraska, Kearney",Nebraska,Public,"U. Nebraska, Kearney",3,"['ne', '']","['ne', '']","['NA', '']","['ne', '']","['6,270', '']","['0', '']","['30,000', '']","['0', '']","['0', '']","['0', '']"
3034,r366,"Nebraska -> Public -> U. Nebraska, Lincoln",Nebraska,Public,"U. Nebraska, Lincoln",3,"['7,450', '']","['44,058', '']","['13,350', '']","['12,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['146,872', '']"
3034,r367,"Nebraska -> Public -> U. Nebraska, Medical Center",Nebraska,Public,"U. Nebraska, Medical Center",3,"['73,088', '']","['2,487', '']","['0', '']","['0', '']","['109,343', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r368,"Nebraska -> Public -> U. Nebraska, Omaha",Nebraska,Public,"U. Nebraska, Omaha",3,"['0', '']","['0', '']","['0', '']","['7,538', '']","['640', '']","['0', '']","['11,610', '']","['0', '']","['0', '']","['0', '']"
3034,r369,Nebraska -> Private,Nebraska,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r370,Nebraska -> Private -> Creighton U.,Nebraska,Private,Creighton U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r371,Nevada,Nevada,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r372,Nevada -> Public,Nevada,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r373,Nevada -> Public -> Desert Research Institute,Nevada,Public,Desert Research Institute,3,"['23,340', '']","['0', '']","['450', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['21,000', '']","['0', '']"
3034,r374,"Nevada -> Public -> U. Nevada, Las Vegas",Nevada,Public,"U. Nevada, Las Vegas",3,"['61,740', '']","['0', '']","['910', '']","['2,160', '']","['0', '']","['4,041', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r375,"Nevada -> Public -> U. Nevada, Reno",Nevada,Public,"U. Nevada, Reno",3,"['0', '']","['30,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['35,000', '']","['0', '']","['0', '']","['0', '']"
3034,r376,Nevada -> Private,Nevada,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r377,Nevada -> Private -> Roseman U. of Health Sciences,Nevada,Private,Roseman U. of Health Sciences,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3034,r378,New Hampshire,New Hampshire,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r379,New Hampshire -> Public,New Hampshire,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r380,New Hampshire -> Public -> U. New Hampshire,New Hampshire,Public,U. New Hampshire,3,"['14,907', '']","['10,844', '']","['0', '']","['0', '']","['0', '']","['0', '']","['29,070', '']","['0', '']","['0', '']","['0', '']"
3034,r381,New Hampshire -> Private,New Hampshire,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3034,r382,New Hampshire -> Private -> Dartmouth C.,New Hampshire,Private,Dartmouth C.,3,"['NA', '']","['96,898', '']","['0', '']","['96,500', '']","['0', '']","['0', '']","['21,040', '']","['0', 'i']","['0', 'i']","['0', 'i']"
