table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2021,field_2022,field_2023_all_non_s_e_fields,field_2023_business_management_and_business_administration,field_2023_communication_and_communications_technologies,field_2023_education,field_2023_humanities,field_2023_law,field_2023_social_work,field_2023_visual_and_performing_arts,field_2023_non_s_e_nec
12705,r221,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,220,"['1,935', '']","['1,156', '']","['4,423', '']","['1,299', '']","['0', '']","['2,267', '']","['0', '']","['223', '']","['0', '']","['0', '']","['634', '']"
12705,r222,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,221,"['3,430', '']","['4,023', '']","['4,371', '']","['13', '']","['2', '']","['1,410', '']","['98', '']","['0', '']","['0', '']","['6', '']","['2,842', '']"
12705,r223,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,222,"['1,452', '']","['3,377', '']","['4,315', '']","['1,856', '']","['0', '']","['648', '']","['745', '']","['0', '']","['0', '']","['0', '']","['1,066', '']"
12705,r224,"All institutions -> California State U., Sacramento",All institutions,"California State U., Sacramento",2,223,"['3,627', '']","['3,407', '']","['4,298', '']","['931', '']","['0', '']","['2,724', '']","['258', '']","['0', '']","['116', '']","['116', '']","['153', '']"
12705,r225,All institutions -> Marshall U.,All institutions,Marshall U.,2,224,"['2,065', '']","['2,710', '']","['4,175', '']","['1,177', '']","['0', '']","['1,312', '']","['475', '']","['0', '']","['0', '']","['0', '']","['1,211', '']"
12705,r226,All institutions -> Southern Connecticut State U.,All institutions,Southern Connecticut State U.,2,225,"['2,883', '']","['2,983', '']","['4,095', '']","['1,357', '']","['12', '']","['359', '']","['1,269', '']","['0', '']","['282', '']","['543', '']","['273', '']"
12705,r227,All institutions -> Pacific U.,All institutions,Pacific U.,2,226,"['923', '']","['1,414', '']","['4,071', '']","['0', '']","['0', '']","['3,707', '']","['302', '']","['0', '']","['0', '']","['0', '']","['62', '']"
12705,r228,"All institutions -> Southern Illinois U., Carbondale",All institutions,"Southern Illinois U., Carbondale",2,227,"['0', '']","['0', '']","['4,059', '']","['551', '']","['308', '']","['1,385', '']","['194', '']","['26', '']","['140', '']","['414', '']","['1,041', '']"
12705,r229,All institutions -> Western U. of Health Sciences,All institutions,Western U. of Health Sciences,2,228,"['1,090', '']","['1,986', '']","['3,983', '']","['0', '']","['0', '']","['3,983', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r230,"All institutions -> U. Missouri, Kansas City",All institutions,"U. Missouri, Kansas City",2,229,"['2,099', '']","['1,972', '']","['3,963', '']","['1,372', '']","['10', '']","['919', '']","['276', '']","['152', '']","['3', '']","['191', '']","['1,040', '']"
12705,r231,All institutions -> Winston-Salem State U.,All institutions,Winston-Salem State U.,2,230,"['1,233', '']","['4,758', '']","['3,941', '']","['0', '']","['0', '']","['422', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,519', '']"
12705,r232,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,231,"['3,076', '']","['3,355', '']","['3,850', '']","['59', '']","['525', '']","['1,143', '']","['131', '']","['75', '']","['856', '']","['1', '']","['1,060', '']"
12705,r233,All institutions -> U. Northern Colorado,All institutions,U. Northern Colorado,2,232,"['850', '']","['906', '']","['3,844', '']","['773', '']","['173', '']","['1,988', '']","['0', '']","['0', '']","['0', '']","['780', '']","['130', '']"
12705,r234,All institutions -> Kean U.,All institutions,Kean U.,2,233,"['3,145', '']","['1,341', '']","['3,785', '']","['748', '']","['81', '']","['734', '']","['724', '']","['80', '']","['153', '']","['300', '']","['965', '']"
12705,r235,All institutions -> U. Dayton,All institutions,U. Dayton,2,234,"['1,487', '']","['2,058', '']","['3,759', '']","['533', '']","['18', '']","['2,766', '']","['58', '']","['0', '']","['126', '']","['192', '']","['66', '']"
12705,r236,All institutions -> Sam Houston State U.,All institutions,Sam Houston State U.,2,235,"['6,893', '']","['4,219', '']","['3,713', '']","['86', '']","['0', '']","['493', '']","['3', '']","['0', '']","['0', '']","['0', '']","['3,131', '']"
12705,r237,All institutions -> Prairie View A&M U.,All institutions,Prairie View A&M U.,2,236,"['2,715', '']","['3,068', '']","['3,664', '']","['15', '']","['0', '']","['696', '']","['500', '']","['2,236', '']","['0', '']","['0', '']","['217', '']"
12705,r238,All institutions -> Long Island U.,All institutions,Long Island U.,2,237,"['4,407', '']","['3,505', '']","['3,645', '']","['1,041', '']","['0', '']","['761', '']","['1,204', '']","['0', '']","['420', '']","['0', '']","['219', '']"
12705,r239,All institutions -> Lawrence Technological U.,All institutions,Lawrence Technological U.,2,238,"['1,091', '']","['2,102', '']","['3,632', '']","['3,471', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['161', '']"
12705,r240,All institutions -> Hofstra U.,All institutions,Hofstra U.,2,239,"['2,438', '']","['2,981', '']","['3,538', '']","['966', '']","['240', '']","['607', '']","['725', '']","['665', '']","['0', '']","['331', '']","['4', '']"
12705,r241,All institutions -> Providence C.,All institutions,Providence C.,2,240,"['11', '']","['ne', '']","['3,519', '']","['0', '']","['0', '']","['3,006', '']","['41', '']","['0', '']","['0', '']","['109', '']","['363', '']"
12705,r242,All institutions -> Pepperdine U.,All institutions,Pepperdine U.,2,241,"['1,091', '']","['1,082', '']","['3,468', '']","['1,135', '']","['230', '']","['879', '']","['655', '']","['359', '']","['0', '']","['146', '']","['64', '']"
12705,r243,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,242,"['2,161', '']","['3,407', '']","['3,390', '']","['103', '']","['10', '']","['2,793', '']","['221', '']","['0', '']","['0', '']","['0', '']","['263', '']"
12705,r244,All institutions -> Bryn Mawr C.,All institutions,Bryn Mawr C.,2,243,"['4,184', '']","['3,584', '']","['3,363', '']","['0', '']","['0', '']","['64', '']","['2,626', '']","['0', '']","['436', '']","['237', '']","['0', '']"
12705,r245,All institutions -> Nova Southeastern U.,All institutions,Nova Southeastern U.,2,244,"['328', '']","['3,403', '']","['3,313', '']","['1,096', '']","['168', '']","['478', '']","['129', '']","['1,270', '']","['0', '']","['31', '']","['141', '']"
12705,r246,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,245,"['3,208', '']","['3,104', '']","['3,294', '']","['1,906', '']","['0', '']","['125', '']","['848', '']","['0', '']","['0', '']","['415', '']","['0', '']"
12705,r247,All institutions -> U. of the District of Columbia,All institutions,U. of the District of Columbia,2,246,"['1,050', '']","['1,304', '']","['3,286', '']","['220', '']","['470', '']","['384', '']","['0', '']","['20', '']","['254', '']","['0', '']","['1,938', '']"
12705,r248,All institutions -> Ball State U.,All institutions,Ball State U.,2,247,"['2,564', '']","['2,528', '']","['3,271', '']","['1,022', '']","['336', '']","['381', '']","['204', '']","['0', '']","['152', '']","['151', '']","['1,025', '']"
12705,r249,All institutions -> U. South Dakota,All institutions,U. South Dakota,2,248,"['4,646', '']","['4,182', '']","['3,251', '']","['451', '']","['142', '']","['322', '']","['512', '']","['627', '']","['348', '']","['475', '']","['374', '']"
12705,r250,All institutions -> Western Washington U.,All institutions,Western Washington U.,2,249,"['2,405', '']","['3,312', '']","['3,158', '']","['69', '']","['92', '']","['1,689', '']","['933', '']","['0', '']","['0', '']","['292', '']","['83', '']"
12705,r251,All institutions -> Wesleyan U.,All institutions,Wesleyan U.,2,250,"['2,413', '']","['2,867', '']","['3,142', '']","['0', '']","['756', '']","['1,296', '']","['758', '']","['0', '']","['0', '']","['302', '']","['30', '']"
12705,r252,All institutions -> U. Baltimore,All institutions,U. Baltimore,2,251,"['11,757', '']","['3,761', '']","['3,111', '']","['0', '']","['0', '']","['5', '']","['0', '']","['52', '']","['0', '']","['0', '']","['3,054', '']"
12705,r253,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,252,"['1,571', '']","['2,397', '']","['3,054', '']","['1,128', '']","['38', '']","['1,738', '']","['77', '']","['48', '']","['23', '']","['0', '']","['2', '']"
12705,r254,All institutions -> U. Rochester,All institutions,U. Rochester,2,253,"['2,197', '']","['2,541', '']","['3,020', '']","['120', '']","['0', '']","['1,702', '']","['70', '']","['0', '']","['0', '']","['17', '']","['1,111', '']"
12705,r255,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,254,"['1,979', '']","['7,540', '']","['3,007', '']","['83', '']","['0', '']","['2,225', '']","['6', '']","['0', '']","['0', '']","['0', '']","['693', '']"
12705,r256,All institutions -> Augusta U.,All institutions,Augusta U.,2,255,"['65', '']","['2,187', '']","['2,963', '']","['655', '']","['13', '']","['661', '']","['0', '']","['0', '']","['0', '']","['1,560', '']","['74', '']"
12705,r257,"All institutions -> U. Oklahoma, Tulsa",All institutions,"U. Oklahoma, Tulsa",2,256,"['3,753', '']","['4,006', '']","['2,961', '']","['0', '']","['0', '']","['2,227', '']","['0', '']","['0', '']","['557', '']","['0', '']","['177', '']"
12705,r258,All institutions -> Boise State U.,All institutions,Boise State U.,2,257,"['2,898', '']","['2,921', '']","['2,938', '']","['987', '']","['39', '']","['1,025', '']","['314', '']","['0', '']","['99', '']","['205', '']","['269', '']"
12705,r259,All institutions -> Middle Tennessee State U.,All institutions,Middle Tennessee State U.,2,258,"['8,291', '']","['7,900', '']","['2,919', '']","['332', '']","['74', '']","['364', '']","['1,225', '']","['0', '']","['0', '']","['890', '']","['34', '']"
12705,r260,All institutions -> Duquesne U.,All institutions,Duquesne U.,2,259,"['2,932', '']","['3,565', '']","['2,915', '']","['1,052', '']","['0', '']","['511', '']","['123', '']","['555', '']","['0', '']","['0', '']","['674', '']"
12705,r261,"All institutions -> California State U., Long Beach",All institutions,"California State U., Long Beach",2,260,"['924', '']","['2,026', '']","['2,836', '']","['44', '']","['91', '']","['326', '']","['321', '']","['0', '']","['1,277', '']","['115', '']","['662', '']"
12705,r262,"All institutions -> California State U., Bakersfield",All institutions,"California State U., Bakersfield",2,261,"['1,645', '']","['2,119', '']","['2,819', '']","['391', '']","['0', '']","['1,920', '']","['145', '']","['25', '']","['76', '']","['60', '']","['202', '']"
12705,r263,All institutions -> Grinnell C.,All institutions,Grinnell C.,2,262,"['1,993', '']","['3,026', '']","['2,811', '']","['0', '']","['0', '']","['346', '']","['1,628', '']","['0', '']","['0', '']","['627', '']","['210', '']"
12705,r264,All institutions -> Suffolk U.,All institutions,Suffolk U.,2,263,"['1,408', '']","['1,022', '']","['2,754', '']","['928', '']","['0', '']","['0', '']","['6', '']","['1,820', '']","['0', '']","['0', '']","['0', '']"
12705,r265,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,264,"['258', '']","['2,373', '']","['2,702', '']","['185', '']","['0', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['2,513', '']"
12705,r266,"All institutions -> U. North Carolina, Asheville",All institutions,"U. North Carolina, Asheville",2,264,"['1,695', '']","['2,241', '']","['2,702', '']","['69', '']","['3', '']","['724', '']","['277', '']","['0', '']","['805', '']","['0', '']","['824', '']"
12705,r267,"All institutions -> California State Polytechnic U., Pomona",All institutions,"California State Polytechnic U., Pomona",2,266,"['133', '']","['909', '']","['2,688', '']","['0', '']","['5', '']","['439', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,244', '']"
12705,r268,All institutions -> West Chester U. Pennsylvania,All institutions,West Chester U. Pennsylvania,2,267,"['2,056', '']","['2,717', '']","['2,579', '']","['446', '']","['43', '']","['500', '']","['265', '']","['0', '']","['120', '']","['139', '']","['1,066', '']"
12705,r269,All institutions -> Clarkson U.,All institutions,Clarkson U.,2,268,"['1,253', '']","['2,338', '']","['2,577', '']","['794', '']","['150', '']","['536', '']","['59', '']","['0', '']","['1', '']","['1', '']","['1,036', '']"
12705,r270,All institutions -> Eastern Michigan U.,All institutions,Eastern Michigan U.,2,269,"['2,391', '']","['3,516', '']","['2,537', '']","['665', '']","['63', '']","['583', '']","['479', '']","['112', '']","['307', '']","['310', '']","['18', '']"
12705,r271,All institutions -> North Carolina Central U.,All institutions,North Carolina Central U.,2,270,"['2,265', '']","['2,186', '']","['2,453', 'i']","['86', 'i']","['0', 'i']","['2,323', 'i']","['0', 'i']","['0', 'i']","['44', 'i']","['0', 'i']","['0', 'i']"
12705,r272,All institutions -> Indiana U. Pennsylvania,All institutions,Indiana U. Pennsylvania,2,271,"['2,931', '']","['2,243', '']","['2,441', '']","['965', '']","['224', '']","['255', '']","['812', '']","['59', '']","['0', '']","['7', '']","['119', '']"
12705,r273,All institutions -> Erikson Institute,All institutions,Erikson Institute,2,272,"['1,723', '']","['2,068', '']","['2,414', '']","['0', '']","['0', '']","['2,414', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r274,All institutions -> La Sierra U.,All institutions,La Sierra U.,2,273,"['1,511', '']","['2,165', '']","['2,405', 'i']","['144', 'i']","['1', 'i']","['1,215', 'i']","['467', 'i']","['0', 'i']","['0', 'i']","['98', 'i']","['480', 'i']"
12705,r275,"All institutions -> U. Tennessee, Chattanooga",All institutions,"U. Tennessee, Chattanooga",2,274,"['1,812', '']","['2,294', '']","['2,401', '']","['1,966', '']","['18', '']","['180', '']","['115', '']","['0', '']","['0', '']","['6', '']","['116', '']"
12705,r276,All institutions -> San Francisco State U.,All institutions,San Francisco State U.,2,275,"['2,886', '']","['2,558', '']","['2,352', '']","['232', '']","['179', '']","['876', '']","['57', '']","['7', '']","['202', '']","['361', '']","['438', '']"
12705,r277,All institutions -> Sacred Heart U.,All institutions,Sacred Heart U.,2,276,"['798', '']","['ne', '']","['2,342', '']","['971', '']","['78', '']","['423', '']","['2', '']","['0', '']","['325', '']","['91', '']","['452', '']"
12705,r278,All institutions -> Texas A&M International U.,All institutions,Texas A&M International U.,2,277,"['1,404', '']","['1,785', '']","['2,315', '']","['299', '']","['0', '']","['522', '']","['1', '']","['0', '']","['0', '']","['18', '']","['1,475', '']"
12705,r279,"All institutions -> Purdue U., Northwest",All institutions,"Purdue U., Northwest",2,278,"['1,387', '']","['1,768', '']","['2,308', '']","['795', '']","['0', '']","['675', '']","['115', '']","['0', '']","['0', '']","['198', '']","['525', '']"
12705,r280,All institutions -> Texas A&M U.-Commerce,All institutions,Texas A&M U.-Commerce,2,279,"['1,796', '']","['1,381', '']","['2,287', '']","['177', '']","['36', '']","['886', '']","['65', '']","['0', '']","['22', '']","['105', '']","['996', '']"
12705,r281,All institutions -> Winthrop U.,All institutions,Winthrop U.,2,280,"['1,145', '']","['2,263', '']","['2,206', '']","['16', '']","['3', '']","['2,139', '']","['0', '']","['0', '']","['2', '']","['45', '']","['1', '']"
12705,r282,"All institutions -> U. Missouri, Saint Louis",All institutions,"U. Missouri, Saint Louis",2,281,"['3,148', '']","['3,068', '']","['2,154', '']","['201', '']","['14', '']","['914', '']","['112', '']","['0', '']","['326', '']","['6', '']","['581', '']"
12705,r283,"All institutions -> Pennsylvania State U., Harrisburg",All institutions,"Pennsylvania State U., Harrisburg",2,282,"['286', '']","['1,095', '']","['2,136', '']","['426', '']","['0', '']","['1,316', '']","['4', '']","['0', '']","['390', '']","['0', '']","['0', '']"
12705,r284,"All institutions -> U. Ana G. Mendez, Gurabo",All institutions,"U. Ana G. Mendez, Gurabo",2,283,"['52', '']","['115', 'i']","['2,132', '']","['0', '']","['1,318', '']","['814', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r285,All institutions -> Yeshiva U.,All institutions,Yeshiva U.,2,284,"['1,369', '']","['1,086', '']","['2,040', '']","['81', '']","['0', '']","['662', '']","['0', '']","['944', '']","['353', '']","['0', '']","['0', '']"
12705,r286,All institutions -> Sul Ross State U.,All institutions,Sul Ross State U.,2,285,"['1,193', 'i']","['1,615', 'i']","['2,037', '']","['0', '']","['0', '']","['1,038', '']","['0', '']","['0', '']","['0', '']","['0', '']","['999', '']"
12705,r287,All institutions -> St. Cloud State U.,All institutions,St. Cloud State U.,2,286,"['1,200', '']","['1,510', '']","['2,010', '']","['5', '']","['1', '']","['1,963', '']","['22', '']","['0', '']","['0', '']","['3', '']","['16', '']"
12705,r288,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,287,"['1,060', '']","['1,408', '']","['2,003', '']","['212', '']","['36', '']","['567', '']","['54', '']","['0', '']","['256', '']","['41', '']","['837', '']"
12705,r289,"All institutions -> CUNY, system office",All institutions,"CUNY, system office",2,288,"['0', '']","['40', '']","['1,978', '']","['0', '']","['0', '']","['46', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,932', '']"
12705,r290,All institutions -> Seattle U.,All institutions,Seattle U.,2,289,"['1,053', '']","['816', '']","['1,906', '']","['471', '']","['81', '']","['536', '']","['141', '']","['503', '']","['68', '']","['71', '']","['35', '']"
12705,r291,All institutions -> Hope C.,All institutions,Hope C.,2,290,"['782', '']","['859', '']","['1,828', '']","['0', '']","['4', '']","['644', '']","['811', '']","['0', '']","['0', '']","['36', '']","['333', '']"
12705,r292,All institutions -> Azusa Pacific U.,All institutions,Azusa Pacific U.,2,291,"['2,852', '']","['1,498', '']","['1,801', '']","['338', '']","['0', '']","['211', '']","['617', '']","['0', '']","['190', '']","['7', '']","['438', '']"
12705,r293,"All institutions -> U. Nebraska, Omaha",All institutions,"U. Nebraska, Omaha",2,292,"['1,452', '']","['1,366', '']","['1,793', '']","['140', '']","['6', '']","['771', '']","['112', '']","['0', '']","['0', '']","['21', '']","['743', '']"
12705,r294,"All institutions -> Loyola U., Chicago",All institutions,"Loyola U., Chicago",2,293,"['1,694', '']","['1,987', '']","['1,789', '']","['27', '']","['0', '']","['503', '']","['74', '']","['67', '']","['260', '']","['15', '']","['843', '']"
12705,r295,All institutions -> Creighton U.,All institutions,Creighton U.,2,294,"['1,604', 'i']","['1,759', 'i']","['1,788', 'i']","['410', 'i']","['69', 'i']","['449', 'i']","['241', 'i']","['190', 'i']","['112', 'i']","['56', 'i']","['261', 'i']"
12705,r296,"All institutions -> Rutgers, State U. New Jersey, Camden",All institutions,"Rutgers, State U. New Jersey, Camden",2,295,"['1,259', '']","['1,288', '']","['1,771', '']","['0', '']","['0', '']","['8', '']","['13', '']","['91', '']","['0', '']","['1,659', '']","['0', '']"
12705,r297,All institutions -> Virginia State U.,All institutions,Virginia State U.,2,296,"['1,339', '']","['2,174', '']","['1,766', '']","['1', '']","['0', '']","['1,435', '']","['0', '']","['0', '']","['0', '']","['0', '']","['330', '']"
12705,r298,All institutions -> Tennessee Technological U.,All institutions,Tennessee Technological U.,2,297,"['771', '']","['1,150', '']","['1,743', '']","['194', '']","['0', '']","['409', '']","['15', '']","['0', '']","['0', '']","['5', '']","['1,120', '']"
12705,r299,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,298,"['2,073', '']","['1,575', '']","['1,738', '']","['497', '']","['0', '']","['1,012', '']","['229', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r300,"All institutions -> California State U., San Bernardino",All institutions,"California State U., San Bernardino",2,299,"['3,608', '']","['3,608', '']","['1,703', '']","['16', '']","['8', '']","['1,255', '']","['38', '']","['0', '']","['10', '']","['12', '']","['364', '']"
12705,r301,All institutions -> Norfolk State U.,All institutions,Norfolk State U.,2,300,"['8', '']","['359', '']","['1,686', '']","['0', '']","['131', '']","['945', '']","['0', '']","['0', '']","['0', '']","['0', '']","['610', '']"
12705,r302,All institutions -> Saint Joseph's U.,All institutions,Saint Joseph's U.,2,301,"['1,524', '']","['1,732', '']","['1,660', '']","['781', '']","['7', '']","['839', '']","['28', '']","['0', '']","['0', '']","['5', '']","['0', '']"
12705,r303,All institutions -> Fayetteville State U.,All institutions,Fayetteville State U.,2,302,"['1,661', '']","['1,461', '']","['1,629', 'i']","['217', 'i']","['285', 'i']","['1,070', 'i']","['0', 'i']","['1', 'i']","['0', 'i']","['56', 'i']","['0', 'i']"
12705,r304,"All institutions -> CUNY, Baruch C.",All institutions,"CUNY, Baruch C.",2,303,"['224', '']","['934', '']","['1,626', '']","['56', '']","['39', '']","['10', '']","['301', '']","['0', '']","['0', '']","['23', '']","['1,197', '']"
12705,r305,All institutions -> Swarthmore C.,All institutions,Swarthmore C.,2,304,"['900', '']","['1,342', '']","['1,621', '']","['0', '']","['0', '']","['240', '']","['476', '']","['0', '']","['0', '']","['867', '']","['38', '']"
12705,r306,All institutions -> Williams C.,All institutions,Williams C.,2,305,"['1,342', 'i']","['1,408', 'i']","['1,607', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['1,001', 'i']","['46', 'i']","['0', 'i']","['560', 'i']","['0', 'i']"
12705,r307,All institutions -> Reed C.,All institutions,Reed C.,2,306,"['1,450', 'i']","['1,397', 'i']","['1,596', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['1,596', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12705,r308,"All institutions -> Texas Tech U., Health Sciences Center",All institutions,"Texas Tech U., Health Sciences Center",2,307,"['1,016', '']","['1,613', '']","['1,566', '']","['0', '']","['0', '']","['1,441', '']","['0', '']","['0', '']","['0', '']","['0', '']","['125', '']"
12705,r309,All institutions -> Pratt Institute,All institutions,Pratt Institute,2,308,"['2,547', '']","['2,325', '']","['1,558', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,558', '']"
12705,r310,"All institutions -> U. Washington, Bothell",All institutions,"U. Washington, Bothell",2,309,"['6,065', '']","['4,831', '']","['1,536', '']","['110', '']","['12', '']","['1,390', '']","['0', '']","['0', '']","['0', '']","['0', '']","['24', '']"
12705,r311,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,310,"['2,034', '']","['1,856', '']","['1,535', '']","['32', '']","['47', '']","['996', '']","['3', '']","['0', '']","['0', '']","['0', '']","['457', '']"
12705,r312,All institutions -> Hamilton C.,All institutions,Hamilton C.,2,311,"['966', '']","['1,064', '']","['1,517', '']","['0', '']","['0', '']","['484', '']","['502', '']","['0', '']","['0', '']","['402', '']","['129', '']"
12705,r313,All institutions -> U. Central Oklahoma,All institutions,U. Central Oklahoma,2,312,"['4,508', 'i']","['1,358', 'i']","['1,513', 'i']","['824', 'i']","['0', 'i']","['0', 'i']","['599', 'i']","['0', 'i']","['0', 'i']","['90', 'i']","['0', 'i']"
12705,r314,All institutions -> Lewis and Clark C.,All institutions,Lewis and Clark C.,2,313,"['1,345', '']","['1,448', '']","['1,508', '']","['0', '']","['2', '']","['50', '']","['122', '']","['1,324', '']","['0', '']","['10', '']","['0', '']"
12705,r315,"All institutions -> Trinity C., Hartford",All institutions,"Trinity C., Hartford",2,314,"['55', '']","['147', '']","['1,491', '']","['0', '']","['0', '']","['0', '']","['1,126', '']","['0', '']","['0', '']","['206', '']","['159', '']"
12705,r316,"All institutions -> U. Illinois, Springfield",All institutions,"U. Illinois, Springfield",2,315,"['326', '']","['799', '']","['1,490', '']","['1', '']","['0', '']","['256', '']","['39', '']","['0', '']","['0', '']","['0', '']","['1,194', '']"
12705,r317,"All institutions -> U. Massachusetts, Dartmouth",All institutions,"U. Massachusetts, Dartmouth",2,316,"['743', '']","['1,284', '']","['1,488', '']","['4', '']","['4', '']","['1,054', '']","['0', '']","['0', '']","['0', '']","['157', '']","['269', '']"
12705,r318,All institutions -> Hartford International U. for Religion and Peace,All institutions,Hartford International U. for Religion and Peace,2,317,"['ne', '']","['ne', '']","['1,485', '']","['0', '']","['0', '']","['0', '']","['1,485', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12705,r319,"All institutions -> CUNY, Brooklyn C.",All institutions,"CUNY, Brooklyn C.",2,318,"['550', '']","['788', '']","['1,465', '']","['4', '']","['0', '']","['223', '']","['76', '']","['0', '']","['0', '']","['74', '']","['1,088', '']"
12705,r320,"All institutions -> U. Arkansas, Little Rock",All institutions,"U. Arkansas, Little Rock",2,319,"['501', '']","['796', '']","['1,460', '']","['31', '']","['0', '']","['681', '']","['4', '']","['566', '']","['0', '']","['0', '']","['178', '']"
12705,r321,All institutions -> Texas A&M U.-Kingsville,All institutions,Texas A&M U.-Kingsville,2,320,"['2,298', '']","['1,593', '']","['1,451', '']","['11', '']","['0', '']","['1,312', '']","['4', '']","['0', '']","['1', '']","['0', '']","['123', '']"
12705,r322,All institutions -> Babson C.,All institutions,Babson C.,2,321,"['1,286', 'i']","['1,270', 'i']","['1,430', 'i']","['303', 'i']","['0', 'i']","['0', 'i']","['732', 'i']","['21', 'i']","['0', 'i']","['374', 'i']","['0', 'i']"
12705,r323,All institutions -> Lipscomb U.,All institutions,Lipscomb U.,2,322,"['19', '']","['ne', '']","['1,427', '']","['392', '']","['0', '']","['819', '']","['169', '']","['0', '']","['0', '']","['0', '']","['47', '']"
12705,r324,All institutions -> Seton Hall U.,All institutions,Seton Hall U.,2,323,"['4,317', '']","['4,535', '']","['1,396', '']","['127', '']","['84', '']","['699', '']","['41', '']","['423', '']","['22', '']","['0', '']","['0', '']"
12705,r325,All institutions -> Wellesley C.,All institutions,Wellesley C.,2,324,"['1,551', '']","['1,812', '']","['1,375', '']","['0', '']","['0', '']","['1,125', '']","['75', '']","['0', '']","['0', '']","['0', '']","['175', '']"
12705,r326,"All institutions -> Southern Illinois U., Edwardsville",All institutions,"Southern Illinois U., Edwardsville",2,325,"['4,441', '']","['959', '']","['1,370', '']","['39', '']","['0', '']","['0', '']","['432', '']","['19', '']","['0', '']","['291', '']","['589', '']"
12705,r327,"All institutions -> SUNY, C. of Environmental Science and Forestry",All institutions,"SUNY, C. of Environmental Science and Forestry",2,326,"['295', '']","['1,281', 'i']","['1,364', '']","['89', '']","['0', '']","['409', '']","['0', '']","['0', '']","['260', '']","['0', '']","['606', '']"
12705,r328,All institutions -> Central Michigan U.,All institutions,Central Michigan U.,2,327,"['1,336', '']","['1,101', '']","['1,363', '']","['353', '']","['40', '']","['82', '']","['29', '']","['0', '']","['0', '']","['10', '']","['849', '']"
12705,r329,All institutions -> Pace U.,All institutions,Pace U.,2,328,"['1,303', '']","['1,370', '']","['1,361', '']","['180', '']","['0', '']","['919', '']","['26', '']","['168', '']","['0', '']","['0', '']","['68', '']"
12705,r330,"All institutions -> Texas Tech U., Health Sciences Center, El Paso",All institutions,"Texas Tech U., Health Sciences Center, El Paso",2,329,"['805', '']","['1,133', '']","['1,360', '']","['0', '']","['0', '']","['1,120', '']","['0', '']","['0', '']","['0', '']","['0', '']","['240', '']"
12705,r331,"All institutions -> U. Puerto Rico, Mayaguez",All institutions,"U. Puerto Rico, Mayaguez",2,330,"['2,046', '']","['2,360', '']","['1,344', '']","['541', '']","['0', '']","['318', '']","['94', '']","['0', '']","['182', '']","['0', '']","['209', '']"
12705,r332,All institutions -> Texas Southern U.,All institutions,Texas Southern U.,2,331,"['1,248', '']","['1,544', '']","['1,315', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,315', '']"
12705,r333,All institutions -> Arcadia U.,All institutions,Arcadia U.,2,332,"['604', '']","['ne', '']","['1,278', '']","['0', '']","['0', '']","['1,183', '']","['0', '']","['0', '']","['0', '']","['95', '']","['0', '']"
12705,r334,All institutions -> U. Colorado Colorado Springs,All institutions,U. Colorado Colorado Springs,2,333,"['843', '']","['981', '']","['1,272', '']","['10', '']","['63', '']","['505', '']","['53', '']","['0', '']","['20', '']","['11', '']","['610', '']"
12705,r335,"All institutions -> California State U., Northridge",All institutions,"California State U., Northridge",2,334,"['1,353', '']","['1,914', '']","['1,264', '']","['152', '']","['0', '']","['886', '']","['34', '']","['192', '']","['0', '']","['0', '']","['0', '']"
