table_id,row_id,state_or_territory_control_and_institution_full_path,state_or_territory_control_and_institution_level_1,state_or_territory_control_and_institution_level_2,state_or_territory_control_and_institution_level_3,state_or_territory_control_and_institution_hierarchy_depth,field_started_in_fy_2006_or_fy_2007,field_started_in_fy_2008_or_fy_2009,field_started_in_fy_2010_or_fy_2011,field_started_in_fy_2012_or_fy_2013,field_started_in_fy_2014_or_fy_2015,field_started_in_fy_2016_or_fy_2017,field_started_in_fy_2018_or_fy_2019,field_planned_to_start_in_fy_2020_or_fy_2021,field_deferred_projects_included_in_institutional_plan,field_deferred_projects_not_included_in_institutional_plan
3039,r250,Louisiana -> Public -> U. New Orleans,Louisiana,Public,U. New Orleans,3,"['0', '']","['2,326', '']","['0', '']","['0', '']","['0', '']","['0', '']","['300', '']","['0', '']","['0', '']","['1,600', '']"
3039,r251,Louisiana -> Private,Louisiana,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r252,Louisiana -> Private -> Dillard U.,Louisiana,Private,Dillard U.,3,"['ne', '']","['0', '']","['500', '']","['2,062', '']","['1,870', '']","['2,050', '']","['4,310', '']","['500', '']","['2,700', '']","['0', '']"
3039,r253,Louisiana -> Private -> Tulane U.,Louisiana,Private,Tulane U.,3,"['3,350', '']","['12,399', '']","['4,635', '']","['13,746', '']","['6,828', '']","['3,367', '']","['6,185', '']","['560', '']","['0', '']","['0', '']"
3039,r254,Louisiana -> Private -> Xavier U. Louisiana,Louisiana,Private,Xavier U. Louisiana,3,"['0', '']","['0', '']","['2,281', '']","['1,253', '']","['0', '']","['0', 'i']","['0', '']","['500', '']","['0', '']","['0', '']"
3039,r255,Maine,Maine,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r256,Maine -> Public,Maine,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r257,Maine -> Public -> Maine Maritime Academy,Maine,Public,Maine Maritime Academy,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['1,100', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r258,Maine -> Public -> U. Maine,Maine,Public,U. Maine,3,"['0', '']","['0', '']","['3,690', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r259,Maine -> Public -> U. Southern Maine,Maine,Public,U. Southern Maine,3,"['0', '']","['0', '']","['0', '']","['761', '']","['330', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r260,Maine -> Private,Maine,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r261,Maine -> Private -> Bates C.,Maine,Private,Bates C.,3,"['1,154', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['800', '']","['0', '']","['0', '']"
3039,r262,Maine -> Private -> Bowdoin C.,Maine,Private,Bowdoin C.,3,"['NA', '']","['NA', '']","['NA', '']","['0', '']","['705', '']","['0', '']","['0', '']","['750', '']","['0', '']","['0', '']"
3039,r263,Maine -> Private -> Colby C.,Maine,Private,Colby C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['700', '']","['2,080', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r264,Maine -> Private -> U. New England,Maine,Private,U. New England,3,"['NA', '']","['0', '']","['0', '']","['750', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r265,Maryland,Maryland,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r266,Maryland -> Public,Maryland,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r267,Maryland -> Public -> Bowie State U.,Maryland,Public,Bowie State U.,3,"['0', '']","['ne', '']","['ne', '']","['300', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r268,Maryland -> Public -> Morgan State U.,Maryland,Public,Morgan State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r269,Maryland -> Public -> Salisbury U.,Maryland,Public,Salisbury U.,3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['386', '']","['0', '']","['0', '']","['0', '']"
3039,r270,Maryland -> Public -> Towson U.,Maryland,Public,Towson U.,3,"['0', '']","['755', '']","['1,000', '']","['4,400', '']","['0', '']","['500', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r271,Maryland -> Public -> U. Baltimore,Maryland,Public,U. Baltimore,3,"['NA', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r272,Maryland -> Public -> U. Maryland<sup>c</sup>,Maryland,Public,U. Maryland<sup>c</sup>,3,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['52,799', '']","['65,633', '']","['10,124', '']","['252,789', '']"
3039,r273,Maryland -> Public -> U. Maryland Center for Environmental Science,Maryland,Public,U. Maryland Center for Environmental Science,3,"['0', '']","['0', '']","['250', 'i']","['0', '']","['1,598', '']","['2,536', '']","['1,549', '']","['3,158', '']","['0', '']","['46,405', '']"
3039,r274,"Maryland -> Public -> U. Maryland, Baltimore County",Maryland,Public,"U. Maryland, Baltimore County",3,"['0', '']","['713', '']","['2,881', '']","['550', '']","['510', '']","['2,158', '']","['966', '']","['5,200', '']","['67,000', '']","['0', '']"
3039,r275,"Maryland -> Public -> U. Maryland, Eastern Shore",Maryland,Public,"U. Maryland, Eastern Shore",3,"['900', '']","['1,060', '']","['534', '']","['1,230', '']","['0', '']","['0', '']","['2,500', '']","['1,000', '']","['0', '']","['0', '']"
3039,r276,Maryland -> Private,Maryland,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r277,Maryland -> Private -> Johns Hopkins U.,Maryland,Private,Johns Hopkins U.,3,"['22,755', '']","['27,716', '']","['36,059', '']","['77,050', '']","['69,161', '']","['22,604', '']","['10,438', '']","['77,950', '']","['33,000', '']","['0', '']"
3039,r278,Massachusetts,Massachusetts,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r279,Massachusetts -> Public,Massachusetts,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r280,"Massachusetts -> Public -> U. Massachusetts, Amherst",Massachusetts,Public,"U. Massachusetts, Amherst",3,"['18,897', '']","['34,291', '']","['53,961', '']","['53,347', '']","['24,974', '']","['9,112', '']","['41,338', '']","['25,700', '']","['5,000', '']","['5,000', '']"
3039,r281,"Massachusetts -> Public -> U. Massachusetts, Boston",Massachusetts,Public,"U. Massachusetts, Boston",3,"['760', '']","['6,073', '']","['750', '']","['0', '']","['503', '']","['0', '']","['6,819', '']","['0', '']","['0', '']","['0', '']"
3039,r282,"Massachusetts -> Public -> U. Massachusetts, Dartmouth",Massachusetts,Public,"U. Massachusetts, Dartmouth",3,"['0', '']","['2,230', '']","['1,300', '']","['4,417', '']","['11,502', '']","['10,155', '']","['0', '']","['1,984', '']","['1,984', '']","['0', '']"
3039,r283,"Massachusetts -> Public -> U. Massachusetts, Lowell",Massachusetts,Public,"U. Massachusetts, Lowell",3,"['0', '']","['0', '']","['4,000', '']","['3,000', '']","['9,978', '']","['62,632', '']","['26,065', '']","['65,100', '']","['16,300', '']","['203,300', '']"
3039,r284,"Massachusetts -> Public -> U. Massachusetts, Medical School",Massachusetts,Public,"U. Massachusetts, Medical School",3,"['40,000', '']","['13,301', '']","['5,843', '']","['16,992', '']","['6,334', '']","['8,467', '']","['12,550', '']","['37,413', '']","['20,000', '']","['91,000', '']"
3039,r285,Massachusetts -> Private,Massachusetts,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r286,Massachusetts -> Private -> Amherst C.,Massachusetts,Private,Amherst C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r287,Massachusetts -> Private -> Babson C.,Massachusetts,Private,Babson C.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3039,r288,Massachusetts -> Private -> Boston C.,Massachusetts,Private,Boston C.,3,"['7,618', '']","['20,801', '']","['4,785', '']","['6,739', '']","['7,902', '']","['7,786', '']","['1,837', '']","['0', '']","['0', '']","['0', '']"
3039,r289,Massachusetts -> Private -> Boston U.,Massachusetts,Private,Boston U.,3,"['15,741', '']","['34,051', '']","['19,302', '']","['24,132', '']","['8,293', '']","['29,921', '']","['28,306', '']","['6,106', '']","['0', '']","['0', '']"
3039,r290,Massachusetts -> Private -> Brandeis U.,Massachusetts,Private,Brandeis U.,3,"['0', '']","['5,100', '']","['515', '']","['0', '']","['0', '']","['511', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r291,Massachusetts -> Private -> Clark U.,Massachusetts,Private,Clark U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['803', '']","['2,025', '']","['0', '']","['25,250', '']"
3039,r292,Massachusetts -> Private -> Emerson C.,Massachusetts,Private,Emerson C.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r293,Massachusetts -> Private -> Harvard U.,Massachusetts,Private,Harvard U.,3,"['109,420', '']","['108,061', '']","['189,566', '']","['141,499', '']","['163,585', '']","['134,075', '']","['230,398', '']","['228,091', '']","['58,477', '']","['165,000', '']"
3039,r294,Massachusetts -> Private -> Massachusetts Institute of Technology,Massachusetts,Private,Massachusetts Institute of Technology,3,"['NA', '']","['13,946', '']","['61,264', '']","['188,082', '']","['39,976', '']","['91,780', '']","['60,125', '']","['47,700', '']","['0', '']","['443,800', '']"
3039,r295,Massachusetts -> Private -> MGH Institute of Health Professions,Massachusetts,Private,MGH Institute of Health Professions,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r296,Massachusetts -> Private -> Mount Holyoke C.,Massachusetts,Private,Mount Holyoke C.,3,"['0', '']","['0', '']","['250', '']","['0', '']","['911', '']","['413', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r297,Massachusetts -> Private -> New England C. of Optometry,Massachusetts,Private,New England C. of Optometry,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['ne', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3039,r298,Massachusetts -> Private -> Northeastern U.,Massachusetts,Private,Northeastern U.,3,"['5,200', '']","['15,265', '']","['18,798', '']","['38,390', '']","['27,826', '']","['30,676', '']","['44,652', '']","['38,630', '']","['31,998', '']","['0', '']"
3039,r299,Massachusetts -> Private -> Smith C.,Massachusetts,Private,Smith C.,3,"['2,760', '']","['285', '']","['18,000', '']","['0', '']","['0', '']","['805', '']","['4,306', '']","['0', '']","['0', '']","['0', '']"
3039,r300,Massachusetts -> Private -> Suffolk U.,Massachusetts,Private,Suffolk U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r301,Massachusetts -> Private -> Tufts U.,Massachusetts,Private,Tufts U.,3,"['12,347', '']","['40,717', '']","['35,251', '']","['7,567', '']","['56,043', '']","['48,806', '']","['28,784', '']","['11,600', '']","['0', '']","['0', '']"
3039,r302,Massachusetts -> Private -> Wellesley C.,Massachusetts,Private,Wellesley C.,3,"['0', '']","['1,003', '']","['378', '']","['440', '']","['0', '']","['3,534', '']","['75,751', '']","['0', '']","['0', '']","['0', '']"
3039,r303,Massachusetts -> Private -> Williams C.,Massachusetts,Private,Williams C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3039,r304,Massachusetts -> Private -> Woods Hole Oceanographic Institution,Massachusetts,Private,Woods Hole Oceanographic Institution,3,"['6,719', '']","['2,333', '']","['3,210', '']","['5,487', '']","['3,020', '']","['6,597', '']","['7,463', '']","['3,250', '']","['21,000', '']","['0', '']"
3039,r305,Massachusetts -> Private -> Worcester Polytechnic Institute,Massachusetts,Private,Worcester Polytechnic Institute,3,"['0', '']","['0', '']","['0', '']","['600', '']","['2,400', '']","['619', '']","['5,978', '']","['8,638', '']","['0', '']","['0', '']"
3039,r306,Michigan,Michigan,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r307,Michigan -> Public,Michigan,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r308,Michigan -> Public -> Central Michigan U.,Michigan,Public,Central Michigan U.,3,"['NA', '']","['NA', '']","['NA', '']","['1,067', '']","['1,312', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r309,Michigan -> Public -> Eastern Michigan U.,Michigan,Public,Eastern Michigan U.,3,"['0', '']","['0', '']","['14,500', '']","['0', '']","['3,199', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r310,Michigan -> Public -> Grand Valley State U.,Michigan,Public,Grand Valley State U.,3,"['0', '']","['1,500', '']","['0', '']","['0', '']","['9,813', '']","['1,845', '']","['950', '']","['0', '']","['0', '']","['0', '']"
3039,r311,Michigan -> Public -> Michigan State U.,Michigan,Public,Michigan State U.,3,"['8,199', '']","['8,353', '']","['5,170', '']","['6,129', '']","['26,087', '']","['10,148', '']","['15,948', '']","['20,922', '']","['242,502', '']","['0', '']"
3039,r312,Michigan -> Public -> Michigan Technological U.,Michigan,Public,Michigan Technological U.,3,"['0', '']","['0', '']","['445', '']","['574', '']","['622', '']","['0', '']","['283', '']","['1,200', '']","['15,929', '']","['0', '']"
3039,r313,Michigan -> Public -> Oakland U.,Michigan,Public,Oakland U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,000', '']","['250', '']"
3039,r314,Michigan -> Public -> Saginaw Valley State U.,Michigan,Public,Saginaw Valley State U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r315,"Michigan -> Public -> U. Michigan, Ann Arbor",Michigan,Public,"U. Michigan, Ann Arbor",3,"['na', '']","['na', '']","['30,186', 'i']","['12,842', '']","['15,899', '']","['48,402', '']","['85,201', '']","['24,625', '']","['43,592', 'i']","['0', 'i']"
3039,r316,"Michigan -> Public -> U. Michigan, Dearborn",Michigan,Public,"U. Michigan, Dearborn",3,"['na', '']","['na', '']","['780', '']","['405', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r317,Michigan -> Public -> Wayne State U.,Michigan,Public,Wayne State U.,3,"['13,710', '']","['29,836', '']","['4,326', '']","['4,280', '']","['12,856', '']","['3,482', '']","['19,062', '']","['6,500', '']","['0', '']","['0', '']"
3039,r318,Michigan -> Public -> Western Michigan U. and Homer Stryker M.D. School of Medicine,Michigan,Public,Western Michigan U. and Homer Stryker M.D. School of Medicine,3,"['0', '']","['0', '']","['0', '']","['0', '']","['10,000', '']","['9,554', '']","['400', '']","['0', '']","['0', '']","['0', '']"
3039,r319,Michigan -> Private,Michigan,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r320,Michigan -> Private -> Andrews U.,Michigan,Private,Andrews U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r321,Michigan -> Private -> Calvin C.,Michigan,Private,Calvin C.,3,"['0', '']","['0', '']","['1,018', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r322,Michigan -> Private -> Hope C.,Michigan,Private,Hope C.,3,"['0', '']","['0', '']","['0', '']","['3,750', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r323,Michigan -> Private -> Kettering U.,Michigan,Private,Kettering U.,3,"['7,500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r324,Michigan -> Private -> Lawrence Technological U.,Michigan,Private,Lawrence Technological U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['500', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r325,Michigan -> Private -> U. Detroit Mercy,Michigan,Private,U. Detroit Mercy,3,"['ne', '']","['ne', '']","['0', '']","['ne', '']","['0', '']","['500', '']","['250', '']","['0', '']","['0', '']","['0', '']"
3039,r326,Michigan -> Private -> Van Andel Research Institute,Michigan,Private,Van Andel Research Institute,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['14,705', '']","['2,331', '']","['4,553', '']","['0', '']","['0', '']"
3039,r327,Minnesota,Minnesota,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r328,Minnesota -> Public,Minnesota,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r329,"Minnesota -> Public -> Minnesota State U., Mankato",Minnesota,Public,"Minnesota State U., Mankato",3,"['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r330,Minnesota -> Public -> St. Cloud State U.,Minnesota,Public,St. Cloud State U.,3,"['0', '']","['5,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['600', '']","['0', '']","['0', '']","['0', '']"
3039,r331,"Minnesota -> Public -> U. Minnesota, Duluth",Minnesota,Public,"U. Minnesota, Duluth",3,"['na', '']","['na', '']","['0', '']","['0', '']","['368', '']","['0', '']","['0', '']","['464', '']","['3,249', '']","['0', '']"
3039,r332,"Minnesota -> Public -> U. Minnesota, Twin Cities",Minnesota,Public,"U. Minnesota, Twin Cities",3,"['na', '']","['na', '']","['13,969', '']","['22,960', '']","['19,590', '']","['38,401', '']","['25,425', '']","['25,429', '']","['19,549', '']","['0', '']"
3039,r333,Minnesota -> Private,Minnesota,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r334,Minnesota -> Private -> Carleton C.,Minnesota,Private,Carleton C.,3,"['807', '']","['710', '']","['1,475', '']","['889', '']","['0', '']","['0', '']","['0', '']","['17,795', '']","['0', '']","['0', '']"
3039,r335,Minnesota -> Private -> Macalester C.,Minnesota,Private,Macalester C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['260', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r336,Minnesota -> Private -> U. of St. Thomas (MN),Minnesota,Private,U. of St. Thomas (MN),3,"['ne', '']","['ne', '']","['NA', '']","['ne', '']","['ne', '']","['ne', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3039,r337,Mississippi,Mississippi,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r338,Mississippi -> Public,Mississippi,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r339,Mississippi -> Public -> Alcorn State U.,Mississippi,Public,Alcorn State U.,3,"['13,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,055', '']","['3,655', '']","['2,070', '']","['11,500', '']","['0', '']"
3039,r340,Mississippi -> Public -> Jackson State U.,Mississippi,Public,Jackson State U.,3,"['NA', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r341,Mississippi -> Public -> Mississippi State U.,Mississippi,Public,Mississippi State U.,3,"['2,419', '']","['8,936', '']","['2,260', '']","['2,300', '']","['1,110', '']","['0', '']","['1,865', '']","['4,700', '']","['0', '']","['0', '']"
3039,r342,Mississippi -> Public -> U. Mississippi,Mississippi,Public,U. Mississippi,3,"['3,000', '']","['9,790', '']","['1,855', '']","['762', '']","['616', '']","['1,600', '']","['452', '']","['0', '']","['0', '']","['0', '']"
3039,r343,Mississippi -> Public -> U. Southern Mississippi,Mississippi,Public,U. Southern Mississippi,3,"['0', '']","['0', '']","['270', '']","['0', '']","['0', '']","['0', '']","['0', '']","['250', '']","['0', '']","['0', '']"
3039,r344,Mississippi -> Private,Mississippi,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r345,Mississippi -> Private -> Tougaloo C.,Mississippi,Private,Tougaloo C.,3,"['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r346,Missouri,Missouri,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r347,Missouri -> Public,Missouri,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r348,"Missouri -> Public -> Lincoln U., Jefferson City",Missouri,Public,"Lincoln U., Jefferson City",3,"['0', '']","['0', '']","['312', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r349,Missouri -> Public -> Missouri State U.,Missouri,Public,Missouri State U.,3,"['12,000', '']","['6,150', '']","['1,400', '']","['0', '']","['0', '']","['0', '']","['799', '']","['0', '']","['8,247', '']","['0', '']"
3039,r350,Missouri -> Public -> Missouri U. of Science and Technology,Missouri,Public,Missouri U. of Science and Technology,3,"['914', '']","['694', '']","['6,452', '']","['7,152', '']","['461', '']","['18,076', '']","['8,971', '']","['1,361', '']","['0', '']","['0', '']"
3039,r351,"Missouri -> Public -> U. Missouri, Columbia",Missouri,Public,"U. Missouri, Columbia",3,"['8,363', '']","['31,501', '']","['13,716', '']","['2,328', '']","['6,126', '']","['50,724', '']","['16,300', '']","['6,369', '']","['0', '']","['0', '']"
3039,r352,"Missouri -> Public -> U. Missouri, Kansas City",Missouri,Public,"U. Missouri, Kansas City",3,"['1,072', '']","['10,257', '']","['1,200', '']","['0', '']","['2,137', '']","['3,210', '']","['22,620', '']","['1,200', '']","['37,657', '']","['0', '']"
3039,r353,"Missouri -> Public -> U. Missouri, Saint Louis",Missouri,Public,"U. Missouri, Saint Louis",3,"['5,250', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,391', '']","['2,000', '']","['0', '']","['17,137', '']"
3039,r354,Missouri -> Private,Missouri,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r355,Missouri -> Private -> A. T. Still U.,Missouri,Private,A. T. Still U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r356,Missouri -> Private -> Saint Louis U.,Missouri,Private,Saint Louis U.,3,"['5,496', '']","['2,200', '']","['2,526', '']","['3,289', '']","['5,710', '']","['4,667', '']","['41,518', '']","['0', '']","['0', '']","['3,000', '']"
3039,r357,"Missouri -> Private -> Washington U., Saint Louis",Missouri,Private,"Washington U., Saint Louis",3,"['41,794', '']","['21,752', '']","['38,684', '']","['52,541', '']","['21,383', '']","['83,593', '']","['48,553', '']","['76,511', '']","['24,000', '']","['0', '']"
3039,r358,Montana,Montana,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r359,Montana -> Public,Montana,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r360,"Montana -> Public -> Montana State U., Bozeman",Montana,Public,"Montana State U., Bozeman",3,"['2,583', '']","['2,100', '']","['18,489', '']","['0', '']","['0', '']","['0', '']","['0', '']","['550', '']","['0', '']","['0', '']"
3039,r361,Montana -> Public -> Montana Technological U.,Montana,Public,Montana Technological U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['250', '']","['550', '']","['600', '']","['400', '']","['5,000', '']"
3039,r362,"Montana -> Public -> U. Montana, Missoula",Montana,Public,"U. Montana, Missoula",3,"['965', '']","['447', '']","['263', '']","['3,283', '']","['2,250', '']","['2,750', '']","['1,090', '']","['1,762', '']","['205,778', '']","['0', '']"
3039,r363,Nebraska,Nebraska,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r364,Nebraska -> Public,Nebraska,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r365,"Nebraska -> Public -> U. Nebraska, Kearney",Nebraska,Public,"U. Nebraska, Kearney",3,"['ne', '']","['ne', '']","['NA', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r366,"Nebraska -> Public -> U. Nebraska, Lincoln",Nebraska,Public,"U. Nebraska, Lincoln",3,"['15,740', '']","['97,066', '']","['12,547', '']","['28,044', '']","['12,325', '']","['40,678', '']","['10,051', '']","['0', '']","['0', '']","['128,609', '']"
3039,r367,"Nebraska -> Public -> U. Nebraska, Medical Center",Nebraska,Public,"U. Nebraska, Medical Center",3,"['1,340', '']","['0', '']","['0', '']","['16,870', '']","['8,993', '']","['1,615', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r368,"Nebraska -> Public -> U. Nebraska, Omaha",Nebraska,Public,"U. Nebraska, Omaha",3,"['0', '']","['0', '']","['692', '']","['7,267', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3039,r369,Nebraska -> Private,Nebraska,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r370,Nebraska -> Private -> Creighton U.,Nebraska,Private,Creighton U.,3,"['6,263', '']","['3,975', '']","['1,107', '']","['597', '']","['0', '']","['6,470', '']","['3,582', '']","['2,614', '']","['0', '']","['0', '']"
3039,r371,Nevada,Nevada,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r372,Nevada -> Public,Nevada,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3039,r373,Nevada -> Public -> Desert Research Institute,Nevada,Public,Desert Research Institute,3,"['468', '']","['0', '']","['784', '']","['0', '']","['0', '']","['0', '']","['520', '']","['1,000', '']","['5,646', '']","['0', '']"
3039,r374,"Nevada -> Public -> U. Nevada, Las Vegas",Nevada,Public,"U. Nevada, Las Vegas",3,"['0', '']","['962', '']","['4,461', '']","['1,080', '']","['293', '']","['0', '']","['9,259', '']","['3,000', '']","['0', '']","['0', '']"
3039,r375,"Nevada -> Public -> U. Nevada, Reno",Nevada,Public,"U. Nevada, Reno",3,"['3,351', '']","['3,390', '']","['1,326', '']","['282', '']","['760', '']","['5,464', '']","['3,353', '']","['25,166', '']","['0', '']","['2,000', '']"
