table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_r_d_expenditures,field_source_of_funds_federal_government,field_source_of_funds_state_and_local_government,field_source_of_funds_institution_funds,field_source_of_funds_business,field_source_of_funds_nonprofit_organizations,field_source_of_funds_all_other_sources
3183,r404,"United States -> Nebraska -> Public -> U. Nebraska, Medical Center",United States,Nebraska,Public,"U. Nebraska, Medical Center",4,"['194,455', '']","['102,604', '']","['12,284', '']","['37,891', '']","['9,896', '']","['15,706', '']","['16,074', '']"
3183,r405,"United States -> Nebraska -> Public -> U. Nebraska, Omaha",United States,Nebraska,Public,"U. Nebraska, Omaha",4,"['14,302', '']","['8,807', '']","['1,730', '']","['2,842', '']","['109', '']","['738', '']","['76', '']"
3183,r406,United States -> Nebraska -> Private,United States,Nebraska,Private,,3,"['25,132', '']","['9,193', '']","['5,312', '']","['7,226', '']","['1,554', '']","['844', '']","['1,003', '']"
3183,r407,United States -> Nebraska -> Private -> Creighton U.,United States,Nebraska,Private,Creighton U.,4,"['24,039', '']","['8,265', '']","['5,312', '']","['7,078', '']","['1,554', '']","['827', '']","['1,003', '']"
3183,r408,United States -> Nebraska -> Private -> Doane U.,United States,Nebraska,Private,Doane U.,4,"['1,093', '']","['928', '']","['0', '']","['148', '']","['0', '']","['17', '']","['0', '']"
3183,r409,United States -> Nevada,United States,Nevada,,,2,"['282,480', '']","['108,046', '']","['15,020', '']","['142,013', '']","['4,335', '']","['5,636', '']","['7,430', '']"
3183,r410,United States -> Nevada -> Public,United States,Nevada,Public,,3,"['278,564', '']","['108,029', '']","['15,012', '']","['138,267', '']","['4,279', '']","['5,547', '']","['7,430', '']"
3183,r411,United States -> Nevada -> Public -> Desert Research Institute,United States,Nevada,Public,Desert Research Institute,4,"['26,991', '']","['16,745', '']","['2,765', '']","['3,896', '']","['258', '']","['2,565', '']","['762', '']"
3183,r412,"United States -> Nevada -> Public -> U. Nevada, Las Vegas",United States,Nevada,Public,"U. Nevada, Las Vegas",4,"['99,445', '']","['28,381', '']","['2,494', '']","['63,995', '']","['1,465', '']","['805', '']","['2,305', '']"
3183,r413,"United States -> Nevada -> Public -> U. Nevada, Reno",United States,Nevada,Public,"U. Nevada, Reno",4,"['152,128', '']","['62,903', '']","['9,753', '']","['70,376', '']","['2,556', '']","['2,177', '']","['4,363', '']"
3183,r414,United States -> Nevada -> Private,United States,Nevada,Private,,3,"['3,916', '']","['17', '']","['8', '']","['3,746', '']","['56', '']","['89', '']","['0', '']"
3183,r415,United States -> Nevada -> Private -> Roseman U. of Health Sciences,United States,Nevada,Private,Roseman U. of Health Sciences,4,"['3,916', 'i']","['17', 'i']","['8', 'i']","['3,746', 'i']","['56', 'i']","['89', 'i']","['0', 'i']"
3183,r416,United States -> New Hampshire,United States,New Hampshire,,,2,"['492,183', '']","['245,860', '']","['5,901', '']","['193,098', '']","['14,862', '']","['25,658', '']","['6,804', '']"
3183,r417,United States -> New Hampshire -> Public,United States,New Hampshire,Public,,3,"['150,041', '']","['91,263', '']","['4,648', '']","['38,202', '']","['8,680', '']","['6,422', '']","['826', '']"
3183,r418,United States -> New Hampshire -> Public -> Keene State C.,United States,New Hampshire,Public,Keene State C.,4,"['1,061', '']","['1,022', '']","['0', '']","['39', '']","['0', '']","['0', '']","['0', '']"
3183,r419,United States -> New Hampshire -> Public -> U. New Hampshire,United States,New Hampshire,Public,U. New Hampshire,4,"['148,980', '']","['90,241', '']","['4,648', '']","['38,163', '']","['8,680', '']","['6,422', '']","['826', '']"
3183,r420,United States -> New Hampshire -> Private,United States,New Hampshire,Private,,3,"['342,142', '']","['154,597', '']","['1,253', '']","['154,896', '']","['6,182', '']","['19,236', '']","['5,978', '']"
3183,r421,United States -> New Hampshire -> Private -> Dartmouth C. and Dartmouth Hitchcock Medical Center,United States,New Hampshire,Private,Dartmouth C. and Dartmouth Hitchcock Medical Center,4,"['342,142', '']","['154,597', '']","['1,253', '']","['154,896', '']","['6,182', '']","['19,236', '']","['5,978', '']"
3183,r422,United States -> New Jersey,United States,New Jersey,,,2,"['1,331,199', '']","['651,428', '']","['95,140', '']","['294,689', '']","['66,647', '']","['122,072', '']","['101,223', '']"
3183,r423,United States -> New Jersey -> Public,United States,New Jersey,Public,,3,"['900,187', '']","['425,463', '']","['90,678', '']","['209,026', '']","['47,125', '']","['64,223', '']","['63,672', '']"
3183,r424,United States -> New Jersey -> Public -> Montclair State U.,United States,New Jersey,Public,Montclair State U.,4,"['10,225', '']","['4,164', '']","['331', '']","['904', '']","['117', '']","['4,604', '']","['105', '']"
3183,r425,United States -> New Jersey -> Public -> New Jersey City U.,United States,New Jersey,Public,New Jersey City U.,4,"['5,961', '']","['3,142', '']","['1,421', '']","['1,238', '']","['10', '']","['140', '']","['10', '']"
3183,r426,United States -> New Jersey -> Public -> New Jersey Institute of Technology,United States,New Jersey,Public,New Jersey Institute of Technology,4,"['161,232', '']","['89,846', '']","['3,268', '']","['55,507', '']","['2,511', '']","['5,099', '']","['5,001', '']"
3183,r427,United States -> New Jersey -> Public -> Rowan U.,United States,New Jersey,Public,Rowan U.,4,"['22,892', '']","['12,064', '']","['4,615', '']","['3,477', '']","['1,200', '']","['1,536', '']","['0', '']"
3183,r428,"United States -> New Jersey -> Public -> Rutgers, State U. New Jersey, Camden",United States,New Jersey,Public,"Rutgers, State U. New Jersey, Camden",4,"['3,211', '']","['1,096', '']","['86', '']","['1,370', '']","['120', '']","['537', '']","['2', '']"
3183,r429,"United States -> New Jersey -> Public -> Rutgers, State U. New Jersey, New Brunswick",United States,New Jersey,Public,"Rutgers, State U. New Jersey, New Brunswick",4,"['657,249', '']","['297,609', '']","['77,809', '']","['131,158', '']","['42,618', '']","['50,510', '']","['57,545', '']"
3183,r430,"United States -> New Jersey -> Public -> Rutgers, State U. New Jersey, Newark",United States,New Jersey,Public,"Rutgers, State U. New Jersey, Newark",4,"['26,661', '']","['15,397', '']","['1,361', '']","['6,607', '']","['548', '']","['1,739', '']","['1,009', '']"
3183,r431,United States -> New Jersey -> Public -> Stockton U.,United States,New Jersey,Public,Stockton U.,4,"['2,634', '']","['553', '']","['1,787', '']","['289', '']","['0', '']","['5', '']","['0', '']"
3183,r432,United States -> New Jersey -> Public -> William Paterson U.,United States,New Jersey,Public,William Paterson U.,4,"['10,122', '']","['1,592', '']","['0', '']","['8,476', '']","['1', '']","['53', '']","['0', '']"
3183,r433,United States -> New Jersey -> Private,United States,New Jersey,Private,,3,"['431,012', '']","['225,965', '']","['4,462', '']","['85,663', '']","['19,522', '']","['57,849', '']","['37,551', '']"
3183,r434,United States -> New Jersey -> Private -> Monmouth U.,United States,New Jersey,Private,Monmouth U.,4,"['1,294', '']","['120', '']","['735', '']","['62', '']","['21', '']","['321', '']","['35', '']"
3183,r435,United States -> New Jersey -> Private -> Princeton U.,United States,New Jersey,Private,Princeton U.,4,"['385,739', '']","['193,453', '']","['704', '']","['80,414', '']","['17,701', '']","['55,994', '']","['37,473', '']"
3183,r436,United States -> New Jersey -> Private -> Rider U.,United States,New Jersey,Private,Rider U.,4,"['228', '']","['68', '']","['25', '']","['104', '']","['0', '']","['29', '']","['2', '']"
3183,r437,United States -> New Jersey -> Private -> Seton Hall U.,United States,New Jersey,Private,Seton Hall U.,4,"['7,056', '']","['3,982', '']","['1,871', '']","['120', '']","['232', '']","['851', '']","['0', '']"
3183,r438,United States -> New Jersey -> Private -> Stevens Institute of Technology,United States,New Jersey,Private,Stevens Institute of Technology,4,"['36,695', '']","['28,342', '']","['1,127', '']","['4,963', '']","['1,568', '']","['654', '']","['41', '']"
3183,r439,United States -> New Mexico,United States,New Mexico,,,2,"['365,769', '']","['240,826', '']","['26,332', '']","['71,433', '']","['4,060', '']","['16,014', '']","['7,104', '']"
3183,r440,United States -> New Mexico -> Public,United States,New Mexico,Public,,3,"['365,769', '']","['240,826', '']","['26,332', '']","['71,433', '']","['4,060', '']","['16,014', '']","['7,104', '']"
3183,r441,United States -> New Mexico -> Public -> New Mexico Institute of Mining and Technology,United States,New Mexico,Public,New Mexico Institute of Mining and Technology,4,"['24,616', '']","['22,864', '']","['226', '']","['311', '']","['923', '']","['215', '']","['77', '']"
3183,r442,United States -> New Mexico -> Public -> New Mexico State U.,United States,New Mexico,Public,New Mexico State U.,4,"['101,457', '']","['58,022', '']","['20,496', '']","['12,922', '']","['1,022', '']","['3,569', '']","['5,426', '']"
3183,r443,United States -> New Mexico -> Public -> U. New Mexico,United States,New Mexico,Public,U. New Mexico,4,"['239,696', '']","['159,940', '']","['5,610', '']","['58,200', '']","['2,115', '']","['12,230', '']","['1,601', '']"
3183,r444,United States -> New York,United States,New York,,,2,"['7,075,577', '']","['3,660,588', '']","['435,048', '']","['1,655,848', '']","['487,620', '']","['529,480', '']","['306,993', '']"
3183,r445,United States -> New York -> Public,United States,New York,Public,,3,"['1,610,093', '']","['665,298', '']","['270,480', '']","['423,413', '']","['160,904', '']","['47,201', '']","['42,797', '']"
3183,r446,"United States -> New York -> Public -> CUNY, Advanced Science Research Center",United States,New York,Public,"CUNY, Advanced Science Research Center",4,"['8,310', '']","['6,859', '']","['17', '']","['706', '']","['288', '']","['141', '']","['299', '']"
3183,r447,"United States -> New York -> Public -> CUNY, Baruch C.",United States,New York,Public,"CUNY, Baruch C.",4,"['2,387', '']","['1,359', '']","['98', '']","['570', '']","['0', '']","['330', '']","['30', '']"
3183,r448,"United States -> New York -> Public -> CUNY, Brooklyn C.",United States,New York,Public,"CUNY, Brooklyn C.",4,"['7,064', 'i']","['4,463', 'i']","['109', 'i']","['1,879', 'i']","['41', 'i']","['501', 'i']","['71', 'i']"
3183,r449,"United States -> New York -> Public -> CUNY, C. Staten Island",United States,New York,Public,"CUNY, C. Staten Island",4,"['3,986', '']","['2,421', '']","['680', '']","['408', '']","['175', '']","['64', '']","['238', '']"
3183,r450,"United States -> New York -> Public -> CUNY, City C.",United States,New York,Public,"CUNY, City C.",4,"['52,738', '']","['33,065', '']","['7,584', '']","['10,094', '']","['490', '']","['1,033', '']","['472', '']"
3183,r451,"United States -> New York -> Public -> CUNY, Graduate Center",United States,New York,Public,"CUNY, Graduate Center",4,"['5,399', '']","['3,009', '']","['152', '']","['70', '']","['0', '']","['1,077', '']","['1,091', '']"
3183,r452,"United States -> New York -> Public -> CUNY, Graduate School of Public Health and Health Policy",United States,New York,Public,"CUNY, Graduate School of Public Health and Health Policy",4,"['9,521', '']","['5,572', '']","['1,190', '']","['1,518', '']","['328', '']","['913', '']","['0', '']"
3183,r453,"United States -> New York -> Public -> CUNY, Hunter C.",United States,New York,Public,"CUNY, Hunter C.",4,"['37,478', '']","['23,485', '']","['2,788', '']","['10,063', '']","['203', '']","['541', '']","['398', '']"
3183,r454,"United States -> New York -> Public -> CUNY, John Jay C. of Criminal Justice",United States,New York,Public,"CUNY, John Jay C. of Criminal Justice",4,"['12,295', '']","['4,971', '']","['808', '']","['2,240', '']","['2,421', '']","['512', '']","['1,343', '']"
3183,r455,"United States -> New York -> Public -> CUNY, Lehman C.",United States,New York,Public,"CUNY, Lehman C.",4,"['4,690', '']","['3,342', '']","['0', '']","['787', '']","['0', '']","['0', '']","['561', '']"
3183,r456,"United States -> New York -> Public -> CUNY, Medgar Evers C.",United States,New York,Public,"CUNY, Medgar Evers C.",4,"['1,397', '']","['954', '']","['0', '']","['383', '']","['0', '']","['60', '']","['0', '']"
3183,r457,"United States -> New York -> Public -> CUNY, New York City C. of Technology",United States,New York,Public,"CUNY, New York City C. of Technology",4,"['2,711', '']","['1,891', '']","['5', '']","['256', '']","['554', '']","['5', '']","['0', '']"
3183,r458,"United States -> New York -> Public -> CUNY, Queens C.",United States,New York,Public,"CUNY, Queens C.",4,"['18,391', '']","['13,457', '']","['975', '']","['3,403', '']","['16', '']","['535', '']","['5', '']"
3183,r459,"United States -> New York -> Public -> CUNY, system office",United States,New York,Public,"CUNY, system office",4,"['2,619', '']","['2,241', '']","['23', '']","['109', '']","['0', '']","['131', '']","['115', '']"
3183,r460,"United States -> New York -> Public -> CUNY, York C.",United States,New York,Public,"CUNY, York C.",4,"['1,621', '']","['1,511', '']","['0', '']","['88', '']","['22', '']","['0', '']","['0', '']"
3183,r461,"United States -> New York -> Public -> SUNY, Binghamton U.",United States,New York,Public,"SUNY, Binghamton U.",4,"['104,297', '']","['24,213', '']","['6,085', '']","['68,519', '']","['3,508', '']","['1,243', '']","['729', '']"
3183,r462,"United States -> New York -> Public -> SUNY, Buffalo State",United States,New York,Public,"SUNY, Buffalo State",4,"['2,124', '']","['1,225', '']","['435', '']","['209', '']","['37', '']","['209', '']","['9', '']"
3183,r463,"United States -> New York -> Public -> SUNY, C. Brockport",United States,New York,Public,"SUNY, C. Brockport",4,"['1,390', '']","['638', '']","['244', '']","['480', '']","['0', '']","['7', '']","['21', '']"
3183,r464,"United States -> New York -> Public -> SUNY, C. of Environmental Science and Forestry",United States,New York,Public,"SUNY, C. of Environmental Science and Forestry",4,"['29,137', '']","['7,743', '']","['13,726', '']","['6,552', '']","['469', '']","['542', '']","['105', '']"
3183,r465,"United States -> New York -> Public -> SUNY, C. of Optometry",United States,New York,Public,"SUNY, C. of Optometry",4,"['2,968', '']","['1,823', '']","['0', '']","['350', '']","['711', '']","['84', '']","['0', '']"
3183,r466,"United States -> New York -> Public -> SUNY, C. Plattsburgh",United States,New York,Public,"SUNY, C. Plattsburgh",4,"['1,729', '']","['1,197', '']","['59', '']","['472', '']","['0', '']","['1', '']","['0', '']"
3183,r467,"United States -> New York -> Public -> SUNY, Downstate Medical Center",United States,New York,Public,"SUNY, Downstate Medical Center",4,"['36,015', '']","['26,914', '']","['21', '']","['7,150', '']","['469', '']","['1,096', '']","['365', '']"
3183,r468,"United States -> New York -> Public -> SUNY, Geneseo",United States,New York,Public,"SUNY, Geneseo",4,"['2,139', '']","['1,206', '']","['15', '']","['903', '']","['0', '']","['15', '']","['0', '']"
3183,r469,"United States -> New York -> Public -> SUNY, Oswego",United States,New York,Public,"SUNY, Oswego",4,"['1,781', '']","['628', '']","['66', '']","['1,028', '']","['0', '']","['48', '']","['11', '']"
3183,r470,"United States -> New York -> Public -> SUNY, Polytechnic Institute",United States,New York,Public,"SUNY, Polytechnic Institute",4,"['352,889', '']","['38,245', '']","['189,201', '']","['12,963', '']","['110,306', '']","['1,301', '']","['873', '']"
3183,r471,"United States -> New York -> Public -> SUNY, Stony Brook U.",United States,New York,Public,"SUNY, Stony Brook U.",4,"['260,813', '']","['144,618', '']","['12,674', '']","['85,067', '']","['5,739', '']","['9,305', '']","['3,410', '']"
3183,r472,"United States -> New York -> Public -> SUNY, U. Albany",United States,New York,Public,"SUNY, U. Albany",4,"['181,531', '']","['92,709', '']","['8,784', '']","['65,357', '']","['708', '']","['1,990', '']","['11,983', '']"
3183,r473,"United States -> New York -> Public -> SUNY, U. Buffalo",United States,New York,Public,"SUNY, U. Buffalo",4,"['413,817', '']","['182,983', '']","['22,439', '']","['134,258', '']","['31,802', '']","['23,478', '']","['18,857', '']"
3183,r474,"United States -> New York -> Public -> SUNY, Upstate Medical U.",United States,New York,Public,"SUNY, Upstate Medical U.",4,"['38,091', '']","['22,028', '']","['2,302', '']","['7,531', '']","['2,380', '']","['2,039', '']","['1,811', '']"
3183,r475,United States -> New York -> Public -> U.S. Military Academy,United States,New York,Public,U.S. Military Academy,4,"['10,765', '']","['10,528', '']","['0', '']","['0', '']","['237', '']","['0', '']","['0', '']"
3183,r476,United States -> New York -> Private,United States,New York,Private,,3,"['5,465,484', '']","['2,995,290', '']","['164,568', '']","['1,232,435', '']","['326,716', '']","['482,279', '']","['264,196', '']"
3183,r477,United States -> New York -> Private -> Albany C. of Pharmacy and Health Sciences,United States,New York,Private,Albany C. of Pharmacy and Health Sciences,4,"['3,383', '']","['1,692', '']","['0', '']","['744', '']","['901', '']","['40', '']","['6', '']"
3183,r478,United States -> New York -> Private -> Albany Medical C.,United States,New York,Private,Albany Medical C.,4,"['23,028', '']","['11,827', '']","['0', '']","['4,294', '']","['4,413', '']","['1,355', '']","['1,139', '']"
3183,r479,United States -> New York -> Private -> Albert Einstein C. of Medicine,United States,New York,Private,Albert Einstein C. of Medicine,4,"['298,824', '']","['202,513', '']","['2,127', '']","['79,274', '']","['2,778', '']","['12,132', '']","['0', '']"
3183,r480,United States -> New York -> Private -> Alfred U.,United States,New York,Private,Alfred U.,4,"['5,153', '']","['1,580', '']","['1,059', '']","['1,882', '']","['632', '']","['0', '']","['0', '']"
3183,r481,United States -> New York -> Private -> Barnard C.,United States,New York,Private,Barnard C.,4,"['4,010', '']","['2,871', '']","['0', '']","['656', '']","['136', '']","['347', '']","['0', '']"
3183,r482,United States -> New York -> Private -> Canisius C.,United States,New York,Private,Canisius C.,4,"['950', '']","['943', '']","['0', '']","['0', '']","['0', '']","['7', '']","['0', '']"
3183,r483,United States -> New York -> Private -> Clarkson U.,United States,New York,Private,Clarkson U.,4,"['17,147', '']","['8,551', '']","['1,292', '']","['5,140', '']","['1,196', '']","['845', '']","['123', '']"
3183,r484,United States -> New York -> Private -> Cold Spring Harbor Laboratory,United States,New York,Private,Cold Spring Harbor Laboratory,4,"['126,773', '']","['73,854', '']","['152', '']","['32,823', '']","['1,527', '']","['18,417', '']","['0', '']"
3183,r485,United States -> New York -> Private -> Colgate U.,United States,New York,Private,Colgate U.,4,"['3,756', '']","['1,202', '']","['0', '']","['2,313', '']","['0', '']","['241', '']","['0', '']"
3183,r486,United States -> New York -> Private -> Columbia U. in the City of New York,United States,New York,Private,Columbia U. in the City of New York,4,"['1,003,615', '']","['736,536', '']","['7,977', '']","['74,951', '']","['78,227', '']","['103,544', '']","['2,380', '']"
3183,r487,United States -> New York -> Private -> Cornell U.,United States,New York,Private,Cornell U.,4,"['1,144,534', '']","['525,182', '']","['92,698', '']","['227,319', '']","['56,461', '']","['118,002', '']","['124,872', '']"
3183,r488,United States -> New York -> Private -> Fordham U.,United States,New York,Private,Fordham U.,4,"['20,287', '']","['4,218', '']","['70', '']","['13,774', '']","['149', '']","['1,246', '']","['830', '']"
3183,r489,United States -> New York -> Private -> Hamilton C.,United States,New York,Private,Hamilton C.,4,"['2,050', '']","['190', '']","['0', '']","['1,302', '']","['0', '']","['491', '']","['67', '']"
3183,r490,United States -> New York -> Private -> Hobart and William Smith Colleges,United States,New York,Private,Hobart and William Smith Colleges,4,"['1,919', '']","['1,047', '']","['329', '']","['453', '']","['0', '']","['90', '']","['0', '']"
3183,r491,United States -> New York -> Private -> Hofstra U.,United States,New York,Private,Hofstra U.,4,"['1,744', '']","['1,296', '']","['51', '']","['206', '']","['58', '']","['99', '']","['34', '']"
3183,r492,United States -> New York -> Private -> Icahn School of Medicine at Mount Sinai,United States,New York,Private,Icahn School of Medicine at Mount Sinai,4,"['722,241', '']","['443,745', '']","['9,191', '']","['134,825', '']","['69,816', '']","['56,296', '']","['8,368', '']"
3183,r493,United States -> New York -> Private -> Long Island U.,United States,New York,Private,Long Island U.,4,"['5,113', '']","['1,839', '']","['11', '']","['2,935', '']","['173', '']","['155', '']","['0', '']"
3183,r494,United States -> New York -> Private -> Manhattan C.,United States,New York,Private,Manhattan C.,4,"['1,190', '']","['245', '']","['220', '']","['430', '']","['295', '']","['0', '']","['0', '']"
3183,r495,"United States -> New York -> Private -> Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",United States,New York,Private,"Memorial Sloan Kettering Cancer Center, Louis V. Gerstner Jr. Graduate S. of Biomedical Sciences",4,"['3,769', '']","['191', '']","['0', '']","['3,576', '']","['0', '']","['2', '']","['0', '']"
3183,r496,United States -> New York -> Private -> New School,United States,New York,Private,New School,4,"['13,421', '']","['1,819', '']","['466', '']","['3,459', '']","['211', '']","['6,091', '']","['1,375', '']"
3183,r497,United States -> New York -> Private -> New York Institute of Technology,United States,New York,Private,New York Institute of Technology,4,"['5,820', '']","['3,135', '']","['188', '']","['2,059', '']","['6', '']","['432', '']","['0', '']"
3183,r498,United States -> New York -> Private -> New York Medical C.,United States,New York,Private,New York Medical C.,4,"['19,398', '']","['11,061', '']","['1,444', '']","['590', '']","['3,927', '']","['1,699', '']","['677', '']"
3183,r499,United States -> New York -> Private -> New York U.,United States,New York,Private,New York U.,4,"['934,720', '']","['436,850', '']","['22,939', '']","['229,172', '']","['50,280', '']","['80,137', '']","['115,342', '']"
3183,r500,United States -> New York -> Private -> Niagara U.,United States,New York,Private,Niagara U.,4,"['2,057', '']","['355', '']","['275', '']","['620', '']","['0', '']","['807', '']","['0', '']"
3183,r501,United States -> New York -> Private -> Pace U.,United States,New York,Private,Pace U.,4,"['3,855', '']","['2,579', '']","['7', '']","['1,183', '']","['18', '']","['64', '']","['4', '']"
3183,r502,United States -> New York -> Private -> Rensselaer Polytechnic Institute,United States,New York,Private,Rensselaer Polytechnic Institute,4,"['103,739', '']","['50,448', '']","['5,091', '']","['29,674', '']","['14,189', '']","['4,337', '']","['0', '']"
3183,r503,United States -> New York -> Private -> Rochester Institute of Technology,United States,New York,Private,Rochester Institute of Technology,4,"['58,175', '']","['26,359', '']","['10,835', '']","['16,939', '']","['2,271', '']","['1,007', '']","['764', '']"
3183,r504,United States -> New York -> Private -> Rockefeller U.,United States,New York,Private,Rockefeller U.,4,"['351,089', '']","['84,566', '']","['484', '']","['224,310', '']","['7,518', '']","['34,018', '']","['193', '']"
3183,r505,United States -> New York -> Private -> Skidmore C.,United States,New York,Private,Skidmore C.,4,"['3,012', '']","['2,261', '']","['0', '']","['465', '']","['0', '']","['286', '']","['0', '']"
3183,r506,"United States -> New York -> Private -> St. John's U., New York",United States,New York,Private,"St. John's U., New York",4,"['2,352', '']","['1,666', '']","['0', '']","['405', '']","['162', '']","['105', '']","['14', '']"
3183,r507,United States -> New York -> Private -> Syracuse U.,United States,New York,Private,Syracuse U.,4,"['154,366', '']","['37,803', '']","['4,884', '']","['94,588', '']","['5,820', '']","['11,103', '']","['168', '']"
3183,r508,"United States -> New York -> Private -> Teachers C., Columbia U.",United States,New York,Private,"Teachers C., Columbia U.",4,"['24,865', '']","['8,054', '']","['161', '']","['NA', '']","['1,156', '']","['13,167', '']","['2,327', '']"
3183,r509,United States -> New York -> Private -> U. Rochester,United States,New York,Private,U. Rochester,4,"['393,960', '']","['306,551', '']","['2,598', '']","['40,515', '']","['24,370', '']","['15,256', '']","['4,670', '']"
3183,r510,"United States -> New York -> Private -> Union C., Schenectady",United States,New York,Private,"Union C., Schenectady",4,"['1,740', '']","['972', '']","['19', '']","['637', '']","['26', '']","['61', '']","['25', '']"
3183,r511,United States -> New York -> Private -> Vassar C.,United States,New York,Private,Vassar C.,4,"['1,009', '']","['909', '']","['0', '']","['53', '']","['0', '']","['19', '']","['28', '']"
3183,r512,United States -> New York -> Private -> Yeshiva U.,United States,New York,Private,Yeshiva U.,4,"['2,420', '']","['380', '']","['0', '']","['869', '']","['0', '']","['381', '']","['790', '']"
3183,r513,United States -> North Carolina,United States,North Carolina,,,2,"['3,388,360', '']","['1,944,527', '']","['161,707', '']","['669,694', '']","['359,524', '']","['203,755', '']","['49,153', '']"
3183,r514,United States -> North Carolina -> Public,United States,North Carolina,Public,,3,"['1,916,440', '']","['1,065,954', '']","['146,560', '']","['490,212', '']","['109,502', '']","['83,632', '']","['20,580', '']"
3183,r515,United States -> North Carolina -> Public -> Appalachian State U.,United States,North Carolina,Public,Appalachian State U.,4,"['3,268', '']","['1,332', '']","['337', '']","['657', '']","['580', '']","['357', '']","['5', '']"
3183,r516,United States -> North Carolina -> Public -> East Carolina U.,United States,North Carolina,Public,East Carolina U.,4,"['55,611', '']","['17,428', '']","['516', '']","['28,806', '']","['4,076', '']","['4,714', '']","['71', '']"
3183,r517,United States -> North Carolina -> Public -> Fayetteville State U.,United States,North Carolina,Public,Fayetteville State U.,4,"['4,695', '']","['2,168', '']","['476', '']","['1,793', '']","['168', '']","['90', '']","['0', '']"
3183,r518,United States -> North Carolina -> Public -> North Carolina Agricultural and Technical State U.,United States,North Carolina,Public,North Carolina Agricultural and Technical State U.,4,"['37,339', '']","['23,863', '']","['347', '']","['12,615', '']","['208', '']","['208', '']","['98', '']"
3183,r519,United States -> North Carolina -> Public -> North Carolina Central U.,United States,North Carolina,Public,North Carolina Central U.,4,"['16,227', '']","['13,503', '']","['233', '']","['NA', '']","['262', '']","['980', '']","['1,249', '']"
3183,r520,United States -> North Carolina -> Public -> North Carolina State U.,United States,North Carolina,Public,North Carolina State U.,4,"['541,100', '']","['228,945', '']","['123,196', '']","['127,691', '']","['55,085', '']","['5,749', '']","['434', '']"
3183,r521,"United States -> North Carolina -> Public -> U. North Carolina, Asheville",United States,North Carolina,Public,"U. North Carolina, Asheville",4,"['4,602', '']","['1,846', '']","['203', '']","['418', '']","['13', '']","['2,122', '']","['0', '']"
3183,r522,"United States -> North Carolina -> Public -> U. North Carolina, Chapel Hill",United States,North Carolina,Public,"U. North Carolina, Chapel Hill",4,"['1,153,773', '']","['720,613', '']","['9,455', '']","['293,561', '']","['44,962', '']","['67,773', '']","['17,409', '']"
3183,r523,"United States -> North Carolina -> Public -> U. North Carolina, Charlotte",United States,North Carolina,Public,"U. North Carolina, Charlotte",4,"['47,187', '']","['26,199', '']","['962', '']","['15,946', '']","['2,877', '']","['941', '']","['262', '']"
3183,r524,"United States -> North Carolina -> Public -> U. North Carolina, general administration",United States,North Carolina,Public,"U. North Carolina, general administration",4,"['4,154', '']","['213', '']","['3,941', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3183,r525,"United States -> North Carolina -> Public -> U. North Carolina, Greensboro",United States,North Carolina,Public,"U. North Carolina, Greensboro",4,"['26,325', '']","['18,923', '']","['268', '']","['5,804', '']","['194', '']","['149', '']","['987', '']"
3183,r526,"United States -> North Carolina -> Public -> U. North Carolina, Wilmington",United States,North Carolina,Public,"U. North Carolina, Wilmington",4,"['17,515', '']","['7,174', '']","['6,472', '']","['2,444', '']","['964', '']","['396', '']","['65', '']"
3183,r527,United States -> North Carolina -> Public -> Western Carolina U.,United States,North Carolina,Public,Western Carolina U.,4,"['2,633', '']","['1,736', '']","['154', '']","['477', '']","['113', '']","['153', '']","['0', '']"
3183,r528,United States -> North Carolina -> Public -> Winston-Salem State U.,United States,North Carolina,Public,Winston-Salem State U.,4,"['2,011', '']","['2,011', '']","['0', '']","['NA', '']","['0', '']","['0', '']","['0', '']"
3183,r529,United States -> North Carolina -> Private,United States,North Carolina,Private,,3,"['1,471,920', '']","['878,573', '']","['15,147', '']","['179,482', '']","['250,022', '']","['120,123', '']","['28,573', '']"
3183,r530,United States -> North Carolina -> Private -> Davidson C.,United States,North Carolina,Private,Davidson C.,4,"['1,777', '']","['973', '']","['0', '']","['642', '']","['4', '']","['158', '']","['0', '']"
3183,r531,United States -> North Carolina -> Private -> Duke U.,United States,North Carolina,Private,Duke U.,4,"['1,226,517', '']","['709,705', '']","['498', '']","['154,081', '']","['236,292', '']","['105,775', '']","['20,166', '']"
3183,r532,United States -> North Carolina -> Private -> Elon U.,United States,North Carolina,Private,Elon U.,4,"['2,545', '']","['284', '']","['0', '']","['2,179', '']","['37', '']","['42', '']","['3', '']"
3183,r533,United States -> North Carolina -> Private -> Johnson C. Smith U.,United States,North Carolina,Private,Johnson C. Smith U.,4,"['2,148', '']","['1,909', '']","['100', '']","['0', '']","['0', '']","['139', '']","['0', '']"
