table_id,row_id,institution_full_path,institution_level_1,institution_level_2,institution_hierarchy_depth,field_rank,field_all_fields,field_agricultural_sciences,field_biological_and_biomedical_sciences,field_computer_and_information_sciences,field_engineering,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_health_sciences,field_mathematics_and_statistics,field_natural_resources_and_conservation,field_physical_sciences,field_psychology,field_social_sciences,field_other
3049,r220,All institutions -> Kent State U.,All institutions,Kent State U.,2,219,"['224', '']","['0', '']","['53', '']","['9', '']","['5', '']","['9', '']","['12', '']","['2', '']","['0', '']","['88', '']","['27', '']","['19', '']","['0', '']"
3049,r221,All institutions -> Portland State U.,All institutions,Portland State U.,2,220,"['223', '']","['0', '']","['67', '']","['7', '']","['55', '']","['3', '']","['3', '']","['*', '']","['13', '']","['49', '']","['1', '']","['23', '']","['2', '']"
3049,r222,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,221,"['220', '']","['0', '']","['28', '']","['0', '']","['134', '']","['13', '']","['0', '']","['0', '']","['0', '']","['34', '']","['10', '']","['1', '']","['0', '']"
3049,r223,"All institutions -> Louisiana State U., Health Sciences Center, New Orleans",All institutions,"Louisiana State U., Health Sciences Center, New Orleans",2,222,"['220', '']","['0', '']","['161', '']","['0', '']","['0', '']","['0', '']","['60', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r224,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,223,"['218', '']","['8', '']","['24', '']","['7', '']","['80', '']","['10', '']","['0', '']","['1', '']","['8', '']","['46', '']","['9', '']","['25', '']","['0', '']"
3049,r225,All institutions -> North Carolina Central U.,All institutions,North Carolina Central U.,2,224,"['218', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['218', '']"
3049,r226,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,225,"['218', '']","['1', '']","['97', '']","['3', '']","['27', '']","['4', '']","['51', '']","['*', '']","['0', '']","['12', '']","['6', '']","['18', '']","['0', '']"
3049,r227,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,226,"['216', '']","['0', '']","['110', '']","['*', '']","['0', '']","['6', '']","['9', '']","['0', '']","['0', '']","['63', '']","['26', '']","['1', '']","['0', '']"
3049,r228,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,227,"['216', '']","['*', '']","['42', '']","['4', '']","['66', '']","['16', '']","['4', '']","['1', '']","['0', '']","['52', '']","['14', '']","['8', '']","['8', '']"
3049,r229,All institutions -> Nova Southeastern U.,All institutions,Nova Southeastern U.,2,228,"['209', '']","['0', '']","['53', '']","['0', '']","['0', '']","['87', '']","['61', '']","['*', '']","['1', '']","['*', '']","['5', '']","['0', '']","['0', '']"
3049,r230,All institutions -> Miami U.,All institutions,Miami U.,2,229,"['205', '']","['0', '']","['59', '']","['3', '']","['13', '']","['16', '']","['5', '']","['*', '']","['0', '']","['58', '']","['24', '']","['12', '']","['15', '']"
3049,r231,All institutions -> U. Texas Rio Grande Valley,All institutions,U. Texas Rio Grande Valley,2,230,"['203', '']","['2', '']","['45', '']","['3', '']","['28', '']","['15', '']","['49', '']","['0', '']","['0', '']","['40', '']","['4', '']","['*', '']","['18', '']"
3049,r232,All institutions -> Mercer U.,All institutions,Mercer U.,2,231,"['203', '']","['0', '']","['0', '']","['1', '']","['99', '']","['0', '']","['84', '']","['2', '']","['0', '']","['13', '']","['3', '']","['1', '']","['0', '']"
3049,r233,All institutions -> Rush U.,All institutions,Rush U.,2,232,"['202', '']","['0', '']","['38', '']","['0', '']","['0', '']","['0', '']","['124', '']","['0', '']","['0', '']","['0', '']","['3', '']","['0', '']","['37', '']"
3049,r234,"All institutions -> U. North Texas, Denton",All institutions,"U. North Texas, Denton",2,233,"['201', '']","['0', '']","['73', '']","['17', '']","['55', '']","['0', '']","['5', '']","['1', '']","['2', '']","['41', '']","['6', '']","['2', '']","['0', '']"
3049,r235,All institutions -> Northeast Ohio Medical U.,All institutions,Northeast Ohio Medical U.,2,234,"['199', '']","['0', '']","['180', '']","['0', '']","['0', '']","['0', '']","['19', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r236,All institutions -> West Texas A&M U.,All institutions,West Texas A&M U.,2,235,"['198', 'i']","['43', 'i']","['31', 'i']","['5', 'i']","['41', 'i']","['11', 'i']","['19', 'i']","['2', 'i']","['11', 'i']","['21', 'i']","['7', 'i']","['6', 'i']","['0', 'i']"
3049,r237,"All institutions -> Louisiana State U., Health Sciences Center, Shreveport",All institutions,"Louisiana State U., Health Sciences Center, Shreveport",2,236,"['198', '']","['0', '']","['163', '']","['0', '']","['0', '']","['0', '']","['33', '']","['0', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']"
3049,r238,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,237,"['195', '']","['0', '']","['32', '']","['6', '']","['1', '']","['32', '']","['8', '']","['*', '']","['0', '']","['28', '']","['12', '']","['62', '']","['14', '']"
3049,r239,All institutions -> Lamar U.,All institutions,Lamar U.,2,238,"['190', '']","['0', '']","['40', '']","['30', '']","['65', '']","['9', '']","['15', '']","['5', '']","['10', '']","['5', '']","['6', '']","['5', '']","['0', '']"
3049,r240,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,239,"['187', '']","['0', '']","['15', '']","['3', '']","['109', '']","['11', '']","['0', '']","['0', '']","['0', '']","['33', '']","['0', '']","['0', '']","['15', '']"
3049,r241,All institutions -> East Tennessee State U.,All institutions,East Tennessee State U.,2,240,"['185', '']","['3', '']","['108', '']","['0', '']","['5', '']","['4', '']","['27', '']","['13', '']","['5', '']","['12', '']","['3', '']","['4', '']","['0', '']"
3049,r242,All institutions -> Rowan U.,All institutions,Rowan U.,2,241,"['184', '']","['0', '']","['15', '']","['1', '']","['19', '']","['3', '']","['129', '']","['*', '']","['0', '']","['10', '']","['1', '']","['3', '']","['3', '']"
3049,r243,All institutions -> Oberlin C.,All institutions,Oberlin C.,2,242,"['184', '']","['0', '']","['73', '']","['2', '']","['0', '']","['6', '']","['0', '']","['2', '']","['1', '']","['65', '']","['22', '']","['13', '']","['0', '']"
3049,r244,All institutions -> St. Edward's U.,All institutions,St. Edward's U.,2,243,"['180', '']","['10', '']","['30', '']","['20', '']","['0', '']","['10', '']","['10', '']","['20', '']","['25', '']","['20', '']","['15', '']","['15', '']","['5', '']"
3049,r245,All institutions -> Ohio U.,All institutions,Ohio U.,2,244,"['177', '']","['0', '']","['30', '']","['6', '']","['57', '']","['1', '']","['40', '']","['*', '']","['0', '']","['23', '']","['7', '']","['12', '']","['0', '']"
3049,r246,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,245,"['177', '']","['13', '']","['32', '']","['4', '']","['38', '']","['34', '']","['12', '']","['3', '']","['1', '']","['33', '']","['3', '']","['4', '']","['0', '']"
3049,r247,All institutions -> U. North Florida,All institutions,U. North Florida,2,246,"['176', '']","['0', '']","['49', '']","['10', '']","['45', '']","['0', '']","['24', '']","['7', '']","['0', '']","['33', '']","['5', '']","['3', '']","['0', '']"
3049,r248,All institutions -> Bowling Green State U.,All institutions,Bowling Green State U.,2,247,"['175', '']","['1', '']","['24', '']","['16', '']","['33', '']","['14', '']","['10', '']","['10', '']","['1', '']","['36', '']","['18', '']","['13', '']","['0', '']"
3049,r249,All institutions -> Albany Medical C.,All institutions,Albany Medical C.,2,248,"['172', 'i']","['0', 'i']","['146', 'i']","['1', 'i']","['0', 'i']","['0', 'i']","['19', 'i']","['*', 'i']","['0', 'i']","['1', 'i']","['1', 'i']","['4', 'i']","['0', 'i']"
3049,r250,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,249,"['172', '']","['0', '']","['43', '']","['4', '']","['9', '']","['15', '']","['8', '']","['0', '']","['0', '']","['24', '']","['25', '']","['32', '']","['13', '']"
3049,r251,All institutions -> Murray State U.,All institutions,Murray State U.,2,250,"['169', '']","['46', '']","['19', '']","['11', '']","['24', '']","['5', '']","['19', '']","['2', '']","['16', '']","['12', '']","['3', '']","['8', '']","['3', '']"
3049,r252,"All institutions -> U. North Carolina, Greensboro",All institutions,"U. North Carolina, Greensboro",2,251,"['168', '']","['0', '']","['31', '']","['3', '']","['0', '']","['0', '']","['26', '']","['1', '']","['0', '']","['25', '']","['15', '']","['36', '']","['30', '']"
3049,r253,All institutions -> Boston C.,All institutions,Boston C.,2,252,"['167', '']","['0', '']","['43', '']","['*', '']","['0', '']","['18', '']","['3', '']","['1', '']","['0', '']","['56', '']","['19', '']","['27', '']","['0', '']"
3049,r254,All institutions -> U. Wisconsin-Oshkosh,All institutions,U. Wisconsin-Oshkosh,2,253,"['166', '']","['1', '']","['56', '']","['17', '']","['5', '']","['12', '']","['17', '']","['3', '']","['4', '']","['40', '']","['5', '']","['5', '']","['0', '']"
3049,r255,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,254,"['165', '']","['20', '']","['138', '']","['7', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r256,All institutions -> Occidental C.,All institutions,Occidental C.,2,255,"['163', '']","['0', '']","['48', '']","['0', '']","['0', '']","['21', '']","['1', '']","['10', '']","['0', '']","['48', '']","['2', '']","['33', '']","['0', '']"
3049,r257,"All institutions -> California State U., Long Beach",All institutions,"California State U., Long Beach",2,256,"['162', '']","['0', '']","['44', '']","['3', '']","['58', '']","['3', '']","['10', '']","['2', '']","['0', '']","['22', '']","['14', '']","['6', '']","['0', '']"
3049,r258,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,257,"['160', '']","['0', '']","['24', '']","['12', '']","['43', '']","['22', '']","['6', '']","['4', '']","['0', '']","['25', '']","['9', '']","['14', '']","['0', '']"
3049,r259,All institutions -> Tennessee State U.,All institutions,Tennessee State U.,2,258,"['160', '']","['127', '']","['24', '']","['0', '']","['3', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6', '']","['0', '']","['0', '']","['0', '']"
3049,r260,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,259,"['159', '']","['43', '']","['26', '']","['1', '']","['41', '']","['12', '']","['21', '']","['0', '']","['10', '']","['2', '']","['*', '']","['2', '']","['0', '']"
3049,r261,All institutions -> Franklin and Marshall C.,All institutions,Franklin and Marshall C.,2,260,"['154', '']","['0', '']","['45', '']","['4', '']","['0', '']","['19', '']","['0', '']","['5', '']","['2', '']","['44', '']","['15', '']","['20', '']","['0', '']"
3049,r262,All institutions -> Georgia Southern U.,All institutions,Georgia Southern U.,2,261,"['152', '']","['5', '']","['44', '']","['2', '']","['65', '']","['2', '']","['4', '']","['2', '']","['0', '']","['14', '']","['8', '']","['6', '']","['0', '']"
3049,r263,All institutions -> Lawrence Technological U.,All institutions,Lawrence Technological U.,2,262,"['151', '']","['5', '']","['34', '']","['8', '']","['81', '']","['6', '']","['4', '']","['5', '']","['5', '']","['1', '']","['1', '']","['1', '']","['0', '']"
3049,r264,All institutions -> Florida Gulf Coast U.,All institutions,Florida Gulf Coast U.,2,263,"['151', '']","['73', '']","['65', '']","['1', '']","['8', '']","['2', '']","['1', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']"
3049,r265,All institutions -> Stephen F. Austin State U.,All institutions,Stephen F. Austin State U.,2,264,"['149', '']","['40', '']","['10', '']","['20', '']","['20', '']","['10', '']","['10', '']","['3', '']","['0', '']","['30', '']","['3', '']","['3', '']","['0', '']"
3049,r266,All institutions -> Clarkson U.,All institutions,Clarkson U.,2,265,"['148', '']","['0', '']","['15', '']","['1', '']","['92', '']","['0', '']","['1', '']","['1', '']","['2', '']","['31', '']","['2', '']","['0', '']","['2', '']"
3049,r267,"All institutions -> California State U., Fullerton",All institutions,"California State U., Fullerton",2,266,"['148', '']","['0', '']","['27', '']","['17', '']","['44', '']","['3', '']","['8', '']","['6', '']","['0', '']","['22', '']","['8', '']","['11', '']","['0', '']"
3049,r268,All institutions -> U. Tulsa,All institutions,U. Tulsa,2,267,"['146', '']","['2', '']","['15', '']","['15', '']","['70', '']","['6', '']","['3', '']","['3', '']","['*', '']","['8', '']","['16', '']","['8', '']","['0', '']"
3049,r269,All institutions -> Illinois Institute of Technology,All institutions,Illinois Institute of Technology,2,268,"['141', '']","['4', '']","['8', '']","['7', '']","['93', '']","['0', '']","['0', '']","['7', '']","['0', '']","['18', '']","['3', '']","['0', '']","['0', '']"
3049,r270,All institutions -> Marquette U.,All institutions,Marquette U.,2,269,"['141', '']","['1', '']","['34', '']","['1', '']","['32', '']","['0', '']","['18', '']","['7', '']","['0', '']","['27', '']","['7', '']","['4', '']","['11', '']"
3049,r271,All institutions -> Connecticut C.,All institutions,Connecticut C.,2,270,"['138', '']","['0', '']","['6', '']","['1', '']","['0', '']","['2', '']","['0', '']","['6', '']","['4', '']","['77', '']","['20', '']","['20', '']","['0', '']"
3049,r272,All institutions -> Carleton C.,All institutions,Carleton C.,2,271,"['137', '']","['0', '']","['37', '']","['22', '']","['0', '']","['13', '']","['0', '']","['5', '']","['1', '']","['35', '']","['16', '']","['8', '']","['0', '']"
3049,r273,All institutions -> Desert Research Institute,All institutions,Desert Research Institute,2,272,"['136', '']","['6', '']","['20', '']","['12', '']","['3', '']","['87', '']","['4', '']","['0', '']","['1', '']","['0', '']","['0', '']","['3', '']","['0', '']"
3049,r274,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,273,"['135', '']","['0', '']","['13', '']","['6', '']","['90', '']","['0', '']","['0', '']","['*', '']","['0', '']","['26', '']","['0', '']","['0', '']","['0', '']"
3049,r275,All institutions -> Santa Clara U.,All institutions,Santa Clara U.,2,274,"['135', 'i']","['0', 'i']","['19', 'i']","['2', 'i']","['67', 'i']","['0', 'i']","['*', 'i']","['5', 'i']","['0', 'i']","['31', 'i']","['5', 'i']","['7', 'i']","['0', 'i']"
3049,r276,"All institutions -> U. Puerto Rico, Rio Piedras",All institutions,"U. Puerto Rico, Rio Piedras",2,275,"['135', '']","['0', '']","['40', '']","['5', '']","['1', '']","['2', '']","['3', '']","['3', '']","['8', '']","['56', '']","['15', '']","['3', '']","['0', '']"
3049,r277,All institutions -> Creighton U.,All institutions,Creighton U.,2,276,"['135', '']","['0', '']","['62', '']","['*', '']","['0', '']","['0', '']","['51', '']","['1', '']","['0', '']","['13', '']","['3', '']","['4', '']","['0', '']"
3049,r278,All institutions -> Colgate U.,All institutions,Colgate U.,2,277,"['134', '']","['0', '']","['35', '']","['5', '']","['0', '']","['26', '']","['0', '']","['8', '']","['4', '']","['26', '']","['15', '']","['13', '']","['0', '']"
3049,r279,All institutions -> Long Island U.,All institutions,Long Island U.,2,278,"['134', '']","['7', '']","['5', '']","['5', '']","['1', '']","['4', '']","['93', '']","['7', '']","['1', '']","['5', '']","['0', '']","['5', '']","['0', '']"
3049,r280,All institutions -> San Francisco State U.,All institutions,San Francisco State U.,2,279,"['133', '']","['0', '']","['44', '']","['2', '']","['8', '']","['41', '']","['0', '']","['1', '']","['0', '']","['25', '']","['9', '']","['4', '']","['0', '']"
3049,r281,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,280,"['133', '']","['0', '']","['20', '']","['9', '']","['80', '']","['0', '']","['1', '']","['7', '']","['0', '']","['14', '']","['1', '']","['2', '']","['0', '']"
3049,r282,All institutions -> Wright State U.,All institutions,Wright State U.,2,281,"['133', '']","['0', '']","['24', '']","['7', '']","['28', '']","['5', '']","['43', '']","['0', '']","['0', '']","['15', '']","['10', '']","['2', '']","['0', '']"
3049,r283,All institutions -> Liberty U. ,All institutions,Liberty U. ,2,282,"['132', '']","['0', '']","['51', '']","['18', '']","['27', '']","['0', '']","['37', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r284,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,283,"['132', '']","['0', '']","['28', '']","['*', '']","['47', '']","['0', '']","['7', '']","['0', '']","['0', '']","['34', '']","['5', '']","['11', '']","['0', '']"
3049,r285,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,284,"['131', '']","['0', '']","['59', '']","['4', '']","['21', '']","['2', '']","['1', '']","['3', '']","['30', '']","['9', '']","['*', '']","['1', '']","['0', '']"
3049,r286,All institutions -> U. Colorado Colorado Springs,All institutions,U. Colorado Colorado Springs,2,285,"['131', '']","['0', '']","['25', '']","['5', '']","['23', '']","['5', '']","['17', '']","['3', '']","['0', '']","['24', '']","['11', '']","['14', '']","['3', '']"
3049,r287,All institutions -> Oakland U.,All institutions,Oakland U.,2,286,"['131', '']","['0', '']","['31', '']","['4', '']","['19', '']","['0', '']","['45', '']","['*', '']","['0', '']","['24', '']","['8', '']","['0', '']","['0', '']"
3049,r288,All institutions -> Grand Valley State U.,All institutions,Grand Valley State U.,2,287,"['130', '']","['0', '']","['19', '']","['2', '']","['46', '']","['3', '']","['19', '']","['0', '']","['25', '']","['6', '']","['6', '']","['4', '']","['0', '']"
3049,r289,"All institutions -> U. Missouri, Saint Louis",All institutions,"U. Missouri, Saint Louis",2,288,"['129', '']","['0', '']","['40', '']","['2', '']","['0', '']","['0', '']","['4', '']","['2', '']","['0', '']","['42', '']","['24', '']","['15', '']","['0', '']"
3049,r290,All institutions -> New York Medical C.,All institutions,New York Medical C.,2,289,"['128', '']","['0', '']","['113', '']","['0', '']","['0', '']","['0', '']","['15', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r291,All institutions -> Western Washington U.,All institutions,Western Washington U.,2,290,"['127', '']","['0', '']","['26', '']","['7', '']","['11', '']","['19', '']","['8', '']","['2', '']","['9', '']","['30', '']","['11', '']","['5', '']","['*', '']"
3049,r292,All institutions -> Van Andel Research Institute,All institutions,Van Andel Research Institute,2,291,"['126', '']","['0', '']","['126', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r293,All institutions -> Western Michigan U. and Homer Stryker M.D. School of Medicine,All institutions,Western Michigan U. and Homer Stryker M.D. School of Medicine,2,292,"['125', '']","['0', '']","['44', '']","['2', '']","['33', '']","['5', '']","['14', '']","['3', '']","['0', '']","['20', '']","['1', '']","['4', '']","['0', '']"
3049,r294,All institutions -> James Madison U.,All institutions,James Madison U.,2,293,"['125', '']","['0', '']","['27', '']","['1', '']","['4', '']","['11', '']","['15', '']","['3', '']","['0', '']","['44', '']","['10', '']","['*', '']","['9', '']"
3049,r295,All institutions -> Catholic U. of America,All institutions,Catholic U. of America,2,294,"['125', '']","['0', '']","['22', '']","['4', '']","['30', '']","['0', '']","['7', '']","['1', '']","['0', '']","['48', '']","['6', '']","['8', '']","['0', '']"
3049,r296,All institutions -> Eastern Virginia Medical School,All institutions,Eastern Virginia Medical School,2,295,"['125', '']","['0', '']","['118', '']","['0', '']","['0', '']","['0', '']","['7', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3049,r297,"All institutions -> CUNY, Queens C.",All institutions,"CUNY, Queens C.",2,296,"['124', '']","['1', '']","['21', '']","['3', '']","['0', '']","['4', '']","['10', '']","['5', '']","['4', '']","['30', '']","['30', '']","['17', '']","['0', '']"
3049,r298,All institutions -> Western Kentucky U.,All institutions,Western Kentucky U.,2,297,"['124', '']","['5', '']","['15', '']","['12', '']","['27', '']","['10', '']","['4', '']","['7', '']","['0', '']","['39', '']","['4', '']","['0', '']","['0', '']"
3049,r299,All institutions -> Northern Illinois U.,All institutions,Northern Illinois U.,2,298,"['123', '']","['0', '']","['32', '']","['4', '']","['11', '']","['10', '']","['4', '']","['1', '']","['0', '']","['40', '']","['18', '']","['4', '']","['0', '']"
3049,r300,All institutions -> Midwestern U.,All institutions,Midwestern U.,2,299,"['123', '']","['*', '']","['95', '']","['0', '']","['0', '']","['1', '']","['27', '']","['0', '']","['0', '']","['0', '']","['*', '']","['0', '']","['0', '']"
3049,r301,All institutions -> U. Denver,All institutions,U. Denver,2,300,"['123', '']","['0', '']","['23', '']","['1', '']","['29', '']","['1', '']","['0', '']","['1', '']","['0', '']","['28', '']","['18', '']","['22', '']","['0', '']"
3049,r302,All institutions -> Boise State U.,All institutions,Boise State U.,2,301,"['122', '']","['0', '']","['31', '']","['5', '']","['50', '']","['13', '']","['3', '']","['1', '']","['2', '']","['15', '']","['*', '']","['1', '']","['0', '']"
3049,r303,"All institutions -> California State U., Northridge",All institutions,"California State U., Northridge",2,302,"['121', '']","['0', '']","['29', '']","['2', '']","['29', '']","['6', '']","['17', '']","['0', '']","['0', '']","['28', '']","['8', '']","['3', '']","['0', '']"
3049,r304,"All institutions -> Union C., Schenectady",All institutions,"Union C., Schenectady",2,303,"['120', '']","['0', '']","['16', '']","['3', '']","['41', '']","['10', '']","['0', '']","['3', '']","['4', '']","['29', '']","['6', '']","['5', '']","['4', '']"
3049,r305,All institutions -> Western Illinois U.,All institutions,Western Illinois U.,2,304,"['118', '']","['4', '']","['46', '']","['3', '']","['15', '']","['5', '']","['4', '']","['0', '']","['0', '']","['32', '']","['4', '']","['5', '']","['0', '']"
3049,r306,All institutions -> U. Richmond,All institutions,U. Richmond,2,305,"['116', '']","['0', '']","['43', '']","['4', '']","['0', '']","['0', '']","['0', '']","['4', '']","['0', '']","['47', '']","['8', '']","['10', '']","['0', '']"
3049,r307,All institutions -> Wesleyan U.,All institutions,Wesleyan U.,2,306,"['116', '']","['0', '']","['31', '']","['2', '']","['0', '']","['8', '']","['0', '']","['3', '']","['7', '']","['42', '']","['14', '']","['8', '']","['0', '']"
3049,r308,"All institutions -> U. Maryland, Eastern Shore",All institutions,"U. Maryland, Eastern Shore",2,307,"['114', '']","['62', '']","['12', '']","['0', '']","['25', '']","['6', '']","['6', '']","['1', '']","['1', '']","['2', '']","['0', '']","['0', '']","['0', '']"
3049,r309,"All institutions -> Rutgers, State U. New Jersey, Newark",All institutions,"Rutgers, State U. New Jersey, Newark",2,308,"['114', '']","['0', '']","['33', '']","['1', '']","['0', '']","['2', '']","['0', '']","['5', '']","['0', '']","['34', '']","['13', '']","['5', '']","['20', '']"
3049,r310,All institutions -> U. New Orleans,All institutions,U. New Orleans,2,309,"['111', '']","['0', '']","['22', '']","['3', '']","['10', '']","['14', '']","['0', '']","['1', '']","['0', '']","['47', '']","['3', '']","['12', '']","['0', '']"
3049,r311,All institutions -> Pomona C.,All institutions,Pomona C.,2,310,"['111', '']","['2', '']","['31', '']","['5', '']","['0', '']","['8', '']","['0', '']","['6', '']","['3', '']","['40', '']","['9', '']","['8', '']","['0', '']"
3049,r312,All institutions -> Missouri State U.,All institutions,Missouri State U.,2,311,"['110', '']","['27', '']","['16', '']","['1', '']","['15', '']","['10', '']","['15', '']","['0', '']","['5', '']","['12', '']","['6', '']","['3', '']","['0', '']"
3049,r313,All institutions -> Montclair State U.,All institutions,Montclair State U.,2,312,"['109', '']","['4', '']","['20', '']","['9', '']","['1', '']","['16', '']","['13', '']","['6', '']","['3', '']","['16', '']","['16', '']","['3', '']","['2', '']"
3049,r314,All institutions -> Texas Christian U.,All institutions,Texas Christian U.,2,313,"['108', '']","['3', '']","['14', '']","['3', '']","['12', '']","['14', '']","['10', '']","['3', '']","['5', '']","['28', '']","['15', '']","['2', '']","['0', '']"
3049,r315,All institutions -> Jackson State U.,All institutions,Jackson State U.,2,314,"['107', '']","['0', '']","['12', '']","['51', '']","['6', '']","['2', '']","['1', '']","['10', '']","['0', '']","['16', '']","['1', '']","['*', '']","['8', '']"
3049,r316,"All institutions -> U. North Carolina, Wilmington",All institutions,"U. North Carolina, Wilmington",2,315,"['107', '']","['0', '']","['8', '']","['2', '']","['0', '']","['69', '']","['1', '']","['*', '']","['*', '']","['2', '']","['21', '']","['4', '']","['0', '']"
3049,r317,All institutions -> Southern Connecticut State U.,All institutions,Southern Connecticut State U.,2,316,"['106', '']","['0', '']","['12', '']","['5', '']","['5', '']","['10', '']","['34', '']","['1', '']","['5', '']","['20', '']","['6', '']","['5', '']","['2', '']"
3049,r318,"All institutions -> CUNY, Brooklyn C.",All institutions,"CUNY, Brooklyn C.",2,317,"['106', '']","['0', '']","['38', '']","['2', '']","['0', '']","['11', '']","['4', '']","['0', '']","['0', '']","['30', '']","['18', '']","['3', '']","['0', '']"
3049,r319,"All institutions -> California State U., Fresno",All institutions,"California State U., Fresno",2,318,"['105', '']","['50', '']","['17', '']","['*', '']","['11', '']","['2', '']","['5', '']","['0', '']","['0', '']","['12', '']","['5', '']","['2', '']","['0', '']"
3049,r320,All institutions -> U. Wisconsin-Superior,All institutions,U. Wisconsin-Superior,2,319,"['105', 'i']","['0', 'i']","['18', 'i']","['4', 'i']","['19', 'i']","['9', 'i']","['12', 'i']","['3', 'i']","['13', 'i']","['16', 'i']","['7', 'i']","['5', 'i']","['0', 'i']"
3049,r321,All institutions -> Alabama A&M U.,All institutions,Alabama A&M U.,2,320,"['104', '']","['35', '']","['7', '']","['1', '']","['20', '']","['0', '']","['0', '']","['1', '']","['35', '']","['5', '']","['0', '']","['0', '']","['0', '']"
3049,r322,All institutions -> Lafayette C.,All institutions,Lafayette C.,2,321,"['102', '']","['0', '']","['13', '']","['3', '']","['29', '']","['6', '']","['0', '']","['4', '']","['1', '']","['10', '']","['15', '']","['21', '']","['0', '']"
3049,r323,"All institutions -> Colorado State U., Pueblo",All institutions,"Colorado State U., Pueblo",2,322,"['102', 'i']","['0', 'i']","['21', 'i']","['4', 'i']","['19', 'i']","['9', 'i']","['12', 'i']","['3', 'i']","['6', 'i']","['16', 'i']","['7', 'i']","['5', 'i']","['0', 'i']"
3049,r324,All institutions -> Humboldt State U.,All institutions,Humboldt State U.,2,323,"['101', '']","['23', '']","['30', '']","['1', '']","['12', '']","['8', '']","['6', '']","['2', '']","['5', '']","['7', '']","['4', '']","['4', '']","['0', '']"
3049,r325,"All institutions -> Arkansas State U., Jonesboro",All institutions,"Arkansas State U., Jonesboro",2,324,"['101', '']","['7', '']","['60', '']","['1', '']","['4', '']","['1', '']","['2', '']","['1', '']","['4', '']","['19', '']","['*', '']","['2', '']","['0', '']"
3049,r326,"All institutions -> U. Arkansas, Little Rock",All institutions,"U. Arkansas, Little Rock",2,325,"['101', '']","['0', '']","['14', '']","['14', '']","['55', '']","['3', '']","['0', '']","['0', '']","['0', '']","['10', '']","['5', '']","['0', '']","['0', '']"
3049,r327,All institutions -> Villanova U.,All institutions,Villanova U.,2,326,"['100', '']","['0', '']","['19', '']","['2', '']","['43', '']","['2', '']","['2', '']","['1', '']","['3', '']","['17', '']","['6', '']","['3', '']","['3', '']"
3049,r328,All institutions -> Central Connecticut State U.,All institutions,Central Connecticut State U.,2,327,"['100', '']","['0', '']","['17', '']","['7', '']","['20', '']","['8', '']","['9', '']","['8', '']","['0', '']","['8', '']","['8', '']","['16', '']","['0', '']"
3049,r329,All institutions -> Youngstown State U.,All institutions,Youngstown State U.,2,328,"['100', '']","['0', '']","['25', '']","['5', '']","['25', '']","['3', '']","['5', '']","['1', '']","['1', '']","['30', '']","['5', '']","['1', '']","['0', '']"
3049,r330,All institutions -> Morehouse School of Medicine,All institutions,Morehouse School of Medicine,2,329,"['100', '']","['0', '']","['74', '']","['0', '']","['0', '']","['0', '']","['21', '']","['0', '']","['0', '']","['0', '']","['2', '']","['3', '']","['0', '']"
3049,r331,All institutions -> Ball State U.,All institutions,Ball State U.,2,330,"['100', '']","['9', '']","['24', '']","['5', '']","['0', '']","['7', '']","['14', '']","['0', '']","['3', '']","['22', '']","['5', '']","['11', '']","['0', '']"
